time,Philadelphia,pts.away,score,pts.home,Detroit
3:30.0,Defensive rebound by I. Smith,,10-22,,
3:28.0,Shooting foul by R. Jackson (drawn by I. Smith),,10-22,,
3:28.0,I. Smith misses free throw 1 of 2,,10-22,,
3:28.0,Offensive rebound by Team,,10-22,,
3:28.0,,,10-22,,R. Bullock enters the game for M. Morris
3:28.0,I. Smith misses free throw 2 of 2,,10-22,,
3:25.0,,,10-22,,Defensive rebound by A. Drummond
3:10.0,,,10-22,,R. Jackson misses 2-pt shot from 6 ft
3:10.0,,,10-22,,Offensive rebound by A. Drummond
3:08.0,,,10-24,2,A. Drummond makes 2-pt shot at rim
2:55.0,Shooting foul by A. Drummond (drawn by J. Grant),,10-24,,
2:55.0,,,10-24,,Detroit full timeout
2:55.0,,,10-24,,S. Blake enters the game for R. Jackson
2:55.0,K. Marshall enters the game for I. Smith,,10-24,,
2:55.0,J. Grant makes free throw 1 of 2,1,11-24,,
2:55.0,I. Canaan enters the game for R. Covington,,11-24,,
2:55.0,J. Grant makes free throw 2 of 2,1,12-24,,
2:42.0,,,12-26,2,T. Harris makes 2-pt shot from 3 ft
2:29.0,H. Thompson makes 3-pt shot from 25 ft (assist by J. Grant),3,15-26,,
2:09.0,,,15-26,,A. Drummond misses 2-pt shot from 2 ft
2:07.0,,,15-26,,Offensive rebound by T. Harris
2:07.0,,,15-26,,Shooting foul by J. Grant (drawn by T. Harris)
2:07.0,,,15-27,1,T. Harris makes free throw 1 of 2
2:07.0,,,15-27,,D. Hilliard enters the game for K. Caldwell-Pope
2:07.0,,,15-28,1,T. Harris makes free throw 2 of 2
1:54.0,N. Noel misses 2-pt shot from 1 ft,,15-28,,
1:52.0,,,15-28,,Defensive rebound by A. Drummond
1:43.0,,,15-28,,R. Bullock misses 3-pt shot from 26 ft
1:42.0,Defensive rebound by H. Thompson,,15-28,,
1:35.0,H. Thompson misses 2-pt shot from 6 ft (block by A. Drummond),,15-28,,
1:35.0,Offensive rebound by Team,,15-28,,
1:26.0,Turnover by J. Grant (lost ball; steal by R. Bullock),,15-28,,
1:24.0,,,15-30,2,R. Bullock makes 2-pt shot from 1 ft
1:24.0,,,15-30,,Shooting foul by K. Marshall (drawn by R. Bullock)
1:24.0,,,15-31,1,R. Bullock makes free throw 1 of 1
1:08.0,K. Marshall misses 3-pt shot from 26 ft,,15-31,,
1:07.0,,,15-31,,Defensive rebound by T. Harris
1:01.0,,,15-31,,Turnover by S. Blake (traveling)
0:49.0,J. Grant misses 2-pt shot from 15 ft,,15-31,,
0:47.0,,,15-31,,Defensive rebound by S. Blake
0:40.0,,,15-31,,Turnover by S. Blake (bad pass; steal by N. Noel)
0:31.0,Shooting foul by R. Bullock (drawn by I. Canaan),,15-31,,
0:31.0,I. Canaan misses free throw 1 of 3,,15-31,,
0:31.0,Offensive rebound by Team,,15-31,,
0:31.0,I. Canaan makes free throw 2 of 3,1,16-31,,
0:31.0,R. Covington enters the game for J. Grant,,16-31,,
0:31.0,I. Canaan makes free throw 3 of 3,1,17-31,,
0:14.0,,,17-31,,D. Hilliard misses 3-pt shot from 23 ft
0:13.0,,,17-31,,Offensive rebound by Team
0:03.0,,,17-33,2,T. Harris makes 2-pt shot at rim (assist by S. Blake)
0:00.0,R. Covington makes 3-pt shot from 50 ft,3,20-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,K. Marshall makes 2-pt shot at rim,2,22-33,,
11:25.0,,,22-33,,M. Morris misses 2-pt shot from 19 ft
11:24.0,Defensive rebound by J. Grant,,22-33,,
11:14.0,N. Noel misses 2-pt shot from 18 ft,,22-33,,
11:14.0,Offensive rebound by J. Grant,,22-33,,
11:12.0,Shooting foul by R. Bullock (drawn by J. Grant),,22-33,,
11:12.0,J. Grant makes free throw 1 of 2,1,23-33,,
11:12.0,J. Grant makes free throw 2 of 2,1,24-33,,
10:56.0,,,24-33,,A. Baynes misses 2-pt shot from 3 ft (block by N. Noel)
10:56.0,,,24-33,,Offensive rebound by A. Baynes
10:56.0,,,24-33,,A. Baynes misses 2-pt shot from 3 ft (block by N. Noel)
10:56.0,,,24-33,,Offensive rebound by Team
10:50.0,,,24-33,,S. Blake misses 3-pt shot from 26 ft
10:50.0,Defensive rebound by N. Noel,,24-33,,
10:37.0,K. Marshall misses 2-pt shot at rim,,24-33,,
10:35.0,,,24-33,,Defensive rebound by M. Morris
10:35.0,,,24-33,,Shooting foul by H. Thompson (drawn by D. Hilliard)
10:35.0,,,24-34,1,D. Hilliard makes free throw 1 of 2
10:35.0,,,24-34,,D. Hilliard misses free throw 2 of 2
10:34.0,,,24-34,,Offensive rebound by Team
10:34.0,Loose ball foul by H. Thompson (drawn by D. Hilliard),,24-34,,
10:23.0,,,24-36,2,A. Baynes makes 2-pt shot at rim (assist by M. Morris)
10:15.0,I. Canaan makes 2-pt shot from 5 ft (assist by K. Marshall),2,26-36,,
10:15.0,Shooting foul by D. Hilliard (drawn by I. Canaan),,26-36,,
10:15.0,J. Okafor enters the game for N. Noel,,26-36,,
10:15.0,I. Canaan misses free throw 1 of 1,,26-36,,
10:11.0,,,26-36,,Defensive rebound by M. Morris
10:03.0,,,26-36,,Turnover by R. Bullock (step out of bounds)
9:53.0,Turnover by J. Grant (bad pass; steal by M. Morris),,26-36,,
9:35.0,,,26-38,2,M. Morris makes 2-pt shot from 18 ft
9:21.0,Turnover by H. Thompson (bad pass; steal by D. Hilliard),,26-38,,
9:16.0,Personal foul by K. Marshall (drawn by A. Baynes),,26-38,,
9:06.0,,,26-40,2,R. Bullock makes 2-pt shot from 15 ft
9:06.0,Philadelphia full timeout,,26-40,,
8:48.0,H. Thompson makes 2-pt shot from 16 ft (assist by K. Marshall),2,28-40,,
8:40.0,Personal foul by I. Canaan (drawn by M. Morris),,28-40,,
8:27.0,,,28-40,,R. Bullock misses 2-pt shot at rim
8:26.0,,,28-40,,Offensive rebound by A. Baynes
8:22.0,,,28-42,2,A. Baynes makes 2-pt shot at rim
8:12.0,,,28-42,,Personal foul by S. Blake (drawn by K. Marshall)
8:02.0,J. Okafor makes 2-pt shot at rim,2,30-42,,
7:48.0,,,30-45,3,R. Bullock makes 3-pt shot from 24 ft (assist by M. Morris)
7:35.0,,,30-45,,Personal foul by S. Blake (drawn by K. Marshall)
7:35.0,I. Smith enters the game for K. Marshall,,30-45,,
7:19.0,I. Canaan misses 2-pt shot from 5 ft,,30-45,,
7:18.0,Offensive rebound by J. Grant,,30-45,,
7:14.0,J. Grant misses 2-pt shot at rim,,30-45,,
7:12.0,,,30-45,,Defensive rebound by D. Hilliard
7:09.0,,,30-45,,M. Morris misses 3-pt shot from 26 ft
7:09.0,,,30-45,,Offensive rebound by A. Baynes
7:04.0,,,30-48,3,R. Bullock makes 3-pt shot from 27 ft (assist by M. Morris)
7:01.0,Philadelphia full timeout,,30-48,,
6:43.0,I. Canaan misses 3-pt shot from 26 ft,,30-48,,
6:42.0,,,30-48,,Defensive rebound by A. Baynes
6:34.0,,,30-48,,Turnover by S. Blake (bad pass; steal by I. Smith)
6:27.0,I. Canaan misses 2-pt shot at rim,,30-48,,
6:27.0,,,30-48,,Defensive rebound by R. Bullock
6:20.0,,,30-48,,D. Hilliard misses 2-pt shot from 18 ft
6:20.0,,,30-48,,Offensive rebound by Team
6:20.0,,,30-48,,R. Jackson enters the game for S. Blake
6:20.0,,,30-48,,K. Caldwell-Pope enters the game for D. Hilliard
6:20.0,N. Stauskas enters the game for H. Thompson,,30-48,,
6:20.0,N. Noel enters the game for J. Grant,,30-48,,
6:19.0,Personal foul by I. Smith (drawn by K. Caldwell-Pope),,30-48,,
6:19.0,,,30-49,1,K. Caldwell-Pope makes free throw 1 of 2
6:19.0,,,30-49,,K. Caldwell-Pope misses free throw 2 of 2
6:18.0,Defensive rebound by N. Stauskas,,30-49,,
5:53.0,I. Smith misses 2-pt shot from 6 ft,,30-49,,
5:53.0,,,30-49,,Defensive rebound by R. Jackson
5:50.0,,,30-49,,Turnover by R. Bullock (step out of bounds)
5:50.0,Official timeout,,30-49,,
5:50.0,,,30-49,,A. Drummond enters the game for M. Morris
5:50.0,,,30-49,,T. Harris enters the game for R. Bullock
5:27.0,N. Stauskas misses 2-pt shot from 6 ft,,30-49,,
5:27.0,Offensive rebound by N. Noel,,30-49,,
5:26.0,Turnover by N. Noel (bad pass),,30-49,,
5:15.0,,,30-49,,R. Jackson misses 3-pt shot from 26 ft
5:14.0,Defensive rebound by I. Canaan,,30-49,,
4:52.0,N. Stauskas misses 3-pt shot from 26 ft,,30-49,,
4:51.0,,,30-49,,Defensive rebound by R. Jackson
4:40.0,,,30-51,2,T. Harris makes 2-pt shot at rim (assist by R. Jackson)
4:25.0,N. Noel misses 2-pt shot from 3 ft,,30-51,,
4:25.0,,,30-51,,Defensive rebound by A. Baynes
4:19.0,,,30-51,,Shooting foul by I. Smith (drawn by R. Jackson)
4:19.0,,,30-52,1,R. Jackson makes free throw 1 of 2
4:19.0,R. Covington enters the game for I. Canaan,,30-52,,
4:19.0,,,30-53,1,R. Jackson makes free throw 2 of 2
4:03.0,,,30-53,,Personal foul by K. Caldwell-Pope (drawn by N. Stauskas)
4:03.0,N. Stauskas misses free throw 1 of 2,,30-53,,
4:03.0,Offensive rebound by Team,,30-53,,
4:03.0,N. Stauskas makes free throw 2 of 2,1,31-53,,
3:51.0,,,31-53,,A. Baynes misses 2-pt shot from 20 ft
3:51.0,Defensive rebound by N. Stauskas,,31-53,,
3:40.0,Turnover by R. Covington (bad pass; steal by R. Jackson),,31-53,,
3:20.0,,,31-55,2,K. Caldwell-Pope makes 2-pt shot from 8 ft (assist by A. Baynes)
3:09.0,N. Noel makes 2-pt shot at rim (assist by N. Stauskas),2,33-55,,
3:09.0,Shooting foul by A. Drummond (drawn by N. Noel),,33-55,,
3:09.0,,,33-55,,M. Morris enters the game for A. Drummond
3:09.0,N. Noel makes free throw 1 of 1,1,34-55,,
2:52.0,,,34-55,,R. Jackson misses 2-pt shot from 20 ft
2:52.0,Defensive rebound by R. Covington,,34-55,,
2:42.0,J. Okafor makes 2-pt shot at rim,2,36-55,,
2:35.0,,,36-55,,Detroit full timeout
2:34.0,,,36-55,,Turnover by M. Morris (bad pass; steal by N. Noel)
2:22.0,Turnover by R. Covington (bad pass),,36-55,,
2:06.0,,,36-57,2,T. Harris makes 2-pt shot from 17 ft (assist by M. Morris)
1:47.0,J. Okafor makes 2-pt shot from 4 ft,2,38-57,,
1:32.0,,,38-60,3,R. Jackson makes 3-pt shot from 26 ft (assist by T. Harris)
1:13.0,I. Smith makes 2-pt shot from 3 ft (assist by J. Okafor),2,40-60,,
1:07.0,Personal foul by I. Smith (drawn by R. Jackson),,40-60,,
1:07.0,,,40-61,1,R. Jackson makes free throw 1 of 2
1:07.0,K. Marshall enters the game for I. Smith,,40-61,,
1:07.0,,,40-62,1,R. Jackson makes free throw 2 of 2
0:45.0,R. Covington misses 3-pt shot from 27 ft,,40-62,,
0:45.0,,,40-62,,Defensive rebound by A. Baynes
0:34.0,,,40-62,,Shooting foul by N. Stauskas (drawn by M. Morris)
0:34.0,,,40-62,,M. Morris misses free throw 1 of 2
0:34.0,,,40-62,,Offensive rebound by Team
0:34.0,,,40-63,1,M. Morris makes free throw 2 of 2
0:29.0,R. Covington misses 3-pt shot from 27 ft,,40-63,,
0:28.0,Offensive rebound by N. Noel,,40-63,,
0:28.0,,,40-63,,Inbound foul by M. Morris
0:28.0,R. Covington makes free throw 1 of 2,1,41-63,,
0:28.0,J. Grant enters the game for J. Okafor,,41-63,,
0:28.0,R. Covington makes free throw 2 of 2,1,42-63,,
0:05.0,,,42-65,2,R. Jackson makes 2-pt shot from 14 ft
0:00.0,R. Covington misses 3-pt shot from 26 ft,,42-65,,
0:00.0,Offensive rebound by Team,,42-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,N. Stauskas misses 2-pt shot at rim,,42-65,,
11:39.0,,,42-65,,Defensive rebound by A. Drummond
11:19.0,,,42-65,,T. Harris misses 3-pt shot from 25 ft
11:18.0,Defensive rebound by R. Covington,,42-65,,
11:11.0,R. Covington misses 3-pt shot from 24 ft,,42-65,,
11:10.0,,,42-65,,Defensive rebound by K. Caldwell-Pope
11:00.0,,,42-65,,Turnover by A. Drummond (bad pass)
10:50.0,Turnover by R. Covington (bad pass; steal by M. Morris),,42-65,,
10:44.0,,,42-65,,Shooting foul by R. Covington (drawn by M. Morris)
10:44.0,,,42-66,1,M. Morris makes free throw 1 of 2
10:44.0,,,42-67,1,M. Morris makes free throw 2 of 2
10:25.0,N. Noel misses 2-pt shot from 4 ft,,42-67,,
10:23.0,,,42-67,,Defensive rebound by A. Drummond
10:06.0,,,42-67,,Turnover by R. Jackson (bad pass; steal by I. Smith)
10:02.0,Turnover by I. Smith (bad pass; steal by R. Jackson),,42-67,,
9:55.0,,,42-69,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
9:41.0,J. Okafor makes 2-pt shot from 14 ft (assist by I. Smith),2,44-69,,
9:24.0,,,44-69,,M. Morris misses 2-pt shot from 14 ft
9:22.0,Defensive rebound by N. Noel,,44-69,,
9:14.0,I. Smith misses 2-pt shot from 12 ft,,44-69,,
9:13.0,,,44-69,,Defensive rebound by A. Drummond
9:00.0,,,44-69,,R. Jackson misses 3-pt shot from 26 ft
8:59.0,Defensive rebound by Team,,44-69,,
8:43.0,J. Okafor misses 2-pt shot from 15 ft,,44-69,,
8:42.0,,,44-69,,Defensive rebound by T. Harris
8:37.0,,,44-71,2,T. Harris makes 2-pt shot from 4 ft
8:37.0,Philadelphia full timeout,,44-71,,
8:37.0,H. Thompson enters the game for N. Noel,,44-71,,
8:37.0,J. Grant enters the game for N. Stauskas,,44-71,,
8:21.0,J. Okafor makes 2-pt shot at rim,2,46-71,,
8:00.0,,,46-71,,Shooting foul by I. Smith (drawn by R. Jackson)
8:00.0,,,46-72,1,R. Jackson makes free throw 1 of 2
8:00.0,,,46-73,1,R. Jackson makes free throw 2 of 2
7:44.0,H. Thompson misses 2-pt shot from 17 ft,,46-73,,
7:43.0,,,46-73,,Defensive rebound by A. Drummond
7:27.0,,,46-73,,Offensive charge foul by T. Harris
7:27.0,,,46-73,,Turnover by T. Harris (offensive foul)
7:17.0,H. Thompson misses 3-pt shot from 25 ft,,46-73,,
7:15.0,,,46-73,,Defensive rebound by A. Drummond
6:53.0,,,46-75,2,T. Harris makes 2-pt shot at rim
6:33.0,R. Covington misses 3-pt shot from 25 ft,,46-75,,
6:31.0,,,46-75,,Defensive rebound by A. Drummond
6:15.0,,,46-75,,M. Morris misses 3-pt shot from 25 ft
6:13.0,Defensive rebound by J. Grant,,46-75,,
5:55.0,J. Okafor misses 2-pt shot from 10 ft,,46-75,,
5:54.0,,,46-75,,Defensive rebound by M. Morris
5:44.0,,,46-75,,Turnover by R. Jackson (bad pass; steal by I. Smith)
5:34.0,R. Covington misses 3-pt shot from 25 ft,,46-75,,
5:33.0,,,46-75,,Defensive rebound by R. Jackson
5:30.0,,,46-75,,Shooting foul by J. Grant (drawn by T. Harris)
5:30.0,,,46-75,,T. Harris misses free throw 1 of 2
5:30.0,,,46-75,,Offensive rebound by Team
5:30.0,R. Holmes enters the game for J. Okafor,,46-75,,
5:30.0,,,46-76,1,T. Harris makes free throw 2 of 2
5:22.0,I. Smith makes 2-pt shot at rim (assist by R. Holmes),2,48-76,,
5:22.0,,,48-76,,Detroit full timeout
5:22.0,I. Canaan enters the game for R. Covington,,48-76,,
4:58.0,,,48-76,,T. Harris misses 2-pt shot from 14 ft
4:57.0,Defensive rebound by I. Smith,,48-76,,
4:50.0,J. Grant makes 2-pt shot from 1 ft (assist by I. Smith),2,50-76,,
4:42.0,,,50-76,,Offensive foul by K. Caldwell-Pope
4:42.0,,,50-76,,Turnover by K. Caldwell-Pope (offensive foul)
4:42.0,,,50-76,,R. Bullock enters the game for M. Morris
4:30.0,R. Holmes misses 3-pt shot from 26 ft,,50-76,,
4:29.0,Offensive rebound by I. Smith,,50-76,,
4:28.0,I. Canaan misses 3-pt shot from 23 ft,,50-76,,
4:24.0,,,50-76,,Defensive rebound by T. Harris
4:18.0,,,50-76,,Turnover by R. Jackson (lost ball; steal by I. Smith)
4:05.0,H. Thompson makes 2-pt shot from 21 ft (assist by I. Smith),2,52-76,,
3:45.0,,,52-78,2,R. Jackson makes 2-pt shot from 12 ft
3:32.0,R. Holmes misses 2-pt shot from 1 ft,,52-78,,
3:31.0,Offensive rebound by R. Holmes,,52-78,,
3:28.0,R. Holmes makes 2-pt shot at rim,2,54-78,,
3:08.0,,,54-81,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by R. Jackson)
2:42.0,R. Holmes makes 2-pt shot from 1 ft,2,56-81,,
2:25.0,,,56-83,2,R. Jackson makes 2-pt shot at rim
2:05.0,I. Canaan makes 2-pt shot from 18 ft,2,58-83,,
1:49.0,,,58-83,,Turnover by R. Jackson (bad pass; steal by I. Canaan)
1:46.0,I. Canaan misses 3-pt shot from 24 ft,,58-83,,
1:45.0,Offensive rebound by H. Thompson,,58-83,,
1:44.0,H. Thompson makes 2-pt shot from 1 ft,2,60-83,,
1:18.0,,,60-83,,R. Jackson misses 3-pt shot from 27 ft
1:18.0,,,60-83,,Offensive rebound by Team
1:18.0,,,60-83,,S. Blake enters the game for R. Jackson
1:18.0,K. Marshall enters the game for I. Smith,,60-83,,
1:15.0,,,60-83,,T. Harris misses 2-pt shot from 17 ft
1:14.0,Jump ball: A. Drummond vs. R. Holmes (S. Blake gains possession),,,,Jump ball: A. Drummond vs. R. Holmes (S. Blake gains possession)
1:14.0,,,60-83,,Offensive rebound by Team
1:04.0,,,60-83,,Shooting foul by R. Holmes (drawn by A. Drummond)
1:04.0,,,60-83,,A. Drummond misses free throw 1 of 2
1:04.0,,,60-83,,Offensive rebound by Team
1:04.0,,,60-83,,A. Drummond misses free throw 2 of 2
1:02.0,Defensive rebound by R. Holmes,,60-83,,
0:42.0,I. Canaan misses 2-pt shot from 18 ft,,60-83,,
0:40.0,,,60-83,,Defensive rebound by A. Drummond
0:32.0,,,60-83,,Turnover by A. Drummond (bad pass; steal by H. Thompson)
0:25.0,Shooting foul by A. Drummond (drawn by J. Grant),,60-83,,
0:25.0,J. Grant makes free throw 1 of 2,1,61-83,,
0:25.0,J. Grant misses free throw 2 of 2,,61-83,,
0:23.0,,,61-83,,Defensive rebound by A. Drummond
0:03.0,,,61-83,,Shooting foul by R. Holmes (drawn by A. Drummond)
0:03.0,,,61-84,1,A. Drummond makes free throw 1 of 2
0:03.0,,,61-85,1,A. Drummond makes free throw 2 of 2
0:01.0,K. Marshall misses 3-pt shot from 39 ft,,61-85,,
0:00.0,Offensive rebound by Team,,61-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,61-88,3,S. Blake makes 3-pt shot from 23 ft (assist by D. Hilliard)
11:36.0,Shooting foul by S. Blake (drawn by K. Marshall),,61-88,,
11:36.0,K. Marshall misses free throw 1 of 2,,61-88,,
11:36.0,Offensive rebound by Team,,61-88,,
11:36.0,K. Marshall makes free throw 2 of 2,1,62-88,,
11:21.0,,,62-88,,M. Morris misses 3-pt shot from 23 ft
11:21.0,,,62-88,,Offensive rebound by Team
11:21.0,Loose ball foul by H. Thompson (drawn by A. Baynes),,62-88,,
11:08.0,,,62-88,,D. Hilliard misses 2-pt shot from 3 ft (block by R. Holmes)
11:06.0,Defensive rebound by H. Thompson,,62-88,,
10:59.0,J. Grant misses 2-pt shot from 1 ft,,62-88,,
10:57.0,,,62-88,,Defensive rebound by M. Morris
10:44.0,,,62-88,,D. Hilliard misses 2-pt shot from 17 ft
10:42.0,,,62-88,,Offensive rebound by A. Baynes
10:36.0,,,62-88,,S. Blake misses 3-pt shot from 25 ft
10:34.0,Defensive rebound by I. Canaan,,62-88,,
10:19.0,K. Marshall misses 2-pt shot from 16 ft,,62-88,,
10:18.0,,,62-88,,Defensive rebound by D. Hilliard
10:05.0,,,62-88,,D. Hilliard misses 3-pt shot from 25 ft
10:05.0,Defensive rebound by R. Holmes,,62-88,,
9:58.0,R. Holmes misses 2-pt shot from 11 ft,,62-88,,
9:57.0,,,62-88,,Defensive rebound by D. Hilliard
9:45.0,,,62-90,2,A. Baynes makes 2-pt shot from 1 ft (assist by M. Morris)
9:45.0,Philadelphia full timeout,,62-90,,
9:45.0,N. Stauskas enters the game for J. Grant,,62-90,,
9:45.0,C. Landry enters the game for I. Canaan,,62-90,,
9:30.0,H. Thompson misses 2-pt shot at rim,,62-90,,
9:30.0,Offensive rebound by H. Thompson,,62-90,,
9:30.0,H. Thompson makes 2-pt shot at rim,2,64-90,,
9:30.0,Shooting foul by R. Bullock (drawn by H. Thompson),,64-90,,
9:30.0,H. Thompson makes free throw 1 of 1,1,65-90,,
9:15.0,,,65-90,,M. Morris misses 2-pt shot from 11 ft
9:13.0,Defensive rebound by K. Marshall,,65-90,,
9:02.0,Turnover by C. Landry (lost ball; steal by A. Baynes),,65-90,,
8:46.0,,,65-90,,D. Hilliard misses 3-pt shot from 23 ft
8:44.0,Defensive rebound by R. Holmes,,65-90,,
8:40.0,Turnover by K. Marshall (lost ball),,65-90,,
8:29.0,,,65-93,3,M. Morris makes 3-pt shot from 25 ft (assist by S. Blake)
8:29.0,Philadelphia full timeout,,65-93,,
8:19.0,,,65-93,,Violation by A. Baynes (def goaltending)
8:19.0,K. Marshall makes 2-pt shot at rim,2,67-93,,
8:01.0,,,67-96,3,D. Hilliard makes 3-pt shot from 27 ft (assist by M. Morris)
7:46.0,N. Stauskas misses 2-pt shot from 17 ft,,67-96,,
7:46.0,Offensive rebound by R. Holmes,,67-96,,
7:41.0,Turnover by R. Holmes (bad pass),,67-96,,
7:33.0,,,67-96,,M. Morris misses 2-pt shot from 17 ft
7:33.0,Defensive rebound by N. Stauskas,,67-96,,
7:20.0,C. Landry makes 2-pt shot at rim (assist by R. Holmes),2,69-96,,
7:03.0,,,69-96,,A. Baynes misses 2-pt shot from 5 ft
7:02.0,Defensive rebound by C. Landry,,69-96,,
6:52.0,H. Thompson makes 3-pt shot from 26 ft (assist by K. Marshall),3,72-96,,
6:31.0,,,72-96,,Shooting foul by N. Stauskas (drawn by A. Baynes)
6:31.0,,,72-96,,A. Baynes misses free throw 1 of 2
6:31.0,,,72-96,,Offensive rebound by Team
6:31.0,,,72-96,,K. Caldwell-Pope enters the game for D. Hilliard
6:31.0,,,72-97,1,A. Baynes makes free throw 2 of 2
6:23.0,Shooting foul by K. Caldwell-Pope (drawn by H. Thompson),,72-97,,
6:23.0,H. Thompson misses free throw 1 of 2,,72-97,,
6:23.0,Offensive rebound by Team,,72-97,,
6:23.0,H. Thompson makes free throw 2 of 2,1,73-97,,
6:08.0,,,73-97,,K. Caldwell-Pope misses 2-pt shot from 15 ft
6:07.0,Defensive rebound by C. Landry,,73-97,,
5:51.0,C. Landry makes 2-pt shot from 11 ft (assist by K. Marshall),2,75-97,,
5:22.0,,,75-100,3,M. Morris makes 3-pt shot from 23 ft
