time,Golden State,pts.away,score,pts.home,Houston
5:34.0,I. Clark makes 3-pt shot from 25 ft (assist by D. Green),3,83-88,,
5:05.0,,,83-88,,P. Beverley misses 2-pt shot from 10 ft
5:03.0,Defensive rebound by D. Green,,83-88,,
5:01.0,Turnover by D. Green (lost ball; steal by J. Harden),,83-88,,
4:56.0,Personal foul by I. Clark,,83-88,,
4:56.0,S. Livingston enters the game for A. Iguodala,,83-88,,
4:39.0,,,83-91,3,D. Motiejunas makes 3-pt shot from 24 ft (assist by D. Howard)
4:27.0,D. Green makes 2-pt shot at rim,2,85-91,,
4:05.0,,,85-91,,Turnover by J. Harden (lost ball; steal by D. Green)
4:01.0,Turnover by D. Green (lost ball; steal by T. Ariza),,85-91,,
3:53.0,,,85-91,,P. Beverley misses 3-pt shot from 23 ft
3:52.0,,,85-91,,Offensive rebound by D. Motiejunas
3:47.0,,,85-91,,J. Harden misses 3-pt shot from 24 ft
3:47.0,Defensive rebound by D. Green,,85-91,,
3:42.0,I. Clark makes 2-pt shot from 2 ft (assist by D. Green),2,87-91,,
3:42.0,,,87-91,,Houston full timeout
3:24.0,,,87-93,2,J. Harden makes 2-pt shot at rim (assist by P. Beverley)
3:10.0,Shooting foul by D. Howard (drawn by D. Green),,87-93,,
3:10.0,D. Green makes free throw 1 of 2,1,88-93,,
3:10.0,D. Green makes free throw 2 of 2,1,89-93,,
3:09.0,Personal take foul by I. Clark,,89-93,,
3:07.0,Personal take foul by I. Clark,,89-93,,
3:07.0,,,89-93,,D. Howard misses free throw 1 of 2
3:07.0,,,89-93,,Offensive rebound by Team
3:07.0,A. Iguodala enters the game for M. Speights,,89-93,,
3:07.0,,,89-93,,D. Howard misses free throw 2 of 2
3:07.0,Defensive rebound by A. Iguodala,,89-93,,
2:56.0,A. Iguodala makes 3-pt shot from 23 ft (assist by I. Clark),3,92-93,,
2:48.0,,,92-93,,Houston full timeout
2:48.0,,,92-93,,M. Beasley enters the game for D. Howard
2:27.0,,,92-93,,T. Ariza misses 2-pt shot from 22 ft
2:26.0,Defensive rebound by Team,,92-93,,
2:16.0,,,92-93,,Personal foul by T. Ariza
2:03.0,I. Clark misses 3-pt shot from 25 ft,,92-93,,
2:02.0,Offensive rebound by K. Thompson,,92-93,,
1:59.0,K. Thompson misses 3-pt shot from 24 ft,,92-93,,
1:58.0,,,92-93,,Defensive rebound by M. Beasley
1:44.0,,,92-93,,J. Harden misses 2-pt shot from 6 ft
1:43.0,Defensive rebound by S. Livingston,,92-93,,
1:39.0,,,92-93,,Violation by P. Beverley (kicked ball)
1:25.0,I. Clark makes 2-pt shot from 9 ft (assist by D. Green),2,94-93,,
1:03.0,,,94-93,,T. Ariza misses 2-pt shot from 2 ft
1:02.0,Defensive rebound by K. Thompson,,94-93,,
0:53.0,Golden State full timeout,,94-93,,
0:41.0,S. Livingston misses 2-pt shot from 10 ft,,94-93,,
0:41.0,,,94-93,,Defensive rebound by Team
0:41.0,Loose ball foul by D. Green,,94-93,,
0:41.0,,,94-94,1,M. Beasley makes free throw 1 of 2
0:41.0,,,94-95,1,M. Beasley makes free throw 2 of 2
0:41.0,Golden State full timeout,,94-95,,
0:38.0,K. Thompson misses 2-pt shot from 17 ft (block by D. Motiejunas),,94-95,,
0:36.0,Offensive rebound by A. Iguodala,,94-95,,
0:27.0,K. Thompson misses 3-pt shot from 30 ft,,94-95,,
0:25.0,,,94-95,,Defensive rebound by D. Motiejunas
0:14.0,,,94-95,,J. Terry enters the game for D. Motiejunas
0:14.0,,,94-95,,Houston full timeout
0:14.0,,,94-95,,Turnover by T. Ariza (lost ball; steal by S. Livingston)
0:11.0,I. Clark makes 2-pt shot from 1 ft,2,96-95,,
0:03.0,,,96-97,2,J. Harden makes 2-pt shot from 10 ft
0:03.0,Golden State full timeout,,96-97,,
0:03.0,M. Speights enters the game for I. Clark,,96-97,,
0:03.0,,,96-97,,D. Howard enters the game for J. Terry
0:01.0,Turnover by D. Green (lost ball),,96-97,,
0:01.0,,,96-97,,J. Terry enters the game for D. Howard
0:00.0,End of 4th quarter,,,,End of 4th quarter
