time,New York,pts.away,score,pts.home,Brooklyn
7:11.0,,,61-67,3,D. Sloan makes 3-pt shot from 24 ft (assist by J. Johnson)
6:57.0,J. Calderon misses 2-pt shot from 15 ft (block by D. Sloan),,61-67,,
6:55.0,,,61-67,,Defensive rebound by D. Sloan
6:51.0,,,61-67,,T. Young misses 2-pt shot from 2 ft
6:50.0,Defensive rebound by C. Anthony,,61-67,,
6:45.0,C. Anthony misses 3-pt shot from 24 ft,,61-67,,
6:44.0,,,61-67,,Defensive rebound by B. Lopez
6:34.0,,,61-67,,Turnover by B. Lopez (lost ball; steal by C. Anthony)
6:33.0,,,61-67,,Loose ball foul by B. Lopez
6:33.0,K. O'Quinn enters the game for R. Lopez,,61-67,,
6:10.0,Turnover by K. Porzingis (lost ball; steal by B. Lopez),,61-67,,
5:59.0,,,61-67,,T. Young misses 2-pt shot from 18 ft
5:58.0,Defensive rebound by A. Afflalo,,61-67,,
5:46.0,Turnover by K. O'Quinn (lost ball; steal by T. Young),,61-67,,
5:29.0,,,61-69,2,T. Young makes 2-pt shot from 17 ft (assist by D. Sloan)
5:14.0,C. Anthony misses 2-pt shot from 2 ft (block by B. Lopez),,61-69,,
5:12.0,,,61-69,,Defensive rebound by J. Johnson
5:06.0,,,61-72,3,D. Sloan makes 3-pt shot from 24 ft (assist by W. Ellington)
4:46.0,K. Porzingis misses 2-pt shot from 2 ft,,61-72,,
4:45.0,,,61-72,,Defensive rebound by T. Young
4:42.0,,,61-74,2,W. Ellington makes 2-pt shot at rim (assist by J. Johnson)
4:42.0,New York full timeout,,61-74,,
4:42.0,L. Thomas enters the game for J. Calderon,,61-74,,
4:42.0,J. Grant enters the game for A. Afflalo,,61-74,,
4:42.0,L. Galloway enters the game for K. Porzingis,,61-74,,
4:22.0,Shooting foul by J. Johnson (drawn by C. Anthony),,61-74,,
4:22.0,C. Anthony makes free throw 1 of 2,1,62-74,,
4:22.0,C. Anthony makes free throw 2 of 2,1,63-74,,
4:10.0,Personal foul by K. O'Quinn,,63-74,,
4:10.0,,,63-75,1,B. Lopez makes free throw 1 of 2
4:10.0,,,63-75,,T. Robinson enters the game for T. Young
4:10.0,,,63-76,1,B. Lopez makes free throw 2 of 2
3:47.0,L. Thomas misses 2-pt shot from 2 ft,,63-76,,
3:46.0,Offensive rebound by Team,,63-76,,
3:43.0,L. Galloway misses 2-pt shot from 18 ft,,63-76,,
3:42.0,,,63-76,,Defensive rebound by T. Robinson
3:25.0,,,63-76,,D. Sloan misses 2-pt shot from 20 ft
3:24.0,Defensive rebound by J. Grant,,63-76,,
3:13.0,Shooting foul by B. Lopez (drawn by K. O'Quinn),,63-76,,
3:13.0,K. O'Quinn misses free throw 1 of 2,,63-76,,
3:13.0,Offensive rebound by Team,,63-76,,
3:13.0,,,63-76,,B. Bogdanovic enters the game for B. Lopez
3:13.0,K. O'Quinn makes free throw 2 of 2,1,64-76,,
2:50.0,,,64-78,2,J. Johnson makes 2-pt shot from 18 ft
2:25.0,J. Grant makes 2-pt shot from 1 ft,2,66-78,,
2:13.0,Personal foul by J. Grant,,66-78,,
2:13.0,,,66-78,,Brooklyn full timeout
2:13.0,K. Porzingis enters the game for K. O'Quinn,,66-78,,
2:13.0,A. Afflalo enters the game for C. Anthony,,66-78,,
2:13.0,,,66-79,1,W. Ellington makes free throw 1 of 2
2:13.0,,,66-80,1,W. Ellington makes free throw 2 of 2
1:58.0,J. Grant misses 2-pt shot from 6 ft,,66-80,,
1:57.0,,,66-80,,Defensive rebound by D. Sloan
1:42.0,,,66-80,,T. Robinson misses 2-pt shot at rim
1:40.0,Defensive rebound by J. Grant,,66-80,,
1:34.0,A. Afflalo makes 3-pt shot from 23 ft (assist by J. Grant),3,69-80,,
1:13.0,,,69-82,2,W. Ellington makes 2-pt shot from 19 ft
0:53.0,,,69-82,,Personal foul by D. Sloan
0:53.0,J. Grant makes free throw 1 of 2,1,70-82,,
0:53.0,,,70-82,,S. Larkin enters the game for D. Sloan
0:53.0,,,70-82,,M. Brown enters the game for W. Ellington
0:53.0,,,70-82,,C. McCullough enters the game for J. Johnson
0:53.0,D. Williams enters the game for L. Thomas,,70-82,,
0:53.0,J. Grant makes free throw 2 of 2,1,71-82,,
0:37.0,,,71-84,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by S. Larkin)
0:23.0,D. Williams makes 3-pt shot from 22 ft (assist by J. Grant),3,74-84,,
0:04.0,,,74-84,,S. Larkin misses 2-pt shot from 19 ft
0:03.0,Defensive rebound by K. Porzingis,,74-84,,
0:02.0,,,74-84,,Personal foul by T. Robinson
0:02.0,K. Porzingis makes free throw 1 of 2,1,75-84,,
0:02.0,K. Porzingis makes free throw 2 of 2,1,76-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Personal foul by J. Grant,,76-84,,
11:37.0,,,76-84,,B. Bogdanovic misses 2-pt shot from 19 ft
11:36.0,Defensive rebound by L. Galloway,,76-84,,
11:18.0,L. Galloway makes 2-pt shot from 5 ft,2,78-84,,
10:50.0,,,78-84,,Turnover by B. Bogdanovic (lost ball; steal by A. Afflalo)
10:46.0,L. Galloway makes 2-pt shot from 1 ft (assist by D. Williams),2,80-84,,
10:46.0,,,80-84,,Brooklyn full timeout
10:46.0,,,80-84,,J. Johnson enters the game for M. Brown
10:31.0,,,80-84,,Shooting foul by K. Porzingis (drawn by B. Lopez)
10:31.0,,,80-85,1,B. Lopez makes free throw 1 of 2
10:31.0,,,80-86,1,B. Lopez makes free throw 2 of 2
10:07.0,Turnover by K. Porzingis (lost ball; steal by S. Larkin),,80-86,,
10:01.0,,,80-86,,J. Johnson misses 3-pt shot from 24 ft
10:00.0,Defensive rebound by D. Williams,,80-86,,
9:52.0,,,80-86,,Personal foul by S. Larkin
9:36.0,A. Afflalo makes 3-pt shot from 24 ft (assist by K. Porzingis),3,83-86,,
9:16.0,,,83-86,,Shooting foul by K. Porzingis (drawn by J. Johnson)
9:16.0,,,83-86,,J. Johnson misses free throw 1 of 2
9:16.0,,,83-86,,Offensive rebound by Team
9:16.0,R. Lopez enters the game for K. Porzingis,,83-86,,
9:16.0,,,83-87,1,J. Johnson makes free throw 2 of 2
9:04.0,L. Galloway misses 3-pt shot from 25 ft,,83-87,,
9:02.0,,,83-87,,Defensive rebound by T. Young
8:45.0,,,83-89,2,B. Lopez makes 2-pt shot at rim (assist by J. Johnson)
8:26.0,A. Afflalo makes 2-pt shot from 19 ft (assist by L. Galloway),2,85-89,,
8:01.0,,,85-91,2,T. Young makes 2-pt shot at rim (assist by B. Lopez)
7:41.0,Turnover by J. Grant (lost ball; steal by S. Larkin),,85-91,,
7:38.0,,,85-91,,Shooting foul by L. Galloway (drawn by S. Larkin)
7:38.0,,,85-92,1,S. Larkin makes free throw 1 of 2
7:38.0,C. Anthony enters the game for J. Grant,,85-92,,
7:38.0,,,85-93,1,S. Larkin makes free throw 2 of 2
7:22.0,D. Williams misses 3-pt shot from 23 ft,,85-93,,
7:21.0,,,85-93,,Defensive rebound by J. Johnson
7:08.0,,,85-95,2,T. Young makes 2-pt shot from 8 ft (assist by J. Johnson)
6:50.0,C. Anthony misses 2-pt shot from 7 ft,,85-95,,
6:49.0,,,85-95,,Defensive rebound by B. Lopez
6:44.0,,,85-98,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by S. Larkin)
6:44.0,New York full timeout,,85-98,,
6:26.0,R. Lopez misses 2-pt shot from 3 ft,,85-98,,
6:25.0,,,85-98,,Defensive rebound by B. Bogdanovic
6:14.0,,,85-98,,B. Lopez misses 2-pt shot from 2 ft
6:13.0,,,85-98,,Offensive rebound by B. Lopez
6:11.0,,,85-100,2,B. Lopez makes 2-pt shot from 2 ft
6:02.0,,,85-100,,Personal foul by B. Lopez
6:02.0,,,85-100,,D. Sloan enters the game for S. Larkin
6:02.0,K. Porzingis enters the game for D. Williams,,85-100,,
5:52.0,C. Anthony misses 3-pt shot from 23 ft,,85-100,,
5:51.0,,,85-100,,Defensive rebound by D. Sloan
5:38.0,,,85-102,2,J. Johnson makes 2-pt shot from 6 ft
5:20.0,L. Galloway misses 3-pt shot from 25 ft,,85-102,,
5:19.0,Offensive rebound by C. Anthony,,85-102,,
5:16.0,K. Porzingis makes 2-pt shot at rim (assist by C. Anthony),2,87-102,,
4:51.0,,,87-102,,J. Johnson misses 2-pt shot from 18 ft
4:50.0,Defensive rebound by L. Galloway,,87-102,,
4:39.0,L. Galloway misses 3-pt shot from 24 ft,,87-102,,
4:38.0,Offensive rebound by R. Lopez,,87-102,,
4:33.0,C. Anthony makes 3-pt shot from 24 ft (assist by L. Galloway),3,90-102,,
4:11.0,,,90-102,,B. Lopez misses 2-pt shot from 17 ft
4:10.0,Defensive rebound by K. Porzingis,,90-102,,
4:00.0,K. Porzingis misses 3-pt shot from 26 ft,,90-102,,
3:59.0,,,90-102,,Defensive rebound by D. Sloan
3:59.0,Personal foul by L. Galloway,,90-102,,
3:59.0,,,90-102,,Brooklyn full timeout
3:59.0,,,90-103,1,D. Sloan makes free throw 1 of 2
3:59.0,,,90-104,1,D. Sloan makes free throw 2 of 2
3:43.0,C. Anthony misses 2-pt shot from 18 ft,,90-104,,
3:42.0,Offensive rebound by K. Porzingis,,90-104,,
3:40.0,K. Porzingis misses 2-pt shot from 2 ft (block by B. Lopez),,90-104,,
3:39.0,,,90-104,,Defensive rebound by D. Sloan
3:24.0,,,90-104,,Turnover by B. Lopez (lost ball; steal by L. Galloway)
3:21.0,L. Galloway makes 2-pt shot from 2 ft (assist by A. Afflalo),2,92-104,,
2:58.0,,,92-104,,B. Lopez misses 2-pt shot from 6 ft
2:57.0,Defensive rebound by K. Porzingis,,92-104,,
2:46.0,R. Lopez misses 2-pt shot from 2 ft,,92-104,,
2:44.0,,,92-104,,Defensive rebound by B. Lopez
2:28.0,,,92-104,,T. Young misses 2-pt shot from 16 ft
2:27.0,Defensive rebound by A. Afflalo,,92-104,,
2:21.0,Turnover by A. Afflalo (lost ball; steal by D. Sloan),,92-104,,
2:17.0,,,92-106,2,J. Johnson makes 2-pt shot from 5 ft (assist by T. Young)
2:16.0,New York full timeout,,92-106,,
2:02.0,A. Afflalo misses 3-pt shot from 22 ft,,92-106,,
2:01.0,,,92-106,,Defensive rebound by T. Young
1:48.0,,,92-106,,Turnover by J. Johnson (lost ball; steal by K. Porzingis)
1:44.0,Shooting foul by T. Young (drawn by A. Afflalo),,92-106,,
1:44.0,A. Afflalo makes free throw 1 of 2,1,93-106,,
1:44.0,A. Afflalo makes free throw 2 of 2,1,94-106,,
1:29.0,,,94-108,2,B. Lopez makes 2-pt shot from 2 ft
1:17.0,C. Anthony makes 2-pt shot from 2 ft,2,96-108,,
1:01.0,,,96-108,,B. Lopez misses 2-pt shot from 5 ft
1:00.0,Defensive rebound by Team,,96-108,,
1:00.0,,,96-108,,Loose ball foul by T. Young
1:00.0,K. Porzingis makes free throw 1 of 2,1,97-108,,
1:00.0,L. Thomas enters the game for C. Anthony,,97-108,,
1:00.0,J. Grant enters the game for A. Afflalo,,97-108,,
1:00.0,,,97-108,,S. Larkin enters the game for B. Bogdanovic
1:00.0,K. Porzingis makes free throw 2 of 2,1,98-108,,
0:44.0,Personal foul by L. Thomas,,98-108,,
0:44.0,,,98-108,,B. Lopez misses free throw 1 of 2
