time,Orlando,pts.away,score,pts.home,Milwaukee
1:57.0,,,16-29,,J. Henson enters the game for J. Parker
1:57.0,,,16-29,,T. Ennis enters the game for R. Vaughn
1:57.0,A. Nicholson enters the game for E. Fournier,,16-29,,
1:57.0,C. Watson enters the game for A. Gordon,,16-29,,
1:57.0,,,16-30,1,G. Antetokounmpo makes free throw 2 of 2
1:49.0,N. Vucevic makes 2-pt shot at rim,2,18-30,,
1:35.0,,,18-30,,G. Antetokounmpo misses 2-pt shot at rim (block by M. Hezonja)
1:32.0,Defensive rebound by M. Hezonja,,18-30,,
1:29.0,N. Vucevic makes 2-pt shot at rim (assist by B. Jennings),2,20-30,,
1:07.0,,,20-30,,T. Ennis misses 3-pt shot from 27 ft
1:05.0,Defensive rebound by N. Vucevic,,20-30,,
0:55.0,,,20-30,,Personal foul by J. Henson
0:55.0,,,20-30,,G. Vasquez enters the game for K. Middleton
0:55.0,,,20-30,,M. Plumlee enters the game for G. Monroe
0:49.0,A. Nicholson makes 2-pt shot at rim (assist by B. Jennings),2,22-30,,
0:40.0,Personal foul by M. Hezonja,,22-30,,
0:40.0,,,22-30,,G. Antetokounmpo misses free throw 1 of 2
0:40.0,,,22-30,,Offensive rebound by Team
0:40.0,,,22-31,1,G. Antetokounmpo makes free throw 2 of 2
0:22.0,Turnover by B. Jennings (bad pass),,22-31,,
0:06.0,,,22-31,,Milwaukee full timeout
0:02.0,,,22-31,,Turnover by M. Plumlee (lost ball; steal by B. Jennings)
0:00.0,B. Jennings misses 3-pt shot from 40 ft,,22-31,,
0:00.0,Offensive rebound by Team,,22-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,N. Vucevic makes 2-pt shot from 11 ft,2,24-31,,
11:23.0,,,24-33,2,M. Plumlee makes 2-pt shot from 2 ft (assist by J. Parker)
11:08.0,N. Vucevic misses 2-pt shot from 14 ft,,24-33,,
11:06.0,,,24-33,,Defensive rebound by J. Parker
10:55.0,,,24-33,,Turnover by G. Vasquez (lost ball; steal by B. Jennings)
10:50.0,M. Hezonja makes 2-pt shot at rim (assist by B. Jennings),2,26-33,,
10:36.0,,,26-35,2,J. Parker makes 2-pt shot at rim (assist by G. Vasquez)
10:16.0,B. Jennings misses 2-pt shot from 18 ft,,26-35,,
10:15.0,,,26-35,,Defensive rebound by J. Parker
10:11.0,,,26-35,,T. Ennis misses 2-pt shot from 1 ft (block by A. Nicholson)
10:09.0,Defensive rebound by A. Nicholson,,26-35,,
10:02.0,A. Nicholson misses 3-pt shot from 26 ft,,26-35,,
10:01.0,,,26-35,,Defensive rebound by J. Parker
9:42.0,,,26-35,,G. Vasquez misses 3-pt shot from 27 ft
9:41.0,Defensive rebound by A. Nicholson,,26-35,,
9:29.0,N. Vucevic makes 2-pt shot from 6 ft (assist by B. Jennings),2,28-35,,
9:13.0,,,28-35,,Turnover by T. Ennis (lost ball; steal by B. Jennings)
9:09.0,Turnover by M. Hezonja (step out of bounds),,28-35,,
8:57.0,,,28-35,,Shooting foul by A. Nicholson (drawn by M. Plumlee)
8:57.0,Official timeout,,28-35,,
8:57.0,V. Oladipo enters the game for C. Watson,,28-35,,
8:57.0,,,28-36,1,M. Plumlee makes free throw 1 of 2
8:57.0,,,28-36,,M. Plumlee misses free throw 2 of 2
8:56.0,,,28-36,,Offensive rebound by J. Henson
8:47.0,,,28-38,2,M. Plumlee makes 2-pt shot from 1 ft (assist by G. Vasquez)
8:32.0,,,28-38,,Personal foul by M. Plumlee
8:19.0,N. Vucevic makes 2-pt shot from 12 ft,2,30-38,,
8:06.0,,,30-38,,G. Vasquez misses 2-pt shot from 1 ft
8:04.0,,,30-38,,Offensive rebound by M. Plumlee
8:00.0,,,30-38,,M. Plumlee misses 2-pt shot from 1 ft
7:58.0,Defensive rebound by A. Nicholson,,30-38,,
7:55.0,V. Oladipo misses 2-pt shot from 8 ft,,30-38,,
7:53.0,,,30-38,,Defensive rebound by M. Plumlee
7:39.0,Personal foul by N. Vucevic,,30-38,,
7:39.0,E. Payton enters the game for B. Jennings,,30-38,,
7:31.0,,,30-40,2,T. Ennis makes 2-pt shot from 15 ft
7:16.0,M. Hezonja misses 2-pt shot from 16 ft,,30-40,,
7:15.0,,,30-40,,Defensive rebound by G. Vasquez
7:08.0,,,30-43,3,T. Ennis makes 3-pt shot from 24 ft (assist by G. Vasquez)
6:51.0,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton),2,32-43,,
6:38.0,,,32-45,2,T. Ennis makes 2-pt shot from 1 ft (assist by J. Henson)
6:26.0,A. Nicholson makes 2-pt shot at rim (assist by N. Vucevic),2,34-45,,
6:15.0,,,34-47,2,J. Henson makes 2-pt shot at rim (assist by G. Vasquez)
5:58.0,N. Vucevic misses 2-pt shot from 1 ft,,34-47,,
5:57.0,Offensive rebound by N. Vucevic,,34-47,,
5:57.0,N. Vucevic makes 2-pt shot from 1 ft,2,36-47,,
5:57.0,Shooting foul by J. Henson (drawn by N. Vucevic),,36-47,,
5:57.0,,,36-47,,Milwaukee full timeout
5:57.0,A. Gordon enters the game for M. Hezonja,,36-47,,
5:57.0,E. Fournier enters the game for A. Nicholson,,36-47,,
5:57.0,,,36-47,,R. Vaughn enters the game for J. Parker
5:57.0,,,36-47,,K. Middleton enters the game for T. Ennis
5:57.0,,,36-47,,G. Monroe enters the game for M. Plumlee
5:57.0,N. Vucevic makes free throw 1 of 1,1,37-47,,
5:47.0,,,37-47,,Turnover by G. Vasquez (lost ball; steal by N. Vucevic)
5:44.0,A. Gordon makes 2-pt shot at rim (assist by V. Oladipo),2,39-47,,
5:44.0,Shooting foul by J. Henson (drawn by A. Gordon),,39-47,,
5:44.0,J. Smith enters the game for N. Vucevic,,39-47,,
5:44.0,A. Gordon misses free throw 1 of 1,,39-47,,
5:42.0,,,39-47,,Defensive rebound by J. Henson
5:32.0,Personal foul by E. Payton,,39-47,,
5:32.0,,,39-47,,G. Antetokounmpo enters the game for J. Henson
5:19.0,,,39-47,,G. Vasquez misses 3-pt shot from 22 ft
5:18.0,Defensive rebound by E. Payton,,39-47,,
5:08.0,E. Fournier misses 3-pt shot from 24 ft,,39-47,,
5:08.0,Offensive rebound by Team,,39-47,,
5:08.0,,,39-47,,Loose ball foul by G. Vasquez
4:58.0,V. Oladipo makes 3-pt shot from 25 ft,3,42-47,,
4:30.0,,,42-47,,G. Vasquez misses 3-pt shot from 26 ft
4:29.0,Defensive rebound by V. Oladipo,,42-47,,
4:19.0,,,42-47,,Personal foul by R. Vaughn
4:19.0,V. Oladipo makes free throw 1 of 2,1,43-47,,
4:19.0,,,43-47,,J. Parker enters the game for G. Vasquez
4:19.0,V. Oladipo makes free throw 2 of 2,1,44-47,,
4:06.0,,,44-49,2,J. Parker makes 2-pt shot from 16 ft (assist by G. Antetokounmpo)
3:47.0,E. Payton misses 2-pt shot at rim (block by G. Monroe),,44-49,,
3:44.0,,,44-49,,Defensive rebound by Team
3:26.0,,,44-49,,G. Antetokounmpo misses 2-pt shot at rim
3:24.0,,,44-49,,Offensive rebound by G. Monroe
3:23.0,,,44-49,,G. Monroe misses 2-pt shot from 1 ft
3:21.0,,,44-49,,Offensive rebound by G. Antetokounmpo
3:21.0,,,44-49,,G. Antetokounmpo misses 2-pt shot from 2 ft
3:20.0,Defensive rebound by E. Payton,,44-49,,
3:12.0,E. Fournier misses 2-pt shot from 9 ft,,44-49,,
3:09.0,Offensive rebound by J. Smith,,44-49,,
3:09.0,J. Smith makes 2-pt shot from 1 ft,2,46-49,,
2:52.0,,,46-51,2,J. Parker makes 2-pt shot from 18 ft (assist by G. Antetokounmpo)
2:39.0,A. Gordon makes 2-pt shot at rim (assist by E. Payton),2,48-51,,
2:20.0,,,48-51,,Turnover by J. Parker (lost ball; steal by E. Fournier)
2:14.0,E. Payton misses 2-pt shot at rim (block by G. Antetokounmpo),,48-51,,
2:12.0,,,48-51,,Defensive rebound by R. Vaughn
2:08.0,,,48-53,2,J. Parker makes 2-pt shot at rim (assist by K. Middleton)
1:44.0,J. Smith makes 2-pt shot from 18 ft (assist by E. Fournier),2,50-53,,
1:23.0,,,50-53,,R. Vaughn misses 3-pt shot from 23 ft
1:22.0,Defensive rebound by E. Payton,,50-53,,
1:07.0,V. Oladipo makes 2-pt shot from 1 ft (assist by E. Payton),2,52-53,,
0:48.0,,,52-53,,G. Monroe misses 2-pt shot at rim (block by V. Oladipo)
0:46.0,Defensive rebound by J. Smith,,52-53,,
0:41.0,E. Fournier makes 3-pt shot from 23 ft (assist by V. Oladipo),3,55-53,,
0:41.0,,,55-53,,Milwaukee full timeout
0:32.0,,,55-53,,K. Middleton misses 2-pt shot from 17 ft
0:32.0,,,55-53,,Offensive rebound by G. Antetokounmpo
0:32.0,,,55-55,2,G. Antetokounmpo makes 2-pt shot at rim
0:12.0,V. Oladipo makes 2-pt shot from 1 ft (assist by J. Smith),2,57-55,,
0:05.0,Personal foul by V. Oladipo,,57-55,,
0:01.0,,,57-58,3,K. Middleton makes 3-pt shot from 27 ft (assist by G. Monroe)
0:00.0,A. Gordon misses 3-pt shot from 81 ft,,57-58,,
0:00.0,Offensive rebound by Team,,57-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,V. Oladipo misses 2-pt shot from 1 ft,,57-58,,
11:49.0,,,57-58,,Defensive rebound by R. Vaughn
11:32.0,,,57-60,2,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Monroe)
11:32.0,,,57-60,,Shooting foul by A. Gordon (drawn by G. Antetokounmpo)
11:32.0,,,57-61,1,G. Antetokounmpo makes free throw 1 of 1
11:11.0,E. Payton misses 2-pt shot from 17 ft,,57-61,,
11:09.0,,,57-61,,Defensive rebound by G. Monroe
11:02.0,,,57-63,2,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo)
10:45.0,Turnover by V. Oladipo (lost ball; steal by G. Monroe),,57-63,,
10:41.0,,,57-65,2,R. Vaughn makes 2-pt shot at rim (assist by G. Antetokounmpo)
10:41.0,Orlando full timeout,,57-65,,
10:19.0,V. Oladipo makes 2-pt shot from 5 ft,2,59-65,,
10:02.0,,,59-65,,G. Monroe misses 2-pt shot from 1 ft
9:59.0,Defensive rebound by D. Dedmon,,59-65,,
9:41.0,E. Fournier misses 3-pt shot from 23 ft,,59-65,,
9:39.0,,,59-65,,Defensive rebound by K. Middleton
9:28.0,Personal foul by E. Payton,,59-65,,
9:24.0,,,59-67,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Parker)
9:05.0,V. Oladipo misses 2-pt shot from 17 ft (block by K. Middleton),,59-67,,
9:02.0,,,59-67,,Defensive rebound by G. Monroe
8:54.0,,,59-69,2,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo)
8:40.0,E. Payton misses 2-pt shot from 1 ft,,59-69,,
8:39.0,Offensive rebound by A. Gordon,,59-69,,
8:38.0,A. Gordon misses 2-pt shot from 1 ft,,59-69,,
8:37.0,,,59-69,,Defensive rebound by G. Antetokounmpo
8:33.0,,,59-69,,K. Middleton misses 2-pt shot from 1 ft
8:33.0,Defensive rebound by E. Fournier,,59-69,,
8:22.0,E. Payton makes 2-pt shot from 1 ft (assist by V. Oladipo),2,61-69,,
8:22.0,,,61-71,2,K. Middleton makes 2-pt shot at rim (assist by J. Parker)
8:02.0,A. Gordon misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,61-71,,
7:57.0,,,61-71,,Defensive rebound by J. Parker
7:48.0,,,61-71,,K. Middleton misses 3-pt shot from 24 ft
7:47.0,Defensive rebound by E. Fournier,,61-71,,
7:37.0,E. Fournier makes 2-pt shot from 8 ft,2,63-71,,
7:19.0,,,63-73,2,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo)
7:19.0,,,63-73,,Shooting foul by V. Oladipo (drawn by J. Parker)
7:19.0,N. Vucevic enters the game for D. Dedmon,,63-73,,
7:19.0,,,63-73,,J. Parker misses free throw 1 of 1
7:18.0,Defensive rebound by A. Gordon,,63-73,,
7:04.0,E. Fournier misses 2-pt shot at rim,,63-73,,
7:01.0,,,63-73,,Defensive rebound by G. Antetokounmpo
6:57.0,,,63-73,,G. Monroe misses 2-pt shot from 1 ft (block by V. Oladipo)
6:54.0,Defensive rebound by N. Vucevic,,63-73,,
6:51.0,E. Fournier makes 2-pt shot from 1 ft (assist by E. Payton),2,65-73,,
6:36.0,,,65-73,,R. Vaughn misses 2-pt shot at rim (block by N. Vucevic)
6:33.0,,,65-73,,Offensive rebound by R. Vaughn
6:29.0,,,65-75,2,K. Middleton makes 2-pt shot from 17 ft (assist by R. Vaughn)
6:19.0,Turnover by V. Oladipo (lost ball; steal by K. Middleton),,65-75,,
6:19.0,Loose ball foul by V. Oladipo,,65-75,,
6:09.0,,,65-75,,G. Monroe misses 2-pt shot from 1 ft (block by N. Vucevic)
6:06.0,Defensive rebound by E. Payton,,65-75,,
6:01.0,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton),2,67-75,,
5:40.0,,,67-75,,R. Vaughn misses 2-pt shot from 14 ft
5:39.0,Defensive rebound by A. Gordon,,67-75,,
5:31.0,A. Gordon makes 3-pt shot from 25 ft (assist by E. Fournier),3,70-75,,
5:31.0,,,70-75,,Milwaukee full timeout
5:31.0,,,70-75,,T. Ennis enters the game for R. Vaughn
5:15.0,,,70-75,,K. Middleton misses 2-pt shot from 7 ft
5:14.0,Defensive rebound by E. Payton,,70-75,,
5:01.0,E. Payton makes 2-pt shot at rim (assist by A. Gordon),2,72-75,,
4:38.0,,,72-77,2,G. Monroe makes 2-pt shot from 3 ft
4:15.0,E. Payton misses 3-pt shot from 27 ft,,72-77,,
4:13.0,,,72-77,,Defensive rebound by G. Monroe
4:04.0,,,72-79,2,J. Parker makes 2-pt shot from 3 ft (assist by G. Antetokounmpo)
3:44.0,Turnover by A. Gordon (lost ball; steal by K. Middleton),,72-79,,
3:39.0,,,72-79,,Turnover by T. Ennis (lost ball; steal by V. Oladipo)
3:35.0,N. Vucevic makes 2-pt shot at rim (assist by E. Payton),2,74-79,,
3:20.0,,,74-79,,K. Middleton misses 3-pt shot from 27 ft
3:19.0,Defensive rebound by E. Payton,,74-79,,
3:16.0,,,74-79,,Personal foul by T. Ennis
3:16.0,J. Smith enters the game for N. Vucevic,,74-79,,
3:16.0,,,74-79,,M. Plumlee enters the game for G. Monroe
3:13.0,E. Fournier makes 2-pt shot at rim (assist by A. Gordon),2,76-79,,
2:58.0,,,76-79,,Turnover by G. Antetokounmpo (lost ball; steal by V. Oladipo)
2:52.0,E. Fournier misses 3-pt shot from 25 ft,,76-79,,
2:50.0,,,76-79,,Defensive rebound by G. Antetokounmpo
2:48.0,,,76-79,,J. Parker misses 2-pt shot at rim (block by V. Oladipo)
2:48.0,,,76-79,,Offensive rebound by Team
2:33.0,,,76-79,,M. Plumlee misses 2-pt shot from 16 ft
2:32.0,Defensive rebound by A. Gordon,,76-79,,
2:25.0,Orlando full timeout,,76-79,,
2:25.0,B. Jennings enters the game for E. Payton,,76-79,,
2:25.0,,,76-79,,J. Henson enters the game for G. Antetokounmpo
2:11.0,A. Gordon makes 2-pt shot at rim (assist by J. Smith),2,78-79,,
2:11.0,Shooting foul by J. Henson (drawn by A. Gordon),,78-79,,
2:11.0,A. Gordon makes free throw 1 of 1,1,79-79,,
1:57.0,,,79-81,2,J. Parker makes 2-pt shot at rim (assist by T. Ennis)
1:45.0,V. Oladipo misses 3-pt shot from 26 ft,,79-81,,
1:44.0,,,79-81,,Defensive rebound by J. Henson
1:30.0,,,79-81,,Shooting foul by A. Gordon (drawn by M. Plumlee)
1:30.0,,,79-81,,M. Plumlee misses free throw 1 of 2
1:30.0,,,79-81,,Offensive rebound by Team
1:30.0,A. Nicholson enters the game for A. Gordon,,79-81,,
1:30.0,M. Hezonja enters the game for V. Oladipo,,79-81,,
1:30.0,,,79-82,1,M. Plumlee makes free throw 2 of 2
1:10.0,A. Nicholson makes 2-pt shot from 5 ft,2,81-82,,
0:46.0,,,81-84,2,K. Middleton makes 2-pt shot from 19 ft
0:32.0,A. Nicholson makes 2-pt shot from 9 ft,2,83-84,,
0:21.0,,,83-84,,K. Middleton misses 3-pt shot from 25 ft
0:20.0,Defensive rebound by J. Smith,,83-84,,
0:02.0,J. Smith makes 2-pt shot from 19 ft (assist by B. Jennings),2,85-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,85-87,3,T. Ennis makes 3-pt shot from 24 ft (assist by J. Henson)
11:30.0,,,85-87,,Personal foul by J. Henson
11:30.0,,,85-87,,J. O'Bryant enters the game for J. Henson
11:30.0,,,85-87,,Technical foul by J. Henson
11:30.0,E. Fournier makes technical free throw,1,86-87,,
11:20.0,Shooting foul by J. O'Bryant (drawn by A. Nicholson),,86-87,,
11:20.0,A. Nicholson makes free throw 1 of 2,1,87-87,,
11:20.0,A. Nicholson makes free throw 2 of 2,1,88-87,,
10:59.0,,,88-87,,G. Antetokounmpo misses 2-pt shot from 4 ft
10:57.0,Defensive rebound by J. Smith,,88-87,,
10:44.0,Turnover by A. Nicholson (lost ball; steal by G. Vasquez),,88-87,,
10:43.0,,,88-87,,Shooting foul by J. Smith (drawn by G. Antetokounmpo)
10:43.0,,,88-88,1,G. Antetokounmpo makes free throw 1 of 2
10:43.0,,,88-89,1,G. Antetokounmpo makes free throw 2 of 2
10:34.0,Turnover by M. Hezonja (step out of bounds),,88-89,,
10:32.0,V. Oladipo enters the game for E. Fournier,,88-89,,
10:21.0,,,88-89,,G. Vasquez misses 3-pt shot from 24 ft
10:20.0,Defensive rebound by A. Nicholson,,88-89,,
10:12.0,Turnover by V. Oladipo (lost ball; steal by T. Ennis),,88-89,,
10:07.0,,,88-89,,T. Ennis misses 2-pt shot from 1 ft (block by V. Oladipo)
10:03.0,Defensive rebound by Team,,88-89,,
9:46.0,V. Oladipo misses 3-pt shot from 22 ft,,88-89,,
9:45.0,,,88-89,,Defensive rebound by G. Antetokounmpo
9:33.0,,,88-89,,Turnover by G. Vasquez (lost ball; steal by V. Oladipo)
9:24.0,A. Nicholson makes 3-pt shot from 28 ft (assist by V. Oladipo),3,91-89,,
9:00.0,,,91-89,,G. Antetokounmpo misses 3-pt shot from 26 ft
8:59.0,Defensive rebound by V. Oladipo,,91-89,,
8:44.0,J. Smith makes 2-pt shot from 13 ft (assist by B. Jennings),2,93-89,,
8:44.0,,,93-89,,Milwaukee full timeout
8:44.0,,,93-89,,K. Middleton enters the game for G. Vasquez
8:44.0,,,93-89,,J. Parker enters the game for J. O'Bryant
8:30.0,,,93-91,2,M. Plumlee makes 2-pt shot at rim (assist by K. Middleton)
8:13.0,M. Hezonja makes 3-pt shot from 25 ft (assist by J. Smith),3,96-91,,
7:57.0,,,96-93,2,J. Parker makes 2-pt shot at rim
7:49.0,Turnover by B. Jennings (lost ball; steal by G. Antetokounmpo),,96-93,,
7:41.0,,,96-93,,Shooting foul by V. Oladipo (drawn by G. Antetokounmpo)
7:41.0,,,96-93,,G. Antetokounmpo misses free throw 1 of 2
7:41.0,,,96-93,,Offensive rebound by Team
7:41.0,,,96-94,1,G. Antetokounmpo makes free throw 2 of 2
7:29.0,A. Nicholson misses 2-pt shot from 8 ft,,96-94,,
7:27.0,,,96-94,,Defensive rebound by T. Ennis
7:21.0,,,96-94,,Turnover by J. Parker (lost ball; steal by A. Nicholson)
7:07.0,M. Hezonja makes 3-pt shot from 25 ft (assist by B. Jennings),3,99-94,,
6:43.0,,,99-96,2,M. Plumlee makes 2-pt shot at rim (assist by G. Antetokounmpo)
6:17.0,V. Oladipo makes 3-pt shot from 25 ft (assist by J. Smith),3,102-96,,
6:00.0,,,102-98,2,M. Plumlee makes 2-pt shot from 1 ft (assist by J. Parker)
5:47.0,Turnover by B. Jennings (lost ball; steal by T. Ennis),,102-98,,
5:40.0,,,102-98,,Turnover by G. Antetokounmpo (lost ball; steal by V. Oladipo)
5:33.0,Turnover by B. Jennings (lost ball; steal by K. Middleton),,102-98,,
5:30.0,,,102-100,2,K. Middleton makes 2-pt shot at rim
5:28.0,Orlando full timeout,,102-100,,
5:28.0,E. Payton enters the game for B. Jennings,,102-100,,
5:28.0,N. Vucevic enters the game for A. Nicholson,,102-100,,
5:28.0,A. Gordon enters the game for J. Smith,,102-100,,
5:28.0,,,102-100,,G. Monroe enters the game for M. Plumlee
5:15.0,V. Oladipo misses 2-pt shot from 2 ft,,102-100,,
5:14.0,,,102-100,,Defensive rebound by G. Antetokounmpo
4:48.0,,,102-100,,K. Middleton misses 3-pt shot from 24 ft
4:47.0,Defensive rebound by N. Vucevic,,102-100,,
4:35.0,M. Hezonja makes 3-pt shot from 24 ft (assist by N. Vucevic),3,105-100,,
4:10.0,,,105-100,,T. Ennis misses 2-pt shot from 11 ft
4:06.0,,,105-100,,Offensive rebound by T. Ennis
3:53.0,,,105-100,,Turnover by G. Monroe (bad pass)
3:32.0,M. Hezonja misses 3-pt shot from 26 ft,,105-100,,
3:31.0,,,105-100,,Defensive rebound by Team
3:24.0,Personal foul by M. Hezonja,,105-100,,
3:24.0,E. Fournier enters the game for M. Hezonja,,105-100,,
3:09.0,,,105-100,,Shooting foul by A. Gordon (drawn by G. Antetokounmpo)
3:09.0,,,105-101,1,G. Antetokounmpo makes free throw 1 of 2
3:09.0,,,105-102,1,G. Antetokounmpo makes free throw 2 of 2
2:52.0,,,105-102,,Personal foul by K. Middleton
