time,Detroit,pts.away,score,pts.home,Boston
0:00.0,B. Jennings misses 3-pt shot from 52 ft,,36-56,,
0:00.0,Offensive rebound by Team,,36-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,A. Drummond makes 2-pt shot from 6 ft,2,38-56,,
11:18.0,,,38-59,3,I. Thomas makes 3-pt shot from 25 ft (assist by J. Sullinger)
10:55.0,R. Jackson makes 2-pt shot from 5 ft,2,40-59,,
10:35.0,,,40-59,,A. Bradley misses 2-pt shot from 21 ft
10:34.0,Defensive rebound by A. Drummond,,40-59,,
10:28.0,Turnover by R. Jackson (lost ball),,40-59,,
10:13.0,,,40-61,2,J. Sullinger makes 2-pt shot from 5 ft
9:56.0,M. Morris misses 2-pt shot from 15 ft,,40-61,,
9:55.0,,,40-61,,Defensive rebound by J. Sullinger
9:48.0,,,40-61,,J. Crowder misses 3-pt shot from 25 ft
9:47.0,Defensive rebound by S. Johnson,,40-61,,
9:29.0,M. Morris misses 2-pt shot from 14 ft (block by A. Johnson),,40-61,,
9:29.0,,,40-61,,Defensive rebound by J. Crowder
9:28.0,,,40-61,,Turnover by A. Bradley (lost ball)
9:19.0,Shooting foul by A. Johnson (drawn by E. Ilyasova),,40-61,,
9:19.0,E. Ilyasova makes free throw 1 of 2,1,41-61,,
9:19.0,E. Ilyasova misses free throw 2 of 2,,41-61,,
9:19.0,,,41-61,,Defensive rebound by J. Crowder
9:03.0,,,41-63,2,J. Sullinger makes 2-pt shot from 20 ft (assist by A. Bradley)
8:53.0,,,41-63,,Personal foul by I. Thomas (drawn by R. Jackson)
8:52.0,Turnover by M. Morris (bad pass),,41-63,,
8:30.0,,,41-63,,J. Sullinger misses 2-pt shot from 7 ft
8:30.0,Defensive rebound by S. Johnson,,41-63,,
8:20.0,M. Morris misses 2-pt shot from 4 ft (block by J. Sullinger),,41-63,,
8:19.0,,,41-63,,Defensive rebound by I. Thomas
8:15.0,,,41-63,,I. Thomas misses 2-pt shot from 2 ft
8:15.0,,,41-63,,Offensive rebound by A. Bradley
8:14.0,,,41-65,2,A. Bradley makes 2-pt shot at rim
8:14.0,Detroit full timeout,,41-65,,
8:02.0,S. Johnson makes 3-pt shot from 24 ft (assist by R. Jackson),3,44-65,,
7:45.0,,,44-65,,I. Thomas misses 2-pt shot from 2 ft (block by R. Jackson)
7:44.0,,,44-65,,Offensive rebound by Team
7:39.0,,,44-65,,A. Bradley misses 2-pt shot from 16 ft
7:38.0,Defensive rebound by A. Drummond,,44-65,,
7:26.0,R. Jackson makes 3-pt shot from 24 ft,3,47-65,,
7:16.0,,,47-65,,I. Thomas misses 3-pt shot from 25 ft
7:15.0,Defensive rebound by R. Jackson,,47-65,,
7:05.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by M. Morris),3,50-65,,
7:05.0,,,50-65,,Boston full timeout
6:47.0,,,50-67,2,I. Thomas makes 2-pt shot from 21 ft (assist by J. Sullinger)
6:25.0,E. Ilyasova makes 2-pt shot from 22 ft (assist by S. Johnson),2,52-67,,
6:12.0,,,52-67,,J. Crowder misses 2-pt shot from 16 ft
6:11.0,Defensive rebound by A. Drummond,,52-67,,
5:58.0,Turnover by E. Ilyasova (3 sec),,52-67,,
5:44.0,,,52-69,2,J. Crowder makes 2-pt shot from 2 ft
5:44.0,,,52-69,,Shooting foul by R. Jackson (drawn by J. Crowder)
5:44.0,,,52-70,1,J. Crowder makes free throw 1 of 1
5:31.0,M. Morris misses 2-pt shot from 5 ft,,52-70,,
5:30.0,,,52-70,,Defensive rebound by J. Crowder
5:12.0,,,52-70,,J. Sullinger misses 2-pt shot from 8 ft
5:10.0,Defensive rebound by S. Johnson,,52-70,,
5:04.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by S. Johnson),3,55-70,,
4:49.0,,,55-70,,Offensive foul by J. Sullinger
4:49.0,,,55-70,,Turnover by J. Sullinger (offensive foul)
4:49.0,,,55-70,,E. Turner enters the game for J. Sullinger
4:49.0,,,55-70,,M. Smart enters the game for A. Bradley
4:49.0,B. Jennings enters the game for R. Jackson,,55-70,,
4:35.0,M. Morris makes 3-pt shot from 25 ft (assist by B. Jennings),3,58-70,,
4:09.0,,,58-70,,M. Smart misses 2-pt shot from 4 ft (block by A. Drummond)
4:08.0,,,58-70,,Offensive rebound by Team
4:08.0,,,58-70,,K. Olynyk enters the game for A. Johnson
4:05.0,,,58-72,2,J. Crowder makes 2-pt shot from 21 ft (assist by I. Thomas)
3:46.0,E. Ilyasova makes 2-pt shot from 1 ft,2,60-72,,
3:36.0,,,60-72,,K. Olynyk misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by E. Ilyasova,,60-72,,
3:18.0,A. Drummond misses 2-pt shot from 6 ft,,60-72,,
3:17.0,,,60-72,,Defensive rebound by M. Smart
3:09.0,,,60-72,,M. Smart misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by S. Johnson,,60-72,,
2:58.0,M. Morris misses 3-pt shot from 24 ft,,60-72,,
2:57.0,,,60-72,,Defensive rebound by I. Thomas
2:54.0,,,60-72,,J. Crowder misses 2-pt shot at rim (block by B. Jennings)
2:53.0,Defensive rebound by Team,,60-72,,
2:42.0,E. Ilyasova misses 3-pt shot from 25 ft,,60-72,,
2:41.0,,,60-72,,Defensive rebound by K. Olynyk
2:30.0,,,60-72,,Turnover by I. Thomas (bad pass)
2:13.0,Turnover by M. Morris (bad pass; steal by J. Crowder),,60-72,,
2:10.0,,,60-74,2,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas)
1:53.0,E. Ilyasova misses 2-pt shot from 4 ft (block by E. Turner),,60-74,,
1:53.0,Offensive rebound by Team,,60-74,,
1:53.0,,,60-74,,J. Jerebko enters the game for J. Crowder
1:53.0,D. Hilliard enters the game for M. Morris,,60-74,,
1:53.0,A. Tolliver enters the game for E. Ilyasova,,60-74,,
1:53.0,A. Baynes enters the game for A. Drummond,,60-74,,
1:53.0,Offensive foul by A. Tolliver,,60-74,,
1:53.0,Turnover by A. Tolliver (offensive foul),,60-74,,
1:34.0,,,60-74,,I. Thomas misses 2-pt shot at rim
1:33.0,,,60-74,,Offensive rebound by K. Olynyk
1:33.0,,,60-76,2,K. Olynyk makes 2-pt shot at rim
1:17.0,S. Johnson misses 3-pt shot from 25 ft,,60-76,,
1:16.0,,,60-76,,Defensive rebound by I. Thomas
1:09.0,Personal foul by A. Tolliver (drawn by K. Olynyk),,60-76,,
1:09.0,R. Jackson enters the game for S. Johnson,,60-76,,
1:02.0,,,60-76,,K. Olynyk misses 2-pt shot from 1 ft (block by A. Baynes)
1:01.0,,,60-76,,Offensive rebound by I. Thomas
0:56.0,,,60-78,2,E. Turner makes 2-pt shot from 2 ft (assist by I. Thomas)
0:41.0,A. Baynes misses 2-pt shot from 13 ft,,60-78,,
0:40.0,,,60-78,,Defensive rebound by K. Olynyk
0:25.0,,,60-78,,J. Jerebko misses 2-pt shot from 17 ft
0:24.0,Defensive rebound by D. Hilliard,,60-78,,
0:04.0,Turnover by R. Jackson (bad pass; steal by M. Smart),,60-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,60-78,,M. Smart misses 3-pt shot from 26 ft
11:36.0,Defensive rebound by D. Hilliard,,60-78,,
11:24.0,D. Hilliard makes 2-pt shot from 1 ft,2,62-78,,
11:12.0,,,62-80,2,E. Turner makes 2-pt shot from 16 ft
10:57.0,A. Tolliver misses 3-pt shot from 26 ft,,62-80,,
10:56.0,,,62-80,,Defensive rebound by M. Smart
10:45.0,,,62-82,2,E. Turner makes 2-pt shot from 8 ft
10:22.0,D. Hilliard makes 2-pt shot from 2 ft,2,64-82,,
10:03.0,,,64-82,,E. Turner misses 2-pt shot from 17 ft
10:02.0,Defensive rebound by A. Baynes,,64-82,,
9:50.0,R. Jackson misses 3-pt shot from 25 ft,,64-82,,
9:49.0,,,64-82,,Defensive rebound by J. Jerebko
9:35.0,,,64-84,2,A. Bradley makes 2-pt shot at rim (assist by E. Turner)
9:20.0,R. Jackson makes 2-pt shot from 11 ft,2,66-84,,
8:56.0,,,66-84,,Turnover by J. Jerebko (lost ball; steal by A. Baynes)
8:49.0,B. Jennings misses 3-pt shot from 25 ft,,66-84,,
8:48.0,,,66-84,,Defensive rebound by J. Jerebko
8:40.0,,,66-84,,J. Jerebko misses 2-pt shot from 1 ft
8:39.0,Defensive rebound by A. Tolliver,,66-84,,
8:33.0,B. Jennings misses 3-pt shot from 23 ft,,66-84,,
8:31.0,,,66-84,,Defensive rebound by E. Turner
8:15.0,,,66-84,,K. Olynyk misses 2-pt shot from 18 ft
8:14.0,Defensive rebound by A. Tolliver,,66-84,,
8:04.0,R. Jackson makes 3-pt shot from 25 ft,3,69-84,,
8:03.0,,,69-84,,Boston full timeout
8:03.0,,,69-84,,T. Zeller enters the game for K. Olynyk
8:03.0,E. Ilyasova enters the game for B. Jennings,,69-84,,
8:03.0,A. Drummond enters the game for A. Tolliver,,69-84,,
8:03.0,S. Johnson enters the game for A. Baynes,,69-84,,
7:50.0,,,69-86,2,A. Bradley makes 2-pt shot from 21 ft (assist by T. Zeller)
7:35.0,S. Johnson makes 3-pt shot from 25 ft (assist by D. Hilliard),3,72-86,,
7:15.0,,,72-86,,M. Smart misses 2-pt shot from 15 ft
7:13.0,,,72-86,,Offensive rebound by J. Jerebko
7:13.0,,,72-88,2,J. Jerebko makes 2-pt shot at rim
7:04.0,R. Jackson misses 3-pt shot from 24 ft,,72-88,,
7:02.0,Offensive rebound by D. Hilliard,,72-88,,
6:59.0,A. Drummond misses 2-pt shot from 7 ft (block by T. Zeller),,72-88,,
6:58.0,Offensive rebound by Team,,72-88,,
6:57.0,Shooting foul by A. Bradley (drawn by R. Jackson),,72-88,,
6:57.0,R. Jackson makes free throw 1 of 2,1,73-88,,
6:57.0,R. Jackson makes free throw 2 of 2,1,74-88,,
6:45.0,,,74-88,,T. Zeller misses 2-pt shot from 18 ft
6:44.0,Defensive rebound by S. Johnson,,74-88,,
6:38.0,Turnover by S. Johnson (bad pass; steal by T. Zeller),,74-88,,
6:32.0,,,74-88,,E. Turner misses 2-pt shot from 10 ft (block by A. Drummond)
6:31.0,,,74-88,,Offensive rebound by Team
6:27.0,,,74-90,2,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner)
6:15.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,76-90,,
5:56.0,,,76-90,,A. Bradley misses 2-pt shot from 7 ft
5:55.0,Defensive rebound by Team,,76-90,,
5:55.0,Official timeout,,76-90,,
5:55.0,,,76-90,,I. Thomas enters the game for M. Smart
5:55.0,,,76-90,,J. Crowder enters the game for J. Jerebko
5:55.0,M. Morris enters the game for D. Hilliard,,76-90,,
5:37.0,E. Ilyasova makes 2-pt shot from 20 ft (assist by M. Morris),2,78-90,,
5:20.0,,,78-90,,Shooting foul by A. Drummond (drawn by T. Zeller)
5:20.0,,,78-91,1,T. Zeller makes free throw 1 of 2
5:20.0,,,78-92,1,T. Zeller makes free throw 2 of 2
5:11.0,E. Ilyasova misses 2-pt shot from 9 ft (block by T. Zeller),,78-92,,
5:10.0,Offensive rebound by Team,,78-92,,
5:03.0,Turnover by A. Drummond (traveling),,78-92,,
4:52.0,,,78-94,2,J. Crowder makes 2-pt shot from 20 ft
4:33.0,M. Morris misses 3-pt shot from 24 ft,,78-94,,
4:31.0,Offensive rebound by M. Morris,,78-94,,
4:26.0,S. Johnson makes 3-pt shot from 24 ft (assist by M. Morris),3,81-94,,
4:11.0,,,81-94,,J. Crowder misses 3-pt shot from 25 ft
4:10.0,Defensive rebound by A. Drummond,,81-94,,
4:04.0,,,81-94,,Shooting block foul by E. Turner (drawn by M. Morris)
4:04.0,M. Morris makes free throw 1 of 2,1,82-94,,
4:04.0,,,82-94,,M. Smart enters the game for E. Turner
4:04.0,D. Hilliard enters the game for E. Ilyasova,,82-94,,
4:04.0,M. Morris makes free throw 2 of 2,1,83-94,,
