time,Brooklyn,pts.away,score,pts.home,Indiana
7:14.0,S. Kilpatrick enters the game for T. Robinson,,5-17,,
7:14.0,H. Sims enters the game for W. Ellington,,5-17,,
7:03.0,Turnover by M. Brown (lost ball; steal by M. Ellis),,5-17,,
6:55.0,,,5-17,,M. Ellis misses 3-pt shot from 24 ft
6:55.0,Defensive rebound by M. Brown,,5-17,,
6:48.0,M. Brown misses 2-pt shot from 4 ft,,5-17,,
6:47.0,Offensive rebound by Team,,5-17,,
6:47.0,,,5-17,,Loose ball foul by P. George
6:32.0,S. Kilpatrick makes 3-pt shot from 23 ft (assist by C. McCullough),3,8-17,,
6:16.0,Personal block foul by H. Sims,,8-17,,
6:10.0,,,8-20,3,G. Hill makes 3-pt shot from 25 ft (assist by I. Mahinmi)
5:57.0,S. Kilpatrick makes 3-pt shot from 22 ft (assist by S. Larkin),3,11-20,,
5:49.0,,,11-22,2,L. Allen makes 2-pt shot from 2 ft (assist by G. Hill)
5:42.0,Turnover by M. Brown (lost ball; steal by M. Ellis),,11-22,,
5:29.0,,,11-22,,P. George misses 3-pt shot from 25 ft
5:27.0,,,11-22,,Offensive rebound by M. Ellis
5:21.0,,,11-25,3,P. George makes 3-pt shot from 25 ft (assist by M. Ellis)
5:02.0,C. McCullough makes 3-pt shot from 26 ft (assist by M. Brown),3,14-25,,
4:51.0,,,14-25,,Shooting foul by H. Sims (drawn by I. Mahinmi)
4:51.0,,,14-26,1,I. Mahinmi makes free throw 1 of 2
4:51.0,,,14-26,,R. Stuckey enters the game for G. Hill
4:51.0,D. Sloan enters the game for S. Larkin,,14-26,,
4:51.0,,,14-26,,I. Mahinmi misses free throw 2 of 2
4:48.0,,,14-26,,Offensive rebound by L. Allen
4:42.0,Personal foul by S. Kilpatrick,,14-26,,
4:42.0,,,14-27,1,I. Mahinmi makes free throw 1 of 2
4:42.0,,,14-27,,I. Mahinmi misses free throw 2 of 2
4:41.0,,,14-27,,Offensive rebound by P. George
4:33.0,,,14-27,,Turnover by P. George (lost ball; steal by C. McCullough)
4:23.0,,,14-27,,Personal foul by P. George
4:23.0,,,14-27,,C. Miles enters the game for P. George
4:15.0,Turnover by H. Sims (3 sec),,14-27,,
3:56.0,,,14-29,2,I. Mahinmi makes 2-pt shot from 1 ft
3:41.0,M. Brown misses 2-pt shot from 2 ft,,14-29,,
3:41.0,,,14-29,,Defensive rebound by R. Stuckey
3:35.0,,,14-29,,Turnover by R. Stuckey (lost ball; steal by M. Brown)
3:21.0,,,14-29,,Personal foul by I. Mahinmi
3:21.0,S. Karasev enters the game for C. McCullough,,14-29,,
3:21.0,,,14-29,,S. Hill enters the game for L. Allen
3:09.0,M. Brown makes 3-pt shot from 23 ft (assist by S. Kilpatrick),3,17-29,,
3:09.0,,,17-29,,Indiana full timeout
3:09.0,,,17-29,,T. Lawson enters the game for M. Ellis
2:52.0,,,17-29,,Turnover by I. Mahinmi (lost ball; steal by M. Brown)
2:38.0,D. Sloan misses 2-pt shot from 17 ft,,17-29,,
2:37.0,,,17-29,,Defensive rebound by C. Miles
2:15.0,,,17-32,3,C. Miles makes 3-pt shot from 26 ft (assist by T. Lawson)
1:51.0,H. Sims misses 2-pt shot from 14 ft,,17-32,,
1:50.0,,,17-32,,Defensive rebound by I. Mahinmi
1:43.0,Shooting block foul by H. Sims (drawn by R. Stuckey),,17-32,,
1:43.0,,,17-33,1,R. Stuckey makes free throw 1 of 2
1:43.0,T. Robinson enters the game for H. Sims,,17-33,,
1:43.0,,,17-33,,M. Turner enters the game for I. Mahinmi
1:43.0,,,17-34,1,R. Stuckey makes free throw 2 of 2
1:31.0,S. Karasev makes 2-pt shot from 16 ft (assist by M. Brown),2,19-34,,
1:20.0,,,19-37,3,C. Miles makes 3-pt shot from 25 ft (assist by T. Lawson)
1:05.0,S. Kilpatrick misses 3-pt shot from 24 ft,,19-37,,
1:05.0,,,19-37,,Defensive rebound by M. Turner
0:52.0,,,19-37,,M. Turner misses 2-pt shot from 10 ft
0:51.0,Defensive rebound by T. Robinson,,19-37,,
0:41.0,S. Karasev misses 3-pt shot from 23 ft,,19-37,,
0:40.0,,,19-37,,Defensive rebound by R. Stuckey
0:37.0,,,19-37,,Turnover by R. Stuckey (lost ball; steal by M. Brown)
0:28.0,D. Sloan misses 3-pt shot from 24 ft,,19-37,,
0:28.0,,,19-37,,Defensive rebound by C. Miles
0:06.0,,,19-39,2,R. Stuckey makes 2-pt shot from 2 ft (assist by T. Lawson)
0:00.0,S. Kilpatrick misses 3-pt shot from 24 ft (block by C. Miles),,19-39,,
0:00.0,Offensive rebound by Team,,19-39,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,19-39,,Shooting foul by S. Karasev (drawn by R. Stuckey)
11:49.0,,,19-40,1,R. Stuckey makes free throw 1 of 2
11:49.0,,,19-41,1,R. Stuckey makes free throw 2 of 2
11:25.0,M. Brown makes 3-pt shot from 25 ft (assist by S. Karasev),3,22-41,,
11:14.0,,,22-43,2,C. Miles makes 2-pt shot from 20 ft (assist by S. Hill)
11:02.0,,,22-43,,Personal foul by C. Miles
10:53.0,Turnover by T. Robinson (lost ball; steal by M. Turner),,22-43,,
10:45.0,,,22-43,,T. Lawson misses 2-pt shot from 10 ft
10:44.0,,,22-43,,Offensive rebound by M. Turner
10:44.0,,,22-43,,M. Turner misses 2-pt shot at rim
10:43.0,Defensive rebound by S. Karasev,,22-43,,
10:37.0,S. Kilpatrick misses 2-pt shot from 4 ft,,22-43,,
10:36.0,,,22-43,,Defensive rebound by M. Turner
10:19.0,,,22-45,2,S. Hill makes 2-pt shot from 1 ft (assist by M. Turner)
9:56.0,S. Kilpatrick misses 2-pt shot from 7 ft,,22-45,,
9:55.0,,,22-45,,Defensive rebound by M. Turner
9:49.0,,,22-45,,C. Miles misses 3-pt shot from 24 ft
9:45.0,Defensive rebound by M. Brown,,22-45,,
9:42.0,Turnover by M. Brown (lost ball; steal by R. Stuckey),,22-45,,
9:38.0,,,22-45,,Turnover by S. Hill (bad pass)
9:38.0,B. Bogdanovic enters the game for S. Karasev,,22-45,,
9:20.0,T. Robinson misses 2-pt shot from 15 ft,,22-45,,
9:20.0,,,22-45,,Defensive rebound by M. Turner
9:09.0,,,22-47,2,R. Stuckey makes 2-pt shot from 1 ft
9:09.0,Brooklyn full timeout,,22-47,,
9:09.0,C. McCullough enters the game for T. Robinson,,22-47,,
9:01.0,Shooting foul by T. Lawson (drawn by D. Sloan),,22-47,,
9:01.0,D. Sloan misses free throw 1 of 2,,22-47,,
9:01.0,Offensive rebound by Team,,22-47,,
9:01.0,D. Sloan makes free throw 2 of 2,1,23-47,,
8:45.0,,,23-49,2,M. Turner makes 2-pt shot from 9 ft (assist by C. Miles)
8:26.0,B. Bogdanovic misses 2-pt shot from 3 ft,,23-49,,
8:25.0,,,23-49,,Defensive rebound by S. Hill
8:19.0,,,23-51,2,M. Turner makes 2-pt shot from 2 ft (assist by S. Hill)
8:08.0,Turnover by C. McCullough (bad pass),,23-51,,
8:08.0,W. Ellington enters the game for D. Sloan,,23-51,,
8:08.0,S. Larkin enters the game for M. Brown,,23-51,,
7:53.0,,,23-51,,M. Turner misses 2-pt shot from 9 ft
7:52.0,Defensive rebound by C. McCullough,,23-51,,
7:38.0,C. McCullough misses 2-pt shot from 10 ft (block by M. Turner),,23-51,,
7:37.0,Offensive rebound by C. McCullough,,23-51,,
7:36.0,Shooting foul by C. Miles (drawn by C. McCullough),,23-51,,
7:36.0,C. McCullough misses free throw 1 of 2,,23-51,,
7:36.0,Offensive rebound by Team,,23-51,,
7:36.0,M. Brown enters the game for S. Kilpatrick,,23-51,,
7:36.0,,,23-51,,P. George enters the game for C. Miles
7:36.0,C. McCullough misses free throw 2 of 2,,23-51,,
7:36.0,,,23-51,,Defensive rebound by S. Hill
7:22.0,,,23-53,2,M. Turner makes 2-pt shot from 2 ft (assist by T. Lawson)
7:09.0,M. Brown makes 2-pt shot from 3 ft,2,25-53,,
6:54.0,,,25-53,,M. Turner misses 2-pt shot from 19 ft
6:54.0,Defensive rebound by B. Bogdanovic,,25-53,,
6:35.0,B. Bogdanovic misses 3-pt shot from 25 ft,,25-53,,
6:35.0,,,25-53,,Defensive rebound by M. Turner
6:25.0,,,25-55,2,M. Turner makes 2-pt shot from 2 ft (assist by R. Stuckey)
6:12.0,C. McCullough misses 2-pt shot from 10 ft,,25-55,,
6:11.0,Offensive rebound by C. McCullough,,25-55,,
6:10.0,,,25-55,,G. Hill enters the game for R. Stuckey
5:57.0,Turnover by S. Larkin (bad pass),,25-55,,
5:57.0,Official timeout,,25-55,,
5:42.0,,,25-57,2,M. Turner makes 2-pt shot from 8 ft (assist by T. Lawson)
5:21.0,Turnover by B. Bogdanovic (lost ball; steal by S. Hill),,25-57,,
5:13.0,,,25-57,,P. George misses 3-pt shot from 25 ft
5:12.0,Defensive rebound by W. Ellington,,25-57,,
5:05.0,,,25-57,,Personal foul by T. Lawson
5:05.0,D. Sloan enters the game for C. McCullough,,25-57,,
5:05.0,,,25-57,,C. Miles enters the game for S. Hill
5:05.0,,,25-57,,M. Ellis enters the game for T. Lawson
5:00.0,W. Ellington misses 3-pt shot from 24 ft,,25-57,,
4:59.0,,,25-57,,Defensive rebound by M. Turner
4:51.0,,,25-59,2,P. George makes 2-pt shot from 2 ft
4:41.0,Shooting foul by M. Ellis (drawn by B. Bogdanovic),,25-59,,
4:41.0,B. Bogdanovic makes free throw 1 of 2,1,26-59,,
4:41.0,B. Bogdanovic makes free throw 2 of 2,1,27-59,,
4:27.0,,,27-62,3,C. Miles makes 3-pt shot from 25 ft (assist by M. Ellis)
4:08.0,M. Brown makes 2-pt shot from 1 ft (assist by S. Larkin),2,29-62,,
4:08.0,,,29-62,,Indiana full timeout
3:52.0,,,29-64,2,M. Turner makes 2-pt shot from 2 ft (assist by P. George)
3:35.0,D. Sloan makes 3-pt shot from 24 ft (assist by S. Larkin),3,32-64,,
3:18.0,,,32-64,,C. Miles misses 3-pt shot from 25 ft
3:17.0,Defensive rebound by B. Bogdanovic,,32-64,,
3:10.0,B. Bogdanovic misses 2-pt shot from 3 ft (block by M. Turner),,32-64,,
3:09.0,,,32-64,,Defensive rebound by G. Hill
2:56.0,,,32-64,,M. Turner misses 2-pt shot from 9 ft
2:55.0,,,32-64,,Offensive rebound by P. George
2:52.0,,,32-64,,G. Hill misses 3-pt shot from 26 ft
2:52.0,Defensive rebound by M. Brown,,32-64,,
2:46.0,Shooting foul by M. Ellis (drawn by D. Sloan),,32-64,,
2:46.0,D. Sloan makes free throw 1 of 2,1,33-64,,
2:46.0,,,33-64,,S. Hill enters the game for C. Miles
2:46.0,S. Kilpatrick enters the game for B. Bogdanovic,,33-64,,
2:46.0,,,33-64,,I. Mahinmi enters the game for M. Turner
2:46.0,D. Sloan makes free throw 2 of 2,1,34-64,,
2:33.0,,,34-64,,Turnover by P. George (bad pass)
2:18.0,S. Larkin misses 2-pt shot from 2 ft,,34-64,,
2:18.0,,,34-64,,Defensive rebound by P. George
2:08.0,,,34-64,,I. Mahinmi misses 2-pt shot from 3 ft
2:08.0,,,34-64,,Offensive rebound by I. Mahinmi
2:05.0,,,34-66,2,I. Mahinmi makes 2-pt shot from 2 ft
1:48.0,S. Larkin makes 3-pt shot from 24 ft (assist by D. Sloan),3,37-66,,
1:34.0,,,37-69,3,G. Hill makes 3-pt shot from 24 ft (assist by M. Ellis)
1:21.0,D. Sloan misses 3-pt shot from 25 ft,,37-69,,
1:21.0,,,37-69,,Defensive rebound by G. Hill
1:09.0,Personal foul by M. Brown,,37-69,,
0:55.0,,,37-69,,P. George misses 3-pt shot from 24 ft
0:54.0,Defensive rebound by M. Brown,,37-69,,
0:50.0,Offensive charge foul by S. Kilpatrick,,37-69,,
0:50.0,Turnover by S. Kilpatrick (offensive foul),,37-69,,
0:32.0,,,37-69,,G. Hill misses 2-pt shot from 2 ft (block by M. Brown)
0:31.0,Defensive rebound by S. Larkin,,37-69,,
0:29.0,S. Kilpatrick makes 2-pt shot from 1 ft (assist by S. Larkin),2,39-69,,
0:08.0,,,39-69,,P. George misses 2-pt shot from 13 ft
0:07.0,Defensive rebound by D. Sloan,,39-69,,
0:01.0,D. Sloan makes 2-pt shot from 1 ft,2,41-69,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,41-71,2,P. George makes 2-pt shot from 18 ft
11:27.0,W. Ellington misses 2-pt shot from 21 ft,,41-71,,
11:25.0,,,41-71,,Defensive rebound by P. George
11:15.0,,,41-73,2,I. Mahinmi makes 2-pt shot from 3 ft (assist by P. George)
10:55.0,B. Bogdanovic misses 2-pt shot from 3 ft,,41-73,,
10:54.0,,,41-73,,Defensive rebound by L. Allen
10:43.0,,,41-76,3,M. Ellis makes 3-pt shot from 26 ft (assist by P. George)
10:20.0,Turnover by W. Ellington (bad pass),,41-76,,
10:02.0,,,41-76,,M. Ellis misses 3-pt shot from 24 ft
10:01.0,,,41-76,,Offensive rebound by I. Mahinmi
9:46.0,,,41-78,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by G. Hill)
9:32.0,S. Larkin makes 2-pt shot from 12 ft (assist by W. Ellington),2,43-78,,
9:20.0,,,43-81,3,G. Hill makes 3-pt shot from 25 ft (assist by P. George)
9:07.0,D. Sloan misses 2-pt shot from 11 ft,,43-81,,
9:06.0,,,43-81,,Defensive rebound by L. Allen
9:00.0,,,43-83,2,G. Hill makes 2-pt shot from 2 ft
8:59.0,Brooklyn full timeout,,43-83,,
8:46.0,S. Larkin misses 2-pt shot from 3 ft,,43-83,,
8:44.0,Offensive rebound by H. Sims,,43-83,,
8:44.0,H. Sims misses 2-pt shot from 1 ft,,43-83,,
8:44.0,,,43-83,,Defensive rebound by L. Allen
8:33.0,,,43-83,,Shooting foul by B. Bogdanovic (drawn by L. Allen)
8:33.0,,,43-84,1,L. Allen makes free throw 1 of 2
8:33.0,,,43-85,1,L. Allen makes free throw 2 of 2
8:23.0,D. Sloan makes 3-pt shot from 24 ft (assist by S. Larkin),3,46-85,,
8:13.0,,,46-88,3,G. Hill makes 3-pt shot from 25 ft
7:52.0,W. Ellington misses 2-pt shot from 19 ft,,46-88,,
7:50.0,Offensive rebound by H. Sims,,46-88,,
7:50.0,H. Sims misses 2-pt shot from 1 ft,,46-88,,
7:49.0,,,46-88,,Defensive rebound by I. Mahinmi
7:43.0,,,46-88,,Turnover by P. George (lost ball; steal by W. Ellington)
7:34.0,Shooting foul by L. Allen (drawn by B. Bogdanovic),,46-88,,
7:34.0,B. Bogdanovic makes free throw 1 of 3,1,47-88,,
7:34.0,B. Bogdanovic makes free throw 2 of 3,1,48-88,,
7:34.0,S. Karasev enters the game for H. Sims,,48-88,,
7:34.0,B. Bogdanovic makes free throw 3 of 3,1,49-88,,
7:26.0,,,49-88,,M. Ellis misses 2-pt shot from 1 ft
7:26.0,Defensive rebound by Team,,49-88,,
7:18.0,S. Larkin makes 2-pt shot from 4 ft,2,51-88,,
7:00.0,,,51-88,,I. Mahinmi misses 2-pt shot from 2 ft
6:59.0,Defensive rebound by W. Ellington,,51-88,,
6:48.0,B. Bogdanovic misses 3-pt shot from 24 ft,,51-88,,
6:47.0,Offensive rebound by S. Larkin,,51-88,,
6:46.0,S. Larkin misses 2-pt shot from 1 ft,,51-88,,
6:46.0,,,51-88,,Defensive rebound by G. Hill
6:36.0,Violation by S. Karasev (kicked ball),,51-88,,
6:36.0,,,51-88,,S. Hill enters the game for L. Allen
6:27.0,,,51-90,2,I. Mahinmi makes 2-pt shot from 3 ft (assist by P. George)
6:17.0,W. Ellington misses 3-pt shot from 25 ft,,51-90,,
6:15.0,,,51-90,,Defensive rebound by S. Hill
5:57.0,,,51-90,,S. Hill misses 3-pt shot from 23 ft
5:56.0,,,51-90,,Offensive rebound by S. Hill
5:53.0,,,51-90,,Turnover by S. Hill (lost ball; steal by S. Larkin)
5:47.0,S. Larkin makes 3-pt shot from 23 ft (assist by D. Sloan),3,54-90,,
5:47.0,Shooting foul by M. Ellis (drawn by S. Larkin),,54-90,,
5:47.0,S. Kilpatrick enters the game for W. Ellington,,54-90,,
5:47.0,M. Brown enters the game for D. Sloan,,54-90,,
5:47.0,S. Larkin makes free throw 1 of 1,1,55-90,,
5:38.0,Personal foul by M. Brown,,55-90,,
5:24.0,,,55-90,,Shooting foul by S. Karasev (drawn by P. George)
5:24.0,,,55-91,1,P. George makes free throw 1 of 2
5:24.0,,,55-92,1,P. George makes free throw 2 of 2
5:07.0,M. Brown makes 3-pt shot from 24 ft (assist by S. Larkin),3,58-92,,
4:46.0,,,58-92,,G. Hill misses 3-pt shot from 25 ft
4:45.0,,,58-92,,Offensive rebound by P. George
4:45.0,,,58-92,,Offensive charge foul by P. George
4:45.0,,,58-92,,Turnover by P. George (offensive foul)
4:45.0,,,58-92,,C. Miles enters the game for P. George
4:38.0,M. Brown misses 3-pt shot from 24 ft,,58-92,,
4:38.0,,,58-92,,Defensive rebound by I. Mahinmi
4:22.0,,,58-92,,I. Mahinmi misses 2-pt shot from 3 ft
4:21.0,Defensive rebound by S. Larkin,,58-92,,
4:16.0,M. Brown makes 2-pt shot from 1 ft,2,60-92,,
4:15.0,,,60-92,,Indiana full timeout
4:15.0,,,60-92,,R. Stuckey enters the game for M. Ellis
4:15.0,,,60-92,,T. Lawson enters the game for G. Hill
4:04.0,Shooting block foul by S. Karasev (drawn by S. Hill),,60-92,,
4:04.0,,,60-92,,S. Hill misses free throw 1 of 2
4:04.0,,,60-92,,Offensive rebound by Team
4:04.0,,,60-93,1,S. Hill makes free throw 2 of 2
3:49.0,S. Kilpatrick misses 3-pt shot from 25 ft,,60-93,,
3:49.0,,,60-93,,Defensive rebound by S. Hill
3:34.0,,,60-93,,R. Stuckey misses 3-pt shot from 26 ft
3:30.0,Defensive rebound by M. Brown,,60-93,,
3:27.0,Shooting foul by R. Stuckey (drawn by S. Larkin),,60-93,,
3:27.0,S. Larkin makes free throw 1 of 2,1,61-93,,
3:27.0,,,61-93,,M. Turner enters the game for I. Mahinmi
3:27.0,S. Larkin makes free throw 2 of 2,1,62-93,,
3:08.0,,,62-93,,S. Hill misses 2-pt shot from 4 ft (block by M. Brown)
3:07.0,Defensive rebound by S. Karasev,,62-93,,
3:02.0,B. Bogdanovic misses 2-pt shot from 2 ft,,62-93,,
2:58.0,Offensive rebound by S. Karasev,,62-93,,
2:53.0,S. Karasev misses 3-pt shot from 23 ft,,62-93,,
2:52.0,,,62-93,,Defensive rebound by S. Hill
2:46.0,,,62-93,,C. Miles misses 3-pt shot from 24 ft
2:42.0,Defensive rebound by M. Brown,,62-93,,
2:34.0,B. Bogdanovic misses 3-pt shot from 23 ft,,62-93,,
2:34.0,Offensive rebound by M. Brown,,62-93,,
2:34.0,Shooting foul by M. Turner (drawn by M. Brown),,62-93,,
2:34.0,M. Brown makes free throw 1 of 2,1,63-93,,
2:34.0,D. Sloan enters the game for B. Bogdanovic,,63-93,,
2:34.0,M. Brown misses free throw 2 of 2,,63-93,,
2:34.0,,,63-93,,Defensive rebound by S. Hill
2:15.0,,,63-93,,T. Lawson misses 2-pt shot from 17 ft
2:10.0,Defensive rebound by M. Brown,,63-93,,
2:06.0,S. Kilpatrick makes 2-pt shot from 2 ft (assist by S. Larkin),2,65-93,,
1:57.0,,,65-95,2,M. Turner makes 2-pt shot from 2 ft
1:57.0,,,65-95,,Shooting foul by D. Sloan (drawn by M. Turner)
1:57.0,Brooklyn full timeout,,65-95,,
1:57.0,,,65-96,1,M. Turner makes free throw 1 of 1
1:43.0,S. Kilpatrick misses 3-pt shot from 24 ft,,65-96,,
1:42.0,Offensive rebound by M. Brown,,65-96,,
1:38.0,S. Kilpatrick makes 2-pt shot from 8 ft (assist by S. Larkin),2,67-96,,
1:24.0,,,67-98,2,T. Lawson makes 2-pt shot from 2 ft (assist by S. Hill)
1:24.0,,,67-98,,Shooting foul by M. Brown (drawn by T. Lawson)
1:24.0,,,67-98,,T. Lawson misses free throw 1 of 1
1:23.0,Defensive rebound by M. Brown,,67-98,,
1:15.0,S. Kilpatrick makes 2-pt shot from 3 ft,2,69-98,,
1:10.0,,,69-98,,Offensive foul by M. Turner
1:10.0,,,69-98,,Turnover by M. Turner (offensive foul)
1:01.0,D. Sloan misses 3-pt shot from 24 ft,,69-98,,
1:01.0,,,69-98,,Defensive rebound by R. Stuckey
0:55.0,Personal foul by S. Karasev,,69-98,,
0:55.0,,,69-99,1,M. Turner makes free throw 1 of 2
0:55.0,,,69-100,1,M. Turner makes free throw 2 of 2
0:43.0,S. Larkin misses 3-pt shot from 24 ft,,69-100,,
0:41.0,,,69-100,,Defensive rebound by T. Lawson
0:36.0,,,69-102,2,M. Turner makes 2-pt shot at rim (assist by R. Stuckey)
0:36.0,Turnover by S. Karasev (lost ball; steal by T. Lawson),,69-102,,
0:34.0,,,69-104,2,T. Lawson makes 2-pt shot from 3 ft
0:24.0,,,69-104,,Personal foul by R. Stuckey
0:24.0,,,69-104,,Technical foul by R. Stuckey
0:24.0,S. Karasev makes technical free throw,1,70-104,,
0:24.0,S. Karasev makes free throw 1 of 2,1,71-104,,
0:24.0,S. Karasev makes free throw 2 of 2,1,72-104,,
0:03.0,,,72-104,,R. Stuckey misses 3-pt shot from 24 ft
0:02.0,,,72-104,,Offensive rebound by T. Lawson
0:00.0,,,72-104,,T. Lawson misses 2-pt shot from 17 ft
0:00.0,,,72-104,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,S. Kilpatrick makes 2-pt shot from 2 ft,2,74-104,,
11:43.0,Shooting foul by M. Turner (drawn by S. Kilpatrick),,74-104,,
11:43.0,S. Kilpatrick makes free throw 1 of 1,1,75-104,,
11:20.0,,,75-104,,J. Young misses 2-pt shot from 2 ft (block by M. Brown)
11:19.0,Defensive rebound by W. Ellington,,75-104,,
11:08.0,D. Sloan makes 3-pt shot from 22 ft (assist by S. Kilpatrick),3,78-104,,
10:53.0,,,78-104,,M. Turner misses 2-pt shot from 9 ft
10:53.0,Defensive rebound by D. Sloan,,78-104,,
10:45.0,M. Brown makes 2-pt shot from 2 ft (assist by D. Sloan),2,80-104,,
10:28.0,,,80-106,2,S. Hill makes 2-pt shot from 2 ft (assist by J. Young)
10:21.0,Shooting foul by G. Robinson (drawn by S. Kilpatrick),,80-106,,
10:21.0,S. Kilpatrick makes free throw 1 of 2,1,81-106,,
10:21.0,S. Kilpatrick makes free throw 2 of 2,1,82-106,,
9:58.0,,,82-106,,J. Young misses 3-pt shot from 26 ft
9:58.0,Defensive rebound by S. Kilpatrick,,82-106,,
9:50.0,S. Kilpatrick misses 2-pt shot from 4 ft,,82-106,,
9:49.0,,,82-106,,Defensive rebound by T. Lawson
9:43.0,,,82-108,2,S. Hill makes 2-pt shot from 2 ft (assist by T. Lawson)
9:25.0,B. Bogdanovic makes 2-pt shot from 3 ft (assist by D. Sloan),2,84-108,,
9:14.0,,,84-110,2,M. Turner makes 2-pt shot from 1 ft (assist by T. Lawson)
9:02.0,B. Bogdanovic misses 3-pt shot from 25 ft,,84-110,,
9:01.0,,,84-110,,Defensive rebound by S. Hill
8:56.0,Personal foul by M. Brown,,84-110,,
8:56.0,Official timeout,,84-110,,
8:56.0,H. Sims enters the game for M. Brown,,84-110,,
8:48.0,,,84-110,,Turnover by J. Young (lost ball; steal by H. Sims)
8:29.0,B. Bogdanovic misses 2-pt shot from 11 ft,,84-110,,
8:28.0,,,84-110,,Defensive rebound by S. Hill
8:15.0,,,84-110,,G. Robinson misses 2-pt shot from 18 ft
8:15.0,Defensive rebound by D. Sloan,,84-110,,
8:03.0,D. Sloan misses 3-pt shot from 24 ft,,84-110,,
8:02.0,,,84-110,,Defensive rebound by J. Young
7:58.0,Personal block foul by S. Kilpatrick,,84-110,,
7:58.0,S. Larkin enters the game for S. Kilpatrick,,84-110,,
7:46.0,,,84-110,,G. Robinson misses 2-pt shot from 4 ft (block by W. Ellington)
7:45.0,,,84-110,,Offensive rebound by G. Robinson
7:39.0,,,84-110,,S. Hill misses 2-pt shot from 13 ft
7:39.0,,,84-110,,Offensive rebound by T. Lawson
7:24.0,,,84-110,,J. Young misses 3-pt shot from 25 ft
7:23.0,,,84-110,,Offensive rebound by T. Lawson
7:18.0,,,84-112,2,M. Turner makes 2-pt shot from 2 ft (assist by T. Lawson)
7:05.0,D. Sloan makes 2-pt shot from 2 ft,2,86-112,,
6:55.0,,,86-114,2,T. Lawson makes 2-pt shot from 4 ft
6:55.0,,,86-114,,Shooting foul by S. Larkin (drawn by T. Lawson)
6:55.0,,,86-115,1,T. Lawson makes free throw 1 of 1
6:39.0,W. Ellington misses 3-pt shot from 24 ft,,86-115,,
6:39.0,,,86-115,,Defensive rebound by M. Turner
6:33.0,,,86-115,,Turnover by S. Hill (bad pass)
