time,Houston,pts.away,score,pts.home,Denver
5:42.0,P. Beverley enters the game for M. Harrell,,13-15,,
5:42.0,T. Jones enters the game for D. Howard,,13-15,,
5:42.0,C. Capela enters the game for T. Lawson,,13-15,,
5:42.0,,,13-15,,J. Hickson misses free throw 2 of 2
5:42.0,Defensive rebound by T. Jones,,13-15,,
5:25.0,P. Beverley misses 2-pt shot from 4 ft (block by E. Mudiay),,13-15,,
5:22.0,Offensive rebound by T. Jones,,13-15,,
5:19.0,T. Jones makes 3-pt shot from 23 ft,3,16-15,,
4:56.0,,,16-17,2,E. Mudiay makes 2-pt shot from 15 ft
4:41.0,J. Harden makes 2-pt shot from 1 ft (assist by P. Beverley),2,18-17,,
4:26.0,,,18-19,2,D. Gallinari makes 2-pt shot from 21 ft (assist by E. Mudiay)
4:09.0,J. Harden misses 2-pt shot from 10 ft,,18-19,,
4:07.0,,,18-19,,Defensive rebound by J. Hickson
3:53.0,,,18-19,,K. Faried misses 2-pt shot from 5 ft
3:53.0,Defensive rebound by T. Jones,,18-19,,
3:44.0,T. Ariza misses 2-pt shot from 21 ft,,18-19,,
3:44.0,,,18-19,,Defensive rebound by Team
3:44.0,,,18-19,,D. Arthur enters the game for J. Hickson
3:44.0,,,18-19,,N. Jokic enters the game for K. Faried
3:44.0,M. Thornton enters the game for T. Ariza,,18-19,,
3:35.0,,,18-21,2,R. Foye makes 2-pt shot from 20 ft
3:21.0,J. Harden makes 2-pt shot from 9 ft,2,20-21,,
3:15.0,Personal foul by P. Beverley (drawn by E. Mudiay),,20-21,,
3:15.0,,,20-21,,J. Nelson enters the game for E. Mudiay
2:57.0,,,20-21,,N. Jokic misses 2-pt shot from 1 ft
2:56.0,,,20-21,,Offensive rebound by N. Jokic
2:56.0,,,20-21,,Turnover by N. Jokic (offensive goaltending)
2:56.0,Houston full timeout,,20-21,,
2:41.0,Shooting foul by N. Jokic (drawn by C. Capela),,20-21,,
2:41.0,C. Capela makes free throw 1 of 2,1,21-21,,
2:41.0,C. Capela misses free throw 2 of 2,,21-21,,
2:40.0,,,21-21,,Defensive rebound by N. Jokic
2:27.0,,,21-21,,Shooting foul by J. Harden (drawn by D. Gallinari)
2:27.0,,,21-22,1,D. Gallinari makes free throw 1 of 2
2:27.0,T. Lawson enters the game for J. Harden,,21-22,,
2:27.0,,,21-23,1,D. Gallinari makes free throw 2 of 2
2:14.0,M. Thornton misses 3-pt shot from 25 ft,,21-23,,
2:13.0,,,21-23,,Defensive rebound by R. Foye
2:04.0,,,21-25,2,D. Gallinari makes 2-pt shot from 15 ft (assist by R. Foye)
1:43.0,M. Thornton misses 2-pt shot from 10 ft,,21-25,,
1:42.0,,,21-25,,Defensive rebound by Team
1:42.0,,,21-25,,W. Barton enters the game for D. Gallinari
1:25.0,,,21-25,,W. Barton misses 2-pt shot from 18 ft (block by T. Jones)
1:24.0,Defensive rebound by C. Capela,,21-25,,
1:15.0,C. Capela misses 2-pt shot from 4 ft,,21-25,,
1:12.0,Offensive rebound by T. Jones,,21-25,,
1:12.0,T. Jones misses 2-pt shot at rim,,21-25,,
1:10.0,,,21-25,,Defensive rebound by N. Jokic
1:01.0,,,21-25,,N. Jokic misses 3-pt shot from 25 ft
1:00.0,,,21-25,,Offensive rebound by J. Nelson
0:57.0,Personal foul by P. Beverley (drawn by N. Jokic),,21-25,,
0:57.0,,,21-25,,N. Jokic misses free throw 1 of 2
0:57.0,,,21-25,,Offensive rebound by Team
0:57.0,C. Brewer enters the game for P. Beverley,,21-25,,
0:57.0,D. Howard enters the game for C. Capela,,21-25,,
0:57.0,,,21-26,1,N. Jokic makes free throw 2 of 2
0:45.0,,,21-26,,Personal foul by N. Jokic (drawn by D. Howard)
0:45.0,D. Howard misses free throw 1 of 2,,21-26,,
0:45.0,Offensive rebound by Team,,21-26,,
0:45.0,D. Howard misses free throw 2 of 2,,21-26,,
0:44.0,,,21-26,,Defensive rebound by J. Nelson
0:35.0,,,21-26,,W. Barton misses 2-pt shot at rim
0:34.0,,,21-26,,Offensive rebound by N. Jokic
0:34.0,,,21-28,2,N. Jokic makes 2-pt shot from 1 ft
0:24.0,T. Jones makes 2-pt shot from 7 ft (assist by M. Thornton),2,23-28,,
0:05.0,,,23-30,2,J. Nelson makes 2-pt shot from 1 ft
0:02.0,C. Brewer misses 2-pt shot from 2 ft,,23-30,,
0:00.0,,,23-30,,Defensive rebound by J. Nelson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,M. Thornton makes 2-pt shot from 15 ft (assist by T. Lawson),2,25-30,,
11:28.0,,,25-30,,R. Foye misses 3-pt shot from 26 ft
11:27.0,Defensive rebound by C. Brewer,,25-30,,
11:19.0,M. Thornton makes 2-pt shot from 22 ft (assist by C. Brewer),2,27-30,,
10:59.0,,,27-32,2,W. Barton makes 2-pt shot from 20 ft (assist by J. Nelson)
10:47.0,T. Lawson misses 2-pt shot from 3 ft,,27-32,,
10:46.0,,,27-32,,Defensive rebound by N. Jokic
10:34.0,,,27-32,,Turnover by J. Nelson (bad pass; steal by M. Thornton)
10:29.0,Shooting foul by D. Arthur (drawn by D. Howard),,27-32,,
10:29.0,D. Howard makes free throw 1 of 2,1,28-32,,
10:29.0,D. Howard makes free throw 2 of 2,1,29-32,,
10:17.0,,,29-32,,Shooting foul by C. Brewer (drawn by W. Barton)
10:17.0,,,29-33,1,W. Barton makes free throw 1 of 2
10:17.0,,,29-34,1,W. Barton makes free throw 2 of 2
10:06.0,Shooting foul by D. Arthur (drawn by M. Harrell),,29-34,,
10:06.0,M. Harrell makes free throw 1 of 2,1,30-34,,
10:06.0,M. Harrell makes free throw 2 of 2,1,31-34,,
9:56.0,,,31-36,2,W. Barton makes 2-pt shot from 3 ft (assist by D. Arthur)
9:56.0,,,31-36,,Shooting foul by C. Brewer (drawn by W. Barton)
9:56.0,,,31-36,,J. Hickson enters the game for N. Jokic
9:56.0,T. Ariza enters the game for C. Brewer,,31-36,,
9:56.0,,,31-37,1,W. Barton makes free throw 1 of 1
9:50.0,Offensive foul by D. Howard,,31-37,,
9:50.0,Turnover by D. Howard (offensive foul),,31-37,,
9:33.0,,,31-37,,D. Arthur misses 2-pt shot from 15 ft
9:32.0,Defensive rebound by D. Howard,,31-37,,
9:28.0,Turnover by T. Lawson (bad pass; steal by W. Barton),,31-37,,
9:23.0,,,31-39,2,W. Barton makes 2-pt shot from 1 ft
9:05.0,T. Ariza misses 3-pt shot from 23 ft,,31-39,,
9:03.0,Offensive rebound by D. Howard,,31-39,,
9:03.0,D. Howard makes 2-pt shot from 1 ft,2,33-39,,
8:42.0,,,33-39,,J. Hickson misses 2-pt shot from 14 ft
8:41.0,Defensive rebound by M. Harrell,,33-39,,
8:34.0,Shooting foul by J. Hickson (drawn by D. Howard),,33-39,,
8:34.0,Official timeout,,33-39,,
8:34.0,P. Beverley enters the game for M. Harrell,,33-39,,
8:34.0,J. Harden enters the game for T. Lawson,,33-39,,
8:34.0,,,33-39,,K. Faried enters the game for D. Arthur
8:34.0,D. Howard makes free throw 1 of 2,1,34-39,,
8:34.0,D. Howard makes free throw 2 of 2,1,35-39,,
8:12.0,,,35-39,,J. Hickson misses 2-pt shot from 1 ft
8:12.0,Defensive rebound by D. Howard,,35-39,,
8:04.0,Turnover by P. Beverley (lost ball; steal by W. Barton),,35-39,,
8:00.0,,,35-41,2,K. Faried makes 2-pt shot at rim (assist by W. Barton)
7:38.0,P. Beverley misses 3-pt shot from 23 ft,,35-41,,
7:38.0,Offensive rebound by Team,,35-41,,
7:38.0,,,35-41,,Loose ball foul by J. Hickson (drawn by D. Howard)
7:38.0,,,35-41,,Technical foul by J. Hickson (drawn by D. Howard)
7:38.0,Technical foul by T. Ariza,,35-41,,
7:20.0,T. Ariza misses 3-pt shot from 24 ft,,35-41,,
7:20.0,,,35-41,,Defensive rebound by J. Hickson
7:17.0,,,35-41,,Shooting foul by D. Howard (drawn by K. Faried)
7:17.0,,,35-42,1,K. Faried makes free throw 1 of 2
7:17.0,T. Jones enters the game for M. Thornton,,35-42,,
7:17.0,,,35-43,1,K. Faried makes free throw 2 of 2
7:00.0,T. Jones makes 2-pt shot from 7 ft,2,37-43,,
7:00.0,Shooting foul by K. Faried (drawn by T. Jones),,37-43,,
7:00.0,,,37-43,,E. Mudiay enters the game for J. Nelson
7:00.0,T. Jones makes free throw 1 of 1,1,38-43,,
6:49.0,,,38-43,,Turnover by W. Barton (bad pass; steal by D. Howard)
6:46.0,Turnover by D. Howard (offensive foul),,38-43,,
6:46.0,Offensive foul by D. Howard,,38-43,,
6:46.0,,,38-43,,D. Gallinari enters the game for W. Barton
6:46.0,C. Capela enters the game for D. Howard,,38-43,,
6:35.0,,,38-43,,Turnover by J. Hickson (bad pass; steal by T. Ariza)
6:33.0,Shooting foul by D. Gallinari (drawn by T. Ariza),,38-43,,
6:33.0,T. Ariza misses free throw 1 of 2,,38-43,,
6:33.0,Offensive rebound by Team,,38-43,,
6:33.0,T. Ariza makes free throw 2 of 2,1,39-43,,
6:12.0,,,39-43,,K. Faried misses 2-pt shot from 1 ft
6:12.0,,,39-43,,Offensive rebound by J. Hickson
6:09.0,,,39-45,2,J. Hickson makes 2-pt shot from 5 ft
5:55.0,T. Jones makes 3-pt shot from 24 ft (assist by T. Ariza),3,42-45,,
5:33.0,,,42-45,,Turnover by E. Mudiay (bad pass; steal by C. Capela)
5:29.0,Shooting foul by R. Foye (drawn by J. Harden),,42-45,,
5:29.0,,,42-45,,Denver full timeout
5:29.0,T. Lawson enters the game for P. Beverley,,42-45,,
5:29.0,,,42-45,,W. Barton enters the game for J. Hickson
5:29.0,J. Harden makes free throw 1 of 2,1,43-45,,
5:29.0,J. Harden makes free throw 2 of 2,1,44-45,,
5:13.0,,,44-47,2,D. Gallinari makes 2-pt shot from 22 ft
4:43.0,T. Ariza makes 2-pt shot from 13 ft,2,46-47,,
4:27.0,,,46-50,3,D. Gallinari makes 3-pt shot from 25 ft (assist by K. Faried)
4:08.0,T. Jones makes 2-pt shot from 2 ft (assist by T. Lawson),2,48-50,,
4:08.0,Shooting foul by K. Faried (drawn by T. Jones),,48-50,,
4:08.0,M. Thornton enters the game for C. Capela,,48-50,,
4:08.0,T. Jones makes free throw 1 of 1,1,49-50,,
3:53.0,,,49-50,,Shooting foul by J. Harden (drawn by R. Foye)
3:53.0,,,49-50,,R. Foye misses free throw 1 of 2
3:53.0,,,49-50,,Offensive rebound by Team
3:53.0,,,49-50,,R. Foye misses free throw 2 of 2
3:50.0,,,49-50,,Offensive rebound by K. Faried
3:47.0,,,49-50,,K. Faried misses 2-pt shot at rim (block by T. Jones)
3:44.0,,,49-50,,Offensive rebound by K. Faried
3:44.0,,,49-50,,K. Faried misses 2-pt shot from 3 ft (block by T. Jones)
3:43.0,Defensive rebound by M. Thornton,,49-50,,
3:33.0,J. Harden misses 3-pt shot from 25 ft,,49-50,,
3:32.0,,,49-50,,Defensive rebound by K. Faried
3:30.0,,,49-50,,W. Barton misses 2-pt shot from 1 ft (block by T. Lawson)
3:30.0,,,49-50,,Offensive rebound by Team
3:30.0,,,49-50,,J. Nelson enters the game for R. Foye
3:27.0,,,49-50,,Shooting foul by T. Ariza (drawn by D. Gallinari)
3:27.0,,,49-51,1,D. Gallinari makes free throw 1 of 2
3:27.0,Houston full timeout,,49-51,,
3:27.0,,,49-52,1,D. Gallinari makes free throw 2 of 2
3:14.0,Turnover by T. Jones (3 sec),,49-52,,
2:58.0,,,49-52,,Turnover by D. Gallinari (turnover)
2:48.0,J. Harden misses 2-pt shot from 3 ft (block by K. Faried),,49-52,,
2:47.0,,,49-52,,Defensive rebound by J. Nelson
2:41.0,,,49-54,2,K. Faried makes 2-pt shot at rim (assist by J. Nelson)
2:24.0,J. Harden makes 2-pt shot from 16 ft,2,51-54,,
2:10.0,,,51-54,,W. Barton misses 2-pt shot from 3 ft
2:10.0,,,51-54,,Offensive rebound by Team
2:03.0,,,51-56,2,K. Faried makes 2-pt shot from 2 ft (assist by E. Mudiay)
1:50.0,T. Lawson misses 2-pt shot from 17 ft,,51-56,,
1:49.0,,,51-56,,Defensive rebound by W. Barton
1:43.0,,,51-56,,K. Faried misses 2-pt shot from 2 ft
1:42.0,Defensive rebound by M. Thornton,,51-56,,
1:40.0,,,51-56,,R. Foye enters the game for D. Gallinari
1:40.0,,,51-56,,D. Arthur enters the game for K. Faried
1:22.0,M. Thornton misses 3-pt shot from 25 ft,,51-56,,
1:22.0,,,51-56,,Defensive rebound by D. Arthur
1:12.0,,,51-59,3,W. Barton makes 3-pt shot from 24 ft (assist by E. Mudiay)
0:58.0,Turnover by J. Harden (bad pass; steal by D. Arthur),,51-59,,
0:54.0,,,51-59,,Turnover by E. Mudiay (lost ball; steal by J. Harden)
0:50.0,Turnover by J. Harden (turnover),,51-59,,
0:40.0,,,51-59,,E. Mudiay misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by M. Thornton,,51-59,,
0:26.0,J. Harden misses 2-pt shot from 17 ft,,51-59,,
0:25.0,,,51-59,,Defensive rebound by E. Mudiay
0:05.0,,,51-59,,E. Mudiay misses 2-pt shot at rim
0:04.0,Defensive rebound by M. Thornton,,51-59,,
0:01.0,M. Thornton misses 3-pt shot from 24 ft (block by E. Mudiay),,51-59,,
0:00.0,Offensive rebound by Team,,51-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,J. Harden makes 3-pt shot from 25 ft (assist by T. Lawson),3,54-59,,
11:19.0,,,54-59,,K. Faried misses 2-pt shot from 8 ft
11:18.0,Defensive rebound by D. Howard,,54-59,,
11:06.0,T. Lawson misses 2-pt shot from 9 ft,,54-59,,
11:06.0,,,54-59,,Defensive rebound by J. Hickson
10:53.0,,,54-59,,Shooting foul by M. Harrell (drawn by D. Gallinari)
10:53.0,,,54-60,1,D. Gallinari makes free throw 1 of 2
10:53.0,,,54-61,1,D. Gallinari makes free throw 2 of 2
10:40.0,Turnover by D. Howard (lost ball),,54-61,,
10:26.0,,,54-64,3,G. Harris makes 3-pt shot from 23 ft (assist by D. Gallinari)
10:06.0,Turnover by M. Harrell (lost ball; steal by G. Harris),,54-64,,
9:55.0,,,54-64,,Turnover by G. Harris (bad pass; steal by T. Ariza)
9:51.0,J. Harden misses 2-pt shot from 2 ft,,54-64,,
9:50.0,Offensive rebound by M. Harrell,,54-64,,
9:49.0,M. Harrell makes 2-pt shot at rim,2,56-64,,
9:25.0,,,56-64,,Turnover by E. Mudiay (bad pass; steal by T. Lawson)
9:25.0,,,56-64,,Personal foul by G. Harris (drawn by T. Lawson)
9:00.0,J. Harden misses 3-pt shot from 26 ft,,56-64,,
8:59.0,,,56-64,,Defensive rebound by K. Faried
8:54.0,,,56-64,,E. Mudiay misses 2-pt shot from 2 ft
8:53.0,,,56-64,,Offensive rebound by J. Hickson
8:53.0,,,56-66,2,J. Hickson makes 2-pt shot at rim
8:53.0,Houston full timeout,,56-66,,
8:53.0,T. Jones enters the game for M. Harrell,,56-66,,
8:34.0,D. Howard makes 2-pt shot at rim,2,58-66,,
8:10.0,,,58-66,,K. Faried misses 2-pt shot from 6 ft
8:09.0,,,58-66,,Offensive rebound by K. Faried
8:06.0,,,58-66,,K. Faried misses 2-pt shot from 2 ft (block by T. Jones)
8:05.0,Defensive rebound by J. Harden,,58-66,,
7:54.0,T. Ariza makes 3-pt shot from 24 ft (assist by T. Lawson),3,61-66,,
7:53.0,,,61-66,,Denver full timeout
7:37.0,,,61-66,,E. Mudiay misses 2-pt shot from 16 ft
7:37.0,Defensive rebound by D. Howard,,61-66,,
7:28.0,J. Harden misses 3-pt shot from 24 ft,,61-66,,
7:27.0,,,61-66,,Defensive rebound by G. Harris
7:20.0,,,61-66,,K. Faried misses 2-pt shot at rim
7:20.0,,,61-66,,Offensive rebound by K. Faried
7:20.0,,,61-68,2,K. Faried makes 2-pt shot at rim
6:58.0,T. Jones misses 2-pt shot from 20 ft,,61-68,,
6:58.0,,,61-68,,Defensive rebound by G. Harris
6:46.0,,,61-68,,E. Mudiay misses 2-pt shot from 5 ft
6:45.0,Defensive rebound by J. Harden,,61-68,,
6:37.0,Shooting foul by G. Harris (drawn by J. Harden),,61-68,,
6:37.0,J. Harden misses free throw 1 of 2,,61-68,,
6:37.0,Offensive rebound by Team,,61-68,,
6:37.0,C. Capela enters the game for D. Howard,,61-68,,
6:37.0,,,61-68,,R. Foye enters the game for G. Harris
6:37.0,J. Harden makes free throw 2 of 2,1,62-68,,
6:23.0,,,62-68,,Turnover by E. Mudiay (step out of bounds)
6:23.0,,,62-68,,W. Barton enters the game for J. Hickson
6:11.0,Turnover by T. Jones (lost ball; steal by R. Foye),,62-68,,
6:08.0,Violation by T. Lawson (kicked ball),,62-68,,
6:00.0,,,62-70,2,D. Gallinari makes 2-pt shot from 19 ft (assist by E. Mudiay)
5:40.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,64-70,,
5:23.0,Personal foul by T. Lawson (drawn by D. Gallinari),,64-70,,
5:17.0,,,64-70,,Turnover by E. Mudiay (bad pass; steal by J. Harden)
5:12.0,T. Jones makes 2-pt shot from 1 ft (assist by J. Harden),2,66-70,,
4:48.0,,,66-73,3,W. Barton makes 3-pt shot from 25 ft (assist by D. Gallinari)
4:26.0,J. Harden misses 2-pt shot from 4 ft,,66-73,,
4:22.0,Offensive rebound by T. Jones,,66-73,,
4:22.0,T. Jones makes 2-pt shot from 2 ft,2,68-73,,
4:11.0,,,68-73,,E. Mudiay misses 3-pt shot from 27 ft
4:10.0,Defensive rebound by J. Harden,,68-73,,
4:10.0,,,68-73,,Loose ball foul by K. Faried (drawn by J. Harden)
4:10.0,,,68-73,,J. Nelson enters the game for E. Mudiay
4:10.0,,,68-73,,D. Arthur enters the game for K. Faried
4:10.0,M. Thornton enters the game for T. Jones,,68-73,,
4:10.0,J. Terry enters the game for T. Lawson,,68-73,,
3:52.0,J. Terry makes 3-pt shot from 22 ft (assist by J. Harden),3,71-73,,
3:34.0,,,71-75,2,R. Foye makes 2-pt shot from 4 ft
3:16.0,Shooting foul by J. Nelson (drawn by J. Harden),,71-75,,
3:16.0,J. Harden makes 2-pt shot from 1 ft,2,73-75,,
3:16.0,J. Harden misses free throw 1 of 1,,73-75,,
3:14.0,,,73-75,,Defensive rebound by D. Arthur
3:00.0,,,73-75,,D. Arthur misses 2-pt shot at rim
2:59.0,Defensive rebound by T. Ariza,,73-75,,
2:52.0,Shooting foul by J. Nelson (drawn by C. Capela),,73-75,,
2:52.0,C. Capela makes free throw 1 of 2,1,74-75,,
2:52.0,C. Brewer enters the game for T. Ariza,,74-75,,
2:52.0,C. Capela misses free throw 2 of 2,,74-75,,
2:51.0,,,74-75,,Defensive rebound by W. Barton
2:32.0,,,74-78,3,R. Foye makes 3-pt shot from 23 ft (assist by J. Nelson)
2:11.0,Turnover by J. Terry (bad pass; steal by R. Foye),,74-78,,
2:06.0,,,74-80,2,W. Barton makes 2-pt shot at rim (assist by R. Foye)
1:41.0,M. Thornton misses 3-pt shot from 25 ft,,74-80,,
1:40.0,,,74-80,,Defensive rebound by W. Barton
1:34.0,,,74-80,,J. Nelson misses 3-pt shot from 25 ft
1:32.0,Defensive rebound by C. Capela,,74-80,,
1:21.0,J. Terry misses 3-pt shot from 26 ft,,74-80,,
1:20.0,,,74-80,,Defensive rebound by D. Arthur
1:02.0,,,74-80,,R. Foye misses 3-pt shot from 24 ft
1:01.0,Defensive rebound by C. Capela,,74-80,,
0:57.0,Offensive charge foul by C. Brewer,,74-80,,
0:57.0,Turnover by C. Brewer (offensive foul),,74-80,,
0:57.0,D. Howard enters the game for C. Capela,,74-80,,
0:57.0,T. Lawson enters the game for J. Harden,,74-80,,
0:34.0,,,74-80,,Shooting foul by D. Howard (drawn by R. Foye)
0:34.0,,,74-81,1,R. Foye makes free throw 1 of 2
0:34.0,,,74-81,,J. Hickson enters the game for D. Arthur
0:34.0,,,74-81,,K. Papanikolaou enters the game for D. Gallinari
0:34.0,,,74-82,1,R. Foye makes free throw 2 of 2
0:19.0,M. Thornton misses 2-pt shot from 1 ft,,74-82,,
0:19.0,,,74-82,,Defensive rebound by W. Barton
0:01.0,,,74-82,,K. Papanikolaou misses 3-pt shot from 25 ft
0:00.0,,,74-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,74-82,,R. Foye misses 3-pt shot from 24 ft
11:44.0,Defensive rebound by C. Brewer,,74-82,,
11:28.0,D. Howard makes 2-pt shot from 6 ft (assist by T. Lawson),2,76-82,,
11:08.0,,,76-84,2,J. Nelson makes 2-pt shot from 1 ft (assist by R. Foye)
10:50.0,,,76-84,,Personal foul by J. Hickson (drawn by D. Howard)
10:50.0,T. Ariza enters the game for M. Thornton,,76-84,,
10:43.0,C. Brewer misses 2-pt shot from 12 ft,,76-84,,
10:42.0,,,76-84,,Defensive rebound by W. Barton
10:38.0,,,76-84,,Turnover by W. Barton (discontinued dribble)
10:16.0,T. Ariza makes 2-pt shot from 2 ft (assist by D. Howard),2,78-84,,
9:59.0,,,78-84,,J. Nelson misses 2-pt shot from 7 ft
9:58.0,Defensive rebound by D. Howard,,78-84,,
9:47.0,J. Terry makes 3-pt shot from 22 ft (assist by T. Lawson),3,81-84,,
9:47.0,,,81-84,,Denver full timeout
9:47.0,,,81-84,,E. Mudiay enters the game for R. Foye
9:47.0,,,81-84,,Turnover by K. Papanikolaou (turnover)
9:31.0,D. Howard makes 2-pt shot at rim (assist by T. Lawson),2,83-84,,
9:09.0,,,83-86,2,J. Nelson makes 2-pt shot from 20 ft (assist by J. Hickson)
8:49.0,T. Ariza misses 3-pt shot from 25 ft,,83-86,,
8:48.0,,,83-86,,Defensive rebound by K. Papanikolaou
8:43.0,,,83-86,,Shooting foul by T. Ariza (drawn by J. Nelson)
8:43.0,,,83-87,1,J. Nelson makes free throw 1 of 2
8:43.0,,,83-87,,D. Gallinari enters the game for K. Papanikolaou
8:43.0,J. Harden enters the game for T. Lawson,,83-87,,
8:43.0,,,83-87,,J. Nelson misses free throw 2 of 2
8:42.0,Defensive rebound by T. Ariza,,83-87,,
8:21.0,J. Harden makes 2-pt shot from 2 ft (assist by T. Ariza),2,85-87,,
8:21.0,Shooting foul by J. Hickson (drawn by J. Harden),,85-87,,
8:21.0,J. Harden makes free throw 1 of 1,1,86-87,,
8:08.0,,,86-90,3,W. Barton makes 3-pt shot from 24 ft (assist by J. Hickson)
7:48.0,Offensive charge foul by J. Terry,,86-90,,
7:48.0,Turnover by J. Terry (offensive foul),,86-90,,
7:48.0,,,86-90,,K. Faried enters the game for J. Hickson
7:28.0,,,86-93,3,W. Barton makes 3-pt shot from 23 ft (assist by E. Mudiay)
7:08.0,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden),3,89-93,,
6:44.0,,,89-95,2,J. Nelson makes 2-pt shot from 17 ft
6:31.0,Offensive foul by D. Howard,,89-95,,
