time,Philadelphia,pts.away,score,pts.home,Boston
8:24.0,J. Okafor makes 2-pt shot from 2 ft,2,13-6,,
7:59.0,,,13-6,,T. Zeller misses 2-pt shot from 16 ft
7:59.0,Defensive rebound by N. Noel,,13-6,,
7:47.0,N. Noel misses 2-pt shot from 12 ft,,13-6,,
7:46.0,,,13-6,,Defensive rebound by D. Lee
7:37.0,,,13-9,3,J. Crowder makes 3-pt shot from 26 ft (assist by D. Lee)
7:21.0,J. Sampson misses 2-pt shot from 3 ft,,13-9,,
7:20.0,,,13-9,,Defensive rebound by A. Bradley
7:15.0,,,13-11,2,J. Crowder makes 2-pt shot from 2 ft (assist by A. Bradley)
7:04.0,,,13-11,,Personal foul by T. Zeller (drawn by J. Okafor)
6:57.0,J. Okafor makes 2-pt shot at rim,2,15-11,,
6:48.0,,,15-11,,J. Crowder misses 3-pt shot from 26 ft
6:47.0,Defensive rebound by Team,,15-11,,
6:47.0,,,15-11,,J. Sullinger enters the game for T. Zeller
6:21.0,J. Okafor makes 2-pt shot from 5 ft,2,17-11,,
6:06.0,,,17-13,2,D. Lee makes 2-pt shot from 3 ft (assist by J. Crowder)
6:01.0,Philadelphia full timeout,,17-13,,
6:01.0,,,17-13,,I. Thomas enters the game for M. Smart
5:52.0,J. Okafor misses 2-pt shot from 15 ft,,17-13,,
5:51.0,,,17-13,,Defensive rebound by J. Sullinger
5:30.0,,,17-13,,I. Thomas misses 3-pt shot from 24 ft
5:30.0,Defensive rebound by N. Noel,,17-13,,
5:13.0,N. Noel makes 2-pt shot from 3 ft,2,19-13,,
4:55.0,,,19-13,,D. Lee misses 2-pt shot from 13 ft
4:55.0,Defensive rebound by I. Canaan,,19-13,,
4:45.0,N. Noel makes 2-pt shot from 3 ft,2,21-13,,
4:30.0,,,21-13,,J. Sullinger misses 3-pt shot from 26 ft
4:29.0,Defensive rebound by J. Sampson,,21-13,,
4:07.0,Turnover by J. Okafor (lost ball; steal by A. Bradley),,21-13,,
4:00.0,,,21-13,,A. Bradley misses 2-pt shot from 16 ft
3:59.0,,,21-13,,Offensive rebound by D. Lee
3:59.0,,,21-15,2,D. Lee makes 2-pt shot at rim
3:38.0,H. Thompson misses 3-pt shot from 23 ft,,21-15,,
3:37.0,Offensive rebound by H. Thompson,,21-15,,
3:37.0,H. Thompson misses 3-pt shot from 23 ft,,21-15,,
3:36.0,,,21-15,,Defensive rebound by J. Sullinger
3:30.0,,,21-15,,I. Thomas misses 2-pt shot from 6 ft
3:27.0,Defensive rebound by N. Noel,,21-15,,
3:22.0,Turnover by I. Canaan (bad pass; steal by J. Crowder),,21-15,,
3:16.0,,,21-17,2,A. Bradley makes 2-pt shot from 1 ft (assist by I. Thomas)
2:54.0,N. Noel misses 2-pt shot from 15 ft (block by D. Lee),,21-17,,
2:53.0,Offensive rebound by J. Okafor,,21-17,,
2:52.0,J. Okafor misses 2-pt shot from 16 ft,,21-17,,
2:51.0,Offensive rebound by N. Noel,,21-17,,
2:51.0,N. Noel makes 2-pt shot at rim,2,23-17,,
2:40.0,,,23-17,,D. Lee misses 2-pt shot from 1 ft (block by J. Okafor)
2:38.0,Defensive rebound by N. Noel,,23-17,,
2:31.0,I. Canaan makes 3-pt shot from 24 ft,3,26-17,,
2:31.0,,,26-17,,Boston full timeout
2:31.0,,,26-17,,E. Turner enters the game for J. Crowder
2:31.0,,,26-17,,A. Johnson enters the game for D. Lee
2:31.0,T. McConnell enters the game for H. Thompson,,26-17,,
2:31.0,J. Grant enters the game for J. Okafor,,26-17,,
2:31.0,C. Wood enters the game for J. Sampson,,26-17,,
2:22.0,,,26-17,,A. Bradley misses 2-pt shot from 19 ft
2:21.0,Defensive rebound by I. Canaan,,26-17,,
2:13.0,C. Wood misses 2-pt shot from 2 ft (block by A. Johnson),,26-17,,
2:10.0,Offensive rebound by C. Wood,,26-17,,
2:08.0,N. Noel misses 2-pt shot from 16 ft,,26-17,,
2:07.0,,,26-17,,Defensive rebound by A. Johnson
2:04.0,,,26-17,,Turnover by E. Turner (bad pass; steal by J. Grant)
1:39.0,T. McConnell misses 2-pt shot from 5 ft,,26-17,,
1:38.0,,,26-17,,Defensive rebound by A. Johnson
1:23.0,,,26-19,2,J. Sullinger makes 2-pt shot from 1 ft (assist by I. Thomas)
1:00.0,N. Noel misses 2-pt shot from 12 ft,,26-19,,
1:00.0,,,26-19,,Defensive rebound by E. Turner
0:53.0,,,26-19,,I. Thomas misses 3-pt shot from 26 ft
0:52.0,Defensive rebound by N. Noel,,26-19,,
0:29.0,Turnover by I. Canaan (bad pass),,26-19,,
0:29.0,R. Holmes enters the game for N. Noel,,26-19,,
0:29.0,H. Thompson enters the game for I. Canaan,,26-19,,
0:12.0,,,26-19,,I. Thomas misses 2-pt shot from 1 ft
0:11.0,,,26-19,,Offensive rebound by Team
0:11.0,Loose ball foul by R. Holmes (drawn by A. Johnson),,26-19,,
0:04.0,,,26-21,2,J. Sullinger makes 2-pt shot from 5 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Turnover by J. Okafor (bad pass; steal by J. Sullinger),,26-21,,
11:38.0,,,26-23,2,J. Sullinger makes 2-pt shot at rim
11:11.0,T. McConnell misses 3-pt shot from 26 ft,,26-23,,
11:10.0,,,26-23,,Defensive rebound by M. Smart
11:05.0,,,26-23,,Shooting foul by J. Okafor (drawn by E. Turner)
11:05.0,,,26-24,1,E. Turner makes free throw 1 of 2
11:05.0,,,26-25,1,E. Turner makes free throw 2 of 2
10:45.0,J. Okafor makes 2-pt shot from 10 ft (assist by H. Thompson),2,28-25,,
10:30.0,,,28-25,,Turnover by J. Sullinger (bad pass; steal by J. Grant)
10:24.0,Turnover by J. Sampson (bad pass; steal by I. Thomas),,28-25,,
10:17.0,,,28-25,,A. Johnson misses 2-pt shot from 2 ft
10:14.0,,,28-25,,Offensive rebound by A. Johnson
10:14.0,,,28-25,,A. Johnson misses 2-pt shot at rim
10:13.0,Defensive rebound by J. Grant,,28-25,,
10:01.0,,,28-25,,Personal foul by M. Smart (drawn by H. Thompson)
10:01.0,,,28-25,,J. Jerebko enters the game for J. Sullinger
9:48.0,Turnover by J. Okafor (bad pass),,28-25,,
9:37.0,,,28-25,,I. Thomas misses 2-pt shot from 2 ft (block by T. McConnell)
9:36.0,,,28-25,,Offensive rebound by I. Thomas
9:36.0,Jump ball: J. Grant vs. I. Thomas (M. Smart gains possession),,,,Jump ball: J. Grant vs. I. Thomas (M. Smart gains possession)
9:27.0,,,28-25,,Shooting foul by J. Grant (drawn by I. Thomas)
9:27.0,,,28-26,1,I. Thomas makes free throw 1 of 2
9:27.0,C. Wood enters the game for J. Sampson,,28-26,,
9:27.0,,,28-26,,I. Thomas misses free throw 2 of 2
9:25.0,Defensive rebound by J. Grant,,28-26,,
9:17.0,,,28-26,,Personal foul by I. Thomas (drawn by T. McConnell)
9:17.0,Philadelphia full timeout,,28-26,,
9:05.0,Turnover by H. Thompson (bad pass),,28-26,,
8:51.0,,,28-26,,E. Turner misses 2-pt shot from 12 ft
8:50.0,,,28-26,,Offensive rebound by Team
8:43.0,,,28-26,,A. Johnson misses 2-pt shot from 6 ft
8:42.0,,,28-26,,Offensive rebound by Team
8:37.0,,,28-28,2,I. Thomas makes 2-pt shot from 6 ft (assist by A. Johnson)
8:25.0,J. Grant misses 2-pt shot from 3 ft,,28-28,,
8:24.0,,,28-28,,Defensive rebound by J. Jerebko
8:23.0,,,28-30,2,I. Thomas makes 2-pt shot at rim (assist by J. Jerebko)
8:23.0,,,28-30,,Shooting foul by H. Thompson (drawn by I. Thomas)
8:23.0,N. Noel enters the game for C. Wood,,28-30,,
8:23.0,,,28-31,1,I. Thomas makes free throw 1 of 1
8:14.0,Turnover by N. Noel (offensive foul),,28-31,,
8:14.0,Offensive foul by N. Noel,,28-31,,
8:04.0,,,28-33,2,A. Johnson makes 2-pt shot at rim (assist by I. Thomas)
7:55.0,T. McConnell misses 2-pt shot from 12 ft,,28-33,,
7:54.0,,,28-33,,Defensive rebound by E. Turner
7:45.0,,,28-33,,I. Thomas misses 3-pt shot from 25 ft
7:45.0,Defensive rebound by N. Noel,,28-33,,
7:38.0,H. Thompson misses 3-pt shot from 24 ft,,28-33,,
7:38.0,Offensive rebound by T. McConnell,,28-33,,
7:31.0,H. Thompson misses 2-pt shot from 4 ft (block by A. Johnson),,28-33,,
7:31.0,Offensive rebound by Team,,28-33,,
7:31.0,I. Canaan enters the game for T. McConnell,,28-33,,
7:31.0,,,28-33,,J. Crowder enters the game for I. Thomas
7:13.0,I. Canaan misses 3-pt shot from 29 ft,,28-33,,
7:13.0,,,28-33,,Defensive rebound by J. Crowder
7:02.0,,,28-33,,J. Jerebko misses 2-pt shot from 4 ft (block by N. Noel)
7:00.0,Defensive rebound by J. Okafor,,28-33,,
6:41.0,J. Grant misses 2-pt shot from 2 ft,,28-33,,
6:40.0,,,28-33,,Defensive rebound by M. Smart
6:30.0,,,28-35,2,E. Turner makes 2-pt shot from 10 ft (assist by J. Jerebko)
6:18.0,N. Noel misses 2-pt shot from 5 ft (block by J. Jerebko),,28-35,,
6:17.0,,,28-35,,Defensive rebound by Team
6:17.0,R. Holmes enters the game for J. Okafor,,28-35,,
6:17.0,,,28-35,,D. Lee enters the game for A. Johnson
6:00.0,,,28-35,,J. Jerebko misses 2-pt shot from 4 ft
5:59.0,Defensive rebound by R. Holmes,,28-35,,
5:51.0,J. Grant misses 3-pt shot from 27 ft,,28-35,,
5:50.0,,,28-35,,Defensive rebound by D. Lee
5:40.0,,,28-38,3,M. Smart makes 3-pt shot from 23 ft (assist by D. Lee)
5:19.0,H. Thompson misses 3-pt shot from 23 ft,,28-38,,
5:18.0,Offensive rebound by J. Grant,,28-38,,
5:07.0,H. Thompson misses 2-pt shot at rim,,28-38,,
5:06.0,Offensive rebound by H. Thompson,,28-38,,
5:06.0,H. Thompson misses 2-pt shot at rim,,28-38,,
5:05.0,Offensive rebound by R. Holmes,,28-38,,
5:04.0,R. Holmes makes 2-pt shot at rim,2,30-38,,
4:45.0,,,30-38,,J. Jerebko misses 2-pt shot from 19 ft
4:44.0,Defensive rebound by J. Grant,,30-38,,
4:31.0,Turnover by N. Noel (lost ball; steal by M. Smart),,30-38,,
4:23.0,,,30-40,2,J. Crowder makes 2-pt shot at rim (assist by E. Turner)
4:07.0,Shooting foul by J. Jerebko (drawn by N. Noel),,30-40,,
4:07.0,Official timeout,,30-40,,
4:07.0,,,30-40,,T. Zeller enters the game for J. Jerebko
4:07.0,N. Noel makes free throw 1 of 2,1,31-40,,
4:07.0,N. Noel misses free throw 2 of 2,,31-40,,
4:07.0,,,31-40,,Defensive rebound by J. Crowder
3:55.0,Personal foul by J. Grant (drawn by J. Crowder),,31-40,,
3:46.0,,,31-40,,D. Lee misses 2-pt shot from 3 ft (block by R. Holmes)
3:44.0,Defensive rebound by R. Holmes,,31-40,,
3:27.0,R. Holmes misses 2-pt shot from 5 ft,,31-40,,
3:25.0,,,31-40,,Defensive rebound by D. Lee
3:19.0,,,31-42,2,E. Turner makes 2-pt shot from 16 ft (assist by D. Lee)
2:54.0,I. Canaan misses 3-pt shot from 23 ft,,31-42,,
2:53.0,Offensive rebound by I. Canaan,,31-42,,
2:51.0,I. Canaan makes 2-pt shot from 1 ft,2,33-42,,
2:43.0,,,33-42,,Turnover by M. Smart (bad pass; steal by N. Noel)
2:39.0,,,33-42,,Personal foul by M. Smart (drawn by N. Noel)
2:39.0,,,33-42,,Boston full timeout
2:39.0,,,33-42,,I. Thomas enters the game for T. Zeller
2:39.0,,,33-42,,J. Sullinger enters the game for M. Smart
2:39.0,,,33-42,,A. Bradley enters the game for E. Turner
2:39.0,T. McConnell enters the game for H. Thompson,,33-42,,
2:39.0,J. Okafor enters the game for R. Holmes,,33-42,,
2:27.0,J. Grant misses 2-pt shot from 2 ft (block by J. Sullinger),,33-42,,
2:26.0,,,33-42,,Defensive rebound by J. Crowder
2:22.0,,,33-44,2,I. Thomas makes 2-pt shot from 1 ft (assist by J. Crowder)
2:14.0,,,33-44,,Personal foul by D. Lee (drawn by N. Noel)
2:14.0,N. Noel makes free throw 1 of 2,1,34-44,,
2:14.0,N. Noel misses free throw 2 of 2,,34-44,,
2:12.0,,,34-44,,Defensive rebound by J. Sullinger
2:02.0,,,34-44,,Turnover by J. Crowder (bad pass; steal by N. Noel)
1:56.0,J. Grant misses 2-pt shot from 11 ft,,34-44,,
1:55.0,Offensive rebound by J. Okafor,,34-44,,
1:52.0,,,34-44,,A. Johnson enters the game for D. Lee
1:46.0,,,34-44,,Violation by J. Crowder (kicked ball)
1:32.0,I. Canaan makes 2-pt shot from 2 ft,2,36-44,,
1:16.0,,,36-46,2,A. Johnson makes 2-pt shot from 1 ft (assist by I. Thomas)
0:59.0,Shooting foul by A. Johnson (drawn by J. Grant),,36-46,,
0:59.0,J. Grant makes free throw 1 of 2,1,37-46,,
0:59.0,J. Grant makes free throw 2 of 2,1,38-46,,
0:49.0,,,38-46,,Turnover by I. Thomas (lost ball; steal by N. Noel)
0:44.0,T. McConnell makes 2-pt shot from 1 ft (assist by N. Noel),2,40-46,,
0:36.0,,,40-46,,J. Crowder misses 3-pt shot from 26 ft
0:35.0,Defensive rebound by I. Canaan,,40-46,,
0:27.0,I. Canaan misses 3-pt shot from 25 ft,,40-46,,
0:26.0,,,40-46,,Defensive rebound by J. Crowder
0:06.0,,,40-46,,Shooting foul by T. McConnell (drawn by I. Thomas)
0:06.0,,,40-47,1,I. Thomas makes free throw 1 of 2
0:06.0,H. Thompson enters the game for J. Grant,,40-47,,
0:06.0,,,40-47,,J. Jerebko enters the game for J. Sullinger
0:06.0,,,40-48,1,I. Thomas makes free throw 2 of 2
0:03.0,Turnover by T. McConnell (lost ball),,40-48,,
0:03.0,,,40-48,,Boston full timeout
0:03.0,,,40-48,,M. Smart enters the game for A. Johnson
0:03.0,,,40-48,,J. Sullinger enters the game for J. Jerebko
0:03.0,J. Grant enters the game for J. Okafor,,40-48,,
0:03.0,C. Wood enters the game for I. Canaan,,40-48,,
0:03.0,J. Sampson enters the game for T. McConnell,,40-48,,
0:00.0,,,40-51,3,M. Smart makes 3-pt shot from 26 ft (assist by J. Sullinger)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,J. Okafor misses 2-pt shot from 10 ft,,40-51,,
11:41.0,,,40-51,,Defensive rebound by Team
11:41.0,Loose ball foul by N. Noel (drawn by J. Sullinger),,40-51,,
11:27.0,,,40-51,,A. Bradley misses 2-pt shot from 19 ft
11:27.0,Defensive rebound by N. Noel,,40-51,,
11:10.0,J. Okafor misses 2-pt shot from 14 ft,,40-51,,
11:09.0,Offensive rebound by N. Noel,,40-51,,
11:09.0,Shooting foul by J. Crowder (drawn by J. Okafor),,40-51,,
11:09.0,J. Okafor makes free throw 1 of 2,1,41-51,,
11:09.0,J. Okafor makes free throw 2 of 2,1,42-51,,
10:47.0,,,42-51,,A. Bradley misses 3-pt shot from 25 ft
10:46.0,Defensive rebound by N. Noel,,42-51,,
10:42.0,Turnover by J. Sampson (lost ball; steal by A. Bradley),,42-51,,
10:36.0,,,42-53,2,J. Sullinger makes 2-pt shot from 1 ft (assist by J. Crowder)
10:19.0,,,42-53,,Personal foul by A. Bradley (drawn by J. Okafor)
10:11.0,N. Noel misses 2-pt shot from 6 ft,,42-53,,
10:10.0,,,42-53,,Defensive rebound by J. Sullinger
10:03.0,,,42-53,,Offensive charge foul by J. Crowder
10:03.0,,,42-53,,Turnover by J. Crowder (offensive foul)
9:43.0,Offensive charge foul by N. Noel,,42-53,,
9:43.0,Turnover by N. Noel (offensive foul),,42-53,,
9:30.0,,,42-55,2,J. Sullinger makes 2-pt shot from 17 ft (assist by M. Smart)
9:16.0,I. Canaan makes 3-pt shot from 25 ft (assist by H. Thompson),3,45-55,,
9:03.0,,,45-55,,M. Smart misses 3-pt shot from 26 ft
9:02.0,Defensive rebound by N. Noel,,45-55,,
8:51.0,J. Sampson makes 2-pt shot from 1 ft (assist by N. Noel),2,47-55,,
8:39.0,,,47-55,,Turnover by D. Lee (lost ball)
8:39.0,T. McConnell enters the game for J. Sampson,,47-55,,
8:39.0,J. Grant enters the game for N. Noel,,47-55,,
8:14.0,H. Thompson makes 3-pt shot from 24 ft (assist by T. McConnell),3,50-55,,
8:06.0,,,50-55,,M. Smart misses 2-pt shot from 17 ft
8:05.0,Defensive rebound by H. Thompson,,50-55,,
7:57.0,H. Thompson misses 3-pt shot from 23 ft,,50-55,,
7:57.0,Offensive rebound by J. Okafor,,50-55,,
7:55.0,Turnover by J. Okafor (bad pass),,50-55,,
7:55.0,,,50-55,,I. Thomas enters the game for D. Lee
7:44.0,,,50-57,2,I. Thomas makes 2-pt shot from 1 ft
7:31.0,Turnover by H. Thompson (traveling),,50-57,,
7:23.0,,,50-57,,I. Thomas misses 3-pt shot from 28 ft
7:22.0,Defensive rebound by J. Grant,,50-57,,
7:11.0,Turnover by J. Okafor (lost ball; steal by I. Thomas),,50-57,,
7:05.0,,,50-59,2,I. Thomas makes 2-pt shot at rim (assist by M. Smart)
7:04.0,Philadelphia full timeout,,50-59,,
7:04.0,,,50-59,,A. Johnson enters the game for J. Sullinger
6:54.0,,,50-59,,Personal foul by J. Crowder (drawn by J. Grant)
6:40.0,Turnover by Team (shot clock),,50-59,,
6:28.0,,,50-59,,J. Crowder misses 2-pt shot at rim
6:27.0,Defensive rebound by J. Okafor,,50-59,,
6:13.0,N. Noel enters the game for J. Okafor,,50-59,,
6:13.0,J. Sampson enters the game for H. Thompson,,50-59,,
6:05.0,I. Canaan misses 3-pt shot from 29 ft,,50-59,,
6:04.0,,,50-59,,Defensive rebound by A. Johnson
5:54.0,,,50-59,,Shooting foul by N. Noel (drawn by A. Johnson)
5:54.0,,,50-60,1,A. Johnson makes free throw 1 of 2
5:54.0,,,50-61,1,A. Johnson makes free throw 2 of 2
5:34.0,Shooting foul by A. Johnson (drawn by N. Noel),,50-61,,
5:34.0,N. Noel makes free throw 1 of 2,1,51-61,,
5:34.0,N. Noel makes free throw 2 of 2,1,52-61,,
5:14.0,,,52-63,2,I. Thomas makes 2-pt shot from 1 ft
5:04.0,I. Canaan makes 3-pt shot from 25 ft (assist by T. McConnell),3,55-63,,
4:39.0,,,55-63,,I. Thomas misses 3-pt shot from 25 ft
4:38.0,Defensive rebound by I. Canaan,,55-63,,
4:29.0,I. Canaan misses 3-pt shot from 27 ft,,55-63,,
4:28.0,,,55-63,,Defensive rebound by Team
4:28.0,J. Okafor enters the game for N. Noel,,55-63,,
4:17.0,,,55-65,2,A. Johnson makes 2-pt shot from 2 ft (assist by I. Thomas)
4:05.0,J. Sampson makes 2-pt shot from 2 ft,2,57-65,,
3:52.0,,,57-65,,I. Thomas misses 2-pt shot from 4 ft
3:51.0,,,57-65,,Offensive rebound by A. Johnson
3:51.0,,,57-65,,A. Johnson misses 2-pt shot at rim
3:49.0,Defensive rebound by J. Grant,,57-65,,
3:43.0,Offensive foul by T. McConnell,,57-65,,
3:43.0,Turnover by T. McConnell (offensive foul),,57-65,,
3:43.0,,,57-65,,Boston full timeout
3:43.0,,,57-65,,J. Jerebko enters the game for J. Crowder
3:43.0,,,57-65,,E. Turner enters the game for M. Smart
3:43.0,H. Thompson enters the game for I. Canaan,,57-65,,
3:32.0,,,57-65,,Turnover by A. Bradley (bad pass; steal by J. Sampson)
3:30.0,J. Sampson makes 2-pt shot from 1 ft,2,59-65,,
3:30.0,Shooting foul by A. Johnson (drawn by J. Sampson),,59-65,,
3:30.0,J. Sampson makes free throw 1 of 1,1,60-65,,
3:12.0,,,60-65,,E. Turner misses 3-pt shot from 26 ft
3:10.0,,,60-65,,Offensive rebound by E. Turner
3:09.0,Personal foul by H. Thompson (drawn by J. Jerebko),,60-65,,
2:55.0,,,60-68,3,A. Johnson makes 3-pt shot from 23 ft (assist by I. Thomas)
2:40.0,J. Sampson misses 3-pt shot from 23 ft,,60-68,,
2:39.0,,,60-68,,Defensive rebound by Team
2:25.0,,,60-70,2,I. Thomas makes 2-pt shot from 12 ft (assist by J. Jerebko)
2:12.0,T. McConnell makes 2-pt shot from 5 ft,2,62-70,,
1:59.0,,,62-70,,Turnover by I. Thomas (bad pass; steal by T. McConnell)
1:54.0,Turnover by J. Sampson (bad pass; steal by I. Thomas),,62-70,,
1:48.0,,,62-72,2,A. Bradley makes 2-pt shot at rim (assist by E. Turner)
1:24.0,J. Grant makes 2-pt shot from 1 ft,2,64-72,,
1:05.0,,,64-72,,A. Johnson misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by J. Sampson,,64-72,,
0:51.0,H. Thompson makes 3-pt shot from 24 ft (assist by J. Okafor),3,67-72,,
0:41.0,,,67-72,,Shooting foul by T. McConnell (drawn by I. Thomas)
0:41.0,,,67-73,1,I. Thomas makes free throw 1 of 2
0:41.0,,,67-73,,J. Sullinger enters the game for A. Johnson
0:41.0,,,67-73,,M. Smart enters the game for A. Bradley
0:41.0,I. Canaan enters the game for J. Sampson,,67-73,,
0:41.0,,,67-74,1,I. Thomas makes free throw 2 of 2
0:31.0,Turnover by J. Okafor (lost ball; steal by M. Smart),,67-74,,
0:31.0,Loose ball foul by J. Okafor (drawn by M. Smart),,67-74,,
0:31.0,,,67-75,1,M. Smart makes free throw 1 of 2
0:31.0,,,67-76,1,M. Smart makes free throw 2 of 2
0:16.0,I. Canaan misses 2-pt shot from 2 ft,,67-76,,
0:14.0,,,67-76,,Defensive rebound by J. Sullinger
0:00.0,,,67-79,3,I. Thomas makes 3-pt shot from 25 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Jump ball: J. Okafor vs. E. Turner,,,,Jump ball: J. Okafor vs. E. Turner
11:46.0,,,67-79,,Violation by Team (jump ball)
11:46.0,,,67-79,,Turnover by E. Turner (jump ball violation.)
11:38.0,,,67-79,,Personal foul by J. Sullinger (drawn by J. Okafor)
11:29.0,Turnover by J. Okafor (3 sec),,67-79,,
11:15.0,,,67-79,,J. Jerebko misses 3-pt shot from 24 ft
11:14.0,Defensive rebound by J. Sampson,,67-79,,
11:04.0,N. Noel makes 2-pt shot from 14 ft (assist by I. Canaan),2,69-79,,
10:48.0,,,69-81,2,J. Sullinger makes 2-pt shot from 20 ft (assist by I. Thomas)
10:23.0,J. Sampson misses 2-pt shot from 9 ft,,69-81,,
10:22.0,Offensive rebound by N. Noel,,69-81,,
10:22.0,N. Noel misses 2-pt shot at rim,,69-81,,
10:21.0,Offensive rebound by Team,,69-81,,
10:02.0,Shooting foul by J. Sullinger (drawn by J. Okafor),,69-81,,
10:02.0,J. Okafor makes free throw 1 of 2,1,70-81,,
10:02.0,J. Okafor makes free throw 2 of 2,1,71-81,,
9:45.0,,,71-83,2,J. Jerebko makes 2-pt shot at rim (assist by J. Sullinger)
9:29.0,J. Sampson misses 2-pt shot from 4 ft,,71-83,,
9:28.0,,,71-83,,Defensive rebound by J. Sullinger
9:20.0,,,71-86,3,J. Jerebko makes 3-pt shot from 23 ft (assist by M. Smart)
9:20.0,Philadelphia full timeout,,71-86,,
9:20.0,T. McConnell enters the game for J. Sampson,,71-86,,
9:05.0,I. Canaan misses 3-pt shot from 24 ft,,71-86,,
9:04.0,,,71-86,,Defensive rebound by J. Sullinger
8:43.0,,,71-86,,E. Turner misses 2-pt shot from 14 ft
8:42.0,Defensive rebound by I. Canaan,,71-86,,
8:34.0,H. Thompson misses 3-pt shot from 28 ft,,71-86,,
8:33.0,,,71-86,,Defensive rebound by J. Jerebko
8:29.0,,,71-86,,M. Smart misses 3-pt shot from 25 ft
8:28.0,,,71-86,,Offensive rebound by Team
8:28.0,Loose ball foul by H. Thompson (drawn by J. Sullinger),,71-86,,
8:19.0,,,71-86,,J. Sullinger misses 3-pt shot from 26 ft
8:18.0,Defensive rebound by H. Thompson,,71-86,,
8:05.0,J. Okafor makes 2-pt shot from 5 ft,2,73-86,,
8:00.0,,,73-86,,Turnover by E. Turner (bad pass; steal by T. McConnell)
7:56.0,Shooting foul by J. Sullinger (drawn by J. Okafor),,73-86,,
7:56.0,J. Okafor makes free throw 1 of 2,1,74-86,,
7:56.0,,,74-86,,D. Lee enters the game for J. Sullinger
7:56.0,J. Okafor makes free throw 2 of 2,1,75-86,,
7:46.0,,,75-86,,Turnover by I. Thomas (bad pass; steal by J. Okafor)
7:31.0,J. Okafor misses 2-pt shot from 3 ft,,75-86,,
7:30.0,,,75-86,,Defensive rebound by J. Jerebko
7:23.0,,,75-88,2,I. Thomas makes 2-pt shot from 1 ft (assist by D. Lee)
7:09.0,Turnover by I. Canaan (lost ball),,75-88,,
6:48.0,,,75-88,,J. Jerebko misses 2-pt shot from 4 ft
6:46.0,Defensive rebound by J. Okafor,,75-88,,
6:38.0,H. Thompson makes 3-pt shot from 26 ft (assist by T. McConnell),3,78-88,,
6:38.0,,,78-88,,Boston full timeout
6:38.0,,,78-88,,A. Bradley enters the game for J. Jerebko
6:26.0,,,78-88,,Shooting foul by T. McConnell (drawn by M. Smart)
6:26.0,,,78-89,1,M. Smart makes free throw 1 of 2
