time,San Antonio,pts.away,score,pts.home,Oklahoma City
7:32.0,,,12-9,,R. Westbrook misses 2-pt shot from 1 ft
7:32.0,Defensive rebound by T. Duncan,,12-9,,
7:21.0,K. Leonard misses 2-pt shot from 16 ft,,12-9,,
7:20.0,Offensive rebound by L. Aldridge,,12-9,,
7:20.0,L. Aldridge misses 2-pt shot from 1 ft,,12-9,,
7:20.0,Offensive rebound by Team,,12-9,,
7:15.0,L. Aldridge misses 2-pt shot from 10 ft,,12-9,,
7:15.0,,,12-9,,Defensive rebound by K. Durant
7:02.0,,,12-11,2,K. Durant makes 2-pt shot from 1 ft
7:02.0,San Antonio full timeout,,12-11,,
6:43.0,K. Leonard makes 3-pt shot from 23 ft (assist by T. Parker),3,15-11,,
6:20.0,,,15-11,,A. Roberson misses 3-pt shot from 22 ft
6:19.0,Defensive rebound by D. Green,,15-11,,
6:03.0,K. Leonard makes 2-pt shot from 9 ft,2,17-11,,
5:50.0,,,17-14,3,S. Ibaka makes 3-pt shot from 23 ft (assist by R. Westbrook)
5:22.0,T. Duncan misses 2-pt shot from 1 ft,,17-14,,
5:21.0,,,17-14,,Defensive rebound by S. Adams
5:16.0,,,17-14,,R. Westbrook misses 2-pt shot from 17 ft
5:15.0,Defensive rebound by K. Leonard,,17-14,,
4:56.0,Shooting foul by K. Durant (drawn by L. Aldridge),,17-14,,
4:56.0,L. Aldridge makes free throw 1 of 2,1,18-14,,
4:56.0,B. Diaw enters the game for T. Duncan,,18-14,,
4:56.0,M. Ginobili enters the game for D. Green,,18-14,,
4:56.0,L. Aldridge makes free throw 2 of 2,1,19-14,,
4:47.0,,,19-14,,R. Westbrook misses 2-pt shot from 1 ft
4:46.0,,,19-14,,Offensive rebound by R. Westbrook
4:45.0,,,19-16,2,R. Westbrook makes 2-pt shot from 1 ft
4:25.0,T. Parker makes 3-pt shot from 22 ft (assist by B. Diaw),3,22-16,,
4:09.0,,,22-18,2,R. Westbrook makes 2-pt shot from 1 ft
3:49.0,K. Leonard misses 2-pt shot from 11 ft,,22-18,,
3:48.0,,,22-18,,Defensive rebound by S. Adams
3:38.0,,,22-20,2,K. Durant makes 2-pt shot from 15 ft
3:22.0,L. Aldridge misses 2-pt shot from 15 ft,,22-20,,
3:21.0,,,22-20,,Defensive rebound by A. Roberson
3:14.0,Personal foul by K. Leonard,,22-20,,
3:14.0,,,22-20,,Oklahoma City full timeout
3:14.0,,,22-20,,D. Waiters enters the game for K. Durant
3:14.0,,,22-20,,E. Kanter enters the game for S. Adams
3:14.0,P. Mills enters the game for L. Aldridge,,22-20,,
3:14.0,D. West enters the game for T. Parker,,22-20,,
3:09.0,,,22-20,,R. Westbrook misses 2-pt shot from 1 ft
3:09.0,,,22-20,,Offensive rebound by Team
3:06.0,,,22-20,,E. Kanter misses 2-pt shot from 16 ft
3:06.0,Defensive rebound by D. West,,22-20,,
2:49.0,Shooting foul by R. Westbrook (drawn by K. Leonard),,22-20,,
2:49.0,K. Leonard makes free throw 1 of 2,1,23-20,,
2:49.0,,,23-20,,S. Adams enters the game for S. Ibaka
2:49.0,,,23-20,,C. Payne enters the game for R. Westbrook
2:49.0,,,23-20,,K. Durant enters the game for A. Roberson
2:49.0,K. Leonard misses free throw 2 of 2,,23-20,,
2:49.0,,,23-20,,Defensive rebound by S. Adams
2:29.0,,,23-20,,Turnover by C. Payne (lost ball; steal by B. Diaw)
2:23.0,M. Ginobili misses 3-pt shot from 24 ft,,23-20,,
2:23.0,,,23-20,,Defensive rebound by K. Durant
2:16.0,,,23-20,,Offensive charge foul by D. Waiters
2:16.0,,,23-20,,Turnover by D. Waiters (offensive foul)
1:57.0,K. Leonard makes 2-pt shot at rim (assist by D. West),2,25-20,,
1:36.0,,,25-20,,Turnover by K. Durant (lost ball; steal by M. Ginobili)
1:31.0,M. Ginobili makes 2-pt shot at rim (assist by D. West),2,27-20,,
1:31.0,,,27-20,,Oklahoma City full timeout
1:12.0,,,27-20,,Turnover by C. Payne (lost ball; steal by P. Mills)
1:00.0,D. West misses 2-pt shot from 3 ft,,27-20,,
1:00.0,,,27-20,,Defensive rebound by E. Kanter
0:49.0,,,27-20,,K. Durant misses 3-pt shot from 25 ft
0:48.0,,,27-20,,Offensive rebound by S. Adams
0:42.0,,,27-20,,C. Payne misses 3-pt shot from 25 ft
0:41.0,Defensive rebound by K. Leonard,,27-20,,
0:27.0,K. Leonard misses 2-pt shot from 12 ft,,27-20,,
0:26.0,,,27-20,,Defensive rebound by K. Durant
0:03.0,,,27-20,,D. Waiters misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by K. Leonard,,27-20,,
0:00.0,K. Leonard misses 3-pt shot from 40 ft,,27-20,,
0:00.0,Offensive rebound by Team,,27-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,27-20,,C. Payne misses 3-pt shot from 23 ft
11:40.0,Defensive rebound by L. Aldridge,,27-20,,
11:25.0,Turnover by M. Ginobili (lost ball),,27-20,,
11:08.0,Personal foul by D. West,,27-20,,
11:08.0,,,27-20,,R. Westbrook enters the game for C. Payne
10:57.0,,,27-20,,Turnover by K. Durant (lost ball; steal by D. Green)
10:37.0,Turnover by D. West (lost ball),,27-20,,
10:26.0,,,27-20,,K. Durant misses 2-pt shot from 17 ft
10:25.0,Defensive rebound by D. Green,,27-20,,
10:03.0,L. Aldridge makes 2-pt shot from 13 ft,2,29-20,,
9:45.0,,,29-20,,E. Kanter misses 2-pt shot from 15 ft
9:45.0,Defensive rebound by D. West,,29-20,,
9:21.0,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili),3,32-20,,
9:07.0,,,32-20,,Offensive foul by R. Westbrook
9:07.0,,,32-20,,Turnover by R. Westbrook (offensive foul)
9:07.0,,,32-20,,S. Ibaka enters the game for S. Adams
8:51.0,Turnover by M. Ginobili (lost ball; steal by D. Waiters),,32-20,,
8:45.0,,,32-20,,D. Waiters misses 2-pt shot from 1 ft
8:45.0,Defensive rebound by L. Aldridge,,32-20,,
8:22.0,D. West makes 3-pt shot from 24 ft (assist by P. Mills),3,35-20,,
8:10.0,,,35-20,,Shooting foul by P. Mills (drawn by R. Westbrook)
8:10.0,B. Diaw enters the game for M. Ginobili,,35-20,,
8:10.0,K. Leonard enters the game for D. West,,35-20,,
8:10.0,,,35-20,,A. Morrow enters the game for D. Waiters
8:10.0,,,35-21,1,R. Westbrook makes free throw 1 of 2
8:10.0,,,35-22,1,R. Westbrook makes free throw 2 of 2
7:50.0,B. Diaw misses 2-pt shot from 4 ft,,35-22,,
7:49.0,,,35-22,,Defensive rebound by S. Ibaka
7:42.0,,,35-22,,A. Morrow misses 3-pt shot from 25 ft
7:41.0,Defensive rebound by L. Aldridge,,35-22,,
7:30.0,Turnover by L. Aldridge (lost ball; steal by E. Kanter),,35-22,,
7:24.0,,,35-24,2,K. Durant makes 2-pt shot from 3 ft
7:23.0,San Antonio full timeout,,35-24,,
7:23.0,T. Parker enters the game for P. Mills,,35-24,,
7:02.0,K. Leonard misses 2-pt shot from 18 ft (block by K. Durant),,35-24,,
7:01.0,,,35-24,,Defensive rebound by E. Kanter
6:55.0,,,35-26,2,E. Kanter makes 2-pt shot from 3 ft (assist by R. Westbrook)
6:40.0,B. Diaw misses 2-pt shot from 18 ft,,35-26,,
6:40.0,Offensive rebound by Team,,35-26,,
6:26.0,L. Aldridge makes 2-pt shot from 14 ft,2,37-26,,
6:06.0,,,37-29,3,R. Westbrook makes 3-pt shot from 25 ft (assist by K. Durant)
5:48.0,L. Aldridge misses 2-pt shot from 14 ft,,37-29,,
5:47.0,,,37-29,,Defensive rebound by S. Ibaka
5:36.0,,,37-29,,S. Ibaka misses 2-pt shot from 16 ft
5:35.0,Defensive rebound by K. Leonard,,37-29,,
5:32.0,Shooting foul by K. Durant (drawn by B. Diaw),,37-29,,
5:32.0,B. Diaw misses free throw 1 of 2,,37-29,,
5:32.0,Offensive rebound by Team,,37-29,,
5:32.0,,,37-29,,A. Roberson enters the game for A. Morrow
5:32.0,,,37-29,,S. Adams enters the game for E. Kanter
5:32.0,B. Diaw makes free throw 2 of 2,1,38-29,,
5:20.0,,,38-29,,K. Durant misses 2-pt shot from 14 ft
5:18.0,,,38-29,,Offensive rebound by A. Roberson
5:10.0,,,38-29,,R. Westbrook misses 3-pt shot from 25 ft
5:09.0,Defensive rebound by K. Leonard,,38-29,,
4:51.0,T. Parker misses 2-pt shot from 17 ft,,38-29,,
4:50.0,,,38-29,,Defensive rebound by S. Ibaka
4:34.0,,,38-29,,R. Westbrook misses 2-pt shot from 16 ft
4:34.0,Defensive rebound by K. Leonard,,38-29,,
4:25.0,T. Parker misses 3-pt shot from 23 ft,,38-29,,
4:25.0,,,38-29,,Defensive rebound by S. Adams
4:19.0,,,38-29,,R. Westbrook misses 2-pt shot from 2 ft (block by D. Green)
4:17.0,Defensive rebound by T. Parker,,38-29,,
4:12.0,D. Green makes 3-pt shot from 26 ft (assist by T. Parker),3,41-29,,
3:49.0,,,41-32,3,S. Ibaka makes 3-pt shot from 23 ft (assist by R. Westbrook)
3:35.0,Shooting foul by A. Roberson (drawn by K. Leonard),,41-32,,
3:35.0,K. Leonard misses free throw 1 of 2,,41-32,,
3:35.0,Offensive rebound by Team,,41-32,,
3:35.0,D. West enters the game for B. Diaw,,41-32,,
3:35.0,K. Leonard makes free throw 2 of 2,1,42-32,,
3:24.0,,,42-34,2,R. Westbrook makes 2-pt shot from 2 ft
3:07.0,Turnover by T. Parker (lost ball; steal by A. Roberson),,42-34,,
3:02.0,,,42-34,,Turnover by K. Durant (lost ball)
2:46.0,L. Aldridge misses 2-pt shot from 2 ft,,42-34,,
2:45.0,,,42-34,,Defensive rebound by S. Adams
2:43.0,,,42-34,,Shooting foul by D. Green (drawn by K. Durant)
2:43.0,,,42-34,,Oklahoma City full timeout
2:43.0,M. Ginobili enters the game for D. Green,,42-34,,
2:43.0,,,42-35,1,K. Durant makes free throw 1 of 2
2:43.0,,,42-36,1,K. Durant makes free throw 2 of 2
2:19.0,D. West misses 2-pt shot from 17 ft,,42-36,,
2:18.0,,,42-36,,Defensive rebound by R. Westbrook
2:12.0,,,42-38,2,R. Westbrook makes 2-pt shot from 1 ft
1:53.0,Shooting foul by K. Durant (drawn by M. Ginobili),,42-38,,
1:53.0,M. Ginobili makes free throw 1 of 2,1,43-38,,
1:53.0,,,43-38,,D. Waiters enters the game for K. Durant
1:53.0,D. Green enters the game for K. Leonard,,43-38,,
1:53.0,M. Ginobili misses free throw 2 of 2,,43-38,,
1:53.0,,,43-38,,Defensive rebound by A. Roberson
1:43.0,,,43-38,,Turnover by R. Westbrook (lost ball; steal by M. Ginobili)
1:41.0,,,43-38,,Loose ball foul by S. Adams
1:41.0,M. Ginobili misses free throw 1 of 2,,43-38,,
1:41.0,Offensive rebound by Team,,43-38,,
1:41.0,M. Ginobili makes free throw 2 of 2,1,44-38,,
1:34.0,,,44-40,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
1:07.0,L. Aldridge makes 2-pt shot from 15 ft,2,46-40,,
0:53.0,,,46-40,,R. Westbrook misses 3-pt shot from 24 ft
0:53.0,,,46-40,,Offensive rebound by S. Adams
0:53.0,,,46-40,,Shooting foul by M. Ginobili (drawn by S. Adams)
0:53.0,,,46-41,1,S. Adams makes free throw 1 of 2
0:53.0,,,46-42,1,S. Adams makes free throw 2 of 2
0:43.0,,,46-42,,Personal foul by S. Ibaka
0:43.0,L. Aldridge misses free throw 1 of 2,,46-42,,
0:43.0,Offensive rebound by Team,,46-42,,
0:43.0,L. Aldridge makes free throw 2 of 2,1,47-42,,
0:34.0,,,47-42,,R. Westbrook misses 2-pt shot from 1 ft
0:34.0,Defensive rebound by L. Aldridge,,47-42,,
0:23.0,L. Aldridge misses 2-pt shot from 15 ft,,47-42,,
0:23.0,,,47-42,,Defensive rebound by R. Westbrook
0:01.0,,,47-42,,A. Roberson misses 2-pt shot from 5 ft (block by D. West)
0:00.0,Defensive rebound by L. Aldridge,,47-42,,
0:00.0,T. Parker misses 3-pt shot from 44 ft,,47-42,,
0:00.0,Offensive rebound by Team,,47-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,47-42,,K. Durant misses 2-pt shot from 15 ft
11:50.0,Defensive rebound by T. Parker,,47-42,,
11:29.0,T. Duncan makes 2-pt shot from 1 ft (assist by K. Leonard),2,49-42,,
11:05.0,,,49-42,,R. Westbrook misses 2-pt shot from 14 ft
11:05.0,Defensive rebound by K. Leonard,,49-42,,
10:54.0,L. Aldridge makes 2-pt shot from 10 ft,2,51-42,,
10:38.0,,,51-42,,K. Durant misses 3-pt shot from 25 ft
10:37.0,,,51-42,,Offensive rebound by R. Westbrook
10:28.0,,,51-42,,R. Westbrook misses 2-pt shot from 2 ft (block by K. Leonard)
10:27.0,Defensive rebound by K. Leonard,,51-42,,
10:21.0,Shooting foul by S. Adams (drawn by K. Leonard),,51-42,,
10:21.0,K. Leonard misses free throw 1 of 2,,51-42,,
10:21.0,Offensive rebound by Team,,51-42,,
10:21.0,K. Leonard makes free throw 2 of 2,1,52-42,,
10:13.0,,,52-42,,Shooting foul by L. Aldridge (drawn by K. Durant)
10:13.0,,,52-43,1,K. Durant makes free throw 1 of 2
10:13.0,,,52-44,1,K. Durant makes free throw 2 of 2
9:56.0,T. Parker misses 2-pt shot from 3 ft,,52-44,,
9:55.0,,,52-44,,Defensive rebound by R. Westbrook
9:50.0,,,52-44,,R. Westbrook misses 2-pt shot from 2 ft (block by L. Aldridge)
9:48.0,,,52-44,,Offensive rebound by S. Adams
9:47.0,,,52-44,,S. Adams misses 2-pt shot from 2 ft (block by T. Duncan)
9:46.0,Defensive rebound by K. Leonard,,52-44,,
9:42.0,K. Leonard misses 2-pt shot from 2 ft (block by A. Roberson),,52-44,,
9:41.0,Offensive rebound by K. Leonard,,52-44,,
9:39.0,K. Leonard makes 2-pt shot from 1 ft,2,54-44,,
9:39.0,,,54-44,,Oklahoma City full timeout
9:16.0,,,54-47,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
8:55.0,D. Green misses 3-pt shot from 27 ft,,54-47,,
8:53.0,Offensive rebound by L. Aldridge,,54-47,,
8:36.0,Shooting foul by S. Ibaka (drawn by L. Aldridge),,54-47,,
8:36.0,L. Aldridge makes free throw 1 of 2,1,55-47,,
8:36.0,L. Aldridge makes free throw 2 of 2,1,56-47,,
8:16.0,,,56-47,,S. Ibaka misses 3-pt shot from 23 ft
8:16.0,Defensive rebound by T. Parker,,56-47,,
8:03.0,T. Duncan misses 2-pt shot from 9 ft,,56-47,,
8:02.0,,,56-47,,Defensive rebound by A. Roberson
7:48.0,,,56-50,3,R. Westbrook makes 3-pt shot from 25 ft
7:47.0,San Antonio full timeout,,56-50,,
7:28.0,Offensive foul by K. Leonard,,56-50,,
7:28.0,Turnover by K. Leonard (offensive foul),,56-50,,
7:16.0,,,56-50,,Shooting foul by T. Duncan (drawn by K. Durant)
7:16.0,,,56-50,,K. Durant misses free throw 1 of 2
7:16.0,,,56-50,,Offensive rebound by Team
7:16.0,,,56-51,1,K. Durant makes free throw 2 of 2
6:49.0,L. Aldridge misses 2-pt shot from 17 ft,,56-51,,
6:48.0,,,56-51,,Defensive rebound by Team
6:33.0,,,56-53,2,K. Durant makes 2-pt shot from 12 ft
6:13.0,,,56-53,,Personal foul by S. Adams
6:04.0,D. Green makes 2-pt shot from 18 ft (assist by T. Duncan),2,58-53,,
5:50.0,Personal foul by K. Leonard,,58-53,,
5:50.0,,,58-53,,D. Waiters enters the game for K. Durant
5:40.0,,,58-56,3,S. Ibaka makes 3-pt shot from 25 ft (assist by R. Westbrook)
5:18.0,,,58-56,,Personal take foul by R. Westbrook
5:18.0,B. Diaw enters the game for T. Duncan,,58-56,,
5:18.0,,,58-56,,E. Kanter enters the game for S. Adams
5:13.0,T. Parker makes 3-pt shot from 23 ft (assist by K. Leonard),3,61-56,,
4:59.0,,,61-56,,Shooting foul by T. Parker (drawn by D. Waiters)
4:59.0,,,61-57,1,D. Waiters makes free throw 1 of 2
4:59.0,M. Ginobili enters the game for D. Green,,61-57,,
4:59.0,,,61-57,,D. Waiters misses free throw 2 of 2
4:58.0,Defensive rebound by M. Ginobili,,61-57,,
4:45.0,L. Aldridge misses 2-pt shot from 2 ft,,61-57,,
4:44.0,,,61-57,,Defensive rebound by S. Ibaka
4:40.0,,,61-57,,Shooting foul by T. Parker (drawn by R. Westbrook)
4:40.0,,,61-58,1,R. Westbrook makes free throw 1 of 3
4:40.0,,,61-59,1,R. Westbrook makes free throw 2 of 3
4:40.0,,,61-60,1,R. Westbrook makes free throw 3 of 3
4:27.0,K. Leonard makes 2-pt shot at rim,2,63-60,,
4:11.0,,,63-60,,R. Westbrook misses 3-pt shot from 25 ft
4:10.0,Defensive rebound by T. Parker,,63-60,,
3:53.0,K. Leonard misses 2-pt shot from 6 ft,,63-60,,
3:52.0,Offensive rebound by Team,,63-60,,
3:52.0,,,63-60,,Loose ball foul by E. Kanter
3:52.0,K. Leonard makes free throw 1 of 2,1,64-60,,
3:52.0,K. Leonard misses free throw 2 of 2,,64-60,,
3:51.0,,,64-60,,Defensive rebound by R. Westbrook
3:43.0,,,64-60,,R. Westbrook misses 2-pt shot from 1 ft
3:42.0,Defensive rebound by B. Diaw,,64-60,,
3:34.0,T. Parker makes 2-pt shot from 19 ft (assist by B. Diaw),2,66-60,,
3:12.0,,,66-60,,D. Waiters misses 2-pt shot from 1 ft (block by B. Diaw)
3:11.0,Defensive rebound by M. Ginobili,,66-60,,
3:05.0,T. Parker makes 3-pt shot from 23 ft (assist by M. Ginobili),3,69-60,,
2:46.0,,,69-60,,R. Westbrook misses 2-pt shot from 1 ft
2:45.0,,,69-60,,Offensive rebound by E. Kanter
2:45.0,,,69-60,,E. Kanter misses 2-pt shot from 2 ft
2:45.0,,,69-60,,Offensive rebound by Team
2:45.0,Loose ball foul by M. Ginobili,,69-60,,
2:45.0,,,69-61,1,E. Kanter makes free throw 1 of 2
2:45.0,K. Anderson enters the game for K. Leonard,,69-61,,
2:45.0,P. Mills enters the game for L. Aldridge,,69-61,,
2:45.0,D. West enters the game for T. Parker,,69-61,,
2:45.0,,,69-61,,K. Durant enters the game for A. Roberson
2:45.0,,,69-61,,C. Payne enters the game for R. Westbrook
2:45.0,,,69-62,1,E. Kanter makes free throw 2 of 2
2:20.0,K. Anderson misses 2-pt shot from 16 ft,,69-62,,
2:19.0,Offensive rebound by Team,,69-62,,
2:19.0,Turnover by Team (shot clock),,69-62,,
2:19.0,,,69-62,,S. Adams enters the game for S. Ibaka
2:07.0,,,69-64,2,C. Payne makes 2-pt shot from 6 ft
1:54.0,M. Ginobili misses 2-pt shot from 5 ft,,69-64,,
1:54.0,,,69-64,,Defensive rebound by S. Adams
1:49.0,,,69-64,,C. Payne misses 2-pt shot from 4 ft
1:49.0,Defensive rebound by Team,,69-64,,
1:49.0,L. Aldridge enters the game for B. Diaw,,69-64,,
1:37.0,,,69-64,,Personal foul by D. Waiters
1:37.0,M. Ginobili makes free throw 1 of 2,1,70-64,,
1:37.0,K. Leonard enters the game for K. Anderson,,70-64,,
1:37.0,M. Ginobili misses free throw 2 of 2,,70-64,,
1:37.0,,,70-64,,Defensive rebound by K. Durant
1:23.0,,,70-67,3,D. Waiters makes 3-pt shot from 23 ft (assist by K. Durant)
1:08.0,L. Aldridge makes 2-pt shot from 19 ft (assist by K. Leonard),2,72-67,,
0:48.0,,,72-69,2,K. Durant makes 2-pt shot from 8 ft
0:32.0,L. Aldridge misses 2-pt shot from 14 ft,,72-69,,
0:30.0,,,72-69,,Defensive rebound by C. Payne
0:08.0,,,72-69,,Turnover by S. Adams (lost ball)
0:08.0,,,72-69,,A. Roberson enters the game for K. Durant
0:00.0,M. Ginobili misses 3-pt shot from 23 ft,,72-69,,
0:00.0,Offensive rebound by Team,,72-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,K. Leonard misses 2-pt shot from 5 ft,,72-69,,
11:35.0,,,72-69,,Defensive rebound by D. Waiters
11:14.0,,,72-71,2,E. Kanter makes 2-pt shot from 6 ft (assist by K. Durant)
10:58.0,D. West makes 2-pt shot from 3 ft (assist by M. Ginobili),2,74-71,,
10:41.0,,,74-71,,C. Payne misses 3-pt shot from 25 ft
10:41.0,Defensive rebound by M. Ginobili,,74-71,,
10:25.0,L. Aldridge misses 2-pt shot from 13 ft,,74-71,,
10:24.0,,,74-71,,Defensive rebound by C. Payne
10:14.0,,,74-71,,K. Durant misses 3-pt shot from 25 ft
10:13.0,,,74-71,,Offensive rebound by E. Kanter
10:12.0,,,74-73,2,E. Kanter makes 2-pt shot from 1 ft
9:59.0,K. Leonard makes 3-pt shot from 25 ft (assist by P. Mills),3,77-73,,
9:34.0,,,77-73,,C. Payne misses 3-pt shot from 25 ft
9:34.0,,,77-73,,Offensive rebound by E. Kanter
9:28.0,,,77-75,2,C. Payne makes 2-pt shot from 6 ft
9:12.0,,,77-75,,Personal foul by D. Waiters
9:12.0,,,77-75,,R. Westbrook enters the game for C. Payne
9:12.0,D. Green enters the game for M. Ginobili,,77-75,,
9:12.0,,,77-75,,A. Roberson enters the game for K. Durant
9:12.0,T. Parker enters the game for P. Mills,,77-75,,
8:58.0,D. Green misses 3-pt shot from 29 ft,,77-75,,
8:58.0,Offensive rebound by Team,,77-75,,
8:58.0,Turnover by Team (shot clock),,77-75,,
8:58.0,Official timeout,,77-75,,
8:58.0,K. Anderson enters the game for K. Leonard,,77-75,,
8:48.0,,,77-75,,Turnover by R. Westbrook (bad pass)
8:27.0,L. Aldridge misses 2-pt shot from 11 ft,,77-75,,
8:27.0,Offensive rebound by Team,,77-75,,
8:27.0,,,77-75,,Loose ball foul by E. Kanter
8:27.0,,,77-75,,K. Durant enters the game for A. Roberson
8:27.0,,,77-75,,S. Ibaka enters the game for E. Kanter
8:14.0,D. West misses 2-pt shot from 16 ft,,77-75,,
8:14.0,,,77-75,,Defensive rebound by S. Adams
7:59.0,,,77-75,,R. Westbrook misses 2-pt shot from 8 ft
7:59.0,,,77-75,,Offensive rebound by R. Westbrook
7:55.0,,,77-78,3,S. Ibaka makes 3-pt shot from 23 ft (assist by R. Westbrook)
7:34.0,T. Parker misses 3-pt shot from 26 ft,,77-78,,
7:34.0,,,77-78,,Defensive rebound by K. Durant
7:12.0,,,77-81,3,R. Westbrook makes 3-pt shot from 25 ft (assist by D. Waiters)
7:11.0,San Antonio full timeout,,77-81,,
7:11.0,K. Leonard enters the game for K. Anderson,,77-81,,
6:52.0,T. Parker makes 2-pt shot from 2 ft,2,79-81,,
6:31.0,,,79-83,2,K. Durant makes 2-pt shot from 18 ft
6:16.0,K. Leonard makes 2-pt shot from 11 ft (assist by D. Green),2,81-83,,
5:50.0,,,81-83,,D. Waiters misses 3-pt shot from 23 ft
5:50.0,Defensive rebound by T. Parker,,81-83,,
5:38.0,L. Aldridge misses 2-pt shot from 2 ft,,81-83,,
5:38.0,Offensive rebound by Team,,81-83,,
5:36.0,L. Aldridge makes 2-pt shot from 16 ft (assist by T. Parker),2,83-83,,
5:19.0,,,83-85,2,K. Durant makes 2-pt shot from 11 ft (assist by R. Westbrook)
4:59.0,Shooting foul by D. Waiters (drawn by K. Leonard),,83-85,,
4:59.0,K. Leonard makes free throw 1 of 2,1,84-85,,
4:59.0,,,84-85,,A. Roberson enters the game for D. Waiters
4:59.0,K. Leonard makes free throw 2 of 2,1,85-85,,
4:38.0,,,85-85,,R. Westbrook misses 3-pt shot from 26 ft
4:38.0,Defensive rebound by L. Aldridge,,85-85,,
4:28.0,T. Parker makes 2-pt shot from 22 ft,2,87-85,,
4:24.0,,,87-85,,Oklahoma City full timeout
4:08.0,Personal foul by D. West,,87-85,,
4:00.0,,,87-85,,K. Durant misses 2-pt shot from 17 ft
4:00.0,Defensive rebound by T. Parker,,87-85,,
3:44.0,Shooting foul by A. Roberson (drawn by L. Aldridge),,87-85,,
3:44.0,L. Aldridge makes free throw 1 of 2,1,88-85,,
3:44.0,,,88-85,,D. Waiters enters the game for A. Roberson
3:44.0,L. Aldridge makes free throw 2 of 2,1,89-85,,
3:35.0,Personal foul by D. Green,,89-85,,
3:25.0,,,89-85,,Turnover by R. Westbrook (lost ball; steal by L. Aldridge)
3:19.0,Shooting foul by S. Ibaka (drawn by K. Leonard),,89-85,,
3:19.0,K. Leonard makes free throw 1 of 2,1,90-85,,
3:19.0,K. Leonard makes free throw 2 of 2,1,91-85,,
3:06.0,Personal foul by D. West,,91-85,,
2:56.0,,,91-87,2,K. Durant makes 2-pt shot from 1 ft
2:33.0,D. Green misses 3-pt shot from 22 ft,,91-87,,
2:33.0,,,91-87,,Defensive rebound by R. Westbrook
2:28.0,,,91-89,2,R. Westbrook makes 2-pt shot from 2 ft
2:06.0,Shooting foul by S. Ibaka (drawn by L. Aldridge),,91-89,,
2:06.0,L. Aldridge misses free throw 1 of 2,,91-89,,
2:06.0,Offensive rebound by Team,,91-89,,
2:06.0,L. Aldridge makes free throw 2 of 2,1,92-89,,
1:55.0,,,92-89,,Turnover by R. Westbrook (lost ball; steal by K. Leonard)
1:51.0,K. Leonard makes 2-pt shot from 3 ft,2,94-89,,
1:37.0,,,94-89,,Turnover by K. Durant (bad pass)
1:19.0,D. West makes 2-pt shot from 5 ft,2,96-89,,
1:19.0,,,96-89,,Oklahoma City full timeout
1:13.0,,,96-89,,R. Westbrook misses 3-pt shot from 25 ft
1:13.0,,,96-89,,Offensive rebound by Team
1:13.0,Loose ball foul by L. Aldridge,,96-89,,
