time,Golden State,pts.away,score,pts.home,Dallas
10:52.0,M. Speights makes 2-pt shot from 17 ft (assist by S. Livingston),2,45-40,,
10:41.0,,,45-40,,J. Barea misses 2-pt shot from 1 ft (block by L. Barbosa)
10:39.0,Defensive rebound by M. Speights,,45-40,,
10:27.0,L. Barbosa misses 2-pt shot from 20 ft,,45-40,,
10:26.0,,,45-40,,Defensive rebound by J. Anderson
10:15.0,,,45-40,,Shooting foul by B. Rush (drawn by D. Harris)
10:15.0,,,45-41,1,D. Harris makes free throw 1 of 2
10:15.0,K. Thompson enters the game for L. Barbosa,,45-41,,
10:15.0,,,45-42,1,D. Harris makes free throw 2 of 2
10:04.0,M. Speights misses 2-pt shot from 10 ft,,45-42,,
10:03.0,,,45-42,,Defensive rebound by D. Lee
9:46.0,,,45-42,,D. Nowitzki misses 2-pt shot from 13 ft
9:45.0,Defensive rebound by S. Livingston,,45-42,,
9:28.0,K. Thompson makes 3-pt shot from 28 ft (assist by M. Speights),3,48-42,,
9:01.0,,,48-42,,J. Barea misses 3-pt shot from 25 ft
8:59.0,,,48-42,,Offensive rebound by D. Lee
8:40.0,,,48-42,,J. Anderson misses 3-pt shot from 22 ft
8:38.0,,,48-42,,Offensive rebound by D. Lee
8:34.0,,,48-42,,D. Harris misses 2-pt shot from 19 ft
8:32.0,,,48-42,,Offensive rebound by D. Lee
8:30.0,,,48-42,,D. Lee misses 2-pt shot from 5 ft
8:29.0,Defensive rebound by B. Rush,,48-42,,
8:13.0,K. Thompson makes 3-pt shot from 22 ft (assist by S. Livingston),3,51-42,,
8:13.0,,,51-42,,Dallas full timeout
8:13.0,,,51-42,,C. Parsons enters the game for D. Nowitzki
8:13.0,,,51-42,,Z. Pachulia enters the game for D. Lee
8:13.0,,,51-42,,W. Matthews enters the game for D. Harris
8:13.0,,,51-42,,R. Felton enters the game for J. Anderson
8:13.0,,,51-42,,D. Williams enters the game for J. Barea
8:13.0,A. Varejao enters the game for M. Speights,,51-42,,
7:58.0,,,51-42,,Shooting foul by K. Thompson (drawn by W. Matthews)
7:58.0,,,51-42,,W. Matthews misses free throw 1 of 2
7:58.0,,,51-42,,Offensive rebound by Team
7:58.0,,,51-43,1,W. Matthews makes free throw 2 of 2
7:41.0,H. Barnes misses 2-pt shot from 22 ft,,51-43,,
7:40.0,Offensive rebound by Team,,51-43,,
7:27.0,A. Varejao misses 2-pt shot from 4 ft,,51-43,,
7:26.0,,,51-43,,Defensive rebound by C. Parsons
7:19.0,,,51-43,,D. Williams misses 3-pt shot from 23 ft
7:18.0,Defensive rebound by A. Varejao,,51-43,,
7:09.0,S. Livingston misses 2-pt shot from 14 ft,,51-43,,
7:08.0,Offensive rebound by Team,,51-43,,
7:04.0,K. Thompson makes 3-pt shot from 22 ft (assist by S. Livingston),3,54-43,,
6:50.0,,,54-43,,R. Felton misses 2-pt shot at rim
6:48.0,Defensive rebound by H. Barnes,,54-43,,
6:41.0,H. Barnes makes 2-pt shot at rim (assist by S. Livingston),2,56-43,,
6:40.0,,,56-43,,Dallas full timeout
6:40.0,I. Clark enters the game for S. Livingston,,56-43,,
6:23.0,,,56-43,,C. Parsons misses 2-pt shot from 2 ft (block by B. Rush)
6:22.0,,,56-43,,Offensive rebound by Z. Pachulia
6:17.0,,,56-45,2,W. Matthews makes 2-pt shot from 1 ft
6:17.0,Shooting block foul by A. Varejao (drawn by W. Matthews),,56-45,,
6:17.0,,,56-46,1,W. Matthews makes free throw 1 of 1
6:02.0,K. Thompson makes 3-pt shot from 25 ft (assist by I. Clark),3,59-46,,
5:45.0,Shooting block foul by B. Rush (drawn by Z. Pachulia),,59-46,,
5:45.0,Official timeout,,59-46,,
5:45.0,D. Green enters the game for H. Barnes,,59-46,,
5:45.0,,,59-47,1,Z. Pachulia makes free throw 1 of 2
5:45.0,,,59-48,1,Z. Pachulia makes free throw 2 of 2
5:29.0,D. Green makes 3-pt shot from 23 ft (assist by K. Thompson),3,62-48,,
5:16.0,,,62-48,,Z. Pachulia misses 2-pt shot from 10 ft (block by D. Green)
5:14.0,Defensive rebound by B. Rush,,62-48,,
5:08.0,Turnover by A. Varejao (bad pass),,62-48,,
5:08.0,S. Curry enters the game for I. Clark,,62-48,,
4:53.0,Personal foul by A. Varejao,,62-48,,
4:53.0,,,62-48,,J. Barea enters the game for R. Felton
4:53.0,,,62-48,,D. Nowitzki enters the game for Z. Pachulia
4:53.0,,,62-49,1,C. Parsons makes free throw 1 of 2
4:53.0,J. McAdoo enters the game for A. Varejao,,62-49,,
4:53.0,,,62-50,1,C. Parsons makes free throw 2 of 2
4:48.0,K. Thompson misses 3-pt shot from 26 ft,,62-50,,
4:47.0,,,62-50,,Defensive rebound by J. Barea
4:40.0,,,62-52,2,D. Williams makes 2-pt shot from 4 ft
4:20.0,Turnover by D. Green (traveling),,62-52,,
4:14.0,,,62-55,3,J. Barea makes 3-pt shot from 22 ft (assist by D. Nowitzki)
4:06.0,Golden State full timeout,,62-55,,
4:06.0,H. Barnes enters the game for B. Rush,,62-55,,
3:55.0,Turnover by K. Thompson (lost ball; steal by W. Matthews),,62-55,,
3:50.0,,,62-57,2,J. Barea makes 2-pt shot from 1 ft (assist by W. Matthews)
3:37.0,,,62-57,,Personal foul by D. Williams
3:37.0,,,62-57,,D. Lee enters the game for D. Williams
3:32.0,S. Curry misses 3-pt shot from 22 ft,,62-57,,
3:30.0,,,62-57,,Defensive rebound by J. Barea
3:21.0,,,62-57,,J. Barea misses 2-pt shot from 18 ft
3:20.0,Defensive rebound by H. Barnes,,62-57,,
3:06.0,H. Barnes makes 2-pt shot from 8 ft (assist by K. Thompson),2,64-57,,
2:53.0,,,64-59,2,W. Matthews makes 2-pt shot from 17 ft
2:44.0,Turnover by K. Thompson (bad pass),,64-59,,
2:44.0,Golden State full timeout,,64-59,,
2:29.0,,,64-61,2,D. Nowitzki makes 2-pt shot from 12 ft
2:15.0,Turnover by S. Curry (lost ball; steal by C. Parsons),,64-61,,
2:15.0,Jump ball: S. Curry vs. C. Parsons (J. Barea gains possession),,,,Jump ball: S. Curry vs. C. Parsons (J. Barea gains possession)
2:02.0,,,64-61,,W. Matthews misses 3-pt shot from 24 ft
2:01.0,Defensive rebound by S. Curry,,64-61,,
1:50.0,K. Thompson misses 3-pt shot from 24 ft,,64-61,,
1:48.0,Offensive rebound by J. McAdoo,,64-61,,
1:46.0,S. Curry makes 2-pt shot from 1 ft (assist by J. McAdoo),2,66-61,,
1:27.0,,,66-61,,Shooting foul by H. Barnes (drawn by D. Lee)
1:27.0,,,66-62,1,D. Lee makes free throw 1 of 2
1:27.0,A. Bogut enters the game for J. McAdoo,,66-62,,
1:27.0,,,66-63,1,D. Lee makes free throw 2 of 2
1:20.0,S. Curry misses 2-pt shot from 6 ft (block by D. Lee),,66-63,,
1:20.0,Offensive rebound by Team,,66-63,,
1:13.0,S. Curry makes 3-pt shot from 23 ft,3,69-63,,
0:56.0,Shooting block foul by A. Bogut (drawn by J. Barea),,69-63,,
0:56.0,,,69-64,1,J. Barea makes free throw 1 of 2
0:56.0,,,69-65,1,J. Barea makes free throw 2 of 2
0:51.0,,,69-65,,Personal foul by W. Matthews
0:51.0,,,69-65,,R. Felton enters the game for D. Lee
0:50.0,,,69-65,,Personal take foul by D. Nowitzki
0:50.0,A. Bogut makes free throw 1 of 2,1,70-65,,
0:50.0,A. Bogut makes free throw 2 of 2,1,71-65,,
0:36.0,,,71-65,,J. Barea misses 2-pt shot from 4 ft
0:34.0,Defensive rebound by D. Green,,71-65,,
0:31.0,S. Curry makes 2-pt shot at rim (assist by D. Green),2,73-65,,
0:14.0,,,73-65,,Shooting foul by K. Thompson (drawn by C. Parsons)
0:14.0,,,73-66,1,C. Parsons makes free throw 1 of 2
0:14.0,,,73-66,,D. Lee enters the game for D. Nowitzki
0:14.0,M. Speights enters the game for A. Bogut,,73-66,,
0:14.0,,,73-66,,D. Harris enters the game for J. Barea
0:14.0,,,73-67,1,C. Parsons makes free throw 2 of 2
0:03.0,S. Curry misses 3-pt shot from 26 ft,,73-67,,
0:02.0,,,73-67,,Defensive rebound by C. Parsons
0:00.0,,,73-67,,C. Parsons misses 3-pt shot from 56 ft
0:00.0,,,73-67,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,K. Thompson misses 2-pt shot from 3 ft (block by D. Nowitzki),,73-67,,
11:44.0,Offensive rebound by Team,,73-67,,
11:43.0,J. McAdoo makes 2-pt shot at rim (assist by S. Curry),2,75-67,,
11:13.0,,,75-70,3,C. Parsons makes 3-pt shot from 23 ft (assist by D. Nowitzki)
11:05.0,Turnover by D. Green (lost ball; steal by C. Parsons),,75-70,,
10:59.0,,,75-72,2,C. Parsons makes 2-pt shot from 15 ft
10:47.0,,,75-72,,Personal foul by W. Matthews
10:41.0,Turnover by D. Green (lost ball; steal by C. Parsons),,75-72,,
10:32.0,,,75-72,,Turnover by D. Williams (lost ball; steal by H. Barnes)
10:25.0,S. Curry misses 2-pt shot at rim (block by R. Felton),,75-72,,
10:23.0,Offensive rebound by J. McAdoo,,75-72,,
10:23.0,J. McAdoo misses 2-pt shot from 2 ft (block by D. Nowitzki),,75-72,,
10:23.0,Offensive rebound by Team,,75-72,,
10:10.0,H. Barnes misses 2-pt shot from 18 ft,,75-72,,
10:09.0,,,75-72,,Defensive rebound by D. Nowitzki
9:52.0,,,75-74,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by R. Felton)
9:50.0,Golden State full timeout,,75-74,,
9:39.0,S. Curry makes 2-pt shot from 8 ft,2,77-74,,
9:18.0,,,77-74,,D. Williams misses 2-pt shot from 7 ft
9:17.0,Defensive rebound by K. Thompson,,77-74,,
9:10.0,Turnover by K. Thompson (bad pass),,77-74,,
9:06.0,Shooting block foul by K. Thompson (drawn by D. Williams),,77-74,,
9:06.0,,,77-75,1,D. Williams makes free throw 1 of 2
9:06.0,,,77-76,1,D. Williams makes free throw 2 of 2
8:58.0,K. Thompson makes 2-pt shot from 18 ft (assist by S. Curry),2,79-76,,
8:47.0,,,79-76,,Turnover by C. Parsons (lost ball; steal by D. Green)
8:40.0,H. Barnes makes 2-pt shot from 8 ft,2,81-76,,
8:28.0,Personal foul by J. McAdoo,,81-76,,
8:21.0,,,81-78,2,R. Felton makes 2-pt shot from 8 ft
8:10.0,J. McAdoo misses 2-pt shot at rim,,81-78,,
8:09.0,,,81-78,,Defensive rebound by D. Nowitzki
8:01.0,,,81-81,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by D. Williams)
7:53.0,Offensive charge foul by J. McAdoo,,81-81,,
7:53.0,Turnover by J. McAdoo (offensive foul),,81-81,,
7:43.0,,,81-83,2,R. Felton makes 2-pt shot at rim
7:31.0,,,81-83,,Personal foul by R. Felton
7:31.0,,,81-83,,D. Lee enters the game for C. Parsons
7:27.0,K. Thompson misses 2-pt shot from 3 ft (block by D. Nowitzki),,81-83,,
7:26.0,Offensive rebound by S. Curry,,81-83,,
7:25.0,S. Curry makes 2-pt shot from 1 ft,2,83-83,,
7:10.0,,,83-83,,W. Matthews misses 3-pt shot from 22 ft
7:08.0,,,83-83,,Offensive rebound by D. Lee
7:05.0,,,83-83,,D. Nowitzki misses 3-pt shot from 24 ft
7:04.0,Defensive rebound by K. Thompson,,83-83,,
6:56.0,J. McAdoo misses 2-pt shot at rim,,83-83,,
6:54.0,,,83-83,,Defensive rebound by R. Felton
6:49.0,,,83-83,,D. Williams misses 3-pt shot from 24 ft
6:48.0,Defensive rebound by K. Thompson,,83-83,,
6:41.0,Shooting foul by D. Lee (drawn by J. McAdoo),,83-83,,
6:41.0,J. McAdoo misses free throw 1 of 2,,83-83,,
6:41.0,Offensive rebound by Team,,83-83,,
6:41.0,,,83-83,,D. Harris enters the game for D. Nowitzki
6:41.0,L. Barbosa enters the game for K. Thompson,,83-83,,
6:41.0,J. McAdoo makes free throw 2 of 2,1,84-83,,
6:25.0,,,84-83,,R. Felton misses 2-pt shot from 18 ft
6:24.0,Defensive rebound by D. Green,,84-83,,
6:11.0,H. Barnes misses 2-pt shot from 12 ft,,84-83,,
6:10.0,,,84-83,,Defensive rebound by D. Lee
5:56.0,,,84-83,,D. Williams misses 2-pt shot from 11 ft
5:55.0,Defensive rebound by S. Curry,,84-83,,
5:52.0,D. Green misses 2-pt shot from 2 ft (block by R. Felton),,84-83,,
5:52.0,,,84-83,,Defensive rebound by Team
5:52.0,M. Speights enters the game for J. McAdoo,,84-83,,
5:35.0,,,84-83,,W. Matthews misses 3-pt shot from 23 ft
5:34.0,Defensive rebound by H. Barnes,,84-83,,
5:28.0,,,84-83,,Personal foul by D. Harris
5:19.0,S. Curry misses 3-pt shot from 24 ft,,84-83,,
5:18.0,,,84-83,,Defensive rebound by D. Lee
5:07.0,,,84-83,,W. Matthews misses 2-pt shot at rim (block by H. Barnes)
5:05.0,Defensive rebound by M. Speights,,84-83,,
4:57.0,H. Barnes makes 3-pt shot from 24 ft (assist by M. Speights),3,87-83,,
4:57.0,,,87-83,,Dallas full timeout
4:57.0,,,87-83,,J. Barea enters the game for R. Felton
4:47.0,,,87-83,,Turnover by D. Harris (bad pass)
4:30.0,M. Speights misses 3-pt shot from 24 ft,,87-83,,
4:29.0,,,87-83,,Defensive rebound by Team
4:07.0,,,87-83,,J. Barea misses 2-pt shot from 9 ft
4:05.0,Defensive rebound by M. Speights,,87-83,,
3:55.0,H. Barnes misses 2-pt shot from 1 ft,,87-83,,
3:54.0,,,87-83,,Defensive rebound by D. Harris
3:46.0,,,87-85,2,D. Lee makes 2-pt shot from 1 ft (assist by D. Williams)
3:38.0,Shooting foul by D. Lee (drawn by H. Barnes),,87-85,,
3:38.0,H. Barnes misses free throw 1 of 2,,87-85,,
3:38.0,Offensive rebound by Team,,87-85,,
3:38.0,H. Barnes makes free throw 2 of 2,1,88-85,,
3:27.0,Personal foul by L. Barbosa,,88-85,,
3:27.0,S. Livingston enters the game for H. Barnes,,88-85,,
3:13.0,,,88-85,,D. Williams misses 2-pt shot from 8 ft
3:13.0,,,88-85,,Offensive rebound by Team
3:13.0,,,88-85,,Turnover by Team (shot clock)
3:00.0,Shooting foul by D. Harris (drawn by D. Green),,88-85,,
3:00.0,D. Green makes free throw 1 of 2,1,89-85,,
3:00.0,,,89-85,,D. Nowitzki enters the game for W. Matthews
3:00.0,D. Green makes free throw 2 of 2,1,90-85,,
2:39.0,Personal foul by S. Curry,,90-85,,
2:34.0,,,90-85,,Turnover by D. Lee (lost ball; steal by S. Livingston)
2:29.0,Turnover by M. Speights (lost ball),,90-85,,
2:14.0,,,90-85,,Turnover by J. Barea (step out of bounds)
2:02.0,S. Curry misses 3-pt shot from 25 ft,,90-85,,
2:01.0,,,90-85,,Defensive rebound by D. Lee
1:45.0,,,90-85,,D. Nowitzki misses 2-pt shot from 14 ft
1:44.0,Defensive rebound by S. Curry,,90-85,,
1:40.0,L. Barbosa makes 2-pt shot from 2 ft (assist by S. Curry),2,92-85,,
1:27.0,,,92-85,,D. Williams misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by S. Curry,,92-85,,
1:18.0,Turnover by D. Green (bad pass),,92-85,,
1:18.0,,,92-85,,R. Felton enters the game for D. Williams
1:06.0,,,92-85,,D. Nowitzki misses 2-pt shot from 12 ft
1:05.0,Defensive rebound by M. Speights,,92-85,,
0:54.0,M. Speights makes 2-pt shot from 3 ft (assist by D. Green),2,94-85,,
0:54.0,,,94-85,,Dallas full timeout
0:54.0,J. McAdoo enters the game for D. Green,,94-85,,
0:37.0,,,94-85,,D. Harris misses 2-pt shot from 1 ft
0:36.0,Defensive rebound by J. McAdoo,,94-85,,
0:26.0,S. Curry misses 2-pt shot from 8 ft,,94-85,,
0:25.0,,,94-85,,Defensive rebound by J. Barea
0:08.0,,,94-85,,J. Barea misses 2-pt shot from 5 ft (block by M. Speights)
0:06.0,Defensive rebound by M. Speights,,94-85,,
0:01.0,S. Curry misses 3-pt shot from 24 ft,,94-85,,
0:00.0,,,94-85,,Defensive rebound by D. Harris
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,94-87,2,J. Barea makes 2-pt shot from 1 ft
11:26.0,H. Barnes misses 3-pt shot from 22 ft,,94-87,,
11:26.0,,,94-87,,Defensive rebound by D. Lee
11:16.0,,,94-90,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Barea)
10:56.0,S. Livingston makes 2-pt shot from 10 ft (assist by B. Rush),2,96-90,,
10:46.0,,,96-92,2,D. Lee makes 2-pt shot from 1 ft (assist by J. Barea)
10:32.0,K. Thompson misses 3-pt shot from 25 ft,,96-92,,
10:31.0,,,96-92,,Defensive rebound by D. Nowitzki
10:25.0,Personal take foul by M. Speights,,96-92,,
10:25.0,A. Varejao enters the game for M. Speights,,96-92,,
10:18.0,,,96-92,,J. Barea misses 2-pt shot from 4 ft (block by A. Varejao)
10:16.0,,,96-92,,Offensive rebound by D. Lee
10:15.0,Loose ball foul by H. Barnes,,96-92,,
10:05.0,,,96-94,2,D. Harris makes 2-pt shot from 1 ft (assist by D. Nowitzki)
9:53.0,,,96-94,,Shooting block foul by D. Nowitzki (drawn by H. Barnes)
9:53.0,H. Barnes makes free throw 1 of 2,1,97-94,,
9:53.0,H. Barnes makes free throw 2 of 2,1,98-94,,
9:29.0,,,98-94,,D. Harris misses 3-pt shot from 22 ft
9:28.0,,,98-94,,Offensive rebound by J. Anderson
9:13.0,,,98-97,3,J. Barea makes 3-pt shot from 24 ft
8:58.0,K. Thompson makes 2-pt shot from 19 ft (assist by H. Barnes),2,100-97,,
8:46.0,,,100-97,,Turnover by J. Barea (lost ball; steal by K. Thompson)
8:22.0,S. Livingston misses 2-pt shot from 18 ft (block by D. Harris),,100-97,,
8:22.0,Offensive rebound by S. Livingston,,100-97,,
8:22.0,Turnover by Team (shot clock),,100-97,,
8:22.0,Official timeout,,100-97,,
8:22.0,D. Green enters the game for H. Barnes,,100-97,,
8:08.0,,,100-97,,D. Harris misses 3-pt shot from 24 ft
8:07.0,Defensive rebound by K. Thompson,,100-97,,
7:49.0,Shooting foul by J. Barea (drawn by K. Thompson),,100-97,,
7:49.0,K. Thompson makes 2-pt shot from 14 ft,2,102-97,,
7:49.0,,,102-97,,W. Matthews enters the game for D. Nowitzki
7:49.0,,,102-97,,D. Williams enters the game for D. Harris
7:49.0,K. Thompson makes free throw 1 of 1,1,103-97,,
7:35.0,,,103-97,,J. Barea misses 2-pt shot from 3 ft (block by K. Thompson)
7:35.0,Defensive rebound by A. Varejao,,103-97,,
7:27.0,B. Rush misses 3-pt shot from 23 ft,,103-97,,
7:26.0,,,103-97,,Defensive rebound by D. Williams
7:19.0,,,103-99,2,J. Barea makes 2-pt shot from 5 ft (assist by D. Williams)
7:07.0,K. Thompson makes 3-pt shot from 24 ft,3,106-99,,
6:48.0,,,106-99,,D. Williams misses 2-pt shot from 12 ft
6:47.0,Defensive rebound by D. Green,,106-99,,
6:32.0,K. Thompson misses 3-pt shot from 28 ft,,106-99,,
6:31.0,,,106-99,,Defensive rebound by W. Matthews
6:23.0,,,106-99,,Turnover by W. Matthews (lost ball; steal by S. Livingston)
6:18.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Livingston),3,109-99,,
6:17.0,,,109-99,,Dallas full timeout
6:17.0,,,109-99,,R. Felton enters the game for D. Lee
6:17.0,,,109-99,,D. Nowitzki enters the game for J. Anderson
6:17.0,H. Barnes enters the game for S. Livingston,,109-99,,
6:17.0,S. Curry enters the game for B. Rush,,109-99,,
6:05.0,Personal foul by A. Varejao,,109-99,,
5:52.0,,,109-101,2,D. Nowitzki makes 2-pt shot from 17 ft (assist by R. Felton)
5:32.0,K. Thompson misses 2-pt shot from 14 ft,,109-101,,
5:31.0,,,109-101,,Defensive rebound by D. Williams
5:19.0,,,109-101,,R. Felton misses 2-pt shot from 6 ft
