time,Minnesota,pts.away,score,pts.home,New Orleans
1:18.0,,,36-21,,Turnover by N. Cole (bad pass; steal by G. Dieng)
1:09.0,Z. LaVine misses 2-pt shot from 1 ft,,36-21,,
1:08.0,Offensive rebound by N. Bjelica,,36-21,,
1:08.0,N. Bjelica makes 2-pt shot from 1 ft,2,38-21,,
1:00.0,,,38-21,,Turnover by J. Holiday (bad pass; steal by Z. LaVine)
0:54.0,Turnover by S. Muhammad (bad pass; steal by R. Anderson),,38-21,,
0:34.0,,,38-23,2,A. Gee makes 2-pt shot at rim (assist by J. Holiday)
0:17.0,G. Dieng misses 2-pt shot from 13 ft,,38-23,,
0:16.0,,,38-23,,Defensive rebound by N. Cole
0:04.0,Personal foul by Z. LaVine (drawn by N. Cole),,38-23,,
0:04.0,T. Prince enters the game for N. Bjelica,,38-23,,
0:00.0,,,38-23,,R. Anderson misses 3-pt shot from 26 ft
0:00.0,,,38-23,,Offensive rebound by A. Davis
0:00.0,,,38-25,2,A. Davis makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,38-25,,N. Cole misses 2-pt shot from 21 ft
11:40.0,Defensive rebound by S. Muhammad,,38-25,,
11:28.0,Turnover by N. Bjelica (bad pass; steal by D. Cunningham),,38-25,,
11:14.0,,,38-25,,J. Holiday misses 2-pt shot from 2 ft
11:13.0,Defensive rebound by G. Dieng,,38-25,,
10:59.0,S. Muhammad makes 2-pt shot from 3 ft (assist by N. Bjelica),2,40-25,,
10:59.0,Shooting foul by N. Cole (drawn by S. Muhammad),,40-25,,
10:59.0,S. Muhammad makes free throw 1 of 1,1,41-25,,
10:43.0,,,41-28,3,J. Holiday makes 3-pt shot from 25 ft (assist by N. Cole)
10:21.0,G. Dieng makes 2-pt shot at rim (assist by Z. LaVine),2,43-28,,
10:10.0,,,43-28,,Shooting foul by N. Bjelica (drawn by R. Anderson)
10:10.0,,,43-29,1,R. Anderson makes free throw 1 of 2
10:10.0,,,43-30,1,R. Anderson makes free throw 2 of 2
9:49.0,N. Bjelica misses 2-pt shot from 6 ft,,43-30,,
9:48.0,,,43-30,,Defensive rebound by N. Cole
9:39.0,Personal foul by N. Bjelica (drawn by J. Holiday),,43-30,,
9:33.0,,,43-30,,R. Anderson misses 3-pt shot from 25 ft
9:32.0,Defensive rebound by G. Dieng,,43-30,,
9:17.0,S. Muhammad misses 2-pt shot from 11 ft,,43-30,,
9:16.0,Offensive rebound by K. Martin,,43-30,,
9:08.0,K. Martin misses 3-pt shot from 24 ft,,43-30,,
9:07.0,Offensive rebound by N. Bjelica,,43-30,,
8:54.0,Z. LaVine makes 2-pt shot from 19 ft,2,45-30,,
8:44.0,,,45-32,2,N. Cole makes 2-pt shot from 18 ft
8:44.0,,,45-32,,Shooting foul by Z. LaVine (drawn by N. Cole)
8:44.0,Official timeout,,45-32,,
8:44.0,,,45-32,,A. Ajinca enters the game for D. Cunningham
8:44.0,,,45-32,,A. Davis enters the game for R. Anderson
8:44.0,,,45-33,1,N. Cole makes free throw 1 of 1
8:21.0,Z. LaVine misses 2-pt shot from 16 ft,,45-33,,
8:21.0,,,45-33,,Defensive rebound by A. Gee
8:09.0,,,45-33,,A. Davis misses 2-pt shot from 7 ft
8:08.0,Defensive rebound by N. Bjelica,,45-33,,
8:04.0,K. Martin makes 2-pt shot at rim (assist by Z. LaVine),2,47-33,,
7:51.0,,,47-35,2,J. Holiday makes 2-pt shot from 1 ft
7:35.0,Offensive foul by K. Martin,,47-35,,
7:35.0,Turnover by K. Martin (offensive foul),,47-35,,
7:30.0,Personal block foul by N. Bjelica (drawn by J. Holiday),,47-35,,
7:24.0,Def 3 sec tech foul by S. Muhammad,,47-35,,
7:24.0,,,47-35,,A. Davis misses technical free throw
7:24.0,,,47-35,,Offensive rebound by Team
7:17.0,Personal foul by Z. LaVine (drawn by A. Davis),,47-35,,
7:17.0,,,47-36,1,A. Davis makes free throw 1 of 2
7:17.0,R. Rubio enters the game for Z. LaVine,,47-36,,
7:17.0,,,47-37,1,A. Davis makes free throw 2 of 2
6:53.0,N. Bjelica misses 2-pt shot from 1 ft,,47-37,,
6:52.0,,,47-37,,Defensive rebound by A. Davis
6:39.0,,,47-39,2,A. Davis makes 2-pt shot from 21 ft (assist by J. Holiday)
6:33.0,Minnesota full timeout,,47-39,,
6:33.0,K. Towns enters the game for K. Martin,,47-39,,
6:33.0,A. Wiggins enters the game for N. Bjelica,,47-39,,
6:23.0,Shooting foul by A. Gee (drawn by A. Wiggins),,47-39,,
6:23.0,A. Wiggins makes free throw 1 of 2,1,48-39,,
6:23.0,A. Wiggins makes free throw 2 of 2,1,49-39,,
6:14.0,Personal foul by R. Rubio (drawn by A. Davis),,49-39,,
6:14.0,,,49-40,1,A. Davis makes free throw 1 of 2
6:14.0,,,49-41,1,A. Davis makes free throw 2 of 2
5:58.0,A. Wiggins misses 3-pt shot from 27 ft,,49-41,,
5:58.0,,,49-41,,Defensive rebound by A. Davis
5:48.0,,,49-41,,Turnover by N. Cole (bad pass; steal by A. Wiggins)
5:30.0,K. Towns misses 2-pt shot from 15 ft,,49-41,,
5:29.0,,,49-41,,Defensive rebound by A. Ajinca
5:19.0,,,49-43,2,N. Cole makes 2-pt shot from 2 ft
5:06.0,Shooting foul by A. Davis (drawn by G. Dieng),,49-43,,
5:06.0,G. Dieng makes free throw 1 of 2,1,50-43,,
5:06.0,,,50-43,,T. Evans enters the game for N. Cole
5:06.0,,,50-43,,E. Gordon enters the game for J. Holiday
5:06.0,T. Prince enters the game for S. Muhammad,,50-43,,
5:06.0,G. Dieng makes free throw 2 of 2,1,51-43,,
4:55.0,,,51-43,,A. Ajinca misses 2-pt shot from 19 ft
4:55.0,Defensive rebound by A. Wiggins,,51-43,,
4:47.0,R. Rubio misses 2-pt shot from 2 ft (block by T. Evans),,51-43,,
4:46.0,Offensive rebound by G. Dieng,,51-43,,
4:46.0,Jump ball: A. Davis vs. G. Dieng (R. Rubio gains possession),,,,Jump ball: A. Davis vs. G. Dieng (R. Rubio gains possession)
4:37.0,G. Dieng makes 2-pt shot from 6 ft (assist by R. Rubio),2,53-43,,
4:23.0,,,53-43,,Turnover by T. Evans (bad pass; steal by G. Dieng)
4:20.0,Shooting foul by T. Evans (drawn by A. Wiggins),,53-43,,
4:20.0,A. Wiggins misses free throw 1 of 2,,53-43,,
4:20.0,Offensive rebound by Team,,53-43,,
4:20.0,K. Garnett enters the game for G. Dieng,,53-43,,
4:20.0,A. Wiggins misses free throw 2 of 2,,53-43,,
4:18.0,,,53-43,,Defensive rebound by A. Ajinca
4:06.0,,,53-43,,Turnover by A. Gee (bad pass; steal by K. Towns)
3:53.0,K. Towns misses 2-pt shot from 2 ft,,53-43,,
3:53.0,Offensive rebound by K. Towns,,53-43,,
3:53.0,K. Towns misses 2-pt shot from 2 ft,,53-43,,
3:53.0,Offensive rebound by Team,,53-43,,
3:53.0,,,53-43,,R. Anderson enters the game for A. Ajinca
3:49.0,Turnover by K. Towns (bad pass; steal by A. Gee),,53-43,,
3:46.0,,,53-43,,Shooting foul by A. Wiggins (drawn by A. Gee)
3:46.0,,,53-44,1,A. Gee makes free throw 1 of 2
3:46.0,,,53-45,1,A. Gee makes free throw 2 of 2
3:25.0,A. Wiggins misses 3-pt shot from 23 ft (block by A. Davis),,53-45,,
3:25.0,,,53-45,,Defensive rebound by T. Evans
3:23.0,Personal foul by R. Rubio (drawn by A. Davis),,53-45,,
3:23.0,,,53-46,1,A. Davis makes free throw 1 of 2
3:23.0,,,53-47,1,A. Davis makes free throw 2 of 2
3:07.0,K. Towns misses 2-pt shot from 4 ft,,53-47,,
3:06.0,,,53-47,,Defensive rebound by R. Anderson
2:52.0,,,53-47,,A. Davis misses 2-pt shot at rim
2:50.0,Defensive rebound by T. Prince,,53-47,,
2:45.0,R. Rubio misses 3-pt shot from 24 ft,,53-47,,
2:44.0,Offensive rebound by A. Wiggins,,53-47,,
2:42.0,A. Wiggins makes 2-pt shot from 1 ft,2,55-47,,
2:28.0,,,55-47,,Offensive foul by R. Anderson
2:28.0,,,55-47,,Turnover by R. Anderson (offensive foul)
2:28.0,,,55-47,,New Orleans full timeout
2:09.0,A. Wiggins makes 2-pt shot from 2 ft,2,57-47,,
1:43.0,,,57-49,2,T. Evans makes 2-pt shot from 22 ft
1:27.0,K. Towns misses 2-pt shot from 3 ft,,57-49,,
1:25.0,,,57-49,,Defensive rebound by A. Davis
1:03.0,,,57-49,,E. Gordon misses 3-pt shot from 26 ft
1:01.0,,,57-49,,Offensive rebound by T. Evans
0:46.0,,,57-51,2,T. Evans makes 2-pt shot from 1 ft
0:42.0,,,57-51,,Personal foul by R. Anderson (drawn by K. Garnett)
0:42.0,K. Garnett misses free throw 1 of 2,,57-51,,
0:42.0,Offensive rebound by Team,,57-51,,
0:42.0,,,57-51,,A. Ajinca enters the game for R. Anderson
0:42.0,K. Garnett makes free throw 2 of 2,1,58-51,,
0:27.0,,,58-51,,Turnover by T. Evans (lost ball; steal by A. Wiggins)
0:15.0,Minnesota full timeout,,58-51,,
0:15.0,,,58-51,,D. Cunningham enters the game for A. Davis
0:15.0,A. Miller enters the game for R. Rubio,,58-51,,
0:05.0,A. Wiggins makes 2-pt shot from 11 ft,2,60-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,60-51,,Turnover by T. Evans (lost ball; steal by A. Wiggins)
11:39.0,A. Wiggins makes 2-pt shot from 2 ft,2,62-51,,
11:17.0,,,62-54,3,D. Cunningham makes 3-pt shot from 23 ft (assist by E. Gordon)
11:00.0,A. Wiggins misses 2-pt shot from 17 ft,,62-54,,
10:59.0,,,62-54,,Defensive rebound by A. Ajinca
10:54.0,,,62-56,2,T. Evans makes 2-pt shot from 1 ft
10:54.0,,,62-56,,Shooting foul by K. Garnett (drawn by T. Evans)
10:54.0,,,62-57,1,T. Evans makes free throw 1 of 1
10:46.0,,,62-57,,Personal foul by D. Cunningham (drawn by K. Towns)
10:32.0,K. Towns makes 2-pt shot from 8 ft,2,64-57,,
10:07.0,,,64-60,3,D. Cunningham makes 3-pt shot from 23 ft (assist by T. Evans)
9:58.0,,,64-60,,Personal foul by D. Cunningham (drawn by A. Wiggins)
9:58.0,,,64-60,,A. Gee enters the game for D. Cunningham
9:45.0,K. Towns misses 2-pt shot from 1 ft,,64-60,,
9:45.0,,,64-60,,Defensive rebound by A. Ajinca
9:26.0,,,64-60,,T. Evans misses 2-pt shot from 2 ft
9:26.0,,,64-60,,Offensive rebound by A. Ajinca
9:26.0,,,64-62,2,A. Ajinca makes 2-pt shot from 3 ft
9:09.0,Turnover by K. Towns (bad pass),,64-62,,
9:05.0,Personal foul by K. Garnett (drawn by A. Davis),,64-62,,
8:51.0,,,64-65,3,E. Gordon makes 3-pt shot from 25 ft (assist by A. Gee)
8:31.0,,,64-65,,Personal foul by A. Ajinca (drawn by K. Garnett)
8:21.0,A. Wiggins misses 2-pt shot from 16 ft,,64-65,,
8:20.0,,,64-65,,Defensive rebound by T. Evans
7:59.0,,,64-65,,T. Evans misses 3-pt shot from 24 ft
7:58.0,Defensive rebound by T. Prince,,64-65,,
7:44.0,K. Garnett misses 2-pt shot from 19 ft,,64-65,,
7:43.0,,,64-65,,Defensive rebound by A. Gee
7:32.0,,,64-65,,E. Gordon misses 3-pt shot from 24 ft
7:31.0,Defensive rebound by K. Garnett,,64-65,,
7:25.0,T. Prince makes 3-pt shot from 23 ft (assist by R. Rubio),3,67-65,,
7:00.0,,,67-65,,A. Davis misses 2-pt shot from 15 ft (block by K. Garnett)
6:59.0,Defensive rebound by K. Towns,,67-65,,
6:52.0,A. Wiggins misses 3-pt shot from 25 ft,,67-65,,
6:51.0,,,67-65,,Defensive rebound by A. Davis
6:43.0,,,67-65,,New Orleans full timeout
6:43.0,A. Payne enters the game for K. Garnett,,67-65,,
6:31.0,,,67-67,2,T. Evans makes 2-pt shot from 1 ft
6:14.0,K. Towns makes 2-pt shot from 2 ft (assist by A. Wiggins),2,69-67,,
6:01.0,,,69-70,3,E. Gordon makes 3-pt shot from 25 ft (assist by T. Evans)
6:01.0,Loose ball foul by A. Payne (drawn by A. Davis),,69-70,,
6:01.0,,,69-71,1,A. Davis makes free throw 1 of 1
5:49.0,Shooting foul by A. Davis (drawn by A. Wiggins),,69-71,,
5:49.0,A. Wiggins misses free throw 1 of 2,,69-71,,
5:49.0,Offensive rebound by Team,,69-71,,
5:49.0,A. Wiggins makes free throw 2 of 2,1,70-71,,
5:30.0,,,70-71,,A. Davis misses 2-pt shot from 15 ft
5:30.0,Defensive rebound by A. Wiggins,,70-71,,
5:17.0,Turnover by K. Towns (3 sec),,70-71,,
4:54.0,,,70-71,,A. Davis misses 3-pt shot from 23 ft
4:52.0,,,70-71,,Offensive rebound by A. Ajinca
4:46.0,,,70-73,2,T. Evans makes 2-pt shot from 16 ft (assist by A. Ajinca)
4:30.0,,,70-73,,Personal foul by A. Davis (drawn by R. Rubio)
4:30.0,R. Rubio makes free throw 1 of 2,1,71-73,,
4:30.0,,,71-73,,R. Anderson enters the game for A. Davis
4:30.0,,,71-73,,J. Holiday enters the game for T. Evans
4:30.0,N. Bjelica enters the game for A. Payne,,71-73,,
4:30.0,R. Rubio makes free throw 2 of 2,1,72-73,,
4:11.0,,,72-73,,E. Gordon misses 3-pt shot from 25 ft
4:10.0,Defensive rebound by K. Towns,,72-73,,
3:57.0,Minnesota full timeout,,72-73,,
3:57.0,S. Muhammad enters the game for T. Prince,,72-73,,
3:55.0,,,72-73,,Violation by J. Holiday (kicked ball)
3:49.0,Offensive foul by K. Towns,,72-73,,
3:49.0,Turnover by K. Towns (offensive foul),,72-73,,
3:37.0,,,72-75,2,E. Gordon makes 2-pt shot from 1 ft (assist by J. Holiday)
3:28.0,,,72-75,,Personal foul by A. Ajinca (drawn by K. Towns)
3:28.0,K. Towns makes free throw 1 of 2,1,73-75,,
3:28.0,Z. LaVine enters the game for R. Rubio,,73-75,,
3:28.0,K. Martin enters the game for A. Wiggins,,73-75,,
3:28.0,K. Towns makes free throw 2 of 2,1,74-75,,
3:13.0,,,74-75,,A. Ajinca misses 2-pt shot from 3 ft
3:13.0,Defensive rebound by Z. LaVine,,74-75,,
3:03.0,Turnover by K. Towns (traveling),,74-75,,
3:03.0,G. Dieng enters the game for K. Towns,,74-75,,
2:51.0,,,74-75,,J. Holiday misses 2-pt shot from 16 ft
2:50.0,Defensive rebound by S. Muhammad,,74-75,,
2:39.0,Turnover by K. Martin (lost ball; steal by E. Gordon),,74-75,,
2:35.0,,,74-77,2,A. Gee makes 2-pt shot from 1 ft (assist by J. Holiday)
2:35.0,,,74-77,,Shooting foul by Z. LaVine (drawn by A. Gee)
2:35.0,,,74-77,,O. Asik enters the game for A. Ajinca
2:35.0,,,74-78,1,A. Gee makes free throw 1 of 1
2:15.0,S. Muhammad misses 2-pt shot from 8 ft,,74-78,,
2:15.0,,,74-78,,Defensive rebound by O. Asik
2:06.0,,,74-78,,O. Asik misses 2-pt shot from 1 ft (block by G. Dieng)
2:06.0,,,74-78,,Offensive rebound by Team
2:02.0,,,74-78,,Turnover by R. Anderson (lost ball; steal by N. Bjelica)
1:54.0,N. Bjelica misses 3-pt shot from 24 ft,,74-78,,
1:54.0,Offensive rebound by S. Muhammad,,74-78,,
1:54.0,,,74-78,,Personal foul by R. Anderson (drawn by S. Muhammad)
1:54.0,S. Muhammad misses free throw 1 of 2,,74-78,,
1:54.0,Offensive rebound by Team,,74-78,,
1:54.0,,,74-78,,D. Cunningham enters the game for R. Anderson
1:54.0,S. Muhammad makes free throw 2 of 2,1,75-78,,
1:34.0,,,75-78,,Turnover by E. Gordon (lost ball; steal by N. Bjelica)
1:29.0,Turnover by K. Martin (lost ball; steal by J. Holiday),,75-78,,
1:23.0,,,75-78,,D. Cunningham misses 2-pt shot from 2 ft
1:21.0,,,75-78,,Offensive rebound by O. Asik
1:19.0,,,75-78,,O. Asik misses 2-pt shot from 1 ft (block by S. Muhammad)
1:18.0,,,75-78,,Offensive rebound by A. Gee
1:14.0,,,75-78,,D. Cunningham misses 3-pt shot from 24 ft
1:13.0,Defensive rebound by N. Bjelica,,75-78,,
1:07.0,K. Martin misses 2-pt shot from 3 ft (block by D. Cunningham),,75-78,,
1:07.0,,,75-78,,Defensive rebound by E. Gordon
1:07.0,,,75-78,,New Orleans full timeout
1:07.0,,,75-78,,N. Cole enters the game for E. Gordon
0:50.0,,,75-78,,J. Holiday misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by G. Dieng,,75-78,,
0:25.0,K. Martin misses 3-pt shot from 24 ft,,75-78,,
0:24.0,,,75-78,,Defensive rebound by O. Asik
0:02.0,,,75-80,2,J. Holiday makes 2-pt shot from 14 ft
0:00.0,Turnover by N. Bjelica (bad pass; steal by D. Cunningham),,75-80,,
0:00.0,,,75-82,2,D. Cunningham makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Turnover by Z. LaVine (bad pass; steal by R. Anderson),,75-82,,
11:26.0,,,75-84,2,O. Asik makes 2-pt shot from 2 ft (assist by J. Holiday)
11:04.0,S. Muhammad misses 3-pt shot from 24 ft,,75-84,,
11:03.0,,,75-84,,Defensive rebound by O. Asik
10:54.0,,,75-84,,N. Cole misses 2-pt shot from 21 ft
10:53.0,,,75-84,,Offensive rebound by O. Asik
10:48.0,,,75-84,,Turnover by O. Asik (lost ball)
10:35.0,K. Martin misses 2-pt shot from 12 ft,,75-84,,
10:34.0,,,75-84,,Defensive rebound by N. Cole
10:29.0,Personal block foul by N. Bjelica (drawn by N. Cole),,75-84,,
10:18.0,,,75-84,,J. Holiday misses 2-pt shot from 2 ft (block by N. Bjelica)
10:17.0,,,75-84,,Offensive rebound by O. Asik
10:15.0,,,75-84,,Turnover by O. Asik (lost ball)
10:02.0,Z. LaVine misses 2-pt shot from 7 ft,,75-84,,
9:59.0,Offensive rebound by G. Dieng,,75-84,,
9:59.0,Jump ball: O. Asik vs. G. Dieng (J. Holiday gains possession),,,,Jump ball: O. Asik vs. G. Dieng (J. Holiday gains possession)
9:59.0,Turnover by G. Dieng (lost ball; steal by O. Asik),,75-84,,
9:48.0,,,75-84,,J. Holiday misses 2-pt shot from 16 ft
9:47.0,Defensive rebound by S. Muhammad,,75-84,,
9:39.0,N. Bjelica misses 3-pt shot from 22 ft,,75-84,,
9:39.0,,,75-84,,Defensive rebound by N. Cole
9:27.0,,,75-84,,O. Asik misses 2-pt shot at rim (block by G. Dieng)
9:27.0,Defensive rebound by G. Dieng,,75-84,,
9:27.0,,,75-84,,Personal foul by O. Asik (drawn by G. Dieng)
9:18.0,Turnover by G. Dieng (traveling),,75-84,,
9:18.0,,,75-84,,A. Davis enters the game for O. Asik
8:58.0,,,75-86,2,A. Davis makes 2-pt shot from 13 ft
8:51.0,Minnesota full timeout,,75-86,,
8:51.0,A. Wiggins enters the game for K. Martin,,75-86,,
8:37.0,G. Dieng makes 2-pt shot from 1 ft (assist by Z. LaVine),2,77-86,,
8:26.0,,,77-89,3,R. Anderson makes 3-pt shot from 24 ft (assist by J. Holiday)
8:09.0,A. Wiggins misses 2-pt shot from 2 ft (block by D. Cunningham),,77-89,,
8:08.0,Offensive rebound by G. Dieng,,77-89,,
7:56.0,N. Bjelica makes 2-pt shot from 3 ft (assist by Z. LaVine),2,79-89,,
7:47.0,,,79-92,3,J. Holiday makes 3-pt shot from 24 ft
7:27.0,S. Muhammad misses 2-pt shot from 1 ft (block by A. Davis),,79-92,,
7:24.0,Offensive rebound by S. Muhammad,,79-92,,
7:21.0,S. Muhammad makes 2-pt shot from 1 ft,2,81-92,,
7:04.0,,,81-92,,Shooting foul by N. Bjelica (drawn by J. Holiday)
7:04.0,,,81-92,,J. Holiday misses free throw 1 of 2
7:04.0,,,81-92,,Offensive rebound by Team
7:04.0,T. Prince enters the game for N. Bjelica,,81-92,,
7:04.0,,,81-93,1,J. Holiday makes free throw 2 of 2
6:43.0,S. Muhammad makes 2-pt shot from 8 ft,2,83-93,,
6:25.0,,,83-93,,J. Holiday misses 2-pt shot from 1 ft
6:23.0,,,83-93,,Offensive rebound by A. Davis
6:23.0,,,83-95,2,A. Davis makes 2-pt shot at rim
6:11.0,A. Wiggins misses 2-pt shot from 6 ft,,83-95,,
6:10.0,Offensive rebound by A. Wiggins,,83-95,,
6:06.0,A. Wiggins misses 2-pt shot from 2 ft (block by R. Anderson),,83-95,,
6:05.0,,,83-95,,Defensive rebound by R. Anderson
5:51.0,,,83-95,,Shooting foul by Z. LaVine (drawn by R. Anderson)
5:51.0,Official timeout,,83-95,,
5:51.0,K. Towns enters the game for Z. LaVine,,83-95,,
5:51.0,R. Rubio enters the game for G. Dieng,,83-95,,
5:51.0,,,83-96,1,R. Anderson makes free throw 1 of 2
5:51.0,,,83-97,1,R. Anderson makes free throw 2 of 2
5:38.0,R. Rubio makes 2-pt shot from 2 ft,2,85-97,,
5:22.0,,,85-97,,Shooting foul by K. Towns (drawn by A. Davis)
5:22.0,,,85-97,,A. Davis misses free throw 1 of 2
5:22.0,,,85-97,,Offensive rebound by Team
5:22.0,,,85-98,1,A. Davis makes free throw 2 of 2
5:09.0,A. Wiggins makes 2-pt shot from 2 ft,2,87-98,,
4:59.0,,,87-98,,Shooting foul by R. Rubio (drawn by J. Holiday)
