time,Detroit,pts.away,score,pts.home,Cleveland
4:47.0,A. Drummond makes 2-pt shot from 2 ft,2,20-18,,
4:23.0,,,20-18,,L. James misses 2-pt shot from 16 ft
4:23.0,,,20-18,,Offensive rebound by T. Thompson
4:07.0,,,20-18,,K. Irving misses 2-pt shot from 16 ft
4:07.0,Defensive rebound by R. Jackson,,20-18,,
3:56.0,T. Harris misses 2-pt shot from 9 ft (block by T. Thompson),,20-18,,
3:54.0,,,20-18,,Defensive rebound by T. Thompson
3:49.0,,,20-20,2,K. Irving makes 2-pt shot at rim
3:27.0,A. Drummond makes 2-pt shot from 4 ft (assist by R. Jackson),2,22-20,,
3:15.0,,,22-20,,Cleveland full timeout
3:15.0,,,22-20,,M. Dellavedova enters the game for K. Irving
3:15.0,S. Johnson enters the game for M. Morris,,22-20,,
3:06.0,,,22-20,,Turnover by M. Dellavedova (back court)
2:55.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by T. Harris),3,25-20,,
2:30.0,,,25-23,3,K. Love makes 3-pt shot from 23 ft (assist by L. James)
2:17.0,R. Jackson makes 3-pt shot from 24 ft,3,28-23,,
2:02.0,,,28-23,,L. James misses 2-pt shot from 8 ft
2:01.0,Defensive rebound by A. Drummond,,28-23,,
1:50.0,S. Johnson misses 2-pt shot from 10 ft,,28-23,,
1:50.0,Offensive rebound by S. Johnson,,28-23,,
1:45.0,R. Jackson makes 3-pt shot from 23 ft (assist by S. Johnson),3,31-23,,
1:24.0,,,31-25,2,L. James makes 2-pt shot from 10 ft (assist by M. Dellavedova)
1:12.0,R. Jackson makes 2-pt shot from 1 ft,2,33-25,,
1:00.0,,,33-28,3,K. Love makes 3-pt shot from 24 ft (assist by M. Dellavedova)
0:48.0,R. Jackson misses 3-pt shot from 24 ft,,33-28,,
0:48.0,,,33-28,,Defensive rebound by J. Smith
0:27.0,,,33-28,,K. Love misses 2-pt shot from 10 ft
0:26.0,,,33-28,,Offensive rebound by Team
0:26.0,,,33-28,,T. Mozgov enters the game for T. Thompson
0:21.0,,,33-28,,T. Mozgov misses 2-pt shot from 14 ft
0:20.0,Defensive rebound by A. Drummond,,33-28,,
0:05.0,,,33-28,,Personal foul by M. Dellavedova (drawn by R. Jackson)
0:00.0,A. Drummond misses 2-pt shot from 18 ft,,33-28,,
0:00.0,Offensive rebound by Team,,33-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,D. Hilliard misses 2-pt shot from 20 ft,,33-28,,
11:41.0,,,33-28,,Defensive rebound by C. Frye
11:23.0,,,33-28,,K. Irving misses 2-pt shot from 9 ft
11:21.0,Defensive rebound by A. Baynes,,33-28,,
11:13.0,S. Johnson misses 3-pt shot from 25 ft,,33-28,,
11:13.0,,,33-28,,Defensive rebound by C. Frye
10:59.0,,,33-28,,Turnover by K. Irving (lost ball)
10:48.0,Turnover by D. Hilliard (traveling),,33-28,,
10:37.0,,,33-30,2,M. Dellavedova makes 2-pt shot from 5 ft
10:23.0,M. Morris makes 2-pt shot from 1 ft,2,35-30,,
10:23.0,Shooting foul by C. Frye (drawn by M. Morris),,35-30,,
10:23.0,M. Morris makes free throw 1 of 1,1,36-30,,
10:12.0,,,36-30,,M. Dellavedova misses 2-pt shot from 8 ft
10:10.0,Defensive rebound by D. Hilliard,,36-30,,
10:07.0,,,36-30,,Personal foul by C. Frye (drawn by D. Hilliard)
9:52.0,Turnover by D. Hilliard (lost ball; steal by K. Irving),,36-30,,
9:41.0,,,36-32,2,M. Dellavedova makes 2-pt shot from 17 ft (assist by K. Irving)
9:18.0,A. Baynes misses 2-pt shot from 2 ft,,36-32,,
9:17.0,,,36-32,,Defensive rebound by T. Mozgov
9:03.0,,,36-32,,M. Dellavedova misses 2-pt shot from 12 ft
9:03.0,Defensive rebound by Team,,36-32,,
8:51.0,S. Johnson makes 2-pt shot from 11 ft,2,38-32,,
8:37.0,,,38-32,,Shooting foul by A. Baynes (drawn by K. Irving)
8:37.0,Official timeout,,38-32,,
8:37.0,,,38-33,1,K. Irving makes free throw 1 of 2
8:37.0,,,38-34,1,K. Irving makes free throw 2 of 2
8:21.0,M. Morris makes 2-pt shot from 16 ft,2,40-34,,
8:05.0,,,40-36,2,T. Mozgov makes 2-pt shot from 6 ft (assist by C. Frye)
7:49.0,S. Johnson misses 3-pt shot from 25 ft,,40-36,,
7:48.0,,,40-36,,Defensive rebound by T. Mozgov
7:38.0,Personal foul by S. Blake (drawn by K. Irving),,40-36,,
7:38.0,,,40-36,,J. Smith enters the game for C. Frye
7:31.0,,,40-36,,R. Jefferson misses 3-pt shot from 23 ft
7:30.0,Defensive rebound by D. Hilliard,,40-36,,
7:19.0,A. Baynes misses 2-pt shot from 19 ft,,40-36,,
7:18.0,Offensive rebound by S. Johnson,,40-36,,
7:13.0,Turnover by S. Blake (bad pass),,40-36,,
7:01.0,,,40-39,3,K. Irving makes 3-pt shot from 23 ft (assist by R. Jefferson)
6:45.0,A. Baynes misses 2-pt shot from 2 ft,,40-39,,
6:42.0,,,40-39,,Defensive rebound by R. Jefferson
6:35.0,,,40-42,3,K. Irving makes 3-pt shot from 25 ft (assist by R. Jefferson)
6:28.0,Detroit full timeout,,40-42,,
6:18.0,M. Morris makes 2-pt shot from 12 ft (assist by D. Hilliard),2,42-42,,
6:10.0,,,42-42,,M. Dellavedova misses 3-pt shot from 25 ft
6:10.0,Defensive rebound by A. Baynes,,42-42,,
5:56.0,A. Drummond enters the game for A. Baynes,,42-42,,
5:56.0,K. Caldwell-Pope enters the game for D. Hilliard,,42-42,,
5:56.0,,,42-42,,L. James enters the game for M. Dellavedova
5:46.0,Turnover by Team (shot clock),,42-42,,
5:32.0,,,42-44,2,K. Irving makes 2-pt shot from 15 ft
5:15.0,M. Morris misses 2-pt shot from 13 ft,,42-44,,
5:15.0,,,42-44,,Defensive rebound by K. Irving
5:10.0,,,42-44,,Turnover by J. Smith (bad pass)
5:10.0,,,42-44,,K. Love enters the game for R. Jefferson
5:10.0,R. Jackson enters the game for S. Johnson,,42-44,,
5:10.0,T. Harris enters the game for S. Blake,,42-44,,
4:55.0,T. Harris misses 3-pt shot from 23 ft,,42-44,,
4:54.0,,,42-44,,Defensive rebound by K. Love
4:39.0,,,42-44,,Turnover by L. James (bad pass)
4:24.0,R. Jackson misses 2-pt shot from 5 ft (block by T. Mozgov),,42-44,,
4:22.0,,,42-44,,Defensive rebound by T. Mozgov
4:18.0,,,42-44,,Turnover by T. Mozgov (bad pass; steal by R. Jackson)
4:15.0,Shooting foul by K. Irving (drawn by K. Caldwell-Pope),,42-44,,
4:15.0,K. Caldwell-Pope misses free throw 1 of 2,,42-44,,
4:15.0,Offensive rebound by Team,,42-44,,
4:15.0,K. Caldwell-Pope makes free throw 2 of 2,1,43-44,,
4:01.0,,,43-44,,L. James misses 3-pt shot from 24 ft
4:01.0,Defensive rebound by A. Drummond,,43-44,,
3:47.0,Shooting foul by T. Mozgov (drawn by A. Drummond),,43-44,,
3:47.0,A. Drummond makes free throw 1 of 2,1,44-44,,
3:47.0,,,44-44,,T. Thompson enters the game for T. Mozgov
3:47.0,A. Drummond misses free throw 2 of 2,,44-44,,
3:45.0,,,44-44,,Defensive rebound by T. Thompson
3:29.0,,,44-44,,Turnover by K. Irving (lost ball; steal by T. Harris)
3:26.0,,,44-44,,Personal foul by T. Thompson (drawn by A. Drummond)
3:26.0,A. Drummond makes free throw 1 of 2,1,45-44,,
3:26.0,A. Drummond makes free throw 2 of 2,1,46-44,,
3:14.0,,,46-44,,Turnover by L. James (lost ball; steal by A. Drummond)
3:09.0,R. Jackson misses 2-pt shot at rim,,46-44,,
3:09.0,Offensive rebound by Team,,46-44,,
3:04.0,K. Caldwell-Pope makes 2-pt shot from 10 ft (assist by M. Morris),2,48-44,,
2:44.0,,,48-46,2,K. Love makes 2-pt shot from 5 ft
2:44.0,,,48-46,,Shooting foul by T. Harris (drawn by K. Love)
2:44.0,,,48-46,,Cleveland full timeout
2:44.0,,,48-46,,M. Dellavedova enters the game for K. Irving
2:44.0,S. Johnson enters the game for T. Harris,,48-46,,
2:44.0,,,48-47,1,K. Love makes free throw 1 of 1
2:32.0,R. Jackson misses 2-pt shot from 2 ft,,48-47,,
2:30.0,,,48-47,,Defensive rebound by T. Thompson
2:13.0,,,48-47,,K. Love misses 3-pt shot from 27 ft
2:12.0,Defensive rebound by A. Drummond,,48-47,,
2:00.0,M. Morris misses 2-pt shot from 16 ft,,48-47,,
2:00.0,,,48-47,,Defensive rebound by K. Love
1:52.0,,,48-47,,Turnover by J. Smith (bad pass; steal by A. Drummond)
1:48.0,,,48-47,,Flagrant foul type 1 by M. Dellavedova (drawn by A. Drummond)
1:48.0,A. Drummond misses flagrant free throw 1 of 2,,48-47,,
1:48.0,Offensive rebound by Team,,48-47,,
1:48.0,A. Drummond misses flagrant free throw 2 of 2,,48-47,,
1:48.0,Offensive rebound by Team,,48-47,,
1:37.0,S. Johnson makes 2-pt shot from 11 ft,2,50-47,,
1:21.0,,,50-47,,J. Smith misses 3-pt shot from 26 ft
1:20.0,Defensive rebound by A. Drummond,,50-47,,
0:59.0,K. Caldwell-Pope makes 2-pt shot from 12 ft,2,52-47,,
0:42.0,,,52-49,2,J. Smith makes 2-pt shot at rim (assist by L. James)
0:34.0,R. Jackson makes 2-pt shot from 1 ft,2,54-49,,
0:26.0,,,54-49,,Turnover by Team (turnover)
0:25.0,,,54-49,,Personal foul by K. Love (drawn by A. Drummond)
0:25.0,A. Drummond makes free throw 1 of 2,1,55-49,,
0:25.0,A. Drummond makes free throw 2 of 2,1,56-49,,
0:00.0,,,56-49,,M. Dellavedova misses 2-pt shot from 10 ft
0:00.0,,,56-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,M. Morris misses 2-pt shot from 20 ft,,56-49,,
11:43.0,,,56-49,,Defensive rebound by J. Smith
11:33.0,,,56-49,,L. James misses 2-pt shot from 6 ft
11:33.0,,,56-49,,Offensive rebound by T. Thompson
11:29.0,,,56-49,,T. Thompson misses 2-pt shot from 2 ft
11:24.0,Defensive rebound by R. Jackson,,56-49,,
11:21.0,R. Jackson makes 2-pt shot from 1 ft,2,58-49,,
11:02.0,,,58-49,,K. Irving misses 3-pt shot from 24 ft
11:02.0,Defensive rebound by M. Morris,,58-49,,
10:53.0,T. Harris makes 2-pt shot from 5 ft (assist by R. Jackson),2,60-49,,
10:53.0,,,60-49,,Cleveland full timeout
10:29.0,,,60-49,,L. James misses 3-pt shot from 24 ft
10:28.0,Defensive rebound by K. Caldwell-Pope,,60-49,,
10:13.0,T. Harris makes 2-pt shot at rim (assist by M. Morris),2,62-49,,
9:53.0,,,62-49,,K. Irving misses 3-pt shot from 24 ft
9:53.0,Defensive rebound by A. Drummond,,62-49,,
9:48.0,Detroit full timeout,,62-49,,
9:38.0,M. Morris makes 2-pt shot from 1 ft (assist by R. Jackson),2,64-49,,
9:11.0,,,64-49,,L. James misses 3-pt shot from 25 ft
9:10.0,Defensive rebound by R. Jackson,,64-49,,
9:01.0,M. Morris misses 3-pt shot from 24 ft,,64-49,,
9:01.0,Offensive rebound by A. Drummond,,64-49,,
8:53.0,T. Harris misses 3-pt shot from 22 ft,,64-49,,
8:53.0,,,64-49,,Defensive rebound by L. James
8:42.0,,,64-51,2,K. Irving makes 2-pt shot from 17 ft (assist by L. James)
8:24.0,A. Drummond makes 2-pt shot from 8 ft (assist by T. Harris),2,66-51,,
7:52.0,,,66-54,3,K. Love makes 3-pt shot from 24 ft
7:31.0,M. Morris makes 3-pt shot from 22 ft (assist by T. Harris),3,69-54,,
7:06.0,,,69-54,,Shooting foul by R. Jackson (drawn by K. Love)
7:06.0,,,69-55,1,K. Love makes free throw 1 of 2
7:06.0,,,69-56,1,K. Love makes free throw 2 of 2
6:41.0,R. Jackson makes 3-pt shot from 24 ft,3,72-56,,
6:27.0,,,72-58,2,K. Love makes 2-pt shot from 14 ft (assist by K. Irving)
6:16.0,,,72-58,,Personal foul by J. Smith (drawn by K. Caldwell-Pope)
6:16.0,,,72-58,,M. Dellavedova enters the game for T. Thompson
6:02.0,Turnover by Team (shot clock),,72-58,,
5:35.0,,,72-58,,L. James misses 2-pt shot from 7 ft
5:34.0,Defensive rebound by A. Drummond,,72-58,,
5:28.0,Shooting foul by L. James (drawn by A. Drummond),,72-58,,
5:28.0,A. Drummond misses free throw 1 of 2,,72-58,,
5:28.0,Offensive rebound by Team,,72-58,,
5:28.0,A. Drummond makes free throw 2 of 2,1,73-58,,
5:19.0,,,73-58,,Offensive foul by K. Love
5:19.0,,,73-58,,Turnover by K. Love (offensive foul)
4:58.0,T. Harris misses 2-pt shot from 8 ft,,73-58,,
4:56.0,Offensive rebound by T. Harris,,73-58,,
4:56.0,T. Harris makes 2-pt shot from 1 ft,2,75-58,,
4:43.0,,,75-61,3,M. Dellavedova makes 3-pt shot from 23 ft (assist by K. Love)
4:22.0,R. Jackson misses 3-pt shot from 23 ft,,75-61,,
4:22.0,,,75-61,,Defensive rebound by Team
4:07.0,,,75-61,,K. Irving misses 2-pt shot from 13 ft
4:05.0,Defensive rebound by T. Harris,,75-61,,
3:52.0,Turnover by R. Jackson (bad pass; steal by L. James),,75-61,,
3:51.0,Personal foul by T. Harris (drawn by L. James),,75-61,,
3:51.0,,,75-61,,R. Jefferson enters the game for K. Irving
3:51.0,S. Johnson enters the game for T. Harris,,75-61,,
3:35.0,,,75-63,2,R. Jefferson makes 2-pt shot from 20 ft (assist by K. Love)
3:16.0,Turnover by S. Johnson (bad pass; steal by M. Dellavedova),,75-63,,
3:03.0,,,75-63,,K. Love misses 3-pt shot from 24 ft
3:02.0,Defensive rebound by M. Morris,,75-63,,
2:50.0,A. Drummond misses 2-pt shot from 6 ft,,75-63,,
2:48.0,,,75-63,,Defensive rebound by J. Smith
2:44.0,,,75-63,,Turnover by M. Dellavedova (bad pass; steal by R. Jackson)
2:31.0,R. Jackson misses 2-pt shot from 1 ft,,75-63,,
2:31.0,,,75-63,,Defensive rebound by L. James
2:22.0,,,75-66,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
2:01.0,Shooting foul by R. Jefferson (drawn by A. Drummond),,75-66,,
2:01.0,A. Drummond misses free throw 1 of 2,,75-66,,
2:01.0,Offensive rebound by Team,,75-66,,
2:01.0,,,75-66,,C. Frye enters the game for K. Love
2:01.0,S. Blake enters the game for R. Jackson,,75-66,,
2:01.0,A. Drummond misses free throw 2 of 2,,75-66,,
2:00.0,,,75-66,,Defensive rebound by L. James
2:00.0,Personal foul by A. Drummond (drawn by L. James),,75-66,,
1:46.0,,,75-66,,C. Frye misses 3-pt shot from 24 ft
1:46.0,Defensive rebound by S. Johnson,,75-66,,
1:44.0,Offensive foul by A. Drummond,,75-66,,
1:44.0,Turnover by A. Drummond (offensive foul),,75-66,,
1:33.0,,,75-66,,L. James misses 2-pt shot from 9 ft
1:31.0,Defensive rebound by K. Caldwell-Pope,,75-66,,
1:21.0,K. Caldwell-Pope misses 2-pt shot from 12 ft,,75-66,,
1:20.0,,,75-66,,Defensive rebound by R. Jefferson
1:01.0,,,75-66,,J. Smith misses 2-pt shot from 5 ft (block by A. Drummond)
0:59.0,Defensive rebound by K. Caldwell-Pope,,75-66,,
0:59.0,,,75-66,,Personal foul by M. Dellavedova (drawn by K. Caldwell-Pope)
0:46.0,S. Johnson misses 2-pt shot from 14 ft,,75-66,,
0:46.0,,,75-66,,Defensive rebound by L. James
0:40.0,,,75-68,2,L. James makes 2-pt shot from 1 ft
0:22.0,M. Morris misses 3-pt shot from 24 ft,,75-68,,
0:21.0,,,75-68,,Defensive rebound by C. Frye
0:03.0,,,75-68,,L. James misses 2-pt shot from 2 ft
0:02.0,Defensive rebound by K. Caldwell-Pope,,75-68,,
0:00.0,K. Caldwell-Pope misses 3-pt shot from 52 ft,,75-68,,
0:00.0,Offensive rebound by Team,,75-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,75-68,,Turnover by C. Frye (bad pass; steal by T. Harris)
11:29.0,T. Harris makes 3-pt shot from 26 ft (assist by S. Blake),3,78-68,,
11:14.0,,,78-68,,K. Irving misses 2-pt shot from 10 ft
11:13.0,Defensive rebound by A. Baynes,,78-68,,
11:04.0,,,78-68,,Personal foul by J. Smith (drawn by A. Baynes)
10:48.0,S. Johnson makes 3-pt shot from 24 ft (assist by D. Hilliard),3,81-68,,
10:30.0,,,81-68,,J. Smith misses 2-pt shot from 1 ft
10:29.0,Defensive rebound by A. Baynes,,81-68,,
10:15.0,S. Johnson misses 3-pt shot from 24 ft,,81-68,,
10:14.0,,,81-68,,Defensive rebound by C. Frye
9:57.0,,,81-68,,C. Frye misses 3-pt shot from 25 ft
9:56.0,Defensive rebound by T. Harris,,81-68,,
9:48.0,Turnover by A. Baynes (lost ball; steal by R. Jefferson),,81-68,,
9:42.0,Personal foul by S. Blake (drawn by R. Jefferson),,81-68,,
9:42.0,,,81-68,,T. Mozgov enters the game for C. Frye
9:29.0,,,81-68,,K. Irving misses 2-pt shot from 21 ft (block by S. Johnson)
9:23.0,Defensive rebound by S. Johnson,,81-68,,
9:06.0,T. Harris makes 2-pt shot from 9 ft,2,83-68,,
8:55.0,,,83-68,,K. Irving misses 2-pt shot from 1 ft
8:53.0,Defensive rebound by D. Hilliard,,83-68,,
8:51.0,Offensive foul by D. Hilliard,,83-68,,
8:51.0,Turnover by D. Hilliard (offensive foul),,83-68,,
8:51.0,Official timeout,,83-68,,
8:51.0,,,83-68,,K. Love enters the game for J. Smith
8:36.0,,,83-68,,M. Dellavedova misses 2-pt shot from 12 ft
8:35.0,Defensive rebound by S. Blake,,83-68,,
8:17.0,T. Harris misses 2-pt shot from 13 ft,,83-68,,
8:15.0,,,83-68,,Defensive rebound by K. Love
8:05.0,,,83-68,,K. Love misses 2-pt shot from 9 ft
8:04.0,Defensive rebound by T. Harris,,83-68,,
8:01.0,S. Johnson makes 2-pt shot from 7 ft (assist by S. Blake),2,85-68,,
8:01.0,Shooting foul by M. Dellavedova (drawn by S. Johnson),,85-68,,
8:01.0,,,85-68,,L. James enters the game for R. Jefferson
8:01.0,S. Johnson makes free throw 1 of 1,1,86-68,,
7:48.0,,,86-68,,L. James misses 2-pt shot at rim (block by A. Baynes)
7:48.0,,,86-68,,Offensive rebound by L. James
7:47.0,,,86-68,,L. James misses 2-pt shot at rim
7:46.0,Defensive rebound by A. Baynes,,86-68,,
7:33.0,D. Hilliard misses 3-pt shot from 24 ft,,86-68,,
7:31.0,,,86-68,,Defensive rebound by K. Love
7:24.0,,,86-68,,K. Love misses 3-pt shot from 24 ft
7:24.0,Defensive rebound by A. Baynes,,86-68,,
7:06.0,Turnover by T. Harris (lost ball; steal by M. Dellavedova),,86-68,,
6:50.0,,,86-68,,Shooting foul by A. Baynes (drawn by L. James)
6:50.0,,,86-69,1,L. James makes free throw 1 of 2
6:50.0,M. Morris enters the game for S. Johnson,,86-69,,
6:50.0,K. Caldwell-Pope enters the game for D. Hilliard,,86-69,,
6:50.0,,,86-70,1,L. James makes free throw 2 of 2
6:32.0,K. Caldwell-Pope makes 2-pt shot from 10 ft,2,88-70,,
6:22.0,,,88-72,2,K. Irving makes 2-pt shot at rim
5:57.0,S. Blake misses 3-pt shot from 25 ft,,88-72,,
5:57.0,,,88-72,,Defensive rebound by T. Mozgov
5:40.0,,,88-75,3,K. Irving makes 3-pt shot from 25 ft (assist by L. James)
5:30.0,Detroit full timeout,,88-75,,
5:30.0,A. Drummond enters the game for S. Blake,,88-75,,
5:30.0,R. Jackson enters the game for A. Baynes,,88-75,,
5:24.0,Turnover by R. Jackson (bad pass),,88-75,,
5:15.0,,,88-75,,Turnover by L. James (bad pass)
4:59.0,M. Morris misses 2-pt shot from 18 ft,,88-75,,
4:59.0,,,88-75,,Defensive rebound by L. James
4:45.0,,,88-75,,Turnover by L. James (lost ball; steal by K. Caldwell-Pope)
4:34.0,R. Jackson misses 2-pt shot from 6 ft,,88-75,,
4:31.0,,,88-75,,Defensive rebound by T. Mozgov
4:23.0,,,88-77,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
4:10.0,Turnover by R. Jackson (bad pass; steal by L. James),,88-77,,
4:05.0,,,88-79,2,L. James makes 2-pt shot at rim
3:58.0,,,88-79,,Personal foul by M. Dellavedova (drawn by R. Jackson)
3:40.0,Turnover by A. Drummond (bad pass; steal by L. James),,88-79,,
3:35.0,,,88-79,,Shooting foul by T. Harris (drawn by K. Irving)
3:35.0,,,88-80,1,K. Irving makes free throw 1 of 2
3:35.0,,,88-80,,K. Irving misses free throw 2 of 2
3:34.0,Defensive rebound by A. Drummond,,88-80,,
3:22.0,Detroit full timeout,,88-80,,
3:12.0,T. Harris misses 3-pt shot from 24 ft,,88-80,,
3:12.0,,,88-80,,Defensive rebound by K. Love
2:57.0,,,88-80,,L. James misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by T. Harris,,88-80,,
2:41.0,M. Morris misses 3-pt shot from 23 ft,,88-80,,
2:41.0,,,88-80,,Defensive rebound by M. Dellavedova
2:28.0,,,88-82,2,K. Irving makes 2-pt shot at rim
2:08.0,R. Jackson makes 2-pt shot from 9 ft,2,90-82,,
1:53.0,,,90-82,,K. Irving misses 3-pt shot from 24 ft
1:53.0,Defensive rebound by Team,,90-82,,
1:35.0,Turnover by R. Jackson (bad pass; steal by K. Irving),,90-82,,
1:30.0,,,90-82,,Turnover by L. James (lost ball; steal by K. Caldwell-Pope)
1:26.0,K. Caldwell-Pope makes 2-pt shot from 1 ft,2,92-82,,
1:26.0,,,92-82,,Cleveland full timeout
1:26.0,,,92-82,,J. Smith enters the game for M. Dellavedova
1:16.0,,,92-82,,K. Love misses 2-pt shot from 20 ft
1:15.0,,,92-82,,Offensive rebound by T. Mozgov
1:11.0,,,92-82,,K. Irving misses 3-pt shot from 24 ft
1:10.0,Defensive rebound by A. Drummond,,92-82,,
0:50.0,R. Jackson misses 2-pt shot from 13 ft,,92-82,,
0:49.0,,,92-82,,Defensive rebound by T. Mozgov
0:49.0,Personal foul by T. Harris (drawn by T. Mozgov),,92-82,,
0:42.0,,,92-84,2,K. Irving makes 2-pt shot from 3 ft
0:42.0,,,92-84,,Shooting foul by A. Drummond (drawn by K. Irving)
0:42.0,,,92-85,1,K. Irving makes free throw 1 of 1
0:36.0,,,92-85,,Personal foul by K. Irving (drawn by T. Harris)
0:36.0,,,92-85,,T. Thompson enters the game for T. Mozgov
0:34.0,,,92-85,,Personal foul by K. Irving (drawn by T. Harris)
0:34.0,R. Jackson makes free throw 1 of 2,1,93-85,,
0:34.0,R. Jackson makes free throw 2 of 2,1,94-85,,
0:34.0,,,94-85,,Cleveland full timeout
0:34.0,Technical foul by M. Morris,,94-85,,
0:34.0,,,94-86,1,K. Irving makes technical free throw
0:28.0,,,94-86,,J. Smith misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by A. Drummond,,94-86,,
0:28.0,,,94-86,,Personal foul by K. Irving (drawn by A. Drummond)
0:28.0,A. Drummond makes free throw 1 of 2,1,95-86,,
0:28.0,,,95-86,,C. Frye enters the game for L. James
0:28.0,,,95-86,,S. Kaun enters the game for K. Love
0:28.0,,,95-86,,M. Dellavedova enters the game for T. Thompson
0:28.0,,,95-86,,R. Jefferson enters the game for K. Irving
0:28.0,A. Drummond makes free throw 2 of 2,1,96-86,,
0:11.0,,,96-88,2,C. Frye makes 2-pt shot from 7 ft (assist by M. Dellavedova)
0:00.0,End of 4th quarter,,,,End of 4th quarter
