time,Toronto,pts.away,score,pts.home,Orlando
8:30.0,,,39-29,,Shooting foul by P. Patterson (drawn by A. Gordon)
8:30.0,Official timeout,,39-29,,
8:30.0,,,39-29,,A. Gordon misses free throw 1 of 2
8:30.0,,,39-29,,Offensive rebound by Team
8:30.0,,,39-29,,A. Gordon misses free throw 2 of 2
8:29.0,Defensive rebound by J. Valanciunas,,39-29,,
8:10.0,K. Lowry misses 2-pt shot from 3 ft (block by M. Hezonja),,39-29,,
8:07.0,,,39-29,,Defensive rebound by V. Oladipo
8:02.0,,,39-31,2,T. Harris makes 2-pt shot at rim (assist by J. Smith)
7:44.0,Turnover by C. Joseph (bad pass),,39-31,,
7:44.0,,,39-31,,C. Frye enters the game for A. Gordon
7:31.0,,,39-33,2,J. Smith makes 2-pt shot from 21 ft (assist by M. Hezonja)
7:14.0,J. Valanciunas makes 2-pt shot from 1 ft,2,41-33,,
6:57.0,,,41-33,,V. Oladipo misses 2-pt shot from 19 ft
6:54.0,Defensive rebound by P. Patterson,,41-33,,
6:40.0,P. Patterson makes 3-pt shot from 24 ft (assist by K. Lowry),3,44-33,,
6:25.0,,,44-33,,V. Oladipo misses 2-pt shot from 1 ft (block by P. Patterson)
6:22.0,Defensive rebound by J. Valanciunas,,44-33,,
6:13.0,P. Patterson makes 2-pt shot from 20 ft (assist by K. Lowry),2,46-33,,
6:00.0,Personal foul by T. Ross (drawn by T. Harris),,46-33,,
6:00.0,,,46-33,,E. Fournier enters the game for M. Hezonja
6:00.0,J. Johnson enters the game for C. Joseph,,46-33,,
6:00.0,D. DeRozan enters the game for T. Ross,,46-33,,
5:45.0,,,46-35,2,C. Frye makes 2-pt shot from 2 ft (assist by E. Fournier)
5:29.0,P. Patterson makes 3-pt shot from 24 ft (assist by K. Lowry),3,49-35,,
5:16.0,,,49-37,2,E. Fournier makes 2-pt shot from 2 ft
5:16.0,,,49-37,,Shooting foul by J. Valanciunas (drawn by E. Fournier)
5:16.0,,,49-37,,Orlando full timeout
5:16.0,L. Scola enters the game for J. Valanciunas,,49-37,,
5:16.0,,,49-38,1,E. Fournier makes free throw 1 of 1
4:59.0,Shooting foul by E. Fournier (drawn by D. DeRozan),,49-38,,
4:59.0,D. DeRozan makes free throw 1 of 2,1,50-38,,
4:59.0,,,50-38,,E. Payton enters the game for E. Fournier
4:59.0,D. DeRozan makes free throw 2 of 2,1,51-38,,
4:48.0,,,51-40,2,J. Smith makes 2-pt shot from 14 ft
4:34.0,D. DeRozan misses 2-pt shot from 1 ft,,51-40,,
4:32.0,,,51-40,,Defensive rebound by T. Harris
4:17.0,,,51-42,2,J. Smith makes 2-pt shot from 20 ft (assist by C. Frye)
3:56.0,D. DeRozan misses 2-pt shot from 16 ft,,51-42,,
3:55.0,,,51-42,,Defensive rebound by T. Harris
3:38.0,,,51-45,3,V. Oladipo makes 3-pt shot from 25 ft (assist by T. Harris)
3:27.0,Toronto full timeout,,51-45,,
3:27.0,B. Biyombo enters the game for P. Patterson,,51-45,,
3:18.0,D. DeRozan misses 2-pt shot from 15 ft,,51-45,,
3:15.0,,,51-45,,Defensive rebound by C. Frye
3:01.0,,,51-45,,J. Smith misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by K. Lowry,,51-45,,
2:49.0,,,51-45,,Personal foul by C. Frye (drawn by K. Lowry)
2:34.0,Turnover by Team (shot clock),,51-45,,
2:22.0,,,51-48,3,T. Harris makes 3-pt shot from 24 ft (assist by E. Payton)
2:02.0,J. Johnson misses 2-pt shot from 1 ft,,51-48,,
2:00.0,,,51-48,,Defensive rebound by C. Frye
1:55.0,,,51-48,,Turnover by T. Harris (bad pass; steal by L. Scola)
1:38.0,L. Scola makes 3-pt shot from 25 ft (assist by J. Johnson),3,54-48,,
1:22.0,,,54-48,,C. Frye misses 2-pt shot from 20 ft
1:21.0,Defensive rebound by D. DeRozan,,54-48,,
1:11.0,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan),3,57-48,,
0:53.0,,,57-50,2,J. Smith makes 2-pt shot from 20 ft (assist by E. Payton)
0:43.0,L. Scola makes 2-pt shot from 18 ft,2,59-50,,
0:33.0,,,59-52,2,J. Smith makes 2-pt shot from 20 ft (assist by E. Payton)
0:31.0,Toronto full timeout,,59-52,,
0:31.0,P. Patterson enters the game for B. Biyombo,,59-52,,
0:26.0,K. Lowry makes 2-pt shot from 1 ft,2,61-52,,
0:08.0,,,61-54,2,E. Payton makes 2-pt shot from 1 ft
0:00.0,K. Lowry misses 2-pt shot at rim (block by C. Frye),,61-54,,
0:00.0,Offensive rebound by Team,,61-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,L. Scola makes 3-pt shot from 24 ft (assist by K. Lowry),3,64-54,,
11:24.0,,,64-54,,N. Vucevic misses 2-pt shot from 17 ft
11:23.0,Defensive rebound by L. Scola,,64-54,,
11:23.0,Turnover by K. Lowry (bad pass; steal by V. Oladipo),,64-54,,
11:15.0,,,64-54,,V. Oladipo misses 2-pt shot from 15 ft (block by L. Scola)
11:15.0,,,64-54,,Offensive rebound by Team
11:14.0,,,64-54,,Turnover by T. Harris (back court)
10:58.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by D. DeRozan),2,66-54,,
10:42.0,,,66-54,,Turnover by E. Fournier (bad pass; steal by J. Johnson)
10:20.0,D. DeRozan misses 3-pt shot from 25 ft,,66-54,,
10:19.0,,,66-54,,Defensive rebound by E. Fournier
10:08.0,,,66-54,,T. Harris misses 3-pt shot from 24 ft
10:07.0,,,66-54,,Offensive rebound by E. Fournier
10:07.0,,,66-54,,Shooting foul by D. DeRozan (drawn by E. Fournier)
10:07.0,,,66-55,1,E. Fournier makes free throw 1 of 2
10:07.0,,,66-56,1,E. Fournier makes free throw 2 of 2
9:59.0,,,66-56,,Personal block foul by C. Frye (drawn by D. DeRozan)
9:45.0,Turnover by D. DeRozan (bad pass; steal by E. Fournier),,66-56,,
9:33.0,,,66-59,3,E. Fournier makes 3-pt shot from 24 ft (assist by N. Vucevic)
9:23.0,K. Lowry misses 2-pt shot from 2 ft (block by N. Vucevic),,66-59,,
9:23.0,Offensive rebound by Team,,66-59,,
9:11.0,J. Valanciunas misses 2-pt shot from 12 ft,,66-59,,
9:09.0,,,66-59,,Defensive rebound by C. Frye
8:56.0,,,66-61,2,E. Fournier makes 2-pt shot from 3 ft (assist by V. Oladipo)
8:41.0,Offensive foul by J. Valanciunas,,66-61,,
8:41.0,Turnover by J. Valanciunas (offensive foul),,66-61,,
8:25.0,,,66-61,,Turnover by V. Oladipo (bad pass; steal by D. DeRozan)
8:17.0,L. Scola misses 2-pt shot from 21 ft,,66-61,,
8:16.0,,,66-61,,Defensive rebound by N. Vucevic
8:03.0,,,66-61,,E. Fournier misses 2-pt shot from 2 ft (block by J. Valanciunas)
7:59.0,Defensive rebound by K. Lowry,,66-61,,
7:59.0,D. DeRozan misses 2-pt shot from 1 ft (block by C. Frye),,66-61,,
7:59.0,Offensive rebound by Team,,66-61,,
7:53.0,J. Valanciunas misses 2-pt shot from 5 ft,,66-61,,
7:52.0,Offensive rebound by J. Valanciunas,,66-61,,
7:50.0,J. Valanciunas makes 2-pt shot from 1 ft,2,68-61,,
7:40.0,,,68-61,,N. Vucevic misses 2-pt shot from 17 ft
7:38.0,Defensive rebound by K. Lowry,,68-61,,
7:28.0,K. Lowry misses 3-pt shot from 27 ft,,68-61,,
7:27.0,Offensive rebound by Team,,68-61,,
7:27.0,,,68-61,,Loose ball foul by N. Vucevic (drawn by L. Scola)
7:19.0,J. Johnson misses 2-pt shot from 1 ft,,68-61,,
7:17.0,,,68-61,,Defensive rebound by N. Vucevic
7:06.0,,,68-61,,N. Vucevic misses 2-pt shot from 5 ft
7:05.0,Defensive rebound by D. DeRozan,,68-61,,
6:49.0,D. DeRozan makes 2-pt shot from 2 ft,2,70-61,,
6:36.0,,,70-61,,V. Oladipo misses 2-pt shot from 12 ft
6:34.0,,,70-61,,Offensive rebound by V. Oladipo
6:24.0,,,70-63,2,N. Vucevic makes 2-pt shot from 1 ft (assist by C. Frye)
5:59.0,J. Valanciunas misses 2-pt shot from 6 ft,,70-63,,
5:57.0,,,70-63,,Defensive rebound by N. Vucevic
5:57.0,,,70-63,,Orlando full timeout
5:51.0,,,70-63,,J. Smith enters the game for C. Frye
5:51.0,P. Patterson enters the game for J. Johnson,,70-63,,
5:51.0,C. Joseph enters the game for L. Scola,,70-63,,
5:42.0,Jump ball: K. Lowry vs. V. Oladipo (T. Harris gains possession),,,,Jump ball: K. Lowry vs. V. Oladipo (T. Harris gains possession)
5:35.0,,,70-63,,T. Harris misses 2-pt shot from 16 ft
5:34.0,,,70-63,,Offensive rebound by Team
5:34.0,Loose ball foul by C. Joseph (drawn by E. Fournier),,70-63,,
5:27.0,,,70-63,,T. Harris misses 3-pt shot from 24 ft
5:26.0,Defensive rebound by P. Patterson,,70-63,,
5:09.0,D. DeRozan misses 2-pt shot from 17 ft,,70-63,,
5:07.0,,,70-63,,Defensive rebound by N. Vucevic
4:57.0,Personal foul by D. DeRozan (drawn by E. Fournier),,70-63,,
4:51.0,,,70-65,2,V. Oladipo makes 2-pt shot from 1 ft
4:26.0,K. Lowry misses 3-pt shot from 26 ft,,70-65,,
4:24.0,Offensive rebound by P. Patterson,,70-65,,
4:17.0,D. DeRozan misses 3-pt shot from 25 ft,,70-65,,
4:16.0,Offensive rebound by K. Lowry,,70-65,,
4:09.0,J. Valanciunas misses 2-pt shot from 4 ft (block by N. Vucevic),,70-65,,
4:06.0,,,70-65,,Defensive rebound by T. Harris
3:53.0,,,70-65,,T. Harris misses 2-pt shot at rim (block by D. DeRozan)
3:49.0,,,70-65,,Offensive rebound by T. Harris
3:47.0,,,70-67,2,T. Harris makes 2-pt shot from 1 ft
3:26.0,K. Lowry makes 2-pt shot at rim,2,72-67,,
3:18.0,,,72-67,,V. Oladipo misses 2-pt shot at rim
3:14.0,Defensive rebound by C. Joseph,,72-67,,
3:10.0,K. Lowry makes 3-pt shot from 25 ft (assist by C. Joseph),3,75-67,,
3:10.0,,,75-67,,Orlando full timeout
3:10.0,,,75-67,,E. Payton enters the game for V. Oladipo
3:10.0,T. Ross enters the game for K. Lowry,,75-67,,
2:56.0,,,75-69,2,E. Fournier makes 2-pt shot from 8 ft
2:49.0,,,75-69,,Personal foul by E. Payton (drawn by C. Joseph)
2:49.0,N. Powell enters the game for D. DeRozan,,75-69,,
2:49.0,,,75-69,,M. Hezonja enters the game for T. Harris
2:49.0,B. Biyombo enters the game for J. Valanciunas,,75-69,,
2:35.0,T. Ross misses 3-pt shot from 25 ft,,75-69,,
2:29.0,,,75-69,,Defensive rebound by M. Hezonja
2:25.0,Toronto full timeout,,75-69,,
2:16.0,,,75-69,,J. Smith misses 3-pt shot from 24 ft
2:15.0,Defensive rebound by B. Biyombo,,75-69,,
2:12.0,C. Joseph makes 2-pt shot from 12 ft,2,77-69,,
1:57.0,,,77-69,,E. Payton misses 2-pt shot from 1 ft (block by B. Biyombo)
1:54.0,,,77-69,,Offensive rebound by N. Vucevic
1:54.0,,,77-69,,N. Vucevic misses 2-pt shot at rim
1:50.0,Defensive rebound by P. Patterson,,77-69,,
1:44.0,Turnover by C. Joseph (traveling),,77-69,,
1:26.0,,,77-69,,M. Hezonja misses 2-pt shot from 19 ft
1:25.0,Defensive rebound by N. Powell,,77-69,,
1:19.0,T. Ross misses 3-pt shot from 27 ft,,77-69,,
1:15.0,,,77-69,,Defensive rebound by E. Fournier
1:06.0,,,77-69,,E. Fournier misses 3-pt shot from 25 ft
1:05.0,Defensive rebound by B. Biyombo,,77-69,,
0:47.0,B. Biyombo misses 2-pt shot at rim,,77-69,,
0:45.0,,,77-69,,Defensive rebound by M. Hezonja
0:42.0,,,77-71,2,E. Fournier makes 2-pt shot from 2 ft (assist by M. Hezonja)
0:20.0,T. Ross misses 3-pt shot from 25 ft,,77-71,,
0:18.0,,,77-71,,Defensive rebound by J. Smith
0:06.0,Personal foul by C. Joseph (drawn by E. Payton),,77-71,,
0:00.0,,,77-73,2,E. Payton makes 2-pt shot from 21 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,77-73,,E. Payton misses 2-pt shot at rim
11:47.0,Defensive rebound by B. Biyombo,,77-73,,
11:28.0,B. Biyombo makes 2-pt shot at rim (assist by C. Joseph),2,79-73,,
11:11.0,,,79-73,,N. Vucevic misses 2-pt shot from 3 ft
11:09.0,Defensive rebound by P. Patterson,,79-73,,
11:02.0,K. Lowry misses 3-pt shot from 24 ft,,79-73,,
11:01.0,,,79-73,,Defensive rebound by N. Vucevic
10:52.0,,,79-75,2,N. Vucevic makes 2-pt shot from 9 ft
10:28.0,B. Biyombo makes 2-pt shot at rim (assist by P. Patterson),2,81-75,,
10:10.0,,,81-75,,E. Payton misses 2-pt shot from 6 ft (block by P. Patterson)
10:07.0,,,81-75,,Offensive rebound by J. Smith
10:01.0,,,81-75,,M. Hezonja misses 3-pt shot from 23 ft
9:59.0,Defensive rebound by K. Lowry,,81-75,,
9:53.0,T. Ross misses 3-pt shot from 25 ft,,81-75,,
9:52.0,,,81-75,,Defensive rebound by J. Smith
9:44.0,,,81-75,,N. Vucevic misses 2-pt shot from 19 ft
9:44.0,Defensive rebound by Team,,81-75,,
9:22.0,K. Lowry misses 2-pt shot from 22 ft,,81-75,,
9:21.0,Offensive rebound by B. Biyombo,,81-75,,
9:20.0,Shooting foul by J. Smith (drawn by B. Biyombo),,81-75,,
9:20.0,B. Biyombo misses free throw 1 of 2,,81-75,,
9:20.0,Offensive rebound by Team,,81-75,,
9:20.0,B. Biyombo makes free throw 2 of 2,1,82-75,,
9:03.0,Personal foul by P. Patterson (drawn by N. Vucevic),,82-75,,
9:03.0,,,82-75,,V. Oladipo enters the game for M. Hezonja
8:54.0,,,82-75,,N. Vucevic misses 2-pt shot from 15 ft
8:52.0,Defensive rebound by P. Patterson,,82-75,,
8:34.0,C. Joseph makes 2-pt shot from 19 ft,2,84-75,,
8:22.0,,,84-77,2,V. Oladipo makes 2-pt shot at rim (assist by E. Payton)
7:58.0,C. Joseph makes 2-pt shot from 10 ft,2,86-77,,
7:46.0,,,86-77,,Turnover by E. Payton (lost ball; steal by P. Patterson)
7:34.0,Shooting foul by N. Vucevic (drawn by K. Lowry),,86-77,,
7:34.0,Official timeout,,86-77,,
7:34.0,,,86-77,,T. Harris enters the game for E. Payton
7:34.0,D. DeRozan enters the game for T. Ross,,86-77,,
7:34.0,K. Lowry makes free throw 1 of 2,1,87-77,,
7:34.0,K. Lowry makes free throw 2 of 2,1,88-77,,
7:18.0,,,88-79,2,E. Fournier makes 2-pt shot from 1 ft
7:00.0,K. Lowry misses 2-pt shot from 13 ft,,88-79,,
6:59.0,,,88-79,,Defensive rebound by N. Vucevic
6:48.0,,,88-81,2,N. Vucevic makes 2-pt shot from 7 ft
6:25.0,Shooting foul by E. Fournier (drawn by C. Joseph),,88-81,,
6:25.0,C. Joseph misses free throw 1 of 2,,88-81,,
6:25.0,Offensive rebound by Team,,88-81,,
6:25.0,C. Joseph makes free throw 2 of 2,1,89-81,,
6:07.0,,,89-84,3,E. Fournier makes 3-pt shot from 27 ft
5:41.0,Offensive charge foul by B. Biyombo,,89-84,,
5:41.0,Turnover by B. Biyombo (offensive foul),,89-84,,
5:41.0,,,89-84,,Orlando full timeout
5:30.0,,,89-86,2,E. Fournier makes 2-pt shot at rim (assist by J. Smith)
5:04.0,Shooting foul by V. Oladipo (drawn by K. Lowry),,89-86,,
5:04.0,K. Lowry makes free throw 1 of 2,1,90-86,,
5:04.0,K. Lowry makes free throw 2 of 2,1,91-86,,
4:55.0,Personal foul by C. Joseph (drawn by E. Fournier),,91-86,,
4:55.0,J. Valanciunas enters the game for B. Biyombo,,91-86,,
4:39.0,,,91-86,,Turnover by Team (shot clock)
4:25.0,K. Lowry misses 3-pt shot from 23 ft,,91-86,,
4:24.0,,,91-86,,Defensive rebound by T. Harris
4:14.0,,,91-88,2,T. Harris makes 2-pt shot at rim (assist by V. Oladipo)
3:54.0,Shooting foul by N. Vucevic (drawn by J. Valanciunas),,91-88,,
3:54.0,J. Valanciunas misses free throw 1 of 2,,91-88,,
3:54.0,Offensive rebound by Team,,91-88,,
3:54.0,J. Valanciunas makes free throw 2 of 2,1,92-88,,
3:42.0,,,92-88,,N. Vucevic misses 2-pt shot from 7 ft (block by J. Valanciunas)
3:39.0,Defensive rebound by D. DeRozan,,92-88,,
3:32.0,K. Lowry misses 3-pt shot from 24 ft,,92-88,,
3:30.0,,,92-88,,Defensive rebound by N. Vucevic
3:17.0,,,92-91,3,V. Oladipo makes 3-pt shot from 25 ft (assist by E. Fournier)
2:57.0,D. DeRozan makes 2-pt shot from 19 ft (assist by C. Joseph),2,94-91,,
2:43.0,,,94-91,,E. Fournier misses 3-pt shot from 23 ft
2:42.0,Defensive rebound by D. DeRozan,,94-91,,
2:23.0,P. Patterson misses 3-pt shot from 25 ft,,94-91,,
2:22.0,,,94-91,,Defensive rebound by V. Oladipo
2:11.0,,,94-91,,J. Smith misses 2-pt shot from 19 ft
2:10.0,Defensive rebound by D. DeRozan,,94-91,,
2:10.0,Toronto full timeout,,94-91,,
1:49.0,P. Patterson misses 2-pt shot from 12 ft,,94-91,,
1:47.0,,,94-91,,Defensive rebound by T. Harris
1:37.0,,,94-91,,N. Vucevic misses 2-pt shot from 19 ft
1:35.0,Defensive rebound by J. Valanciunas,,94-91,,
1:14.0,Turnover by K. Lowry (lost ball; steal by V. Oladipo),,94-91,,
1:06.0,,,94-91,,J. Smith misses 2-pt shot from 17 ft
1:02.0,Defensive rebound by K. Lowry,,94-91,,
1:02.0,,,94-91,,Personal foul by J. Smith (drawn by K. Lowry)
1:02.0,K. Lowry makes free throw 1 of 2,1,95-91,,
1:02.0,B. Biyombo enters the game for J. Valanciunas,,95-91,,
