time,Oklahoma City,pts.away,score,pts.home,Utah
11:26.0,,,23-23,,Personal foul by J. Ingles (drawn by N. Collison)
11:13.0,A. Morrow makes 3-pt shot from 24 ft (assist by D. Waiters),3,26-23,,
10:57.0,,,26-23,,J. Ingles misses 3-pt shot from 24 ft
10:56.0,Defensive rebound by D. Augustin,,26-23,,
10:48.0,Turnover by N. Collison (bad pass; steal by R. Gobert),,26-23,,
10:47.0,Personal foul by N. Collison (drawn by R. Gobert),,26-23,,
10:29.0,,,26-23,,J. Ingles misses 3-pt shot from 22 ft
10:29.0,Defensive rebound by Team,,26-23,,
10:14.0,D. Augustin makes 3-pt shot from 24 ft (assist by D. Waiters),3,29-23,,
9:54.0,,,29-23,,T. Burke misses 2-pt shot from 15 ft
9:51.0,,,29-23,,Offensive rebound by R. Gobert
9:46.0,,,29-23,,Turnover by T. Burke (bad pass; steal by D. Waiters)
9:42.0,D. Waiters misses 2-pt shot from 2 ft,,29-23,,
9:41.0,,,29-23,,Defensive rebound by J. Ingles
9:34.0,,,29-23,,T. Burke misses 3-pt shot from 22 ft
9:33.0,,,29-23,,Offensive rebound by T. Booker
9:21.0,,,29-23,,Turnover by R. Gobert (traveling)
9:05.0,N. Collison makes 2-pt shot from 1 ft (assist by D. Waiters),2,31-23,,
9:02.0,,,31-23,,Utah full timeout
9:02.0,,,31-23,,R. Hood enters the game for A. Burks
9:02.0,,,31-23,,D. Favors enters the game for T. Booker
8:45.0,,,31-23,,Offensive foul by D. Favors
8:45.0,,,31-23,,Turnover by D. Favors (offensive foul)
8:25.0,D. Waiters misses 2-pt shot from 19 ft,,31-23,,
8:25.0,,,31-23,,Defensive rebound by T. Burke
8:19.0,,,31-25,2,T. Burke makes 2-pt shot from 2 ft
8:00.0,A. Morrow makes 2-pt shot from 7 ft,2,33-25,,
7:45.0,,,33-25,,Turnover by R. Gobert (bad pass; steal by D. Waiters)
7:45.0,,,33-25,,Clear path foul by R. Hood
7:45.0,,,33-25,,R. Neto enters the game for T. Burke
7:45.0,D. Waiters misses clear path free throw 1 of 2,,33-25,,
7:45.0,Offensive rebound by Team,,33-25,,
7:45.0,D. Waiters makes clear path free throw 2 of 2,1,34-25,,
7:45.0,,,34-25,,A. Burks enters the game for J. Ingles
7:37.0,D. Augustin misses 3-pt shot from 23 ft,,34-25,,
7:36.0,,,34-25,,Defensive rebound by D. Favors
7:14.0,,,34-25,,D. Favors misses 2-pt shot from 17 ft
7:14.0,,,34-25,,Offensive rebound by R. Neto
7:02.0,,,34-27,2,D. Favors makes 2-pt shot from 5 ft
6:45.0,D. Waiters makes 2-pt shot from 17 ft,2,36-27,,
6:33.0,Personal block foul by E. Kanter (drawn by A. Burks),,36-27,,
6:33.0,,,36-27,,A. Burks misses free throw 1 of 2
6:33.0,,,36-27,,Offensive rebound by Team
6:33.0,,,36-28,1,A. Burks makes free throw 2 of 2
6:23.0,D. Waiters makes 2-pt shot at rim (assist by D. Augustin),2,38-28,,
6:10.0,Personal foul by A. Morrow (drawn by A. Burks),,38-28,,
6:10.0,R. Westbrook enters the game for D. Augustin,,38-28,,
6:10.0,S. Ibaka enters the game for N. Collison,,38-28,,
6:10.0,K. Durant enters the game for D. Waiters,,38-28,,
6:10.0,,,38-28,,G. Hayward enters the game for R. Hood
6:01.0,,,38-28,,R. Neto misses 2-pt shot from 5 ft
5:59.0,,,38-28,,Offensive rebound by R. Gobert
5:59.0,,,38-30,2,R. Gobert makes 2-pt shot at rim
5:55.0,Shooting foul by R. Neto (drawn by R. Westbrook),,38-30,,
5:55.0,Official timeout,,38-30,,
5:55.0,R. Westbrook makes free throw 1 of 2,1,39-30,,
5:55.0,R. Westbrook makes free throw 2 of 2,1,40-30,,
5:40.0,,,40-32,2,D. Favors makes 2-pt shot at rim (assist by G. Hayward)
5:40.0,,,40-32,,Shooting foul by K. Durant (drawn by D. Favors)
5:40.0,,,40-32,,D. Favors misses free throw 1 of 1
5:40.0,Defensive rebound by S. Ibaka,,40-32,,
5:40.0,,,40-32,,Personal foul by R. Gobert (drawn by E. Kanter)
5:40.0,Personal foul by E. Kanter,,40-32,,
5:24.0,A. Morrow makes 2-pt shot from 23 ft (assist by E. Kanter),2,42-32,,
5:09.0,Personal foul by R. Westbrook (drawn by R. Neto),,42-32,,
5:09.0,,,42-33,1,R. Neto makes free throw 1 of 2
5:09.0,S. Adams enters the game for E. Kanter,,42-33,,
5:09.0,D. Waiters enters the game for A. Morrow,,42-33,,
5:09.0,,,42-34,1,R. Neto makes free throw 2 of 2
4:51.0,K. Durant makes 3-pt shot from 23 ft (assist by D. Waiters),3,45-34,,
4:38.0,,,45-34,,R. Neto misses 3-pt shot from 23 ft
4:37.0,Defensive rebound by D. Waiters,,45-34,,
4:31.0,K. Durant makes 3-pt shot from 23 ft,3,48-34,,
4:30.0,,,48-34,,Utah full timeout
4:18.0,Personal foul by S. Ibaka (drawn by D. Favors),,48-34,,
4:18.0,,,48-35,1,D. Favors makes free throw 1 of 2
4:18.0,,,48-35,,R. Hood enters the game for R. Neto
4:18.0,,,48-36,1,D. Favors makes free throw 2 of 2
4:06.0,Turnover by D. Waiters (bad pass),,48-36,,
3:49.0,,,48-38,2,G. Hayward makes 2-pt shot from 17 ft (assist by A. Burks)
3:24.0,S. Ibaka makes 2-pt shot from 17 ft (assist by D. Waiters),2,50-38,,
3:23.0,,,50-38,,Personal foul by R. Gobert (drawn by S. Adams)
3:23.0,Personal foul by S. Adams,,50-38,,
3:18.0,,,50-38,,Technical foul by R. Gobert
3:18.0,K. Durant makes technical free throw,1,51-38,,
3:18.0,N. Collison enters the game for S. Ibaka,,51-38,,
3:18.0,,,51-38,,J. Withey enters the game for R. Gobert
3:14.0,,,51-40,2,G. Hayward makes 2-pt shot at rim
3:03.0,Shooting foul by J. Withey (drawn by R. Westbrook),,51-40,,
3:03.0,R. Westbrook makes free throw 1 of 2,1,52-40,,
3:03.0,,,52-40,,R. Gobert enters the game for J. Withey
3:03.0,,,52-40,,T. Burke enters the game for R. Hood
3:03.0,R. Westbrook makes free throw 2 of 2,1,53-40,,
2:50.0,,,53-40,,D. Favors misses 2-pt shot from 15 ft
2:48.0,Defensive rebound by K. Durant,,53-40,,
2:36.0,R. Westbrook misses 3-pt shot from 24 ft,,53-40,,
2:35.0,,,53-40,,Defensive rebound by D. Favors
2:15.0,,,53-40,,G. Hayward misses 2-pt shot from 17 ft
2:15.0,,,53-40,,Offensive rebound by Team
2:15.0,Loose ball foul by S. Adams (drawn by R. Gobert),,53-40,,
2:15.0,,,53-41,1,R. Gobert makes free throw 1 of 2
2:15.0,,,53-42,1,R. Gobert makes free throw 2 of 2
2:03.0,Turnover by R. Westbrook (offensive foul),,53-42,,
2:03.0,Offensive foul by R. Westbrook,,53-42,,
1:40.0,,,53-42,,D. Favors misses 2-pt shot from 2 ft (block by S. Adams)
1:38.0,,,53-42,,Offensive rebound by R. Gobert
1:38.0,,,53-44,2,R. Gobert makes 2-pt shot from 3 ft
1:27.0,S. Adams misses 2-pt shot from 6 ft,,53-44,,
1:25.0,Offensive rebound by R. Westbrook,,53-44,,
1:25.0,R. Westbrook makes 2-pt shot from 1 ft,2,55-44,,
1:05.0,,,55-44,,Turnover by G. Hayward (lost ball; steal by D. Waiters)
1:00.0,D. Waiters makes 2-pt shot at rim,2,57-44,,
0:41.0,,,57-44,,Shooting foul by N. Collison (drawn by D. Favors)
0:41.0,,,57-44,,D. Favors misses free throw 1 of 2
0:41.0,,,57-44,,Offensive rebound by Team
0:41.0,E. Kanter enters the game for S. Adams,,57-44,,
0:41.0,,,57-44,,T. Booker enters the game for R. Gobert
0:41.0,,,57-45,1,D. Favors makes free throw 2 of 2
0:35.0,Shooting foul by G. Hayward (drawn by R. Westbrook),,57-45,,
0:35.0,R. Westbrook makes free throw 1 of 2,1,58-45,,
0:35.0,R. Westbrook makes free throw 2 of 2,1,59-45,,
0:30.0,,,59-45,,Turnover by A. Burks (lost ball; steal by N. Collison)
0:26.0,D. Waiters makes 2-pt shot at rim,2,61-45,,
0:05.0,,,61-45,,Shooting foul by E. Kanter (drawn by A. Burks)
0:05.0,,,61-46,1,A. Burks makes free throw 1 of 2
0:05.0,,,61-46,,A. Burks misses free throw 2 of 2
0:05.0,Defensive rebound by R. Westbrook,,61-46,,
0:00.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,63-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,63-46,,R. Neto misses 2-pt shot from 20 ft (block by S. Adams)
11:35.0,,,63-46,,Offensive rebound by Team
11:26.0,,,63-46,,R. Hood misses 3-pt shot from 24 ft
11:26.0,,,63-46,,Offensive rebound by R. Gobert
11:23.0,,,63-48,2,R. Gobert makes 2-pt shot from 1 ft
11:09.0,S. Ibaka misses 2-pt shot from 20 ft,,63-48,,
11:08.0,,,63-48,,Defensive rebound by G. Hayward
10:50.0,,,63-50,2,D. Favors makes 2-pt shot from 6 ft
10:34.0,R. Westbrook makes 2-pt shot from 20 ft,2,65-50,,
10:07.0,,,65-52,2,G. Hayward makes 2-pt shot from 1 ft
9:47.0,Shooting foul by R. Neto (drawn by R. Westbrook),,65-52,,
9:47.0,R. Westbrook makes free throw 1 of 2,1,66-52,,
9:47.0,R. Westbrook makes free throw 2 of 2,1,67-52,,
9:36.0,,,67-52,,G. Hayward misses 2-pt shot from 1 ft (block by S. Ibaka)
9:34.0,Defensive rebound by R. Westbrook,,67-52,,
9:30.0,K. Durant makes 2-pt shot at rim (assist by R. Westbrook),2,69-52,,
9:06.0,,,69-54,2,D. Favors makes 2-pt shot at rim (assist by R. Hood)
8:52.0,S. Adams misses 2-pt shot from 1 ft (block by D. Favors),,69-54,,
8:50.0,Offensive rebound by S. Adams,,69-54,,
8:47.0,S. Ibaka misses 3-pt shot from 23 ft,,69-54,,
8:46.0,,,69-54,,Defensive rebound by R. Hood
8:33.0,,,69-54,,R. Gobert misses 2-pt shot at rim (block by S. Ibaka)
8:32.0,Defensive rebound by A. Roberson,,69-54,,
8:22.0,R. Westbrook makes 2-pt shot from 9 ft,2,71-54,,
8:02.0,,,71-54,,D. Favors misses 2-pt shot from 7 ft
8:01.0,Defensive rebound by S. Adams,,71-54,,
7:55.0,R. Westbrook makes 2-pt shot from 1 ft,2,73-54,,
7:49.0,,,73-54,,Offensive foul by R. Gobert
7:49.0,,,73-54,,Turnover by R. Gobert (offensive foul)
7:38.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,75-54,,
7:24.0,,,75-54,,Turnover by R. Gobert (lost ball)
7:08.0,Turnover by S. Ibaka (bad pass; steal by R. Hood),,75-54,,
6:55.0,,,75-56,2,R. Hood makes 2-pt shot from 20 ft
6:26.0,A. Roberson misses 2-pt shot from 8 ft,,75-56,,
6:25.0,,,75-56,,Defensive rebound by R. Gobert
6:12.0,,,75-56,,R. Hood misses 2-pt shot from 6 ft (block by S. Adams)
6:09.0,Defensive rebound by K. Durant,,75-56,,
6:08.0,Turnover by K. Durant (lost ball; steal by R. Neto),,75-56,,
6:06.0,Personal foul by R. Westbrook (drawn by R. Neto),,75-56,,
6:06.0,,,75-56,,Utah full timeout
6:06.0,,,75-56,,T. Booker enters the game for R. Gobert
5:56.0,,,75-56,,G. Hayward misses 2-pt shot from 5 ft
5:55.0,Defensive rebound by A. Roberson,,75-56,,
5:48.0,K. Durant misses 3-pt shot from 25 ft,,75-56,,
5:47.0,,,75-56,,Defensive rebound by D. Favors
5:28.0,,,75-56,,Shooting foul by K. Durant (drawn by R. Hood)
5:28.0,,,75-56,,R. Hood misses free throw 1 of 3
5:28.0,,,75-56,,Offensive rebound by Team
5:28.0,,,75-57,1,R. Hood makes free throw 2 of 3
5:28.0,,,75-57,,T. Burke enters the game for R. Neto
5:28.0,,,75-58,1,R. Hood makes free throw 3 of 3
5:09.0,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook),2,77-58,,
4:45.0,,,77-58,,G. Hayward misses 3-pt shot from 23 ft
4:44.0,Defensive rebound by R. Westbrook,,77-58,,
4:38.0,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook),3,80-58,,
4:17.0,,,80-58,,Shooting foul by S. Ibaka (drawn by G. Hayward)
4:17.0,,,80-58,,G. Hayward misses free throw 1 of 2
4:17.0,,,80-58,,Offensive rebound by Team
4:17.0,N. Collison enters the game for S. Ibaka,,80-58,,
4:17.0,D. Waiters enters the game for A. Roberson,,80-58,,
4:17.0,,,80-58,,A. Burks enters the game for R. Hood
4:17.0,,,80-59,1,G. Hayward makes free throw 2 of 2
4:05.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,82-59,,
3:46.0,,,82-59,,G. Hayward misses 3-pt shot from 24 ft
3:44.0,,,82-59,,Offensive rebound by Team
3:44.0,Loose ball foul by S. Adams (drawn by D. Favors),,82-59,,
3:44.0,,,82-59,,J. Withey enters the game for D. Favors
3:34.0,,,82-59,,T. Burke misses 2-pt shot from 21 ft
3:34.0,Defensive rebound by K. Durant,,82-59,,
3:24.0,K. Durant misses 3-pt shot from 23 ft,,82-59,,
3:22.0,,,82-59,,Defensive rebound by A. Burks
3:15.0,,,82-59,,A. Burks misses 3-pt shot from 24 ft
3:14.0,Defensive rebound by D. Waiters,,82-59,,
3:08.0,K. Durant makes 2-pt shot at rim (assist by D. Waiters),2,84-59,,
2:56.0,,,84-59,,Shooting foul by N. Collison (drawn by G. Hayward)
2:56.0,Oklahoma City full timeout,,84-59,,
2:56.0,E. Kanter enters the game for S. Adams,,84-59,,
2:56.0,,,84-60,1,G. Hayward makes free throw 1 of 2
2:56.0,,,84-61,1,G. Hayward makes free throw 2 of 2
2:40.0,Turnover by K. Durant (bad pass),,84-61,,
2:26.0,,,84-61,,Offensive charge foul by A. Burks
2:26.0,,,84-61,,Turnover by A. Burks (offensive foul)
2:07.0,Turnover by R. Westbrook (bad pass; steal by J. Withey),,84-61,,
2:00.0,,,84-61,,A. Burks misses 2-pt shot from 2 ft (block by D. Waiters)
1:58.0,,,84-61,,Offensive rebound by T. Burke
1:54.0,,,84-63,2,A. Burks makes 2-pt shot from 2 ft (assist by G. Hayward)
1:53.0,Turnover by E. Kanter (bad pass; steal by G. Hayward),,84-63,,
1:53.0,Personal foul by N. Collison (drawn by G. Hayward),,84-63,,
1:53.0,,,84-64,1,G. Hayward makes free throw 1 of 2
1:53.0,S. Ibaka enters the game for N. Collison,,84-64,,
1:53.0,,,84-65,1,G. Hayward makes free throw 2 of 2
1:40.0,S. Ibaka makes 2-pt shot from 16 ft (assist by R. Westbrook),2,86-65,,
1:23.0,,,86-65,,T. Burke misses 3-pt shot from 24 ft
1:21.0,,,86-65,,Offensive rebound by T. Burke
1:16.0,,,86-68,3,G. Hayward makes 3-pt shot from 24 ft (assist by T. Booker)
0:47.0,R. Westbrook misses 2-pt shot from 19 ft,,86-68,,
0:46.0,,,86-68,,Defensive rebound by J. Withey
0:40.0,,,86-68,,A. Burks misses 2-pt shot from 3 ft
0:38.0,Defensive rebound by Team,,86-68,,
0:38.0,D. Augustin enters the game for R. Westbrook,,86-68,,
0:22.0,K. Durant makes 2-pt shot at rim,2,88-68,,
0:03.0,,,88-68,,Turnover by G. Hayward (bad pass; steal by K. Durant)
0:00.0,D. Augustin misses 3-pt shot from 68 ft,,88-68,,
0:00.0,Offensive rebound by Team,,88-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,S. Ibaka makes 2-pt shot from 17 ft (assist by A. Morrow),2,90-68,,
11:24.0,Personal foul by D. Waiters (drawn by A. Burks),,90-68,,
11:13.0,,,90-68,,A. Burks misses 2-pt shot from 3 ft
11:13.0,Defensive rebound by E. Kanter,,90-68,,
11:10.0,,,90-68,,Personal foul by T. Burke (drawn by D. Waiters)
11:10.0,,,90-68,,T. Lyles enters the game for R. Gobert
10:57.0,S. Ibaka misses 2-pt shot from 20 ft,,90-68,,
10:56.0,,,90-68,,Defensive rebound by J. Withey
10:42.0,,,90-68,,T. Burke misses 2-pt shot from 13 ft
10:41.0,Defensive rebound by E. Kanter,,90-68,,
10:31.0,Turnover by D. Waiters (bad pass; steal by A. Burks),,90-68,,
10:22.0,,,90-68,,A. Burks misses 2-pt shot from 2 ft
10:22.0,Defensive rebound by S. Ibaka,,90-68,,
10:22.0,Oklahoma City full timeout,,90-68,,
10:05.0,Turnover by S. Ibaka (bad pass),,90-68,,
9:51.0,,,90-68,,Turnover by J. Withey (bad pass)
9:38.0,S. Ibaka makes 3-pt shot from 23 ft (assist by D. Augustin),3,93-68,,
9:23.0,,,93-71,3,T. Burke makes 3-pt shot from 22 ft (assist by J. Ingles)
9:06.0,D. Waiters misses 2-pt shot from 19 ft,,93-71,,
9:05.0,Offensive rebound by E. Kanter,,93-71,,
9:03.0,E. Kanter makes 2-pt shot from 1 ft,2,95-71,,
8:52.0,,,95-71,,T. Burke misses 2-pt shot from 1 ft
8:51.0,,,95-71,,Offensive rebound by T. Lyles
8:49.0,,,95-73,2,T. Lyles makes 2-pt shot from 1 ft
8:33.0,S. Ibaka makes 2-pt shot from 19 ft,2,97-73,,
8:22.0,,,97-75,2,J. Withey makes 2-pt shot from 19 ft (assist by A. Burks)
8:00.0,A. Morrow makes 3-pt shot from 24 ft,3,100-75,,
7:41.0,,,100-75,,T. Burke misses 2-pt shot from 2 ft
7:41.0,Defensive rebound by E. Kanter,,100-75,,
7:34.0,A. Morrow misses 3-pt shot from 23 ft,,100-75,,
7:34.0,,,100-75,,Defensive rebound by A. Burks
7:34.0,Loose ball foul by E. Kanter (drawn by A. Burks),,100-75,,
7:34.0,,,100-75,,T. Booker enters the game for T. Lyles
7:34.0,,,100-75,,D. Favors enters the game for J. Withey
7:34.0,,,100-75,,R. Hood enters the game for A. Burks
7:17.0,,,100-75,,Turnover by J. Ingles (back court)
7:01.0,Offensive foul by S. Ibaka,,100-75,,
7:01.0,Turnover by S. Ibaka (offensive foul),,100-75,,
6:47.0,,,100-75,,J. Ingles misses 3-pt shot from 24 ft
6:45.0,,,100-75,,Offensive rebound by T. Booker
6:41.0,,,100-75,,T. Burke misses 3-pt shot from 23 ft
6:40.0,Defensive rebound by S. Ibaka,,100-75,,
6:21.0,E. Kanter misses 2-pt shot from 19 ft,,100-75,,
6:20.0,,,100-75,,Defensive rebound by T. Burke
6:07.0,,,100-75,,Shooting foul by S. Ibaka (drawn by T. Booker)
6:07.0,,,100-76,1,T. Booker makes free throw 1 of 2
6:07.0,S. Adams enters the game for E. Kanter,,100-76,,
6:07.0,,,100-76,,R. Neto enters the game for T. Burke
6:07.0,N. Collison enters the game for S. Ibaka,,100-76,,
6:07.0,,,100-77,1,T. Booker makes free throw 2 of 2
5:49.0,A. Morrow makes 2-pt shot from 11 ft,2,102-77,,
5:49.0,,,102-77,,Utah full timeout
5:49.0,,,102-77,,C. Johnson enters the game for D. Favors
5:49.0,,,102-77,,J. Withey enters the game for R. Hood
5:31.0,,,102-77,,Shooting foul by S. Adams (drawn by J. Withey)
5:31.0,,,102-77,,J. Withey misses free throw 1 of 2
5:31.0,,,102-77,,Offensive rebound by Team
5:31.0,,,102-77,,J. Withey misses free throw 2 of 2
5:30.0,Defensive rebound by S. Adams,,102-77,,
5:08.0,D. Waiters makes 3-pt shot from 24 ft,3,105-77,,
4:59.0,,,105-77,,Turnover by J. Ingles (bad pass; steal by A. Morrow)
4:35.0,N. Collison misses 2-pt shot from 5 ft (block by J. Withey),,105-77,,
4:35.0,Offensive rebound by Team,,105-77,,
4:35.0,Turnover by Team (shot clock),,105-77,,
4:22.0,,,105-77,,Turnover by T. Booker (offensive goaltending)
4:22.0,M. McGary enters the game for N. Collison,,105-77,,
4:08.0,D. Augustin makes 3-pt shot from 25 ft,3,108-77,,
3:52.0,,,108-77,,C. Johnson misses 2-pt shot from 3 ft
3:48.0,,,108-77,,Offensive rebound by J. Withey
3:46.0,,,108-77,,Turnover by J. Ingles (bad pass; steal by A. Morrow)
3:41.0,D. Augustin misses 2-pt shot from 3 ft,,108-77,,
3:40.0,,,108-77,,Defensive rebound by J. Ingles
3:35.0,K. Singler enters the game for S. Adams,,108-77,,
3:35.0,C. Payne enters the game for D. Waiters,,108-77,,
