time,New Orleans,pts.away,score,pts.home,Dallas
1:18.0,,,94-102,,J. Evans enters the game for D. Nowitzki
1:14.0,T. Douglas misses 2-pt shot from 1 ft,,94-102,,
1:12.0,,,94-102,,Defensive rebound by D. Williams
0:56.0,,,94-104,2,D. Williams makes 2-pt shot from 16 ft
0:45.0,I. Smith misses 3-pt shot from 24 ft,,94-104,,
0:44.0,,,94-104,,Defensive rebound by J. Evans
0:25.0,,,94-106,2,D. Williams makes 2-pt shot from 21 ft
0:18.0,Shooting foul by J. Evans (drawn by T. Douglas),,94-106,,
0:18.0,T. Douglas makes free throw 1 of 2,1,95-106,,
0:18.0,T. Douglas makes free throw 2 of 2,1,96-106,,
0:14.0,Personal foul by A. Davis (drawn by Z. Pachulia),,96-106,,
0:14.0,,,96-106,,Z. Pachulia misses free throw 1 of 2
0:14.0,,,96-106,,Offensive rebound by Team
0:14.0,,,96-107,1,Z. Pachulia makes free throw 2 of 2
0:08.0,T. Douglas misses 3-pt shot from 27 ft,,96-107,,
0:07.0,Offensive rebound by R. Anderson,,96-107,,
0:07.0,R. Anderson makes 2-pt shot from 1 ft,2,98-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
