time,Boston,pts.away,score,pts.home,Toronto
7:19.0,Shooting foul by K. Lowry (drawn by I. Thomas),,12-15,,
7:19.0,I. Thomas makes free throw 1 of 2,1,13-15,,
7:19.0,I. Thomas makes free throw 2 of 2,1,14-15,,
7:02.0,,,14-17,2,D. DeRozan makes 2-pt shot from 3 ft
7:02.0,,,14-17,,Shooting foul by A. Bradley (drawn by D. DeRozan)
7:02.0,,,14-18,1,D. DeRozan makes free throw 1 of 1
6:53.0,A. Bradley misses 3-pt shot from 26 ft,,14-18,,
6:52.0,Offensive rebound by J. Sullinger,,14-18,,
6:43.0,A. Johnson misses 3-pt shot from 23 ft,,14-18,,
6:42.0,,,14-18,,Defensive rebound by J. Valanciunas
6:28.0,,,14-20,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by D. DeRozan)
6:28.0,Boston full timeout,,14-20,,
6:17.0,J. Sullinger misses 2-pt shot from 6 ft,,14-20,,
6:16.0,,,14-20,,Defensive rebound by J. Valanciunas
6:10.0,,,14-22,2,L. Scola makes 2-pt shot at rim (assist by K. Lowry)
5:53.0,J. Sullinger misses 2-pt shot from 8 ft,,14-22,,
5:52.0,,,14-22,,Defensive rebound by J. Valanciunas
5:41.0,Personal foul by A. Johnson (drawn by L. Scola),,14-22,,
5:41.0,M. Smart enters the game for J. Sullinger,,14-22,,
5:41.0,E. Turner enters the game for A. Bradley,,14-22,,
5:41.0,T. Zeller enters the game for A. Johnson,,14-22,,
5:27.0,,,14-24,2,J. Valanciunas makes 2-pt shot from 4 ft
5:13.0,J. Crowder makes 2-pt shot from 12 ft (assist by E. Turner),2,16-24,,
4:55.0,,,16-24,,L. Scola misses 3-pt shot from 24 ft
4:55.0,Defensive rebound by M. Smart,,16-24,,
4:44.0,E. Turner misses 2-pt shot from 14 ft,,16-24,,
4:43.0,,,16-24,,Defensive rebound by D. DeRozan
4:28.0,,,16-24,,L. Scola misses 3-pt shot from 25 ft
4:28.0,,,16-24,,Offensive rebound by J. Valanciunas
4:22.0,,,16-26,2,J. Valanciunas makes 2-pt shot from 4 ft
4:10.0,E. Turner makes 2-pt shot from 17 ft,2,18-26,,
3:52.0,,,18-28,2,L. Scola makes 2-pt shot from 5 ft
3:36.0,J. Crowder makes 2-pt shot from 15 ft (assist by E. Turner),2,20-28,,
3:20.0,,,20-28,,Shooting foul by E. Turner (drawn by D. DeRozan)
3:20.0,,,20-30,2,D. DeRozan makes 2-pt shot from 2 ft (assist by J. Valanciunas)
3:20.0,,,20-30,,P. Patterson enters the game for L. Scola
3:20.0,,,20-30,,T. Ross enters the game for J. Johnson
3:20.0,,,20-31,1,D. DeRozan makes free throw 1 of 1
3:09.0,T. Zeller misses 2-pt shot from 4 ft,,20-31,,
3:09.0,,,20-31,,Defensive rebound by J. Valanciunas
2:57.0,,,20-33,2,D. DeRozan makes 2-pt shot from 16 ft
2:36.0,T. Zeller misses 2-pt shot from 18 ft,,20-33,,
2:36.0,,,20-33,,Defensive rebound by K. Lowry
2:26.0,,,20-33,,Turnover by K. Lowry (lost ball)
2:26.0,,,20-33,,Toronto full timeout
2:26.0,K. Olynyk enters the game for I. Thomas,,20-33,,
2:26.0,,,20-33,,C. Joseph enters the game for J. Valanciunas
2:26.0,,,20-33,,B. Biyombo enters the game for K. Lowry
2:06.0,T. Zeller misses 2-pt shot from 2 ft,,20-33,,
2:05.0,Offensive rebound by T. Zeller,,20-33,,
2:03.0,T. Zeller makes 2-pt shot at rim,2,22-33,,
1:46.0,,,22-33,,D. DeRozan misses 2-pt shot from 15 ft
1:46.0,Defensive rebound by K. Olynyk,,22-33,,
1:40.0,Turnover by E. Turner (bad pass; steal by B. Biyombo),,22-33,,
1:28.0,,,22-35,2,D. DeRozan makes 2-pt shot from 3 ft
1:09.0,Shooting foul by T. Ross (drawn by E. Turner),,22-35,,
1:09.0,E. Turner makes free throw 1 of 2,1,23-35,,
1:09.0,E. Turner misses free throw 2 of 2,,23-35,,
1:08.0,,,23-35,,Defensive rebound by B. Biyombo
0:50.0,,,23-35,,T. Ross misses 3-pt shot from 23 ft
0:50.0,Defensive rebound by E. Turner,,23-35,,
0:38.0,T. Zeller makes 2-pt shot at rim (assist by J. Crowder),2,25-35,,
0:27.0,,,25-35,,C. Joseph misses 2-pt shot from 16 ft
0:26.0,Defensive rebound by E. Turner,,25-35,,
0:07.0,E. Turner makes 2-pt shot from 10 ft,2,27-35,,
0:00.0,,,27-35,,D. DeRozan misses 3-pt shot from 24 ft
0:00.0,,,27-35,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,27-35,,P. Patterson misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by E. Turner,,27-35,,
11:29.0,K. Olynyk makes 3-pt shot from 24 ft (assist by M. Smart),3,30-35,,
11:15.0,,,30-38,3,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry)
10:58.0,T. Zeller misses 2-pt shot from 1 ft (block by B. Biyombo),,30-38,,
10:58.0,,,30-38,,Defensive rebound by Team
10:46.0,,,30-41,3,K. Lowry makes 3-pt shot from 25 ft (assist by C. Joseph)
10:32.0,Shooting foul by K. Lowry (drawn by T. Zeller),,30-41,,
10:32.0,T. Zeller misses free throw 1 of 2,,30-41,,
10:32.0,Offensive rebound by Team,,30-41,,
10:32.0,T. Zeller misses free throw 2 of 2,,30-41,,
10:31.0,,,30-41,,Defensive rebound by B. Biyombo
10:18.0,,,30-41,,Turnover by T. Ross (bad pass)
10:18.0,J. Jerebko enters the game for T. Zeller,,30-41,,
10:00.0,A. Bradley misses 3-pt shot from 25 ft,,30-41,,
10:00.0,,,30-41,,Defensive rebound by Team
9:47.0,,,30-41,,K. Lowry misses 2-pt shot from 18 ft
9:47.0,Defensive rebound by K. Olynyk,,30-41,,
9:37.0,Turnover by A. Bradley (traveling),,30-41,,
9:18.0,,,30-41,,K. Lowry misses 3-pt shot from 25 ft
9:17.0,Defensive rebound by Team,,30-41,,
9:02.0,J. Jerebko misses 2-pt shot from 3 ft,,30-41,,
9:02.0,,,30-41,,Defensive rebound by B. Biyombo
8:43.0,Official timeout,,30-41,,
8:42.0,Jump ball: B. Biyombo vs. M. Smart,,,,Jump ball: B. Biyombo vs. M. Smart
8:42.0,,,30-41,,Turnover by B. Biyombo (lost ball; steal by M. Smart)
8:28.0,M. Smart makes 2-pt shot from 4 ft,2,32-41,,
8:01.0,,,32-43,2,P. Patterson makes 2-pt shot from 12 ft (assist by K. Lowry)
7:44.0,J. Jerebko makes 3-pt shot from 25 ft (assist by K. Olynyk),3,35-43,,
7:31.0,,,35-43,,Turnover by K. Lowry (lost ball; steal by J. Jerebko)
7:25.0,J. Jerebko makes 2-pt shot from 1 ft,2,37-43,,
7:08.0,,,37-43,,C. Joseph misses 2-pt shot from 21 ft
7:08.0,Defensive rebound by E. Turner,,37-43,,
6:57.0,K. Olynyk makes 3-pt shot from 25 ft (assist by E. Turner),3,40-43,,
6:57.0,,,40-43,,Toronto full timeout
6:57.0,,,40-43,,D. DeRozan enters the game for B. Biyombo
6:57.0,,,40-43,,L. Scola enters the game for C. Joseph
6:39.0,,,40-46,3,T. Ross makes 3-pt shot from 25 ft (assist by P. Patterson)
6:21.0,J. Jerebko makes 3-pt shot from 25 ft (assist by E. Turner),3,43-46,,
6:07.0,,,43-46,,Offensive foul by K. Lowry
6:07.0,,,43-46,,Turnover by K. Lowry (offensive foul)
6:07.0,,,43-46,,C. Joseph enters the game for K. Lowry
5:54.0,Shooting foul by L. Scola (drawn by M. Smart),,43-46,,
5:54.0,M. Smart makes free throw 1 of 2,1,44-46,,
5:54.0,M. Smart makes free throw 2 of 2,1,45-46,,
5:32.0,,,45-48,2,C. Joseph makes 2-pt shot from 2 ft (assist by D. DeRozan)
5:19.0,E. Turner makes 2-pt shot from 9 ft,2,47-48,,
5:08.0,,,47-48,,D. DeRozan misses 2-pt shot from 2 ft
5:07.0,,,47-48,,Offensive rebound by L. Scola
5:05.0,,,47-50,2,L. Scola makes 2-pt shot from 1 ft
4:53.0,K. Olynyk makes 2-pt shot from 4 ft (assist by M. Smart),2,49-50,,
4:29.0,,,49-50,,D. DeRozan misses 2-pt shot from 15 ft
4:29.0,Defensive rebound by Team,,49-50,,
4:28.0,I. Thomas enters the game for E. Turner,,49-50,,
4:12.0,Offensive charge foul by J. Jerebko,,49-50,,
4:12.0,Turnover by J. Jerebko (offensive foul),,49-50,,
4:04.0,Personal foul by M. Smart (drawn by D. DeRozan),,49-50,,
4:04.0,A. Johnson enters the game for K. Olynyk,,49-50,,
4:04.0,,,49-50,,J. Valanciunas enters the game for P. Patterson
3:55.0,,,49-52,2,T. Ross makes 2-pt shot from 6 ft (assist by C. Joseph)
3:38.0,A. Bradley makes 2-pt shot from 6 ft (assist by A. Johnson),2,51-52,,
3:16.0,,,51-52,,Shooting foul by J. Jerebko (drawn by D. DeRozan)
3:16.0,,,51-53,1,D. DeRozan makes free throw 1 of 2
3:16.0,,,51-53,,J. Johnson enters the game for T. Ross
3:16.0,,,51-54,1,D. DeRozan makes free throw 2 of 2
2:54.0,M. Smart misses 3-pt shot from 24 ft,,51-54,,
2:53.0,,,51-54,,Defensive rebound by L. Scola
2:29.0,,,51-54,,L. Scola misses 2-pt shot from 13 ft
2:29.0,Defensive rebound by M. Smart,,51-54,,
2:25.0,,,51-54,,Violation by D. DeRozan (def goaltending)
2:25.0,A. Bradley makes 2-pt shot from 1 ft (assist by M. Smart),2,53-54,,
2:13.0,,,53-54,,D. DeRozan misses 2-pt shot from 2 ft
2:12.0,Defensive rebound by M. Smart,,53-54,,
2:08.0,A. Bradley makes 2-pt shot at rim (assist by M. Smart),2,55-54,,
2:07.0,,,55-54,,Toronto full timeout
2:07.0,Boston full timeout,,55-54,,
2:07.0,J. Crowder enters the game for M. Smart,,55-54,,
2:07.0,K. Olynyk enters the game for J. Jerebko,,55-54,,
1:42.0,,,55-54,,C. Joseph misses 2-pt shot from 4 ft (block by A. Johnson)
1:41.0,Defensive rebound by I. Thomas,,55-54,,
1:33.0,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas),3,58-54,,
1:16.0,,,58-54,,C. Joseph misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by J. Crowder,,58-54,,
1:04.0,A. Johnson misses 2-pt shot from 5 ft,,58-54,,
1:04.0,,,58-54,,Defensive rebound by J. Johnson
0:57.0,,,58-54,,Turnover by J. Johnson (lost ball; steal by J. Crowder)
0:52.0,I. Thomas makes 2-pt shot from 1 ft (assist by J. Crowder),2,60-54,,
0:36.0,,,60-54,,D. DeRozan misses 2-pt shot from 10 ft
0:35.0,,,60-54,,Offensive rebound by L. Scola
0:35.0,,,60-56,2,L. Scola makes 2-pt shot from 1 ft
0:26.0,I. Thomas misses 2-pt shot from 3 ft,,60-56,,
0:25.0,Offensive rebound by A. Johnson,,60-56,,
0:03.0,A. Johnson makes 2-pt shot at rim (assist by I. Thomas),2,62-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,62-58,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry)
11:21.0,J. Sullinger misses 2-pt shot from 14 ft,,62-58,,
11:20.0,,,62-58,,Defensive rebound by K. Lowry
11:06.0,,,62-58,,K. Lowry misses 3-pt shot from 25 ft
11:05.0,Defensive rebound by Team,,62-58,,
10:49.0,A. Bradley makes 2-pt shot from 20 ft (assist by I. Thomas),2,64-58,,
10:31.0,,,64-60,2,D. DeRozan makes 2-pt shot from 14 ft
10:18.0,A. Bradley makes 2-pt shot from 19 ft (assist by I. Thomas),2,66-60,,
10:05.0,,,66-62,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
9:48.0,Offensive foul by J. Sullinger,,66-62,,
9:48.0,Turnover by J. Sullinger (offensive foul),,66-62,,
9:30.0,,,66-65,3,L. Scola makes 3-pt shot from 22 ft (assist by J. Johnson)
9:10.0,J. Crowder misses 2-pt shot from 18 ft,,66-65,,
9:10.0,,,66-65,,Defensive rebound by J. Valanciunas
8:56.0,,,66-65,,Turnover by J. Valanciunas (lost ball; steal by J. Sullinger)
8:55.0,,,66-65,,Personal foul by L. Scola (drawn by J. Sullinger)
8:43.0,Shooting foul by J. Valanciunas (drawn by I. Thomas),,66-65,,
8:43.0,I. Thomas makes free throw 1 of 2,1,67-65,,
8:43.0,I. Thomas makes free throw 2 of 2,1,68-65,,
8:21.0,,,68-67,2,J. Valanciunas makes 2-pt shot at rim (assist by J. Johnson)
8:05.0,Turnover by A. Johnson (bad pass; steal by J. Valanciunas),,68-67,,
7:59.0,,,68-70,3,K. Lowry makes 3-pt shot from 25 ft (assist by J. Johnson)
7:59.0,Boston full timeout,,68-70,,
7:47.0,Turnover by A. Bradley (bad pass; steal by D. DeRozan),,68-70,,
7:34.0,,,68-70,,Turnover by D. DeRozan (bad pass; steal by J. Sullinger)
7:27.0,A. Bradley misses 2-pt shot from 4 ft,,68-70,,
7:26.0,Offensive rebound by J. Sullinger,,68-70,,
7:25.0,J. Sullinger misses 2-pt shot from 2 ft,,68-70,,
7:24.0,,,68-70,,Defensive rebound by J. Valanciunas
7:14.0,,,68-70,,J. Johnson misses 3-pt shot from 24 ft
7:13.0,Defensive rebound by A. Johnson,,68-70,,
7:03.0,J. Sullinger makes 2-pt shot from 21 ft (assist by I. Thomas),2,70-70,,
6:41.0,,,70-70,,D. DeRozan misses 2-pt shot from 19 ft
6:40.0,Defensive rebound by J. Crowder,,70-70,,
6:34.0,Turnover by A. Bradley (step out of bounds),,70-70,,
6:34.0,K. Olynyk enters the game for J. Sullinger,,70-70,,
6:24.0,,,70-72,2,D. DeRozan makes 2-pt shot from 4 ft
6:24.0,,,70-72,,Shooting foul by J. Crowder (drawn by D. DeRozan)
6:24.0,,,70-73,1,D. DeRozan makes free throw 1 of 1
6:12.0,Turnover by A. Johnson (offensive goaltending),,70-73,,
5:57.0,,,70-73,,K. Lowry misses 3-pt shot from 26 ft
5:57.0,Defensive rebound by I. Thomas,,70-73,,
5:48.0,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas),3,73-73,,
5:29.0,,,73-75,2,D. DeRozan makes 2-pt shot from 18 ft (assist by K. Lowry)
5:19.0,I. Thomas misses 2-pt shot from 10 ft,,73-75,,
5:19.0,Offensive rebound by K. Olynyk,,73-75,,
5:10.0,K. Olynyk makes 3-pt shot from 24 ft (assist by J. Crowder),3,76-75,,
4:48.0,,,76-75,,Shooting foul by J. Crowder (drawn by J. Valanciunas)
4:48.0,,,76-75,,J. Valanciunas misses free throw 1 of 2
4:48.0,,,76-75,,Offensive rebound by Team
4:48.0,,,76-76,1,J. Valanciunas makes free throw 2 of 2
4:36.0,J. Crowder misses 3-pt shot from 22 ft,,76-76,,
4:36.0,Offensive rebound by J. Crowder,,76-76,,
4:28.0,I. Thomas misses 2-pt shot from 18 ft,,76-76,,
4:28.0,,,76-76,,Defensive rebound by L. Scola
4:19.0,,,76-76,,Shooting foul by A. Johnson (drawn by D. DeRozan)
4:19.0,,,76-76,,D. DeRozan misses free throw 1 of 2
4:19.0,,,76-76,,Offensive rebound by Team
4:19.0,,,76-76,,T. Ross enters the game for J. Johnson
4:19.0,,,76-77,1,D. DeRozan makes free throw 2 of 2
4:09.0,I. Thomas makes 3-pt shot from 26 ft (assist by K. Olynyk),3,79-77,,
3:47.0,,,79-79,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by T. Ross)
3:39.0,I. Thomas misses 3-pt shot from 26 ft,,79-79,,
3:39.0,,,79-79,,Defensive rebound by J. Valanciunas
3:21.0,,,79-82,3,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry)
3:16.0,A. Bradley makes 3-pt shot from 26 ft (assist by I. Thomas),3,82-82,,
2:58.0,,,82-84,2,D. DeRozan makes 2-pt shot from 3 ft
2:51.0,,,82-84,,Personal foul by L. Scola (drawn by I. Thomas)
2:51.0,,,82-84,,Toronto full timeout
2:51.0,,,82-84,,P. Patterson enters the game for L. Scola
2:51.0,,,82-84,,C. Joseph enters the game for K. Lowry
2:51.0,E. Turner enters the game for A. Johnson,,82-84,,
2:51.0,M. Smart enters the game for I. Thomas,,82-84,,
2:46.0,K. Olynyk misses 3-pt shot from 24 ft,,82-84,,
2:45.0,,,82-84,,Defensive rebound by P. Patterson
2:28.0,,,82-84,,D. DeRozan misses 2-pt shot from 13 ft
2:28.0,,,82-84,,Offensive rebound by Team
2:28.0,Loose ball foul by K. Olynyk (drawn by J. Valanciunas),,82-84,,
2:18.0,,,82-86,2,D. DeRozan makes 2-pt shot from 1 ft
2:04.0,M. Smart misses 2-pt shot from 2 ft,,82-86,,
2:03.0,,,82-86,,Defensive rebound by J. Valanciunas
1:58.0,,,82-86,,D. DeRozan misses 2-pt shot from 4 ft
1:58.0,,,82-86,,Offensive rebound by J. Valanciunas
1:55.0,,,82-88,2,J. Valanciunas makes 2-pt shot from 2 ft
1:47.0,K. Olynyk makes 2-pt shot from 3 ft,2,84-88,,
1:47.0,Shooting foul by P. Patterson (drawn by K. Olynyk),,84-88,,
1:47.0,K. Olynyk makes free throw 1 of 1,1,85-88,,
1:24.0,,,85-90,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by D. DeRozan)
1:12.0,Shooting foul by T. Ross (drawn by E. Turner),,85-90,,
1:12.0,E. Turner makes free throw 1 of 2,1,86-90,,
1:12.0,J. Sullinger enters the game for J. Crowder,,86-90,,
1:12.0,E. Turner makes free throw 2 of 2,1,87-90,,
0:57.0,,,87-92,2,D. DeRozan makes 2-pt shot from 15 ft
0:47.0,Turnover by J. Sullinger (bad pass),,87-92,,
0:33.0,,,87-94,2,D. DeRozan makes 2-pt shot from 17 ft
0:25.0,Shooting foul by C. Joseph (drawn by J. Sullinger),,87-94,,
0:25.0,J. Sullinger misses free throw 1 of 2,,87-94,,
0:25.0,Offensive rebound by Team,,87-94,,
0:25.0,J. Sullinger makes free throw 2 of 2,1,88-94,,
0:06.0,Personal foul by M. Smart (drawn by D. DeRozan),,88-94,,
0:06.0,,,88-95,1,D. DeRozan makes free throw 1 of 2
0:06.0,I. Thomas enters the game for J. Sullinger,,88-95,,
0:06.0,,,88-95,,B. Biyombo enters the game for J. Valanciunas
0:06.0,,,88-96,1,D. DeRozan makes free throw 2 of 2
0:01.0,E. Turner makes 2-pt shot from 1 ft,2,90-96,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,I. Thomas misses 3-pt shot from 22 ft,,90-96,,
11:45.0,Offensive rebound by I. Thomas,,90-96,,
11:34.0,I. Thomas misses 2-pt shot from 3 ft (block by B. Biyombo),,90-96,,
11:32.0,Offensive rebound by Team,,90-96,,
11:32.0,,,90-96,,Loose ball foul by B. Biyombo (drawn by M. Smart)
11:23.0,I. Thomas makes 3-pt shot from 25 ft (assist by K. Olynyk),3,93-96,,
11:01.0,,,93-98,2,B. Biyombo makes 2-pt shot from 2 ft
10:48.0,I. Thomas misses 3-pt shot from 24 ft,,93-98,,
10:48.0,,,93-98,,Defensive rebound by P. Patterson
10:38.0,,,93-98,,Turnover by B. Biyombo (3 sec)
10:23.0,K. Olynyk makes 2-pt shot at rim (assist by E. Turner),2,95-98,,
9:57.0,,,95-98,,Turnover by K. Lowry (bad pass; steal by K. Olynyk)
9:49.0,K. Olynyk misses 2-pt shot from 17 ft,,95-98,,
9:45.0,,,95-98,,Defensive rebound by P. Patterson
9:40.0,Shooting block foul by E. Turner (drawn by B. Biyombo),,95-98,,
9:40.0,,,95-98,,B. Biyombo misses free throw 1 of 2
9:40.0,,,95-98,,Offensive rebound by Team
9:40.0,,,95-98,,B. Biyombo misses free throw 2 of 2
9:39.0,Defensive rebound by J. Jerebko,,95-98,,
9:25.0,E. Turner misses 2-pt shot at rim,,95-98,,
9:25.0,,,95-98,,Defensive rebound by B. Biyombo
9:25.0,Personal foul by J. Jerebko (drawn by B. Biyombo),,95-98,,
9:12.0,,,95-98,,Shooting foul by K. Olynyk (drawn by B. Biyombo)
9:12.0,,,95-99,1,B. Biyombo makes free throw 1 of 2
9:12.0,,,95-99,,B. Biyombo misses free throw 2 of 2
9:10.0,,,95-99,,Offensive rebound by P. Patterson
9:06.0,,,95-99,,T. Ross misses 3-pt shot from 24 ft
9:06.0,,,95-99,,Offensive rebound by P. Patterson
9:02.0,,,95-99,,P. Patterson misses 2-pt shot from 2 ft
9:02.0,Defensive rebound by E. Turner,,95-99,,
8:48.0,M. Smart misses 3-pt shot from 25 ft,,95-99,,
8:47.0,,,95-99,,Defensive rebound by Team
8:46.0,Official timeout,,95-99,,
8:32.0,,,95-99,,T. Ross misses 3-pt shot from 24 ft
8:31.0,Defensive rebound by J. Jerebko,,95-99,,
8:15.0,Turnover by E. Turner (lost ball; steal by K. Lowry),,95-99,,
8:06.0,,,95-99,,C. Joseph misses 3-pt shot from 23 ft
8:05.0,Defensive rebound by M. Smart,,95-99,,
7:57.0,M. Smart makes 2-pt shot from 1 ft,2,97-99,,
7:37.0,,,97-99,,K. Lowry misses 3-pt shot from 26 ft
7:36.0,,,97-99,,Offensive rebound by C. Joseph
7:26.0,,,97-99,,K. Lowry misses 3-pt shot from 23 ft
7:25.0,,,97-99,,Offensive rebound by P. Patterson
7:21.0,,,97-101,2,P. Patterson makes 2-pt shot at rim
7:01.0,Offensive foul by M. Smart,,97-101,,
7:01.0,Turnover by M. Smart (offensive foul),,97-101,,
7:01.0,,,97-101,,D. DeRozan enters the game for C. Joseph
7:01.0,J. Crowder enters the game for M. Smart,,97-101,,
6:52.0,,,97-101,,Turnover by K. Lowry (bad pass)
6:39.0,I. Thomas makes 2-pt shot from 16 ft,2,99-101,,
6:17.0,,,99-103,2,D. DeRozan makes 2-pt shot from 16 ft
6:05.0,I. Thomas misses 3-pt shot from 26 ft (block by B. Biyombo),,99-103,,
6:03.0,,,99-103,,Defensive rebound by D. DeRozan
5:52.0,,,99-105,2,P. Patterson makes 2-pt shot from 11 ft
5:26.0,I. Thomas misses 2-pt shot from 3 ft,,99-105,,
5:26.0,,,99-105,,Defensive rebound by Team
5:26.0,Loose ball foul by J. Jerebko (drawn by B. Biyombo),,99-105,,
5:26.0,,,99-105,,Toronto full timeout
5:26.0,A. Bradley enters the game for E. Turner,,99-105,,
5:26.0,A. Johnson enters the game for J. Jerebko,,99-105,,
5:18.0,,,99-105,,Turnover by K. Lowry (bad pass; steal by J. Crowder)
5:13.0,I. Thomas makes 2-pt shot from 1 ft (assist by J. Crowder),2,101-105,,
4:54.0,,,101-105,,T. Ross misses 3-pt shot from 24 ft
4:53.0,Defensive rebound by K. Olynyk,,101-105,,
4:47.0,,,101-105,,Personal foul by K. Lowry (drawn by I. Thomas)
4:47.0,,,101-105,,J. Valanciunas enters the game for B. Biyombo
4:38.0,Turnover by J. Crowder (bad pass; steal by K. Lowry),,101-105,,
4:15.0,,,101-105,,D. DeRozan misses 2-pt shot from 19 ft
4:15.0,Defensive rebound by A. Johnson,,101-105,,
4:07.0,I. Thomas makes 2-pt shot from 1 ft,2,103-105,,
3:51.0,,,103-105,,P. Patterson misses 3-pt shot from 26 ft
3:50.0,Defensive rebound by A. Bradley,,103-105,,
3:41.0,I. Thomas misses 2-pt shot from 14 ft,,103-105,,
3:40.0,,,103-105,,Defensive rebound by J. Valanciunas
3:30.0,,,103-105,,P. Patterson misses 3-pt shot from 26 ft
3:30.0,Defensive rebound by I. Thomas,,103-105,,
3:20.0,A. Bradley makes 2-pt shot from 19 ft,2,105-105,,
2:52.0,,,105-108,3,K. Lowry makes 3-pt shot from 28 ft (assist by D. DeRozan)
2:39.0,K. Olynyk makes 2-pt shot from 1 ft,2,107-108,,
2:16.0,,,107-111,3,T. Ross makes 3-pt shot from 25 ft (assist by P. Patterson)
2:15.0,Boston full timeout,,107-111,,
2:15.0,,,107-111,,B. Biyombo enters the game for J. Valanciunas
2:02.0,K. Olynyk misses 3-pt shot from 24 ft,,107-111,,
2:02.0,Offensive rebound by Team,,107-111,,
2:02.0,Jump ball: B. Biyombo vs. A. Johnson,,,,Jump ball: B. Biyombo vs. A. Johnson
1:40.0,I. Thomas misses 2-pt shot from 7 ft,,107-111,,
1:39.0,,,107-111,,Defensive rebound by T. Ross
1:29.0,,,107-111,,Toronto full timeout
1:29.0,,,107-111,,J. Valanciunas enters the game for B. Biyombo
1:18.0,,,107-111,,K. Lowry misses 2-pt shot from 17 ft
1:18.0,Defensive rebound by J. Crowder,,107-111,,
1:05.0,J. Crowder makes 2-pt shot from 16 ft (assist by K. Olynyk),2,109-111,,
0:47.0,,,109-113,2,D. DeRozan makes 2-pt shot from 18 ft
0:47.0,Boston full timeout,,109-113,,
0:47.0,,,109-113,,B. Biyombo enters the game for J. Valanciunas
0:47.0,M. Smart enters the game for A. Johnson,,109-113,,
0:43.0,A. Bradley misses 2-pt shot from 3 ft (block by T. Ross),,109-113,,
0:43.0,Offensive rebound by Team,,109-113,,
0:43.0,Boston full timeout,,109-113,,
0:42.0,Turnover by I. Thomas (bad pass; steal by P. Patterson),,109-113,,
0:28.0,,,109-113,,D. DeRozan misses 2-pt shot from 2 ft
0:28.0,Defensive rebound by J. Crowder,,109-113,,
0:25.0,,,109-113,,Personal block foul by P. Patterson (drawn by I. Thomas)
