time,Milwaukee,pts.away,score,pts.home,Indiana
8:40.0,Turnover by K. Middleton (lost ball; steal by M. Ellis),,11-6,,
8:40.0,Jump ball: M. Ellis vs. K. Middleton (C. Miles gains possession),,,,Jump ball: M. Ellis vs. K. Middleton (C. Miles gains possession)
8:34.0,,,11-6,,Turnover by C. Budinger (turnover)
8:23.0,,,11-6,,Shooting block foul by C. Miles (drawn by M. Carter-Williams)
8:23.0,M. Carter-Williams misses free throw 1 of 2,,11-6,,
8:23.0,Offensive rebound by Team,,11-6,,
8:23.0,,,11-6,,L. Allen enters the game for C. Miles
8:23.0,M. Carter-Williams makes free throw 2 of 2,1,12-6,,
8:10.0,,,12-6,,P. George misses 2-pt shot from 19 ft
8:09.0,,,12-6,,Offensive rebound by L. Allen
8:05.0,,,12-6,,P. George misses 2-pt shot from 1 ft (block by J. Parker)
8:04.0,,,12-6,,Offensive rebound by I. Mahinmi
8:01.0,,,12-8,2,I. Mahinmi makes 2-pt shot from 3 ft
7:46.0,G. Monroe misses 2-pt shot from 9 ft,,12-8,,
7:46.0,,,12-8,,Defensive rebound by P. George
7:40.0,,,12-10,2,C. Budinger makes 2-pt shot from 1 ft (assist by P. George)
7:16.0,G. Monroe makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,14-10,,
7:01.0,,,14-10,,I. Mahinmi misses 2-pt shot from 1 ft
7:01.0,Defensive rebound by G. Monroe,,14-10,,
6:57.0,Shooting foul by C. Budinger (drawn by G. Antetokounmpo),,14-10,,
6:57.0,,,14-10,,Indiana full timeout
6:57.0,G. Antetokounmpo makes free throw 1 of 2,1,15-10,,
6:57.0,G. Antetokounmpo makes free throw 2 of 2,1,16-10,,
6:38.0,,,16-13,3,C. Budinger makes 3-pt shot from 23 ft (assist by L. Allen)
6:17.0,G. Monroe makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,18-13,,
5:56.0,,,18-13,,I. Mahinmi misses 2-pt shot from 19 ft
5:54.0,,,18-13,,Offensive rebound by I. Mahinmi
5:49.0,,,18-16,3,P. George makes 3-pt shot from 26 ft (assist by I. Mahinmi)
5:35.0,K. Middleton misses 3-pt shot from 23 ft,,18-16,,
5:33.0,,,18-16,,Defensive rebound by Team
5:26.0,,,18-16,,P. George misses 3-pt shot from 26 ft
5:25.0,,,18-16,,Offensive rebound by L. Allen
5:21.0,,,18-18,2,P. George makes 2-pt shot from 20 ft
5:06.0,K. Middleton misses 2-pt shot from 18 ft,,18-18,,
5:05.0,Offensive rebound by Team,,18-18,,
5:05.0,J. O'Bryant enters the game for J. Parker,,18-18,,
5:05.0,,,18-18,,J. Hill enters the game for I. Mahinmi
4:54.0,J. O'Bryant misses 2-pt shot from 17 ft,,18-18,,
4:52.0,Offensive rebound by G. Monroe,,18-18,,
4:52.0,,,18-18,,Personal foul by M. Ellis (drawn by G. Monroe)
4:52.0,G. Monroe makes free throw 1 of 2,1,19-18,,
4:52.0,G. Monroe misses free throw 2 of 2,,19-18,,
4:52.0,,,19-18,,Defensive rebound by L. Allen
4:36.0,,,19-18,,J. Hill misses 2-pt shot from 16 ft
4:36.0,Defensive rebound by G. Antetokounmpo,,19-18,,
4:26.0,Shooting foul by P. George (drawn by G. Monroe),,19-18,,
4:26.0,G. Monroe makes free throw 1 of 2,1,20-18,,
4:26.0,,,20-18,,R. Stuckey enters the game for M. Ellis
4:26.0,G. Monroe makes free throw 2 of 2,1,21-18,,
4:13.0,,,21-18,,Turnover by C. Budinger (bad pass; steal by J. O'Bryant)
3:57.0,G. Antetokounmpo misses 2-pt shot at rim,,21-18,,
3:56.0,Offensive rebound by J. O'Bryant,,21-18,,
3:47.0,J. O'Bryant makes 2-pt shot at rim (assist by G. Antetokounmpo),2,23-18,,
3:36.0,,,23-18,,Shooting foul by M. Carter-Williams (drawn by R. Stuckey)
3:36.0,,,23-19,1,R. Stuckey makes free throw 1 of 2
3:36.0,O. Mayo enters the game for K. Middleton,,23-19,,
3:36.0,,,23-19,,G. Robinson enters the game for C. Budinger
3:36.0,,,23-19,,R. Stuckey misses free throw 2 of 2
3:36.0,Defensive rebound by G. Monroe,,23-19,,
3:23.0,G. Monroe misses 2-pt shot from 9 ft,,23-19,,
3:22.0,,,23-19,,Defensive rebound by R. Stuckey
3:09.0,,,23-21,2,R. Stuckey makes 2-pt shot from 18 ft (assist by P. George)
2:51.0,J. O'Bryant misses 2-pt shot from 20 ft,,23-21,,
2:50.0,,,23-21,,Defensive rebound by P. George
2:35.0,,,23-21,,L. Allen misses 2-pt shot from 5 ft
2:34.0,,,23-21,,Offensive rebound by L. Allen
2:32.0,,,23-23,2,L. Allen makes 2-pt shot from 4 ft
2:14.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,23-23,,
2:13.0,Offensive rebound by G. Monroe,,23-23,,
2:11.0,G. Monroe misses 2-pt shot from 6 ft (block by R. Stuckey),,23-23,,
2:10.0,Offensive rebound by G. Monroe,,23-23,,
2:09.0,Milwaukee full timeout,,23-23,,
2:09.0,Turnover by G. Monroe (lost ball; steal by J. Hill),,23-23,,
2:09.0,Jump ball: J. Hill vs. G. Monroe (R. Stuckey gains possession),,,,Jump ball: J. Hill vs. G. Monroe (R. Stuckey gains possession)
1:55.0,,,23-23,,P. George misses 3-pt shot from 24 ft
1:54.0,Defensive rebound by M. Carter-Williams,,23-23,,
1:51.0,Turnover by M. Carter-Williams (turnover),,23-23,,
1:51.0,J. Henson enters the game for M. Carter-Williams,,23-23,,
1:51.0,G. Vasquez enters the game for G. Monroe,,23-23,,
1:31.0,,,23-23,,L. Allen misses 2-pt shot from 21 ft
1:30.0,Defensive rebound by G. Antetokounmpo,,23-23,,
1:17.0,Turnover by G. Vasquez (bad pass; steal by P. George),,23-23,,
1:11.0,,,23-25,2,J. Hill makes 2-pt shot at rim (assist by P. George)
1:00.0,O. Mayo misses 3-pt shot from 26 ft,,23-25,,
1:00.0,,,23-25,,Defensive rebound by P. George
0:44.0,,,23-28,3,P. George makes 3-pt shot from 23 ft (assist by R. Stuckey)
0:40.0,Offensive charge foul by G. Vasquez,,23-28,,
0:40.0,Turnover by G. Vasquez (offensive foul),,23-28,,
0:30.0,,,23-28,,Shooting foul by G. Vasquez (drawn by R. Stuckey)
0:30.0,,,23-28,,R. Stuckey misses free throw 1 of 2
0:30.0,,,23-28,,Offensive rebound by Team
0:30.0,J. Bayless enters the game for G. Vasquez,,23-28,,
0:30.0,,,23-28,,R. Stuckey misses free throw 2 of 2
0:30.0,Defensive rebound by G. Antetokounmpo,,23-28,,
0:09.0,J. Henson makes 2-pt shot from 5 ft,2,25-28,,
0:02.0,,,25-28,,P. George misses 3-pt shot from 30 ft
0:01.0,Defensive rebound by O. Mayo,,25-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,25-30,2,J. Hill makes 2-pt shot from 4 ft
11:25.0,O. Mayo misses 2-pt shot from 3 ft (block by L. Allen),,25-30,,
11:24.0,,,25-30,,Defensive rebound by R. Stuckey
11:21.0,,,25-30,,Shooting foul by K. Middleton (drawn by G. Robinson)
11:21.0,,,25-31,1,G. Robinson makes free throw 1 of 2
11:21.0,,,25-31,,G. Robinson misses free throw 2 of 2
11:20.0,Defensive rebound by Team,,25-31,,
11:10.0,K. Middleton misses 2-pt shot from 9 ft,,25-31,,
11:09.0,,,25-31,,Defensive rebound by L. Allen
10:49.0,,,25-31,,R. Stuckey misses 3-pt shot from 25 ft
10:48.0,Defensive rebound by J. O'Bryant,,25-31,,
10:30.0,K. Middleton makes 2-pt shot from 14 ft,2,27-31,,
10:05.0,,,27-31,,C. Miles misses 3-pt shot from 26 ft
10:05.0,,,27-31,,Offensive rebound by Team
10:05.0,Personal foul by O. Mayo (drawn by C. Miles),,27-31,,
9:55.0,,,27-34,3,G. Robinson makes 3-pt shot from 26 ft (assist by R. Stuckey)
9:40.0,O. Mayo makes 2-pt shot from 19 ft (assist by J. Bayless),2,29-34,,
9:28.0,,,29-37,3,G. Robinson makes 3-pt shot from 26 ft (assist by R. Stuckey)
9:12.0,J. O'Bryant makes 2-pt shot at rim (assist by J. Henson),2,31-37,,
8:57.0,Official timeout,,31-37,,
8:49.0,,,31-37,,R. Stuckey misses 2-pt shot from 18 ft
8:47.0,Defensive rebound by J. Henson,,31-37,,
8:42.0,Turnover by O. Mayo (lost ball),,31-37,,
8:31.0,,,31-37,,C. Miles misses 3-pt shot from 24 ft
8:29.0,,,31-37,,Offensive rebound by L. Allen
8:29.0,,,31-37,,L. Allen misses 2-pt shot at rim
8:27.0,,,31-37,,Offensive rebound by Team
8:08.0,,,31-39,2,J. Hill makes 2-pt shot from 6 ft
7:51.0,J. Bayless makes 3-pt shot from 24 ft (assist by O. Mayo),3,34-39,,
7:33.0,Personal foul by J. O'Bryant (drawn by C. Miles),,34-39,,
7:33.0,J. Parker enters the game for J. O'Bryant,,34-39,,
7:28.0,,,34-39,,Turnover by R. Stuckey (turnover)
7:22.0,O. Mayo makes 3-pt shot from 26 ft (assist by J. Bayless),3,37-39,,
7:04.0,,,37-39,,Turnover by C. Miles (bad pass; steal by J. Parker)
6:58.0,Shooting foul by L. Allen (drawn by J. Henson),,37-39,,
6:58.0,,,37-39,,Indiana full timeout
6:58.0,,,37-39,,C. Budinger enters the game for L. Allen
6:58.0,,,37-39,,M. Ellis enters the game for R. Stuckey
6:58.0,,,37-39,,I. Mahinmi enters the game for G. Robinson
6:58.0,J. Henson makes free throw 1 of 2,1,38-39,,
6:58.0,J. Henson makes free throw 2 of 2,1,39-39,,
6:37.0,,,39-39,,M. Ellis misses 2-pt shot from 11 ft
6:36.0,Defensive rebound by J. Henson,,39-39,,
6:33.0,Turnover by J. Henson (bad pass; steal by C. Budinger),,39-39,,
6:21.0,,,39-39,,Turnover by M. Ellis (bad pass; steal by K. Middleton)
6:12.0,J. Henson makes 2-pt shot from 4 ft,2,41-39,,
5:59.0,,,41-39,,M. Ellis misses 2-pt shot from 19 ft
5:58.0,Defensive rebound by J. Bayless,,41-39,,
5:45.0,Turnover by O. Mayo (bad pass; steal by J. Hill),,41-39,,
5:39.0,,,41-41,2,M. Ellis makes 2-pt shot from 1 ft
5:22.0,J. Bayless misses 3-pt shot from 28 ft,,41-41,,
5:21.0,,,41-41,,Defensive rebound by J. Hill
5:15.0,,,41-41,,C. Miles misses 2-pt shot from 1 ft
5:14.0,Defensive rebound by J. Henson,,41-41,,
5:06.0,O. Mayo misses 3-pt shot from 22 ft,,41-41,,
5:06.0,,,41-41,,Defensive rebound by I. Mahinmi
5:06.0,Loose ball foul by J. Henson (drawn by I. Mahinmi),,41-41,,
5:06.0,M. Carter-Williams enters the game for O. Mayo,,41-41,,
5:06.0,,,41-41,,P. George enters the game for J. Hill
5:06.0,G. Monroe enters the game for J. Henson,,41-41,,
5:06.0,G. Antetokounmpo enters the game for J. Bayless,,41-41,,
4:55.0,,,41-41,,C. Miles misses 3-pt shot from 24 ft
4:55.0,,,41-41,,Offensive rebound by Team
4:55.0,Loose ball foul by G. Antetokounmpo (drawn by P. George),,41-41,,
4:55.0,,,41-41,,P. George misses free throw 1 of 2
4:55.0,,,41-41,,Offensive rebound by Team
4:55.0,,,41-42,1,P. George makes free throw 2 of 2
4:44.0,K. Middleton makes 2-pt shot at rim (assist by J. Parker),2,43-42,,
4:29.0,,,43-42,,C. Miles misses 2-pt shot from 5 ft
4:28.0,Defensive rebound by G. Monroe,,43-42,,
4:13.0,K. Middleton misses 2-pt shot from 13 ft,,43-42,,
4:12.0,,,43-42,,Defensive rebound by I. Mahinmi
4:05.0,,,43-44,2,M. Ellis makes 2-pt shot at rim
3:51.0,J. Parker misses 2-pt shot at rim (block by I. Mahinmi),,43-44,,
3:50.0,Offensive rebound by J. Parker,,43-44,,
3:45.0,K. Middleton misses 2-pt shot from 6 ft,,43-44,,
3:44.0,Offensive rebound by G. Monroe,,43-44,,
3:44.0,G. Monroe makes 2-pt shot from 2 ft,2,45-44,,
3:34.0,,,45-46,2,M. Ellis makes 2-pt shot from 1 ft
3:17.0,G. Monroe misses 2-pt shot at rim,,45-46,,
3:16.0,,,45-46,,Defensive rebound by M. Ellis
3:11.0,,,45-48,2,C. Miles makes 2-pt shot from 1 ft (assist by C. Budinger)
3:11.0,,,45-48,,Shooting foul by M. Carter-Williams (drawn by C. Miles)
3:11.0,Milwaukee full timeout,,45-48,,
3:11.0,J. Bayless enters the game for K. Middleton,,45-48,,
3:11.0,,,45-49,1,C. Miles makes free throw 1 of 1
2:57.0,G. Antetokounmpo misses 2-pt shot at rim,,45-49,,
2:56.0,Offensive rebound by G. Monroe,,45-49,,
2:54.0,G. Monroe misses 2-pt shot at rim,,45-49,,
2:53.0,Offensive rebound by G. Monroe,,45-49,,
2:53.0,G. Monroe misses 2-pt shot at rim,,45-49,,
2:51.0,,,45-49,,Defensive rebound by P. George
2:42.0,,,45-49,,P. George misses 2-pt shot from 10 ft
2:42.0,Defensive rebound by G. Monroe,,45-49,,
2:35.0,J. Parker makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,47-49,,
2:16.0,,,47-49,,M. Ellis misses 2-pt shot at rim
2:15.0,Defensive rebound by M. Carter-Williams,,47-49,,
2:07.0,J. Bayless misses 3-pt shot from 23 ft,,47-49,,
2:06.0,Offensive rebound by J. Parker,,47-49,,
2:02.0,Turnover by J. Parker (lost ball; steal by C. Miles),,47-49,,
1:58.0,,,47-51,2,C. Miles makes 2-pt shot at rim (assist by P. George)
1:44.0,Turnover by M. Carter-Williams (bad pass; steal by C. Miles),,47-51,,
1:44.0,Personal foul by G. Antetokounmpo (drawn by P. George),,47-51,,
1:44.0,,,47-52,1,P. George makes free throw 1 of 2
1:44.0,,,47-52,,R. Stuckey enters the game for C. Budinger
1:44.0,,,47-53,1,P. George makes free throw 2 of 2
1:31.0,Shooting foul by C. Miles (drawn by M. Carter-Williams),,47-53,,
1:31.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,49-53,,
1:31.0,,,49-53,,L. Allen enters the game for C. Miles
1:31.0,M. Carter-Williams misses free throw 1 of 1,,49-53,,
1:30.0,Offensive rebound by G. Monroe,,49-53,,
1:17.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,51-53,,
1:01.0,,,51-55,2,R. Stuckey makes 2-pt shot from 17 ft (assist by P. George)
0:46.0,J. Parker misses 2-pt shot from 1 ft,,51-55,,
0:46.0,,,51-55,,Defensive rebound by I. Mahinmi
0:27.0,,,51-55,,R. Stuckey misses 2-pt shot from 8 ft
0:26.0,Defensive rebound by J. Parker,,51-55,,
0:04.0,Turnover by M. Carter-Williams (bad pass; steal by P. George),,51-55,,
0:01.0,,,51-55,,R. Stuckey misses 2-pt shot at rim (block by G. Antetokounmpo)
0:00.0,Defensive rebound by G. Antetokounmpo,,51-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,51-57,2,C. Miles makes 2-pt shot from 3 ft
11:18.0,J. Parker misses 2-pt shot from 18 ft,,51-57,,
11:17.0,,,51-57,,Defensive rebound by P. George
11:11.0,,,51-57,,Shooting foul by J. Parker (drawn by C. Miles)
11:11.0,,,51-58,1,C. Miles makes free throw 1 of 2
11:11.0,,,51-59,1,C. Miles makes free throw 2 of 2
10:59.0,Turnover by J. Parker (turnover),,51-59,,
10:51.0,Personal foul by G. Antetokounmpo (drawn by P. George),,51-59,,
10:38.0,,,51-59,,C. Miles misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
10:36.0,Defensive rebound by G. Antetokounmpo,,51-59,,
10:28.0,K. Middleton misses 3-pt shot from 23 ft,,51-59,,
10:27.0,,,51-59,,Defensive rebound by C. Budinger
10:21.0,,,51-59,,P. George misses 3-pt shot from 25 ft
10:19.0,,,51-59,,Offensive rebound by I. Mahinmi
10:19.0,,,51-59,,I. Mahinmi misses 2-pt shot from 1 ft
10:18.0,Defensive rebound by G. Monroe,,51-59,,
10:07.0,,,51-59,,Personal foul by P. George (drawn by M. Carter-Williams)
10:05.0,Turnover by M. Carter-Williams (offensive foul),,51-59,,
10:05.0,Offensive foul by M. Carter-Williams,,51-59,,
9:53.0,,,51-59,,Turnover by M. Ellis (turnover)
9:47.0,M. Carter-Williams misses 2-pt shot from 1 ft (block by M. Ellis),,51-59,,
9:46.0,,,51-59,,Defensive rebound by M. Ellis
9:42.0,,,51-61,2,C. Miles makes 2-pt shot at rim (assist by M. Ellis)
9:20.0,Turnover by G. Antetokounmpo (discontinued dribble),,51-61,,
9:05.0,,,51-63,2,I. Mahinmi makes 2-pt shot at rim (assist by P. George)
9:05.0,,,51-63,,Shooting foul by G. Monroe (drawn by I. Mahinmi)
9:05.0,Milwaukee full timeout,,51-63,,
9:05.0,,,51-63,,I. Mahinmi misses free throw 1 of 1
9:05.0,Defensive rebound by M. Carter-Williams,,51-63,,
8:50.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,53-63,,
8:32.0,,,53-63,,C. Miles misses 3-pt shot from 25 ft
8:31.0,Defensive rebound by K. Middleton,,53-63,,
8:19.0,K. Middleton misses 2-pt shot from 18 ft,,53-63,,
8:19.0,,,53-63,,Defensive rebound by P. George
8:04.0,,,53-65,2,P. George makes 2-pt shot from 15 ft
7:47.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,55-65,,
7:32.0,,,55-65,,Turnover by P. George (bad pass; steal by G. Antetokounmpo)
7:15.0,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Monroe),2,57-65,,
7:05.0,,,57-65,,Turnover by P. George (bad pass; steal by G. Antetokounmpo)
7:05.0,,,57-65,,Personal take foul by P. George (drawn by G. Antetokounmpo)
6:48.0,,,57-65,,Personal foul by M. Ellis (drawn by M. Carter-Williams)
6:36.0,K. Middleton makes 3-pt shot from 26 ft (assist by G. Monroe),3,60-65,,
6:25.0,,,60-68,3,P. George makes 3-pt shot from 28 ft (assist by C. Miles)
6:08.0,J. Parker makes 2-pt shot from 1 ft (assist by K. Middleton),2,62-68,,
5:53.0,,,62-68,,M. Ellis misses 2-pt shot from 3 ft
5:51.0,,,62-68,,Offensive rebound by M. Ellis
5:50.0,,,62-70,2,M. Ellis makes 2-pt shot at rim
5:35.0,Turnover by G. Monroe (lost ball; steal by M. Ellis),,62-70,,
5:27.0,Shooting block foul by G. Monroe (drawn by P. George),,62-70,,
5:27.0,,,62-71,1,P. George makes free throw 1 of 2
5:27.0,,,62-72,1,P. George makes free throw 2 of 2
5:12.0,G. Antetokounmpo misses 2-pt shot at rim,,62-72,,
5:11.0,,,62-72,,Defensive rebound by M. Ellis
5:05.0,,,62-75,3,C. Miles makes 3-pt shot from 26 ft (assist by M. Ellis)
5:03.0,Milwaukee full timeout,,62-75,,
5:03.0,O. Mayo enters the game for J. Parker,,62-75,,
4:48.0,O. Mayo makes 2-pt shot from 17 ft (assist by G. Monroe),2,64-75,,
4:22.0,,,64-78,3,C. Miles makes 3-pt shot from 26 ft
3:56.0,,,64-78,,J. Hill enters the game for I. Mahinmi
3:56.0,,,64-78,,R. Stuckey enters the game for C. Budinger
3:56.0,Turnover by G. Antetokounmpo (bad pass; steal by C. Miles),,64-78,,
3:56.0,Jump ball: C. Miles vs. G. Monroe (J. Hill gains possession),,,,Jump ball: C. Miles vs. G. Monroe (J. Hill gains possession)
3:40.0,,,64-80,2,P. George makes 2-pt shot from 16 ft
3:24.0,Shooting foul by R. Stuckey (drawn by K. Middleton),,64-80,,
3:24.0,K. Middleton misses free throw 1 of 2,,64-80,,
3:24.0,Offensive rebound by Team,,64-80,,
3:24.0,J. Henson enters the game for G. Monroe,,64-80,,
3:24.0,K. Middleton makes free throw 2 of 2,1,65-80,,
3:14.0,,,65-80,,Shooting foul by J. Henson (drawn by J. Hill)
3:14.0,,,65-81,1,J. Hill makes free throw 1 of 2
3:14.0,,,65-82,1,J. Hill makes free throw 2 of 2
3:07.0,M. Carter-Williams misses 2-pt shot from 2 ft (block by J. Hill),,65-82,,
3:06.0,,,65-82,,Defensive rebound by J. Hill
3:02.0,,,65-82,,P. George misses 2-pt shot from 1 ft (block by K. Middleton)
3:02.0,,,65-82,,Offensive rebound by Team
2:51.0,,,65-84,2,J. Hill makes 2-pt shot from 2 ft (assist by P. George)
2:39.0,K. Middleton misses 3-pt shot from 25 ft,,65-84,,
2:38.0,,,65-84,,Defensive rebound by J. Hill
2:16.0,,,65-84,,Turnover by P. George (bad pass; steal by K. Middleton)
2:04.0,O. Mayo misses 3-pt shot from 26 ft,,65-84,,
2:04.0,,,65-84,,Defensive rebound by Team
2:04.0,Loose ball foul by J. Henson (drawn by C. Miles),,65-84,,
2:04.0,,,65-84,,C. Miles misses free throw 1 of 2
2:04.0,,,65-84,,Offensive rebound by Team
2:04.0,,,65-85,1,C. Miles makes free throw 2 of 2
1:53.0,G. Antetokounmpo misses 2-pt shot from 20 ft,,65-85,,
1:52.0,,,65-85,,Defensive rebound by M. Ellis
1:42.0,,,65-85,,P. George misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by O. Mayo,,65-85,,
1:36.0,,,65-85,,L. Allen enters the game for C. Miles
1:36.0,G. Vasquez enters the game for M. Carter-Williams,,65-85,,
1:36.0,J. Bayless enters the game for K. Middleton,,65-85,,
1:20.0,Turnover by G. Antetokounmpo (traveling),,65-85,,
0:57.0,,,65-87,2,J. Hill makes 2-pt shot from 6 ft (assist by L. Allen)
0:41.0,G. Vasquez makes 2-pt shot from 8 ft,2,67-87,,
0:31.0,,,67-90,3,M. Ellis makes 3-pt shot from 26 ft (assist by R. Stuckey)
0:14.0,J. Henson misses 2-pt shot from 8 ft,,67-90,,
0:13.0,,,67-90,,Defensive rebound by P. George
0:00.0,,,67-90,,P. George misses 3-pt shot from 26 ft
0:00.0,,,67-90,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Turnover by G. Vasquez (bad pass; steal by L. Allen),,67-90,,
11:34.0,,,67-90,,Shooting foul by J. Bayless (drawn by M. Ellis)
11:34.0,,,67-91,1,M. Ellis makes free throw 1 of 3
11:34.0,,,67-91,,M. Ellis misses free throw 2 of 3
11:34.0,,,67-91,,Offensive rebound by Team
11:34.0,,,67-91,,M. Ellis misses free throw 3 of 3
11:34.0,Defensive rebound by M. Plumlee,,67-91,,
11:14.0,Turnover by J. Bayless (lost ball; steal by G. Robinson),,67-91,,
11:09.0,,,67-91,,G. Robinson misses 2-pt shot at rim
11:09.0,Defensive rebound by M. Plumlee,,67-91,,
11:01.0,J. Bayless misses 3-pt shot from 24 ft,,67-91,,
11:00.0,,,67-91,,Defensive rebound by J. Hill
10:45.0,,,67-93,2,L. Allen makes 2-pt shot at rim (assist by J. Hill)
10:26.0,J. O'Bryant misses 2-pt shot from 17 ft,,67-93,,
10:25.0,,,67-93,,Defensive rebound by L. Allen
10:15.0,,,67-93,,Turnover by L. Allen (turnover)
10:15.0,C. Copeland enters the game for J. O'Bryant,,67-93,,
10:01.0,O. Mayo makes 3-pt shot from 26 ft (assist by G. Vasquez),3,70-93,,
9:40.0,,,70-93,,R. Stuckey misses 3-pt shot from 25 ft
9:39.0,Defensive rebound by G. Vasquez,,70-93,,
9:32.0,Shooting foul by L. Allen (drawn by C. Copeland),,70-93,,
9:32.0,C. Copeland misses free throw 1 of 2,,70-93,,
9:32.0,Offensive rebound by Team,,70-93,,
9:32.0,C. Copeland makes free throw 2 of 2,1,71-93,,
9:11.0,,,71-93,,R. Stuckey misses 2-pt shot from 15 ft
9:10.0,,,71-93,,Offensive rebound by J. Hill
9:08.0,,,71-95,2,J. Hill makes 2-pt shot from 2 ft
8:54.0,Turnover by G. Vasquez (bad pass; steal by G. Robinson),,71-95,,
8:46.0,,,71-97,2,G. Robinson makes 2-pt shot at rim (assist by M. Ellis)
8:27.0,M. Plumlee misses 2-pt shot from 1 ft,,71-97,,
8:26.0,Offensive rebound by M. Plumlee,,71-97,,
8:26.0,M. Plumlee misses 2-pt shot from 1 ft,,71-97,,
8:25.0,,,71-97,,Defensive rebound by J. Hill
8:16.0,,,71-100,3,G. Robinson makes 3-pt shot from 24 ft (assist by M. Ellis)
8:15.0,Milwaukee full timeout,,71-100,,
8:15.0,,,71-100,,C. Budinger enters the game for M. Ellis
7:55.0,C. Copeland misses 2-pt shot at rim,,71-100,,
7:54.0,Offensive rebound by M. Plumlee,,71-100,,
7:54.0,M. Plumlee makes 2-pt shot at rim,2,73-100,,
7:30.0,,,73-100,,Turnover by G. Robinson (bad pass; steal by J. Bayless)
7:23.0,J. Bayless misses 3-pt shot from 24 ft,,73-100,,
7:22.0,,,73-100,,Defensive rebound by J. Hill
7:15.0,,,73-100,,C. Budinger misses 2-pt shot from 14 ft
7:14.0,,,73-100,,Offensive rebound by J. Hill
6:55.0,,,73-102,2,J. Hill makes 2-pt shot from 16 ft
6:38.0,C. Copeland misses 3-pt shot from 24 ft,,73-102,,
6:37.0,,,73-102,,Defensive rebound by Team
6:22.0,,,73-105,3,C. Budinger makes 3-pt shot from 24 ft (assist by R. Stuckey)
6:08.0,Turnover by J. Bayless (bad pass; steal by R. Stuckey),,73-105,,
6:04.0,,,73-107,2,R. Stuckey makes 2-pt shot at rim
5:48.0,G. Vasquez makes 2-pt shot from 18 ft (assist by M. Plumlee),2,75-107,,
5:32.0,,,75-107,,L. Allen misses 2-pt shot from 16 ft
