time,Miami,pts.away,score,pts.home,Brooklyn
3:16.0,T. Johnson enters the game for A. Stoudemire,,18-20,,
3:16.0,U. Haslem enters the game for D. Wade,,18-20,,
3:16.0,G. Green enters the game for B. Udrih,,18-20,,
3:00.0,,,18-20,,Shooting foul by G. Green (drawn by W. Ellington)
3:00.0,,,18-21,1,W. Ellington makes free throw 1 of 2
3:00.0,,,18-21,,A. Bargnani enters the game for B. Lopez
3:00.0,,,18-22,1,W. Ellington makes free throw 2 of 2
2:47.0,U. Haslem misses 2-pt shot from 4 ft,,18-22,,
2:47.0,,,18-22,,Defensive rebound by J. Johnson
2:39.0,,,18-22,,A. Bargnani misses 2-pt shot from 18 ft
2:38.0,Defensive rebound by U. Haslem,,18-22,,
2:23.0,J. Winslow makes 2-pt shot from 3 ft (assist by G. Green),2,20-22,,
2:07.0,,,20-24,2,D. Sloan makes 2-pt shot from 19 ft
1:49.0,Turnover by C. Bosh (lost ball; steal by W. Ellington),,20-24,,
1:44.0,,,20-24,,D. Sloan misses 2-pt shot from 1 ft
1:43.0,,,20-24,,Offensive rebound by Team
1:31.0,,,20-27,3,D. Sloan makes 3-pt shot from 25 ft (assist by W. Ellington)
1:05.0,G. Green misses 2-pt shot from 1 ft,,20-27,,
1:04.0,,,20-27,,Defensive rebound by J. Johnson
0:58.0,,,20-27,,Turnover by D. Sloan (bad pass; steal by J. Winslow)
0:54.0,J. Winslow makes 2-pt shot from 2 ft,2,22-27,,
0:34.0,,,22-29,2,T. Young makes 2-pt shot at rim (assist by J. Johnson)
0:15.0,,,22-29,,Personal foul by T. Young (drawn by C. Bosh)
0:01.0,C. Bosh makes 2-pt shot from 14 ft,2,24-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:55.0,,,24-29,,Shooting foul by C. Bosh (drawn by T. Young)
11:55.0,,,24-29,,T. Young misses free throw 1 of 2
11:55.0,,,24-29,,Offensive rebound by Team
11:55.0,,,24-29,,S. Karasev enters the game for W. Ellington
11:55.0,,,24-29,,T. Young misses free throw 2 of 2
11:54.0,Defensive rebound by U. Haslem,,24-29,,
11:43.0,T. Johnson misses 2-pt shot from 18 ft,,24-29,,
11:42.0,,,24-29,,Defensive rebound by S. Karasev
11:31.0,,,24-29,,T. Young misses 2-pt shot from 3 ft
11:30.0,Defensive rebound by T. Johnson,,24-29,,
11:12.0,G. Green misses 3-pt shot from 22 ft,,24-29,,
11:11.0,Offensive rebound by U. Haslem,,24-29,,
11:05.0,C. Bosh misses 3-pt shot from 25 ft,,24-29,,
11:04.0,,,24-29,,Defensive rebound by T. Young
10:42.0,,,24-31,2,A. Bargnani makes 2-pt shot from 18 ft (assist by S. Karasev)
10:28.0,Offensive foul by G. Green,,24-31,,
10:28.0,Turnover by G. Green (offensive foul),,24-31,,
10:28.0,,,24-31,,W. Reed enters the game for T. Young
10:09.0,,,24-33,2,W. Reed makes 2-pt shot from 7 ft (assist by S. Larkin)
9:50.0,J. Winslow makes 2-pt shot from 10 ft,2,26-33,,
9:38.0,,,26-33,,B. Bogdanovic misses 2-pt shot from 17 ft
9:37.0,Defensive rebound by U. Haslem,,26-33,,
9:29.0,U. Haslem makes 2-pt shot from 2 ft (assist by T. Johnson),2,28-33,,
9:11.0,,,28-35,2,A. Bargnani makes 2-pt shot from 17 ft (assist by B. Bogdanovic)
8:55.0,T. Johnson makes 2-pt shot from 3 ft,2,30-35,,
8:43.0,,,30-37,2,A. Bargnani makes 2-pt shot from 19 ft (assist by S. Larkin)
8:43.0,,,30-37,,Shooting foul by U. Haslem (drawn by A. Bargnani)
8:43.0,Official timeout,,30-37,,
8:43.0,,,30-38,1,A. Bargnani makes free throw 1 of 1
8:27.0,C. Bosh makes 2-pt shot from 1 ft,2,32-38,,
8:03.0,,,32-38,,S. Larkin misses 2-pt shot from 2 ft (block by T. Johnson)
8:02.0,,,32-38,,Offensive rebound by Team
8:02.0,,,32-38,,Turnover by Team (shot clock)
7:42.0,C. Bosh makes 2-pt shot from 15 ft,2,34-38,,
7:25.0,,,34-38,,S. Karasev misses 2-pt shot from 15 ft
7:24.0,Defensive rebound by T. Johnson,,34-38,,
7:12.0,C. Bosh makes 2-pt shot from 2 ft,2,36-38,,
7:12.0,Shooting foul by A. Bargnani (drawn by C. Bosh),,36-38,,
7:12.0,D. Wade enters the game for G. Green,,36-38,,
7:12.0,,,36-38,,B. Lopez enters the game for W. Reed
7:12.0,C. Bosh makes free throw 1 of 1,1,37-38,,
6:54.0,,,37-40,2,A. Bargnani makes 2-pt shot from 20 ft (assist by S. Karasev)
6:36.0,J. Winslow makes 2-pt shot from 13 ft (assist by C. Bosh),2,39-40,,
6:22.0,,,39-40,,S. Larkin misses 3-pt shot from 24 ft
6:21.0,Defensive rebound by U. Haslem,,39-40,,
6:10.0,C. Bosh makes 2-pt shot from 18 ft (assist by D. Wade),2,41-40,,
5:55.0,,,41-42,2,A. Bargnani makes 2-pt shot from 19 ft (assist by S. Karasev)
5:46.0,Miami full timeout,,41-42,,
5:46.0,,,41-42,,J. Johnson enters the game for S. Karasev
5:46.0,L. Deng enters the game for C. Bosh,,41-42,,
5:35.0,,,41-42,,Personal foul by S. Larkin (drawn by U. Haslem)
5:26.0,D. Wade misses 2-pt shot from 16 ft,,41-42,,
5:25.0,,,41-42,,Defensive rebound by B. Lopez
5:13.0,,,41-44,2,A. Bargnani makes 2-pt shot from 16 ft (assist by J. Johnson)
4:48.0,U. Haslem misses 2-pt shot from 19 ft,,41-44,,
4:47.0,,,41-44,,Defensive rebound by A. Bargnani
4:32.0,,,41-44,,Offensive foul by B. Lopez
4:32.0,,,41-44,,Turnover by B. Lopez (offensive foul)
4:32.0,A. Stoudemire enters the game for U. Haslem,,41-44,,
4:32.0,B. Udrih enters the game for T. Johnson,,41-44,,
4:32.0,,,41-44,,T. Young enters the game for B. Lopez
4:22.0,D. Wade makes 2-pt shot from 2 ft,2,43-44,,
4:13.0,,,43-44,,B. Bogdanovic misses 3-pt shot from 22 ft (block by L. Deng)
4:11.0,Defensive rebound by J. Winslow,,43-44,,
4:09.0,Turnover by J. Winslow (bad pass; steal by S. Larkin),,43-44,,
4:05.0,,,43-47,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by S. Larkin)
3:50.0,D. Wade makes 2-pt shot from 2 ft,2,45-47,,
3:48.0,,,45-47,,Brooklyn full timeout
3:40.0,Personal foul by J. Winslow (drawn by J. Johnson),,45-47,,
3:29.0,,,45-47,,J. Johnson misses 2-pt shot from 9 ft
3:27.0,Defensive rebound by A. Stoudemire,,45-47,,
3:13.0,A. Stoudemire misses 2-pt shot from 11 ft,,45-47,,
3:11.0,,,45-47,,Defensive rebound by S. Larkin
3:03.0,,,45-47,,A. Bargnani misses 2-pt shot from 18 ft
3:02.0,Defensive rebound by B. Udrih,,45-47,,
2:54.0,D. Wade makes 2-pt shot from 1 ft,2,47-47,,
2:25.0,,,47-47,,B. Bogdanovic misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by A. Stoudemire,,47-47,,
2:12.0,B. Udrih misses 2-pt shot from 2 ft,,47-47,,
2:11.0,,,47-47,,Defensive rebound by T. Young
2:02.0,,,47-50,3,B. Bogdanovic makes 3-pt shot from 22 ft (assist by J. Johnson)
1:38.0,D. Wade misses 2-pt shot from 18 ft,,47-50,,
1:37.0,,,47-50,,Defensive rebound by S. Larkin
1:33.0,,,47-50,,B. Bogdanovic misses 2-pt shot from 5 ft (block by D. Wade)
1:31.0,Defensive rebound by D. Wade,,47-50,,
1:25.0,L. Deng makes 2-pt shot from 16 ft (assist by D. Wade),2,49-50,,
1:00.0,,,49-53,3,J. Johnson makes 3-pt shot from 25 ft (assist by S. Larkin)
0:54.0,Miami full timeout,,49-53,,
0:54.0,C. Bosh enters the game for J. Winslow,,49-53,,
0:54.0,,,49-53,,B. Lopez enters the game for A. Bargnani
0:39.0,D. Wade makes 2-pt shot from 18 ft,2,51-53,,
0:27.0,,,51-55,2,B. Lopez makes 2-pt shot at rim (assist by J. Johnson)
0:13.0,C. Bosh misses 2-pt shot from 10 ft,,51-55,,
0:12.0,,,51-55,,Defensive rebound by Team
0:12.0,,,51-55,,Brooklyn full timeout
0:12.0,U. Haslem enters the game for A. Stoudemire,,51-55,,
0:01.0,,,51-57,2,T. Young makes 2-pt shot from 15 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,51-57,,B. Lopez misses 2-pt shot from 1 ft
11:39.0,Defensive rebound by D. Wade,,51-57,,
11:30.0,A. Stoudemire makes 2-pt shot from 3 ft (assist by D. Wade),2,53-57,,
11:09.0,,,53-57,,Turnover by D. Sloan (bad pass; steal by A. Stoudemire)
10:53.0,C. Bosh makes 2-pt shot from 11 ft (assist by B. Udrih),2,55-57,,
10:39.0,,,55-57,,D. Sloan misses 2-pt shot from 15 ft
10:37.0,Defensive rebound by A. Stoudemire,,55-57,,
10:28.0,B. Udrih misses 2-pt shot from 18 ft,,55-57,,
10:27.0,,,55-57,,Defensive rebound by B. Lopez
10:10.0,,,55-57,,Turnover by T. Young (lost ball; steal by B. Udrih)
9:57.0,L. Deng misses 3-pt shot from 23 ft,,55-57,,
9:55.0,,,55-57,,Defensive rebound by T. Young
9:36.0,,,55-57,,W. Ellington misses 2-pt shot from 2 ft
9:35.0,Defensive rebound by C. Bosh,,55-57,,
9:29.0,,,55-57,,Personal foul by T. Young (drawn by B. Udrih)
9:11.0,C. Bosh makes 2-pt shot from 20 ft (assist by D. Wade),2,57-57,,
9:11.0,,,57-57,,Brooklyn full timeout
8:46.0,,,57-57,,J. Johnson misses 3-pt shot from 28 ft
8:45.0,,,57-57,,Offensive rebound by B. Lopez
8:45.0,,,57-57,,Shooting foul by C. Bosh (drawn by B. Lopez)
8:45.0,,,57-57,,B. Lopez misses free throw 1 of 2
8:45.0,,,57-57,,Offensive rebound by Team
8:45.0,,,57-58,1,B. Lopez makes free throw 2 of 2
8:35.0,A. Stoudemire misses 2-pt shot from 2 ft,,57-58,,
8:34.0,Offensive rebound by A. Stoudemire,,57-58,,
8:33.0,,,57-58,,Personal foul by D. Sloan (drawn by A. Stoudemire)
8:14.0,C. Bosh makes 3-pt shot from 24 ft (assist by L. Deng),3,60-58,,
7:50.0,,,60-58,,Turnover by B. Lopez (lost ball; steal by A. Stoudemire)
7:43.0,Turnover by C. Bosh (lost ball; steal by W. Ellington),,60-58,,
7:39.0,Personal foul by B. Udrih (drawn by W. Ellington),,60-58,,
7:28.0,,,60-58,,B. Lopez misses 2-pt shot from 5 ft
7:27.0,Defensive rebound by C. Bosh,,60-58,,
7:15.0,L. Deng misses 2-pt shot from 21 ft,,60-58,,
7:14.0,,,60-58,,Defensive rebound by W. Ellington
7:02.0,,,60-58,,Turnover by J. Johnson (lost ball; steal by L. Deng)
6:59.0,Shooting foul by W. Ellington (drawn by L. Deng),,60-58,,
6:59.0,L. Deng makes free throw 1 of 2,1,61-58,,
6:59.0,,,61-58,,B. Bogdanovic enters the game for W. Ellington
6:59.0,J. Winslow enters the game for C. Bosh,,61-58,,
6:59.0,L. Deng makes free throw 2 of 2,1,62-58,,
6:48.0,,,62-60,2,J. Johnson makes 2-pt shot from 5 ft
6:27.0,,,62-60,,Personal foul by T. Young (drawn by D. Wade)
6:20.0,D. Wade misses 2-pt shot from 19 ft,,62-60,,
6:18.0,,,62-60,,Defensive rebound by J. Johnson
6:13.0,,,62-60,,Turnover by J. Johnson (lost ball; steal by D. Wade)
6:01.0,Turnover by A. Stoudemire (lost ball),,62-60,,
5:45.0,,,62-60,,D. Sloan misses 3-pt shot from 23 ft
5:44.0,Defensive rebound by D. Wade,,62-60,,
5:30.0,L. Deng makes 2-pt shot from 17 ft (assist by B. Udrih),2,64-60,,
5:07.0,,,64-60,,B. Lopez misses 2-pt shot from 17 ft
5:06.0,Defensive rebound by B. Udrih,,64-60,,
4:59.0,,,64-60,,A. Bargnani enters the game for T. Young
4:59.0,,,64-60,,S. Larkin enters the game for D. Sloan
4:56.0,L. Deng misses 2-pt shot from 16 ft,,64-60,,
4:55.0,,,64-60,,Defensive rebound by B. Bogdanovic
4:46.0,Personal foul by A. Stoudemire (drawn by B. Lopez),,64-60,,
4:34.0,,,64-62,2,A. Bargnani makes 2-pt shot from 11 ft (assist by J. Johnson)
4:34.0,Miami full timeout,,64-62,,
4:34.0,T. Johnson enters the game for B. Udrih,,64-62,,
4:17.0,A. Stoudemire misses 2-pt shot from 18 ft,,64-62,,
4:16.0,Offensive rebound by D. Wade,,64-62,,
4:15.0,D. Wade misses 2-pt shot from 2 ft,,64-62,,
4:11.0,,,64-62,,Defensive rebound by S. Larkin
4:08.0,,,64-62,,J. Johnson misses 3-pt shot from 24 ft
4:06.0,Defensive rebound by J. Winslow,,64-62,,
3:45.0,J. Winslow makes 3-pt shot from 23 ft (assist by L. Deng),3,67-62,,
3:28.0,,,67-64,2,B. Lopez makes 2-pt shot from 19 ft (assist by J. Johnson)
3:02.0,A. Stoudemire misses 2-pt shot from 1 ft (block by B. Lopez),,67-64,,
3:00.0,,,67-64,,Defensive rebound by B. Lopez
2:57.0,,,67-64,,Turnover by S. Larkin (bad pass; steal by D. Wade)
2:54.0,L. Deng makes 2-pt shot from 3 ft (assist by D. Wade),2,69-64,,
2:41.0,,,69-64,,Turnover by J. Johnson (lost ball; steal by D. Wade)
2:37.0,D. Wade makes 2-pt shot at rim,2,71-64,,
2:37.0,,,71-64,,Brooklyn full timeout
2:37.0,C. Bosh enters the game for L. Deng,,71-64,,
2:37.0,U. Haslem enters the game for A. Stoudemire,,71-64,,
2:37.0,G. Green enters the game for D. Wade,,71-64,,
2:23.0,Personal foul by C. Bosh (drawn by A. Bargnani),,71-64,,
2:08.0,,,71-67,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by S. Larkin)
1:48.0,Turnover by C. Bosh (bad pass),,71-67,,
1:34.0,,,71-69,2,A. Bargnani makes 2-pt shot from 11 ft (assist by J. Johnson)
1:10.0,T. Johnson makes 2-pt shot from 5 ft,2,73-69,,
0:55.0,,,73-69,,Shooting foul by T. Johnson (drawn by S. Larkin)
0:55.0,,,73-70,1,S. Larkin makes free throw 1 of 2
0:55.0,,,73-70,,W. Ellington enters the game for J. Johnson
0:55.0,,,73-70,,T. Robinson enters the game for B. Lopez
0:55.0,,,73-71,1,S. Larkin makes free throw 2 of 2
0:39.0,G. Green makes 2-pt shot at rim (assist by C. Bosh),2,75-71,,
0:35.0,Personal foul by T. Johnson (drawn by S. Larkin),,75-71,,
0:35.0,,,75-72,1,S. Larkin makes free throw 1 of 2
0:35.0,,,75-73,1,S. Larkin makes free throw 2 of 2
0:27.0,G. Green makes 2-pt shot from 19 ft (assist by J. Winslow),2,77-73,,
0:07.0,,,77-73,,Turnover by S. Larkin (bad pass; steal by J. Winslow)
0:03.0,J. Winslow misses 2-pt shot from 2 ft (block by A. Bargnani),,77-73,,
0:02.0,Offensive rebound by Team,,77-73,,
0:00.0,G. Green misses 2-pt shot from 17 ft,,77-73,,
0:00.0,Offensive rebound by Team,,77-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,C. Bosh misses 2-pt shot from 15 ft,,77-73,,
11:44.0,,,77-73,,Defensive rebound by T. Robinson
11:31.0,,,77-73,,A. Bargnani misses 2-pt shot from 17 ft
11:30.0,Defensive rebound by J. Winslow,,77-73,,
11:25.0,Offensive foul by U. Haslem,,77-73,,
11:25.0,Turnover by U. Haslem (offensive foul),,77-73,,
11:08.0,,,77-73,,Shooting foul by J. Winslow (drawn by B. Bogdanovic)
11:08.0,,,77-74,1,B. Bogdanovic makes free throw 1 of 2
11:08.0,,,77-75,1,B. Bogdanovic makes free throw 2 of 2
10:55.0,G. Green makes 2-pt shot from 20 ft (assist by J. Winslow),2,79-75,,
10:32.0,,,79-77,2,S. Larkin makes 2-pt shot from 9 ft (assist by A. Bargnani)
10:32.0,,,79-77,,Shooting foul by T. Johnson (drawn by S. Larkin)
10:32.0,,,79-78,1,S. Larkin makes free throw 1 of 1
10:16.0,C. Bosh makes 2-pt shot from 17 ft (assist by G. Green),2,81-78,,
10:02.0,,,81-80,2,A. Bargnani makes 2-pt shot from 19 ft (assist by S. Larkin)
9:49.0,C. Bosh makes 2-pt shot from 14 ft (assist by T. Johnson),2,83-80,,
9:29.0,,,83-80,,Shooting foul by T. Johnson (drawn by A. Bargnani)
9:29.0,,,83-80,,A. Bargnani misses free throw 1 of 2
9:29.0,,,83-80,,Offensive rebound by Team
9:29.0,B. Udrih enters the game for T. Johnson,,83-80,,
9:29.0,,,83-81,1,A. Bargnani makes free throw 2 of 2
9:13.0,J. Winslow makes 2-pt shot from 3 ft (assist by C. Bosh),2,85-81,,
8:47.0,,,85-81,,B. Bogdanovic misses 3-pt shot from 27 ft
8:46.0,Defensive rebound by C. Bosh,,85-81,,
8:42.0,Official timeout,,85-81,,
8:28.0,Turnover by C. Bosh (lost ball; steal by S. Larkin),,85-81,,
8:25.0,,,85-81,,Offensive foul by T. Robinson
8:25.0,,,85-81,,Turnover by T. Robinson (offensive foul)
8:08.0,C. Bosh misses 3-pt shot from 24 ft,,85-81,,
8:07.0,,,85-81,,Defensive rebound by B. Bogdanovic
7:53.0,,,85-81,,S. Larkin misses 2-pt shot from 6 ft
7:52.0,,,85-81,,Offensive rebound by T. Robinson
7:51.0,,,85-81,,T. Robinson misses 2-pt shot from 1 ft
7:50.0,,,85-81,,Offensive rebound by T. Robinson
7:49.0,,,85-81,,Shooting foul by U. Haslem (drawn by T. Robinson)
7:49.0,,,85-81,,T. Robinson misses free throw 1 of 2
7:49.0,,,85-81,,Offensive rebound by Team
7:49.0,,,85-81,,J. Johnson enters the game for B. Bogdanovic
7:49.0,,,85-81,,T. Robinson misses free throw 2 of 2
7:47.0,Defensive rebound by C. Bosh,,85-81,,
7:32.0,,,85-81,,Personal foul by T. Robinson (drawn by C. Bosh)
7:32.0,,,85-81,,B. Lopez enters the game for T. Robinson
7:21.0,C. Bosh misses 2-pt shot from 15 ft,,85-81,,
7:20.0,,,85-81,,Defensive rebound by J. Johnson
7:07.0,,,85-81,,Turnover by S. Larkin (lost ball)
7:07.0,D. Wade enters the game for G. Green,,85-81,,
6:44.0,B. Udrih makes 3-pt shot from 22 ft (assist by D. Wade),3,88-81,,
6:44.0,,,88-81,,Brooklyn full timeout
6:44.0,,,88-81,,T. Young enters the game for A. Bargnani
6:44.0,L. Deng enters the game for C. Bosh,,88-81,,
6:28.0,,,88-84,3,W. Ellington makes 3-pt shot from 24 ft
6:11.0,L. Deng misses 2-pt shot from 19 ft,,88-84,,
6:10.0,Offensive rebound by J. Winslow,,88-84,,
5:55.0,Turnover by D. Wade (lost ball; steal by T. Young),,88-84,,
5:52.0,,,88-84,,Turnover by J. Johnson (lost ball)
5:40.0,U. Haslem misses 2-pt shot from 2 ft,,88-84,,
5:39.0,,,88-84,,Defensive rebound by T. Young
5:17.0,,,88-86,2,T. Young makes 2-pt shot from 4 ft
4:53.0,D. Wade makes 2-pt shot from 10 ft (assist by B. Udrih),2,90-86,,
4:42.0,,,90-86,,S. Larkin misses 2-pt shot from 2 ft
4:41.0,Defensive rebound by B. Udrih,,90-86,,
4:26.0,D. Wade misses 2-pt shot from 19 ft,,90-86,,
4:25.0,,,90-86,,Defensive rebound by Team
4:25.0,,,90-86,,D. Sloan enters the game for S. Larkin
4:09.0,,,90-86,,W. Ellington misses 2-pt shot from 19 ft
4:08.0,Defensive rebound by J. Winslow,,90-86,,
3:58.0,Turnover by D. Wade (bad pass),,90-86,,
3:36.0,,,90-89,3,J. Johnson makes 3-pt shot from 24 ft (assist by B. Lopez)
3:35.0,Miami full timeout,,90-89,,
3:35.0,C. Bosh enters the game for U. Haslem,,90-89,,
3:19.0,C. Bosh makes 2-pt shot from 4 ft (assist by D. Wade),2,92-89,,
2:59.0,,,92-89,,Shooting foul by J. Winslow (drawn by J. Johnson)
2:59.0,,,92-90,1,J. Johnson makes free throw 1 of 2
2:59.0,,,92-91,1,J. Johnson makes free throw 2 of 2
2:47.0,D. Wade makes 2-pt shot from 16 ft,2,94-91,,
2:32.0,Personal foul by J. Winslow (drawn by B. Lopez),,94-91,,
2:32.0,,,94-92,1,B. Lopez makes free throw 1 of 2
2:32.0,,,94-93,1,B. Lopez makes free throw 2 of 2
2:12.0,D. Wade misses 2-pt shot from 17 ft,,94-93,,
2:11.0,,,94-93,,Defensive rebound by B. Lopez
1:54.0,,,94-93,,T. Young misses 2-pt shot from 6 ft
1:53.0,Defensive rebound by L. Deng,,94-93,,
1:31.0,D. Wade makes 2-pt shot at rim (assist by L. Deng),2,96-93,,
1:31.0,Shooting foul by W. Ellington (drawn by D. Wade),,96-93,,
1:31.0,D. Wade makes free throw 1 of 1,1,97-93,,
1:31.0,,,97-93,,Brooklyn full timeout
1:22.0,,,97-93,,Turnover by J. Johnson (bad pass; steal by L. Deng)
1:04.0,D. Wade makes 2-pt shot from 20 ft,2,99-93,,
0:54.0,,,99-96,3,D. Sloan makes 3-pt shot from 24 ft
0:36.0,D. Wade misses 2-pt shot from 18 ft,,99-96,,
0:35.0,,,99-96,,Defensive rebound by T. Young
0:21.0,,,99-96,,W. Ellington misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by C. Bosh,,99-96,,
0:18.0,,,99-96,,Personal foul by T. Young (drawn by C. Bosh)
0:18.0,C. Bosh misses free throw 1 of 2,,99-96,,
0:18.0,Offensive rebound by Team,,99-96,,
0:18.0,C. Bosh makes free throw 2 of 2,1,100-96,,
0:18.0,,,100-96,,Brooklyn full timeout
0:18.0,,,100-96,,B. Bogdanovic enters the game for T. Young
0:14.0,,,100-96,,Offensive foul by D. Sloan
0:14.0,,,100-96,,Turnover by D. Sloan (offensive foul)
0:14.0,,,100-96,,T. Young enters the game for B. Lopez
0:07.0,,,100-96,,Personal foul by T. Young (drawn by D. Wade)
0:07.0,D. Wade makes free throw 1 of 2,1,101-96,,
0:07.0,D. Wade makes free throw 2 of 2,1,102-96,,
0:01.0,,,102-98,2,D. Sloan makes 2-pt shot from 2 ft (assist by W. Ellington)
0:00.0,End of 4th quarter,,,,End of 4th quarter
