time,LA Lakers,pts.away,score,pts.home,Philadelphia
0:00.0,,,33-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,33-26,,Turnover by J. Sampson (traveling)
11:27.0,K. Bryant misses 2-pt shot from 18 ft (block by R. Covington),,33-26,,
11:25.0,,,33-26,,Defensive rebound by J. Sampson
11:05.0,,,33-26,,I. Canaan misses 3-pt shot from 28 ft
11:04.0,Defensive rebound by K. Bryant,,33-26,,
11:01.0,Turnover by K. Bryant (bad pass; steal by I. Canaan),,33-26,,
10:59.0,Personal foul by B. Bass (drawn by I. Canaan),,33-26,,
10:35.0,,,33-28,2,N. Noel makes 2-pt shot at rim (assist by P. Pressey)
10:24.0,,,33-28,,Personal foul by P. Pressey (drawn by D. Russell)
10:19.0,,,33-28,,Violation by P. Pressey (kicked ball)
10:15.0,Shooting foul by P. Pressey (drawn by L. Williams),,33-28,,
10:15.0,L. Williams misses free throw 1 of 3,,33-28,,
10:15.0,Offensive rebound by Team,,33-28,,
10:15.0,L. Williams makes free throw 2 of 3,1,34-28,,
10:15.0,L. Williams makes free throw 3 of 3,1,35-28,,
9:57.0,,,35-30,2,R. Covington makes 2-pt shot from 1 ft (assist by P. Pressey)
9:46.0,N. Young misses 3-pt shot from 24 ft,,35-30,,
9:45.0,,,35-30,,Defensive rebound by N. Noel
9:31.0,,,35-30,,Turnover by J. Sampson (step out of bounds)
9:31.0,,,35-30,,J. Okafor enters the game for N. Noel
9:20.0,K. Bryant misses 3-pt shot from 27 ft,,35-30,,
9:19.0,,,35-30,,Defensive rebound by R. Covington
9:10.0,,,35-30,,R. Covington misses 2-pt shot from 5 ft
9:09.0,,,35-30,,Offensive rebound by J. Sampson
9:09.0,,,35-30,,Shooting foul by K. Bryant (drawn by J. Sampson)
9:09.0,,,35-31,1,J. Sampson makes free throw 1 of 2
9:09.0,,,35-31,,J. Grant enters the game for R. Covington
9:09.0,,,35-31,,J. Sampson misses free throw 2 of 2
9:08.0,,,35-31,,Offensive rebound by J. Sampson
9:08.0,,,35-31,,Shooting foul by B. Bass (drawn by J. Sampson)
9:08.0,,,35-31,,J. Sampson misses free throw 1 of 2
9:08.0,,,35-31,,Offensive rebound by Team
9:08.0,,,35-32,1,J. Sampson makes free throw 2 of 2
8:50.0,N. Young makes 3-pt shot from 26 ft (assist by D. Russell),3,38-32,,
8:32.0,,,38-32,,J. Okafor misses 2-pt shot from 19 ft
8:29.0,,,38-32,,Offensive rebound by J. Okafor
8:28.0,,,38-32,,J. Okafor misses 2-pt shot from 1 ft
8:26.0,Defensive rebound by N. Young,,38-32,,
8:22.0,,,38-32,,Personal foul by J. Sampson
8:22.0,Official timeout,,38-32,,
8:22.0,J. Randle enters the game for B. Bass,,38-32,,
8:22.0,R. Hibbert enters the game for N. Young,,38-32,,
8:17.0,D. Russell makes 2-pt shot from 13 ft,2,40-32,,
8:01.0,Personal foul by L. Williams,,40-32,,
7:46.0,,,40-32,,J. Sampson misses 2-pt shot from 2 ft
7:43.0,,,40-32,,Offensive rebound by J. Okafor
7:43.0,,,40-32,,J. Okafor misses 2-pt shot from 2 ft
7:40.0,,,40-32,,Offensive rebound by J. Okafor
7:40.0,,,40-34,2,J. Okafor makes 2-pt shot from 1 ft
7:25.0,R. Hibbert makes 2-pt shot at rim (assist by K. Bryant),2,42-34,,
7:04.0,,,42-34,,I. Canaan misses 2-pt shot from 2 ft
7:03.0,Defensive rebound by J. Randle,,42-34,,
6:54.0,K. Bryant misses 3-pt shot from 23 ft,,42-34,,
6:52.0,,,42-34,,Defensive rebound by J. Grant
6:49.0,Personal foul by D. Russell (drawn by P. Pressey),,42-34,,
6:49.0,,,42-35,1,P. Pressey makes free throw 1 of 2
6:49.0,M. World Peace enters the game for K. Bryant,,42-35,,
6:49.0,,,42-35,,H. Thompson enters the game for J. Sampson
6:49.0,,,42-35,,P. Pressey misses free throw 2 of 2
6:48.0,Defensive rebound by R. Hibbert,,42-35,,
6:34.0,D. Russell misses 2-pt shot from 15 ft,,42-35,,
6:33.0,Offensive rebound by R. Hibbert,,42-35,,
6:15.0,J. Randle misses 2-pt shot from 3 ft (block by H. Thompson),,42-35,,
6:13.0,Offensive rebound by J. Randle,,42-35,,
6:12.0,J. Randle misses 2-pt shot from 3 ft (block by J. Okafor),,42-35,,
6:09.0,Offensive rebound by R. Hibbert,,42-35,,
6:09.0,Turnover by Team (shot clock),,42-35,,
6:09.0,,,42-35,,N. Noel enters the game for P. Pressey
5:47.0,,,42-35,,I. Canaan misses 3-pt shot from 24 ft
5:46.0,Defensive rebound by M. World Peace,,42-35,,
5:40.0,,,42-35,,Philadelphia full timeout
5:40.0,J. Clarkson enters the game for L. Williams,,42-35,,
5:26.0,M. World Peace misses 3-pt shot from 25 ft,,42-35,,
5:25.0,,,42-35,,Defensive rebound by N. Noel
5:05.0,,,42-35,,J. Okafor misses 2-pt shot from 15 ft (block by R. Hibbert)
5:04.0,Defensive rebound by J. Clarkson,,42-35,,
4:57.0,J. Clarkson misses 2-pt shot from 11 ft,,42-35,,
4:56.0,Offensive rebound by D. Russell,,42-35,,
4:53.0,Shooting foul by J. Grant (drawn by J. Randle),,42-35,,
4:53.0,J. Randle makes free throw 1 of 2,1,43-35,,
4:53.0,J. Randle makes free throw 2 of 2,1,44-35,,
4:30.0,,,44-35,,Turnover by H. Thompson (lost ball)
4:12.0,Shooting foul by H. Thompson (drawn by M. World Peace),,44-35,,
4:12.0,M. World Peace makes free throw 1 of 2,1,45-35,,
4:12.0,,,45-35,,R. Covington enters the game for J. Grant
4:12.0,M. World Peace makes free throw 2 of 2,1,46-35,,
4:02.0,Personal foul by J. Randle (drawn by R. Covington),,46-35,,
4:02.0,,,46-35,,R. Covington misses free throw 1 of 2
4:02.0,,,46-35,,Offensive rebound by Team
4:02.0,,,46-36,1,R. Covington makes free throw 2 of 2
3:53.0,J. Randle makes 2-pt shot at rim (assist by D. Russell),2,48-36,,
3:38.0,,,48-39,3,R. Covington makes 3-pt shot from 25 ft (assist by J. Okafor)
3:27.0,D. Russell misses 3-pt shot from 25 ft,,48-39,,
3:27.0,,,48-39,,Defensive rebound by H. Thompson
3:27.0,Loose ball foul by J. Randle (drawn by H. Thompson),,48-39,,
3:27.0,,,48-40,1,H. Thompson makes free throw 1 of 2
3:27.0,,,48-40,,T. McConnell enters the game for I. Canaan
3:27.0,,,48-41,1,H. Thompson makes free throw 2 of 2
3:15.0,J. Clarkson makes 2-pt shot from 16 ft,2,50-41,,
2:54.0,,,50-41,,Turnover by N. Noel (bad pass)
2:54.0,LA Lakers full timeout,,50-41,,
2:54.0,K. Bryant enters the game for M. World Peace,,50-41,,
2:54.0,,,50-41,,J. Grant enters the game for J. Okafor
2:47.0,Shooting foul by J. Grant (drawn by R. Hibbert),,50-41,,
2:47.0,R. Hibbert makes free throw 1 of 2,1,51-41,,
2:47.0,,,51-41,,N. Stauskas enters the game for J. Grant
2:47.0,R. Hibbert makes free throw 2 of 2,1,52-41,,
2:28.0,,,52-41,,Shooting foul by J. Randle (drawn by N. Noel)
2:28.0,,,52-42,1,N. Noel makes free throw 1 of 2
2:28.0,M. World Peace enters the game for J. Randle,,52-42,,
2:28.0,,,52-42,,N. Noel misses free throw 2 of 2
2:24.0,Defensive rebound by R. Hibbert,,52-42,,
2:11.0,R. Hibbert makes 2-pt shot at rim (assist by J. Clarkson),2,54-42,,
1:59.0,Personal foul by K. Bryant (drawn by N. Noel),,54-42,,
1:59.0,,,54-43,1,N. Noel makes free throw 1 of 2
1:59.0,,,54-43,,N. Noel misses free throw 2 of 2
1:57.0,Defensive rebound by M. World Peace,,54-43,,
1:47.0,K. Bryant makes 3-pt shot from 26 ft,3,57-43,,
1:31.0,,,57-45,2,R. Covington makes 2-pt shot from 1 ft (assist by N. Noel)
1:07.0,K. Bryant misses 2-pt shot from 20 ft,,57-45,,
1:04.0,,,57-45,,Defensive rebound by N. Stauskas
0:58.0,,,57-45,,H. Thompson misses 3-pt shot from 23 ft
0:56.0,Defensive rebound by K. Bryant,,57-45,,
0:50.0,K. Bryant misses 3-pt shot from 25 ft,,57-45,,
0:47.0,,,57-45,,Defensive rebound by N. Noel
0:44.0,,,57-45,,Philadelphia full timeout
0:33.0,,,57-45,,R. Covington misses 3-pt shot from 27 ft
0:31.0,Defensive rebound by R. Hibbert,,57-45,,
0:12.0,Turnover by D. Russell (lost ball; steal by N. Noel),,57-45,,
0:08.0,,,57-48,3,N. Stauskas makes 3-pt shot from 25 ft (assist by T. McConnell)
0:07.0,,,57-48,,Personal foul by N. Noel (drawn by M. World Peace)
0:07.0,M. World Peace misses free throw 1 of 2,,57-48,,
0:07.0,Offensive rebound by Team,,57-48,,
0:07.0,M. World Peace makes free throw 2 of 2,1,58-48,,
0:03.0,,,58-48,,Shooting foul by R. Hibbert (drawn by H. Thompson)
0:03.0,,,58-49,1,H. Thompson makes free throw 1 of 2
0:03.0,,,58-49,,J. Sampson enters the game for N. Stauskas
0:03.0,,,58-50,1,H. Thompson makes free throw 2 of 2
0:00.0,J. Clarkson misses 3-pt shot from 28 ft,,58-50,,
0:00.0,Offensive rebound by Team,,58-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,58-52,2,J. Okafor makes 2-pt shot from 2 ft
11:26.0,J. Clarkson misses 2-pt shot from 2 ft,,58-52,,
11:24.0,,,58-52,,Defensive rebound by J. Okafor
11:19.0,,,58-52,,R. Covington misses 3-pt shot from 25 ft
11:17.0,Defensive rebound by J. Randle,,58-52,,
11:07.0,K. Bryant misses 3-pt shot from 25 ft,,58-52,,
11:05.0,,,58-52,,Defensive rebound by J. Grant
10:47.0,,,58-52,,Shooting foul by R. Hibbert (drawn by R. Covington)
10:47.0,,,58-53,1,R. Covington makes free throw 1 of 2
10:47.0,,,58-53,,R. Covington misses free throw 2 of 2
10:46.0,Defensive rebound by R. Hibbert,,58-53,,
10:34.0,Turnover by D. Russell (lost ball),,58-53,,
10:15.0,,,58-53,,J. Okafor misses 2-pt shot from 2 ft
10:14.0,Defensive rebound by D. Russell,,58-53,,
10:05.0,R. Hibbert misses 2-pt shot from 2 ft,,58-53,,
10:03.0,,,58-53,,Defensive rebound by J. Grant
9:54.0,,,58-53,,J. Okafor misses 2-pt shot from 7 ft
9:53.0,Defensive rebound by J. Randle,,58-53,,
9:47.0,J. Randle misses 2-pt shot from 6 ft (block by J. Grant),,58-53,,
9:46.0,Jump ball: J. Grant vs. J. Randle (I. Canaan gains possession),,,,Jump ball: J. Grant vs. J. Randle (I. Canaan gains possession)
9:46.0,,,58-53,,Offensive rebound by Team
9:40.0,Personal foul by K. Bryant (drawn by I. Canaan),,58-53,,
9:31.0,Violation by R. Hibbert (def goaltending),,58-53,,
9:31.0,,,58-55,2,R. Covington makes 2-pt shot from 1 ft (assist by J. Grant)
9:17.0,K. Bryant misses 3-pt shot from 25 ft,,58-55,,
9:15.0,,,58-55,,Defensive rebound by J. Sampson
9:03.0,,,58-58,3,R. Covington makes 3-pt shot from 25 ft (assist by J. Sampson)
9:00.0,LA Lakers full timeout,,58-58,,
8:48.0,J. Clarkson misses 2-pt shot from 18 ft,,58-58,,
8:47.0,,,58-58,,Defensive rebound by J. Grant
8:34.0,,,58-58,,Turnover by J. Sampson (bad pass; steal by R. Hibbert)
8:25.0,J. Clarkson makes 2-pt shot from 18 ft,2,60-58,,
8:14.0,,,60-60,2,J. Grant makes 2-pt shot from 1 ft
8:02.0,J. Clarkson makes 2-pt shot from 2 ft,2,62-60,,
7:48.0,,,62-63,3,R. Covington makes 3-pt shot from 26 ft (assist by I. Canaan)
7:28.0,J. Clarkson makes 2-pt shot from 15 ft,2,64-63,,
7:15.0,,,64-66,3,I. Canaan makes 3-pt shot from 25 ft (assist by J. Okafor)
6:54.0,,,64-66,,Personal foul by I. Canaan (drawn by R. Hibbert)
6:54.0,,,64-66,,N. Noel enters the game for J. Grant
6:54.0,Technical foul by R. Hibbert,,64-66,,
6:54.0,,,64-66,,Technical foul by J. Grant
6:54.0,,,64-66,,Technical foul by J. Sampson
6:54.0,K. Bryant makes technical free throw,1,65-66,,
6:45.0,K. Bryant misses 2-pt shot from 17 ft,,65-66,,
6:42.0,,,65-66,,Defensive rebound by I. Canaan
6:30.0,,,65-66,,R. Covington misses 3-pt shot from 22 ft
6:30.0,,,65-66,,Offensive rebound by Team
6:30.0,Loose ball foul by J. Randle (drawn by N. Noel),,65-66,,
6:15.0,,,65-66,,J. Sampson misses 2-pt shot from 5 ft
6:13.0,,,65-66,,Offensive rebound by R. Covington
6:09.0,,,65-69,3,I. Canaan makes 3-pt shot from 25 ft (assist by R. Covington)
5:51.0,D. Russell makes 2-pt shot from 2 ft (assist by J. Randle),2,67-69,,
5:23.0,,,67-69,,J. Sampson misses 2-pt shot from 15 ft
5:21.0,Defensive rebound by J. Randle,,67-69,,
5:13.0,J. Randle misses 2-pt shot from 1 ft (block by R. Covington),,67-69,,
5:13.0,Offensive rebound by Team,,67-69,,
5:13.0,L. Nance enters the game for D. Russell,,67-69,,
5:13.0,L. Williams enters the game for J. Randle,,67-69,,
5:13.0,,,67-69,,T. McConnell enters the game for J. Okafor
5:13.0,,,67-69,,H. Thompson enters the game for J. Sampson
5:13.0,K. Bryant misses 3-pt shot from 26 ft,,67-69,,
5:09.0,,,67-69,,Defensive rebound by I. Canaan
4:45.0,,,67-69,,Turnover by Team (shot clock)
4:45.0,,,67-69,,N. Stauskas enters the game for I. Canaan
4:32.0,L. Williams misses 2-pt shot from 14 ft,,67-69,,
4:30.0,,,67-69,,Defensive rebound by N. Noel
4:23.0,,,67-69,,N. Noel misses 2-pt shot from 8 ft (block by R. Hibbert)
4:20.0,,,67-69,,Offensive rebound by N. Noel
4:20.0,,,67-69,,N. Noel misses 2-pt shot from 7 ft
4:20.0,Defensive rebound by K. Bryant,,67-69,,
4:20.0,,,67-69,,Personal foul by H. Thompson (drawn by K. Bryant)
4:20.0,B. Bass enters the game for R. Hibbert,,67-69,,
4:06.0,Turnover by L. Nance (offensive goaltending),,67-69,,
4:06.0,M. World Peace enters the game for K. Bryant,,67-69,,
3:49.0,,,67-71,2,T. McConnell makes 2-pt shot from 5 ft
3:28.0,,,67-71,,J. Grant enters the game for R. Covington
3:22.0,J. Clarkson makes 2-pt shot from 19 ft,2,69-71,,
3:06.0,,,69-71,,Turnover by H. Thompson (bad pass)
2:56.0,J. Clarkson makes 2-pt shot from 6 ft,2,71-71,,
2:51.0,,,71-71,,Philadelphia full timeout
2:39.0,,,71-71,,J. Grant misses 3-pt shot from 23 ft
2:37.0,Defensive rebound by L. Nance,,71-71,,
2:24.0,L. Williams misses 3-pt shot from 25 ft,,71-71,,
2:22.0,Offensive rebound by L. Nance,,71-71,,
2:11.0,B. Bass makes 2-pt shot from 17 ft (assist by L. Nance),2,73-71,,
1:57.0,,,73-74,3,N. Stauskas makes 3-pt shot from 26 ft (assist by H. Thompson)
1:40.0,J. Clarkson makes 2-pt shot from 3 ft,2,75-74,,
1:23.0,,,75-74,,T. McConnell misses 3-pt shot from 25 ft
1:22.0,,,75-74,,Offensive rebound by H. Thompson
1:15.0,,,75-74,,N. Stauskas misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by B. Bass,,75-74,,
1:06.0,L. Williams misses 2-pt shot from 15 ft,,75-74,,
1:05.0,,,75-74,,Defensive rebound by T. McConnell
0:57.0,,,75-74,,Shooting foul by M. World Peace (drawn by N. Noel)
0:57.0,,,75-75,1,N. Noel makes free throw 1 of 2
0:57.0,,,75-76,1,N. Noel makes free throw 2 of 2
0:43.0,,,75-76,,Personal foul by H. Thompson
0:37.0,Turnover by L. Williams (step out of bounds),,75-76,,
0:30.0,,,75-78,2,N. Noel makes 2-pt shot at rim (assist by T. McConnell)
0:08.0,J. Clarkson misses 2-pt shot from 17 ft,,75-78,,
0:06.0,,,75-78,,Defensive rebound by T. McConnell
0:03.0,,,75-80,2,J. Grant makes 2-pt shot at rim (assist by T. McConnell)
0:00.0,J. Clarkson misses 3-pt shot from 43 ft,,75-80,,
0:00.0,Offensive rebound by Team,,75-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,L. Williams misses 3-pt shot from 25 ft,,75-80,,
11:48.0,,,75-80,,Defensive rebound by N. Noel
11:39.0,,,75-82,2,T. McConnell makes 2-pt shot from 13 ft
11:16.0,K. Bryant makes 2-pt shot from 1 ft,2,77-82,,
10:58.0,,,77-84,2,J. Grant makes 2-pt shot at rim (assist by N. Noel)
10:46.0,Shooting foul by N. Stauskas (drawn by D. Russell),,77-84,,
10:46.0,D. Russell misses free throw 1 of 2,,77-84,,
10:46.0,Offensive rebound by Team,,77-84,,
10:46.0,D. Russell makes free throw 2 of 2,1,78-84,,
10:29.0,,,78-84,,T. McConnell misses 3-pt shot from 24 ft
10:27.0,Defensive rebound by B. Bass,,78-84,,
10:17.0,Turnover by K. Bryant (bad pass; steal by T. McConnell),,78-84,,
10:11.0,,,78-84,,N. Stauskas misses 3-pt shot from 27 ft
10:09.0,Defensive rebound by B. Bass,,78-84,,
9:57.0,D. Russell misses 2-pt shot from 3 ft,,78-84,,
9:56.0,,,78-84,,Defensive rebound by N. Noel
9:43.0,,,78-86,2,N. Noel makes 2-pt shot at rim (assist by J. Grant)
9:24.0,D. Russell makes 2-pt shot at rim,2,80-86,,
9:17.0,,,80-86,,Philadelphia full timeout
9:17.0,,,80-86,,J. Okafor enters the game for N. Noel
9:17.0,,,80-86,,I. Canaan enters the game for N. Stauskas
9:17.0,,,80-86,,R. Covington enters the game for T. McConnell
9:01.0,,,80-89,3,H. Thompson makes 3-pt shot from 24 ft (assist by J. Grant)
8:42.0,K. Bryant misses 2-pt shot from 2 ft (block by J. Grant),,80-89,,
8:42.0,Offensive rebound by Team,,80-89,,
8:38.0,K. Bryant misses 3-pt shot from 25 ft,,80-89,,
8:36.0,,,80-89,,Defensive rebound by H. Thompson
8:23.0,,,80-92,3,R. Covington makes 3-pt shot from 26 ft (assist by I. Canaan)
8:04.0,Offensive foul by B. Bass,,80-92,,
8:04.0,Turnover by B. Bass (offensive foul),,80-92,,
8:04.0,M. World Peace enters the game for K. Bryant,,80-92,,
8:04.0,R. Hibbert enters the game for B. Bass,,80-92,,
8:04.0,J. Clarkson enters the game for L. Williams,,80-92,,
7:47.0,,,80-92,,H. Thompson misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by M. World Peace,,80-92,,
7:35.0,D. Russell misses 2-pt shot from 18 ft,,80-92,,
7:33.0,Offensive rebound by Team,,80-92,,
7:26.0,M. World Peace misses 2-pt shot from 1 ft (block by J. Grant),,80-92,,
7:26.0,Offensive rebound by Team,,80-92,,
7:24.0,Turnover by N. Young (bad pass; steal by J. Grant),,80-92,,
7:20.0,,,80-94,2,J. Okafor makes 2-pt shot at rim (assist by J. Grant)
7:19.0,LA Lakers full timeout,,80-94,,
7:03.0,M. World Peace misses 3-pt shot from 26 ft,,80-94,,
7:02.0,,,80-94,,Defensive rebound by J. Grant
6:49.0,Personal foul by D. Russell (drawn by R. Covington),,80-94,,
6:49.0,J. Randle enters the game for N. Young,,80-94,,
6:41.0,Personal foul by J. Clarkson (drawn by J. Grant),,80-94,,
6:38.0,,,80-94,,Turnover by H. Thompson (bad pass)
6:25.0,Turnover by M. World Peace (bad pass),,80-94,,
6:09.0,,,80-94,,I. Canaan misses 2-pt shot from 16 ft
6:08.0,Defensive rebound by Team,,80-94,,
6:08.0,,,80-94,,Personal foul by J. Okafor (drawn by R. Hibbert)
5:57.0,J. Clarkson misses 2-pt shot from 17 ft,,80-94,,
5:55.0,,,80-94,,Defensive rebound by I. Canaan
5:49.0,,,80-94,,H. Thompson misses 2-pt shot from 4 ft
5:48.0,Defensive rebound by M. World Peace,,80-94,,
5:36.0,D. Russell misses 2-pt shot from 17 ft,,80-94,,
5:35.0,Offensive rebound by J. Randle,,80-94,,
5:29.0,J. Clarkson makes 3-pt shot from 24 ft (assist by J. Randle),3,83-94,,
5:03.0,,,83-96,2,J. Okafor makes 2-pt shot from 7 ft
4:39.0,J. Clarkson misses 2-pt shot from 16 ft,,83-96,,
4:38.0,Offensive rebound by R. Hibbert,,83-96,,
4:32.0,D. Russell makes 3-pt shot from 25 ft (assist by M. World Peace),3,86-96,,
4:05.0,,,86-96,,Turnover by J. Okafor (bad pass)
4:05.0,K. Bryant enters the game for M. World Peace,,86-96,,
3:55.0,J. Randle makes 2-pt shot at rim (assist by K. Bryant),2,88-96,,
