time,Indiana,pts.away,score,pts.home,Toronto
3:34.0,,,20-16,,K. Lowry misses 3-pt shot from 26 ft
3:33.0,Defensive rebound by G. Hill,,20-16,,
3:18.0,G. Hill makes 3-pt shot from 23 ft (assist by R. Stuckey),3,23-16,,
3:00.0,,,23-16,,D. Carroll misses 3-pt shot from 26 ft
2:59.0,Defensive rebound by P. George,,23-16,,
2:51.0,S. Hill makes 3-pt shot from 26 ft (assist by R. Stuckey),3,26-16,,
2:25.0,,,26-18,2,B. Biyombo makes 2-pt shot from 20 ft
2:06.0,G. Hill makes 3-pt shot from 24 ft (assist by R. Stuckey),3,29-18,,
1:44.0,,,29-18,,T. Ross misses 3-pt shot from 24 ft
1:43.0,Defensive rebound by S. Hill,,29-18,,
1:32.0,P. George misses 3-pt shot from 24 ft,,29-18,,
1:31.0,Offensive rebound by Team,,29-18,,
1:31.0,,,29-18,,Loose ball foul by T. Ross
1:31.0,,,29-18,,C. Joseph enters the game for K. Lowry
1:24.0,,,29-18,,Violation by T. Ross (def goaltending)
1:24.0,G. Hill makes 3-pt shot from 23 ft (assist by P. George),3,32-18,,
1:08.0,,,32-18,,B. Biyombo misses 2-pt shot at rim
1:08.0,Defensive rebound by M. Turner,,32-18,,
0:59.0,P. George makes 3-pt shot from 23 ft (assist by G. Hill),3,35-18,,
0:55.0,,,35-18,,Toronto full timeout
0:48.0,,,35-20,2,B. Biyombo makes 2-pt shot from 5 ft
0:27.0,R. Stuckey misses 2-pt shot from 6 ft,,35-20,,
0:26.0,,,35-20,,Defensive rebound by B. Biyombo
0:01.0,,,35-20,,P. Patterson misses 2-pt shot from 10 ft
0:00.0,,,35-20,,Offensive rebound by B. Biyombo
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,35-22,2,D. DeRozan makes 2-pt shot from 16 ft (assist by B. Biyombo)
11:33.0,T. Lawson misses 2-pt shot from 2 ft,,35-22,,
11:33.0,,,35-22,,Defensive rebound by B. Biyombo
11:23.0,,,35-24,2,D. DeRozan makes 2-pt shot from 19 ft
11:03.0,R. Stuckey misses 2-pt shot from 9 ft,,35-24,,
11:03.0,,,35-24,,Defensive rebound by N. Powell
10:48.0,,,35-24,,C. Joseph misses 2-pt shot from 5 ft
10:48.0,Defensive rebound by I. Mahinmi,,35-24,,
10:37.0,C. Miles misses 3-pt shot from 26 ft,,35-24,,
10:37.0,,,35-24,,Defensive rebound by B. Biyombo
10:20.0,,,35-26,2,D. DeRozan makes 2-pt shot at rim
10:20.0,Indiana full timeout,,35-26,,
10:02.0,C. Miles misses 2-pt shot from 3 ft,,35-26,,
10:01.0,Offensive rebound by I. Mahinmi,,35-26,,
10:00.0,I. Mahinmi misses 2-pt shot from 3 ft,,35-26,,
9:59.0,Offensive rebound by I. Mahinmi,,35-26,,
9:57.0,Turnover by I. Mahinmi (lost ball; steal by C. Joseph),,35-26,,
9:51.0,,,35-26,,N. Powell misses 2-pt shot from 4 ft
9:50.0,,,35-26,,Offensive rebound by Team
9:44.0,,,35-26,,D. DeRozan misses 2-pt shot from 17 ft
9:43.0,,,35-26,,Offensive rebound by C. Joseph
9:43.0,,,35-28,2,C. Joseph makes 2-pt shot from 6 ft
9:43.0,,,35-28,,Shooting foul by T. Lawson (drawn by C. Joseph)
9:43.0,,,35-29,1,C. Joseph makes free throw 1 of 1
9:30.0,Shooting foul by C. Joseph (drawn by T. Lawson),,35-29,,
9:30.0,T. Lawson makes free throw 1 of 2,1,36-29,,
9:30.0,T. Lawson misses free throw 2 of 2,,36-29,,
9:30.0,,,36-29,,Defensive rebound by N. Powell
9:14.0,,,36-31,2,D. DeRozan makes 2-pt shot from 6 ft
9:03.0,Turnover by T. Lawson (lost ball; steal by D. DeRozan),,36-31,,
9:00.0,,,36-31,,Shooting foul by S. Hill (drawn by N. Powell)
9:00.0,,,36-32,1,N. Powell makes free throw 1 of 2
9:00.0,,,36-33,1,N. Powell makes free throw 2 of 2
8:41.0,R. Stuckey misses 2-pt shot from 22 ft,,36-33,,
8:41.0,,,36-33,,Defensive rebound by B. Biyombo
8:30.0,,,36-33,,N. Powell misses 3-pt shot from 25 ft
8:29.0,,,36-33,,Offensive rebound by Team
8:29.0,Loose ball foul by S. Hill,,36-33,,
8:29.0,M. Ellis enters the game for S. Hill,,36-33,,
8:29.0,P. George enters the game for T. Lawson,,36-33,,
8:23.0,,,36-33,,D. DeRozan misses 2-pt shot from 18 ft
8:22.0,Defensive rebound by R. Stuckey,,36-33,,
8:11.0,R. Stuckey misses 2-pt shot from 16 ft (block by C. Joseph),,36-33,,
8:10.0,Offensive rebound by R. Stuckey,,36-33,,
8:05.0,P. George makes 3-pt shot from 23 ft (assist by R. Stuckey),3,39-33,,
7:54.0,,,39-33,,J. Valanciunas enters the game for B. Biyombo
7:45.0,,,39-33,,C. Joseph misses 2-pt shot from 19 ft
7:44.0,Defensive rebound by M. Ellis,,39-33,,
7:38.0,C. Miles makes 3-pt shot from 27 ft (assist by M. Ellis),3,42-33,,
7:18.0,,,42-35,2,J. Valanciunas makes 2-pt shot from 13 ft (assist by D. DeRozan)
7:02.0,M. Ellis misses 2-pt shot from 21 ft,,42-35,,
7:01.0,,,42-35,,Defensive rebound by J. Valanciunas
6:51.0,,,42-35,,T. Ross misses 3-pt shot from 26 ft
6:51.0,,,42-35,,Offensive rebound by C. Joseph
6:44.0,,,42-35,,C. Joseph misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by C. Miles,,42-35,,
6:26.0,P. George makes 2-pt shot from 19 ft,2,44-35,,
6:15.0,,,44-35,,D. DeRozan misses 2-pt shot from 14 ft
6:14.0,Defensive rebound by I. Mahinmi,,44-35,,
6:05.0,P. George makes 2-pt shot from 19 ft,2,46-35,,
5:58.0,,,46-35,,Toronto full timeout
5:58.0,,,46-35,,K. Lowry enters the game for T. Ross
5:58.0,,,46-35,,D. Carroll enters the game for C. Joseph
5:35.0,,,46-35,,Turnover by Team (shot clock)
5:19.0,C. Miles misses 3-pt shot from 24 ft,,46-35,,
5:18.0,,,46-35,,Defensive rebound by K. Lowry
5:12.0,,,46-37,2,N. Powell makes 2-pt shot from 3 ft (assist by K. Lowry)
5:03.0,P. George misses 2-pt shot from 16 ft,,46-37,,
5:02.0,,,46-37,,Defensive rebound by J. Valanciunas
4:56.0,,,46-37,,Shooting foul by R. Stuckey (drawn by K. Lowry)
4:56.0,,,46-37,,K. Lowry misses free throw 1 of 2
4:56.0,,,46-37,,Offensive rebound by Team
4:56.0,M. Turner enters the game for I. Mahinmi,,46-37,,
4:56.0,G. Hill enters the game for R. Stuckey,,46-37,,
4:56.0,,,46-38,1,K. Lowry makes free throw 2 of 2
4:45.0,M. Ellis makes 2-pt shot from 1 ft,2,48-38,,
4:25.0,,,48-38,,K. Lowry misses 2-pt shot from 5 ft
4:25.0,,,48-38,,Offensive rebound by Team
4:25.0,Loose ball foul by M. Turner,,48-38,,
4:25.0,,,48-38,,J. Valanciunas misses free throw 1 of 2
4:25.0,,,48-38,,Offensive rebound by Team
4:25.0,,,48-38,,J. Valanciunas misses free throw 2 of 2
4:24.0,Defensive rebound by C. Miles,,48-38,,
4:14.0,Turnover by Team (back court),,48-38,,
3:58.0,,,48-38,,N. Powell misses 3-pt shot from 23 ft
3:57.0,Defensive rebound by C. Miles,,48-38,,
3:47.0,G. Hill makes 3-pt shot from 24 ft (assist by C. Miles),3,51-38,,
3:25.0,,,51-38,,D. DeRozan misses 2-pt shot from 15 ft
3:24.0,,,51-38,,Offensive rebound by D. Carroll
3:16.0,,,51-40,2,N. Powell makes 2-pt shot from 9 ft
3:02.0,Turnover by M. Turner (lost ball; steal by J. Valanciunas),,51-40,,
2:54.0,,,51-40,,K. Lowry misses 2-pt shot from 2 ft
2:54.0,,,51-40,,Offensive rebound by J. Valanciunas
2:52.0,,,51-42,2,J. Valanciunas makes 2-pt shot from 2 ft
2:33.0,M. Turner makes 2-pt shot from 1 ft (assist by P. George),2,53-42,,
2:12.0,,,53-45,3,D. DeRozan makes 3-pt shot from 23 ft (assist by K. Lowry)
1:55.0,,,53-45,,Violation by J. Valanciunas (kicked ball)
1:55.0,Official timeout,,53-45,,
1:55.0,,,53-45,,P. Patterson enters the game for J. Valanciunas
1:46.0,Turnover by M. Ellis (bad pass),,53-45,,
1:26.0,,,53-45,,Shooting foul by C. Miles (drawn by D. DeRozan)
1:26.0,,,53-46,1,D. DeRozan makes free throw 1 of 2
1:26.0,,,53-47,1,D. DeRozan makes free throw 2 of 2
1:05.0,M. Turner makes 2-pt shot at rim (assist by M. Ellis),2,55-47,,
0:59.0,Personal block foul by M. Turner,,55-47,,
0:59.0,,,55-48,1,K. Lowry makes free throw 1 of 2
0:59.0,L. Allen enters the game for M. Turner,,55-48,,
0:59.0,,,55-49,1,K. Lowry makes free throw 2 of 2
0:55.0,Indiana full timeout,,55-49,,
0:45.0,C. Miles misses 3-pt shot from 24 ft,,55-49,,
0:44.0,Offensive rebound by L. Allen,,55-49,,
0:40.0,P. George makes 3-pt shot from 25 ft (assist by L. Allen),3,58-49,,
0:32.0,,,58-52,3,K. Lowry makes 3-pt shot from 26 ft
0:11.0,G. Hill makes 2-pt shot from 20 ft,2,60-52,,
0:11.0,Shooting foul by K. Lowry (drawn by G. Hill),,60-52,,
0:11.0,R. Stuckey enters the game for M. Ellis,,60-52,,
0:11.0,G. Hill makes free throw 1 of 1,1,61-52,,
0:00.0,,,61-52,,K. Lowry misses 3-pt shot from 26 ft
0:00.0,,,61-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,61-54,2,P. Patterson makes 2-pt shot from 9 ft
11:17.0,I. Mahinmi makes 2-pt shot from 4 ft (assist by P. George),2,63-54,,
11:05.0,,,63-54,,P. Patterson misses 3-pt shot from 23 ft
11:05.0,Defensive rebound by P. George,,63-54,,
10:42.0,G. Hill misses 3-pt shot from 26 ft,,63-54,,
10:42.0,,,63-54,,Defensive rebound by D. Carroll
10:36.0,Technical foul by P. George,,63-54,,
10:36.0,,,63-54,,D. DeRozan misses technical free throw
10:36.0,,,63-54,,Offensive rebound by Team
10:24.0,,,63-54,,Shooting foul by I. Mahinmi (drawn by D. DeRozan)
10:24.0,,,63-55,1,D. DeRozan makes free throw 1 of 2
10:24.0,,,63-56,1,D. DeRozan makes free throw 2 of 2
10:04.0,M. Ellis makes 2-pt shot from 20 ft,2,65-56,,
9:42.0,,,65-58,2,P. Patterson makes 2-pt shot from 9 ft
9:26.0,Shooting foul by K. Lowry (drawn by I. Mahinmi),,65-58,,
9:26.0,I. Mahinmi makes free throw 1 of 2,1,66-58,,
9:26.0,I. Mahinmi makes free throw 2 of 2,1,67-58,,
9:08.0,,,67-58,,D. DeRozan misses 3-pt shot from 25 ft
9:07.0,Defensive rebound by Team,,67-58,,
8:49.0,Turnover by M. Turner (lost ball; steal by D. Carroll),,67-58,,
8:33.0,,,67-58,,J. Valanciunas misses 2-pt shot from 3 ft
8:33.0,Defensive rebound by P. George,,67-58,,
8:28.0,,,67-58,,Shooting block foul by D. Carroll (drawn by P. George)
8:28.0,P. George makes free throw 1 of 2,1,68-58,,
8:28.0,P. George makes free throw 2 of 2,1,69-58,,
8:19.0,,,69-58,,P. Patterson misses 2-pt shot from 21 ft
8:19.0,,,69-58,,Offensive rebound by J. Valanciunas
8:17.0,,,69-58,,J. Valanciunas misses 2-pt shot from 3 ft
8:17.0,Defensive rebound by P. George,,69-58,,
8:13.0,,,69-58,,Personal block foul by D. Carroll
8:08.0,Offensive foul by I. Mahinmi,,69-58,,
8:08.0,Turnover by I. Mahinmi (offensive foul),,69-58,,
8:08.0,S. Hill enters the game for I. Mahinmi,,69-58,,
7:56.0,,,69-58,,Offensive foul by P. Patterson
7:56.0,,,69-58,,Turnover by P. Patterson (offensive foul)
7:34.0,S. Hill misses 2-pt shot from 7 ft (block by J. Valanciunas),,69-58,,
7:33.0,,,69-58,,Defensive rebound by D. DeRozan
7:27.0,,,69-60,2,D. DeRozan makes 2-pt shot from 3 ft
7:07.0,Shooting foul by D. DeRozan (drawn by S. Hill),,69-60,,
7:07.0,S. Hill makes free throw 1 of 2,1,70-60,,
7:07.0,S. Hill makes free throw 2 of 2,1,71-60,,
6:54.0,,,71-62,2,K. Lowry makes 2-pt shot from 7 ft
6:36.0,M. Ellis misses 3-pt shot from 25 ft,,71-62,,
6:36.0,,,71-62,,Defensive rebound by Team
6:25.0,,,71-64,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by P. Patterson)
6:25.0,,,71-64,,Shooting foul by M. Turner (drawn by J. Valanciunas)
6:25.0,Indiana full timeout,,71-64,,
6:25.0,,,71-65,1,J. Valanciunas makes free throw 1 of 1
6:04.0,P. George makes 2-pt shot from 4 ft,2,73-65,,
5:55.0,,,73-65,,Shooting foul by P. George (drawn by D. DeRozan)
5:55.0,,,73-66,1,D. DeRozan makes free throw 1 of 2
5:55.0,,,73-67,1,D. DeRozan makes free throw 2 of 2
5:46.0,P. George makes 3-pt shot from 26 ft,3,76-67,,
5:32.0,Personal foul by G. Hill,,76-67,,
5:25.0,,,76-69,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry)
5:11.0,P. George misses 3-pt shot from 25 ft,,76-69,,
5:11.0,,,76-69,,Defensive rebound by K. Lowry
5:00.0,,,76-69,,P. Patterson misses 2-pt shot from 10 ft
5:00.0,,,76-69,,Offensive rebound by Team
4:58.0,Loose ball foul by P. George,,76-69,,
4:58.0,,,76-70,1,D. Carroll makes free throw 1 of 2
4:58.0,,,76-71,1,D. Carroll makes free throw 2 of 2
4:40.0,P. George makes 2-pt shot from 20 ft,2,78-71,,
4:30.0,,,78-73,2,D. DeRozan makes 2-pt shot at rim
4:09.0,Shooting foul by D. Carroll (drawn by P. George),,78-73,,
4:09.0,P. George makes free throw 1 of 2,1,79-73,,
4:09.0,,,79-73,,N. Powell enters the game for D. Carroll
4:09.0,P. George makes free throw 2 of 2,1,80-73,,
3:52.0,,,80-73,,J. Valanciunas misses 2-pt shot from 3 ft
3:52.0,Defensive rebound by S. Hill,,80-73,,
3:45.0,G. Hill misses 3-pt shot from 25 ft,,80-73,,
3:45.0,,,80-73,,Defensive rebound by N. Powell
3:39.0,,,80-73,,N. Powell misses 2-pt shot from 2 ft
3:38.0,,,80-73,,Offensive rebound by D. DeRozan
3:34.0,,,80-73,,D. DeRozan misses 3-pt shot from 23 ft
3:34.0,Defensive rebound by M. Ellis,,80-73,,
3:28.0,,,80-73,,Shooting block foul by K. Lowry (drawn by M. Ellis)
3:28.0,M. Ellis makes free throw 1 of 2,1,81-73,,
3:28.0,R. Stuckey enters the game for G. Hill,,81-73,,
3:28.0,M. Ellis makes free throw 2 of 2,1,82-73,,
3:28.0,,,82-73,,Toronto full timeout
3:28.0,,,82-73,,B. Biyombo enters the game for J. Valanciunas
3:28.0,,,82-73,,C. Joseph enters the game for K. Lowry
3:17.0,,,82-73,,Turnover by B. Biyombo (3 sec)
3:06.0,,,82-73,,Personal foul by N. Powell
3:06.0,P. George makes free throw 1 of 2,1,83-73,,
3:06.0,P. George makes free throw 2 of 2,1,84-73,,
2:49.0,,,84-73,,N. Powell misses 2-pt shot from 3 ft (block by M. Turner)
2:48.0,Defensive rebound by P. George,,84-73,,
2:43.0,R. Stuckey misses 2-pt shot from 3 ft,,84-73,,
2:42.0,Offensive rebound by P. George,,84-73,,
2:41.0,P. George misses 2-pt shot from 2 ft,,84-73,,
2:40.0,,,84-73,,Defensive rebound by B. Biyombo
2:31.0,,,84-73,,D. DeRozan misses 2-pt shot from 4 ft (block by M. Turner)
2:30.0,Defensive rebound by M. Turner,,84-73,,
2:19.0,M. Ellis misses 2-pt shot from 2 ft,,84-73,,
2:19.0,,,84-73,,Defensive rebound by B. Biyombo
2:11.0,,,84-73,,P. Patterson misses 3-pt shot from 27 ft
2:11.0,Defensive rebound by S. Hill,,84-73,,
1:53.0,R. Stuckey makes 2-pt shot from 2 ft (assist by M. Turner),2,86-73,,
1:31.0,,,86-73,,P. Patterson misses 3-pt shot from 26 ft
1:31.0,,,86-73,,Offensive rebound by B. Biyombo
1:27.0,,,86-73,,B. Biyombo misses 2-pt shot from 2 ft
1:26.0,Defensive rebound by M. Turner,,86-73,,
1:12.0,,,86-73,,Personal foul by B. Biyombo
1:12.0,P. George makes free throw 1 of 2,1,87-73,,
1:12.0,P. George makes free throw 2 of 2,1,88-73,,
1:02.0,,,88-75,2,D. DeRozan makes 2-pt shot from 21 ft
0:49.0,M. Turner makes 2-pt shot from 3 ft (assist by P. George),2,90-75,,
0:34.0,,,90-75,,Shooting foul by M. Ellis (drawn by B. Biyombo)
0:34.0,,,90-76,1,B. Biyombo makes free throw 1 of 2
0:34.0,T. Lawson enters the game for M. Ellis,,90-76,,
0:34.0,,,90-77,1,B. Biyombo makes free throw 2 of 2
0:22.0,P. George misses 3-pt shot from 25 ft,,90-77,,
0:21.0,,,90-77,,Defensive rebound by B. Biyombo
0:03.0,,,90-77,,Turnover by D. DeRozan (lost ball; steal by P. George)
0:00.0,Turnover by R. Stuckey (lost ball; steal by C. Joseph),,90-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,C. Miles misses 2-pt shot from 2 ft,,90-77,,
11:40.0,,,90-77,,Defensive rebound by B. Biyombo
11:19.0,,,90-79,2,K. Lowry makes 2-pt shot from 19 ft
11:03.0,Turnover by R. Stuckey (lost ball; steal by K. Lowry),,90-79,,
10:39.0,,,90-79,,D. DeRozan misses 2-pt shot from 17 ft
10:39.0,Defensive rebound by C. Miles,,90-79,,
10:16.0,R. Stuckey misses 2-pt shot from 5 ft,,90-79,,
10:15.0,,,90-79,,Defensive rebound by Team
10:04.0,Personal foul by S. Hill,,90-79,,
10:00.0,,,90-79,,K. Lowry misses 3-pt shot from 25 ft
10:00.0,,,90-79,,Offensive rebound by B. Biyombo
9:54.0,,,90-79,,N. Powell misses 3-pt shot from 25 ft
9:53.0,Defensive rebound by I. Mahinmi,,90-79,,
9:47.0,,,90-79,,Personal foul by K. Lowry
9:35.0,R. Stuckey misses 2-pt shot from 17 ft,,90-79,,
9:34.0,,,90-79,,Defensive rebound by B. Biyombo
9:23.0,,,90-79,,Shooting foul by T. Lawson (drawn by B. Biyombo)
9:23.0,,,90-80,1,B. Biyombo makes free throw 1 of 2
9:23.0,,,90-80,,T. Ross enters the game for D. DeRozan
9:23.0,,,90-81,1,B. Biyombo makes free throw 2 of 2
9:04.0,C. Miles misses 3-pt shot from 24 ft,,90-81,,
9:04.0,,,90-81,,Defensive rebound by B. Biyombo
8:52.0,,,90-83,2,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry)
8:36.0,Shooting foul by T. Ross (drawn by R. Stuckey),,90-83,,
8:36.0,Official timeout,,90-83,,
8:36.0,G. Hill enters the game for S. Hill,,90-83,,
8:36.0,P. George enters the game for T. Lawson,,90-83,,
8:36.0,R. Stuckey misses free throw 1 of 2,,90-83,,
8:36.0,Offensive rebound by Team,,90-83,,
8:36.0,R. Stuckey misses free throw 2 of 2,,90-83,,
8:35.0,,,90-83,,Defensive rebound by T. Ross
8:19.0,,,90-83,,K. Lowry misses 3-pt shot from 23 ft
8:18.0,Defensive rebound by P. George,,90-83,,
8:13.0,Turnover by P. George (lost ball; steal by N. Powell),,90-83,,
8:08.0,,,90-85,2,N. Powell makes 2-pt shot from 2 ft
7:41.0,C. Miles makes 2-pt shot from 16 ft (assist by G. Hill),2,92-85,,
7:20.0,,,92-87,2,C. Joseph makes 2-pt shot from 3 ft
7:13.0,Turnover by R. Stuckey (lost ball),,92-87,,
7:13.0,M. Ellis enters the game for R. Stuckey,,92-87,,
7:13.0,M. Turner enters the game for I. Mahinmi,,92-87,,
6:51.0,,,92-90,3,T. Ross makes 3-pt shot from 24 ft (assist by C. Joseph)
6:34.0,Turnover by M. Ellis (lost ball; steal by N. Powell),,92-90,,
6:31.0,,,92-92,2,N. Powell makes 2-pt shot at rim
6:31.0,Indiana full timeout,,92-92,,
6:31.0,S. Hill enters the game for C. Miles,,92-92,,
6:12.0,Offensive charge foul by P. George,,92-92,,
6:12.0,Turnover by P. George (offensive foul),,92-92,,
5:58.0,,,92-92,,T. Ross misses 3-pt shot from 26 ft
5:58.0,Defensive rebound by P. George,,92-92,,
5:47.0,M. Turner misses 2-pt shot from 20 ft,,92-92,,
5:47.0,,,92-92,,Defensive rebound by C. Joseph
5:33.0,,,92-92,,T. Ross misses 3-pt shot from 24 ft
5:32.0,,,92-92,,Offensive rebound by B. Biyombo
5:11.0,,,92-92,,T. Ross misses 3-pt shot from 26 ft
5:11.0,Defensive rebound by G. Hill,,92-92,,
4:55.0,,,92-92,,Personal foul by T. Ross
4:55.0,,,92-92,,D. DeRozan enters the game for T. Ross
4:39.0,Turnover by Team (shot clock),,92-92,,
4:15.0,,,92-95,3,D. DeRozan makes 3-pt shot from 27 ft (assist by K. Lowry)
3:49.0,M. Ellis misses 3-pt shot from 26 ft,,92-95,,
3:48.0,,,92-95,,Defensive rebound by B. Biyombo
3:26.0,,,92-98,3,C. Joseph makes 3-pt shot from 23 ft (assist by D. DeRozan)
3:26.0,Indiana full timeout,,92-98,,
3:12.0,P. George misses 3-pt shot from 24 ft,,92-98,,
3:12.0,,,92-98,,Defensive rebound by B. Biyombo
2:54.0,Personal foul by P. George,,92-98,,
2:54.0,,,92-98,,Toronto full timeout
2:43.0,,,92-98,,D. DeRozan misses 2-pt shot from 20 ft
2:42.0,Defensive rebound by M. Ellis,,92-98,,
2:27.0,P. George makes 2-pt shot from 3 ft,2,94-98,,
2:05.0,,,94-98,,Shooting foul by M. Turner (drawn by K. Lowry)
2:05.0,,,94-99,1,K. Lowry makes free throw 1 of 2
2:05.0,,,94-100,1,K. Lowry makes free throw 2 of 2
1:55.0,G. Hill misses 3-pt shot from 27 ft,,94-100,,
1:54.0,,,94-100,,Defensive rebound by N. Powell
1:31.0,,,94-100,,D. DeRozan misses 2-pt shot from 19 ft
1:30.0,Defensive rebound by M. Turner,,94-100,,
1:12.0,M. Ellis misses 2-pt shot from 3 ft,,94-100,,
1:12.0,Offensive rebound by M. Turner,,94-100,,
1:12.0,M. Turner makes 2-pt shot from 4 ft,2,96-100,,
0:49.0,,,96-100,,N. Powell misses 3-pt shot from 24 ft
0:48.0,,,96-100,,Offensive rebound by K. Lowry
0:42.0,,,96-100,,Toronto full timeout
0:26.0,,,96-100,,K. Lowry misses 2-pt shot from 8 ft (block by G. Hill)
0:25.0,Defensive rebound by M. Turner,,96-100,,
0:21.0,P. George misses 3-pt shot from 26 ft,,96-100,,
