time,Toronto,pts.away,score,pts.home,Indiana
5:15.0,,,26-9,,Shooting foul by B. Biyombo (drawn by M. Ellis)
5:15.0,,,26-10,1,M. Ellis makes free throw 1 of 1
5:01.0,T. Ross misses 3-pt shot from 24 ft,,26-10,,
5:00.0,,,26-10,,Defensive rebound by L. Allen
4:48.0,,,26-10,,Turnover by M. Ellis (bad pass; steal by L. Scola)
4:27.0,Turnover by D. DeRozan (bad pass; steal by M. Ellis),,26-10,,
4:14.0,,,26-13,3,P. George makes 3-pt shot from 27 ft (assist by M. Ellis)
4:05.0,Toronto full timeout,,26-13,,
4:05.0,C. Joseph enters the game for T. Ross,,26-13,,
4:05.0,P. Patterson enters the game for L. Scola,,26-13,,
4:05.0,,,26-13,,J. Hill enters the game for I. Mahinmi
3:50.0,Turnover by K. Lowry (bad pass),,26-13,,
3:33.0,,,26-15,2,J. Hill makes 2-pt shot at rim (assist by P. George)
3:05.0,C. Joseph misses 2-pt shot from 20 ft,,26-15,,
3:04.0,,,26-15,,Defensive rebound by J. Hill
2:53.0,,,26-15,,P. George misses 3-pt shot from 27 ft
2:52.0,,,26-15,,Offensive rebound by J. Hill
2:50.0,,,26-17,2,J. Hill makes 2-pt shot from 3 ft
2:24.0,B. Biyombo misses 2-pt shot from 3 ft,,26-17,,
2:23.0,Offensive rebound by B. Biyombo,,26-17,,
2:21.0,B. Biyombo misses 2-pt shot from 1 ft,,26-17,,
2:20.0,,,26-17,,Defensive rebound by J. Hill
2:18.0,,,26-17,,Turnover by J. Hill (lost ball; steal by P. Patterson)
2:18.0,Toronto full timeout,,26-17,,
2:18.0,T. Ross enters the game for K. Lowry,,26-17,,
2:15.0,Turnover by C. Joseph (bad pass; steal by R. Stuckey),,26-17,,
2:11.0,,,26-19,2,M. Ellis makes 2-pt shot at rim (assist by L. Allen)
1:46.0,C. Joseph misses 2-pt shot from 2 ft,,26-19,,
1:45.0,Offensive rebound by B. Biyombo,,26-19,,
1:44.0,Turnover by Team (shot clock),,26-19,,
1:44.0,L. Scola enters the game for B. Biyombo,,26-19,,
1:33.0,,,26-21,2,R. Stuckey makes 2-pt shot from 16 ft
1:12.0,P. Patterson misses 3-pt shot from 27 ft,,26-21,,
1:11.0,,,26-21,,Defensive rebound by J. Hill
0:59.0,,,26-23,2,J. Hill makes 2-pt shot at rim
0:59.0,,,26-23,,Shooting foul by L. Scola (drawn by J. Hill)
0:59.0,,,26-24,1,J. Hill makes free throw 1 of 1
0:46.0,Turnover by P. Patterson (bad pass; steal by P. George),,26-24,,
0:37.0,,,26-27,3,P. George makes 3-pt shot from 27 ft
0:20.0,T. Ross makes 2-pt shot from 19 ft,2,28-27,,
0:00.0,,,28-27,,P. George misses 2-pt shot from 8 ft (block by D. DeRozan)
0:00.0,,,28-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,L. Scola misses 2-pt shot from 6 ft,,28-27,,
11:44.0,,,28-27,,Defensive rebound by J. Hill
11:38.0,,,28-27,,Shooting foul by P. Patterson (drawn by L. Allen)
11:38.0,,,28-28,1,L. Allen makes free throw 1 of 2
11:38.0,,,28-29,1,L. Allen makes free throw 2 of 2
11:26.0,T. Ross misses 2-pt shot from 20 ft,,28-29,,
11:25.0,,,28-29,,Defensive rebound by R. Stuckey
11:19.0,,,28-29,,R. Stuckey misses 2-pt shot from 2 ft
11:18.0,,,28-29,,Offensive rebound by L. Allen
11:03.0,,,28-29,,J. Hill misses 2-pt shot from 18 ft
11:03.0,Defensive rebound by T. Ross,,28-29,,
10:37.0,C. Joseph misses 2-pt shot from 3 ft,,28-29,,
10:37.0,,,28-29,,Defensive rebound by G. Hill
10:27.0,,,28-31,2,L. Allen makes 2-pt shot from 1 ft (assist by J. Hill)
10:04.0,J. Johnson misses 2-pt shot from 1 ft,,28-31,,
10:04.0,,,28-31,,Defensive rebound by L. Allen
9:48.0,,,28-33,2,J. Hill makes 2-pt shot from 15 ft
9:22.0,Turnover by P. Patterson (bad pass; steal by J. Hill),,28-33,,
9:12.0,,,28-33,,J. Hill misses 2-pt shot from 17 ft
9:11.0,,,28-33,,Offensive rebound by J. Hill
9:04.0,,,28-33,,C. Budinger misses 3-pt shot from 27 ft
9:03.0,Defensive rebound by P. Patterson,,28-33,,
8:53.0,P. Patterson misses 3-pt shot from 24 ft,,28-33,,
8:53.0,,,28-33,,Defensive rebound by C. Budinger
8:42.0,,,28-35,2,R. Stuckey makes 2-pt shot from 8 ft
8:36.0,Toronto full timeout,,28-35,,
8:36.0,L. Nogueira enters the game for T. Ross,,28-35,,
8:36.0,K. Lowry enters the game for P. Patterson,,28-35,,
8:25.0,Offensive foul by L. Nogueira,,28-35,,
8:25.0,Turnover by L. Nogueira (offensive foul),,28-35,,
8:13.0,,,28-35,,Turnover by R. Stuckey (lost ball; steal by L. Scola)
8:08.0,L. Scola misses 2-pt shot at rim,,28-35,,
8:07.0,,,28-35,,Defensive rebound by R. Stuckey
8:01.0,,,28-37,2,R. Stuckey makes 2-pt shot from 2 ft
7:47.0,K. Lowry makes 2-pt shot from 21 ft,2,30-37,,
7:31.0,,,30-39,2,C. Budinger makes 2-pt shot from 6 ft
7:22.0,J. Johnson misses 3-pt shot from 25 ft,,30-39,,
7:22.0,,,30-39,,Defensive rebound by C. Budinger
7:09.0,,,30-39,,L. Allen misses 2-pt shot from 19 ft
7:08.0,Defensive rebound by K. Lowry,,30-39,,
6:53.0,C. Joseph misses 2-pt shot from 16 ft,,30-39,,
6:51.0,,,30-39,,Defensive rebound by C. Budinger
6:48.0,,,30-39,,Shooting foul by C. Joseph (drawn by C. Budinger)
6:48.0,,,30-40,1,C. Budinger makes free throw 1 of 2
6:48.0,D. DeRozan enters the game for L. Scola,,30-40,,
6:48.0,,,30-40,,I. Mahinmi enters the game for L. Allen
6:48.0,,,30-40,,C. Miles enters the game for R. Stuckey
6:48.0,,,30-41,1,C. Budinger makes free throw 2 of 2
6:28.0,,,30-41,,Personal block foul by I. Mahinmi (drawn by K. Lowry)
6:28.0,,,30-41,,M. Ellis enters the game for I. Mahinmi
6:17.0,K. Lowry misses 3-pt shot from 25 ft,,30-41,,
6:16.0,,,30-41,,Defensive rebound by C. Miles
6:09.0,,,30-41,,C. Budinger misses 2-pt shot from 1 ft (block by L. Nogueira)
6:09.0,Defensive rebound by Team,,30-41,,
5:45.0,K. Lowry misses 2-pt shot from 18 ft (block by G. Hill),,30-41,,
5:45.0,Offensive rebound by Team,,30-41,,
5:45.0,Turnover by Team (shot clock),,30-41,,
5:45.0,Official timeout,,30-41,,
5:45.0,B. Biyombo enters the game for C. Joseph,,30-41,,
5:45.0,N. Powell enters the game for L. Nogueira,,30-41,,
5:39.0,Personal foul by N. Powell (drawn by M. Ellis),,30-41,,
5:36.0,Personal block foul by J. Johnson (drawn by G. Hill),,30-41,,
5:25.0,,,30-41,,G. Hill misses 3-pt shot from 24 ft
5:24.0,Defensive rebound by D. DeRozan,,30-41,,
5:14.0,Turnover by B. Biyombo (lost ball; steal by C. Miles),,30-41,,
5:09.0,,,30-41,,C. Miles misses 2-pt shot at rim (block by J. Johnson)
5:07.0,Defensive rebound by B. Biyombo,,30-41,,
5:06.0,Turnover by B. Biyombo (bad pass),,30-41,,
4:53.0,,,30-41,,M. Ellis misses 2-pt shot from 18 ft
4:52.0,Defensive rebound by K. Lowry,,30-41,,
4:52.0,,,30-41,,Personal foul by J. Hill (drawn by K. Lowry)
4:52.0,,,30-41,,L. Allen enters the game for J. Hill
4:52.0,,,30-41,,P. George enters the game for C. Budinger
4:29.0,N. Powell misses 2-pt shot from 3 ft,,30-41,,
4:28.0,,,30-41,,Defensive rebound by P. George
4:26.0,,,30-41,,Turnover by P. George (bad pass; steal by D. DeRozan)
4:10.0,Turnover by K. Lowry (lost ball; steal by M. Ellis),,30-41,,
4:08.0,,,30-43,2,M. Ellis makes 2-pt shot at rim
4:08.0,,,30-43,,Shooting foul by N. Powell (drawn by M. Ellis)
4:08.0,,,30-44,1,M. Ellis makes free throw 1 of 1
3:54.0,Shooting foul by C. Miles (drawn by J. Johnson),,30-44,,
3:54.0,J. Johnson makes free throw 1 of 2,1,31-44,,
3:54.0,J. Johnson makes free throw 2 of 2,1,32-44,,
3:36.0,,,32-47,3,C. Miles makes 3-pt shot from 24 ft (assist by G. Hill)
3:25.0,Shooting foul by P. George (drawn by K. Lowry),,32-47,,
3:25.0,K. Lowry makes free throw 1 of 2,1,33-47,,
3:25.0,P. Patterson enters the game for J. Johnson,,33-47,,
3:25.0,Violation by Team (delay of game),,33-47,,
3:25.0,K. Lowry makes free throw 2 of 2,1,34-47,,
3:13.0,,,34-47,,P. George misses 2-pt shot from 18 ft
3:12.0,,,34-47,,Offensive rebound by L. Allen
3:07.0,,,34-47,,Turnover by P. George (traveling)
2:53.0,N. Powell misses 3-pt shot from 25 ft,,34-47,,
2:52.0,,,34-47,,Defensive rebound by P. George
2:43.0,,,34-47,,Turnover by P. George (bad pass; steal by N. Powell)
2:41.0,,,34-47,,Indiana full timeout
2:41.0,C. Joseph enters the game for N. Powell,,34-47,,
2:41.0,,,34-47,,I. Mahinmi enters the game for L. Allen
2:34.0,P. Patterson makes 3-pt shot from 26 ft (assist by K. Lowry),3,37-47,,
2:06.0,,,37-50,3,M. Ellis makes 3-pt shot from 26 ft (assist by G. Hill)
1:53.0,,,37-50,,Violation by G. Hill (kicked ball)
1:50.0,Offensive foul by K. Lowry,,37-50,,
1:50.0,Turnover by K. Lowry (offensive foul),,37-50,,
1:36.0,,,37-52,2,M. Ellis makes 2-pt shot from 8 ft
1:26.0,Offensive charge foul by D. DeRozan,,37-52,,
1:26.0,Turnover by D. DeRozan (offensive foul),,37-52,,
1:11.0,,,37-52,,M. Ellis misses 3-pt shot from 28 ft
1:10.0,Defensive rebound by P. Patterson,,37-52,,
1:00.0,Shooting foul by I. Mahinmi (drawn by B. Biyombo),,37-52,,
1:00.0,B. Biyombo makes free throw 1 of 2,1,38-52,,
1:00.0,,,38-52,,J. Hill enters the game for I. Mahinmi
1:00.0,,,38-52,,L. Allen enters the game for P. George
1:00.0,B. Biyombo misses free throw 2 of 2,,38-52,,
1:00.0,,,38-52,,Defensive rebound by C. Miles
0:35.0,,,38-52,,M. Ellis misses 2-pt shot from 20 ft
0:34.0,Defensive rebound by P. Patterson,,38-52,,
0:26.0,P. Patterson makes 3-pt shot from 25 ft (assist by D. DeRozan),3,41-52,,
0:02.0,,,41-52,,J. Hill misses 2-pt shot from 20 ft
0:00.0,Defensive rebound by C. Joseph,,41-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,L. Scola misses 2-pt shot from 19 ft,,41-52,,
11:48.0,,,41-52,,Defensive rebound by P. George
11:32.0,,,41-52,,P. George misses 3-pt shot from 26 ft
11:32.0,Defensive rebound by L. Scola,,41-52,,
11:14.0,Shooting foul by P. George (drawn by D. DeRozan),,41-52,,
11:14.0,D. DeRozan misses free throw 1 of 2,,41-52,,
11:14.0,Offensive rebound by Team,,41-52,,
11:14.0,D. DeRozan makes free throw 2 of 2,1,42-52,,
10:55.0,,,42-54,2,C. Miles makes 2-pt shot from 11 ft
10:42.0,Offensive charge foul by B. Biyombo,,42-54,,
10:42.0,Turnover by B. Biyombo (offensive foul),,42-54,,
10:27.0,,,42-54,,I. Mahinmi misses 2-pt shot from 7 ft
10:27.0,Defensive rebound by L. Scola,,42-54,,
10:15.0,D. DeRozan makes 2-pt shot from 10 ft,2,44-54,,
9:58.0,,,44-57,3,C. Miles makes 3-pt shot from 25 ft
9:38.0,D. DeRozan makes 2-pt shot from 18 ft,2,46-57,,
9:24.0,,,46-57,,Shooting foul by B. Biyombo (drawn by P. George)
9:24.0,,,46-58,1,P. George makes free throw 1 of 2
9:24.0,,,46-59,1,P. George makes free throw 2 of 2
9:12.0,D. DeRozan misses 2-pt shot from 20 ft,,46-59,,
9:10.0,,,46-59,,Defensive rebound by Team
8:58.0,,,46-61,2,P. George makes 2-pt shot from 5 ft
8:45.0,K. Lowry misses 3-pt shot from 25 ft,,46-61,,
8:43.0,Offensive rebound by L. Scola,,46-61,,
8:41.0,L. Scola misses 2-pt shot at rim (block by C. Miles),,46-61,,
8:40.0,,,46-61,,Defensive rebound by I. Mahinmi
8:40.0,Personal take foul by K. Lowry (drawn by M. Ellis),,46-61,,
8:25.0,,,46-64,3,C. Miles makes 3-pt shot from 26 ft (assist by P. George)
8:24.0,Toronto full timeout,,46-64,,
8:24.0,C. Joseph enters the game for L. Scola,,46-64,,
8:17.0,Shooting foul by I. Mahinmi (drawn by K. Lowry),,46-64,,
8:17.0,K. Lowry makes free throw 1 of 2,1,47-64,,
8:17.0,,,47-64,,J. Hill enters the game for I. Mahinmi
8:17.0,K. Lowry makes free throw 2 of 2,1,48-64,,
8:04.0,,,48-64,,Turnover by M. Ellis (bad pass)
7:46.0,D. DeRozan misses 3-pt shot from 26 ft,,48-64,,
7:44.0,,,48-64,,Defensive rebound by J. Hill
7:32.0,,,48-64,,P. George misses 3-pt shot from 25 ft
7:31.0,Defensive rebound by B. Biyombo,,48-64,,
7:22.0,Shooting foul by P. George (drawn by C. Joseph),,48-64,,
7:22.0,C. Joseph makes free throw 1 of 2,1,49-64,,
7:22.0,,,49-64,,C. Budinger enters the game for P. George
7:22.0,C. Joseph makes free throw 2 of 2,1,50-64,,
7:07.0,,,50-64,,Offensive foul by J. Hill
7:07.0,,,50-64,,Turnover by J. Hill (offensive foul)
6:57.0,K. Lowry makes 2-pt shot from 1 ft,2,52-64,,
6:47.0,,,52-64,,G. Hill misses 2-pt shot from 5 ft (block by B. Biyombo)
6:47.0,,,52-64,,Offensive rebound by Team
6:34.0,,,52-64,,M. Ellis misses 2-pt shot from 17 ft
6:32.0,Defensive rebound by T. Ross,,52-64,,
6:24.0,K. Lowry misses 2-pt shot from 6 ft,,52-64,,
6:23.0,Offensive rebound by B. Biyombo,,52-64,,
6:23.0,,,52-64,,Flagrant foul type 1 by G. Hill (drawn by B. Biyombo)
6:23.0,B. Biyombo makes flagrant free throw 1 of 2,1,53-64,,
6:23.0,B. Biyombo makes flagrant free throw 2 of 2,1,54-64,,
6:12.0,K. Lowry makes 2-pt shot from 13 ft,2,56-64,,
5:48.0,,,56-64,,J. Hill misses 2-pt shot from 10 ft
5:48.0,Defensive rebound by D. DeRozan,,56-64,,
5:40.0,T. Ross misses 3-pt shot from 23 ft,,56-64,,
5:40.0,Offensive rebound by C. Joseph,,56-64,,
5:24.0,D. DeRozan misses 3-pt shot from 23 ft,,56-64,,
5:23.0,,,56-64,,Defensive rebound by J. Hill
5:15.0,,,56-66,2,M. Ellis makes 2-pt shot from 2 ft
5:03.0,Turnover by C. Joseph (bad pass; steal by G. Hill),,56-66,,
5:03.0,Loose ball foul by K. Lowry (drawn by G. Hill),,56-66,,
4:51.0,,,56-66,,M. Ellis misses 2-pt shot from 19 ft
4:51.0,Defensive rebound by B. Biyombo,,56-66,,
4:43.0,Turnover by K. Lowry (offensive foul),,56-66,,
4:43.0,Offensive charge foul by K. Lowry,,56-66,,
4:43.0,,,56-66,,R. Stuckey enters the game for G. Hill
4:43.0,,,56-66,,L. Allen enters the game for C. Miles
4:43.0,P. Patterson enters the game for K. Lowry,,56-66,,
4:43.0,Technical foul by K. Lowry,,56-66,,
4:43.0,,,56-67,1,M. Ellis makes technical free throw
4:22.0,,,56-67,,L. Allen misses 2-pt shot from 17 ft
4:21.0,Defensive rebound by B. Biyombo,,56-67,,
4:21.0,,,56-67,,Personal foul by J. Hill (drawn by B. Biyombo)
4:21.0,B. Biyombo makes free throw 1 of 2,1,57-67,,
4:21.0,B. Biyombo makes free throw 2 of 2,1,58-67,,
3:57.0,,,58-69,2,M. Ellis makes 2-pt shot from 6 ft
3:39.0,Shooting foul by M. Ellis (drawn by C. Joseph),,58-69,,
3:39.0,C. Joseph misses free throw 1 of 2,,58-69,,
3:39.0,Offensive rebound by Team,,58-69,,
3:39.0,C. Joseph makes free throw 2 of 2,1,59-69,,
3:22.0,,,59-69,,L. Allen misses 2-pt shot from 3 ft (block by T. Ross)
3:21.0,,,59-69,,Offensive rebound by R. Stuckey
3:19.0,,,59-69,,R. Stuckey misses 2-pt shot from 13 ft
3:18.0,,,59-69,,Offensive rebound by L. Allen
3:18.0,,,59-71,2,L. Allen makes 2-pt shot at rim
2:53.0,Turnover by Team (shot clock),,59-71,,
2:53.0,,,59-71,,Indiana full timeout
2:53.0,J. Johnson enters the game for T. Ross,,59-71,,
2:53.0,L. Nogueira enters the game for B. Biyombo,,59-71,,
2:32.0,,,59-71,,C. Budinger misses 3-pt shot from 24 ft
2:30.0,Defensive rebound by D. DeRozan,,59-71,,
2:22.0,D. DeRozan misses 2-pt shot from 1 ft,,59-71,,
2:21.0,Offensive rebound by L. Nogueira,,59-71,,
2:06.0,C. Joseph misses 2-pt shot from 5 ft,,59-71,,
2:03.0,Offensive rebound by C. Joseph,,59-71,,
1:55.0,P. Patterson misses 3-pt shot from 26 ft,,59-71,,
1:53.0,,,59-71,,Defensive rebound by M. Ellis
1:52.0,Personal foul by L. Nogueira (drawn by M. Ellis),,59-71,,
1:35.0,,,59-73,2,J. Hill makes 2-pt shot from 5 ft
1:15.0,D. DeRozan misses 2-pt shot from 18 ft,,59-73,,
1:15.0,,,59-73,,Defensive rebound by C. Budinger
0:54.0,,,59-73,,J. Hill misses 2-pt shot from 6 ft
0:54.0,Defensive rebound by P. Patterson,,59-73,,
0:52.0,Turnover by P. Patterson (bad pass; steal by M. Ellis),,59-73,,
0:47.0,,,59-73,,M. Ellis misses 2-pt shot at rim
0:46.0,Defensive rebound by D. DeRozan,,59-73,,
0:38.0,C. Joseph misses 3-pt shot from 26 ft,,59-73,,
0:37.0,Offensive rebound by J. Johnson,,59-73,,
0:32.0,J. Johnson makes 2-pt shot from 7 ft,2,61-73,,
0:13.0,,,61-73,,J. Hill misses 2-pt shot from 18 ft
0:12.0,Defensive rebound by P. Patterson,,61-73,,
0:00.0,D. DeRozan makes 3-pt shot from 25 ft,3,64-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,64-73,,J. Hill misses 2-pt shot at rim
11:45.0,,,64-73,,Offensive rebound by L. Allen
11:43.0,,,64-75,2,L. Allen makes 2-pt shot at rim
11:33.0,Offensive foul by L. Nogueira,,64-75,,
11:33.0,Turnover by L. Nogueira (offensive foul),,64-75,,
11:14.0,,,64-75,,J. Hill misses 2-pt shot from 15 ft
11:14.0,Defensive rebound by Team,,64-75,,
11:05.0,Turnover by C. Joseph (bad pass),,64-75,,
10:43.0,,,64-77,2,J. Hill makes 2-pt shot from 6 ft
10:23.0,P. Patterson makes 3-pt shot from 25 ft (assist by J. Johnson),3,67-77,,
10:14.0,,,67-77,,C. Budinger misses 2-pt shot from 3 ft
10:13.0,,,67-77,,Offensive rebound by J. Hill
10:12.0,,,67-77,,Shooting foul by C. Joseph (drawn by J. Hill)
10:12.0,,,67-77,,J. Hill misses free throw 1 of 2
10:12.0,,,67-77,,Offensive rebound by Team
10:12.0,D. DeRozan enters the game for C. Joseph,,67-77,,
10:12.0,,,67-78,1,J. Hill makes free throw 2 of 2
10:00.0,K. Lowry misses 2-pt shot at rim,,67-78,,
10:00.0,,,67-78,,Defensive rebound by J. Hill
9:50.0,,,67-78,,C. Budinger misses 3-pt shot from 23 ft
9:48.0,,,67-78,,Offensive rebound by J. Hill
9:47.0,,,67-78,,Shooting foul by D. DeRozan (drawn by J. Hill)
9:47.0,,,67-79,1,J. Hill makes free throw 1 of 2
9:47.0,B. Biyombo enters the game for L. Nogueira,,67-79,,
9:47.0,,,67-79,,P. George enters the game for C. Budinger
9:47.0,,,67-80,1,J. Hill makes free throw 2 of 2
9:37.0,D. DeRozan misses 2-pt shot from 14 ft,,67-80,,
9:36.0,Offensive rebound by B. Biyombo,,67-80,,
9:35.0,Shooting foul by J. Hill (drawn by B. Biyombo),,67-80,,
9:35.0,B. Biyombo makes free throw 1 of 2,1,68-80,,
9:35.0,B. Biyombo makes free throw 2 of 2,1,69-80,,
9:10.0,,,69-83,3,P. George makes 3-pt shot from 25 ft
8:56.0,J. Johnson makes 2-pt shot from 1 ft,2,71-83,,
8:39.0,,,71-85,2,J. Hill makes 2-pt shot from 13 ft (assist by L. Allen)
8:24.0,D. DeRozan misses 2-pt shot from 7 ft,,71-85,,
8:23.0,,,71-85,,Defensive rebound by L. Allen
8:12.0,,,71-85,,P. George misses 3-pt shot from 25 ft
8:11.0,Defensive rebound by D. DeRozan,,71-85,,
7:57.0,Turnover by K. Lowry (lost ball),,71-85,,
7:57.0,Official timeout,,71-85,,
7:57.0,T. Ross enters the game for J. Johnson,,71-85,,
7:34.0,,,71-88,3,P. George makes 3-pt shot from 22 ft (assist by R. Stuckey)
7:21.0,D. DeRozan makes 2-pt shot from 12 ft,2,73-88,,
7:21.0,Shooting foul by P. George (drawn by D. DeRozan),,73-88,,
7:21.0,D. DeRozan makes free throw 1 of 1,1,74-88,,
7:02.0,,,74-90,2,R. Stuckey makes 2-pt shot from 17 ft
6:42.0,T. Ross misses 3-pt shot from 23 ft,,74-90,,
6:41.0,,,74-90,,Defensive rebound by L. Allen
6:31.0,,,74-90,,R. Stuckey misses 2-pt shot from 15 ft
6:30.0,,,74-90,,Offensive rebound by L. Allen
6:27.0,Personal foul by K. Lowry (drawn by P. George),,74-90,,
6:27.0,,,74-90,,C. Miles enters the game for P. George
6:16.0,,,74-92,2,G. Hill makes 2-pt shot from 1 ft
6:03.0,D. DeRozan misses 2-pt shot from 2 ft (block by G. Hill),,74-92,,
6:03.0,Offensive rebound by Team,,74-92,,
5:50.0,B. Biyombo makes 2-pt shot at rim (assist by T. Ross),2,76-92,,
5:29.0,,,76-94,2,G. Hill makes 2-pt shot from 16 ft
5:11.0,D. DeRozan misses 2-pt shot from 14 ft,,76-94,,
5:10.0,,,76-94,,Defensive rebound by C. Miles
4:52.0,,,76-97,3,C. Miles makes 3-pt shot from 22 ft (assist by L. Allen)
4:50.0,Toronto full timeout,,76-97,,
4:50.0,C. Joseph enters the game for P. Patterson,,76-97,,
4:43.0,,,76-97,,Personal foul by R. Stuckey (drawn by D. DeRozan)
4:37.0,,,76-97,,Personal foul by C. Miles (drawn by D. DeRozan)
4:24.0,D. DeRozan misses 2-pt shot from 18 ft,,76-97,,
4:23.0,,,76-97,,Defensive rebound by C. Miles
4:08.0,,,76-99,2,G. Hill makes 2-pt shot from 1 ft (assist by L. Allen)
3:51.0,K. Lowry misses 2-pt shot from 12 ft,,76-99,,
3:50.0,Offensive rebound by B. Biyombo,,76-99,,
3:46.0,K. Lowry misses 3-pt shot from 25 ft,,76-99,,
3:44.0,,,76-99,,Defensive rebound by J. Hill
3:29.0,,,76-101,2,J. Hill makes 2-pt shot from 20 ft (assist by G. Hill)
3:27.0,Toronto full timeout,,76-101,,
3:27.0,J. Johnson enters the game for B. Biyombo,,76-101,,
3:27.0,A. Bennett enters the game for D. DeRozan,,76-101,,
3:27.0,N. Powell enters the game for K. Lowry,,76-101,,
3:27.0,,,76-101,,G. Robinson enters the game for C. Miles
3:27.0,,,76-101,,S. Hill enters the game for L. Allen
3:15.0,A. Bennett misses 3-pt shot from 27 ft,,76-101,,
3:14.0,Offensive rebound by T. Ross,,76-101,,
3:11.0,T. Ross misses 2-pt shot from 1 ft,,76-101,,
3:10.0,,,76-101,,Defensive rebound by J. Hill
2:57.0,,,76-101,,R. Stuckey misses 2-pt shot from 19 ft
2:56.0,Defensive rebound by N. Powell,,76-101,,
2:44.0,T. Ross misses 3-pt shot from 24 ft,,76-101,,
2:43.0,Offensive rebound by A. Bennett,,76-101,,
2:41.0,A. Bennett misses 2-pt shot at rim,,76-101,,
2:39.0,Offensive rebound by N. Powell,,76-101,,
2:34.0,A. Bennett misses 3-pt shot from 24 ft,,76-101,,
2:33.0,,,76-101,,Defensive rebound by R. Stuckey
2:16.0,,,76-101,,S. Hill misses 3-pt shot from 25 ft
