time,Golden State,pts.away,score,pts.home,Portland
8:36.0,D. Green misses 2-pt shot from 1 ft (block by A. Aminu),,2-12,,
8:35.0,Offensive rebound by K. Thompson,,2-12,,
8:28.0,K. Thompson misses 2-pt shot from 1 ft,,2-12,,
8:26.0,Offensive rebound by H. Barnes,,2-12,,
8:20.0,K. Thompson misses 2-pt shot from 17 ft,,2-12,,
8:19.0,,,2-12,,Defensive rebound by C. McCollum
8:12.0,,,2-12,,D. Lillard misses 3-pt shot from 26 ft
8:12.0,,,2-12,,Offensive rebound by A. Aminu
7:59.0,Violation by A. Bogut (kicked ball),,2-12,,
7:49.0,,,2-12,,A. Aminu misses 3-pt shot from 24 ft
7:49.0,,,2-12,,Offensive rebound by D. Lillard
7:48.0,,,2-14,2,D. Lillard makes 2-pt shot from 5 ft
7:30.0,H. Barnes misses 2-pt shot from 8 ft,,2-14,,
7:28.0,,,2-14,,Defensive rebound by A. Aminu
7:23.0,,,2-14,,A. Aminu misses 2-pt shot from 2 ft
7:22.0,Defensive rebound by D. Green,,2-14,,
7:16.0,S. Livingston misses 2-pt shot from 10 ft,,2-14,,
7:13.0,,,2-14,,Defensive rebound by C. McCollum
7:07.0,,,2-14,,C. McCollum misses 2-pt shot from 14 ft
7:04.0,Defensive rebound by H. Barnes,,2-14,,
6:59.0,,,2-14,,Personal foul by M. Harkless
6:49.0,H. Barnes misses 2-pt shot from 12 ft,,2-14,,
6:47.0,,,2-14,,Defensive rebound by M. Plumlee
6:37.0,,,2-14,,M. Harkless misses 3-pt shot from 26 ft
6:37.0,,,2-14,,Offensive rebound by M. Plumlee
6:32.0,,,2-16,2,M. Plumlee makes 2-pt shot at rim
6:11.0,H. Barnes misses 3-pt shot from 23 ft,,2-16,,
6:11.0,,,2-16,,Defensive rebound by A. Aminu
5:58.0,,,2-16,,D. Lillard misses 3-pt shot from 26 ft (block by D. Green)
5:58.0,,,2-16,,Offensive rebound by Team
5:58.0,A. Iguodala enters the game for S. Livingston,,2-16,,
5:58.0,S. Curry enters the game for H. Barnes,,2-16,,
5:50.0,,,2-16,,C. McCollum misses 2-pt shot from 19 ft
5:49.0,Defensive rebound by S. Curry,,2-16,,
5:41.0,D. Green makes 3-pt shot from 23 ft (assist by K. Thompson),3,5-16,,
5:22.0,Personal foul by S. Curry,,5-16,,
5:22.0,,,5-16,,G. Henderson enters the game for A. Aminu
5:22.0,,,5-16,,A. Crabbe enters the game for M. Harkless
5:16.0,,,5-19,3,C. McCollum makes 3-pt shot from 26 ft (assist by A. Crabbe)
5:06.0,A. Iguodala misses 2-pt shot from 2 ft,,5-19,,
5:04.0,,,5-19,,Defensive rebound by M. Plumlee
4:55.0,,,5-21,2,C. McCollum makes 2-pt shot from 13 ft
4:42.0,S. Curry misses 2-pt shot from 5 ft,,5-21,,
4:39.0,Offensive rebound by A. Bogut,,5-21,,
4:39.0,A. Bogut misses 2-pt shot from 3 ft,,5-21,,
4:38.0,,,5-21,,Defensive rebound by M. Plumlee
4:34.0,,,5-21,,C. McCollum misses 2-pt shot from 2 ft
4:34.0,Defensive rebound by Team,,5-21,,
4:34.0,,,5-21,,Loose ball foul by D. Lillard
4:19.0,Shooting foul by M. Plumlee (drawn by K. Thompson),,5-21,,
4:19.0,K. Thompson makes free throw 1 of 2,1,6-21,,
4:19.0,K. Thompson makes free throw 2 of 2,1,7-21,,
4:02.0,,,7-21,,G. Henderson misses 2-pt shot from 6 ft (block by D. Green)
4:01.0,,,7-21,,Offensive rebound by Team
4:01.0,F. Ezeli enters the game for A. Bogut,,7-21,,
3:56.0,,,7-21,,G. Henderson misses 2-pt shot from 6 ft
3:54.0,,,7-21,,Offensive rebound by M. Plumlee
3:54.0,,,7-21,,M. Plumlee misses 2-pt shot at rim
3:54.0,,,7-21,,Offensive rebound by Team
3:48.0,,,7-21,,M. Plumlee misses 2-pt shot from 8 ft
3:46.0,Defensive rebound by D. Green,,7-21,,
3:39.0,,,7-21,,Personal foul by G. Henderson
3:39.0,Technical foul by D. Green,,7-21,,
3:39.0,,,7-21,,D. Lillard misses technical free throw
3:39.0,Offensive rebound by Team,,7-21,,
3:39.0,,,7-21,,E. Davis enters the game for M. Plumlee
3:32.0,S. Curry makes 2-pt shot from 15 ft,2,9-21,,
3:13.0,,,9-21,,Turnover by C. McCollum (step out of bounds)
2:50.0,A. Iguodala misses 2-pt shot from 2 ft,,9-21,,
2:50.0,Offensive rebound by A. Iguodala,,9-21,,
2:50.0,A. Iguodala makes 2-pt shot from 2 ft,2,11-21,,
2:50.0,Shooting foul by E. Davis (drawn by A. Iguodala),,11-21,,
2:50.0,,,11-21,,Portland full timeout
2:50.0,,,11-21,,A. Aminu enters the game for C. McCollum
2:50.0,A. Iguodala makes free throw 1 of 1,1,12-21,,
2:38.0,,,12-21,,Turnover by E. Davis (lost ball; steal by K. Thompson)
2:33.0,K. Thompson makes 2-pt shot from 2 ft,2,14-21,,
2:08.0,,,14-23,2,A. Crabbe makes 2-pt shot from 10 ft
1:54.0,S. Curry misses 3-pt shot from 32 ft,,14-23,,
1:53.0,,,14-23,,Defensive rebound by Team
1:41.0,Personal foul by K. Thompson,,14-23,,
1:41.0,I. Clark enters the game for K. Thompson,,14-23,,
1:31.0,,,14-23,,A. Aminu misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by D. Green,,14-23,,
1:16.0,S. Curry makes 2-pt shot from 18 ft,2,16-23,,
1:02.0,,,16-23,,Shooting foul by F. Ezeli (drawn by D. Lillard)
1:02.0,,,16-24,1,D. Lillard makes free throw 1 of 2
1:02.0,,,16-24,,D. Lillard misses free throw 2 of 2
1:01.0,Defensive rebound by F. Ezeli,,16-24,,
0:54.0,F. Ezeli makes 2-pt shot at rim (assist by S. Curry),2,18-24,,
0:44.0,,,18-24,,A. Crabbe misses 2-pt shot from 20 ft
0:43.0,Defensive rebound by S. Curry,,18-24,,
0:33.0,S. Curry misses 3-pt shot from 25 ft,,18-24,,
0:33.0,,,18-24,,Defensive rebound by A. Crabbe
0:15.0,,,18-24,,D. Lillard misses 2-pt shot from 1 ft
0:13.0,,,18-24,,Offensive rebound by D. Lillard
0:11.0,,,18-24,,D. Lillard misses 3-pt shot from 23 ft
0:10.0,,,18-24,,Offensive rebound by Team
0:09.0,,,18-24,,C. McCollum enters the game for E. Davis
0:09.0,L. Barbosa enters the game for F. Ezeli,,18-24,,
0:02.0,,,18-26,2,C. McCollum makes 2-pt shot from 4 ft
0:00.0,S. Curry misses 3-pt shot from 58 ft,,18-26,,
0:00.0,Offensive rebound by Team,,18-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,L. Barbosa makes 2-pt shot from 12 ft (assist by M. Speights),2,20-26,,
11:21.0,,,20-28,2,A. Aminu makes 2-pt shot from 3 ft
11:02.0,Shooting foul by C. McCollum (drawn by H. Barnes),,20-28,,
11:02.0,H. Barnes makes free throw 1 of 2,1,21-28,,
11:02.0,H. Barnes misses free throw 2 of 2,,21-28,,
11:01.0,,,21-28,,Defensive rebound by A. Aminu
10:45.0,,,21-30,2,A. Crabbe makes 2-pt shot from 13 ft (assist by E. Davis)
10:45.0,,,21-30,,Shooting foul by M. Speights (drawn by A. Crabbe)
10:45.0,,,21-31,1,A. Crabbe makes free throw 1 of 1
10:30.0,S. Livingston misses 2-pt shot from 10 ft,,21-31,,
10:29.0,,,21-31,,Defensive rebound by G. Henderson
10:22.0,,,21-31,,G. Henderson misses 2-pt shot from 16 ft
10:21.0,Defensive rebound by S. Livingston,,21-31,,
10:13.0,L. Barbosa misses 2-pt shot from 2 ft,,21-31,,
10:11.0,,,21-31,,Defensive rebound by G. Henderson
10:03.0,,,21-31,,Turnover by C. McCollum (lost ball; steal by S. Livingston)
10:00.0,Shooting foul by G. Henderson (drawn by L. Barbosa),,21-31,,
10:00.0,L. Barbosa makes free throw 1 of 2,1,22-31,,
10:00.0,L. Barbosa makes free throw 2 of 2,1,23-31,,
9:47.0,,,23-31,,A. Crabbe misses 2-pt shot from 16 ft
9:46.0,Defensive rebound by M. Speights,,23-31,,
9:38.0,M. Speights makes 3-pt shot from 25 ft (assist by L. Barbosa),3,26-31,,
9:23.0,,,26-33,2,E. Davis makes 2-pt shot at rim (assist by C. McCollum)
9:13.0,M. Speights makes 3-pt shot from 25 ft (assist by S. Livingston),3,29-33,,
9:05.0,,,29-35,2,C. McCollum makes 2-pt shot from 18 ft
8:53.0,Turnover by S. Livingston (lost ball; steal by G. Henderson),,29-35,,
8:48.0,,,29-35,,Shooting foul by H. Barnes (drawn by G. Henderson)
8:48.0,Official timeout,,29-35,,
8:48.0,,,29-36,1,G. Henderson makes free throw 1 of 2
8:48.0,,,29-37,1,G. Henderson makes free throw 2 of 2
8:33.0,S. Livingston makes 2-pt shot from 12 ft,2,31-37,,
8:05.0,,,31-37,,G. Henderson misses 2-pt shot from 18 ft
8:04.0,Defensive rebound by M. Speights,,31-37,,
7:59.0,L. Barbosa misses 3-pt shot from 23 ft,,31-37,,
7:57.0,,,31-37,,Defensive rebound by E. Davis
7:49.0,,,31-37,,C. McCollum misses 2-pt shot from 2 ft
7:43.0,,,31-37,,Offensive rebound by E. Davis
7:43.0,,,31-39,2,E. Davis makes 2-pt shot from 1 ft
7:30.0,S. Livingston misses 2-pt shot from 16 ft,,31-39,,
7:28.0,,,31-39,,Defensive rebound by A. Aminu
7:23.0,Personal foul by L. Barbosa,,31-39,,
7:23.0,S. Curry enters the game for A. Iguodala,,31-39,,
7:23.0,D. Green enters the game for M. Speights,,31-39,,
7:23.0,K. Thompson enters the game for S. Livingston,,31-39,,
7:23.0,,,31-39,,D. Lillard enters the game for A. Aminu
7:19.0,,,31-39,,Shooting foul by D. Green (drawn by C. McCollum)
7:19.0,,,31-40,1,C. McCollum makes free throw 1 of 2
7:19.0,,,31-41,1,C. McCollum makes free throw 2 of 2
7:06.0,Shooting foul by A. Crabbe (drawn by D. Green),,31-41,,
7:06.0,D. Green makes free throw 1 of 2,1,32-41,,
7:06.0,D. Green makes free throw 2 of 2,1,33-41,,
6:48.0,,,33-44,3,C. McCollum makes 3-pt shot from 25 ft
6:40.0,Shooting foul by E. Davis (drawn by D. Green),,33-44,,
6:40.0,D. Green makes free throw 1 of 2,1,34-44,,
6:40.0,,,34-44,,M. Plumlee enters the game for E. Davis
6:40.0,A. Bogut enters the game for L. Barbosa,,34-44,,
6:40.0,D. Green makes free throw 2 of 2,1,35-44,,
6:19.0,,,35-44,,G. Henderson misses 3-pt shot from 24 ft
6:19.0,Defensive rebound by H. Barnes,,35-44,,
6:06.0,Turnover by H. Barnes (lost ball; steal by G. Henderson),,35-44,,
6:01.0,,,35-46,2,C. McCollum makes 2-pt shot from 1 ft
5:51.0,Turnover by S. Curry (bad pass),,35-46,,
5:51.0,,,35-46,,Portland full timeout
5:51.0,A. Iguodala enters the game for H. Barnes,,35-46,,
5:38.0,Personal foul by A. Bogut,,35-46,,
5:38.0,,,35-47,1,D. Lillard makes free throw 1 of 2
5:38.0,,,35-47,,A. Aminu enters the game for G. Henderson
5:38.0,,,35-48,1,D. Lillard makes free throw 2 of 2
5:20.0,S. Curry misses 2-pt shot from 21 ft,,35-48,,
5:19.0,Offensive rebound by Team,,35-48,,
5:19.0,,,35-48,,Personal foul by A. Crabbe
5:19.0,K. Thompson makes free throw 1 of 2,1,36-48,,
5:19.0,K. Thompson makes free throw 2 of 2,1,37-48,,
5:01.0,,,37-48,,Turnover by M. Plumlee (lost ball; steal by K. Thompson)
4:54.0,S. Curry makes 2-pt shot from 10 ft,2,39-48,,
4:38.0,Jump ball: A. Bogut vs. D. Lillard (A. Iguodala gains possession),,,,Jump ball: A. Bogut vs. D. Lillard (A. Iguodala gains possession)
4:38.0,,,39-48,,Turnover by D. Lillard (lost ball; steal by A. Bogut)
4:37.0,,,39-48,,Personal take foul by A. Aminu
4:37.0,A. Bogut misses free throw 1 of 2,,39-48,,
4:37.0,Offensive rebound by Team,,39-48,,
4:37.0,A. Bogut makes free throw 2 of 2,1,40-48,,
4:28.0,,,40-48,,D. Lillard misses 2-pt shot from 16 ft
4:27.0,Defensive rebound by A. Bogut,,40-48,,
4:22.0,D. Green makes 2-pt shot at rim,2,42-48,,
4:21.0,,,42-48,,Portland full timeout
4:11.0,,,42-48,,A. Aminu misses 3-pt shot from 26 ft
4:10.0,Defensive rebound by K. Thompson,,42-48,,
3:57.0,A. Iguodala makes 3-pt shot from 23 ft (assist by K. Thompson),3,45-48,,
3:42.0,,,45-48,,Offensive foul by M. Plumlee
3:42.0,,,45-48,,Turnover by M. Plumlee (offensive foul)
3:42.0,,,45-48,,M. Harkless enters the game for A. Crabbe
3:31.0,Golden State full timeout,,45-48,,
3:27.0,S. Curry misses 3-pt shot from 23 ft,,45-48,,
3:27.0,,,45-48,,Defensive rebound by M. Plumlee
3:20.0,,,45-48,,Shooting foul by D. Green (drawn by D. Lillard)
3:20.0,,,45-49,1,D. Lillard makes free throw 1 of 2
3:20.0,,,45-50,1,D. Lillard makes free throw 2 of 2
3:15.0,,,45-50,,Personal take foul by M. Harkless
3:15.0,A. Bogut makes free throw 1 of 2,1,46-50,,
3:15.0,A. Bogut misses free throw 2 of 2,,46-50,,
3:14.0,,,46-50,,Defensive rebound by Team
3:14.0,Loose ball foul by A. Bogut,,46-50,,
3:14.0,,,46-50,,A. Aminu misses free throw 1 of 2
3:14.0,,,46-50,,Offensive rebound by Team
3:14.0,,,46-50,,A. Aminu misses free throw 2 of 2
3:13.0,Defensive rebound by D. Green,,46-50,,
3:10.0,,,46-50,,Personal take foul by A. Aminu
3:10.0,A. Bogut makes free throw 1 of 2,1,47-50,,
3:10.0,A. Bogut misses free throw 2 of 2,,47-50,,
3:09.0,Offensive rebound by A. Iguodala,,47-50,,
3:01.0,Turnover by S. Curry (bad pass),,47-50,,
2:59.0,Personal take foul by A. Iguodala,,47-50,,
2:59.0,,,47-51,1,M. Harkless makes free throw 1 of 2
2:59.0,,,47-51,,M. Harkless misses free throw 2 of 2
2:59.0,Defensive rebound by D. Green,,47-51,,
2:56.0,Golden State full timeout,,47-51,,
2:56.0,S. Livingston enters the game for A. Bogut,,47-51,,
2:56.0,,,47-51,,E. Davis enters the game for M. Plumlee
2:48.0,K. Thompson misses 2-pt shot from 11 ft,,47-51,,
2:47.0,,,47-51,,Defensive rebound by M. Harkless
2:39.0,,,47-51,,D. Lillard misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by S. Livingston,,47-51,,
2:36.0,Shooting foul by M. Harkless (drawn by A. Iguodala),,47-51,,
2:36.0,A. Iguodala makes free throw 1 of 2,1,48-51,,
2:36.0,,,48-51,,A. Crabbe enters the game for M. Harkless
2:36.0,I. Clark enters the game for S. Curry,,48-51,,
2:36.0,A. Iguodala misses free throw 2 of 2,,48-51,,
2:35.0,,,48-51,,Defensive rebound by A. Aminu
2:33.0,Personal take foul by I. Clark,,48-51,,
2:33.0,,,48-52,1,E. Davis makes free throw 1 of 2
2:33.0,S. Curry enters the game for I. Clark,,48-52,,
2:33.0,,,48-52,,E. Davis misses free throw 2 of 2
2:31.0,,,48-52,,Offensive rebound by A. Aminu
2:31.0,,,48-54,2,A. Aminu makes 2-pt shot at rim
2:13.0,A. Iguodala misses 3-pt shot from 24 ft,,48-54,,
2:13.0,,,48-54,,Defensive rebound by Team
2:13.0,Loose ball foul by S. Livingston,,48-54,,
2:13.0,,,48-55,1,D. Lillard makes free throw 1 of 2
2:13.0,,,48-56,1,D. Lillard makes free throw 2 of 2
2:04.0,S. Curry makes 2-pt shot from 1 ft,2,50-56,,
1:53.0,,,50-58,2,A. Aminu makes 2-pt shot at rim (assist by D. Lillard)
1:39.0,S. Livingston makes 2-pt shot from 2 ft (assist by D. Green),2,52-58,,
1:36.0,Technical foul by S. Livingston,,52-58,,
1:36.0,Technical foul by S. Livingston,,52-58,,
1:36.0,,,52-58,,D. Lillard misses technical free throw
1:36.0,,,52-58,,Offensive rebound by Team
1:36.0,,,52-59,1,D. Lillard makes technical free throw
1:36.0,F. Ezeli enters the game for S. Livingston,,52-59,,
1:36.0,,,52-59,,M. Plumlee enters the game for E. Davis
1:36.0,H. Barnes enters the game for D. Green,,52-59,,
1:26.0,,,52-62,3,A. Crabbe makes 3-pt shot from 26 ft (assist by D. Lillard)
1:16.0,S. Curry misses 3-pt shot from 29 ft,,52-62,,
1:15.0,,,52-62,,Defensive rebound by M. Plumlee
1:04.0,,,52-62,,D. Lillard misses 3-pt shot from 26 ft
1:02.0,,,52-62,,Offensive rebound by M. Plumlee
0:55.0,,,52-65,3,A. Aminu makes 3-pt shot from 26 ft (assist by D. Lillard)
0:50.0,H. Barnes makes 2-pt shot from 6 ft (assist by S. Curry),2,54-65,,
0:42.0,,,54-67,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
0:34.0,S. Curry makes 2-pt shot from 2 ft,2,56-67,,
0:34.0,Shooting foul by M. Plumlee (drawn by S. Curry),,56-67,,
0:34.0,S. Curry makes free throw 1 of 1,1,57-67,,
0:25.0,,,57-67,,D. Lillard misses 2-pt shot from 2 ft (block by F. Ezeli)
0:25.0,,,57-67,,Offensive rebound by Team
0:25.0,,,57-67,,G. Henderson enters the game for M. Plumlee
0:25.0,L. Barbosa enters the game for F. Ezeli,,57-67,,
0:14.0,,,57-67,,D. Lillard misses 2-pt shot from 15 ft
0:12.0,Defensive rebound by S. Curry,,57-67,,
0:04.0,S. Curry misses 2-pt shot from 2 ft,,57-67,,
0:03.0,,,57-67,,Defensive rebound by A. Aminu
0:00.0,,,57-67,,D. Lillard misses 3-pt shot from 44 ft
0:00.0,,,57-67,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,Turnover by S. Curry (bad pass),,57-67,,
11:24.0,,,57-67,,C. McCollum misses 2-pt shot from 17 ft
11:23.0,Defensive rebound by A. Bogut,,57-67,,
11:14.0,Turnover by K. Thompson (lost ball; steal by M. Harkless),,57-67,,
11:08.0,,,57-67,,M. Harkless misses 2-pt shot from 1 ft
11:07.0,Defensive rebound by K. Thompson,,57-67,,
11:04.0,Shooting foul by D. Lillard (drawn by D. Green),,57-67,,
11:04.0,D. Green makes free throw 1 of 2,1,58-67,,
11:04.0,D. Green makes free throw 2 of 2,1,59-67,,
10:41.0,,,59-69,2,M. Harkless makes 2-pt shot from 11 ft
10:26.0,S. Curry misses 3-pt shot from 26 ft,,59-69,,
10:24.0,,,59-69,,Defensive rebound by A. Aminu
10:14.0,,,59-71,2,M. Plumlee makes 2-pt shot from 3 ft (assist by M. Harkless)
9:57.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,62-71,,
9:31.0,,,62-71,,C. McCollum misses 3-pt shot from 26 ft
9:30.0,Defensive rebound by A. Bogut,,62-71,,
9:22.0,K. Thompson misses 3-pt shot from 22 ft,,62-71,,
9:21.0,,,62-71,,Defensive rebound by M. Harkless
9:03.0,,,62-71,,D. Lillard misses 3-pt shot from 26 ft
9:03.0,Defensive rebound by A. Bogut,,62-71,,
8:50.0,H. Barnes misses 3-pt shot from 26 ft,,62-71,,
8:49.0,,,62-71,,Defensive rebound by M. Harkless
8:35.0,Personal foul by A. Bogut,,62-71,,
8:28.0,Personal foul by H. Barnes,,62-71,,
8:19.0,,,62-71,,M. Harkless misses 2-pt shot from 3 ft (block by D. Green)
8:19.0,,,62-71,,Offensive rebound by Team
8:15.0,,,62-71,,M. Plumlee misses 2-pt shot from 4 ft
8:13.0,Defensive rebound by K. Thompson,,62-71,,
8:05.0,,,62-71,,Shooting block foul by A. Aminu (drawn by D. Green)
8:05.0,D. Green makes free throw 1 of 2,1,63-71,,
8:05.0,D. Green misses free throw 2 of 2,,63-71,,
8:03.0,,,63-71,,Defensive rebound by M. Harkless
7:47.0,,,63-73,2,M. Harkless makes 2-pt shot at rim (assist by M. Plumlee)
7:18.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,66-73,,
6:54.0,,,66-73,,M. Plumlee misses 2-pt shot at rim
6:54.0,Defensive rebound by Team,,66-73,,
6:46.0,,,66-73,,Personal foul by A. Aminu
6:46.0,,,66-73,,A. Crabbe enters the game for A. Aminu
6:40.0,S. Curry misses 3-pt shot from 25 ft,,66-73,,
6:39.0,,,66-73,,Defensive rebound by A. Crabbe
6:26.0,,,66-73,,C. McCollum misses 3-pt shot from 26 ft
6:25.0,Defensive rebound by A. Bogut,,66-73,,
6:21.0,Shooting foul by C. McCollum (drawn by D. Green),,66-73,,
6:21.0,D. Green makes free throw 1 of 2,1,67-73,,
6:21.0,A. Iguodala enters the game for H. Barnes,,67-73,,
6:21.0,D. Green makes free throw 2 of 2,1,68-73,,
6:08.0,,,68-73,,D. Lillard misses 3-pt shot from 29 ft
6:06.0,,,68-73,,Offensive rebound by M. Harkless
6:06.0,,,68-73,,M. Harkless misses 2-pt shot from 1 ft
6:05.0,,,68-73,,Offensive rebound by M. Plumlee
6:01.0,,,68-76,3,A. Crabbe makes 3-pt shot from 23 ft (assist by M. Plumlee)
5:52.0,K. Thompson misses 3-pt shot from 24 ft,,68-76,,
5:49.0,,,68-76,,Defensive rebound by D. Lillard
5:40.0,,,68-76,,Turnover by M. Plumlee (lost ball; steal by A. Iguodala)
5:32.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,71-76,,
5:24.0,,,71-76,,C. McCollum misses 3-pt shot from 26 ft (block by D. Green)
5:22.0,Defensive rebound by S. Curry,,71-76,,
5:05.0,S. Curry makes 2-pt shot at rim,2,73-76,,
5:04.0,,,73-76,,Portland full timeout
5:04.0,,,73-76,,G. Henderson enters the game for M. Harkless
4:47.0,,,73-78,2,M. Plumlee makes 2-pt shot from 10 ft (assist by C. McCollum)
4:24.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,76-78,,
4:10.0,,,76-78,,D. Lillard misses 2-pt shot from 1 ft (block by D. Green)
4:08.0,Defensive rebound by D. Green,,76-78,,
4:02.0,S. Curry misses 3-pt shot from 23 ft,,76-78,,
4:00.0,,,76-78,,Defensive rebound by A. Crabbe
3:51.0,,,76-78,,M. Plumlee misses 2-pt shot from 2 ft (block by D. Green)
3:49.0,Defensive rebound by S. Curry,,76-78,,
3:45.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,79-78,,
3:21.0,,,79-78,,Offensive foul by M. Plumlee
3:21.0,,,79-78,,Turnover by M. Plumlee (offensive foul)
3:21.0,I. Clark enters the game for S. Curry,,79-78,,
3:07.0,Turnover by D. Green (lost ball; steal by C. McCollum),,79-78,,
3:05.0,Personal take foul by A. Iguodala,,79-78,,
3:05.0,,,79-78,,E. Davis enters the game for M. Plumlee
2:54.0,Violation by A. Bogut (kicked ball),,79-78,,
2:54.0,Golden State full timeout,,79-78,,
2:54.0,F. Ezeli enters the game for A. Bogut,,79-78,,
2:54.0,,,79-78,,B. Roberts enters the game for C. McCollum
2:54.0,,,79-78,,Turnover by G. Henderson (lost ball; steal by I. Clark)
2:51.0,I. Clark makes 2-pt shot from 1 ft,2,81-78,,
2:51.0,Shooting foul by B. Roberts (drawn by I. Clark),,81-78,,
2:51.0,I. Clark makes free throw 1 of 1,1,82-78,,
2:33.0,,,82-78,,D. Lillard misses 3-pt shot from 26 ft
2:31.0,,,82-78,,Offensive rebound by E. Davis
2:19.0,,,82-80,2,G. Henderson makes 2-pt shot from 18 ft (assist by B. Roberts)
1:59.0,F. Ezeli misses 2-pt shot from 1 ft (block by G. Henderson),,82-80,,
1:58.0,Offensive rebound by F. Ezeli,,82-80,,
1:57.0,F. Ezeli makes 2-pt shot from 5 ft,2,84-80,,
1:41.0,,,84-82,2,A. Crabbe makes 2-pt shot from 20 ft (assist by D. Lillard)
1:26.0,K. Thompson misses 3-pt shot from 26 ft,,84-82,,
1:25.0,,,84-82,,Defensive rebound by Team
1:10.0,Shooting block foul by D. Green (drawn by E. Davis),,84-82,,
1:10.0,,,84-83,1,E. Davis makes free throw 1 of 2
1:10.0,,,84-83,,E. Davis misses free throw 2 of 2
1:09.0,Defensive rebound by A. Iguodala,,84-83,,
0:55.0,F. Ezeli makes 2-pt shot at rim (assist by A. Iguodala),2,86-83,,
0:44.0,,,86-85,2,G. Henderson makes 2-pt shot from 9 ft
0:26.0,I. Clark misses 2-pt shot from 3 ft,,86-85,,
0:24.0,,,86-85,,Defensive rebound by Team
0:24.0,,,86-85,,C. McCollum enters the game for E. Davis
0:24.0,L. Barbosa enters the game for F. Ezeli,,86-85,,
0:24.0,H. Barnes enters the game for D. Green,,86-85,,
0:07.0,,,86-85,,Offensive foul by C. McCollum
0:07.0,,,86-85,,Turnover by C. McCollum (offensive foul)
0:07.0,S. Curry enters the game for L. Barbosa,,86-85,,
0:02.0,S. Curry misses 3-pt shot from 30 ft,,86-85,,
0:00.0,Offensive rebound by Team,,86-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,86-85,,M. Harkless misses 2-pt shot from 3 ft
11:35.0,,,86-85,,Offensive rebound by E. Davis
11:35.0,,,86-87,2,E. Davis makes 2-pt shot from 1 ft
11:10.0,M. Speights misses 2-pt shot from 19 ft,,86-87,,
11:10.0,,,86-87,,Defensive rebound by Team
10:55.0,,,86-87,,Offensive foul by E. Davis
10:55.0,,,86-87,,Turnover by E. Davis (offensive foul)
