time,Atlanta,pts.away,score,pts.home,Philadelphia
7:13.0,,,38-24,,J. Okafor misses 2-pt shot from 2 ft
7:12.0,Defensive rebound by K. Korver,,38-24,,
7:00.0,T. Hardaway makes 2-pt shot from 19 ft (assist by K. Korver),2,40-24,,
6:45.0,Personal foul by T. Splitter (drawn by I. Canaan),,40-24,,
6:45.0,J. Teague enters the game for D. Schroder,,40-24,,
6:45.0,,,40-24,,H. Thompson enters the game for I. Canaan
6:30.0,,,40-26,2,H. Thompson makes 2-pt shot from 7 ft (assist by N. Stauskas)
6:09.0,T. Hardaway makes 3-pt shot from 27 ft (assist by M. Scott),3,43-26,,
5:55.0,Shooting block foul by J. Teague (drawn by J. Okafor),,43-26,,
5:55.0,,,43-28,2,J. Okafor makes 2-pt shot from 2 ft
5:55.0,Official timeout,,43-28,,
5:55.0,,,43-29,1,J. Okafor makes free throw 1 of 1
5:45.0,T. Hardaway misses 2-pt shot from 17 ft (block by N. Stauskas),,43-29,,
5:44.0,Offensive rebound by T. Splitter,,43-29,,
5:42.0,Turnover by K. Korver (bad pass; steal by N. Noel),,43-29,,
5:36.0,,,43-31,2,J. Okafor makes 2-pt shot at rim (assist by N. Noel)
5:25.0,M. Scott misses 3-pt shot from 25 ft,,43-31,,
5:23.0,,,43-31,,Defensive rebound by J. Okafor
5:17.0,Personal foul by T. Hardaway (drawn by N. Noel),,43-31,,
5:17.0,P. Millsap enters the game for M. Scott,,43-31,,
5:17.0,K. Bazemore enters the game for T. Hardaway,,43-31,,
5:08.0,Personal foul by P. Millsap (drawn by N. Noel),,43-31,,
5:08.0,,,43-31,,N. Noel misses free throw 1 of 2
5:08.0,,,43-31,,Offensive rebound by Team
5:08.0,,,43-32,1,N. Noel makes free throw 2 of 2
4:52.0,K. Bazemore makes 3-pt shot from 23 ft (assist by P. Millsap),3,46-32,,
4:35.0,,,46-32,,N. Stauskas misses 3-pt shot from 26 ft
4:34.0,,,46-32,,Offensive rebound by J. Okafor
4:30.0,,,46-34,2,J. Okafor makes 2-pt shot from 9 ft
4:30.0,,,46-34,,Shooting foul by T. Splitter (drawn by J. Okafor)
4:30.0,,,46-34,,J. Okafor misses free throw 1 of 1
4:29.0,Defensive rebound by K. Bazemore,,46-34,,
4:17.0,K. Bazemore misses 3-pt shot from 26 ft,,46-34,,
4:16.0,Offensive rebound by P. Millsap,,46-34,,
4:10.0,T. Splitter makes 2-pt shot at rim (assist by K. Bazemore),2,48-34,,
3:56.0,,,48-34,,J. Okafor misses 2-pt shot from 10 ft
3:55.0,Defensive rebound by K. Korver,,48-34,,
3:50.0,J. Teague misses 2-pt shot from 2 ft,,48-34,,
3:47.0,,,48-34,,Defensive rebound by J. Okafor
3:43.0,,,48-36,2,N. Noel makes 2-pt shot at rim (assist by I. Smith)
3:40.0,Atlanta full timeout,,48-36,,
3:40.0,,,48-36,,C. Landry enters the game for J. Okafor
3:40.0,A. Horford enters the game for T. Splitter,,48-36,,
3:28.0,K. Bazemore makes 2-pt shot from 1 ft,2,50-36,,
3:21.0,,,50-36,,Turnover by I. Smith (bad pass)
3:20.0,K. Korver misses 3-pt shot from 25 ft,,50-36,,
3:19.0,Offensive rebound by P. Millsap,,50-36,,
3:18.0,P. Millsap makes 2-pt shot from 1 ft,2,52-36,,
2:54.0,,,52-36,,C. Landry misses 2-pt shot from 22 ft
2:53.0,Defensive rebound by K. Bazemore,,52-36,,
2:44.0,K. Korver misses 3-pt shot from 22 ft,,52-36,,
2:43.0,,,52-36,,Defensive rebound by I. Smith
2:32.0,,,52-38,2,C. Landry makes 2-pt shot from 7 ft (assist by N. Noel)
2:32.0,,,52-38,,Shooting foul by P. Millsap (drawn by C. Landry)
2:32.0,,,52-38,,C. Landry misses free throw 1 of 1
2:32.0,Defensive rebound by K. Bazemore,,52-38,,
2:14.0,K. Bazemore misses 2-pt shot from 3 ft,,52-38,,
2:12.0,Offensive rebound by A. Horford,,52-38,,
2:12.0,A. Horford makes 2-pt shot from 1 ft,2,54-38,,
1:59.0,,,54-40,2,C. Landry makes 2-pt shot from 7 ft (assist by I. Smith)
1:42.0,Shooting foul by N. Noel (drawn by P. Millsap),,54-40,,
1:42.0,P. Millsap makes free throw 1 of 2,1,55-40,,
1:42.0,T. Sefolosha enters the game for K. Korver,,55-40,,
1:42.0,,,55-40,,R. Holmes enters the game for N. Noel
1:42.0,P. Millsap makes free throw 2 of 2,1,56-40,,
1:36.0,,,56-40,,Turnover by I. Smith (bad pass; steal by T. Sefolosha)
1:17.0,J. Teague makes 2-pt shot from 1 ft,2,58-40,,
0:59.0,,,58-40,,I. Smith misses 2-pt shot from 18 ft
0:58.0,,,58-40,,Offensive rebound by C. Landry
0:56.0,,,58-42,2,C. Landry makes 2-pt shot from 4 ft
0:47.0,P. Millsap misses 3-pt shot from 25 ft,,58-42,,
0:46.0,,,58-42,,Defensive rebound by C. Landry
0:37.0,,,58-42,,C. Landry misses 2-pt shot from 20 ft
0:36.0,Defensive rebound by A. Horford,,58-42,,
0:23.0,J. Teague makes 3-pt shot from 23 ft (assist by P. Millsap),3,61-42,,
0:02.0,,,61-44,2,I. Smith makes 2-pt shot from 12 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,61-47,3,N. Stauskas makes 3-pt shot from 24 ft (assist by J. Sampson)
11:35.0,K. Korver makes 3-pt shot from 24 ft (assist by K. Bazemore),3,64-47,,
11:24.0,,,64-47,,J. Sampson misses 2-pt shot from 2 ft (block by K. Bazemore)
11:21.0,,,64-47,,Offensive rebound by J. Sampson
11:14.0,,,64-47,,Turnover by J. Okafor (lost ball; steal by J. Teague)
10:59.0,P. Millsap makes 2-pt shot from 2 ft (assist by J. Teague),2,66-47,,
10:41.0,,,66-47,,N. Noel misses 2-pt shot from 15 ft
10:39.0,Defensive rebound by P. Millsap,,66-47,,
10:35.0,A. Horford makes 2-pt shot from 2 ft (assist by P. Millsap),2,68-47,,
10:35.0,Shooting foul by I. Smith (drawn by A. Horford),,68-47,,
10:35.0,A. Horford makes free throw 1 of 1,1,69-47,,
10:27.0,,,69-47,,Shooting foul by K. Bazemore (drawn by N. Stauskas)
10:27.0,,,69-47,,N. Stauskas misses free throw 1 of 2
10:27.0,,,69-47,,Offensive rebound by Team
10:27.0,,,69-48,1,N. Stauskas makes free throw 2 of 2
10:19.0,A. Horford makes 2-pt shot from 2 ft (assist by J. Teague),2,71-48,,
10:02.0,,,71-48,,J. Okafor misses 2-pt shot at rim (block by A. Horford)
10:01.0,,,71-48,,Offensive rebound by J. Okafor
10:00.0,,,71-50,2,J. Okafor makes 2-pt shot from 1 ft
9:48.0,K. Bazemore makes 3-pt shot from 23 ft (assist by J. Teague),3,74-50,,
9:39.0,,,74-50,,Shooting foul by A. Horford (drawn by J. Sampson)
9:39.0,,,74-51,1,J. Sampson makes free throw 1 of 2
9:39.0,,,74-52,1,J. Sampson makes free throw 2 of 2
9:30.0,Turnover by J. Teague (bad pass; steal by N. Noel),,74-52,,
9:25.0,,,74-52,,Shooting foul by K. Korver (drawn by J. Sampson)
9:25.0,,,74-52,,J. Sampson misses free throw 1 of 2
9:25.0,,,74-52,,Offensive rebound by Team
9:25.0,,,74-52,,J. Sampson misses free throw 2 of 2
9:24.0,Defensive rebound by A. Horford,,74-52,,
9:18.0,K. Bazemore misses 3-pt shot from 25 ft,,74-52,,
9:16.0,Offensive rebound by A. Horford,,74-52,,
9:08.0,K. Bazemore misses 3-pt shot from 25 ft,,74-52,,
9:06.0,,,74-52,,Defensive rebound by N. Noel
8:59.0,,,74-54,2,I. Smith makes 2-pt shot from 1 ft
8:50.0,,,74-54,,Violation by J. Okafor (def goaltending)
8:50.0,J. Teague makes 2-pt shot from 1 ft,2,76-54,,
8:40.0,,,76-54,,Turnover by N. Noel (bad pass; steal by P. Millsap)
8:34.0,A. Horford misses 3-pt shot from 26 ft,,76-54,,
8:32.0,,,76-54,,Defensive rebound by Team
8:15.0,,,76-54,,Shooting foul by A. Horford (drawn by J. Okafor)
8:15.0,,,76-55,1,J. Okafor makes free throw 1 of 2
8:15.0,,,76-56,1,J. Okafor makes free throw 2 of 2
8:03.0,P. Millsap misses 2-pt shot from 10 ft,,76-56,,
8:01.0,,,76-56,,Defensive rebound by J. Sampson
7:43.0,,,76-56,,N. Stauskas misses 3-pt shot from 25 ft
7:42.0,Defensive rebound by A. Horford,,76-56,,
7:30.0,P. Millsap makes 2-pt shot at rim (assist by K. Bazemore),2,78-56,,
7:29.0,,,78-56,,Philadelphia full timeout
7:15.0,,,78-56,,Turnover by J. Okafor (bad pass; steal by K. Korver)
7:04.0,P. Millsap makes 2-pt shot from 3 ft (assist by K. Korver),2,80-56,,
7:01.0,,,80-56,,Philadelphia full timeout
7:01.0,,,80-56,,H. Thompson enters the game for N. Stauskas
6:52.0,,,80-58,2,I. Smith makes 2-pt shot from 19 ft
6:37.0,Turnover by J. Teague (bad pass; steal by J. Sampson),,80-58,,
6:31.0,,,80-61,3,H. Thompson makes 3-pt shot from 24 ft (assist by J. Sampson)
6:12.0,A. Horford misses 2-pt shot from 13 ft,,80-61,,
6:10.0,,,80-61,,Defensive rebound by Team
6:10.0,T. Sefolosha enters the game for K. Bazemore,,80-61,,
6:00.0,,,80-61,,I. Smith misses 2-pt shot from 1 ft
5:59.0,,,80-61,,Offensive rebound by N. Noel
5:57.0,,,80-61,,N. Noel misses 2-pt shot from 1 ft
5:56.0,Defensive rebound by K. Korver,,80-61,,
5:46.0,A. Horford misses 2-pt shot from 2 ft,,80-61,,
5:44.0,,,80-61,,Defensive rebound by N. Noel
5:31.0,,,80-61,,J. Okafor misses 2-pt shot from 2 ft
5:29.0,,,80-61,,Offensive rebound by N. Noel
5:28.0,,,80-63,2,N. Noel makes 2-pt shot at rim
5:28.0,,,80-63,,Violation by Team (delay of game)
5:06.0,A. Horford misses 2-pt shot from 14 ft,,80-63,,
5:03.0,,,80-63,,Defensive rebound by J. Sampson
4:55.0,,,80-63,,J. Okafor misses 2-pt shot from 16 ft
4:53.0,,,80-63,,Offensive rebound by N. Noel
4:50.0,,,80-63,,N. Noel misses 2-pt shot from 2 ft
4:49.0,,,80-63,,Offensive rebound by N. Noel
4:49.0,,,80-65,2,N. Noel makes 2-pt shot from 2 ft
4:48.0,Atlanta full timeout,,80-65,,
4:48.0,T. Splitter enters the game for A. Horford,,80-65,,
4:48.0,D. Schroder enters the game for K. Korver,,80-65,,
4:48.0,K. Bazemore enters the game for J. Teague,,80-65,,
4:48.0,,,80-65,,I. Canaan enters the game for J. Sampson
4:48.0,,,80-65,,J. Grant enters the game for J. Okafor
4:24.0,T. Splitter misses 2-pt shot from 1 ft (block by N. Noel),,80-65,,
4:23.0,Offensive rebound by Team,,80-65,,
4:23.0,Turnover by Team (shot clock),,80-65,,
4:12.0,,,80-67,2,H. Thompson makes 2-pt shot from 9 ft (assist by I. Smith)
3:52.0,Turnover by D. Schroder (lost ball; steal by J. Grant),,80-67,,
3:46.0,,,80-69,2,I. Smith makes 2-pt shot from 2 ft
3:36.0,P. Millsap makes 2-pt shot from 4 ft (assist by T. Sefolosha),2,82-69,,
3:20.0,,,82-71,2,J. Grant makes 2-pt shot from 2 ft (assist by I. Canaan)
3:20.0,,,82-71,,Shooting foul by T. Splitter (drawn by J. Grant)
3:20.0,,,82-71,,J. Grant misses free throw 1 of 1
3:19.0,,,82-71,,Offensive rebound by N. Noel
3:16.0,,,82-71,,Turnover by N. Noel (lost ball; steal by K. Bazemore)
3:12.0,K. Bazemore makes 2-pt shot from 7 ft,2,84-71,,
3:12.0,Shooting foul by N. Noel (drawn by K. Bazemore),,84-71,,
3:12.0,K. Bazemore makes free throw 1 of 1,1,85-71,,
3:05.0,,,85-71,,Turnover by I. Canaan (lost ball)
2:59.0,P. Millsap makes 2-pt shot at rim (assist by D. Schroder),2,87-71,,
2:47.0,,,87-71,,Turnover by I. Smith (bad pass; steal by D. Schroder)
2:43.0,,,87-71,,Shooting block foul by I. Canaan (drawn by K. Bazemore)
2:43.0,K. Bazemore makes free throw 1 of 2,1,88-71,,
2:43.0,,,88-71,,T. McConnell enters the game for I. Smith
2:43.0,,,88-71,,C. Landry enters the game for N. Noel
2:43.0,K. Bazemore makes free throw 2 of 2,1,89-71,,
2:31.0,,,89-71,,Turnover by J. Grant (bad pass; steal by T. Sefolosha)
2:16.0,T. Sefolosha makes 2-pt shot at rim (assist by D. Schroder),2,91-71,,
2:05.0,,,91-73,2,J. Grant makes 2-pt shot from 2 ft (assist by H. Thompson)
2:05.0,,,91-73,,Shooting foul by K. Bazemore (drawn by J. Grant)
2:05.0,,,91-73,,J. Grant misses free throw 1 of 1
2:04.0,Defensive rebound by P. Millsap,,91-73,,
1:51.0,K. Bazemore makes 2-pt shot from 1 ft (assist by D. Schroder),2,93-73,,
1:40.0,Def 3 sec tech foul by T. Splitter,,93-73,,
1:40.0,M. Scott enters the game for P. Millsap,,93-73,,
1:40.0,,,93-74,1,I. Canaan makes technical free throw
1:31.0,,,93-74,,Turnover by T. McConnell (bad pass; steal by K. Bazemore)
1:23.0,K. Bazemore makes 2-pt shot from 9 ft,2,95-74,,
1:13.0,,,95-74,,Turnover by C. Landry (lost ball; steal by T. Splitter)
1:12.0,,,95-74,,Personal foul by C. Landry (drawn by K. Bazemore)
1:01.0,Offensive foul by D. Schroder,,95-74,,
1:01.0,Turnover by D. Schroder (offensive foul),,95-74,,
0:46.0,,,95-76,2,J. Grant makes 2-pt shot from 2 ft
0:32.0,M. Scott misses 3-pt shot from 28 ft,,95-76,,
0:29.0,,,95-76,,Defensive rebound by T. McConnell
0:10.0,,,95-76,,Turnover by T. McConnell (lost ball; steal by D. Schroder)
0:06.0,T. Sefolosha makes 2-pt shot from 1 ft (assist by K. Bazemore),2,97-76,,
0:06.0,Shooting foul by I. Canaan (drawn by T. Sefolosha),,97-76,,
0:06.0,A. Horford enters the game for T. Splitter,,97-76,,
0:06.0,T. Sefolosha misses free throw 1 of 1,,97-76,,
0:00.0,,,97-76,,Defensive rebound by C. Landry
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,D. Schroder makes 2-pt shot from 14 ft (assist by A. Horford),2,99-76,,
11:30.0,,,99-76,,Turnover by T. McConnell (bad pass; steal by T. Hardaway)
11:26.0,T. Hardaway misses 2-pt shot from 17 ft,,99-76,,
11:24.0,Offensive rebound by A. Horford,,99-76,,
11:24.0,Shooting foul by J. Okafor (drawn by A. Horford),,99-76,,
11:24.0,A. Horford makes free throw 1 of 2,1,100-76,,
11:24.0,,,100-76,,R. Covington enters the game for T. McConnell
11:24.0,,,100-76,,K. Marshall enters the game for H. Thompson
11:24.0,A. Horford makes free throw 2 of 2,1,101-76,,
11:12.0,,,101-76,,K. Marshall misses 2-pt shot from 14 ft
11:10.0,,,101-76,,Offensive rebound by J. Okafor
11:08.0,,,101-78,2,J. Okafor makes 2-pt shot at rim
10:44.0,D. Schroder makes 3-pt shot from 25 ft (assist by A. Horford),3,104-78,,
10:30.0,Personal foul by D. Schroder (drawn by I. Canaan),,104-78,,
10:21.0,,,104-78,,Turnover by J. Grant (bad pass; steal by A. Horford)
10:20.0,D. Schroder misses 2-pt shot at rim,,104-78,,
10:19.0,,,104-78,,Defensive rebound by J. Grant
10:12.0,,,104-78,,Shooting foul by D. Schroder (drawn by I. Canaan)
10:12.0,,,104-79,1,I. Canaan makes free throw 1 of 2
10:12.0,,,104-79,,I. Canaan misses free throw 2 of 2
10:11.0,Defensive rebound by T. Sefolosha,,104-79,,
9:51.0,T. Sefolosha makes 2-pt shot from 2 ft (assist by T. Hardaway),2,106-79,,
9:29.0,,,106-79,,I. Canaan misses 3-pt shot from 25 ft
9:27.0,Defensive rebound by T. Sefolosha,,106-79,,
9:15.0,D. Schroder makes 3-pt shot from 22 ft (assist by A. Horford),3,109-79,,
9:14.0,,,109-79,,Philadelphia full timeout
9:14.0,J. Holiday enters the game for T. Sefolosha,,109-79,,
9:14.0,M. Muscala enters the game for A. Horford,,109-79,,
9:14.0,,,109-79,,J. Sampson enters the game for I. Canaan
9:00.0,,,109-79,,R. Covington misses 3-pt shot from 26 ft
8:57.0,Defensive rebound by D. Schroder,,109-79,,
8:44.0,D. Schroder makes 2-pt shot from 1 ft (assist by M. Muscala),2,111-79,,
8:22.0,,,111-81,2,J. Okafor makes 2-pt shot from 8 ft
8:06.0,Turnover by M. Muscala (bad pass),,111-81,,
7:57.0,,,111-81,,Turnover by J. Sampson (lost ball; steal by J. Holiday)
7:52.0,J. Holiday misses 3-pt shot from 26 ft,,111-81,,
7:49.0,Offensive rebound by M. Muscala,,111-81,,
7:38.0,Turnover by D. Schroder (bad pass),,111-81,,
7:21.0,,,111-81,,Offensive charge foul by J. Okafor
7:21.0,,,111-81,,Turnover by J. Okafor (offensive foul)
7:21.0,S. Mack enters the game for D. Schroder,,111-81,,
7:05.0,M. Muscala makes 2-pt shot from 15 ft (assist by S. Mack),2,113-81,,
6:56.0,,,113-81,,Shooting foul by M. Muscala (drawn by J. Grant)
6:56.0,,,113-82,1,J. Grant makes free throw 1 of 2
6:56.0,,,113-83,1,J. Grant makes free throw 2 of 2
6:45.0,Shooting foul by J. Sampson (drawn by J. Holiday),,113-83,,
6:45.0,J. Holiday makes free throw 1 of 2,1,114-83,,
