time,Portland,pts.away,score,pts.home,Memphis
5:17.0,C. McCollum misses 2-pt shot from 4 ft,,15-18,,
5:16.0,,,15-18,,Defensive rebound by M. Gasol
5:13.0,,,15-18,,Turnover by M. Conley (bad pass)
5:13.0,G. Henderson enters the game for C. McCollum,,15-18,,
5:13.0,A. Crabbe enters the game for A. Aminu,,15-18,,
5:13.0,,,15-18,,M. Chalmers enters the game for M. Conley
4:52.0,Turnover by A. Crabbe (step out of bounds),,15-18,,
4:32.0,,,15-20,2,M. Gasol makes 2-pt shot from 17 ft (assist by M. Chalmers)
4:10.0,G. Henderson misses 3-pt shot from 25 ft,,15-20,,
4:10.0,,,15-20,,Defensive rebound by Z. Randolph
3:57.0,Personal foul by M. Leonard (drawn by M. Gasol),,15-20,,
3:57.0,,,15-20,,Technical foul by M. Gasol
3:57.0,Technical foul by M. Leonard (drawn by M. Gasol),,15-20,,
3:43.0,,,15-20,,M. Gasol misses 2-pt shot from 9 ft
3:41.0,Defensive rebound by M. Plumlee,,15-20,,
3:31.0,Turnover by M. Leonard (lost ball),,15-20,,
3:31.0,,,15-20,,J. Green enters the game for Z. Randolph
3:15.0,,,15-20,,M. Gasol misses 2-pt shot from 15 ft
3:14.0,Defensive rebound by A. Crabbe,,15-20,,
3:05.0,D. Lillard makes 2-pt shot from 1 ft,2,17-20,,
2:47.0,,,17-20,,J. Green misses 2-pt shot from 7 ft
2:45.0,,,17-20,,Offensive rebound by M. Chalmers
2:32.0,,,17-20,,Turnover by C. Lee (bad pass; steal by A. Crabbe)
2:29.0,A. Crabbe makes 2-pt shot at rim,2,19-20,,
2:10.0,,,19-22,2,M. Gasol makes 2-pt shot from 3 ft
2:10.0,,,19-22,,Shooting foul by M. Leonard (drawn by M. Gasol)
2:10.0,,,19-22,,Memphis full timeout
2:10.0,E. Davis enters the game for M. Leonard,,19-22,,
2:10.0,M. Harkless enters the game for M. Plumlee,,19-22,,
2:10.0,,,19-22,,M. Barnes enters the game for T. Allen
2:10.0,,,19-23,1,M. Gasol makes free throw 1 of 1
1:51.0,D. Lillard misses 3-pt shot from 26 ft,,19-23,,
1:50.0,,,19-23,,Defensive rebound by J. Green
1:34.0,,,19-23,,C. Lee misses 2-pt shot from 21 ft
1:33.0,Defensive rebound by M. Harkless,,19-23,,
1:23.0,Turnover by M. Harkless (lost ball; steal by M. Barnes),,19-23,,
1:20.0,,,19-23,,Turnover by C. Lee (bad pass; steal by G. Henderson)
1:15.0,Offensive foul by G. Henderson,,19-23,,
1:15.0,Turnover by G. Henderson (offensive foul),,19-23,,
1:04.0,,,19-23,,Turnover by M. Chalmers (bad pass; steal by A. Crabbe)
1:01.0,A. Crabbe makes 2-pt shot from 1 ft (assist by E. Davis),2,21-23,,
1:01.0,,,21-23,,Memphis full timeout
1:01.0,,,21-23,,R. Hollins enters the game for M. Gasol
0:46.0,,,21-23,,J. Green misses 2-pt shot from 20 ft
0:46.0,Defensive rebound by Team,,21-23,,
0:31.0,,,21-23,,Personal foul by M. Barnes (drawn by M. Harkless)
0:28.0,G. Henderson makes 2-pt shot from 5 ft,2,23-23,,
0:08.0,,,23-25,2,M. Chalmers makes 2-pt shot from 6 ft
0:02.0,Shooting foul by R. Hollins (drawn by D. Lillard),,23-25,,
0:02.0,D. Lillard makes free throw 1 of 2,1,24-25,,
0:02.0,D. Lillard makes free throw 2 of 2,1,25-25,,
0:01.0,,,25-27,2,J. Green makes 2-pt shot from 15 ft (assist by M. Barnes)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,G. Henderson misses 2-pt shot from 21 ft,,25-27,,
11:43.0,,,25-27,,Defensive rebound by J. Green
11:23.0,,,25-27,,M. Chalmers misses 3-pt shot from 24 ft
11:22.0,Defensive rebound by G. Henderson,,25-27,,
11:15.0,G. Henderson misses 2-pt shot from 21 ft,,25-27,,
11:14.0,,,25-27,,Defensive rebound by R. Hollins
10:55.0,,,25-27,,V. Carter misses 2-pt shot from 1 ft (block by E. Davis)
10:54.0,,,25-27,,Offensive rebound by Team
10:51.0,,,25-27,,J. Green misses 2-pt shot from 5 ft
10:51.0,,,25-27,,Offensive rebound by Team
10:51.0,,,25-27,,Turnover by J. Green (offensive goaltending)
10:32.0,Turnover by C. McCollum (bad pass; steal by M. Chalmers),,25-27,,
10:17.0,,,25-27,,M. Chalmers misses 2-pt shot from 5 ft (block by E. Davis)
10:16.0,Defensive rebound by Team,,25-27,,
10:02.0,C. McCollum misses 2-pt shot from 8 ft,,25-27,,
10:01.0,,,25-27,,Defensive rebound by R. Hollins
9:47.0,,,25-27,,R. Hollins misses 2-pt shot from 8 ft
9:45.0,Defensive rebound by E. Davis,,25-27,,
9:34.0,E. Davis makes 2-pt shot from 2 ft (assist by C. McCollum),2,27-27,,
9:23.0,,,27-29,2,M. Chalmers makes 2-pt shot from 19 ft (assist by R. Hollins)
9:00.0,A. Aminu makes 2-pt shot at rim (assist by C. McCollum),2,29-29,,
8:45.0,,,29-29,,Shooting foul by C. McCollum (drawn by J. Green)
8:45.0,,,29-29,,Memphis full timeout
8:45.0,,,29-29,,M. Conley enters the game for M. Chalmers
8:45.0,A. Crabbe enters the game for G. Henderson,,29-29,,
8:45.0,,,29-29,,J. Green misses free throw 1 of 2
8:45.0,,,29-29,,Offensive rebound by Team
8:45.0,,,29-30,1,J. Green makes free throw 2 of 2
8:24.0,C. McCollum makes 2-pt shot from 9 ft,2,31-30,,
8:07.0,,,31-33,3,M. Conley makes 3-pt shot from 24 ft (assist by V. Carter)
7:52.0,,,31-33,,Personal foul by M. Barnes (drawn by A. Aminu)
7:42.0,,,31-33,,Personal foul by M. Barnes (drawn by A. Aminu)
7:42.0,,,31-33,,T. Allen enters the game for M. Barnes
7:32.0,A. Crabbe makes 2-pt shot from 18 ft (assist by M. Harkless),2,33-33,,
7:18.0,,,33-36,3,M. Conley makes 3-pt shot from 25 ft (assist by J. Green)
7:18.0,,,33-36,,Shooting foul by C. McCollum (drawn by M. Conley)
7:18.0,,,33-36,,Z. Randolph enters the game for R. Hollins
7:18.0,,,33-37,1,M. Conley makes free throw 1 of 1
7:05.0,M. Harkless makes 2-pt shot from 1 ft (assist by E. Davis),2,35-37,,
6:55.0,,,35-39,2,M. Conley makes 2-pt shot at rim
6:36.0,C. McCollum makes 3-pt shot from 24 ft,3,38-39,,
6:10.0,,,38-39,,J. Green misses 2-pt shot from 6 ft
6:09.0,Defensive rebound by Team,,38-39,,
5:47.0,C. McCollum misses 2-pt shot from 1 ft,,38-39,,
5:47.0,Offensive rebound by Team,,38-39,,
5:47.0,,,38-39,,Memphis full timeout
5:47.0,D. Lillard enters the game for C. McCollum,,38-39,,
5:47.0,M. Leonard enters the game for E. Davis,,38-39,,
5:40.0,A. Crabbe misses 2-pt shot from 7 ft,,38-39,,
5:39.0,,,38-39,,Defensive rebound by T. Allen
5:15.0,,,38-39,,M. Conley misses 3-pt shot from 26 ft
5:13.0,,,38-39,,Offensive rebound by Team
5:13.0,T. Frazier enters the game for A. Crabbe,,38-39,,
5:02.0,,,38-41,2,Z. Randolph makes 2-pt shot from 17 ft
4:43.0,T. Frazier misses 3-pt shot from 25 ft,,38-41,,
4:43.0,,,38-41,,Defensive rebound by V. Carter
4:31.0,,,38-41,,V. Carter misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by M. Leonard,,38-41,,
4:14.0,M. Harkless makes 3-pt shot from 25 ft (assist by D. Lillard),3,41-41,,
3:55.0,,,41-43,2,M. Conley makes 2-pt shot from 13 ft
3:34.0,A. Aminu makes 2-pt shot at rim,2,43-43,,
3:20.0,,,43-45,2,M. Conley makes 2-pt shot from 1 ft
3:19.0,Portland full timeout,,43-45,,
3:19.0,M. Plumlee enters the game for M. Leonard,,43-45,,
3:19.0,G. Henderson enters the game for M. Harkless,,43-45,,
3:19.0,C. McCollum enters the game for T. Frazier,,43-45,,
3:19.0,,,43-45,,C. Lee enters the game for J. Green
3:19.0,,,43-45,,M. Chalmers enters the game for V. Carter
3:09.0,D. Lillard makes 3-pt shot from 25 ft (assist by M. Plumlee),3,46-45,,
3:09.0,Shooting foul by M. Conley (drawn by D. Lillard),,46-45,,
3:09.0,D. Lillard makes free throw 1 of 1,1,47-45,,
2:57.0,,,47-45,,M. Chalmers misses 2-pt shot from 1 ft
2:56.0,Defensive rebound by M. Plumlee,,47-45,,
2:48.0,D. Lillard misses 3-pt shot from 25 ft,,47-45,,
2:47.0,Offensive rebound by G. Henderson,,47-45,,
2:41.0,Turnover by D. Lillard (step out of bounds),,47-45,,
2:20.0,,,47-47,2,Z. Randolph makes 2-pt shot from 10 ft
1:56.0,,,47-47,,Personal foul by M. Chalmers (drawn by G. Henderson)
1:52.0,D. Lillard makes 2-pt shot at rim (assist by A. Aminu),2,49-47,,
1:36.0,Personal foul by C. McCollum (drawn by M. Chalmers),,49-47,,
1:36.0,A. Crabbe enters the game for C. McCollum,,49-47,,
1:24.0,,,49-47,,M. Chalmers misses 2-pt shot from 6 ft
1:24.0,Defensive rebound by M. Plumlee,,49-47,,
1:16.0,Offensive foul by M. Plumlee,,49-47,,
1:16.0,Turnover by M. Plumlee (offensive foul),,49-47,,
1:10.0,,,49-47,,Turnover by M. Conley (lost ball; steal by D. Lillard)
1:06.0,D. Lillard makes 2-pt shot at rim,2,51-47,,
0:52.0,,,51-47,,Z. Randolph misses 2-pt shot from 18 ft
0:52.0,,,51-47,,Offensive rebound by T. Allen
0:42.0,,,51-47,,Memphis full timeout
0:42.0,E. Davis enters the game for M. Plumlee,,51-47,,
0:35.0,Personal foul by D. Lillard (drawn by M. Conley),,51-47,,
0:35.0,,,51-48,1,M. Conley makes free throw 1 of 2
0:35.0,,,51-49,1,M. Conley makes free throw 2 of 2
0:30.0,D. Lillard misses 3-pt shot from 26 ft,,51-49,,
0:29.0,Offensive rebound by A. Aminu,,51-49,,
0:24.0,A. Crabbe misses 3-pt shot from 24 ft,,51-49,,
0:23.0,Offensive rebound by Team,,51-49,,
0:22.0,Portland full timeout,,51-49,,
0:22.0,,,51-49,,J. Green enters the game for Z. Randolph
0:22.0,,,51-49,,J. Green enters the game for M. Conley
0:22.0,M. Leonard enters the game for A. Crabbe,,51-49,,
0:22.0,C. McCollum enters the game for E. Davis,,51-49,,
0:01.0,A. Aminu misses 2-pt shot from 19 ft,,51-49,,
0:00.0,Offensive rebound by Team,,51-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,M. Plumlee misses 2-pt shot from 8 ft,,51-49,,
11:36.0,,,51-49,,Defensive rebound by C. Lee
11:19.0,,,51-51,2,J. Green makes 2-pt shot from 11 ft
11:04.0,D. Lillard makes 3-pt shot from 26 ft,3,54-51,,
10:40.0,,,54-53,2,M. Conley makes 2-pt shot from 10 ft
10:19.0,Turnover by D. Lillard (bad pass; steal by M. Conley),,54-53,,
10:05.0,,,54-55,2,Z. Randolph makes 2-pt shot from 13 ft (assist by C. Lee)
9:38.0,M. Plumlee misses 2-pt shot from 1 ft,,54-55,,
9:38.0,,,54-55,,Defensive rebound by T. Allen
9:19.0,,,54-57,2,Z. Randolph makes 2-pt shot from 4 ft
9:07.0,Shooting foul by J. Green (drawn by M. Harkless),,54-57,,
9:07.0,M. Harkless makes 2-pt shot from 2 ft,2,56-57,,
9:07.0,M. Harkless misses free throw 1 of 1,,56-57,,
9:06.0,,,56-57,,Defensive rebound by Z. Randolph
8:48.0,,,56-57,,Offensive charge foul by C. Lee
8:48.0,,,56-57,,Turnover by C. Lee (offensive foul)
8:36.0,C. McCollum misses 3-pt shot from 22 ft,,56-57,,
8:36.0,Offensive rebound by Team,,56-57,,
8:34.0,,,56-57,,Loose ball foul by Z. Randolph (drawn by M. Plumlee)
8:26.0,M. Harkless misses 3-pt shot from 26 ft,,56-57,,
8:25.0,,,56-57,,Defensive rebound by C. Lee
8:09.0,,,56-59,2,M. Conley makes 2-pt shot from 1 ft (assist by Z. Randolph)
7:55.0,M. Harkless makes 2-pt shot from 1 ft (assist by D. Lillard),2,58-59,,
7:36.0,,,58-61,2,Z. Randolph makes 2-pt shot from 6 ft
7:18.0,C. McCollum makes 2-pt shot from 12 ft (assist by A. Aminu),2,60-61,,
7:03.0,,,60-61,,M. Conley misses 2-pt shot from 15 ft
7:03.0,Defensive rebound by D. Lillard,,60-61,,
6:54.0,D. Lillard misses 2-pt shot from 2 ft,,60-61,,
6:54.0,,,60-61,,Defensive rebound by Z. Randolph
6:37.0,Personal block foul by D. Lillard (drawn by J. Green),,60-61,,
6:37.0,A. Crabbe enters the game for C. McCollum,,60-61,,
6:37.0,G. Henderson enters the game for M. Harkless,,60-61,,
6:26.0,,,60-61,,Z. Randolph misses 2-pt shot from 12 ft
6:26.0,Defensive rebound by G. Henderson,,60-61,,
6:18.0,A. Crabbe makes 2-pt shot from 13 ft (assist by D. Lillard),2,62-61,,
6:18.0,Shooting foul by T. Allen (drawn by A. Crabbe),,62-61,,
6:18.0,A. Crabbe makes free throw 1 of 1,1,63-61,,
6:05.0,,,63-61,,Shooting foul by A. Crabbe (drawn by T. Allen)
6:05.0,,,63-61,,T. Allen misses free throw 1 of 2
6:05.0,,,63-61,,Offensive rebound by Team
6:05.0,,,63-61,,T. Allen misses free throw 2 of 2
6:05.0,Defensive rebound by D. Lillard,,63-61,,
5:51.0,D. Lillard misses 2-pt shot from 7 ft,,63-61,,
5:48.0,Offensive rebound by M. Plumlee,,63-61,,
5:47.0,Turnover by M. Plumlee (bad pass),,63-61,,
5:47.0,,,63-61,,Memphis full timeout
5:47.0,,,63-61,,J. Green enters the game for J. Green
5:24.0,,,63-61,,C. Lee misses 3-pt shot from 25 ft
5:23.0,Defensive rebound by A. Crabbe,,63-61,,
5:12.0,,,63-61,,Personal foul by J. Green (drawn by M. Plumlee)
4:59.0,G. Henderson makes 2-pt shot from 18 ft,2,65-61,,
4:41.0,,,65-63,2,Z. Randolph makes 2-pt shot at rim
4:30.0,D. Lillard misses 2-pt shot from 4 ft,,65-63,,
4:29.0,,,65-63,,Defensive rebound by Z. Randolph
4:15.0,,,65-63,,Shooting foul by M. Plumlee (drawn by Z. Randolph)
4:15.0,,,65-64,1,Z. Randolph makes free throw 1 of 2
4:15.0,,,65-64,,M. Barnes enters the game for T. Allen
4:15.0,M. Harkless enters the game for A. Aminu,,65-64,,
4:15.0,E. Davis enters the game for M. Plumlee,,65-64,,
4:15.0,,,65-65,1,Z. Randolph makes free throw 2 of 2
3:58.0,M. Harkless makes 2-pt shot at rim,2,67-65,,
3:49.0,,,67-65,,M. Conley misses 2-pt shot from 3 ft (block by D. Lillard)
3:49.0,,,67-65,,Offensive rebound by Team
3:42.0,,,67-65,,M. Barnes misses 3-pt shot from 24 ft
3:42.0,Defensive rebound by E. Davis,,67-65,,
3:42.0,,,67-65,,Loose ball foul by M. Conley (drawn by D. Lillard)
3:42.0,D. Lillard makes free throw 1 of 2,1,68-65,,
3:42.0,D. Lillard makes free throw 2 of 2,1,69-65,,
3:25.0,Personal foul by M. Harkless (drawn by M. Conley),,69-65,,
3:25.0,,,69-65,,M. Chalmers enters the game for M. Conley
3:16.0,,,69-67,2,Z. Randolph makes 2-pt shot from 1 ft
3:03.0,D. Lillard makes 3-pt shot from 24 ft (assist by G. Henderson),3,72-67,,
2:50.0,,,72-69,2,M. Barnes makes 2-pt shot from 1 ft (assist by Z. Randolph)
2:49.0,Portland full timeout,,72-69,,
2:49.0,C. McCollum enters the game for D. Lillard,,72-69,,
2:49.0,,,72-69,,J. Green enters the game for C. Lee
2:49.0,,,72-69,,Violation by Team (delay of game)
2:29.0,G. Henderson makes 2-pt shot from 20 ft (assist by E. Davis),2,74-69,,
2:05.0,,,74-71,2,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Barnes)
1:37.0,M. Harkless misses 3-pt shot from 25 ft,,74-71,,
1:37.0,,,74-71,,Defensive rebound by J. Green
1:21.0,,,74-71,,Turnover by Z. Randolph (traveling)
1:08.0,Turnover by C. McCollum (bad pass; steal by J. Green),,74-71,,
1:01.0,,,74-71,,Turnover by M. Barnes (bad pass; steal by C. McCollum)
0:58.0,C. McCollum makes 2-pt shot from 1 ft,2,76-71,,
0:50.0,Personal foul by C. McCollum (drawn by M. Chalmers),,76-71,,
0:50.0,,,76-71,,M. Chalmers misses free throw 1 of 2
0:50.0,,,76-71,,Offensive rebound by Team
0:50.0,,,76-72,1,M. Chalmers makes free throw 2 of 2
0:33.0,C. McCollum misses 2-pt shot from 5 ft (block by M. Barnes),,76-72,,
0:31.0,,,76-72,,Defensive rebound by Z. Randolph
0:25.0,,,76-75,3,M. Barnes makes 3-pt shot from 24 ft (assist by M. Chalmers)
0:03.0,G. Henderson makes 2-pt shot from 18 ft (assist by C. McCollum),2,78-75,,
0:01.0,,,78-78,3,M. Chalmers makes 3-pt shot from 27 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,78-80,2,Z. Randolph makes 2-pt shot at rim
11:30.0,,,78-80,,Personal foul by M. Chalmers (drawn by C. McCollum)
11:24.0,C. McCollum misses 3-pt shot from 24 ft,,78-80,,
11:23.0,Offensive rebound by A. Crabbe,,78-80,,
11:19.0,A. Crabbe makes 2-pt shot from 16 ft,2,80-80,,
10:53.0,,,80-82,2,J. Green makes 2-pt shot from 8 ft
10:42.0,Turnover by E. Davis (offensive foul),,80-82,,
10:42.0,Offensive charge foul by E. Davis,,80-82,,
10:42.0,D. Lillard enters the game for C. McCollum,,80-82,,
10:29.0,,,80-82,,M. Barnes misses 3-pt shot from 24 ft
10:28.0,Defensive rebound by E. Davis,,80-82,,
10:19.0,G. Henderson makes 3-pt shot from 23 ft (assist by M. Harkless),3,83-82,,
9:55.0,,,83-82,,Z. Randolph misses 2-pt shot from 6 ft (block by A. Crabbe)
9:54.0,Defensive rebound by M. Harkless,,83-82,,
9:43.0,D. Lillard misses 3-pt shot from 28 ft,,83-82,,
9:42.0,,,83-82,,Defensive rebound by J. Green
9:36.0,,,83-82,,Turnover by J. Green (lost ball; steal by A. Crabbe)
9:34.0,Shooting foul by J. Green (drawn by M. Harkless),,83-82,,
9:34.0,M. Harkless misses free throw 1 of 2,,83-82,,
9:34.0,Offensive rebound by Team,,83-82,,
9:34.0,,,83-82,,T. Allen enters the game for J. Green
9:34.0,M. Harkless misses free throw 2 of 2,,83-82,,
9:32.0,,,83-82,,Defensive rebound by J. Green
9:15.0,,,83-82,,Turnover by M. Chalmers (bad pass; steal by E. Davis)
9:01.0,,,83-82,,Personal foul by M. Chalmers (drawn by M. Harkless)
9:01.0,A. Aminu enters the game for M. Harkless,,83-82,,
8:51.0,Portland full timeout,,83-82,,
8:51.0,,,83-82,,J. Green enters the game for Z. Randolph
8:51.0,M. Plumlee enters the game for E. Davis,,83-82,,
8:47.0,G. Henderson misses 2-pt shot from 4 ft,,83-82,,
8:46.0,,,83-82,,Defensive rebound by T. Allen
8:36.0,C. McCollum enters the game for A. Crabbe,,83-82,,
8:26.0,,,83-84,2,J. Green makes 2-pt shot from 17 ft (assist by M. Chalmers)
8:03.0,A. Aminu misses 3-pt shot from 25 ft,,83-84,,
8:03.0,,,83-84,,Defensive rebound by T. Allen
7:46.0,,,83-84,,M. Chalmers misses 2-pt shot from 2 ft
7:46.0,Defensive rebound by C. McCollum,,83-84,,
7:46.0,,,83-84,,Personal foul by T. Allen (drawn by C. McCollum)
7:39.0,Turnover by D. Lillard (bad pass; steal by T. Allen),,83-84,,
7:39.0,Loose ball foul by C. McCollum (drawn by T. Allen),,83-84,,
7:27.0,,,83-86,2,M. Chalmers makes 2-pt shot from 18 ft
7:10.0,D. Lillard misses 2-pt shot from 1 ft,,83-86,,
7:09.0,,,83-86,,Defensive rebound by M. Chalmers
7:04.0,,,83-88,2,M. Chalmers makes 2-pt shot at rim
7:03.0,Portland full timeout,,83-88,,
6:46.0,G. Henderson makes 3-pt shot from 23 ft (assist by M. Plumlee),3,86-88,,
6:24.0,,,86-88,,J. Green misses 3-pt shot from 24 ft
6:24.0,Defensive rebound by M. Plumlee,,86-88,,
6:00.0,G. Henderson makes 2-pt shot from 20 ft,2,88-88,,
5:42.0,,,88-88,,M. Chalmers misses 2-pt shot from 1 ft
5:40.0,Defensive rebound by M. Plumlee,,88-88,,
5:24.0,D. Lillard misses 3-pt shot from 25 ft,,88-88,,
5:24.0,,,88-88,,Defensive rebound by T. Allen
5:19.0,,,88-88,,M. Barnes misses 3-pt shot from 22 ft
5:16.0,Defensive rebound by A. Aminu,,88-88,,
5:05.0,C. McCollum misses 2-pt shot from 1 ft,,88-88,,
5:03.0,,,88-88,,Defensive rebound by M. Barnes
4:55.0,,,88-88,,M. Chalmers misses 3-pt shot from 25 ft
4:55.0,Defensive rebound by A. Aminu,,88-88,,
4:37.0,D. Lillard misses 3-pt shot from 25 ft,,88-88,,
4:37.0,,,88-88,,Defensive rebound by J. Green
4:37.0,,,88-88,,Memphis full timeout
4:37.0,,,88-88,,M. Conley enters the game for M. Chalmers
4:37.0,,,88-88,,Z. Randolph enters the game for J. Green
4:37.0,E. Davis enters the game for M. Plumlee,,88-88,,
4:13.0,,,88-90,2,M. Conley makes 2-pt shot from 12 ft
3:51.0,C. McCollum misses 2-pt shot from 1 ft,,88-90,,
3:50.0,,,88-90,,Defensive rebound by Z. Randolph
3:44.0,,,88-90,,Turnover by M. Conley (lost ball; steal by C. McCollum)
3:40.0,C. McCollum makes 2-pt shot at rim,2,90-90,,
3:16.0,,,90-92,2,J. Green makes 2-pt shot from 21 ft
2:54.0,C. McCollum makes 2-pt shot from 19 ft,2,92-92,,
2:35.0,,,92-92,,Shooting foul by D. Lillard (drawn by M. Conley)
2:35.0,,,92-93,1,M. Conley makes free throw 1 of 3
2:35.0,,,92-94,1,M. Conley makes free throw 2 of 3
2:35.0,,,92-94,,M. Conley misses free throw 3 of 3
2:34.0,Defensive rebound by Team,,92-94,,
2:33.0,,,92-94,,Loose ball foul by Z. Randolph (drawn by E. Davis)
2:33.0,E. Davis misses free throw 1 of 2,,92-94,,
2:33.0,Offensive rebound by Team,,92-94,,
2:33.0,E. Davis makes free throw 2 of 2,1,93-94,,
2:17.0,Personal foul by E. Davis (drawn by Z. Randolph),,93-94,,
2:06.0,,,93-97,3,J. Green makes 3-pt shot from 25 ft
1:55.0,Shooting foul by M. Barnes (drawn by D. Lillard),,93-97,,
1:55.0,D. Lillard misses free throw 1 of 2,,93-97,,
1:55.0,Offensive rebound by Team,,93-97,,
1:55.0,D. Lillard makes free throw 2 of 2,1,94-97,,
1:33.0,,,94-99,2,Z. Randolph makes 2-pt shot from 15 ft
1:25.0,E. Davis makes 2-pt shot at rim (assist by D. Lillard),2,96-99,,
1:10.0,,,96-99,,Offensive charge foul by M. Conley
1:10.0,,,96-99,,Turnover by M. Conley (offensive foul)
0:56.0,C. McCollum makes 2-pt shot from 8 ft,2,98-99,,
0:32.0,,,98-99,,J. Green misses 2-pt shot from 14 ft
0:31.0,Defensive rebound by A. Aminu,,98-99,,
0:31.0,Portland full timeout,,98-99,,
0:31.0,M. Leonard enters the game for E. Davis,,98-99,,
0:23.0,D. Lillard makes 2-pt shot from 7 ft,2,100-99,,
0:23.0,,,100-99,,Memphis full timeout
0:23.0,,,100-99,,C. Lee enters the game for T. Allen
0:23.0,E. Davis enters the game for M. Leonard,,100-99,,
0:20.0,,,100-101,2,M. Conley makes 2-pt shot from 11 ft
0:20.0,Portland full timeout,,100-101,,
0:20.0,,,100-101,,T. Allen enters the game for C. Lee
0:17.0,D. Lillard misses 2-pt shot from 20 ft,,100-101,,
0:15.0,Offensive rebound by E. Davis,,100-101,,
0:13.0,E. Davis misses 2-pt shot at rim,,100-101,,
0:11.0,Offensive rebound by E. Davis,,100-101,,
0:11.0,E. Davis misses 2-pt shot at rim,,100-101,,
0:10.0,,,100-101,,Defensive rebound by M. Conley
0:08.0,,,100-101,,Shooting foul by G. Henderson (drawn by T. Allen)
0:08.0,,,100-101,,T. Allen misses free throw 1 of 2
0:08.0,,,100-101,,Offensive rebound by Team
0:08.0,M. Plumlee enters the game for C. McCollum,,100-101,,
0:08.0,,,100-101,,M. Chalmers enters the game for Z. Randolph
0:08.0,A. Crabbe enters the game for A. Aminu,,100-101,,
0:08.0,C. McCollum enters the game for M. Plumlee,,100-101,,
0:08.0,,,100-102,1,T. Allen makes free throw 2 of 2
0:02.0,D. Lillard misses 3-pt shot from 27 ft,,100-102,,
0:01.0,Offensive rebound by C. McCollum,,100-102,,
0:01.0,C. McCollum misses 2-pt shot at rim,,100-102,,
0:00.0,Offensive rebound by A. Crabbe,,100-102,,
