time,Minnesota,pts.away,score,pts.home,Utah
6:46.0,Z. LaVine makes 2-pt shot at rim (assist by S. Muhammad),2,37-38,,
6:41.0,,,37-38,,Utah full timeout
6:41.0,K. Towns enters the game for N. Bjelica,,37-38,,
6:41.0,,,37-38,,R. Gobert enters the game for T. Booker
6:33.0,,,37-38,,Shooting foul by G. Dieng (drawn by R. Gobert)
6:33.0,,,37-39,1,R. Gobert makes free throw 1 of 2
6:33.0,,,37-40,1,R. Gobert makes free throw 2 of 2
6:14.0,Z. LaVine makes 2-pt shot from 20 ft,2,39-40,,
5:56.0,,,39-43,3,R. Neto makes 3-pt shot from 24 ft (assist by J. Ingles)
5:43.0,Turnover by K. Towns (bad pass),,39-43,,
5:21.0,,,39-43,,D. Favors misses 2-pt shot from 9 ft
5:19.0,,,39-43,,Offensive rebound by R. Gobert
5:19.0,,,39-45,2,R. Gobert makes 2-pt shot from 2 ft
5:05.0,Offensive foul by K. Towns,,39-45,,
5:05.0,Turnover by K. Towns (offensive foul),,39-45,,
5:05.0,R. Rubio enters the game for Z. LaVine,,39-45,,
4:55.0,,,39-47,2,D. Favors makes 2-pt shot from 2 ft
4:37.0,K. Towns makes 2-pt shot at rim (assist by R. Rubio),2,41-47,,
4:19.0,,,41-49,2,R. Neto makes 2-pt shot from 14 ft
4:02.0,Shooting foul by J. Ingles (drawn by G. Dieng),,41-49,,
4:02.0,G. Dieng misses free throw 1 of 2,,41-49,,
4:02.0,Offensive rebound by Team,,41-49,,
4:02.0,Z. LaVine enters the game for S. Muhammad,,41-49,,
4:02.0,,,41-49,,R. Hood enters the game for J. Ingles
4:02.0,G. Dieng makes free throw 2 of 2,1,42-49,,
3:41.0,,,42-49,,Turnover by D. Favors (lost ball; steal by A. Wiggins)
3:40.0,,,42-49,,Personal foul by R. Gobert (drawn by R. Rubio)
3:39.0,,,42-49,,T. Lyles enters the game for R. Gobert
3:18.0,Shooting foul by D. Favors (drawn by G. Dieng),,42-49,,
3:18.0,G. Dieng makes free throw 1 of 2,1,43-49,,
3:18.0,G. Dieng makes free throw 2 of 2,1,44-49,,
3:09.0,,,44-49,,G. Hayward misses 3-pt shot from 24 ft
3:08.0,Defensive rebound by K. Towns,,44-49,,
3:03.0,Z. LaVine makes 2-pt shot from 1 ft,2,46-49,,
3:03.0,Shooting foul by R. Hood (drawn by Z. LaVine),,46-49,,
3:03.0,,,46-49,,J. Ingles enters the game for R. Hood
3:03.0,Z. LaVine makes free throw 1 of 1,1,47-49,,
2:48.0,Def 3 sec tech foul by K. Towns,,47-49,,
2:48.0,,,47-49,,Utah full timeout
2:48.0,,,47-50,1,G. Hayward makes technical free throw
2:40.0,,,47-52,2,D. Favors makes 2-pt shot from 12 ft (assist by R. Neto)
2:24.0,A. Wiggins misses 2-pt shot from 4 ft (block by D. Favors),,47-52,,
2:23.0,,,47-52,,Defensive rebound by D. Favors
2:10.0,,,47-52,,G. Hayward misses 2-pt shot from 4 ft
2:09.0,,,47-52,,Offensive rebound by D. Favors
2:06.0,,,47-54,2,D. Favors makes 2-pt shot from 2 ft
1:45.0,R. Rubio misses 3-pt shot from 23 ft,,47-54,,
1:44.0,,,47-54,,Defensive rebound by D. Favors
1:24.0,,,47-54,,T. Lyles misses 2-pt shot from 7 ft
1:24.0,Defensive rebound by R. Rubio,,47-54,,
1:20.0,Z. LaVine makes 2-pt shot at rim (assist by R. Rubio),2,49-54,,
1:19.0,,,49-54,,Utah full timeout
1:00.0,,,49-54,,J. Ingles misses 3-pt shot from 22 ft
1:00.0,Defensive rebound by G. Dieng,,49-54,,
0:49.0,,,49-54,,Personal foul by J. Ingles (drawn by R. Rubio)
0:49.0,R. Rubio makes free throw 1 of 2,1,50-54,,
0:49.0,,,50-54,,T. Booker enters the game for D. Favors
0:49.0,R. Rubio makes free throw 2 of 2,1,51-54,,
0:31.0,,,51-54,,G. Hayward misses 2-pt shot from 19 ft
0:31.0,Defensive rebound by G. Dieng,,51-54,,
0:22.0,A. Wiggins makes 2-pt shot from 6 ft,2,53-54,,
0:08.0,Violation by R. Rubio (kicked ball),,53-54,,
0:06.0,,,53-56,2,G. Hayward makes 2-pt shot at rim (assist by T. Lyles)
0:04.0,Minnesota full timeout,,53-56,,
0:04.0,,,53-56,,C. Johnson enters the game for G. Hayward
0:00.0,Z. LaVine makes 2-pt shot from 23 ft (assist by K. Towns),2,55-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,55-56,,Turnover by R. Neto (bad pass)
11:26.0,A. Wiggins makes 2-pt shot from 17 ft,2,57-56,,
11:05.0,,,57-56,,R. Hood misses 3-pt shot from 25 ft
11:05.0,Defensive rebound by T. Prince,,57-56,,
10:58.0,Turnover by K. Towns (bad pass; steal by R. Gobert),,57-56,,
10:52.0,,,57-56,,Turnover by G. Hayward (bad pass; steal by K. Towns)
10:34.0,K. Towns makes 2-pt shot from 4 ft,2,59-56,,
10:11.0,,,59-58,2,D. Favors makes 2-pt shot from 15 ft (assist by R. Hood)
9:54.0,K. Towns misses 2-pt shot from 2 ft,,59-58,,
9:53.0,Offensive rebound by G. Dieng,,59-58,,
9:39.0,G. Dieng makes 2-pt shot from 3 ft (assist by R. Rubio),2,61-58,,
9:14.0,,,61-58,,R. Neto misses 2-pt shot from 1 ft
9:14.0,Defensive rebound by K. Towns,,61-58,,
9:05.0,A. Wiggins misses 2-pt shot from 12 ft,,61-58,,
9:05.0,,,61-58,,Defensive rebound by R. Gobert
8:52.0,,,61-58,,D. Favors misses 2-pt shot from 6 ft (block by K. Towns)
8:50.0,Defensive rebound by G. Dieng,,61-58,,
8:44.0,K. Towns misses 2-pt shot from 1 ft,,61-58,,
8:44.0,,,61-58,,Defensive rebound by R. Gobert
8:39.0,,,61-58,,Shooting foul by A. Wiggins (drawn by R. Hood)
8:39.0,,,61-59,1,R. Hood makes free throw 1 of 2
8:39.0,,,61-60,1,R. Hood makes free throw 2 of 2
8:36.0,Minnesota full timeout,,61-60,,
8:17.0,G. Dieng misses 2-pt shot from 10 ft,,61-60,,
8:16.0,,,61-60,,Defensive rebound by G. Hayward
7:57.0,,,61-63,3,R. Hood makes 3-pt shot from 23 ft
7:37.0,K. Towns misses 2-pt shot from 2 ft,,61-63,,
7:36.0,Offensive rebound by G. Dieng,,61-63,,
7:34.0,G. Dieng misses 2-pt shot from 2 ft,,61-63,,
7:31.0,,,61-63,,Defensive rebound by D. Favors
7:22.0,,,61-63,,R. Hood misses 3-pt shot from 22 ft
7:22.0,Defensive rebound by K. Towns,,61-63,,
7:18.0,Turnover by K. Towns (bad pass; steal by R. Gobert),,61-63,,
7:16.0,,,61-63,,Shooting foul by R. Rubio (drawn by R. Gobert)
7:16.0,,,61-63,,R. Gobert misses free throw 1 of 2
7:16.0,,,61-63,,Offensive rebound by Team
7:16.0,,,61-63,,R. Gobert misses free throw 2 of 2
7:15.0,Defensive rebound by K. Towns,,61-63,,
7:03.0,K. Towns makes 2-pt shot from 1 ft (assist by G. Dieng),2,63-63,,
7:03.0,Shooting foul by D. Favors (drawn by K. Towns),,63-63,,
7:03.0,,,63-63,,T. Booker enters the game for D. Favors
7:03.0,K. Towns makes free throw 1 of 1,1,64-63,,
6:44.0,,,64-66,3,T. Booker makes 3-pt shot from 23 ft (assist by R. Neto)
6:31.0,K. Towns makes 3-pt shot from 24 ft,3,67-66,,
6:15.0,,,67-66,,Turnover by T. Booker (bad pass)
6:08.0,,,67-66,,Personal foul by G. Hayward (drawn by A. Wiggins)
5:52.0,T. Prince misses 2-pt shot from 19 ft,,67-66,,
5:52.0,,,67-66,,Defensive rebound by G. Hayward
5:39.0,,,67-68,2,R. Hood makes 2-pt shot from 15 ft
5:18.0,A. Wiggins misses 2-pt shot from 19 ft,,67-68,,
5:17.0,,,67-68,,Defensive rebound by T. Booker
5:12.0,,,67-68,,Turnover by T. Booker (bad pass; steal by R. Rubio)
5:05.0,Shooting foul by R. Hood (drawn by K. Towns),,67-68,,
5:05.0,K. Towns makes free throw 1 of 2,1,68-68,,
5:05.0,S. Muhammad enters the game for T. Prince,,68-68,,
5:05.0,,,68-68,,D. Favors enters the game for R. Gobert
5:05.0,K. Towns makes free throw 2 of 2,1,69-68,,
4:58.0,Personal foul by A. Wiggins (drawn by R. Hood),,69-68,,
4:58.0,Z. LaVine enters the game for R. Rubio,,69-68,,
4:42.0,,,69-68,,T. Booker misses 2-pt shot from 4 ft
4:42.0,,,69-68,,Offensive rebound by D. Favors
4:40.0,,,69-70,2,D. Favors makes 2-pt shot at rim
4:16.0,A. Wiggins misses 2-pt shot from 21 ft,,69-70,,
4:15.0,,,69-70,,Defensive rebound by T. Booker
4:00.0,,,69-72,2,G. Hayward makes 2-pt shot from 10 ft
3:49.0,,,69-72,,Personal foul by T. Booker (drawn by K. Towns)
3:49.0,,,69-72,,C. Johnson enters the game for R. Hood
3:49.0,N. Pekovic enters the game for K. Towns,,69-72,,
3:36.0,A. Wiggins misses 2-pt shot from 9 ft,,69-72,,
3:36.0,,,69-72,,Defensive rebound by D. Favors
3:19.0,Violation by G. Dieng (kicked ball),,69-72,,
3:19.0,,,69-72,,Utah full timeout
3:19.0,,,69-72,,T. Burke enters the game for R. Neto
3:19.0,,,69-72,,R. Hood enters the game for G. Hayward
3:19.0,T. Prince enters the game for A. Wiggins,,69-72,,
3:19.0,N. Bjelica enters the game for G. Dieng,,69-72,,
3:09.0,,,69-74,2,T. Booker makes 2-pt shot at rim (assist by D. Favors)
2:53.0,N. Bjelica misses 3-pt shot from 22 ft (block by T. Booker),,69-74,,
2:50.0,,,69-74,,Defensive rebound by T. Booker
2:41.0,,,69-77,3,T. Burke makes 3-pt shot from 24 ft (assist by R. Hood)
2:33.0,Minnesota full timeout,,69-77,,
2:26.0,Turnover by N. Bjelica (lost ball; steal by T. Booker),,69-77,,
2:10.0,,,69-79,2,D. Favors makes 2-pt shot from 9 ft (assist by R. Hood)
1:49.0,N. Bjelica misses 2-pt shot from 7 ft,,69-79,,
1:48.0,,,69-79,,Defensive rebound by D. Favors
1:33.0,,,69-82,3,T. Burke makes 3-pt shot from 24 ft (assist by T. Booker)
1:14.0,,,69-82,,Violation by R. Hood (kicked ball)
1:07.0,Turnover by N. Bjelica (lost ball; steal by T. Booker),,69-82,,
0:53.0,,,69-82,,Turnover by R. Hood (lost ball; steal by N. Pekovic)
0:46.0,Z. LaVine misses 2-pt shot at rim,,69-82,,
0:45.0,,,69-82,,Defensive rebound by T. Booker
0:33.0,Personal foul by Z. LaVine (drawn by T. Burke),,69-82,,
0:20.0,,,69-82,,R. Hood misses 3-pt shot from 24 ft
0:19.0,Defensive rebound by N. Pekovic,,69-82,,
0:02.0,Turnover by Z. LaVine (lost ball; steal by T. Burke),,69-82,,
0:00.0,,,69-82,,T. Burke misses 3-pt shot from 40 ft
0:00.0,,,69-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,S. Muhammad misses 2-pt shot from 9 ft,,69-82,,
11:42.0,,,69-82,,Defensive rebound by C. Johnson
11:25.0,,,69-82,,T. Burke misses 3-pt shot from 24 ft
11:25.0,Defensive rebound by S. Muhammad,,69-82,,
11:09.0,Z. LaVine misses 2-pt shot from 20 ft,,69-82,,
11:08.0,Offensive rebound by G. Dieng,,69-82,,
10:50.0,S. Muhammad misses 3-pt shot from 24 ft,,69-82,,
10:49.0,,,69-82,,Defensive rebound by R. Gobert
10:37.0,,,69-82,,Turnover by G. Hayward (bad pass)
10:37.0,K. Towns enters the game for N. Pekovic,,69-82,,
10:25.0,S. Muhammad misses 3-pt shot from 24 ft,,69-82,,
10:24.0,,,69-82,,Defensive rebound by T. Booker
10:10.0,Violation by G. Dieng (kicked ball),,69-82,,
9:58.0,,,69-82,,T. Booker misses 2-pt shot from 22 ft
9:58.0,Defensive rebound by Team,,69-82,,
9:58.0,,,69-82,,Loose ball foul by R. Gobert (drawn by G. Dieng)
9:58.0,,,69-82,,D. Favors enters the game for T. Booker
9:38.0,S. Muhammad makes 2-pt shot from 6 ft,2,71-82,,
9:20.0,,,71-82,,G. Hayward misses 3-pt shot from 23 ft
9:20.0,Defensive rebound by S. Muhammad,,71-82,,
9:03.0,G. Dieng misses 2-pt shot from 18 ft,,71-82,,
9:03.0,Offensive rebound by K. Towns,,71-82,,
8:56.0,S. Muhammad misses 2-pt shot from 6 ft,,71-82,,
8:54.0,Offensive rebound by K. Towns,,71-82,,
8:54.0,Shooting foul by C. Johnson (drawn by S. Muhammad),,71-82,,
8:54.0,Minnesota full timeout,,71-82,,
8:54.0,,,71-82,,J. Ingles enters the game for C. Johnson
8:54.0,R. Rubio enters the game for T. Prince,,71-82,,
8:54.0,,,71-82,,R. Hood enters the game for G. Hayward
8:54.0,S. Muhammad misses free throw 1 of 2,,71-82,,
8:54.0,Offensive rebound by Team,,71-82,,
8:54.0,S. Muhammad misses free throw 2 of 2,,71-82,,
8:53.0,,,71-82,,Defensive rebound by R. Gobert
8:42.0,,,71-84,2,D. Favors makes 2-pt shot from 2 ft (assist by T. Burke)
8:42.0,,,71-84,,Shooting foul by G. Dieng (drawn by D. Favors)
8:42.0,,,71-84,,D. Favors misses free throw 1 of 1
8:41.0,,,71-84,,Offensive rebound by J. Ingles
8:33.0,,,71-84,,D. Favors misses 2-pt shot from 16 ft
8:33.0,Defensive rebound by G. Dieng,,71-84,,
8:17.0,Turnover by K. Towns (3 sec),,71-84,,
8:17.0,A. Wiggins enters the game for S. Muhammad,,71-84,,
8:00.0,,,71-84,,T. Burke misses 3-pt shot from 24 ft
8:00.0,,,71-84,,Offensive rebound by R. Gobert
7:45.0,,,71-84,,R. Hood misses 2-pt shot from 13 ft
7:45.0,Defensive rebound by K. Towns,,71-84,,
7:35.0,Shooting foul by D. Favors (drawn by R. Rubio),,71-84,,
7:35.0,R. Rubio makes free throw 1 of 2,1,72-84,,
7:35.0,,,72-84,,G. Hayward enters the game for T. Burke
7:35.0,,,72-84,,T. Booker enters the game for D. Favors
7:35.0,R. Rubio misses free throw 2 of 2,,72-84,,
7:34.0,Offensive rebound by G. Dieng,,72-84,,
7:24.0,G. Dieng makes 2-pt shot from 1 ft (assist by R. Rubio),2,74-84,,
7:04.0,,,74-87,3,J. Ingles makes 3-pt shot from 25 ft (assist by R. Hood)
6:46.0,R. Rubio misses 2-pt shot from 2 ft,,74-87,,
6:46.0,,,74-87,,Defensive rebound by T. Booker
6:40.0,,,74-89,2,R. Gobert makes 2-pt shot at rim (assist by J. Ingles)
6:40.0,Minnesota full timeout,,74-89,,
6:21.0,A. Wiggins misses 2-pt shot from 2 ft,,74-89,,
6:21.0,,,74-89,,Defensive rebound by R. Gobert
6:15.0,,,74-89,,Turnover by T. Booker (lost ball; steal by A. Wiggins)
6:02.0,G. Dieng makes 2-pt shot from 21 ft (assist by Z. LaVine),2,76-89,,
5:43.0,,,76-89,,R. Hood misses 2-pt shot from 13 ft
5:42.0,,,76-89,,Offensive rebound by G. Hayward
5:29.0,,,76-91,2,T. Booker makes 2-pt shot from 1 ft (assist by R. Gobert)
5:07.0,,,76-91,,Personal foul by J. Ingles (drawn by A. Wiggins)
5:07.0,,,76-91,,D. Favors enters the game for T. Booker
4:55.0,Z. LaVine misses 2-pt shot from 14 ft,,76-91,,
4:54.0,,,76-91,,Defensive rebound by J. Ingles
4:28.0,,,76-91,,R. Hood misses 3-pt shot from 24 ft
4:28.0,Defensive rebound by K. Towns,,76-91,,
4:17.0,R. Rubio misses 3-pt shot from 24 ft,,76-91,,
4:15.0,Offensive rebound by K. Towns,,76-91,,
4:14.0,K. Towns makes 2-pt shot at rim,2,78-91,,
3:54.0,,,78-94,3,G. Hayward makes 3-pt shot from 23 ft (assist by J. Ingles)
3:43.0,Turnover by Z. LaVine (lost ball),,78-94,,
3:43.0,,,78-94,,T. Burke enters the game for J. Ingles
3:19.0,,,78-94,,R. Hood misses 2-pt shot from 15 ft
3:17.0,Defensive rebound by G. Dieng,,78-94,,
3:10.0,G. Dieng misses 2-pt shot from 1 ft,,78-94,,
3:08.0,,,78-94,,Defensive rebound by D. Favors
3:03.0,,,78-94,,Utah full timeout
2:49.0,,,78-94,,D. Favors misses 2-pt shot from 4 ft
2:48.0,Defensive rebound by K. Towns,,78-94,,
2:41.0,K. Towns makes 2-pt shot from 3 ft,2,80-94,,
2:14.0,,,80-94,,R. Gobert misses 2-pt shot from 4 ft
2:13.0,Defensive rebound by G. Dieng,,80-94,,
2:04.0,K. Towns makes 2-pt shot from 20 ft (assist by R. Rubio),2,82-94,,
1:44.0,Personal foul by Z. LaVine (drawn by R. Hood),,82-94,,
1:36.0,,,82-94,,R. Gobert misses 2-pt shot from 1 ft
1:35.0,,,82-94,,Offensive rebound by R. Gobert
1:30.0,,,82-94,,Turnover by R. Gobert (bad pass; steal by R. Rubio)
1:20.0,K. Towns makes 2-pt shot from 18 ft (assist by R. Rubio),2,84-94,,
1:20.0,,,84-94,,Utah full timeout
1:20.0,,,84-94,,T. Booker enters the game for R. Gobert
1:12.0,,,84-96,2,R. Hood makes 2-pt shot from 19 ft
1:00.0,,,84-96,,Personal foul by T. Burke (drawn by K. Towns)
1:00.0,K. Towns makes free throw 1 of 2,1,85-96,,
1:00.0,K. Towns makes free throw 2 of 2,1,86-96,,
0:48.0,,,86-98,2,R. Hood makes 2-pt shot from 3 ft
0:43.0,Turnover by R. Rubio (lost ball; steal by R. Hood),,86-98,,
0:39.0,Personal foul by Z. LaVine (drawn by G. Hayward),,86-98,,
0:39.0,,,86-99,1,G. Hayward makes free throw 1 of 2
0:39.0,,,86-99,,C. Johnson enters the game for R. Hood
0:39.0,,,86-99,,T. Lyles enters the game for D. Favors
0:39.0,,,86-100,1,G. Hayward makes free throw 2 of 2
0:32.0,Z. LaVine makes 2-pt shot from 2 ft,2,88-100,,
0:32.0,Shooting foul by T. Booker (drawn by Z. LaVine),,88-100,,
0:32.0,,,88-100,,J. Ingles enters the game for G. Hayward
0:32.0,Z. LaVine misses free throw 1 of 1,,88-100,,
0:31.0,,,88-100,,Defensive rebound by T. Booker
0:12.0,,,88-103,3,T. Burke makes 3-pt shot from 24 ft
