time,Houston,pts.away,score,pts.home,LA Clippers
11:24.0,M. Thornton misses 2-pt shot from 17 ft,,21-35,,
11:23.0,,,21-35,,Defensive rebound by D. Jordan
11:08.0,,,21-35,,Turnover by W. Johnson (bad pass; steal by T. Lawson)
11:06.0,Shooting foul by P. Prigioni (drawn by M. Harrell),,21-35,,
11:06.0,M. Harrell makes free throw 1 of 2,1,22-35,,
11:06.0,M. Harrell makes free throw 2 of 2,1,23-35,,
10:57.0,,,23-35,,Turnover by A. Rivers (bad pass; steal by D. Howard)
10:52.0,C. Brewer makes 2-pt shot from 2 ft (assist by M. Thornton),2,25-35,,
10:36.0,,,25-35,,J. Crawford misses 2-pt shot from 5 ft
10:33.0,Defensive rebound by D. Howard,,25-35,,
10:21.0,C. Brewer makes 2-pt shot from 2 ft (assist by T. Lawson),2,27-35,,
10:07.0,,,27-35,,Turnover by P. Prigioni (bad pass; steal by C. Brewer)
10:02.0,M. Thornton makes 2-pt shot from 1 ft (assist by C. Brewer),2,29-35,,
9:44.0,,,29-35,,A. Rivers misses 2-pt shot from 19 ft
9:43.0,,,29-35,,Offensive rebound by P. Prigioni
9:38.0,,,29-38,3,W. Johnson makes 3-pt shot from 25 ft (assist by J. Crawford)
9:16.0,,,29-38,,Violation by D. Jordan (def goaltending)
9:16.0,M. Thornton misses 2-pt shot from 3 ft,,29-38,,
9:16.0,Offensive rebound by D. Howard,,29-38,,
9:16.0,D. Howard makes 2-pt shot from 1 ft,2,31-38,,
9:04.0,,,31-38,,J. Crawford misses 2-pt shot from 17 ft
9:02.0,Defensive rebound by D. Howard,,31-38,,
8:53.0,C. Brewer misses 3-pt shot from 25 ft,,31-38,,
8:50.0,Offensive rebound by C. Brewer,,31-38,,
8:47.0,M. Thornton makes 3-pt shot from 27 ft (assist by C. Brewer),3,34-38,,
8:31.0,,,34-38,,W. Johnson misses 3-pt shot from 27 ft
8:30.0,Defensive rebound by M. Thornton,,34-38,,
8:25.0,M. Thornton misses 3-pt shot from 25 ft,,34-38,,
8:23.0,,,34-38,,Defensive rebound by W. Johnson
8:18.0,Personal foul by C. Brewer (drawn by J. Crawford),,34-38,,
8:18.0,Official timeout,,34-38,,
8:09.0,,,34-41,3,W. Johnson makes 3-pt shot from 24 ft
7:47.0,D. Howard makes 2-pt shot from 3 ft (assist by M. Thornton),2,36-41,,
7:33.0,,,36-43,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
7:13.0,Shooting foul by W. Johnson (drawn by D. Howard),,36-43,,
7:13.0,D. Howard misses free throw 1 of 2,,36-43,,
7:13.0,Offensive rebound by Team,,36-43,,
7:13.0,T. Jones enters the game for M. Harrell,,36-43,,
7:13.0,D. Howard makes free throw 2 of 2,1,37-43,,
7:06.0,Personal foul by T. Lawson (drawn by P. Prigioni),,37-43,,
7:06.0,,,37-43,,C. Paul enters the game for P. Prigioni
7:06.0,P. Beverley enters the game for T. Lawson,,37-43,,
6:57.0,,,37-43,,J. Crawford misses 2-pt shot from 3 ft (block by T. Jones)
6:52.0,Defensive rebound by D. Howard,,37-43,,
6:50.0,C. Brewer misses 2-pt shot from 2 ft (block by D. Jordan),,37-43,,
6:48.0,,,37-43,,Defensive rebound by W. Johnson
6:42.0,,,37-45,2,J. Crawford makes 2-pt shot from 2 ft (assist by W. Johnson)
6:26.0,C. Brewer makes 2-pt shot at rim (assist by M. Thornton),2,39-45,,
6:13.0,,,39-45,,Turnover by C. Paul (bad pass; steal by C. Brewer)
6:08.0,Shooting foul by W. Johnson (drawn by T. Jones),,39-45,,
6:08.0,T. Jones makes free throw 1 of 2,1,40-45,,
6:08.0,J. Harden enters the game for M. Thornton,,40-45,,
6:08.0,,,40-45,,J. Redick enters the game for J. Crawford
6:08.0,T. Jones misses free throw 2 of 2,,40-45,,
6:07.0,,,40-45,,Defensive rebound by D. Jordan
5:54.0,,,40-45,,W. Johnson misses 3-pt shot from 23 ft
5:53.0,Defensive rebound by T. Jones,,40-45,,
5:37.0,D. Howard misses 2-pt shot from 3 ft,,40-45,,
5:36.0,Offensive rebound by D. Howard,,40-45,,
5:35.0,D. Howard misses 2-pt shot from 3 ft,,40-45,,
5:33.0,,,40-45,,Defensive rebound by A. Rivers
5:27.0,,,40-48,3,W. Johnson makes 3-pt shot from 25 ft (assist by C. Paul)
5:14.0,Offensive foul by J. Harden,,40-48,,
5:14.0,Turnover by J. Harden (offensive foul),,40-48,,
5:14.0,,,40-48,,LA Clippers full timeout
5:14.0,,,40-48,,P. Pierce enters the game for W. Johnson
5:00.0,,,40-51,3,J. Redick makes 3-pt shot from 24 ft
4:40.0,C. Brewer misses 3-pt shot from 24 ft,,40-51,,
4:39.0,Offensive rebound by D. Howard,,40-51,,
4:36.0,J. Harden misses 3-pt shot from 25 ft,,40-51,,
4:34.0,,,40-51,,Defensive rebound by C. Paul
4:25.0,,,40-51,,J. Redick misses 3-pt shot from 26 ft
4:24.0,Defensive rebound by C. Brewer,,40-51,,
4:20.0,Shooting foul by A. Rivers (drawn by D. Howard),,40-51,,
4:20.0,D. Howard misses free throw 1 of 2,,40-51,,
4:20.0,Offensive rebound by Team,,40-51,,
4:20.0,T. Ariza enters the game for C. Brewer,,40-51,,
4:20.0,D. Howard makes free throw 2 of 2,1,41-51,,
4:04.0,,,41-51,,C. Paul misses 3-pt shot from 23 ft
4:03.0,Defensive rebound by D. Howard,,41-51,,
3:55.0,,,41-51,,Personal foul by C. Paul (drawn by T. Jones)
3:55.0,T. Jones misses free throw 1 of 2,,41-51,,
3:55.0,Offensive rebound by Team,,41-51,,
3:55.0,,,41-51,,L. Mbah a Moute enters the game for A. Rivers
3:55.0,C. Capela enters the game for D. Howard,,41-51,,
3:55.0,T. Jones misses free throw 2 of 2,,41-51,,
3:54.0,,,41-51,,Defensive rebound by P. Pierce
3:40.0,,,41-54,3,P. Pierce makes 3-pt shot from 26 ft (assist by C. Paul)
3:24.0,Shooting foul by L. Mbah a Moute (drawn by C. Capela),,41-54,,
3:24.0,C. Capela makes free throw 1 of 2,1,42-54,,
3:24.0,C. Capela misses free throw 2 of 2,,42-54,,
3:23.0,,,42-54,,Defensive rebound by D. Jordan
3:10.0,,,42-54,,Offensive foul by C. Paul
3:10.0,,,42-54,,Turnover by C. Paul (offensive foul)
3:10.0,,,42-54,,Technical foul by C. Paul
3:10.0,,,42-54,,J. Crawford enters the game for L. Mbah a Moute
3:10.0,J. Harden misses technical free throw,,42-54,,
3:10.0,Offensive rebound by Team,,42-54,,
2:54.0,C. Capela misses 2-pt shot from 3 ft,,42-54,,
2:52.0,,,42-54,,Defensive rebound by D. Jordan
2:32.0,,,42-54,,C. Paul misses 3-pt shot from 29 ft
2:31.0,Defensive rebound by T. Jones,,42-54,,
2:18.0,T. Jones makes 2-pt shot from 2 ft,2,44-54,,
2:18.0,Shooting foul by D. Jordan (drawn by T. Jones),,44-54,,
2:18.0,Houston full timeout,,44-54,,
2:18.0,D. Howard enters the game for C. Capela,,44-54,,
2:18.0,T. Jones makes free throw 1 of 1,1,45-54,,
2:18.0,Loose ball foul by P. Beverley (drawn by D. Jordan),,45-54,,
2:18.0,C. Brewer enters the game for T. Jones,,45-54,,
2:17.0,Personal take foul by C. Brewer (drawn by D. Jordan),,45-54,,
2:17.0,Personal take foul by C. Brewer (drawn by D. Jordan),,45-54,,
2:17.0,,,45-54,,D. Jordan misses free throw 1 of 2
2:17.0,,,45-54,,Offensive rebound by Team
2:17.0,,,45-55,1,D. Jordan makes free throw 2 of 2
1:51.0,J. Harden makes 3-pt shot from 26 ft (assist by D. Howard),3,48-55,,
1:30.0,,,48-55,,C. Paul misses 2-pt shot from 17 ft
1:26.0,Defensive rebound by D. Howard,,48-55,,
1:21.0,J. Harden misses 3-pt shot from 25 ft,,48-55,,
1:21.0,,,48-55,,Defensive rebound by Team
1:00.0,,,48-57,2,C. Paul makes 2-pt shot from 2 ft
0:38.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,50-57,,
0:31.0,,,50-59,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
0:27.0,,,50-59,,Personal take foul by C. Paul (drawn by D. Howard)
0:27.0,D. Howard makes free throw 1 of 2,1,51-59,,
0:27.0,K. McDaniels enters the game for C. Brewer,,51-59,,
0:27.0,,,51-59,,A. Rivers enters the game for D. Jordan
0:27.0,D. Howard makes free throw 2 of 2,1,52-59,,
0:04.0,,,52-59,,J. Crawford misses 2-pt shot from 2 ft
0:03.0,Defensive rebound by T. Ariza,,52-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,52-62,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
11:25.0,Shooting foul by P. Pierce (drawn by J. Harden),,52-62,,
11:25.0,J. Harden makes free throw 1 of 2,1,53-62,,
11:25.0,J. Harden makes free throw 2 of 2,1,54-62,,
11:11.0,,,54-65,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
10:57.0,,,54-65,,Def 3 sec tech foul by P. Pierce
10:57.0,J. Harden makes technical free throw,1,55-65,,
10:48.0,D. Howard makes 2-pt shot from 2 ft (assist by J. Harden),2,57-65,,
10:29.0,Personal foul by P. Beverley (drawn by L. Mbah a Moute),,57-65,,
10:23.0,,,57-65,,Shooting foul by P. Beverley (drawn by P. Pierce)
10:23.0,,,57-65,,P. Pierce misses free throw 1 of 3
10:23.0,,,57-65,,Offensive rebound by Team
10:23.0,,,57-66,1,P. Pierce makes free throw 2 of 3
10:23.0,T. Lawson enters the game for P. Beverley,,57-66,,
10:23.0,,,57-66,,P. Pierce misses free throw 3 of 3
10:22.0,Defensive rebound by D. Howard,,57-66,,
10:11.0,Shooting foul by J. Redick (drawn by J. Harden),,57-66,,
10:11.0,J. Harden makes free throw 1 of 2,1,58-66,,
10:11.0,J. Harden makes free throw 2 of 2,1,59-66,,
9:49.0,,,59-69,3,J. Redick makes 3-pt shot from 28 ft (assist by L. Mbah a Moute)
9:37.0,,,59-69,,Personal foul by L. Mbah a Moute (drawn by J. Harden)
9:37.0,,,59-69,,Technical foul by J. Redick
9:37.0,Technical foul by J. Harden,,59-69,,
9:24.0,C. Capela misses 2-pt shot from 3 ft (block by C. Paul),,59-69,,
9:24.0,Offensive rebound by Team,,59-69,,
9:22.0,Shooting foul by P. Pierce (drawn by C. Capela),,59-69,,
9:22.0,C. Capela misses free throw 1 of 2,,59-69,,
9:22.0,Offensive rebound by Team,,59-69,,
9:22.0,C. Capela misses free throw 2 of 2,,59-69,,
9:21.0,,,59-69,,Defensive rebound by D. Jordan
9:05.0,,,59-69,,J. Redick misses 2-pt shot from 6 ft
9:04.0,Defensive rebound by D. Howard,,59-69,,
9:01.0,C. Capela makes 2-pt shot at rim,2,61-69,,
8:45.0,,,61-69,,C. Paul misses 2-pt shot from 19 ft
8:42.0,Defensive rebound by D. Howard,,61-69,,
8:37.0,J. Harden misses 3-pt shot from 25 ft (block by P. Pierce),,61-69,,
8:35.0,,,61-69,,Defensive rebound by D. Jordan
8:17.0,,,61-71,2,P. Pierce makes 2-pt shot from 12 ft (assist by C. Paul)
8:04.0,C. Capela makes 2-pt shot at rim (assist by D. Howard),2,63-71,,
7:47.0,,,63-74,3,P. Pierce makes 3-pt shot from 25 ft (assist by C. Paul)
7:35.0,T. Ariza misses 3-pt shot from 23 ft,,63-74,,
7:34.0,,,63-74,,Defensive rebound by D. Jordan
7:28.0,,,63-76,2,L. Mbah a Moute makes 2-pt shot from 1 ft
7:19.0,Houston full timeout,,63-76,,
7:12.0,,,63-76,,Personal foul by D. Jordan (drawn by D. Howard)
7:12.0,D. Howard makes free throw 1 of 2,1,64-76,,
7:12.0,T. Jones enters the game for C. Capela,,64-76,,
7:12.0,D. Howard misses free throw 2 of 2,,64-76,,
7:11.0,,,64-76,,Defensive rebound by D. Jordan
6:55.0,,,64-79,3,P. Pierce makes 3-pt shot from 27 ft (assist by C. Paul)
6:32.0,D. Howard misses 2-pt shot from 6 ft,,64-79,,
6:30.0,,,64-79,,Defensive rebound by P. Pierce
6:21.0,Personal foul by T. Lawson (drawn by D. Jordan),,64-79,,
6:21.0,Personal take foul by T. Jones (drawn by D. Jordan),,64-79,,
6:11.0,,,64-79,,P. Pierce misses 3-pt shot from 28 ft
6:09.0,Defensive rebound by T. Jones,,64-79,,
5:52.0,J. Harden makes 2-pt shot from 11 ft (assist by T. Lawson),2,66-79,,
5:29.0,,,66-79,,J. Redick misses 2-pt shot from 3 ft
5:26.0,,,66-79,,Offensive rebound by J. Redick
5:26.0,,,66-81,2,J. Redick makes 2-pt shot at rim
5:14.0,Shooting foul by P. Pierce (drawn by D. Howard),,66-81,,
5:14.0,D. Howard makes free throw 1 of 2,1,67-81,,
5:14.0,,,67-81,,W. Johnson enters the game for P. Pierce
5:14.0,D. Howard makes free throw 2 of 2,1,68-81,,
5:01.0,,,68-83,2,C. Paul makes 2-pt shot from 2 ft
5:01.0,,,68-83,,Shooting foul by T. Jones (drawn by C. Paul)
5:01.0,,,68-84,1,C. Paul makes free throw 1 of 1
4:41.0,Shooting foul by D. Jordan (drawn by D. Howard),,68-84,,
4:41.0,D. Howard makes free throw 1 of 2,1,69-84,,
4:41.0,D. Howard makes free throw 2 of 2,1,70-84,,
4:21.0,,,70-84,,Shooting foul by T. Lawson (drawn by L. Mbah a Moute)
4:21.0,,,70-84,,L. Mbah a Moute misses free throw 1 of 2
4:21.0,,,70-84,,Offensive rebound by Team
4:21.0,,,70-85,1,L. Mbah a Moute makes free throw 2 of 2
4:07.0,,,70-85,,Def 3 sec tech foul by L. Mbah a Moute
4:07.0,J. Harden misses technical free throw,,70-85,,
4:07.0,Offensive rebound by Team,,70-85,,
4:07.0,,,70-85,,J. Crawford enters the game for L. Mbah a Moute
4:07.0,C. Brewer enters the game for T. Ariza,,70-85,,
4:07.0,J. Terry enters the game for T. Lawson,,70-85,,
3:57.0,J. Harden misses 2-pt shot from 2 ft (block by W. Johnson),,70-85,,
3:55.0,Offensive rebound by T. Jones,,70-85,,
3:55.0,Turnover by T. Jones (traveling),,70-85,,
3:46.0,,,70-85,,W. Johnson misses 3-pt shot from 23 ft
3:45.0,Defensive rebound by C. Brewer,,70-85,,
3:37.0,J. Terry makes 3-pt shot from 26 ft (assist by D. Howard),3,73-85,,
3:14.0,,,73-85,,W. Johnson misses 2-pt shot from 15 ft
3:13.0,,,73-85,,Offensive rebound by D. Jordan
3:13.0,,,73-87,2,D. Jordan makes 2-pt shot at rim
2:54.0,Turnover by D. Howard (lost ball; steal by C. Paul),,73-87,,
2:54.0,,,73-87,,LA Clippers full timeout
2:54.0,C. Capela enters the game for D. Howard,,73-87,,
2:54.0,,,73-87,,A. Rivers enters the game for J. Redick
2:54.0,Personal take foul by C. Capela (drawn by D. Jordan),,73-87,,
2:54.0,,,73-88,1,D. Jordan makes free throw 1 of 2
2:54.0,,,73-88,,D. Jordan misses free throw 2 of 2
2:52.0,Defensive rebound by T. Jones,,73-88,,
2:39.0,T. Jones misses 2-pt shot from 2 ft (block by D. Jordan),,73-88,,
2:37.0,Offensive rebound by T. Jones,,73-88,,
2:36.0,Turnover by T. Jones (lost ball; steal by C. Paul),,73-88,,
2:32.0,,,73-88,,W. Johnson misses 2-pt shot from 20 ft
2:26.0,Defensive rebound by J. Terry,,73-88,,
2:21.0,J. Terry makes 3-pt shot from 26 ft,3,76-88,,
2:14.0,Personal take foul by C. Capela (drawn by D. Jordan),,76-88,,
2:14.0,,,76-88,,D. Jordan misses free throw 1 of 2
2:14.0,,,76-88,,Offensive rebound by Team
2:14.0,,,76-89,1,D. Jordan makes free throw 2 of 2
1:52.0,J. Terry misses 3-pt shot from 26 ft,,76-89,,
1:52.0,,,76-89,,Defensive rebound by Team
1:52.0,Loose ball foul by C. Capela (drawn by D. Jordan),,76-89,,
1:52.0,,,76-90,1,D. Jordan makes free throw 1 of 2
1:52.0,T. Lawson enters the game for J. Harden,,76-90,,
1:52.0,,,76-90,,D. Jordan misses free throw 2 of 2
1:51.0,Defensive rebound by C. Brewer,,76-90,,
1:37.0,T. Jones makes 2-pt shot from 2 ft (assist by T. Lawson),2,78-90,,
1:23.0,,,78-92,2,J. Crawford makes 2-pt shot from 5 ft (assist by W. Johnson)
1:01.0,Turnover by J. Terry (lost ball),,78-92,,
1:01.0,,,78-92,,C. Aldrich enters the game for D. Jordan
1:01.0,,,78-92,,P. Prigioni enters the game for C. Paul
0:53.0,,,78-92,,W. Johnson misses 3-pt shot from 27 ft
0:51.0,Defensive rebound by T. Jones,,78-92,,
0:47.0,C. Brewer makes 2-pt shot at rim (assist by T. Jones),2,80-92,,
0:27.0,,,80-92,,A. Rivers misses 2-pt shot from 7 ft
0:27.0,,,80-92,,Offensive rebound by C. Aldrich
0:27.0,,,80-94,2,C. Aldrich makes 2-pt shot from 1 ft
0:21.0,C. Capela misses 2-pt shot from 2 ft,,80-94,,
0:20.0,,,80-94,,Defensive rebound by W. Johnson
0:18.0,,,80-94,,Turnover by W. Johnson (lost ball; steal by T. Lawson)
0:02.0,Turnover by T. Lawson (bad pass; steal by P. Prigioni),,80-94,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,Shooting foul by A. Rivers (drawn by T. Lawson),,80-94,,
11:36.0,T. Lawson misses free throw 1 of 2,,80-94,,
11:36.0,Offensive rebound by Team,,80-94,,
11:36.0,T. Lawson makes free throw 2 of 2,1,81-94,,
11:12.0,,,81-96,2,J. Crawford makes 2-pt shot from 4 ft
10:59.0,Shooting foul by C. Aldrich (drawn by J. Terry),,81-96,,
10:59.0,J. Terry misses free throw 1 of 2,,81-96,,
10:59.0,Offensive rebound by Team,,81-96,,
10:59.0,J. Terry makes free throw 2 of 2,1,82-96,,
10:36.0,,,82-96,,Turnover by P. Prigioni (lost ball; steal by T. Lawson)
10:31.0,T. Ariza makes 2-pt shot at rim (assist by C. Brewer),2,84-96,,
10:16.0,,,84-96,,C. Aldrich misses 2-pt shot from 5 ft
10:14.0,Defensive rebound by D. Howard,,84-96,,
10:12.0,Turnover by D. Howard (bad pass),,84-96,,
10:03.0,,,84-96,,A. Rivers misses 2-pt shot from 5 ft
10:00.0,,,84-96,,Offensive rebound by C. Aldrich
10:00.0,,,84-98,2,C. Aldrich makes 2-pt shot from 1 ft
9:49.0,Shooting foul by C. Aldrich (drawn by D. Howard),,84-98,,
9:49.0,D. Howard makes free throw 1 of 2,1,85-98,,
9:49.0,M. Thornton enters the game for J. Terry,,85-98,,
9:49.0,D. Howard makes free throw 2 of 2,1,86-98,,
9:30.0,,,86-98,,P. Prigioni misses 2-pt shot from 13 ft
9:29.0,,,86-98,,Offensive rebound by Team
9:26.0,,,86-100,2,W. Johnson makes 2-pt shot at rim (assist by C. Aldrich)
9:09.0,T. Ariza makes 2-pt shot from 2 ft,2,88-100,,
8:51.0,,,88-102,2,J. Crawford makes 2-pt shot from 3 ft
8:40.0,T. Ariza makes 3-pt shot from 25 ft (assist by T. Lawson),3,91-102,,
8:17.0,,,91-102,,P. Prigioni misses 3-pt shot from 25 ft
8:16.0,,,91-102,,Offensive rebound by Team
