time,Dallas,pts.away,score,pts.home,Portland
5:15.0,,,20-5,,Defensive rebound by M. Plumlee
5:09.0,J. Anderson enters the game for W. Matthews,,20-5,,
5:05.0,,,20-5,,A. Crabbe misses 2-pt shot from 18 ft
5:04.0,Defensive rebound by Z. Pachulia,,20-5,,
4:48.0,Z. Pachulia misses 2-pt shot from 5 ft,,20-5,,
4:47.0,,,20-5,,Defensive rebound by M. Leonard
4:34.0,Personal foul by Z. Pachulia (drawn by M. Plumlee),,20-5,,
4:34.0,,,20-5,,E. Davis enters the game for M. Plumlee
4:25.0,,,20-7,2,C. McCollum makes 2-pt shot from 14 ft
4:10.0,D. Powell misses 2-pt shot from 19 ft,,20-7,,
4:09.0,,,20-7,,Defensive rebound by E. Davis
4:02.0,Personal foul by D. Powell (drawn by M. Leonard),,20-7,,
3:56.0,,,20-10,3,M. Leonard makes 3-pt shot from 24 ft (assist by M. Harkless)
3:55.0,Dallas full timeout,,20-10,,
3:47.0,Turnover by D. Harris (traveling),,20-10,,
3:33.0,,,20-13,3,A. Crabbe makes 3-pt shot from 24 ft (assist by C. McCollum)
3:23.0,D. Powell misses 2-pt shot from 19 ft,,20-13,,
3:22.0,,,20-13,,Defensive rebound by E. Davis
3:01.0,,,20-13,,A. Crabbe misses 3-pt shot from 24 ft
3:01.0,Defensive rebound by Z. Pachulia,,20-13,,
2:39.0,Z. Pachulia misses 2-pt shot from 5 ft,,20-13,,
2:36.0,Offensive rebound by D. Powell,,20-13,,
2:36.0,D. Powell misses 2-pt shot at rim,,20-13,,
2:35.0,,,20-13,,Defensive rebound by M. Harkless
2:25.0,,,20-13,,C. McCollum misses 2-pt shot from 20 ft
2:24.0,,,20-13,,Offensive rebound by Team
2:24.0,D. Nowitzki enters the game for Z. Pachulia,,20-13,,
2:24.0,R. Felton enters the game for D. Williams,,20-13,,
2:24.0,W. Matthews enters the game for J. Anderson,,20-13,,
2:14.0,,,20-13,,Turnover by C. McCollum (lost ball; steal by D. Powell)
2:13.0,,,20-13,,Personal foul by M. Harkless (drawn by W. Matthews)
2:13.0,W. Matthews makes free throw 1 of 2,1,21-13,,
2:13.0,W. Matthews makes free throw 2 of 2,1,22-13,,
1:54.0,,,22-13,,M. Leonard misses 2-pt shot from 17 ft
1:54.0,Defensive rebound by W. Matthews,,22-13,,
1:36.0,R. Felton misses 3-pt shot from 23 ft,,22-13,,
1:35.0,Offensive rebound by D. Powell,,22-13,,
1:33.0,Turnover by R. Felton (lost ball),,22-13,,
1:33.0,,,22-13,,D. Lillard enters the game for C. McCollum
1:10.0,,,22-13,,M. Harkless misses 3-pt shot from 22 ft
1:10.0,,,22-13,,Offensive rebound by D. Lillard
1:06.0,,,22-16,3,A. Crabbe makes 3-pt shot from 24 ft (assist by D. Lillard)
0:49.0,D. Nowitzki makes 2-pt shot from 12 ft,2,24-16,,
0:34.0,,,24-16,,M. Leonard misses 3-pt shot from 25 ft
0:32.0,,,24-16,,Offensive rebound by E. Davis
0:31.0,,,24-18,2,E. Davis makes 2-pt shot at rim
0:31.0,,,24-18,,Shooting foul by D. Nowitzki (drawn by E. Davis)
0:31.0,,,24-18,,E. Davis misses free throw 1 of 1
0:30.0,Defensive rebound by D. Powell,,24-18,,
0:11.0,W. Matthews makes 3-pt shot from 24 ft (assist by R. Felton),3,27-18,,
0:02.0,,,27-18,,D. Lillard misses 2-pt shot from 5 ft
0:01.0,,,27-18,,Offensive rebound by M. Leonard
0:00.0,,,27-18,,M. Leonard misses 3-pt shot from 24 ft
0:00.0,,,27-18,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,27-21,3,M. Leonard makes 3-pt shot from 24 ft (assist by A. Crabbe)
11:24.0,,,27-21,,Personal foul by M. Harkless (drawn by D. Powell)
11:12.0,R. Felton misses 2-pt shot from 20 ft,,27-21,,
11:10.0,,,27-21,,Defensive rebound by M. Harkless
11:02.0,,,27-23,2,E. Davis makes 2-pt shot from 5 ft (assist by D. Lillard)
10:45.0,Turnover by W. Matthews (lost ball; steal by M. Leonard),,27-23,,
10:40.0,,,27-25,2,A. Crabbe makes 2-pt shot at rim (assist by D. Lillard)
10:40.0,Dallas full timeout,,27-25,,
10:40.0,,,27-25,,G. Henderson enters the game for M. Harkless
10:25.0,D. Nowitzki makes 2-pt shot from 22 ft (assist by D. Powell),2,29-25,,
10:13.0,,,29-27,2,M. Leonard makes 2-pt shot from 1 ft (assist by D. Lillard)
9:54.0,D. Powell misses 2-pt shot from 21 ft,,29-27,,
9:54.0,,,29-27,,Defensive rebound by E. Davis
9:45.0,,,29-27,,D. Lillard misses 2-pt shot from 4 ft
9:44.0,Defensive rebound by D. Nowitzki,,29-27,,
9:38.0,D. Powell makes 2-pt shot from 1 ft (assist by R. Felton),2,31-27,,
9:27.0,,,31-27,,Turnover by A. Crabbe (step out of bounds)
9:05.0,Shooting foul by G. Henderson (drawn by D. Nowitzki),,31-27,,
9:05.0,D. Nowitzki makes free throw 1 of 2,1,32-27,,
9:05.0,D. Williams enters the game for W. Matthews,,32-27,,
9:05.0,D. Nowitzki makes free throw 2 of 2,1,33-27,,
8:51.0,,,33-27,,Shooting foul by J. Jenkins (drawn by G. Henderson)
8:51.0,,,33-28,1,G. Henderson makes free throw 1 of 2
8:51.0,C. Villanueva enters the game for D. Powell,,33-28,,
8:51.0,Z. Pachulia enters the game for D. Nowitzki,,33-28,,
8:51.0,,,33-28,,C. McCollum enters the game for D. Lillard
8:51.0,,,33-29,1,G. Henderson makes free throw 2 of 2
8:33.0,Turnover by D. Williams (lost ball; steal by C. McCollum),,33-29,,
8:22.0,,,33-29,,G. Henderson misses 2-pt shot from 18 ft
8:22.0,Defensive rebound by C. Villanueva,,33-29,,
8:00.0,C. Villanueva misses 2-pt shot from 5 ft,,33-29,,
8:00.0,Offensive rebound by Z. Pachulia,,33-29,,
7:51.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by D. Williams),2,35-29,,
7:32.0,,,35-31,2,E. Davis makes 2-pt shot from 1 ft (assist by A. Crabbe)
7:32.0,Away from play foul by C. Villanueva (drawn by M. Leonard),,35-31,,
7:32.0,D. Harris enters the game for R. Felton,,35-31,,
7:32.0,,,35-32,1,M. Leonard makes free throw 1 of 1
7:10.0,D. Williams misses 3-pt shot from 25 ft,,35-32,,
7:09.0,,,35-32,,Defensive rebound by M. Leonard
7:01.0,,,35-32,,C. McCollum misses 2-pt shot at rim
6:59.0,Defensive rebound by C. Villanueva,,35-32,,
6:55.0,C. Villanueva misses 2-pt shot at rim,,35-32,,
6:53.0,,,35-32,,Defensive rebound by G. Henderson
6:43.0,,,35-32,,G. Henderson misses 2-pt shot from 20 ft
6:42.0,Defensive rebound by Z. Pachulia,,35-32,,
6:32.0,C. Villanueva misses 3-pt shot from 25 ft,,35-32,,
6:32.0,,,35-32,,Defensive rebound by G. Henderson
6:20.0,,,35-32,,A. Crabbe misses 3-pt shot from 23 ft
6:20.0,Defensive rebound by Team,,35-32,,
6:12.0,Shooting foul by E. Davis (drawn by Z. Pachulia),,35-32,,
6:12.0,Z. Pachulia makes free throw 1 of 2,1,36-32,,
6:12.0,,,36-32,,A. Aminu enters the game for M. Leonard
6:12.0,Z. Pachulia makes free throw 2 of 2,1,37-32,,
5:59.0,,,37-32,,A. Crabbe misses 2-pt shot from 15 ft
5:58.0,Defensive rebound by D. Harris,,37-32,,
5:42.0,D. Williams makes 2-pt shot from 2 ft,2,39-32,,
5:42.0,,,39-32,,Portland full timeout
5:42.0,,,39-32,,D. Lillard enters the game for A. Crabbe
5:42.0,,,39-32,,M. Plumlee enters the game for E. Davis
5:30.0,,,39-32,,Turnover by C. McCollum (bad pass)
5:18.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by D. Harris),2,41-32,,
5:02.0,,,41-32,,Turnover by D. Lillard (lost ball; steal by C. Villanueva)
4:53.0,C. Villanueva makes 3-pt shot from 24 ft (assist by Z. Pachulia),3,44-32,,
4:30.0,,,44-34,2,D. Lillard makes 2-pt shot from 9 ft (assist by M. Plumlee)
4:11.0,C. Villanueva makes 2-pt shot from 5 ft,2,46-34,,
3:49.0,,,46-36,2,G. Henderson makes 2-pt shot at rim
3:40.0,J. Jenkins misses 3-pt shot from 24 ft,,46-36,,
3:39.0,,,46-36,,Defensive rebound by M. Plumlee
3:26.0,,,46-39,3,G. Henderson makes 3-pt shot from 22 ft (assist by C. McCollum)
3:26.0,Dallas full timeout,,46-39,,
3:26.0,W. Matthews enters the game for C. Villanueva,,46-39,,
3:26.0,D. Nowitzki enters the game for J. Jenkins,,46-39,,
3:17.0,Turnover by Z. Pachulia (lost ball; steal by M. Plumlee),,46-39,,
3:12.0,,,46-41,2,M. Plumlee makes 2-pt shot from 1 ft
3:03.0,Turnover by D. Harris (lost ball; steal by D. Lillard),,46-41,,
2:58.0,,,46-43,2,D. Lillard makes 2-pt shot from 6 ft
2:46.0,D. Williams misses 3-pt shot from 23 ft,,46-43,,
2:45.0,,,46-43,,Defensive rebound by Team
2:45.0,Official timeout,,46-43,,
2:27.0,,,46-45,2,G. Henderson makes 2-pt shot from 11 ft
2:14.0,D. Harris makes 2-pt shot from 1 ft (assist by D. Williams),2,48-45,,
1:56.0,,,48-48,3,C. McCollum makes 3-pt shot from 23 ft
1:42.0,D. Williams makes 2-pt shot at rim,2,50-48,,
1:31.0,,,50-48,,M. Plumlee misses 2-pt shot from 3 ft
1:31.0,,,50-48,,Offensive rebound by M. Plumlee
1:31.0,Personal foul by Z. Pachulia (drawn by M. Plumlee),,50-48,,
1:21.0,,,50-48,,C. McCollum misses 3-pt shot from 26 ft
1:20.0,,,50-48,,Offensive rebound by C. McCollum
1:12.0,,,50-48,,G. Henderson misses 3-pt shot from 24 ft
1:11.0,,,50-48,,Offensive rebound by D. Lillard
1:07.0,,,50-48,,C. McCollum misses 2-pt shot from 2 ft
1:06.0,Defensive rebound by Z. Pachulia,,50-48,,
1:00.0,Turnover by D. Nowitzki (bad pass; steal by A. Aminu),,50-48,,
0:55.0,,,50-48,,Shooting foul by D. Williams (drawn by M. Plumlee)
0:55.0,,,50-49,1,M. Plumlee makes free throw 1 of 2
0:55.0,,,50-49,,A. Crabbe enters the game for C. McCollum
0:55.0,,,50-49,,M. Plumlee misses free throw 2 of 2
0:55.0,Defensive rebound by Z. Pachulia,,50-49,,
0:37.0,Turnover by D. Harris (step out of bounds),,50-49,,
0:37.0,,,50-49,,Portland full timeout
0:37.0,,,50-49,,C. McCollum enters the game for A. Aminu
0:31.0,,,50-49,,D. Lillard misses 2-pt shot from 1 ft
0:30.0,Defensive rebound by Z. Pachulia,,50-49,,
0:11.0,D. Nowitzki misses 2-pt shot from 10 ft,,50-49,,
0:10.0,,,50-49,,Defensive rebound by D. Lillard
0:00.0,,,50-52,3,G. Henderson makes 3-pt shot from 22 ft (assist by D. Lillard)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,50-55,3,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard)
11:31.0,,,50-55,,Personal foul by M. Leonard (drawn by D. Nowitzki)
11:22.0,D. Williams makes 2-pt shot from 6 ft,2,52-55,,
11:06.0,,,52-58,3,M. Leonard makes 3-pt shot from 24 ft (assist by C. McCollum)
10:47.0,W. Matthews misses 2-pt shot from 13 ft,,52-58,,
10:46.0,,,52-58,,Defensive rebound by M. Leonard
10:38.0,,,52-61,3,D. Lillard makes 3-pt shot from 27 ft
10:38.0,Dallas full timeout,,52-61,,
10:26.0,W. Matthews misses 2-pt shot from 1 ft,,52-61,,
10:25.0,,,52-61,,Defensive rebound by D. Lillard
10:19.0,Violation by Z. Pachulia (kicked ball),,52-61,,
10:11.0,,,52-63,2,M. Leonard makes 2-pt shot from 9 ft (assist by C. McCollum)
9:51.0,R. Felton misses 2-pt shot from 17 ft,,52-63,,
9:51.0,,,52-63,,Defensive rebound by M. Leonard
9:46.0,Personal foul by D. Williams (drawn by D. Lillard),,52-63,,
9:33.0,,,52-63,,Turnover by D. Lillard (bad pass; steal by R. Felton)
9:15.0,D. Nowitzki misses 2-pt shot from 7 ft,,52-63,,
9:13.0,Offensive rebound by Z. Pachulia,,52-63,,
9:13.0,Z. Pachulia makes 2-pt shot at rim,2,54-63,,
8:58.0,,,54-63,,M. Leonard misses 3-pt shot from 24 ft
8:57.0,Defensive rebound by D. Williams,,54-63,,
8:50.0,Z. Pachulia makes 2-pt shot at rim (assist by R. Felton),2,56-63,,
8:26.0,,,56-63,,D. Lillard misses 2-pt shot from 20 ft
8:26.0,Defensive rebound by W. Matthews,,56-63,,
8:18.0,D. Williams misses 2-pt shot from 2 ft,,56-63,,
8:17.0,,,56-63,,Defensive rebound by A. Aminu
8:10.0,,,56-63,,Turnover by A. Aminu (lost ball; steal by W. Matthews)
7:51.0,D. Nowitzki makes 2-pt shot from 15 ft,2,58-63,,
7:33.0,,,58-63,,M. Leonard misses 3-pt shot from 25 ft
7:31.0,Defensive rebound by D. Williams,,58-63,,
7:26.0,,,58-63,,Personal foul by M. Leonard (drawn by D. Nowitzki)
7:26.0,,,58-63,,Violation by Team (delay of game)
7:15.0,D. Nowitzki makes 2-pt shot from 20 ft (assist by D. Williams),2,60-63,,
7:00.0,,,60-63,,C. McCollum misses 2-pt shot from 1 ft
6:59.0,Defensive rebound by D. Nowitzki,,60-63,,
6:50.0,D. Nowitzki misses 3-pt shot from 24 ft,,60-63,,
6:50.0,Offensive rebound by Z. Pachulia,,60-63,,
6:47.0,Z. Pachulia misses 2-pt shot from 2 ft (block by A. Aminu),,60-63,,
6:45.0,,,60-63,,Defensive rebound by M. Plumlee
6:27.0,,,60-65,2,M. Leonard makes 2-pt shot from 8 ft (assist by A. Aminu)
6:11.0,Shooting foul by C. McCollum (drawn by D. Williams),,60-65,,
6:11.0,D. Williams makes free throw 1 of 2,1,61-65,,
6:11.0,C. Villanueva enters the game for D. Nowitzki,,61-65,,
6:11.0,D. Williams makes free throw 2 of 2,1,62-65,,
5:47.0,,,62-65,,A. Aminu misses 3-pt shot from 23 ft
5:47.0,Defensive rebound by R. Felton,,62-65,,
5:24.0,Z. Pachulia misses 2-pt shot from 17 ft,,62-65,,
5:22.0,,,62-65,,Defensive rebound by C. McCollum
5:13.0,,,62-65,,C. McCollum misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by R. Felton,,62-65,,
4:52.0,D. Williams makes 2-pt shot at rim,2,64-65,,
4:28.0,,,64-65,,M. Leonard misses 2-pt shot from 8 ft
4:28.0,Defensive rebound by C. Villanueva,,64-65,,
4:17.0,C. Villanueva misses 2-pt shot from 8 ft,,64-65,,
4:15.0,Offensive rebound by Z. Pachulia,,64-65,,
4:15.0,Turnover by Z. Pachulia (lost ball),,64-65,,
4:15.0,,,64-65,,Portland full timeout
4:15.0,,,64-65,,M. Harkless enters the game for A. Aminu
4:15.0,,,64-65,,A. Crabbe enters the game for M. Plumlee
4:15.0,,,64-65,,E. Davis enters the game for C. McCollum
4:15.0,,,64-65,,G. Henderson enters the game for M. Leonard
4:15.0,D. Harris enters the game for R. Felton,,64-65,,
4:02.0,,,64-67,2,A. Crabbe makes 2-pt shot from 17 ft (assist by D. Lillard)
3:43.0,D. Williams makes 2-pt shot from 13 ft,2,66-67,,
3:23.0,,,66-67,,Shooting foul by D. Williams (drawn by D. Lillard)
3:23.0,,,66-68,1,D. Lillard makes free throw 1 of 2
3:23.0,,,66-69,1,D. Lillard makes free throw 2 of 2
3:02.0,C. Villanueva makes 2-pt shot from 8 ft (assist by D. Williams),2,68-69,,
2:44.0,,,68-69,,D. Lillard misses 2-pt shot from 1 ft
2:44.0,,,68-69,,Offensive rebound by M. Harkless
2:42.0,,,68-71,2,M. Harkless makes 2-pt shot at rim
2:28.0,D. Williams misses 3-pt shot from 24 ft,,68-71,,
2:27.0,,,68-71,,Defensive rebound by M. Harkless
2:22.0,,,68-71,,Offensive foul by E. Davis
2:22.0,,,68-71,,Turnover by E. Davis (offensive foul)
2:22.0,D. Nowitzki enters the game for Z. Pachulia,,68-71,,
2:22.0,R. Felton enters the game for D. Williams,,68-71,,
2:04.0,R. Felton makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,70-71,,
1:42.0,,,70-71,,Turnover by M. Harkless (lost ball; steal by C. Villanueva)
1:32.0,R. Felton makes 2-pt shot at rim,2,72-71,,
1:19.0,Personal foul by R. Felton (drawn by D. Lillard),,72-71,,
1:13.0,,,72-71,,G. Henderson misses 3-pt shot from 24 ft
1:13.0,Defensive rebound by D. Nowitzki,,72-71,,
0:59.0,D. Nowitzki makes 2-pt shot from 15 ft,2,74-71,,
0:43.0,,,74-71,,D. Lillard misses 2-pt shot from 1 ft
0:40.0,,,74-71,,Offensive rebound by E. Davis
0:36.0,,,74-73,2,A. Crabbe makes 2-pt shot from 16 ft
0:14.0,W. Matthews misses 2-pt shot from 22 ft,,74-73,,
0:14.0,,,74-73,,Defensive rebound by M. Harkless
0:07.0,,,74-73,,Turnover by M. Harkless (lost ball; steal by W. Matthews)
0:00.0,R. Felton misses 2-pt shot from 20 ft,,74-73,,
0:00.0,Offensive rebound by Team,,74-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,C. Villanueva makes 3-pt shot from 22 ft (assist by R. Felton),3,77-73,,
11:26.0,Personal foul by W. Matthews (drawn by G. Henderson),,77-73,,
11:26.0,D. Williams enters the game for W. Matthews,,77-73,,
11:14.0,,,77-75,2,G. Henderson makes 2-pt shot from 10 ft
10:53.0,C. Villanueva misses 3-pt shot from 24 ft,,77-75,,
10:52.0,,,77-75,,Defensive rebound by G. Henderson
10:40.0,,,77-75,,C. McCollum misses 3-pt shot from 25 ft
10:39.0,,,77-75,,Offensive rebound by E. Davis
10:35.0,,,77-78,3,A. Crabbe makes 3-pt shot from 24 ft (assist by E. Davis)
10:12.0,D. Nowitzki misses 2-pt shot from 13 ft,,77-78,,
10:12.0,,,77-78,,Defensive rebound by A. Crabbe
10:06.0,Personal foul by D. Harris (drawn by G. Henderson),,77-78,,
9:52.0,,,77-78,,G. Henderson misses 2-pt shot from 20 ft
9:51.0,,,77-78,,Offensive rebound by E. Davis
9:42.0,,,77-78,,G. Henderson misses 3-pt shot from 22 ft
9:41.0,Defensive rebound by D. Harris,,77-78,,
9:35.0,D. Harris misses 2-pt shot from 1 ft,,77-78,,
9:34.0,,,77-78,,Defensive rebound by E. Davis
9:30.0,,,77-78,,Turnover by C. McCollum (bad pass)
9:30.0,D. Powell enters the game for C. Villanueva,,77-78,,
9:18.0,D. Nowitzki misses 3-pt shot from 25 ft,,77-78,,
9:17.0,,,77-78,,Defensive rebound by M. Harkless
9:09.0,,,77-78,,C. McCollum misses 2-pt shot from 4 ft
9:08.0,,,77-78,,Offensive rebound by C. McCollum
9:06.0,,,77-78,,C. McCollum misses 2-pt shot from 4 ft (block by D. Powell)
9:05.0,Defensive rebound by Team,,77-78,,
9:05.0,,,77-78,,Loose ball foul by C. McCollum (drawn by D. Williams)
9:05.0,C. Villanueva enters the game for D. Nowitzki,,77-78,,
8:52.0,C. Villanueva misses 3-pt shot from 23 ft,,77-78,,
8:51.0,,,77-78,,Defensive rebound by M. Harkless
8:42.0,,,77-78,,Turnover by E. Davis (traveling)
8:42.0,Official timeout,,77-78,,
8:30.0,Shooting foul by C. McCollum (drawn by D. Williams),,77-78,,
8:30.0,D. Williams makes free throw 1 of 2,1,78-78,,
8:30.0,D. Williams makes free throw 2 of 2,1,79-78,,
8:20.0,,,79-78,,Shooting foul by D. Powell (drawn by A. Crabbe)
8:20.0,,,79-79,1,A. Crabbe makes free throw 1 of 3
8:20.0,,,79-80,1,A. Crabbe makes free throw 2 of 3
8:20.0,,,79-81,1,A. Crabbe makes free throw 3 of 3
8:06.0,Turnover by D. Harris (step out of bounds),,79-81,,
8:06.0,,,79-81,,D. Lillard enters the game for C. McCollum
7:45.0,,,79-83,2,G. Henderson makes 2-pt shot from 10 ft
7:28.0,C. Villanueva misses 3-pt shot from 24 ft,,79-83,,
7:27.0,,,79-83,,Defensive rebound by E. Davis
7:16.0,,,79-83,,Shooting foul by D. Harris (drawn by G. Henderson)
7:16.0,,,79-84,1,G. Henderson makes free throw 1 of 2
7:16.0,,,79-84,,M. Leonard enters the game for M. Harkless
7:16.0,D. Nowitzki enters the game for D. Powell,,79-84,,
7:16.0,W. Matthews enters the game for D. Harris,,79-84,,
7:16.0,Z. Pachulia enters the game for C. Villanueva,,79-84,,
7:16.0,,,79-85,1,G. Henderson makes free throw 2 of 2
7:07.0,,,79-85,,Personal foul by M. Leonard (drawn by D. Nowitzki)
6:56.0,D. Nowitzki misses 2-pt shot from 17 ft,,79-85,,
6:55.0,,,79-85,,Defensive rebound by G. Henderson
6:49.0,,,79-85,,A. Crabbe misses 3-pt shot from 22 ft
6:48.0,Defensive rebound by Z. Pachulia,,79-85,,
6:32.0,Turnover by D. Nowitzki (lost ball),,79-85,,
6:17.0,,,79-87,2,D. Lillard makes 2-pt shot from 2 ft
6:17.0,Dallas full timeout,,79-87,,
6:06.0,R. Felton misses 2-pt shot from 19 ft,,79-87,,
6:05.0,,,79-87,,Defensive rebound by M. Leonard
5:42.0,,,79-87,,D. Lillard misses 3-pt shot from 25 ft
5:41.0,,,79-87,,Offensive rebound by D. Lillard
5:35.0,,,79-87,,M. Leonard misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by D. Williams,,79-87,,
5:24.0,D. Nowitzki misses 3-pt shot from 22 ft,,79-87,,
5:23.0,,,79-87,,Defensive rebound by D. Lillard
5:17.0,,,79-89,2,M. Leonard makes 2-pt shot from 1 ft (assist by D. Lillard)
5:00.0,W. Matthews makes 3-pt shot from 24 ft,3,82-89,,
4:43.0,,,82-89,,Turnover by A. Crabbe (lost ball; steal by Z. Pachulia)
4:30.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Nowitzki),3,85-89,,
4:04.0,,,85-89,,Portland full timeout
4:04.0,,,85-89,,C. McCollum enters the game for G. Henderson
4:01.0,,,85-89,,M. Leonard misses 3-pt shot from 24 ft
4:01.0,Defensive rebound by Team,,85-89,,
3:38.0,R. Felton misses 2-pt shot from 21 ft,,85-89,,
3:38.0,,,85-89,,Defensive rebound by E. Davis
3:25.0,,,85-92,3,M. Leonard makes 3-pt shot from 22 ft (assist by A. Crabbe)
3:05.0,D. Williams makes 2-pt shot from 2 ft (assist by R. Felton),2,87-92,,
2:59.0,Personal take foul by Z. Pachulia (drawn by E. Davis),,87-92,,
2:59.0,,,87-93,1,E. Davis makes free throw 1 of 2
2:59.0,,,87-94,1,E. Davis makes free throw 2 of 2
2:46.0,D. Nowitzki misses 2-pt shot from 22 ft,,87-94,,
2:44.0,Offensive rebound by Z. Pachulia,,87-94,,
2:41.0,W. Matthews misses 3-pt shot from 24 ft,,87-94,,
2:40.0,,,87-94,,Defensive rebound by M. Leonard
2:32.0,,,87-94,,D. Lillard misses 2-pt shot from 1 ft
2:31.0,Defensive rebound by Z. Pachulia,,87-94,,
2:25.0,D. Williams makes 2-pt shot from 1 ft,2,89-94,,
2:06.0,,,89-94,,C. McCollum misses 2-pt shot from 14 ft
2:05.0,Defensive rebound by Z. Pachulia,,89-94,,
1:47.0,D. Williams misses 3-pt shot from 23 ft,,89-94,,
1:47.0,,,89-94,,Defensive rebound by D. Lillard
1:43.0,,,89-94,,Shooting foul by D. Williams (drawn by M. Leonard)
1:43.0,,,89-95,1,M. Leonard makes free throw 1 of 2
1:43.0,,,89-96,1,M. Leonard makes free throw 2 of 2
1:43.0,Dallas full timeout,,89-96,,
