time,Brooklyn,pts.away,score,pts.home,Toronto
4:53.0,,,39-38,,L. Scola enters the game for C. Joseph
4:53.0,,,39-38,,J. Johnson enters the game for T. Ross
4:53.0,B. Bogdanovic enters the game for S. Larkin,,39-38,,
4:41.0,,,39-40,2,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry)
4:20.0,J. Johnson misses 3-pt shot from 25 ft,,39-40,,
4:19.0,,,39-40,,Defensive rebound by Team
4:10.0,Personal foul by D. Sloan (drawn by K. Lowry),,39-40,,
4:10.0,,,39-40,,J. Valanciunas enters the game for B. Biyombo
3:54.0,,,39-42,2,D. DeRozan makes 2-pt shot from 18 ft
3:41.0,Turnover by J. Johnson (bad pass; steal by D. DeRozan),,39-42,,
3:38.0,,,39-44,2,D. DeRozan makes 2-pt shot at rim
3:38.0,,,39-44,,Shooting foul by B. Bogdanovic (drawn by D. DeRozan)
3:38.0,,,39-45,1,D. DeRozan makes free throw 1 of 1
3:18.0,D. Sloan misses 3-pt shot from 24 ft,,39-45,,
3:17.0,,,39-45,,Defensive rebound by D. DeRozan
3:05.0,,,39-48,3,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan)
2:44.0,D. Sloan makes 2-pt shot from 2 ft (assist by B. Lopez),2,41-48,,
2:34.0,,,41-48,,J. Valanciunas misses 2-pt shot from 3 ft
2:34.0,Defensive rebound by Team,,41-48,,
2:34.0,,,41-48,,Loose ball foul by J. Valanciunas (drawn by B. Lopez)
2:34.0,Official timeout,,41-48,,
2:34.0,,,41-48,,C. Joseph enters the game for K. Lowry
2:21.0,B. Lopez makes 2-pt shot from 11 ft (assist by J. Johnson),2,43-48,,
1:58.0,,,43-50,2,D. DeRozan makes 2-pt shot from 4 ft
1:38.0,B. Lopez makes 2-pt shot from 20 ft (assist by J. Johnson),2,45-50,,
1:22.0,,,45-52,2,D. DeRozan makes 2-pt shot from 15 ft
1:01.0,Turnover by J. Johnson (traveling),,45-52,,
0:46.0,,,45-52,,D. DeRozan misses 2-pt shot from 10 ft
0:45.0,Defensive rebound by B. Lopez,,45-52,,
0:41.0,Shooting foul by C. Joseph (drawn by D. Sloan),,45-52,,
0:41.0,D. Sloan makes free throw 1 of 2,1,46-52,,
0:41.0,T. Robinson enters the game for B. Bogdanovic,,46-52,,
0:41.0,M. Brown enters the game for T. Young,,46-52,,
0:41.0,D. Sloan makes free throw 2 of 2,1,47-52,,
0:26.0,,,47-52,,C. Joseph misses 2-pt shot from 5 ft (block by B. Lopez)
0:25.0,Defensive rebound by B. Lopez,,47-52,,
0:03.0,B. Lopez makes 2-pt shot from 20 ft (assist by J. Johnson),2,49-52,,
0:00.0,,,49-52,,J. Johnson misses 3-pt shot from 48 ft
0:00.0,,,49-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,49-52,,J. Johnson misses 2-pt shot from 2 ft
11:34.0,,,49-52,,Offensive rebound by J. Valanciunas
11:32.0,,,49-52,,J. Valanciunas misses 2-pt shot from 2 ft
11:31.0,,,49-52,,Offensive rebound by J. Valanciunas
11:31.0,,,49-52,,J. Valanciunas misses 2-pt shot from 2 ft
11:31.0,,,49-52,,Offensive rebound by J. Valanciunas
11:31.0,,,49-52,,J. Valanciunas misses 2-pt shot from 2 ft
11:31.0,,,49-52,,Offensive rebound by Team
11:22.0,,,49-52,,J. Valanciunas misses 2-pt shot from 4 ft
11:22.0,Defensive rebound by T. Young,,49-52,,
11:12.0,T. Young makes 2-pt shot from 4 ft (assist by D. Sloan),2,51-52,,
11:12.0,Shooting foul by L. Scola (drawn by T. Young),,51-52,,
11:12.0,T. Young makes free throw 1 of 1,1,52-52,,
10:55.0,,,52-52,,Shooting foul by T. Young (drawn by L. Scola)
10:55.0,,,52-53,1,L. Scola makes free throw 1 of 2
10:55.0,,,52-54,1,L. Scola makes free throw 2 of 2
10:45.0,D. Sloan makes 2-pt shot from 7 ft,2,54-54,,
10:27.0,,,54-54,,J. Johnson misses 2-pt shot from 5 ft
10:26.0,Defensive rebound by D. Sloan,,54-54,,
10:20.0,,,54-54,,Personal foul by J. Valanciunas (drawn by B. Lopez)
10:07.0,B. Lopez misses 2-pt shot from 10 ft,,54-54,,
10:07.0,,,54-54,,Defensive rebound by L. Scola
9:59.0,,,54-54,,K. Lowry misses 3-pt shot from 26 ft
9:58.0,Defensive rebound by T. Young,,54-54,,
9:50.0,,,54-54,,Personal foul by K. Lowry (drawn by B. Lopez)
9:39.0,,,54-54,,Personal foul by J. Johnson (drawn by J. Johnson)
9:33.0,J. Johnson makes 3-pt shot from 25 ft,3,57-54,,
9:15.0,,,57-56,2,J. Johnson makes 2-pt shot from 2 ft (assist by D. DeRozan)
9:01.0,B. Lopez makes 2-pt shot from 8 ft (assist by J. Johnson),2,59-56,,
8:49.0,,,59-56,,L. Scola misses 3-pt shot from 22 ft
8:49.0,,,59-56,,Offensive rebound by J. Valanciunas
8:44.0,,,59-58,2,J. Valanciunas makes 2-pt shot from 2 ft
8:31.0,B. Lopez makes 2-pt shot from 20 ft (assist by J. Johnson),2,61-58,,
8:13.0,,,61-58,,L. Scola misses 2-pt shot from 2 ft
8:11.0,,,61-58,,Offensive rebound by J. Valanciunas
8:08.0,,,61-60,2,J. Valanciunas makes 2-pt shot from 1 ft
7:56.0,B. Lopez misses 2-pt shot from 14 ft,,61-60,,
7:55.0,,,61-60,,Defensive rebound by J. Valanciunas
7:48.0,,,61-60,,Turnover by K. Lowry (bad pass; steal by B. Lopez)
7:42.0,J. Johnson makes 2-pt shot from 5 ft (assist by B. Lopez),2,63-60,,
7:23.0,,,63-60,,D. DeRozan misses 2-pt shot from 10 ft
7:22.0,Defensive rebound by D. Sloan,,63-60,,
7:18.0,,,63-60,,Personal block foul by L. Scola (drawn by W. Ellington)
7:18.0,W. Ellington makes free throw 1 of 2,1,64-60,,
7:18.0,,,64-60,,P. Patterson enters the game for L. Scola
7:18.0,W. Ellington makes free throw 2 of 2,1,65-60,,
7:13.0,,,65-60,,Toronto full timeout
7:13.0,,,65-60,,C. Joseph enters the game for J. Johnson
7:06.0,,,65-60,,Turnover by J. Valanciunas (illegal screen)
6:56.0,Shooting foul by J. Valanciunas (drawn by B. Lopez),,65-60,,
6:56.0,B. Lopez misses free throw 1 of 2,,65-60,,
6:56.0,Offensive rebound by Team,,65-60,,
6:56.0,,,65-60,,B. Biyombo enters the game for J. Valanciunas
6:56.0,B. Lopez makes free throw 2 of 2,1,66-60,,
6:38.0,,,66-63,3,K. Lowry makes 3-pt shot from 26 ft
6:26.0,,,66-63,,Personal foul by B. Biyombo (drawn by B. Lopez)
6:26.0,B. Lopez makes free throw 1 of 2,1,67-63,,
6:26.0,B. Lopez makes free throw 2 of 2,1,68-63,,
6:12.0,,,68-63,,P. Patterson misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by J. Johnson,,68-63,,
5:56.0,D. Sloan misses 3-pt shot from 23 ft,,68-63,,
5:56.0,,,68-63,,Defensive rebound by B. Biyombo
5:45.0,,,68-63,,D. DeRozan misses 2-pt shot from 1 ft
5:44.0,,,68-63,,Offensive rebound by D. DeRozan
5:38.0,,,68-63,,P. Patterson misses 3-pt shot from 25 ft
5:37.0,Defensive rebound by D. Sloan,,68-63,,
5:35.0,,,68-63,,Personal foul by D. DeRozan (drawn by D. Sloan)
5:35.0,D. Sloan makes free throw 1 of 2,1,69-63,,
5:35.0,Brooklyn full timeout,,69-63,,
5:35.0,D. Sloan makes free throw 2 of 2,1,70-63,,
5:10.0,,,70-63,,D. DeRozan misses 3-pt shot from 22 ft
5:09.0,Defensive rebound by J. Johnson,,70-63,,
4:56.0,B. Lopez makes 2-pt shot from 1 ft (assist by T. Young),2,72-63,,
4:56.0,Shooting foul by B. Biyombo (drawn by B. Lopez),,72-63,,
4:56.0,B. Lopez misses free throw 1 of 1,,72-63,,
4:55.0,,,72-63,,Defensive rebound by B. Biyombo
4:34.0,,,72-65,2,D. DeRozan makes 2-pt shot from 12 ft
4:23.0,Turnover by D. Sloan (bad pass; steal by D. DeRozan),,72-65,,
4:19.0,,,72-67,2,D. DeRozan makes 2-pt shot at rim
3:55.0,J. Johnson makes 2-pt shot from 4 ft,2,74-67,,
3:44.0,,,74-69,2,K. Lowry makes 2-pt shot from 2 ft
3:31.0,T. Young makes 2-pt shot from 5 ft (assist by D. Sloan),2,76-69,,
3:17.0,,,76-71,2,D. DeRozan makes 2-pt shot from 2 ft
3:09.0,B. Lopez misses 2-pt shot from 1 ft,,76-71,,
3:08.0,,,76-71,,Defensive rebound by B. Biyombo
3:01.0,,,76-74,3,P. Patterson makes 3-pt shot from 26 ft (assist by K. Lowry)
2:34.0,B. Lopez makes 2-pt shot from 14 ft,2,78-74,,
2:25.0,,,78-74,,Shooting foul by D. Sloan (drawn by K. Lowry)
2:25.0,,,78-75,1,K. Lowry makes free throw 1 of 2
2:25.0,S. Larkin enters the game for D. Sloan,,78-75,,
2:25.0,,,78-75,,K. Lowry misses free throw 2 of 2
2:25.0,Defensive rebound by T. Young,,78-75,,
2:12.0,B. Lopez misses 2-pt shot from 21 ft,,78-75,,
2:11.0,,,78-75,,Defensive rebound by P. Patterson
2:06.0,Personal foul by B. Lopez (drawn by D. DeRozan),,78-75,,
2:06.0,,,78-75,,T. Ross enters the game for K. Lowry
2:06.0,B. Bogdanovic enters the game for J. Johnson,,78-75,,
2:02.0,,,78-75,,Turnover by C. Joseph (lost ball; steal by S. Larkin)
1:52.0,W. Ellington makes 2-pt shot from 19 ft (assist by S. Larkin),2,80-75,,
1:33.0,,,80-75,,C. Joseph misses 2-pt shot from 8 ft
1:32.0,Defensive rebound by T. Young,,80-75,,
1:31.0,Turnover by T. Young (lost ball),,80-75,,
1:31.0,W. Reed enters the game for B. Lopez,,80-75,,
1:22.0,,,80-77,2,D. DeRozan makes 2-pt shot from 20 ft (assist by C. Joseph)
0:58.0,S. Larkin makes 2-pt shot from 13 ft (assist by T. Young),2,82-77,,
0:40.0,,,82-79,2,D. DeRozan makes 2-pt shot from 2 ft
0:40.0,,,82-79,,Shooting foul by W. Reed (drawn by D. DeRozan)
0:40.0,T. Robinson enters the game for T. Young,,82-79,,
0:40.0,,,82-80,1,D. DeRozan makes free throw 1 of 1
0:32.0,W. Ellington misses 3-pt shot from 22 ft,,82-80,,
0:32.0,,,82-80,,Defensive rebound by D. DeRozan
0:11.0,,,82-80,,D. DeRozan misses 2-pt shot from 6 ft (block by T. Robinson)
0:09.0,,,82-80,,Offensive rebound by D. DeRozan
0:08.0,,,82-80,,D. DeRozan misses 2-pt shot from 14 ft
0:08.0,,,82-80,,Offensive rebound by Team
0:08.0,Loose ball foul by W. Reed (drawn by B. Biyombo),,82-80,,
0:08.0,,,82-81,1,B. Biyombo makes free throw 1 of 2
0:08.0,,,82-81,,B. Biyombo misses free throw 2 of 2
0:08.0,Defensive rebound by T. Robinson,,82-81,,
0:00.0,W. Reed makes 2-pt shot from 8 ft (assist by S. Larkin),2,84-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Turnover by S. Larkin (bad pass; steal by K. Lowry),,84-81,,
11:45.0,,,84-83,2,T. Ross makes 2-pt shot at rim (assist by K. Lowry)
11:27.0,W. Ellington misses 2-pt shot from 18 ft,,84-83,,
11:27.0,,,84-83,,Defensive rebound by T. Ross
11:20.0,,,84-83,,Turnover by P. Patterson (lost ball; steal by B. Bogdanovic)
11:16.0,B. Bogdanovic makes 2-pt shot at rim,2,86-83,,
10:59.0,,,86-86,3,P. Patterson makes 3-pt shot from 24 ft (assist by K. Lowry)
10:32.0,S. Larkin makes 2-pt shot from 2 ft,2,88-86,,
10:25.0,Personal foul by S. Larkin (drawn by K. Lowry),,88-86,,
10:19.0,,,88-89,3,K. Lowry makes 3-pt shot from 25 ft (assist by C. Joseph)
9:54.0,Shooting foul by B. Biyombo (drawn by B. Bogdanovic),,88-89,,
9:54.0,B. Bogdanovic makes free throw 1 of 2,1,89-89,,
9:54.0,B. Lopez enters the game for W. Reed,,89-89,,
9:54.0,J. Johnson enters the game for W. Ellington,,89-89,,
9:54.0,B. Bogdanovic makes free throw 2 of 2,1,90-89,,
9:42.0,,,90-89,,P. Patterson misses 2-pt shot from 16 ft
9:41.0,Defensive rebound by J. Johnson,,90-89,,
9:23.0,J. Johnson misses 2-pt shot from 9 ft,,90-89,,
9:22.0,,,90-89,,Defensive rebound by P. Patterson
9:17.0,,,90-89,,Shooting foul by B. Bogdanovic (drawn by K. Lowry)
9:17.0,,,90-90,1,K. Lowry makes free throw 1 of 2
9:17.0,,,90-90,,J. Valanciunas enters the game for B. Biyombo
9:17.0,D. Sloan enters the game for T. Robinson,,90-90,,
9:17.0,,,90-91,1,K. Lowry makes free throw 2 of 2
9:02.0,Turnover by B. Lopez (3 sec),,90-91,,
8:49.0,,,90-93,2,K. Lowry makes 2-pt shot from 17 ft
8:34.0,S. Larkin makes 2-pt shot from 2 ft,2,92-93,,
8:16.0,,,92-96,3,K. Lowry makes 3-pt shot from 27 ft (assist by J. Valanciunas)
8:16.0,Brooklyn full timeout,,92-96,,
8:16.0,T. Young enters the game for B. Bogdanovic,,92-96,,
8:02.0,D. Sloan misses 2-pt shot from 2 ft (block by P. Patterson),,92-96,,
8:01.0,Offensive rebound by J. Johnson,,92-96,,
7:56.0,B. Lopez makes 2-pt shot from 3 ft (assist by J. Johnson),2,94-96,,
7:31.0,,,94-96,,C. Joseph misses 2-pt shot from 2 ft
7:30.0,Defensive rebound by B. Lopez,,94-96,,
7:21.0,B. Lopez misses 2-pt shot from 5 ft (block by J. Valanciunas),,94-96,,
7:21.0,Offensive rebound by B. Lopez,,94-96,,
7:21.0,Jump ball: B. Lopez vs. J. Valanciunas (S. Larkin gains possession),,,,Jump ball: B. Lopez vs. J. Valanciunas (S. Larkin gains possession)
7:12.0,S. Larkin makes 2-pt shot from 17 ft,2,96-96,,
6:49.0,,,96-98,2,P. Patterson makes 2-pt shot from 14 ft (assist by C. Joseph)
6:34.0,T. Young makes 2-pt shot from 5 ft (assist by S. Larkin),2,98-98,,
6:11.0,,,98-101,3,T. Ross makes 3-pt shot from 26 ft (assist by K. Lowry)
5:57.0,Turnover by T. Young (bad pass; steal by J. Valanciunas),,98-101,,
5:53.0,,,98-103,2,T. Ross makes 2-pt shot at rim (assist by K. Lowry)
5:48.0,Brooklyn full timeout,,98-103,,
5:48.0,Official timeout,,98-103,,
5:48.0,,,98-103,,D. DeRozan enters the game for C. Joseph
5:46.0,Turnover by S. Larkin (bad pass; steal by K. Lowry),,98-103,,
5:34.0,,,98-103,,D. DeRozan misses 2-pt shot from 16 ft
5:33.0,Defensive rebound by D. Sloan,,98-103,,
5:24.0,D. Sloan misses 2-pt shot from 4 ft,,98-103,,
5:23.0,,,98-103,,Defensive rebound by J. Valanciunas
5:01.0,,,98-103,,J. Valanciunas misses 2-pt shot from 1 ft
5:00.0,Defensive rebound by D. Sloan,,98-103,,
4:44.0,T. Young misses 2-pt shot from 18 ft,,98-103,,
4:44.0,,,98-103,,Defensive rebound by J. Valanciunas
4:23.0,,,98-103,,D. DeRozan misses 2-pt shot from 16 ft
4:23.0,Defensive rebound by T. Young,,98-103,,
4:12.0,S. Larkin misses 2-pt shot from 9 ft,,98-103,,
4:11.0,,,98-103,,Defensive rebound by Team
4:11.0,W. Ellington enters the game for S. Larkin,,98-103,,
3:59.0,,,98-105,2,D. DeRozan makes 2-pt shot from 6 ft
3:44.0,T. Young misses 2-pt shot from 14 ft,,98-105,,
3:44.0,,,98-105,,Defensive rebound by K. Lowry
3:35.0,,,98-108,3,K. Lowry makes 3-pt shot from 25 ft
3:34.0,Brooklyn full timeout,,98-108,,
3:21.0,Turnover by D. Sloan (bad pass; steal by K. Lowry),,98-108,,
2:58.0,,,98-108,,D. DeRozan misses 2-pt shot from 16 ft
2:58.0,Defensive rebound by B. Lopez,,98-108,,
2:44.0,B. Lopez misses 2-pt shot from 19 ft,,98-108,,
2:43.0,,,98-108,,Defensive rebound by K. Lowry
2:19.0,,,98-110,2,D. DeRozan makes 2-pt shot from 11 ft (assist by J. Valanciunas)
2:07.0,W. Ellington misses 3-pt shot from 25 ft,,98-110,,
2:07.0,,,98-110,,Defensive rebound by J. Valanciunas
1:48.0,,,98-112,2,P. Patterson makes 2-pt shot from 7 ft
1:38.0,J. Johnson makes 2-pt shot from 9 ft,2,100-112,,
1:13.0,,,100-112,,D. DeRozan misses 2-pt shot from 18 ft
1:13.0,Defensive rebound by D. Sloan,,100-112,,
1:01.0,D. Sloan misses 3-pt shot from 25 ft,,100-112,,
1:00.0,,,100-112,,Defensive rebound by P. Patterson
0:47.0,Personal take foul by D. Sloan (drawn by K. Lowry),,100-112,,
0:47.0,B. Bogdanovic enters the game for J. Johnson,,100-112,,
0:47.0,M. Brown enters the game for T. Young,,100-112,,
0:47.0,S. Larkin enters the game for B. Lopez,,100-112,,
0:47.0,T. Robinson enters the game for W. Ellington,,100-112,,
0:47.0,W. Reed enters the game for D. Sloan,,100-112,,
0:47.0,,,100-112,,C. Joseph enters the game for J. Valanciunas
0:47.0,,,100-112,,N. Powell enters the game for D. DeRozan
0:47.0,,,100-112,,L. Nogueira enters the game for K. Lowry
0:33.0,,,100-112,,N. Powell misses 3-pt shot from 24 ft
0:33.0,,,100-112,,Offensive rebound by Team
