time,Houston,pts.away,score,pts.home,LA Lakers
8:31.0,,,12-11,3,L. Williams makes 3-pt shot from 27 ft (assist by J. Clarkson)
8:13.0,J. Harden misses 3-pt shot from 27 ft,,12-11,,
8:12.0,Offensive rebound by C. Capela,,12-11,,
8:12.0,C. Capela makes 2-pt shot at rim,2,14-11,,
7:54.0,,,14-11,,J. Randle misses 2-pt shot from 9 ft
7:52.0,Defensive rebound by D. Howard,,14-11,,
7:45.0,C. Capela misses 2-pt shot from 8 ft,,14-11,,
7:40.0,,,14-11,,Defensive rebound by K. Bryant
7:39.0,,,14-11,,Turnover by K. Bryant (bad pass; steal by T. Ariza)
7:34.0,T. Ariza makes 2-pt shot at rim,2,16-11,,
7:23.0,Personal foul by D. Howard (drawn by K. Bryant),,16-11,,
7:23.0,T. Jones enters the game for C. Capela,,16-11,,
7:15.0,,,16-13,2,J. Clarkson makes 2-pt shot from 15 ft (assist by K. Bryant)
7:02.0,J. Harden makes 2-pt shot from 5 ft,2,18-13,,
6:48.0,,,18-15,2,J. Clarkson makes 2-pt shot from 4 ft (assist by K. Bryant)
6:43.0,Houston full timeout,,18-15,,
6:24.0,D. Howard misses 2-pt shot from 6 ft,,18-15,,
6:22.0,,,18-15,,Defensive rebound by J. Randle
6:09.0,,,18-17,2,L. Williams makes 2-pt shot from 1 ft (assist by K. Bryant)
5:53.0,D. Howard misses 2-pt shot from 6 ft,,18-17,,
5:50.0,,,18-17,,Defensive rebound by K. Bryant
5:40.0,,,18-19,2,J. Randle makes 2-pt shot at rim
5:40.0,,,18-19,,Shooting foul by T. Jones (drawn by J. Randle)
5:40.0,T. Lawson enters the game for J. Terry,,18-19,,
5:40.0,,,18-19,,D. Russell enters the game for L. Williams
5:40.0,,,18-19,,J. Randle misses free throw 1 of 1
5:40.0,Defensive rebound by D. Howard,,18-19,,
5:25.0,T. Jones misses 2-pt shot at rim (block by R. Hibbert),,18-19,,
5:22.0,,,18-19,,Defensive rebound by J. Randle
5:18.0,,,18-21,2,K. Bryant makes 2-pt shot from 18 ft (assist by J. Randle)
5:01.0,J. Harden makes 2-pt shot from 4 ft,2,20-21,,
4:45.0,,,20-23,2,J. Randle makes 2-pt shot at rim (assist by K. Bryant)
4:32.0,J. Harden makes 2-pt shot from 1 ft,2,22-23,,
4:13.0,,,22-23,,Turnover by K. Bryant (lost ball; steal by D. Howard)
4:07.0,D. Howard makes 2-pt shot at rim (assist by T. Ariza),2,24-23,,
3:59.0,,,24-23,,LA Lakers full timeout
3:59.0,C. Capela enters the game for D. Howard,,24-23,,
3:47.0,Personal foul by T. Jones (drawn by J. Randle),,24-23,,
3:47.0,,,24-24,1,J. Randle makes free throw 1 of 2
3:47.0,,,24-25,1,J. Randle makes free throw 2 of 2
3:36.0,T. Jones makes 2-pt shot from 3 ft (assist by T. Lawson),2,26-25,,
3:16.0,,,26-27,2,R. Hibbert makes 2-pt shot from 17 ft (assist by K. Bryant)
2:54.0,J. Harden misses 3-pt shot from 26 ft,,26-27,,
2:53.0,,,26-27,,Defensive rebound by J. Randle
2:47.0,,,26-27,,D. Russell misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by T. Ariza,,26-27,,
2:26.0,J. Harden makes 2-pt shot from 2 ft,2,28-27,,
2:00.0,,,28-27,,J. Clarkson misses 2-pt shot from 17 ft
1:59.0,,,28-27,,Offensive rebound by R. Hibbert
1:56.0,,,28-29,2,D. Russell makes 2-pt shot at rim (assist by R. Hibbert)
1:42.0,Turnover by J. Harden (bad pass; steal by K. Bryant),,28-29,,
1:35.0,,,28-31,2,J. Randle makes 2-pt shot at rim (assist by K. Bryant)
1:35.0,Houston full timeout,,28-31,,
1:35.0,C. Brewer enters the game for T. Ariza,,28-31,,
1:35.0,M. Thornton enters the game for J. Harden,,28-31,,
1:35.0,,,28-31,,B. Bass enters the game for R. Hibbert
1:22.0,,,28-31,,Personal block foul by J. Randle (drawn by T. Jones)
1:10.0,T. Jones misses 2-pt shot from 3 ft (block by J. Randle),,28-31,,
1:08.0,,,28-31,,Defensive rebound by J. Randle
0:56.0,,,28-34,3,K. Bryant makes 3-pt shot from 27 ft
0:48.0,C. Brewer makes 2-pt shot from 5 ft (assist by T. Jones),2,30-34,,
0:38.0,,,30-36,2,B. Bass makes 2-pt shot at rim (assist by D. Russell)
0:32.0,C. Capela makes 2-pt shot from 1 ft (assist by T. Lawson),2,32-36,,
0:06.0,,,32-36,,K. Bryant misses 2-pt shot from 19 ft
0:05.0,Defensive rebound by C. Brewer,,32-36,,
0:03.0,T. Lawson misses 3-pt shot from 28 ft,,32-36,,
0:00.0,Offensive rebound by Team,,32-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,32-36,,R. Kelly misses 2-pt shot from 12 ft (block by D. Howard)
11:40.0,,,32-36,,Offensive rebound by R. Kelly
11:35.0,,,32-36,,R. Kelly misses 2-pt shot from 5 ft
11:34.0,Defensive rebound by C. Brewer,,32-36,,
11:22.0,D. Howard makes 2-pt shot at rim (assist by M. Harrell),2,34-36,,
11:04.0,Personal foul by M. Harrell (drawn by R. Kelly),,34-36,,
10:55.0,,,34-39,3,A. Brown makes 3-pt shot from 25 ft (assist by D. Russell)
10:42.0,M. Thornton makes 2-pt shot from 1 ft (assist by T. Lawson),2,36-39,,
10:22.0,,,36-39,,Turnover by D. Russell (bad pass; steal by C. Brewer)
10:16.0,T. Lawson makes 2-pt shot from 1 ft,2,38-39,,
10:00.0,,,38-39,,L. Williams misses 2-pt shot from 4 ft
9:58.0,Defensive rebound by D. Howard,,38-39,,
9:55.0,M. Thornton misses 3-pt shot from 27 ft,,38-39,,
9:55.0,,,38-39,,Defensive rebound by Team
9:35.0,,,38-39,,L. Williams misses 2-pt shot from 4 ft
9:32.0,Defensive rebound by M. Harrell,,38-39,,
9:28.0,C. Brewer misses 2-pt shot from 3 ft,,38-39,,
9:28.0,Offensive rebound by D. Howard,,38-39,,
9:28.0,Shooting foul by B. Bass (drawn by D. Howard),,38-39,,
9:28.0,D. Howard makes free throw 1 of 2,1,39-39,,
9:28.0,D. Howard misses free throw 2 of 2,,39-39,,
9:27.0,,,39-39,,Defensive rebound by A. Brown
9:17.0,,,39-39,,Shooting foul by M. Harrell (drawn by B. Bass)
9:17.0,,,39-40,1,B. Bass makes free throw 1 of 2
9:17.0,,,39-41,1,B. Bass makes free throw 2 of 2
9:04.0,M. Harrell makes 2-pt shot at rim,2,41-41,,
9:01.0,,,41-41,,Turnover by D. Russell (bad pass; steal by C. Brewer)
8:54.0,Shooting foul by L. Williams (drawn by T. Lawson),,41-41,,
8:54.0,Official timeout,,41-41,,
8:54.0,T. Lawson makes free throw 1 of 2,1,42-41,,
8:54.0,T. Lawson makes free throw 2 of 2,1,43-41,,
8:42.0,,,43-41,,R. Kelly misses 3-pt shot from 26 ft
8:41.0,Defensive rebound by C. Brewer,,43-41,,
8:25.0,M. Harrell makes 2-pt shot from 7 ft,2,45-41,,
8:07.0,,,45-43,2,L. Williams makes 2-pt shot from 2 ft
7:45.0,D. Howard makes 2-pt shot from 5 ft,2,47-43,,
7:30.0,,,47-43,,B. Bass misses 2-pt shot from 16 ft
7:29.0,Defensive rebound by C. Brewer,,47-43,,
7:24.0,C. Brewer misses 2-pt shot at rim (block by B. Bass),,47-43,,
7:24.0,Offensive rebound by Team,,47-43,,
7:16.0,M. Thornton misses 2-pt shot from 18 ft,,47-43,,
7:15.0,,,47-43,,Defensive rebound by Team
7:04.0,Personal foul by C. Brewer,,47-43,,
7:04.0,J. Harden enters the game for M. Thornton,,47-43,,
7:04.0,J. Terry enters the game for T. Lawson,,47-43,,
6:50.0,,,47-43,,R. Kelly misses 2-pt shot from 3 ft
6:48.0,Defensive rebound by D. Howard,,47-43,,
6:33.0,Shooting foul by D. Russell (drawn by J. Harden),,47-43,,
6:33.0,J. Harden makes free throw 1 of 3,1,48-43,,
6:33.0,J. Harden makes free throw 2 of 3,1,49-43,,
6:33.0,,,49-43,,J. Randle enters the game for R. Kelly
6:33.0,J. Harden misses free throw 3 of 3,,49-43,,
6:32.0,,,49-43,,Defensive rebound by J. Randle
6:09.0,,,49-43,,A. Brown misses 3-pt shot from 26 ft
6:08.0,Defensive rebound by M. Harrell,,49-43,,
6:02.0,J. Harden misses 3-pt shot from 25 ft,,49-43,,
6:01.0,,,49-43,,Defensive rebound by J. Randle
5:53.0,,,49-45,2,L. Williams makes 2-pt shot at rim
5:25.0,C. Brewer misses 3-pt shot from 26 ft,,49-45,,
5:25.0,Offensive rebound by Team,,49-45,,
5:25.0,Turnover by Team (shot clock),,49-45,,
5:25.0,,,49-45,,LA Lakers full timeout
5:25.0,C. Capela enters the game for D. Howard,,49-45,,
5:25.0,T. Ariza enters the game for C. Brewer,,49-45,,
5:25.0,T. Jones enters the game for M. Harrell,,49-45,,
5:25.0,,,49-45,,J. Clarkson enters the game for D. Russell
5:25.0,,,49-45,,R. Hibbert enters the game for B. Bass
5:10.0,,,49-47,2,J. Randle makes 2-pt shot at rim (assist by L. Williams)
4:46.0,J. Harden misses 2-pt shot from 2 ft (block by R. Hibbert),,49-47,,
4:46.0,Offensive rebound by C. Capela,,49-47,,
4:46.0,Shooting foul by J. Randle (drawn by C. Capela),,49-47,,
4:46.0,C. Capela makes free throw 1 of 2,1,50-47,,
4:46.0,C. Capela makes free throw 2 of 2,1,51-47,,
4:28.0,,,51-47,,J. Randle misses 2-pt shot from 3 ft
4:27.0,Defensive rebound by T. Jones,,51-47,,
4:14.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,53-47,,
3:54.0,,,53-49,2,L. Williams makes 2-pt shot from 19 ft
3:36.0,J. Terry misses 3-pt shot from 23 ft,,53-49,,
3:34.0,,,53-49,,Defensive rebound by J. Clarkson
3:19.0,Personal foul by T. Jones (drawn by J. Randle),,53-49,,
3:19.0,D. Howard enters the game for T. Jones,,53-49,,
3:11.0,,,53-51,2,J. Clarkson makes 2-pt shot from 4 ft (assist by R. Hibbert)
2:58.0,Shooting foul by J. Clarkson (drawn by J. Harden),,53-51,,
2:58.0,Houston full timeout,,53-51,,
2:58.0,T. Lawson enters the game for J. Terry,,53-51,,
2:58.0,J. Harden makes free throw 1 of 2,1,54-51,,
2:58.0,J. Harden makes free throw 2 of 2,1,55-51,,
2:40.0,Personal foul by C. Capela,,55-51,,
2:40.0,,,55-52,1,L. Williams makes free throw 1 of 2
2:40.0,M. Harrell enters the game for C. Capela,,55-52,,
2:40.0,,,55-53,1,L. Williams makes free throw 2 of 2
2:19.0,J. Harden makes 3-pt shot from 25 ft,3,58-53,,
2:03.0,,,58-53,,R. Hibbert misses 2-pt shot from 3 ft
1:59.0,Defensive rebound by D. Howard,,58-53,,
1:53.0,J. Harden misses 2-pt shot from 15 ft,,58-53,,
1:52.0,,,58-53,,Defensive rebound by J. Randle
1:44.0,,,58-55,2,J. Clarkson makes 2-pt shot from 16 ft
1:27.0,T. Lawson misses 3-pt shot from 27 ft,,58-55,,
1:24.0,,,58-55,,Defensive rebound by A. Brown
1:04.0,,,58-57,2,J. Randle makes 2-pt shot from 7 ft
0:46.0,Shooting foul by J. Randle (drawn by J. Harden),,58-57,,
0:46.0,J. Harden makes free throw 1 of 2,1,59-57,,
0:46.0,,,59-57,,R. Kelly enters the game for J. Randle
0:46.0,J. Harden makes free throw 2 of 2,1,60-57,,
0:34.0,,,60-57,,J. Clarkson misses 2-pt shot from 11 ft
0:31.0,Defensive rebound by D. Howard,,60-57,,
0:23.0,T. Ariza misses 3-pt shot from 25 ft,,60-57,,
0:22.0,Offensive rebound by Team,,60-57,,
0:02.0,Turnover by T. Ariza (step out of bounds),,60-57,,
0:00.0,,,60-57,,J. Clarkson misses 3-pt shot from 50 ft
0:00.0,,,60-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,60-57,,R. Hibbert misses 2-pt shot from 21 ft
11:43.0,Defensive rebound by D. Howard,,60-57,,
11:40.0,,,60-57,,Personal foul by J. Clarkson (drawn by J. Terry)
11:14.0,J. Terry makes 2-pt shot from 3 ft,2,62-57,,
10:51.0,,,62-57,,K. Bryant misses 2-pt shot from 1 ft
10:50.0,Defensive rebound by C. Capela,,62-57,,
10:33.0,D. Howard misses 2-pt shot from 16 ft (block by R. Hibbert),,62-57,,
10:31.0,Offensive rebound by T. Ariza,,62-57,,
10:30.0,T. Ariza makes 2-pt shot from 1 ft,2,64-57,,
10:13.0,,,64-57,,J. Clarkson misses 2-pt shot from 11 ft
10:11.0,Defensive rebound by D. Howard,,64-57,,
10:05.0,J. Harden makes 3-pt shot from 26 ft (assist by J. Terry),3,67-57,,
10:05.0,,,67-57,,LA Lakers full timeout
9:47.0,,,67-57,,Turnover by K. Bryant (bad pass; steal by T. Ariza)
9:41.0,T. Ariza misses 3-pt shot from 26 ft,,67-57,,
9:40.0,Offensive rebound by D. Howard,,67-57,,
9:38.0,D. Howard makes 2-pt shot from 2 ft,2,69-57,,
9:23.0,,,69-57,,L. Williams misses 2-pt shot from 23 ft
9:18.0,Defensive rebound by J. Harden,,69-57,,
9:13.0,T. Ariza misses 2-pt shot from 1 ft,,69-57,,
9:12.0,,,69-57,,Defensive rebound by J. Randle
9:04.0,,,69-59,2,J. Clarkson makes 2-pt shot from 2 ft (assist by K. Bryant)
8:52.0,Turnover by J. Terry (bad pass; steal by J. Clarkson),,69-59,,
8:47.0,,,69-61,2,L. Williams makes 2-pt shot at rim (assist by J. Clarkson)
8:27.0,Turnover by D. Howard (3 sec),,69-61,,
8:17.0,,,69-61,,J. Randle misses 2-pt shot from 2 ft (block by D. Howard)
8:16.0,,,69-61,,Offensive rebound by J. Randle
8:12.0,,,69-61,,J. Randle misses 2-pt shot from 4 ft (block by D. Howard)
8:11.0,,,69-61,,Offensive rebound by Team
8:11.0,Loose ball foul by C. Capela (drawn by J. Randle),,69-61,,
8:07.0,,,69-61,,Turnover by K. Bryant (bad pass)
7:54.0,D. Howard misses 2-pt shot from 2 ft,,69-61,,
7:49.0,Offensive rebound by C. Capela,,69-61,,
7:49.0,C. Capela makes 2-pt shot at rim,2,71-61,,
7:26.0,,,71-61,,J. Clarkson misses 2-pt shot from 14 ft
7:25.0,Defensive rebound by C. Capela,,71-61,,
7:17.0,J. Harden makes 3-pt shot from 25 ft,3,74-61,,
7:02.0,,,74-61,,J. Clarkson misses 2-pt shot from 12 ft
6:59.0,Defensive rebound by D. Howard,,74-61,,
6:52.0,J. Harden makes 3-pt shot from 26 ft (assist by J. Terry),3,77-61,,
6:51.0,,,77-61,,LA Lakers full timeout
6:51.0,T. Jones enters the game for C. Capela,,77-61,,
6:39.0,,,77-61,,Shooting foul by T. Jones (drawn by L. Williams)
6:39.0,,,77-61,,L. Williams misses free throw 1 of 2
6:39.0,,,77-61,,Offensive rebound by Team
6:39.0,M. Harrell enters the game for T. Jones,,77-61,,
6:39.0,,,77-62,1,L. Williams makes free throw 2 of 2
6:26.0,Shooting foul by J. Clarkson (drawn by J. Harden),,77-62,,
6:26.0,J. Harden misses free throw 1 of 3,,77-62,,
6:26.0,Offensive rebound by Team,,77-62,,
6:26.0,J. Harden makes free throw 2 of 3,1,78-62,,
6:26.0,J. Harden misses free throw 3 of 3,,78-62,,
6:25.0,,,78-62,,Defensive rebound by J. Randle
6:08.0,,,78-62,,R. Hibbert misses 2-pt shot from 17 ft
6:07.0,Defensive rebound by D. Howard,,78-62,,
5:55.0,J. Terry misses 2-pt shot from 7 ft,,78-62,,
5:50.0,Offensive rebound by D. Howard,,78-62,,
5:50.0,D. Howard misses 2-pt shot from 1 ft,,78-62,,
5:47.0,,,78-62,,Defensive rebound by J. Clarkson
5:45.0,,,78-62,,J. Clarkson misses 2-pt shot at rim
5:42.0,Defensive rebound by J. Harden,,78-62,,
5:41.0,T. Ariza makes 2-pt shot at rim (assist by J. Harden),2,80-62,,
5:41.0,Shooting foul by R. Hibbert (drawn by T. Ariza),,80-62,,
5:41.0,T. Lawson enters the game for J. Terry,,80-62,,
5:41.0,,,80-62,,D. Russell enters the game for L. Williams
5:41.0,T. Ariza makes free throw 1 of 1,1,81-62,,
5:28.0,,,81-62,,J. Randle misses 2-pt shot from 17 ft
5:25.0,Defensive rebound by D. Howard,,81-62,,
5:18.0,Turnover by D. Howard (traveling),,81-62,,
5:10.0,,,81-64,2,J. Clarkson makes 2-pt shot from 16 ft
4:47.0,T. Lawson makes 2-pt shot from 16 ft (assist by T. Ariza),2,83-64,,
4:36.0,,,83-64,,D. Russell misses 2-pt shot from 10 ft
4:32.0,Defensive rebound by J. Harden,,83-64,,
4:27.0,Turnover by J. Harden (bad pass; steal by D. Russell),,83-64,,
4:24.0,Personal foul by M. Harrell (drawn by J. Randle),,83-64,,
4:10.0,,,83-64,,K. Bryant misses 2-pt shot from 23 ft
4:09.0,Defensive rebound by D. Howard,,83-64,,
4:02.0,T. Ariza makes 2-pt shot from 1 ft (assist by J. Harden),2,85-64,,
4:02.0,Shooting foul by R. Hibbert (drawn by T. Ariza),,85-64,,
4:02.0,T. Ariza makes free throw 1 of 1,1,86-64,,
3:46.0,,,86-66,2,J. Clarkson makes 2-pt shot from 5 ft (assist by J. Randle)
3:30.0,Turnover by T. Ariza (bad pass; steal by J. Clarkson),,86-66,,
3:28.0,Personal take foul by J. Harden (drawn by J. Clarkson),,86-66,,
3:28.0,C. Capela enters the game for T. Ariza,,86-66,,
3:28.0,C. Brewer enters the game for D. Howard,,86-66,,
3:28.0,,,86-66,,B. Bass enters the game for J. Randle
3:14.0,,,86-68,2,R. Hibbert makes 2-pt shot at rim (assist by K. Bryant)
3:01.0,J. Harden misses 2-pt shot from 13 ft,,86-68,,
2:59.0,,,86-68,,Defensive rebound by D. Russell
2:47.0,,,86-71,3,D. Russell makes 3-pt shot from 24 ft
2:32.0,C. Brewer makes 2-pt shot from 2 ft (assist by T. Lawson),2,88-71,,
2:14.0,,,88-71,,Turnover by B. Bass (3 sec)
2:14.0,Houston full timeout,,88-71,,
2:14.0,,,88-71,,R. Kelly enters the game for R. Hibbert
2:14.0,M. Thornton enters the game for J. Harden,,88-71,,
1:54.0,M. Harrell misses 2-pt shot from 2 ft,,88-71,,
1:52.0,Offensive rebound by C. Capela,,88-71,,
1:51.0,C. Capela makes 2-pt shot from 1 ft,2,90-71,,
1:34.0,,,90-71,,J. Clarkson misses 2-pt shot from 17 ft
1:33.0,Defensive rebound by T. Lawson,,90-71,,
1:23.0,M. Thornton makes 2-pt shot from 19 ft,2,92-71,,
1:06.0,,,92-71,,Turnover by D. Russell (bad pass)
0:58.0,M. Thornton misses 2-pt shot from 2 ft,,92-71,,
0:55.0,,,92-71,,Defensive rebound by B. Bass
0:50.0,,,92-73,2,D. Russell makes 2-pt shot from 2 ft (assist by J. Clarkson)
0:40.0,T. Lawson misses 2-pt shot from 20 ft,,92-73,,
0:36.0,,,92-73,,Defensive rebound by R. Kelly
0:32.0,,,92-73,,D. Russell misses 2-pt shot from 1 ft
0:28.0,Defensive rebound by T. Lawson,,92-73,,
0:21.0,C. Capela makes 2-pt shot from 4 ft (assist by T. Lawson),2,94-73,,
0:05.0,,,94-75,2,D. Russell makes 2-pt shot from 5 ft
0:03.0,C. Brewer misses 2-pt shot from 5 ft,,94-75,,
0:02.0,,,94-75,,Defensive rebound by R. Kelly
0:01.0,,,94-75,,R. Kelly misses 3-pt shot from 61 ft
0:00.0,,,94-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,M. Thornton makes 2-pt shot from 12 ft,2,96-75,,
11:26.0,,,96-77,2,L. Williams makes 2-pt shot from 2 ft
11:17.0,C. Brewer misses 2-pt shot from 2 ft,,96-77,,
11:15.0,,,96-77,,Defensive rebound by R. Kelly
11:12.0,,,96-77,,L. Williams misses 3-pt shot from 22 ft
11:07.0,Defensive rebound by C. Capela,,96-77,,
11:00.0,Shooting foul by R. Kelly (drawn by M. Thornton),,96-77,,
11:00.0,M. Thornton makes free throw 1 of 2,1,97-77,,
11:00.0,M. Thornton makes free throw 2 of 2,1,98-77,,
10:48.0,,,98-77,,A. Brown misses 3-pt shot from 26 ft
10:47.0,Defensive rebound by C. Capela,,98-77,,
10:37.0,M. Thornton misses 2-pt shot from 16 ft,,98-77,,
10:36.0,Offensive rebound by Team,,98-77,,
10:24.0,T. Jones misses 2-pt shot from 3 ft,,98-77,,
10:21.0,,,98-77,,Defensive rebound by R. Kelly
10:17.0,,,98-77,,Turnover by D. Russell (lost ball; steal by C. Capela)
10:14.0,Turnover by T. Lawson (bad pass; steal by D. Russell),,98-77,,
10:05.0,,,98-79,2,A. Brown makes 2-pt shot from 2 ft (assist by D. Russell)
9:44.0,M. Thornton misses 3-pt shot from 25 ft,,98-79,,
9:43.0,,,98-79,,Defensive rebound by R. Kelly
9:37.0,,,98-79,,Shooting foul by C. Capela (drawn by B. Bass)
9:37.0,,,98-80,1,B. Bass makes free throw 1 of 2
9:37.0,,,98-81,1,B. Bass makes free throw 2 of 2
9:20.0,C. Brewer misses 3-pt shot from 26 ft,,98-81,,
9:20.0,,,98-81,,Defensive rebound by D. Russell
9:10.0,,,98-81,,L. Williams misses 2-pt shot from 15 ft
9:07.0,Defensive rebound by C. Capela,,98-81,,
8:52.0,Turnover by C. Capela (3 sec),,98-81,,
8:52.0,Official timeout,,98-81,,
8:52.0,M. Harrell enters the game for C. Capela,,98-81,,
8:35.0,,,98-83,2,A. Brown makes 2-pt shot from 13 ft (assist by D. Russell)
8:16.0,T. Jones misses 2-pt shot from 9 ft (block by B. Bass),,98-83,,
8:14.0,Offensive rebound by M. Harrell,,98-83,,
8:12.0,M. Harrell makes 2-pt shot at rim,2,100-83,,
7:56.0,,,100-83,,Turnover by D. Russell (bad pass; steal by C. Brewer)
7:51.0,M. Thornton makes 2-pt shot from 1 ft (assist by C. Brewer),2,102-83,,
7:36.0,,,102-85,2,B. Bass makes 2-pt shot at rim (assist by R. Kelly)
7:17.0,T. Jones misses 3-pt shot from 25 ft,,102-85,,
7:16.0,Offensive rebound by M. Harrell,,102-85,,
7:04.0,M. Thornton misses 2-pt shot from 2 ft,,102-85,,
7:03.0,,,102-85,,Defensive rebound by L. Williams
6:57.0,,,102-85,,D. Russell misses 3-pt shot from 23 ft
6:56.0,Defensive rebound by C. Brewer,,102-85,,
6:48.0,Turnover by T. Jones (bad pass; steal by B. Bass),,102-85,,
6:46.0,Personal take foul by T. Lawson (drawn by A. Brown),,102-85,,
6:31.0,,,102-85,,B. Bass misses 2-pt shot from 16 ft
6:30.0,Defensive rebound by C. Brewer,,102-85,,
6:08.0,Turnover by T. Jones (traveling),,102-85,,
5:55.0,,,102-85,,Turnover by D. Russell (bad pass)
5:55.0,,,102-85,,LA Lakers full timeout
5:35.0,T. Lawson makes 3-pt shot from 26 ft (assist by C. Brewer),3,105-85,,
5:18.0,,,105-85,,Shooting foul by M. Harrell (drawn by R. Kelly)
5:18.0,,,105-85,,R. Kelly misses free throw 1 of 2
5:18.0,,,105-85,,Offensive rebound by Team
5:18.0,K. McDaniels enters the game for C. Brewer,,105-85,,
5:18.0,,,105-85,,M. Huertas enters the game for L. Williams
5:18.0,,,105-86,1,R. Kelly makes free throw 2 of 2
4:56.0,M. Harrell makes 2-pt shot at rim (assist by M. Thornton),2,107-86,,
4:44.0,,,107-86,,T. Black enters the game for B. Bass
4:35.0,,,107-86,,R. Kelly misses 2-pt shot at rim (block by K. McDaniels)
4:33.0,Defensive rebound by M. Harrell,,107-86,,
4:30.0,Turnover by M. Thornton (bad pass; steal by M. Huertas),,107-86,,
4:25.0,,,107-86,,M. Huertas misses 2-pt shot from 6 ft
4:19.0,Defensive rebound by K. McDaniels,,107-86,,
4:14.0,K. McDaniels misses 2-pt shot from 2 ft,,107-86,,
4:11.0,,,107-86,,Defensive rebound by T. Black
4:07.0,,,107-86,,A. Brown misses 2-pt shot from 21 ft
4:05.0,Defensive rebound by M. Harrell,,107-86,,
3:53.0,M. Harrell misses 2-pt shot from 18 ft,,107-86,,
3:52.0,,,107-86,,Defensive rebound by R. Kelly
3:48.0,,,107-86,,Turnover by M. Huertas (lost ball; steal by K. McDaniels)
3:48.0,,,107-86,,Personal foul by M. Huertas (drawn by K. McDaniels)
3:35.0,T. Jones misses 2-pt shot from 3 ft,,107-86,,
3:31.0,,,107-86,,Defensive rebound by T. Black
3:28.0,,,107-89,3,D. Russell makes 3-pt shot from 28 ft (assist by M. Huertas)
3:23.0,,,107-89,,Violation by T. Black (def goaltending)
3:23.0,T. Lawson makes 2-pt shot at rim,2,109-89,,
3:23.0,Shooting foul by M. Huertas (drawn by T. Lawson),,109-89,,
3:23.0,T. Lawson makes free throw 1 of 1,1,110-89,,
3:13.0,,,110-89,,M. Huertas misses 3-pt shot from 26 ft
3:12.0,Defensive rebound by M. Harrell,,110-89,,
2:51.0,M. Harrell makes 2-pt shot at rim (assist by M. Thornton),2,112-89,,
2:30.0,,,112-89,,R. Kelly misses 2-pt shot from 11 ft (block by K. McDaniels)
2:28.0,Defensive rebound by M. Thornton,,112-89,,
2:19.0,M. Thornton misses 3-pt shot from 24 ft,,112-89,,
2:18.0,,,112-89,,Defensive rebound by T. Black
2:10.0,,,112-89,,Turnover by M. Huertas (lost ball; steal by T. Jones)
2:05.0,Shooting foul by M. Huertas (drawn by M. Harrell),,112-89,,
2:05.0,Houston full timeout,,112-89,,
2:05.0,M. Harrell misses free throw 1 of 2,,112-89,,
2:05.0,Offensive rebound by Team,,112-89,,
2:05.0,M. Harrell misses free throw 2 of 2,,112-89,,
2:04.0,,,112-89,,Defensive rebound by R. Kelly
