time,LA Clippers,pts.away,score,pts.home,Utah
0:31.0,,,16-26,2,J. Withey makes 2-pt shot from 6 ft (assist by A. Burks)
0:07.0,J. Crawford misses 2-pt shot from 19 ft,,16-26,,
0:06.0,Offensive rebound by C. Aldrich,,16-26,,
0:05.0,C. Aldrich makes 2-pt shot from 2 ft,2,18-26,,
0:01.0,,,18-26,,T. Burke misses 3-pt shot from 31 ft
0:00.0,,,18-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,18-29,3,J. Ingles makes 3-pt shot from 25 ft (assist by T. Burke)
11:26.0,W. Johnson makes 2-pt shot at rim (assist by C. Aldrich),2,20-29,,
11:06.0,,,20-29,,Turnover by J. Ingles (bad pass; steal by P. Prigioni)
11:00.0,W. Johnson misses 3-pt shot from 24 ft,,20-29,,
10:59.0,,,20-29,,Defensive rebound by J. Withey
10:48.0,,,20-29,,T. Burke misses 3-pt shot from 24 ft
10:47.0,Defensive rebound by J. Crawford,,20-29,,
10:37.0,C. Aldrich makes 2-pt shot from 2 ft (assist by J. Crawford),2,22-29,,
10:18.0,,,22-29,,J. Withey misses 2-pt shot at rim (block by C. Aldrich)
10:17.0,Defensive rebound by P. Pierce,,22-29,,
10:09.0,W. Johnson makes 2-pt shot from 12 ft (assist by P. Pierce),2,24-29,,
9:49.0,,,24-31,2,T. Burke makes 2-pt shot from 1 ft (assist by J. Ingles)
9:23.0,P. Pierce makes 3-pt shot from 23 ft (assist by W. Johnson),3,27-31,,
9:10.0,,,27-31,,T. Burke misses 3-pt shot from 22 ft
9:08.0,Defensive rebound by P. Pierce,,27-31,,
8:53.0,Turnover by W. Johnson (step out of bounds),,27-31,,
8:53.0,,,27-31,,Utah full timeout
8:53.0,L. Stephenson enters the game for P. Pierce,,27-31,,
8:53.0,,,27-31,,R. Neto enters the game for T. Burke
8:53.0,,,27-31,,T. Lyles enters the game for J. Withey
8:44.0,,,27-33,2,A. Burks makes 2-pt shot from 18 ft
8:21.0,J. Crawford misses 2-pt shot from 15 ft (block by E. Millsap),,27-33,,
8:20.0,,,27-33,,Defensive rebound by T. Lyles
8:09.0,,,27-33,,J. Ingles misses 3-pt shot from 23 ft
8:09.0,Defensive rebound by J. Crawford,,27-33,,
7:49.0,W. Johnson misses 3-pt shot from 23 ft,,27-33,,
7:48.0,,,27-33,,Defensive rebound by A. Burks
7:40.0,Personal foul by W. Johnson (drawn by J. Ingles),,27-33,,
7:40.0,,,27-33,,R. Hood enters the game for E. Millsap
7:27.0,,,27-35,2,R. Neto makes 2-pt shot from 12 ft
7:16.0,C. Aldrich makes 2-pt shot at rim (assist by P. Prigioni),2,29-35,,
7:02.0,,,29-35,,Shooting foul by C. Aldrich (drawn by T. Lyles)
7:02.0,,,29-35,,T. Lyles misses free throw 1 of 2
7:02.0,,,29-35,,Offensive rebound by Team
7:02.0,C. Paul enters the game for P. Prigioni,,29-35,,
7:02.0,D. Jordan enters the game for C. Aldrich,,29-35,,
7:02.0,J. Redick enters the game for W. Johnson,,29-35,,
7:02.0,,,29-35,,G. Hayward enters the game for J. Ingles
7:02.0,,,29-36,1,T. Lyles makes free throw 2 of 2
6:55.0,Turnover by D. Jordan (offensive foul),,29-36,,
6:55.0,Offensive foul by D. Jordan,,29-36,,
6:55.0,,,29-36,,T. Booker enters the game for T. Lyles
6:46.0,Personal foul by J. Crawford (drawn by T. Booker),,29-36,,
6:44.0,Personal foul by J. Crawford (drawn by A. Burks),,29-36,,
6:39.0,,,29-36,,Turnover by A. Burks (traveling)
6:24.0,J. Crawford misses 2-pt shot from 22 ft,,29-36,,
6:24.0,,,29-36,,Defensive rebound by T. Booker
6:16.0,,,29-36,,Turnover by G. Hayward (offensive foul)
6:16.0,,,29-36,,Offensive foul by G. Hayward
5:59.0,Shooting foul by A. Burks (drawn by J. Crawford),,29-36,,
5:59.0,,,29-36,,Utah full timeout
5:59.0,,,29-36,,J. Ingles enters the game for A. Burks
5:59.0,J. Crawford makes free throw 1 of 3,1,30-36,,
5:59.0,J. Crawford makes free throw 2 of 3,1,31-36,,
5:59.0,J. Crawford makes free throw 3 of 3,1,32-36,,
5:49.0,,,32-36,,Shooting foul by L. Stephenson (drawn by G. Hayward)
5:49.0,,,32-37,1,G. Hayward makes free throw 1 of 2
5:49.0,,,32-37,,A. Burks enters the game for R. Hood
5:49.0,,,32-38,1,G. Hayward makes free throw 2 of 2
5:26.0,D. Jordan makes 2-pt shot at rim (assist by L. Stephenson),2,34-38,,
5:10.0,,,34-38,,T. Booker misses 2-pt shot from 2 ft
5:09.0,Defensive rebound by D. Jordan,,34-38,,
5:07.0,Turnover by L. Stephenson (lost ball; steal by R. Neto),,34-38,,
5:02.0,,,34-40,2,G. Hayward makes 2-pt shot at rim (assist by R. Neto)
4:39.0,D. Jordan misses 2-pt shot from 1 ft,,34-40,,
4:38.0,Offensive rebound by D. Jordan,,34-40,,
4:36.0,D. Jordan makes 2-pt shot at rim,2,36-40,,
4:22.0,,,36-42,2,G. Hayward makes 2-pt shot from 1 ft
4:09.0,L. Stephenson misses 2-pt shot from 7 ft,,36-42,,
4:08.0,,,36-42,,Defensive rebound by R. Neto
4:00.0,,,36-44,2,A. Burks makes 2-pt shot from 1 ft (assist by R. Neto)
3:51.0,LA Clippers full timeout,,36-44,,
3:51.0,L. Mbah a Moute enters the game for L. Stephenson,,36-44,,
3:33.0,J. Redick makes 2-pt shot from 11 ft,2,38-44,,
3:22.0,,,38-46,2,G. Hayward makes 2-pt shot from 2 ft
3:22.0,,,38-46,,Shooting foul by L. Mbah a Moute (drawn by G. Hayward)
3:22.0,,,38-47,1,G. Hayward makes free throw 1 of 1
3:04.0,Turnover by J. Redick (bad pass; steal by A. Burks),,38-47,,
2:59.0,,,38-47,,Turnover by T. Booker (lost ball; steal by C. Paul)
2:58.0,,,38-47,,Personal foul by R. Neto (drawn by C. Paul)
2:48.0,Shooting foul by G. Hayward (drawn by J. Crawford),,38-47,,
2:48.0,J. Crawford makes free throw 1 of 2,1,39-47,,
2:48.0,,,39-47,,E. Millsap enters the game for G. Hayward
2:48.0,J. Crawford makes free throw 2 of 2,1,40-47,,
2:30.0,,,40-49,2,E. Millsap makes 2-pt shot from 2 ft (assist by R. Neto)
2:19.0,Shooting foul by E. Millsap (drawn by D. Jordan),,40-49,,
2:19.0,,,40-49,,Violation by T. Booker (def goaltending)
2:19.0,D. Jordan makes 2-pt shot from 1 ft,2,42-49,,
2:19.0,D. Jordan makes free throw 1 of 1,1,43-49,,
1:58.0,,,43-51,2,A. Burks makes 2-pt shot from 1 ft
1:35.0,J. Crawford makes 2-pt shot from 14 ft,2,45-51,,
1:14.0,,,45-51,,Turnover by J. Ingles (bad pass; steal by L. Mbah a Moute)
1:06.0,J. Crawford misses 3-pt shot from 22 ft,,45-51,,
1:04.0,Offensive rebound by C. Paul,,45-51,,
1:04.0,,,45-51,,Personal foul by E. Millsap (drawn by C. Paul)
1:04.0,C. Paul makes free throw 1 of 2,1,46-51,,
1:04.0,C. Aldrich enters the game for D. Jordan,,46-51,,
1:04.0,P. Pierce enters the game for L. Mbah a Moute,,46-51,,
1:04.0,,,46-51,,T. Lyles enters the game for J. Ingles
1:04.0,C. Paul makes free throw 2 of 2,1,47-51,,
0:51.0,,,47-51,,Turnover by A. Burks (bad pass)
0:45.0,Offensive foul by C. Paul,,47-51,,
0:45.0,Turnover by C. Paul (offensive foul),,47-51,,
0:35.0,,,47-51,,Shooting foul by P. Pierce (drawn by A. Burks)
0:35.0,,,47-51,,Utah full timeout
0:35.0,,,47-51,,A. Burks misses free throw 1 of 2
0:35.0,,,47-51,,Offensive rebound by Team
0:35.0,,,47-51,,A. Burks misses free throw 2 of 2
0:33.0,Defensive rebound by P. Pierce,,47-51,,
0:33.0,,,47-51,,Personal foul by T. Lyles (drawn by P. Pierce)
0:33.0,P. Pierce misses free throw 1 of 2,,47-51,,
0:33.0,Offensive rebound by Team,,47-51,,
0:33.0,L. Mbah a Moute enters the game for J. Crawford,,47-51,,
0:33.0,,,47-51,,T. Burke enters the game for A. Burks
0:33.0,P. Pierce makes free throw 2 of 2,1,48-51,,
0:21.0,,,48-53,2,T. Booker makes 2-pt shot from 6 ft (assist by T. Burke)
0:21.0,LA Clippers full timeout,,48-53,,
0:21.0,,,48-53,,J. Ingles enters the game for T. Burke
0:01.0,C. Paul misses 2-pt shot from 20 ft,,48-53,,
0:00.0,Offensive rebound by Team,,48-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:56.0,,,48-53,,Turnover by R. Neto (lost ball)
11:48.0,P. Pierce makes 3-pt shot from 23 ft (assist by C. Paul),3,51-53,,
11:26.0,,,51-53,,T. Lyles misses 3-pt shot from 23 ft
11:26.0,Defensive rebound by C. Paul,,51-53,,
11:16.0,C. Paul makes 2-pt shot from 15 ft,2,53-53,,
11:01.0,,,53-55,2,R. Hood makes 2-pt shot from 10 ft
10:45.0,Turnover by J. Redick (bad pass; steal by R. Neto),,53-55,,
10:39.0,,,53-57,2,R. Neto makes 2-pt shot from 1 ft (assist by T. Lyles)
10:20.0,P. Pierce misses 2-pt shot from 23 ft,,53-57,,
10:20.0,Offensive rebound by Team,,53-57,,
10:20.0,,,53-57,,Loose ball foul by J. Withey (drawn by D. Jordan)
10:09.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,53-57,,
10:08.0,,,53-57,,Defensive rebound by T. Lyles
9:48.0,,,53-57,,R. Hood misses 3-pt shot from 25 ft
9:47.0,,,53-57,,Offensive rebound by T. Lyles
9:44.0,,,53-57,,Turnover by T. Lyles (bad pass; steal by J. Redick)
9:34.0,P. Pierce makes 3-pt shot from 24 ft (assist by C. Paul),3,56-57,,
9:14.0,,,56-59,2,J. Withey makes 2-pt shot from 7 ft (assist by G. Hayward)
8:48.0,J. Redick misses 3-pt shot from 24 ft,,56-59,,
8:48.0,Offensive rebound by Team,,56-59,,
8:48.0,Turnover by Team (shot clock),,56-59,,
8:48.0,,,56-59,,T. Booker enters the game for J. Withey
8:35.0,,,56-59,,Shooting foul by J. Redick (drawn by G. Hayward)
8:35.0,,,56-60,1,G. Hayward makes free throw 1 of 2
8:35.0,,,56-61,1,G. Hayward makes free throw 2 of 2
8:20.0,P. Pierce misses 2-pt shot from 2 ft (block by T. Lyles),,56-61,,
8:20.0,Offensive rebound by Team,,56-61,,
8:10.0,C. Paul misses 2-pt shot from 20 ft,,56-61,,
8:09.0,Offensive rebound by L. Mbah a Moute,,56-61,,
8:07.0,Shooting foul by R. Neto (drawn by J. Redick),,56-61,,
8:07.0,J. Redick makes free throw 1 of 2,1,57-61,,
8:07.0,J. Redick makes free throw 2 of 2,1,58-61,,
7:51.0,Def 3 sec tech foul by P. Pierce,,58-61,,
7:51.0,,,58-62,1,G. Hayward makes technical free throw
7:43.0,,,58-62,,Shooting foul by L. Mbah a Moute (drawn by T. Lyles)
7:43.0,,,58-63,1,T. Lyles makes free throw 1 of 2
7:43.0,,,58-64,1,T. Lyles makes free throw 2 of 2
7:24.0,D. Jordan makes 2-pt shot at rim (assist by J. Redick),2,60-64,,
7:04.0,Personal foul by C. Paul (drawn by R. Neto),,60-64,,
7:04.0,,,60-64,,E. Millsap enters the game for R. Hood
7:01.0,,,60-64,,Turnover by R. Neto (bad pass; steal by D. Jordan)
7:01.0,,,60-64,,Personal foul by R. Neto (drawn by C. Paul)
7:01.0,,,60-64,,T. Burke enters the game for R. Neto
6:47.0,P. Pierce makes 3-pt shot from 24 ft (assist by J. Redick),3,63-64,,
6:31.0,,,63-64,,E. Millsap misses 2-pt shot from 5 ft (block by D. Jordan)
6:29.0,Defensive rebound by D. Jordan,,63-64,,
6:26.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,66-64,,
6:26.0,,,66-64,,Utah full timeout
6:16.0,Personal foul by L. Mbah a Moute (drawn by G. Hayward),,66-64,,
6:03.0,,,66-64,,T. Burke misses 3-pt shot from 26 ft
6:02.0,Defensive rebound by J. Redick,,66-64,,
5:54.0,J. Redick makes 3-pt shot from 23 ft (assist by D. Jordan),3,69-64,,
5:34.0,,,69-64,,G. Hayward misses 2-pt shot from 10 ft
5:34.0,Defensive rebound by D. Jordan,,69-64,,
5:21.0,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul),3,72-64,,
5:03.0,,,72-64,,T. Booker misses 2-pt shot from 2 ft (block by D. Jordan)
5:02.0,,,72-64,,Offensive rebound by T. Lyles
4:54.0,,,72-64,,T. Lyles misses 2-pt shot from 15 ft
4:53.0,,,72-64,,Offensive rebound by T. Booker
4:48.0,,,72-67,3,G. Hayward makes 3-pt shot from 24 ft
4:48.0,,,72-67,,Loose ball foul by T. Booker (drawn by C. Paul)
4:48.0,,,72-67,,J. Ingles enters the game for T. Lyles
4:48.0,,,72-67,,C. Johnson enters the game for E. Millsap
4:32.0,,,72-67,,Personal foul by T. Burke (drawn by P. Pierce)
4:32.0,P. Pierce makes free throw 1 of 2,1,73-67,,
4:32.0,P. Pierce makes free throw 2 of 2,1,74-67,,
4:17.0,,,74-67,,G. Hayward misses 3-pt shot from 24 ft
4:16.0,Defensive rebound by J. Redick,,74-67,,
4:13.0,LA Clippers full timeout,,74-67,,
4:13.0,J. Crawford enters the game for P. Pierce,,74-67,,
4:01.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,74-67,,
4:00.0,,,74-67,,Defensive rebound by C. Johnson
3:37.0,,,74-67,,J. Ingles misses 3-pt shot from 24 ft
3:36.0,Defensive rebound by D. Jordan,,74-67,,
3:27.0,C. Paul makes 2-pt shot from 14 ft,2,76-67,,
3:18.0,,,76-67,,Offensive foul by C. Johnson
3:18.0,,,76-67,,Turnover by C. Johnson (offensive foul)
3:00.0,Shooting foul by J. Ingles (drawn by D. Jordan),,76-67,,
3:00.0,D. Jordan makes free throw 1 of 2,1,77-67,,
3:00.0,,,77-67,,J. Withey enters the game for T. Booker
3:00.0,D. Jordan misses free throw 2 of 2,,77-67,,
3:00.0,,,77-67,,Defensive rebound by Team
2:43.0,,,77-67,,G. Hayward misses 2-pt shot from 13 ft
2:43.0,,,77-67,,Offensive rebound by Team
2:43.0,Personal foul by C. Paul (drawn by J. Withey),,77-67,,
2:43.0,Technical foul by D. Jordan,,77-67,,
2:43.0,,,77-68,1,G. Hayward makes technical free throw
2:43.0,,,77-69,1,J. Withey makes free throw 1 of 2
2:43.0,,,77-70,1,J. Withey makes free throw 2 of 2
2:31.0,C. Paul makes 2-pt shot from 17 ft,2,79-70,,
2:17.0,,,79-73,3,J. Ingles makes 3-pt shot from 22 ft (assist by T. Burke)
1:56.0,,,79-73,,R. Hood enters the game for C. Johnson
1:56.0,W. Johnson enters the game for J. Redick,,79-73,,
1:50.0,C. Paul misses 2-pt shot from 18 ft,,79-73,,
1:49.0,,,79-73,,Defensive rebound by J. Ingles
1:35.0,,,79-73,,J. Withey misses 2-pt shot from 2 ft (block by D. Jordan)
1:34.0,Defensive rebound by D. Jordan,,79-73,,
1:26.0,Turnover by J. Crawford (bad pass; steal by G. Hayward),,79-73,,
1:24.0,Clear path foul by C. Paul,,79-73,,
1:24.0,,,79-73,,G. Hayward misses clear path free throw 1 of 2
1:24.0,,,79-73,,Offensive rebound by Team
1:24.0,P. Prigioni enters the game for C. Paul,,79-73,,
1:24.0,,,79-74,1,G. Hayward makes clear path free throw 2 of 2
1:08.0,,,79-74,,G. Hayward misses 2-pt shot from 16 ft (block by L. Mbah a Moute)
1:06.0,Defensive rebound by P. Prigioni,,79-74,,
0:56.0,J. Crawford misses 2-pt shot from 6 ft,,79-74,,
0:56.0,,,79-74,,Defensive rebound by J. Withey
0:48.0,,,79-74,,J. Ingles misses 2-pt shot from 1 ft (block by D. Jordan)
0:48.0,,,79-74,,Offensive rebound by Team
0:47.0,,,79-74,,C. Johnson enters the game for G. Hayward
0:39.0,,,79-77,3,T. Burke makes 3-pt shot from 23 ft (assist by R. Hood)
0:34.0,J. Crawford misses 3-pt shot from 24 ft,,79-77,,
0:33.0,,,79-77,,Defensive rebound by J. Withey
0:23.0,,,79-77,,J. Ingles misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by W. Johnson,,79-77,,
0:00.0,J. Crawford misses 3-pt shot from 24 ft,,79-77,,
0:00.0,Offensive rebound by Team,,79-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Shooting foul by J. Ingles (drawn by C. Aldrich),,79-77,,
11:41.0,C. Aldrich misses free throw 1 of 2,,79-77,,
11:41.0,Offensive rebound by Team,,79-77,,
11:41.0,C. Aldrich misses free throw 2 of 2,,79-77,,
11:40.0,,,79-77,,Defensive rebound by J. Withey
11:25.0,,,79-77,,R. Hood misses 3-pt shot from 24 ft
11:24.0,Defensive rebound by C. Aldrich,,79-77,,
11:08.0,C. Aldrich misses 2-pt shot at rim (block by J. Withey),,79-77,,
11:07.0,,,79-77,,Defensive rebound by J. Withey
10:45.0,,,79-77,,C. Johnson misses 3-pt shot from 24 ft
10:44.0,Defensive rebound by L. Stephenson,,79-77,,
10:24.0,J. Crawford misses 2-pt shot from 17 ft,,79-77,,
10:23.0,Offensive rebound by Team,,79-77,,
10:23.0,,,79-77,,G. Hayward enters the game for J. Ingles
10:10.0,C. Aldrich misses 2-pt shot from 5 ft,,79-77,,
10:09.0,,,79-77,,Defensive rebound by G. Hayward
9:59.0,,,79-77,,Shooting foul by L. Stephenson (drawn by R. Hood)
9:59.0,,,79-78,1,R. Hood makes free throw 1 of 2
9:59.0,,,79-78,,R. Neto enters the game for T. Burke
9:59.0,,,79-79,1,R. Hood makes free throw 2 of 2
9:46.0,W. Johnson misses 3-pt shot from 23 ft,,79-79,,
9:44.0,,,79-79,,Defensive rebound by J. Withey
9:43.0,Personal foul by J. Crawford (drawn by G. Hayward),,79-79,,
9:32.0,,,79-79,,R. Hood misses 3-pt shot from 24 ft
9:32.0,Defensive rebound by W. Johnson,,79-79,,
9:14.0,C. Aldrich makes 2-pt shot from 5 ft (assist by P. Prigioni),2,81-79,,
9:02.0,,,81-79,,Turnover by R. Neto (bad pass; steal by L. Stephenson)
8:38.0,L. Stephenson misses 3-pt shot from 24 ft,,81-79,,
8:38.0,,,81-79,,Defensive rebound by C. Johnson
8:26.0,Personal foul by C. Aldrich (drawn by G. Hayward),,81-79,,
8:26.0,,,81-79,,Utah full timeout
8:26.0,,,81-79,,T. Booker enters the game for J. Withey
8:20.0,,,81-79,,Shooting foul by W. Johnson (drawn by G. Hayward)
8:20.0,,,81-80,1,G. Hayward makes free throw 1 of 2
8:20.0,,,81-81,1,G. Hayward makes free throw 2 of 2
8:01.0,P. Prigioni misses 3-pt shot from 25 ft,,81-81,,
8:01.0,Offensive rebound by Team,,81-81,,
8:01.0,,,81-81,,Loose ball foul by T. Booker (drawn by C. Aldrich)
8:01.0,C. Paul enters the game for P. Prigioni,,81-81,,
8:01.0,P. Pierce enters the game for L. Stephenson,,81-81,,
7:50.0,J. Crawford misses 2-pt shot from 17 ft,,81-81,,
7:49.0,,,81-81,,Defensive rebound by G. Hayward
7:30.0,,,81-81,,R. Neto misses 2-pt shot from 5 ft
7:30.0,,,81-81,,Offensive rebound by C. Johnson
7:30.0,,,81-81,,Shooting foul by J. Crawford (drawn by C. Johnson)
7:30.0,,,81-82,1,C. Johnson makes free throw 1 of 2
7:30.0,L. Mbah a Moute enters the game for J. Crawford,,81-82,,
7:30.0,J. Redick enters the game for W. Johnson,,81-82,,
7:30.0,D. Jordan enters the game for C. Aldrich,,81-82,,
7:30.0,,,81-83,1,C. Johnson makes free throw 2 of 2
7:11.0,J. Redick makes 2-pt shot from 22 ft (assist by P. Pierce),2,83-83,,
6:52.0,,,83-85,2,R. Hood makes 2-pt shot from 10 ft
6:28.0,C. Paul misses 2-pt shot from 18 ft,,83-85,,
6:27.0,Offensive rebound by D. Jordan,,83-85,,
6:27.0,D. Jordan misses 2-pt shot from 1 ft,,83-85,,
6:26.0,,,83-85,,Defensive rebound by G. Hayward
6:16.0,,,83-85,,R. Hood misses 2-pt shot from 12 ft
6:15.0,,,83-85,,Offensive rebound by T. Booker
6:04.0,,,83-85,,R. Neto misses 3-pt shot from 24 ft
6:03.0,Defensive rebound by D. Jordan,,83-85,,
5:52.0,C. Paul makes 2-pt shot from 1 ft,2,85-85,,
5:40.0,,,85-85,,Utah full timeout
5:40.0,,,85-85,,J. Ingles enters the game for C. Johnson
5:32.0,,,85-85,,R. Hood misses 2-pt shot from 17 ft
5:32.0,,,85-85,,Offensive rebound by G. Hayward
5:27.0,,,85-88,3,R. Hood makes 3-pt shot from 24 ft (assist by G. Hayward)
5:06.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,85-88,,
5:06.0,,,85-88,,Defensive rebound by J. Ingles
5:01.0,Personal foul by P. Pierce (drawn by G. Hayward),,85-88,,
5:01.0,,,85-88,,G. Hayward misses free throw 1 of 2
5:01.0,,,85-88,,Offensive rebound by Team
5:01.0,,,85-89,1,G. Hayward makes free throw 2 of 2
4:52.0,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by C. Paul),3,88-89,,
4:28.0,,,88-89,,G. Hayward misses 2-pt shot from 12 ft
4:28.0,Defensive rebound by P. Pierce,,88-89,,
4:17.0,P. Pierce misses 3-pt shot from 24 ft,,88-89,,
4:17.0,,,88-89,,Defensive rebound by T. Booker
4:04.0,,,88-91,2,R. Hood makes 2-pt shot from 12 ft
3:48.0,C. Paul makes 2-pt shot from 1 ft,2,90-91,,
3:29.0,,,90-93,2,R. Hood makes 2-pt shot from 8 ft
3:16.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,92-93,,
2:49.0,,,92-93,,Turnover by G. Hayward (bad pass; steal by C. Paul)
2:42.0,C. Paul makes 2-pt shot from 2 ft,2,94-93,,
