time,Utah,pts.away,score,pts.home,New Orleans
2:26.0,J. Ingles enters the game for R. Neto,,19-14,,
2:26.0,,,19-15,1,B. Dejean-Jones makes free throw 2 of 2
2:10.0,Shooting foul by A. Davis (drawn by D. Favors),,19-15,,
2:10.0,D. Favors makes free throw 1 of 2,1,20-15,,
2:10.0,D. Favors makes free throw 2 of 2,1,21-15,,
1:52.0,,,21-15,,J. Holiday misses 2-pt shot from 11 ft
1:50.0,Defensive rebound by C. Johnson,,21-15,,
1:45.0,,,21-15,,Personal foul by A. Davis (drawn by G. Hayward)
1:45.0,,,21-15,,A. Ajinca enters the game for A. Davis
1:32.0,D. Favors misses 2-pt shot from 5 ft,,21-15,,
1:31.0,Offensive rebound by T. Booker,,21-15,,
1:28.0,G. Hayward misses 3-pt shot from 23 ft,,21-15,,
1:27.0,,,21-15,,Defensive rebound by A. Ajinca
1:15.0,,,21-18,3,D. Cunningham makes 3-pt shot from 23 ft (assist by J. Holiday)
0:51.0,J. Ingles misses 3-pt shot from 26 ft,,21-18,,
0:50.0,Offensive rebound by Team,,21-18,,
0:50.0,,,21-18,,A. Gee enters the game for B. Dejean-Jones
0:40.0,Shooting foul by A. Ajinca (drawn by D. Favors),,21-18,,
0:40.0,D. Favors makes free throw 1 of 2,1,22-18,,
0:40.0,D. Favors misses free throw 2 of 2,,22-18,,
0:39.0,,,22-18,,Defensive rebound by D. Cunningham
0:22.0,,,22-20,2,R. Anderson makes 2-pt shot from 18 ft
0:00.0,G. Hayward misses 2-pt shot from 13 ft,,22-20,,
0:00.0,Offensive rebound by Team,,22-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,E. Green makes 3-pt shot from 24 ft (assist by R. Hood),3,25-20,,
11:29.0,,,25-20,,J. Holiday misses 2-pt shot from 8 ft
11:28.0,,,25-20,,Offensive rebound by J. Holiday
11:26.0,,,25-22,2,J. Holiday makes 2-pt shot from 11 ft
11:16.0,,,25-22,,Personal foul by T. Douglas (drawn by E. Green)
11:16.0,T. Lyles enters the game for T. Booker,,25-22,,
11:02.0,T. Lyles misses 3-pt shot from 24 ft,,25-22,,
11:01.0,,,25-22,,Defensive rebound by J. Holiday
10:54.0,,,25-24,2,J. Holiday makes 2-pt shot from 10 ft
10:29.0,R. Hood misses 3-pt shot from 27 ft,,25-24,,
10:28.0,Offensive rebound by E. Green,,25-24,,
10:22.0,R. Hood misses 2-pt shot from 8 ft,,25-24,,
10:21.0,Offensive rebound by R. Gobert,,25-24,,
10:21.0,R. Gobert makes 2-pt shot from 1 ft,2,27-24,,
10:10.0,,,27-24,,R. Anderson misses 3-pt shot from 23 ft
10:10.0,Defensive rebound by R. Gobert,,27-24,,
9:52.0,T. Lyles misses 2-pt shot from 11 ft,,27-24,,
9:51.0,,,27-24,,Defensive rebound by J. Holiday
9:46.0,,,27-26,2,R. Anderson makes 2-pt shot from 1 ft (assist by J. Holiday)
9:46.0,,,27-26,,Shooting foul by T. Lyles (drawn by R. Anderson)
9:46.0,,,27-27,1,R. Anderson makes free throw 1 of 1
9:30.0,Shooting foul by A. Gee (drawn by R. Hood),,27-27,,
9:30.0,R. Hood makes free throw 1 of 3,1,28-27,,
9:30.0,R. Hood makes free throw 2 of 3,1,29-27,,
9:30.0,R. Hood makes free throw 3 of 3,1,30-27,,
9:22.0,,,30-30,3,A. Gee makes 3-pt shot from 23 ft (assist by T. Douglas)
9:02.0,E. Green misses 2-pt shot from 10 ft,,30-30,,
9:01.0,,,30-30,,Defensive rebound by R. Anderson
8:55.0,,,30-30,,Turnover by J. Holiday (lost ball; steal by E. Green)
8:54.0,,,30-30,,Clear path foul by R. Anderson
8:54.0,Official timeout,,30-30,,
8:54.0,E. Green makes clear path free throw 1 of 2,1,31-30,,
8:54.0,E. Green makes clear path free throw 2 of 2,1,32-30,,
8:31.0,T. Lyles misses 2-pt shot from 9 ft,,32-30,,
8:31.0,,,32-30,,Defensive rebound by A. Ajinca
8:10.0,,,32-33,3,T. Douglas makes 3-pt shot from 24 ft
7:47.0,Shooting foul by A. Ajinca (drawn by R. Gobert),,32-33,,
7:47.0,R. Gobert makes free throw 1 of 2,1,33-33,,
7:47.0,C. Johnson enters the game for E. Green,,33-33,,
7:47.0,D. Favors enters the game for J. Ingles,,33-33,,
7:47.0,R. Neto enters the game for T. Lyles,,33-33,,
7:47.0,R. Gobert misses free throw 2 of 2,,33-33,,
7:46.0,,,33-33,,Defensive rebound by A. Ajinca
7:33.0,,,33-35,2,A. Ajinca makes 2-pt shot at rim (assist by J. Holiday)
7:11.0,Offensive charge foul by R. Gobert,,33-35,,
7:11.0,Turnover by R. Gobert (offensive foul),,33-35,,
7:11.0,T. Booker enters the game for R. Gobert,,33-35,,
7:00.0,,,33-35,,J. Holiday misses 3-pt shot from 24 ft
7:00.0,Defensive rebound by R. Hood,,33-35,,
6:36.0,D. Favors misses 2-pt shot from 6 ft,,33-35,,
6:36.0,,,33-35,,Defensive rebound by A. Ajinca
6:27.0,,,33-35,,R. Anderson misses 3-pt shot from 24 ft
6:26.0,Defensive rebound by R. Hood,,33-35,,
6:13.0,D. Favors makes 2-pt shot at rim (assist by C. Johnson),2,35-35,,
5:51.0,,,35-35,,T. Douglas misses 2-pt shot from 7 ft
5:51.0,Defensive rebound by T. Booker,,35-35,,
5:36.0,R. Hood misses 2-pt shot from 9 ft,,35-35,,
5:35.0,,,35-35,,Defensive rebound by A. Ajinca
5:21.0,,,35-35,,A. Ajinca misses 2-pt shot from 20 ft
5:20.0,Defensive rebound by T. Booker,,35-35,,
5:07.0,C. Johnson makes 3-pt shot from 24 ft (assist by T. Booker),3,38-35,,
4:48.0,,,38-38,3,T. Douglas makes 3-pt shot from 23 ft (assist by R. Anderson)
4:48.0,Utah full timeout,,38-38,,
4:48.0,,,38-38,,A. Davis enters the game for R. Anderson
4:48.0,G. Hayward enters the game for R. Hood,,38-38,,
4:28.0,D. Favors makes 2-pt shot from 1 ft (assist by R. Neto),2,40-38,,
4:14.0,,,40-40,2,J. Holiday makes 2-pt shot from 18 ft
3:52.0,R. Neto makes 2-pt shot from 15 ft,2,42-40,,
3:32.0,,,42-40,,Turnover by A. Gee (bad pass; steal by R. Neto)
3:16.0,Offensive foul by D. Favors,,42-40,,
3:16.0,Turnover by D. Favors (offensive foul),,42-40,,
3:16.0,R. Hood enters the game for C. Johnson,,42-40,,
3:04.0,,,42-40,,J. Holiday misses 3-pt shot from 23 ft
3:02.0,Defensive rebound by D. Favors,,42-40,,
2:49.0,G. Hayward misses 2-pt shot from 7 ft,,42-40,,
2:47.0,Offensive rebound by T. Booker,,42-40,,
2:39.0,Turnover by R. Hood (lost ball; steal by T. Douglas),,42-40,,
2:33.0,,,42-42,2,A. Gee makes 2-pt shot from 1 ft (assist by T. Douglas)
2:31.0,Utah full timeout,,42-42,,
2:31.0,,,42-42,,New Orleans full timeout
2:31.0,,,42-42,,N. Cole enters the game for J. Holiday
2:14.0,G. Hayward misses 3-pt shot from 24 ft,,42-42,,
2:13.0,,,42-42,,Defensive rebound by A. Ajinca
2:02.0,Personal foul by T. Booker (drawn by A. Davis),,42-42,,
1:49.0,,,42-42,,Shooting foul by T. Booker (drawn by A. Davis)
1:49.0,,,42-43,1,A. Davis makes free throw 1 of 2
1:49.0,,,42-43,,A. Davis misses free throw 2 of 2
1:48.0,Defensive rebound by T. Booker,,42-43,,
1:26.0,D. Favors makes 2-pt shot from 2 ft (assist by T. Booker),2,44-43,,
1:05.0,,,44-45,2,T. Douglas makes 2-pt shot from 18 ft
0:56.0,D. Favors misses 2-pt shot from 16 ft,,44-45,,
0:55.0,Offensive rebound by R. Hood,,44-45,,
0:49.0,,,44-45,,Personal foul by A. Ajinca (drawn by D. Favors)
0:49.0,D. Favors makes free throw 1 of 2,1,45-45,,
0:49.0,,,45-45,,R. Anderson enters the game for A. Davis
0:49.0,D. Favors misses free throw 2 of 2,,45-45,,
0:49.0,,,45-45,,Defensive rebound by A. Ajinca
0:27.0,,,45-47,2,R. Anderson makes 2-pt shot from 17 ft
0:03.0,D. Favors misses 2-pt shot from 10 ft,,45-47,,
0:02.0,,,45-47,,Defensive rebound by A. Gee
0:00.0,,,45-47,,R. Anderson misses 3-pt shot from 47 ft
0:00.0,,,45-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Shooting foul by A. Davis (drawn by R. Gobert),,45-47,,
11:47.0,R. Gobert makes free throw 1 of 2,1,46-47,,
11:47.0,R. Gobert makes free throw 2 of 2,1,47-47,,
11:29.0,,,47-47,,A. Davis misses 2-pt shot from 8 ft
11:29.0,Defensive rebound by R. Gobert,,47-47,,
11:13.0,R. Neto misses 2-pt shot from 16 ft,,47-47,,
11:11.0,,,47-47,,Defensive rebound by N. Cole
10:57.0,,,47-49,2,B. Dejean-Jones makes 2-pt shot from 16 ft
10:41.0,G. Hayward makes 2-pt shot from 3 ft,2,49-49,,
10:41.0,Shooting foul by D. Cunningham (drawn by G. Hayward),,49-49,,
10:41.0,C. Johnson enters the game for R. Hood,,49-49,,
10:41.0,G. Hayward makes free throw 1 of 1,1,50-49,,
10:21.0,,,50-52,3,D. Cunningham makes 3-pt shot from 24 ft (assist by B. Dejean-Jones)
10:04.0,G. Hayward misses 3-pt shot from 26 ft,,50-52,,
10:03.0,,,50-52,,Defensive rebound by O. Asik
9:47.0,,,50-52,,B. Dejean-Jones misses 2-pt shot from 2 ft (block by R. Gobert)
9:45.0,Defensive rebound by R. Gobert,,50-52,,
9:26.0,D. Favors makes 2-pt shot from 14 ft (assist by G. Hayward),2,52-52,,
9:10.0,,,52-54,2,N. Cole makes 2-pt shot from 21 ft (assist by A. Davis)
8:47.0,R. Neto makes 3-pt shot from 23 ft (assist by D. Favors),3,55-54,,
8:32.0,,,55-54,,N. Cole misses 2-pt shot from 15 ft
8:31.0,Defensive rebound by C. Johnson,,55-54,,
8:21.0,Shooting foul by O. Asik (drawn by R. Gobert),,55-54,,
8:21.0,R. Gobert makes free throw 1 of 2,1,56-54,,
8:21.0,R. Hood enters the game for C. Johnson,,56-54,,
8:21.0,R. Gobert misses free throw 2 of 2,,56-54,,
8:20.0,,,56-54,,Defensive rebound by O. Asik
8:03.0,,,56-54,,A. Davis misses 2-pt shot from 7 ft
8:02.0,Defensive rebound by R. Gobert,,56-54,,
7:36.0,G. Hayward misses 3-pt shot from 25 ft,,56-54,,
7:36.0,,,56-54,,Defensive rebound by O. Asik
7:36.0,Loose ball foul by D. Favors (drawn by O. Asik),,56-54,,
7:22.0,,,56-54,,A. Davis misses 2-pt shot from 7 ft
7:21.0,Defensive rebound by R. Gobert,,56-54,,
7:02.0,D. Favors makes 2-pt shot from 13 ft (assist by R. Neto),2,58-54,,
6:47.0,,,58-56,2,A. Davis makes 2-pt shot from 16 ft (assist by N. Cole)
6:29.0,R. Hood makes 2-pt shot from 1 ft (assist by D. Favors),2,60-56,,
6:20.0,,,60-56,,Turnover by N. Cole (bad pass; steal by D. Favors)
6:16.0,Turnover by D. Favors (bad pass; steal by N. Cole),,60-56,,
6:10.0,,,60-58,2,D. Cunningham makes 2-pt shot from 1 ft (assist by B. Dejean-Jones)
5:49.0,R. Neto makes 2-pt shot from 1 ft,2,62-58,,
5:40.0,,,62-58,,N. Cole misses 2-pt shot from 1 ft
5:39.0,Defensive rebound by R. Gobert,,62-58,,
5:23.0,D. Favors makes 2-pt shot from 2 ft,2,64-58,,
5:07.0,,,64-60,2,N. Cole makes 2-pt shot from 6 ft (assist by A. Davis)
4:49.0,R. Gobert makes 2-pt shot at rim (assist by G. Hayward),2,66-60,,
4:37.0,,,66-63,3,N. Cole makes 3-pt shot from 23 ft (assist by A. Davis)
4:15.0,Turnover by D. Favors (lost ball; steal by O. Asik),,66-63,,
4:13.0,Personal foul by R. Neto (drawn by A. Davis),,66-63,,
4:13.0,,,66-63,,New Orleans full timeout
4:13.0,,,66-63,,R. Anderson enters the game for O. Asik
4:13.0,,,66-63,,J. Holiday enters the game for B. Dejean-Jones
4:13.0,C. Johnson enters the game for D. Favors,,66-63,,
4:13.0,T. Booker enters the game for R. Neto,,66-63,,
3:58.0,,,66-65,2,A. Davis makes 2-pt shot at rim (assist by N. Cole)
3:39.0,Turnover by T. Booker (traveling),,66-65,,
3:26.0,,,66-65,,J. Holiday misses 2-pt shot at rim (block by R. Gobert)
3:25.0,Defensive rebound by T. Booker,,66-65,,
3:20.0,R. Gobert makes 2-pt shot from 2 ft (assist by G. Hayward),2,68-65,,
3:07.0,,,68-65,,Turnover by J. Holiday (bad pass)
2:56.0,Shooting foul by J. Holiday (drawn by R. Gobert),,68-65,,
2:56.0,Utah full timeout,,68-65,,
2:56.0,R. Gobert makes free throw 1 of 2,1,69-65,,
2:56.0,R. Gobert makes free throw 2 of 2,1,70-65,,
2:34.0,,,70-65,,R. Anderson misses 2-pt shot from 20 ft
2:33.0,,,70-65,,Offensive rebound by A. Davis
2:30.0,,,70-67,2,J. Holiday makes 2-pt shot from 17 ft
2:09.0,G. Hayward makes 2-pt shot at rim (assist by C. Johnson),2,72-67,,
1:58.0,,,72-67,,A. Davis misses 2-pt shot from 5 ft
1:57.0,Defensive rebound by R. Hood,,72-67,,
1:46.0,Turnover by R. Gobert (bad pass; steal by N. Cole),,72-67,,
1:32.0,,,72-67,,N. Cole misses 2-pt shot from 6 ft
1:30.0,Defensive rebound by C. Johnson,,72-67,,
1:08.0,T. Booker makes 2-pt shot at rim,2,74-67,,
1:00.0,,,74-69,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
0:46.0,Turnover by R. Hood (bad pass; steal by J. Holiday),,74-69,,
0:42.0,,,74-71,2,J. Holiday makes 2-pt shot from 1 ft (assist by A. Davis)
0:34.0,G. Hayward makes 3-pt shot from 24 ft,3,77-71,,
0:28.0,,,77-71,,D. Cunningham misses 3-pt shot from 22 ft
0:27.0,Defensive rebound by C. Johnson,,77-71,,
0:04.0,Turnover by G. Hayward (lost ball),,77-71,,
0:00.0,,,77-71,,J. Holiday misses 2-pt shot from 18 ft
0:00.0,,,77-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,77-71,,Turnover by J. Holiday (bad pass; steal by G. Hayward)
11:45.0,R. Neto misses 2-pt shot from 2 ft (block by J. Holiday),,77-71,,
11:45.0,,,77-71,,Defensive rebound by Team
11:35.0,Personal foul by T. Booker (drawn by T. Douglas),,77-71,,
11:27.0,,,77-71,,R. Anderson misses 3-pt shot from 24 ft
11:27.0,Defensive rebound by G. Hayward,,77-71,,
11:09.0,R. Neto misses 2-pt shot from 8 ft,,77-71,,
11:09.0,,,77-71,,Defensive rebound by A. Ajinca
10:54.0,,,77-71,,A. Ajinca misses 2-pt shot from 6 ft
10:52.0,Defensive rebound by R. Neto,,77-71,,
10:40.0,G. Hayward makes 2-pt shot from 6 ft,2,79-71,,
10:29.0,,,79-73,2,A. Ajinca makes 2-pt shot from 18 ft (assist by J. Holiday)
10:07.0,G. Hayward misses 3-pt shot from 25 ft,,79-73,,
10:05.0,Offensive rebound by D. Favors,,79-73,,
10:00.0,R. Neto misses 3-pt shot from 25 ft,,79-73,,
9:59.0,Offensive rebound by T. Booker,,79-73,,
9:56.0,T. Booker misses 2-pt shot from 7 ft,,79-73,,
9:55.0,,,79-73,,Defensive rebound by J. Holiday
9:33.0,,,79-75,2,J. Holiday makes 2-pt shot from 1 ft
9:26.0,Utah full timeout,,79-75,,
9:26.0,R. Gobert enters the game for G. Hayward,,79-75,,
9:26.0,R. Hood enters the game for R. Neto,,79-75,,
9:26.0,C. Johnson enters the game for T. Booker,,79-75,,
9:17.0,Turnover by D. Favors (traveling),,79-75,,
9:07.0,,,79-75,,J. Holiday misses 2-pt shot from 16 ft
9:07.0,,,79-75,,Offensive rebound by A. Ajinca
9:07.0,Loose ball foul by C. Johnson (drawn by A. Ajinca),,79-75,,
8:50.0,,,79-75,,R. Anderson misses 2-pt shot from 15 ft
8:48.0,,,79-75,,Offensive rebound by A. Ajinca
8:44.0,,,79-75,,Shooting foul by J. Ingles (drawn by A. Ajinca)
8:44.0,,,79-75,,A. Ajinca misses free throw 1 of 2
8:44.0,,,79-75,,Offensive rebound by Team
8:44.0,,,79-76,1,A. Ajinca makes free throw 2 of 2
8:34.0,,,79-76,,Personal foul by A. Gee (drawn by R. Hood)
8:28.0,Turnover by J. Ingles (bad pass; steal by T. Douglas),,79-76,,
8:24.0,,,79-76,,T. Douglas misses 2-pt shot from 1 ft (block by C. Johnson)
8:23.0,,,79-76,,Offensive rebound by J. Holiday
8:16.0,,,79-78,2,J. Holiday makes 2-pt shot from 2 ft
8:16.0,Loose ball foul by J. Ingles (drawn by A. Ajinca),,79-78,,
8:16.0,G. Hayward enters the game for J. Ingles,,79-78,,
8:16.0,,,79-79,1,A. Ajinca makes free throw 1 of 1
8:07.0,,,79-79,,Personal foul by A. Ajinca (drawn by R. Gobert)
8:00.0,,,79-79,,Personal foul by J. Holiday (drawn by R. Hood)
7:54.0,Shooting foul by A. Ajinca (drawn by G. Hayward),,79-79,,
7:54.0,G. Hayward makes free throw 1 of 2,1,80-79,,
7:54.0,R. Neto enters the game for C. Johnson,,80-79,,
7:54.0,G. Hayward makes free throw 2 of 2,1,81-79,,
7:49.0,Personal foul by R. Neto (drawn by J. Holiday),,81-79,,
7:49.0,,,81-80,1,J. Holiday makes free throw 1 of 2
7:49.0,,,81-80,,A. Davis enters the game for R. Anderson
7:49.0,,,81-81,1,J. Holiday makes free throw 2 of 2
7:31.0,R. Hood misses 3-pt shot from 24 ft,,81-81,,
7:29.0,Offensive rebound by R. Gobert,,81-81,,
7:27.0,G. Hayward misses 2-pt shot from 1 ft,,81-81,,
7:23.0,,,81-81,,Defensive rebound by A. Ajinca
7:09.0,,,81-81,,A. Ajinca misses 2-pt shot from 6 ft
7:09.0,Defensive rebound by R. Gobert,,81-81,,
6:52.0,Turnover by G. Hayward (bad pass; steal by A. Gee),,81-81,,
6:42.0,,,81-81,,Turnover by J. Holiday (bad pass; steal by R. Neto)
6:37.0,G. Hayward makes 2-pt shot from 14 ft,2,83-81,,
6:25.0,,,83-81,,J. Holiday misses 2-pt shot from 17 ft
6:25.0,Defensive rebound by R. Gobert,,83-81,,
6:02.0,R. Hood misses 2-pt shot from 5 ft,,83-81,,
6:01.0,,,83-81,,Defensive rebound by T. Douglas
5:41.0,,,83-83,2,J. Holiday makes 2-pt shot from 14 ft
5:24.0,G. Hayward makes 2-pt shot from 18 ft,2,85-83,,
5:07.0,,,85-85,2,A. Ajinca makes 2-pt shot from 2 ft (assist by J. Holiday)
4:51.0,Shooting foul by A. Davis (drawn by G. Hayward),,85-85,,
4:51.0,Official timeout,,85-85,,
4:51.0,,,85-85,,R. Anderson enters the game for A. Ajinca
4:51.0,,,85-85,,D. Cunningham enters the game for A. Gee
4:51.0,C. Johnson enters the game for R. Hood,,85-85,,
4:51.0,G. Hayward makes free throw 1 of 2,1,86-85,,
4:51.0,G. Hayward misses free throw 2 of 2,,86-85,,
4:48.0,,,86-85,,Defensive rebound by R. Anderson
4:28.0,,,86-85,,R. Anderson misses 2-pt shot from 4 ft
4:27.0,,,86-85,,Offensive rebound by A. Davis
4:27.0,,,86-87,2,A. Davis makes 2-pt shot from 1 ft
4:11.0,Turnover by D. Favors (bad pass; steal by J. Holiday),,86-87,,
4:06.0,,,86-87,,Turnover by J. Holiday (bad pass)
3:51.0,C. Johnson misses 3-pt shot from 23 ft,,86-87,,
3:50.0,,,86-87,,Defensive rebound by R. Anderson
3:37.0,,,86-87,,J. Holiday misses 3-pt shot from 24 ft
3:36.0,Defensive rebound by G. Hayward,,86-87,,
3:26.0,G. Hayward misses 2-pt shot from 2 ft (block by D. Cunningham),,86-87,,
3:25.0,,,86-87,,Defensive rebound by J. Holiday
3:20.0,,,86-87,,T. Douglas misses 3-pt shot from 24 ft
3:18.0,Defensive rebound by R. Gobert,,86-87,,
3:01.0,R. Neto makes 2-pt shot from 6 ft,2,88-87,,
2:44.0,,,88-89,2,J. Holiday makes 2-pt shot from 1 ft
2:23.0,,,88-89,,Shooting block foul by A. Davis (drawn by D. Favors)
2:23.0,,,88-89,,New Orleans full timeout
2:23.0,,,88-89,,N. Cole enters the game for T. Douglas
2:23.0,R. Hood enters the game for R. Neto,,88-89,,
2:23.0,D. Favors makes free throw 1 of 2,1,89-89,,
2:23.0,D. Favors makes free throw 2 of 2,1,90-89,,
2:14.0,Personal foul by R. Gobert (drawn by A. Davis),,90-89,,
2:14.0,,,90-90,1,A. Davis makes free throw 1 of 2
2:14.0,,,90-90,,A. Davis misses free throw 2 of 2
2:13.0,Defensive rebound by G. Hayward,,90-90,,
1:57.0,R. Hood misses 2-pt shot from 4 ft,,90-90,,
1:55.0,,,90-90,,Defensive rebound by D. Cunningham
1:45.0,Personal foul by R. Hood (drawn by A. Davis),,90-90,,
1:45.0,,,90-91,1,A. Davis makes free throw 1 of 2
1:45.0,,,90-92,1,A. Davis makes free throw 2 of 2
1:32.0,R. Hood makes 2-pt shot from 16 ft,2,92-92,,
1:20.0,,,92-92,,D. Cunningham misses 3-pt shot from 23 ft
1:19.0,Defensive rebound by R. Gobert,,92-92,,
1:13.0,Utah full timeout,,92-92,,
1:11.0,Turnover by G. Hayward (lost ball),,92-92,,
0:59.0,,,92-94,2,A. Davis makes 2-pt shot from 4 ft (assist by J. Holiday)
0:47.0,Shooting foul by R. Anderson (drawn by D. Favors),,92-94,,
0:47.0,D. Favors misses free throw 1 of 2,,92-94,,
0:47.0,Offensive rebound by Team,,92-94,,
0:47.0,D. Favors makes free throw 2 of 2,1,93-94,,
0:36.0,,,93-97,3,A. Davis makes 3-pt shot from 25 ft (assist by J. Holiday)
0:28.0,Shooting foul by D. Cunningham (drawn by G. Hayward),,93-97,,
0:28.0,G. Hayward misses free throw 1 of 2,,93-97,,
0:28.0,Offensive rebound by Team,,93-97,,
0:28.0,T. Booker enters the game for R. Gobert,,93-97,,
0:28.0,,,93-97,,A. Ajinca enters the game for R. Anderson
0:28.0,G. Hayward makes free throw 2 of 2,1,94-97,,
0:28.0,,,94-97,,New Orleans full timeout
0:28.0,R. Gobert enters the game for D. Favors,,94-97,,
0:28.0,,,94-97,,R. Anderson enters the game for A. Ajinca
0:23.0,Personal take foul by C. Johnson (drawn by N. Cole),,94-97,,
0:23.0,,,94-98,1,N. Cole makes free throw 1 of 2
0:23.0,J. Ingles enters the game for R. Gobert,,94-98,,
