time,Detroit,pts.away,score,pts.home,LA Lakers
7:00.0,,,8-10,,Turnover by J. Randle (traveling)
6:44.0,K. Caldwell-Pope misses 2-pt shot from 14 ft (block by R. Hibbert),,8-10,,
6:43.0,,,8-10,,Defensive rebound by D. Russell
6:36.0,,,8-10,,D. Russell misses 3-pt shot from 26 ft
6:35.0,Defensive rebound by M. Morris,,8-10,,
6:25.0,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by R. Jackson),3,11-10,,
6:05.0,,,11-10,,J. Randle misses 2-pt shot from 22 ft
6:05.0,Defensive rebound by E. Ilyasova,,11-10,,
5:55.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,11-10,,
5:54.0,,,11-10,,Defensive rebound by J. Clarkson
5:51.0,Personal foul by R. Jackson (drawn by K. Bryant),,11-10,,
5:51.0,,,11-10,,LA Lakers full timeout
5:51.0,S. Dinwiddie enters the game for R. Jackson,,11-10,,
5:40.0,,,11-10,,K. Bryant misses 2-pt shot from 21 ft
5:39.0,Defensive rebound by K. Caldwell-Pope,,11-10,,
5:28.0,Turnover by Team (back court),,11-10,,
5:13.0,,,11-12,2,D. Russell makes 2-pt shot from 14 ft (assist by K. Bryant)
4:57.0,M. Morris misses 2-pt shot from 15 ft,,11-12,,
4:56.0,,,11-12,,Defensive rebound by R. Hibbert
4:47.0,,,11-12,,Shooting foul by M. Morris (drawn by J. Randle)
4:47.0,,,11-12,,J. Randle misses free throw 1 of 2
4:47.0,,,11-12,,Offensive rebound by Team
4:47.0,A. Tolliver enters the game for E. Ilyasova,,11-12,,
4:47.0,,,11-13,1,J. Randle makes free throw 2 of 2
4:35.0,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by S. Dinwiddie),3,14-13,,
4:23.0,,,14-13,,J. Randle misses 2-pt shot from 19 ft
4:22.0,Defensive rebound by Team,,14-13,,
4:20.0,,,14-13,,M. World Peace enters the game for K. Bryant
4:20.0,,,14-13,,L. Williams enters the game for D. Russell
4:10.0,A. Tolliver misses 3-pt shot from 25 ft,,14-13,,
4:10.0,,,14-13,,Defensive rebound by L. Williams
3:53.0,,,14-13,,J. Randle misses 2-pt shot from 1 ft
3:51.0,Defensive rebound by M. Morris,,14-13,,
3:45.0,A. Drummond misses 2-pt shot at rim,,14-13,,
3:45.0,,,14-13,,Defensive rebound by J. Clarkson
3:37.0,,,14-13,,Shooting foul by S. Dinwiddie (drawn by J. Clarkson)
3:37.0,,,14-13,,J. Clarkson misses free throw 1 of 2
3:37.0,,,14-13,,Offensive rebound by Team
3:37.0,R. Bullock enters the game for K. Caldwell-Pope,,14-13,,
3:37.0,A. Baynes enters the game for A. Drummond,,14-13,,
3:37.0,,,14-14,1,J. Clarkson makes free throw 2 of 2
3:25.0,,,14-14,,Personal foul by M. World Peace (drawn by M. Morris)
3:25.0,,,14-14,,N. Young enters the game for J. Clarkson
3:25.0,,,14-14,,B. Bass enters the game for R. Hibbert
3:16.0,A. Baynes makes 2-pt shot from 3 ft (assist by A. Tolliver),2,16-14,,
3:02.0,,,16-16,2,J. Randle makes 2-pt shot from 2 ft (assist by L. Williams)
2:50.0,,,16-16,,Personal foul by L. Williams
2:50.0,Detroit full timeout,,16-16,,
2:50.0,S. Johnson enters the game for M. Morris,,16-16,,
2:39.0,A. Baynes misses 2-pt shot from 17 ft,,16-16,,
2:39.0,,,16-16,,Defensive rebound by B. Bass
2:28.0,,,16-18,2,B. Bass makes 2-pt shot from 16 ft (assist by M. World Peace)
1:59.0,A. Tolliver misses 3-pt shot from 26 ft,,16-18,,
1:59.0,Offensive rebound by Team,,16-18,,
1:59.0,,,16-18,,Loose ball foul by M. World Peace (drawn by A. Baynes)
1:59.0,,,16-18,,L. Nance enters the game for J. Randle
1:42.0,A. Baynes makes 2-pt shot from 9 ft (assist by S. Johnson),2,18-18,,
1:28.0,,,18-18,,L. Williams misses 2-pt shot from 16 ft
1:27.0,Defensive rebound by R. Bullock,,18-18,,
1:13.0,S. Johnson misses 3-pt shot from 27 ft,,18-18,,
1:12.0,,,18-18,,Defensive rebound by L. Nance
1:03.0,,,18-18,,Shooting foul by A. Tolliver (drawn by M. World Peace)
1:03.0,,,18-19,1,M. World Peace makes free throw 1 of 2
1:03.0,R. Jackson enters the game for S. Dinwiddie,,18-19,,
1:03.0,,,18-19,,M. World Peace misses free throw 2 of 2
1:03.0,Defensive rebound by S. Johnson,,18-19,,
0:48.0,R. Bullock misses 2-pt shot from 15 ft,,18-19,,
0:48.0,Offensive rebound by A. Tolliver,,18-19,,
0:41.0,A. Tolliver misses 3-pt shot from 26 ft,,18-19,,
0:41.0,Offensive rebound by R. Bullock,,18-19,,
0:37.0,R. Bullock misses 2-pt shot from 2 ft (block by B. Bass),,18-19,,
0:35.0,,,18-19,,Defensive rebound by L. Williams
0:11.0,,,18-19,,B. Bass misses 2-pt shot from 13 ft
0:11.0,,,18-19,,Offensive rebound by M. World Peace
0:06.0,,,18-19,,Shooting foul by S. Johnson (drawn by M. World Peace)
0:06.0,,,18-19,,M. World Peace misses free throw 1 of 3
0:06.0,,,18-19,,Offensive rebound by Team
0:06.0,,,18-20,1,M. World Peace makes free throw 2 of 3
0:06.0,,,18-21,1,M. World Peace makes free throw 3 of 3
0:01.0,R. Jackson misses 2-pt shot from 21 ft,,18-21,,
0:00.0,Offensive rebound by Team,,18-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by R. Jackson (turnover),,18-21,,
11:34.0,,,18-21,,N. Young misses 2-pt shot from 19 ft
11:33.0,Defensive rebound by S. Johnson,,18-21,,
11:23.0,Turnover by R. Jackson (bad pass; steal by L. Nance),,18-21,,
11:07.0,,,18-21,,K. Bryant misses 3-pt shot from 25 ft
11:06.0,Defensive rebound by S. Johnson,,18-21,,
10:49.0,A. Tolliver misses 2-pt shot from 3 ft (block by B. Bass),,18-21,,
10:48.0,,,18-21,,Defensive rebound by K. Bryant
10:40.0,,,18-23,2,L. Nance makes 2-pt shot from 3 ft (assist by K. Bryant)
10:21.0,Turnover by S. Johnson (traveling),,18-23,,
9:55.0,,,18-25,2,L. Nance makes 2-pt shot at rim (assist by L. Williams)
9:50.0,Detroit full timeout,,18-25,,
9:44.0,A. Drummond misses 2-pt shot from 5 ft,,18-25,,
9:42.0,,,18-25,,Defensive rebound by K. Bryant
9:33.0,,,18-27,2,L. Nance makes 2-pt shot from 3 ft (assist by K. Bryant)
9:16.0,A. Drummond misses 2-pt shot from 7 ft,,18-27,,
9:14.0,,,18-27,,Defensive rebound by K. Bryant
8:56.0,,,18-29,2,K. Bryant makes 2-pt shot from 6 ft
8:43.0,R. Bullock makes 3-pt shot from 26 ft (assist by R. Jackson),3,21-29,,
8:33.0,,,21-29,,Turnover by L. Williams (bad pass; steal by S. Johnson)
8:28.0,S. Johnson makes 2-pt shot at rim,2,23-29,,
8:07.0,,,23-29,,K. Bryant misses 2-pt shot from 17 ft
8:06.0,Defensive rebound by A. Drummond,,23-29,,
7:47.0,A. Drummond makes 2-pt shot from 2 ft,2,25-29,,
7:22.0,,,25-31,2,K. Bryant makes 2-pt shot from 2 ft (assist by B. Bass)
7:22.0,,,25-31,,Shooting foul by A. Tolliver (drawn by K. Bryant)
7:22.0,S. Dinwiddie enters the game for R. Jackson,,25-31,,
7:22.0,K. Caldwell-Pope enters the game for R. Bullock,,25-31,,
7:22.0,E. Ilyasova enters the game for A. Tolliver,,25-31,,
7:22.0,,,25-32,1,K. Bryant makes free throw 1 of 1
6:57.0,S. Johnson misses 2-pt shot from 3 ft,,25-32,,
6:57.0,Offensive rebound by A. Drummond,,25-32,,
6:50.0,A. Drummond makes 2-pt shot from 1 ft,2,27-32,,
6:47.0,,,27-32,,Shooting foul by S. Johnson (drawn by L. Williams)
6:47.0,,,27-33,1,L. Williams makes free throw 1 of 2
6:47.0,,,27-33,,M. World Peace enters the game for K. Bryant
6:47.0,,,27-33,,L. Williams misses free throw 2 of 2
6:46.0,Defensive rebound by A. Drummond,,27-33,,
6:27.0,Turnover by E. Ilyasova (lost ball; steal by N. Young),,27-33,,
6:21.0,,,27-36,3,N. Young makes 3-pt shot from 25 ft
6:00.0,S. Johnson misses 3-pt shot from 23 ft,,27-36,,
5:59.0,,,27-36,,Defensive rebound by L. Nance
5:48.0,,,27-36,,B. Bass misses 2-pt shot from 17 ft
5:47.0,Defensive rebound by E. Ilyasova,,27-36,,
5:42.0,,,27-36,,Personal foul by L. Williams
5:42.0,Official timeout,,27-36,,
5:42.0,,,27-36,,J. Randle enters the game for L. Williams
5:42.0,,,27-36,,D. Russell enters the game for B. Bass
5:42.0,,,27-36,,R. Hibbert enters the game for L. Nance
5:33.0,S. Dinwiddie makes 2-pt shot from 11 ft,2,29-36,,
5:18.0,,,29-36,,Shooting foul by K. Caldwell-Pope (drawn by N. Young)
5:18.0,,,29-37,1,N. Young makes free throw 1 of 3
5:18.0,,,29-38,1,N. Young makes free throw 2 of 3
5:18.0,,,29-39,1,N. Young makes free throw 3 of 3
5:10.0,,,29-39,,Personal foul by M. World Peace (drawn by E. Ilyasova)
5:10.0,,,29-39,,J. Clarkson enters the game for N. Young
5:10.0,M. Morris enters the game for S. Johnson,,29-39,,
5:01.0,S. Dinwiddie makes 2-pt shot at rim,2,31-39,,
4:43.0,,,31-39,,J. Clarkson misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by A. Drummond,,31-39,,
4:28.0,E. Ilyasova misses 3-pt shot from 26 ft,,31-39,,
4:28.0,Offensive rebound by M. Morris,,31-39,,
4:23.0,M. Morris misses 2-pt shot from 14 ft,,31-39,,
4:22.0,,,31-39,,Defensive rebound by J. Randle
4:14.0,,,31-39,,M. World Peace misses 3-pt shot from 22 ft
4:13.0,Defensive rebound by M. Morris,,31-39,,
3:59.0,E. Ilyasova makes 3-pt shot from 23 ft (assist by A. Drummond),3,34-39,,
3:32.0,,,34-39,,J. Randle misses 2-pt shot from 14 ft
3:30.0,Defensive rebound by S. Dinwiddie,,34-39,,
3:26.0,K. Caldwell-Pope makes 2-pt shot from 4 ft (assist by S. Dinwiddie),2,36-39,,
3:26.0,Shooting foul by J. Clarkson (drawn by K. Caldwell-Pope),,36-39,,
3:26.0,,,36-39,,K. Bryant enters the game for M. World Peace
3:26.0,K. Caldwell-Pope misses free throw 1 of 1,,36-39,,
3:25.0,,,36-39,,Defensive rebound by J. Clarkson
3:21.0,,,36-39,,LA Lakers full timeout
3:05.0,,,36-41,2,J. Randle makes 2-pt shot from 3 ft (assist by K. Bryant)
3:05.0,Shooting block foul by E. Ilyasova (drawn by J. Randle),,36-41,,
3:05.0,,,36-42,1,J. Randle makes free throw 1 of 1
2:50.0,S. Dinwiddie makes 2-pt shot from 18 ft,2,38-42,,
2:40.0,Jump ball: M. Morris vs. D. Russell,,,,Jump ball: M. Morris vs. D. Russell
2:28.0,,,38-44,2,J. Clarkson makes 2-pt shot from 3 ft (assist by D. Russell)
2:13.0,K. Caldwell-Pope misses 2-pt shot from 12 ft,,38-44,,
2:12.0,,,38-44,,Defensive rebound by J. Randle
1:53.0,,,38-47,3,D. Russell makes 3-pt shot from 26 ft (assist by K. Bryant)
1:42.0,,,38-47,,Shooting block foul by R. Hibbert (drawn by S. Dinwiddie)
1:42.0,S. Dinwiddie makes free throw 1 of 2,1,39-47,,
1:42.0,S. Dinwiddie makes free throw 2 of 2,1,40-47,,
1:31.0,,,40-47,,Turnover by K. Bryant (bad pass; steal by K. Caldwell-Pope)
1:25.0,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope),2,42-47,,
1:05.0,,,42-47,,D. Russell misses 3-pt shot from 25 ft
1:05.0,,,42-47,,Offensive rebound by Team
1:05.0,Loose ball foul by M. Morris (drawn by R. Hibbert),,42-47,,
1:05.0,Violation by Team (delay of game),,42-47,,
1:05.0,,,42-47,,R. Hibbert misses free throw 1 of 2
1:05.0,,,42-47,,Offensive rebound by Team
1:05.0,,,42-48,1,R. Hibbert makes free throw 2 of 2
1:05.0,,,42-48,,Violation by Team (delay of game)
0:54.0,E. Ilyasova misses 3-pt shot from 24 ft,,42-48,,
0:54.0,Offensive rebound by A. Drummond,,42-48,,
0:48.0,A. Drummond makes 2-pt shot from 1 ft,2,44-48,,
0:38.0,,,44-48,,K. Bryant misses 2-pt shot from 19 ft
0:38.0,Defensive rebound by A. Drummond,,44-48,,
0:33.0,S. Dinwiddie misses 2-pt shot from 3 ft,,44-48,,
0:33.0,,,44-48,,Defensive rebound by Team
0:33.0,S. Johnson enters the game for M. Morris,,44-48,,
0:26.0,,,44-48,,D. Russell misses 2-pt shot from 19 ft
0:26.0,,,44-48,,Offensive rebound by J. Randle
0:06.0,,,44-48,,Turnover by J. Clarkson (traveling)
0:01.0,S. Dinwiddie misses 3-pt shot from 27 ft,,44-48,,
0:00.0,Offensive rebound by Team,,44-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,M. Morris misses 2-pt shot from 13 ft,,44-48,,
11:42.0,,,44-48,,Defensive rebound by J. Clarkson
11:25.0,,,44-48,,R. Hibbert misses 2-pt shot from 4 ft
11:23.0,Defensive rebound by A. Drummond,,44-48,,
11:16.0,Turnover by A. Drummond (bad pass; steal by J. Randle),,44-48,,
11:10.0,,,44-48,,J. Clarkson misses 2-pt shot from 1 ft
11:10.0,,,44-48,,Offensive rebound by Team
11:08.0,Personal foul by M. Morris (drawn by R. Hibbert),,44-48,,
10:59.0,,,44-48,,K. Bryant misses 2-pt shot from 20 ft
10:58.0,Defensive rebound by A. Drummond,,44-48,,
10:48.0,E. Ilyasova misses 3-pt shot from 25 ft,,44-48,,
10:47.0,,,44-48,,Defensive rebound by D. Russell
10:40.0,,,44-48,,Shooting foul by A. Drummond (drawn by D. Russell)
10:40.0,,,44-49,1,D. Russell makes free throw 1 of 2
10:40.0,,,44-50,1,D. Russell makes free throw 2 of 2
10:36.0,M. Morris misses 2-pt shot from 10 ft,,44-50,,
10:26.0,Offensive rebound by K. Caldwell-Pope,,44-50,,
10:15.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,44-50,,
10:15.0,,,44-50,,Defensive rebound by K. Bryant
10:06.0,,,44-50,,D. Russell misses 3-pt shot from 26 ft
10:05.0,Defensive rebound by E. Ilyasova,,44-50,,
9:58.0,K. Caldwell-Pope misses 2-pt shot from 2 ft (block by R. Hibbert),,44-50,,
9:58.0,Jump ball: K. Caldwell-Pope vs. R. Hibbert (J. Clarkson gains possession),,,,Jump ball: K. Caldwell-Pope vs. R. Hibbert (J. Clarkson gains possession)
9:58.0,,,44-50,,Defensive rebound by R. Hibbert
9:43.0,,,44-52,2,J. Clarkson makes 2-pt shot from 5 ft
9:38.0,,,44-52,,Personal foul by J. Clarkson (drawn by M. Morris)
9:36.0,R. Jackson makes 3-pt shot from 26 ft,3,47-52,,
9:13.0,,,47-52,,J. Clarkson misses 2-pt shot from 1 ft
9:11.0,Defensive rebound by E. Ilyasova,,47-52,,
9:03.0,A. Drummond misses 2-pt shot from 1 ft,,47-52,,
9:03.0,,,47-52,,Defensive rebound by D. Russell
8:56.0,,,47-52,,D. Russell misses 3-pt shot from 26 ft
8:56.0,Defensive rebound by R. Jackson,,47-52,,
8:44.0,E. Ilyasova misses 2-pt shot from 5 ft,,47-52,,
8:44.0,,,47-52,,Defensive rebound by R. Hibbert
8:39.0,,,47-52,,Turnover by J. Clarkson (bad pass; steal by K. Caldwell-Pope)
8:34.0,Shooting foul by K. Bryant (drawn by A. Drummond),,47-52,,
8:34.0,A. Drummond makes free throw 1 of 2,1,48-52,,
8:34.0,A. Drummond misses free throw 2 of 2,,48-52,,
8:32.0,,,48-52,,Defensive rebound by J. Randle
8:19.0,,,48-52,,K. Bryant misses 2-pt shot from 3 ft
8:18.0,Defensive rebound by A. Drummond,,48-52,,
7:59.0,A. Drummond misses 2-pt shot from 2 ft,,48-52,,
7:59.0,,,48-52,,Defensive rebound by D. Russell
7:49.0,,,48-52,,K. Bryant misses 3-pt shot from 26 ft
7:48.0,,,48-52,,Offensive rebound by Team
7:40.0,,,48-54,2,K. Bryant makes 2-pt shot from 1 ft (assist by J. Randle)
7:32.0,R. Jackson makes 2-pt shot from 1 ft,2,50-54,,
7:15.0,,,50-54,,J. Clarkson misses 3-pt shot from 26 ft
7:14.0,Defensive rebound by R. Jackson,,50-54,,
7:10.0,K. Caldwell-Pope misses 2-pt shot from 1 ft (block by J. Randle),,50-54,,
7:10.0,Offensive rebound by Team,,50-54,,
7:10.0,,,50-54,,Loose ball foul by K. Bryant (drawn by E. Ilyasova)
7:10.0,E. Ilyasova makes free throw 2 of 2,1,51-54,,
7:10.0,E. Ilyasova misses free throw 1 of 2,,51-54,,
7:10.0,Offensive rebound by Team,,51-54,,
6:55.0,,,51-56,2,R. Hibbert makes 2-pt shot from 17 ft (assist by K. Bryant)
6:41.0,R. Jackson misses 2-pt shot from 14 ft,,51-56,,
6:41.0,,,51-56,,Defensive rebound by Team
6:41.0,Loose ball foul by A. Drummond (drawn by R. Hibbert),,51-56,,
6:23.0,,,51-56,,K. Bryant misses 2-pt shot from 4 ft (block by M. Morris)
6:23.0,,,51-56,,Offensive rebound by Team
6:21.0,,,51-56,,Turnover by K. Bryant (step out of bounds)
6:11.0,M. Morris makes 2-pt shot from 9 ft (assist by A. Drummond),2,53-56,,
6:11.0,Shooting foul by K. Bryant (drawn by M. Morris),,53-56,,
6:11.0,M. Morris misses free throw 1 of 1,,53-56,,
6:10.0,,,53-56,,Defensive rebound by R. Hibbert
5:59.0,,,53-56,,J. Clarkson misses 2-pt shot from 13 ft
5:59.0,Defensive rebound by R. Jackson,,53-56,,
5:49.0,E. Ilyasova misses 2-pt shot from 2 ft,,53-56,,
5:47.0,Offensive rebound by A. Drummond,,53-56,,
5:41.0,A. Drummond misses 2-pt shot from 1 ft,,53-56,,
5:36.0,Offensive rebound by E. Ilyasova,,53-56,,
5:31.0,E. Ilyasova misses 2-pt shot from 1 ft,,53-56,,
5:31.0,,,53-56,,Defensive rebound by J. Randle
5:24.0,,,53-58,2,D. Russell makes 2-pt shot from 1 ft (assist by J. Randle)
5:16.0,R. Jackson misses 3-pt shot from 25 ft,,53-58,,
5:15.0,Offensive rebound by E. Ilyasova,,53-58,,
5:10.0,E. Ilyasova misses 2-pt shot from 2 ft,,53-58,,
5:07.0,Offensive rebound by A. Drummond,,53-58,,
5:03.0,A. Drummond makes 2-pt shot from 2 ft,2,55-58,,
4:47.0,,,55-58,,D. Russell misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by A. Drummond,,55-58,,
4:28.0,E. Ilyasova misses 2-pt shot from 21 ft,,55-58,,
4:28.0,,,55-58,,Defensive rebound by R. Hibbert
4:28.0,,,55-58,,LA Lakers full timeout
4:28.0,,,55-58,,B. Bass enters the game for K. Bryant
4:28.0,,,55-58,,M. World Peace enters the game for R. Hibbert
4:28.0,,,55-58,,L. Williams enters the game for D. Russell
4:28.0,A. Tolliver enters the game for E. Ilyasova,,55-58,,
4:28.0,S. Dinwiddie enters the game for R. Jackson,,55-58,,
4:15.0,,,55-58,,L. Williams misses 2-pt shot from 3 ft
4:14.0,Defensive rebound by A. Drummond,,55-58,,
4:09.0,S. Dinwiddie makes 2-pt shot from 1 ft,2,57-58,,
3:49.0,,,57-60,2,J. Randle makes 2-pt shot from 17 ft (assist by J. Clarkson)
3:39.0,Shooting foul by J. Randle (drawn by M. Morris),,57-60,,
3:39.0,M. Morris misses free throw 1 of 2,,57-60,,
3:39.0,Offensive rebound by Team,,57-60,,
3:39.0,,,57-60,,N. Young enters the game for J. Clarkson
3:39.0,M. Morris makes free throw 2 of 2,1,58-60,,
3:23.0,,,58-60,,M. World Peace misses 3-pt shot from 23 ft
3:22.0,Defensive rebound by K. Caldwell-Pope,,58-60,,
3:09.0,M. Morris makes 2-pt shot from 12 ft,2,60-60,,
2:55.0,,,60-60,,M. World Peace misses 2-pt shot from 2 ft (block by M. Morris)
2:54.0,Defensive rebound by M. Morris,,60-60,,
2:49.0,A. Drummond makes 2-pt shot at rim (assist by M. Morris),2,62-60,,
2:48.0,,,62-60,,LA Lakers full timeout
2:48.0,Detroit full timeout,,62-60,,
2:48.0,,,62-60,,L. Nance enters the game for J. Randle
2:48.0,A. Baynes enters the game for A. Drummond,,62-60,,
2:48.0,R. Bullock enters the game for K. Caldwell-Pope,,62-60,,
2:30.0,,,62-60,,Shooting foul by A. Baynes (drawn by M. World Peace)
2:30.0,,,62-61,1,M. World Peace makes free throw 1 of 2
2:30.0,,,62-62,1,M. World Peace makes free throw 2 of 2
2:06.0,M. Morris misses 3-pt shot from 24 ft,,62-62,,
2:05.0,Offensive rebound by M. Morris,,62-62,,
1:56.0,Turnover by S. Dinwiddie (step out of bounds),,62-62,,
1:41.0,,,62-62,,Turnover by N. Young (lost ball; steal by R. Bullock)
1:35.0,R. Bullock misses 2-pt shot from 2 ft,,62-62,,
1:32.0,,,62-62,,Defensive rebound by N. Young
1:26.0,,,62-62,,L. Williams misses 3-pt shot from 26 ft
1:25.0,,,62-62,,Offensive rebound by B. Bass
1:19.0,,,62-64,2,B. Bass makes 2-pt shot at rim
1:00.0,M. Morris misses 2-pt shot from 18 ft,,62-64,,
1:00.0,,,62-64,,Defensive rebound by N. Young
0:50.0,,,62-64,,N. Young misses 2-pt shot from 15 ft
0:49.0,Defensive rebound by A. Baynes,,62-64,,
0:35.0,A. Baynes makes 2-pt shot from 9 ft (assist by S. Dinwiddie),2,64-64,,
0:16.0,,,64-66,2,L. Williams makes 2-pt shot from 14 ft
0:01.0,A. Baynes makes 2-pt shot from 2 ft (assist by S. Dinwiddie),2,66-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,66-68,2,N. Young makes 2-pt shot from 18 ft
11:20.0,,,66-68,,Personal foul by L. Nance (drawn by A. Baynes)
11:20.0,A. Baynes misses free throw 1 of 2,,66-68,,
11:20.0,Offensive rebound by Team,,66-68,,
11:20.0,A. Baynes makes free throw 2 of 2,1,67-68,,
11:07.0,,,67-68,,Shooting foul by A. Tolliver (drawn by L. Williams)
11:07.0,,,67-68,,L. Williams misses free throw 1 of 2
11:07.0,,,67-68,,Offensive rebound by Team
11:07.0,A. Drummond enters the game for A. Baynes,,67-68,,
11:07.0,,,67-69,1,L. Williams makes free throw 2 of 2
10:49.0,S. Johnson makes 2-pt shot from 4 ft,2,69-69,,
10:34.0,,,69-69,,K. Bryant misses 2-pt shot from 14 ft
10:33.0,Defensive rebound by S. Dinwiddie,,69-69,,
10:17.0,A. Tolliver makes 3-pt shot from 24 ft (assist by A. Drummond),3,72-69,,
10:03.0,,,72-69,,L. Nance misses 2-pt shot from 10 ft
10:02.0,Defensive rebound by A. Drummond,,72-69,,
9:53.0,A. Drummond misses 2-pt shot from 1 ft,,72-69,,
9:51.0,,,72-69,,Defensive rebound by B. Bass
9:50.0,,,72-69,,Offensive foul by B. Bass
9:50.0,,,72-69,,Turnover by B. Bass (offensive foul)
9:50.0,R. Jackson enters the game for S. Dinwiddie,,72-69,,
9:42.0,Turnover by R. Jackson (lost ball; steal by K. Bryant),,72-69,,
9:36.0,,,72-71,2,N. Young makes 2-pt shot from 1 ft (assist by K. Bryant)
9:25.0,Turnover by R. Jackson (turnover),,72-71,,
9:09.0,,,72-73,2,B. Bass makes 2-pt shot from 2 ft (assist by L. Williams)
8:45.0,R. Jackson misses 3-pt shot from 28 ft,,72-73,,
8:45.0,,,72-73,,Defensive rebound by K. Bryant
8:24.0,,,72-73,,K. Bryant misses 2-pt shot from 20 ft
8:24.0,,,72-73,,Offensive rebound by L. Nance
8:20.0,,,72-73,,L. Nance misses 2-pt shot from 1 ft
8:20.0,,,72-73,,Offensive rebound by L. Nance
8:12.0,,,72-75,2,K. Bryant makes 2-pt shot from 4 ft (assist by B. Bass)
8:05.0,Detroit full timeout,,72-75,,
8:05.0,K. Caldwell-Pope enters the game for R. Bullock,,72-75,,
7:54.0,A. Drummond misses 2-pt shot from 10 ft,,72-75,,
7:54.0,,,72-75,,Defensive rebound by Team
7:54.0,Loose ball foul by S. Johnson (drawn by K. Bryant),,72-75,,
7:42.0,,,72-78,3,N. Young makes 3-pt shot from 27 ft (assist by L. Williams)
7:28.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,74-78,,
7:08.0,,,74-78,,K. Bryant misses 3-pt shot from 25 ft
7:08.0,Defensive rebound by Team,,74-78,,
7:08.0,,,74-78,,J. Clarkson enters the game for L. Williams
6:54.0,A. Tolliver misses 3-pt shot from 25 ft,,74-78,,
6:54.0,,,74-78,,Defensive rebound by K. Bryant
6:44.0,,,74-78,,Turnover by K. Bryant (traveling)
6:44.0,E. Ilyasova enters the game for A. Tolliver,,74-78,,
6:33.0,Turnover by R. Jackson (bad pass; steal by K. Bryant),,74-78,,
6:29.0,,,74-78,,Offensive charge foul by J. Clarkson
6:29.0,,,74-78,,Turnover by J. Clarkson (offensive foul)
6:29.0,,,74-78,,R. Hibbert enters the game for B. Bass
6:18.0,Offensive foul by A. Drummond,,74-78,,
