time,New Orleans,pts.away,score,pts.home,Utah
8:59.0,,,32-32,,G. Hayward enters the game for A. Burks
8:59.0,,,32-33,1,T. Burke makes free throw 1 of 1
8:47.0,Shooting foul by T. Lyles (drawn by R. Anderson),,32-33,,
8:47.0,R. Anderson makes free throw 1 of 2,1,33-33,,
8:47.0,R. Anderson makes free throw 2 of 2,1,34-33,,
8:30.0,,,34-33,,C. Johnson misses 2-pt shot from 19 ft
8:30.0,Defensive rebound by R. Anderson,,34-33,,
8:15.0,T. Evans misses 3-pt shot from 24 ft,,34-33,,
8:14.0,,,34-33,,Defensive rebound by T. Booker
7:52.0,,,34-33,,G. Hayward misses 2-pt shot from 18 ft
7:51.0,Defensive rebound by A. Davis,,34-33,,
7:39.0,A. Davis misses 3-pt shot from 24 ft,,34-33,,
7:38.0,,,34-33,,Defensive rebound by G. Hayward
7:29.0,,,34-33,,G. Hayward misses 2-pt shot from 1 ft
7:29.0,Defensive rebound by N. Cole,,34-33,,
7:21.0,J. Holiday makes 3-pt shot from 23 ft,3,37-33,,
7:04.0,,,37-33,,T. Burke misses 2-pt shot from 14 ft
7:04.0,Defensive rebound by N. Cole,,37-33,,
6:57.0,N. Cole misses 2-pt shot from 2 ft,,37-33,,
6:57.0,,,37-33,,Defensive rebound by T. Lyles
6:51.0,,,37-33,,T. Burke misses 2-pt shot from 1 ft (block by J. Holiday)
6:49.0,Defensive rebound by R. Anderson,,37-33,,
6:35.0,,,37-33,,Personal foul by C. Johnson (drawn by A. Davis)
6:35.0,,,37-33,,R. Neto enters the game for T. Burke
6:35.0,,,37-33,,D. Favors enters the game for T. Booker
6:35.0,D. Cunningham enters the game for A. Davis,,37-33,,
6:27.0,Shooting foul by D. Favors (drawn by R. Anderson),,37-33,,
6:27.0,R. Anderson makes free throw 1 of 2,1,38-33,,
6:27.0,O. Asik enters the game for D. Cunningham,,38-33,,
6:27.0,R. Anderson makes free throw 2 of 2,1,39-33,,
6:12.0,,,39-36,3,R. Neto makes 3-pt shot from 23 ft (assist by D. Favors)
5:56.0,J. Holiday misses 2-pt shot from 3 ft,,39-36,,
5:54.0,,,39-36,,Defensive rebound by D. Favors
5:36.0,,,39-39,3,R. Neto makes 3-pt shot from 23 ft (assist by D. Favors)
5:27.0,New Orleans full timeout,,39-39,,
5:27.0,E. Gordon enters the game for J. Holiday,,39-39,,
5:27.0,,,39-39,,R. Hood enters the game for C. Johnson
5:14.0,R. Anderson makes 2-pt shot from 16 ft,2,41-39,,
4:54.0,,,41-39,,R. Hood misses 2-pt shot from 9 ft
4:53.0,Defensive rebound by O. Asik,,41-39,,
4:31.0,O. Asik makes 2-pt shot at rim (assist by N. Cole),2,43-39,,
4:11.0,,,43-39,,D. Favors misses 2-pt shot from 10 ft
4:11.0,Defensive rebound by T. Evans,,43-39,,
3:55.0,T. Evans misses 3-pt shot from 23 ft,,43-39,,
3:55.0,,,43-39,,Defensive rebound by G. Hayward
3:49.0,Personal foul by E. Gordon (drawn by G. Hayward),,43-39,,
3:49.0,,,43-39,,T. Booker enters the game for T. Lyles
3:41.0,,,43-42,3,R. Hood makes 3-pt shot from 23 ft (assist by D. Favors)
3:26.0,N. Cole makes 2-pt shot from 17 ft,2,45-42,,
3:10.0,Personal foul by E. Gordon (drawn by G. Hayward),,45-42,,
3:10.0,A. Davis enters the game for O. Asik,,45-42,,
3:06.0,,,45-42,,Shooting foul by E. Gordon (drawn by G. Hayward)
3:06.0,,,45-43,1,G. Hayward makes free throw 1 of 2
3:06.0,A. Gee enters the game for E. Gordon,,45-43,,
3:06.0,,,45-44,1,G. Hayward makes free throw 2 of 2
2:54.0,,,45-44,,Personal foul by T. Booker (drawn by R. Anderson)
2:54.0,New Orleans full timeout,,45-44,,
2:54.0,R. Anderson makes free throw 1 of 2,1,46-44,,
2:54.0,R. Anderson makes free throw 2 of 2,1,47-44,,
2:42.0,Personal foul by A. Gee (drawn by G. Hayward),,47-44,,
2:42.0,,,47-44,,G. Hayward misses free throw 1 of 2
2:42.0,,,47-44,,Offensive rebound by Team
2:42.0,,,47-45,1,G. Hayward makes free throw 2 of 2
2:29.0,Offensive foul by N. Cole,,47-45,,
2:29.0,Turnover by N. Cole (offensive foul),,47-45,,
2:29.0,I. Smith enters the game for A. Gee,,47-45,,
2:14.0,,,47-45,,Turnover by T. Booker (bad pass)
1:51.0,R. Anderson misses 2-pt shot from 14 ft,,47-45,,
1:51.0,,,47-45,,Defensive rebound by R. Hood
1:44.0,,,47-47,2,D. Favors makes 2-pt shot from 2 ft (assist by G. Hayward)
1:17.0,N. Cole misses 3-pt shot from 24 ft,,47-47,,
1:15.0,Offensive rebound by I. Smith,,47-47,,
1:08.0,T. Evans makes 2-pt shot from 2 ft,2,49-47,,
0:55.0,,,49-47,,Shooting foul by I. Smith (drawn by T. Booker)
0:55.0,,,49-48,1,T. Booker makes free throw 1 of 2
0:55.0,,,49-48,,E. Millsap enters the game for R. Hood
0:55.0,,,49-48,,T. Booker misses free throw 2 of 2
0:54.0,Defensive rebound by A. Davis,,49-48,,
0:40.0,Turnover by I. Smith (bad pass; steal by T. Booker),,49-48,,
0:28.0,,,49-48,,Turnover by T. Booker (lost ball)
0:22.0,New Orleans full timeout,,49-48,,
0:04.0,A. Davis makes 2-pt shot from 5 ft,2,51-48,,
0:02.0,Personal foul by T. Evans (drawn by G. Hayward),,51-48,,
0:02.0,,,51-49,1,G. Hayward makes free throw 1 of 2
0:02.0,,,51-50,1,G. Hayward makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,51-50,,D. Favors misses 2-pt shot from 2 ft
11:36.0,Defensive rebound by T. Evans,,51-50,,
11:11.0,E. Gordon makes 2-pt shot from 1 ft,2,53-50,,
10:57.0,,,53-52,2,A. Burks makes 2-pt shot from 19 ft
10:42.0,Shooting foul by R. Hood (drawn by E. Gordon),,53-52,,
10:42.0,E. Gordon makes free throw 1 of 3,1,54-52,,
10:42.0,E. Gordon makes free throw 2 of 3,1,55-52,,
10:42.0,E. Gordon makes free throw 3 of 3,1,56-52,,
10:21.0,,,56-52,,G. Hayward misses 3-pt shot from 23 ft
10:20.0,Defensive rebound by A. Davis,,56-52,,
10:12.0,,,56-52,,Def 3 sec tech foul by R. Hood
10:12.0,A. Davis makes technical free throw,1,57-52,,
10:11.0,,,57-52,,Personal foul by R. Hood
10:11.0,,,57-52,,T. Burke enters the game for R. Hood
9:58.0,O. Asik misses 2-pt shot from 3 ft (block by J. Withey),,57-52,,
9:57.0,,,57-52,,Defensive rebound by G. Hayward
9:46.0,,,57-52,,A. Burks misses 3-pt shot from 23 ft
9:46.0,Defensive rebound by A. Davis,,57-52,,
9:36.0,T. Evans misses 2-pt shot from 1 ft,,57-52,,
9:36.0,,,57-52,,Defensive rebound by D. Favors
9:24.0,,,57-54,2,T. Burke makes 2-pt shot from 20 ft
9:03.0,A. Davis misses 2-pt shot from 14 ft,,57-54,,
9:02.0,,,57-54,,Defensive rebound by T. Burke
8:51.0,,,57-56,2,D. Favors makes 2-pt shot from 16 ft (assist by A. Burks)
8:42.0,Turnover by T. Evans (bad pass; steal by J. Withey),,57-56,,
8:36.0,,,57-56,,Shooting foul by A. Davis (drawn by T. Burke)
8:36.0,,,57-57,1,T. Burke makes free throw 1 of 2
8:36.0,,,57-58,1,T. Burke makes free throw 2 of 2
8:27.0,Shooting foul by A. Burks (drawn by E. Gordon),,57-58,,
8:27.0,E. Gordon makes free throw 1 of 2,1,58-58,,
8:27.0,E. Gordon makes free throw 2 of 2,1,59-58,,
8:04.0,,,59-60,2,D. Favors makes 2-pt shot from 19 ft (assist by T. Burke)
7:43.0,A. Davis misses 2-pt shot from 17 ft,,59-60,,
7:42.0,,,59-60,,Defensive rebound by G. Hayward
7:23.0,,,59-60,,Turnover by A. Burks (bad pass; steal by T. Evans)
7:19.0,A. Gee makes 2-pt shot at rim (assist by T. Evans),2,61-60,,
6:55.0,,,61-60,,T. Burke misses 3-pt shot from 25 ft
6:54.0,Defensive rebound by Team,,61-60,,
6:37.0,E. Gordon misses 3-pt shot from 25 ft,,61-60,,
6:36.0,,,61-60,,Defensive rebound by Team
6:35.0,,,61-60,,Utah full timeout
6:35.0,R. Anderson enters the game for O. Asik,,61-60,,
6:20.0,,,61-62,2,D. Favors makes 2-pt shot at rim (assist by T. Burke)
6:01.0,A. Davis misses 2-pt shot from 3 ft,,61-62,,
6:01.0,Offensive rebound by A. Davis,,61-62,,
5:59.0,A. Davis misses 2-pt shot from 1 ft,,61-62,,
5:57.0,,,61-62,,Defensive rebound by G. Hayward
5:54.0,,,61-62,,Shooting foul by T. Evans (drawn by G. Hayward)
5:54.0,,,61-62,,G. Hayward misses free throw 1 of 2
5:54.0,,,61-62,,Offensive rebound by Team
5:54.0,,,61-63,1,G. Hayward makes free throw 2 of 2
5:41.0,A. Davis makes 2-pt shot from 17 ft (assist by T. Evans),2,63-63,,
5:20.0,,,63-66,3,G. Hayward makes 3-pt shot from 22 ft (assist by T. Burke)
5:09.0,,,63-66,,Personal foul by J. Withey (drawn by A. Davis)
5:09.0,,,63-66,,T. Booker enters the game for J. Withey
5:02.0,T. Evans misses 2-pt shot from 17 ft,,63-66,,
5:01.0,,,63-66,,Defensive rebound by T. Burke
4:43.0,,,63-68,2,D. Favors makes 2-pt shot from 2 ft
4:25.0,R. Anderson misses 2-pt shot from 7 ft,,63-68,,
4:25.0,,,63-68,,Defensive rebound by Team
4:10.0,,,63-68,,A. Burks misses 3-pt shot from 23 ft
4:07.0,,,63-68,,Offensive rebound by T. Burke
4:00.0,,,63-68,,T. Burke misses 2-pt shot from 2 ft
3:59.0,Defensive rebound by A. Gee,,63-68,,
3:56.0,New Orleans full timeout,,63-68,,
3:56.0,J. Holiday enters the game for T. Evans,,63-68,,
3:45.0,J. Holiday makes 2-pt shot from 7 ft,2,65-68,,
3:29.0,,,65-68,,Shooting foul by A. Davis (drawn by D. Favors)
3:29.0,,,65-69,1,D. Favors makes free throw 1 of 2
3:29.0,,,65-70,1,D. Favors makes free throw 2 of 2
3:06.0,R. Anderson makes 2-pt shot from 1 ft,2,67-70,,
2:45.0,,,67-73,3,T. Burke makes 3-pt shot from 23 ft (assist by A. Burks)
2:26.0,Turnover by E. Gordon (traveling),,67-73,,
2:03.0,,,67-75,2,D. Favors makes 2-pt shot at rim
1:53.0,,,67-75,,Personal foul by A. Burks (drawn by R. Anderson)
1:53.0,,,67-75,,C. Johnson enters the game for A. Burks
1:53.0,R. Anderson makes free throw 1 of 2,1,68-75,,
1:53.0,R. Anderson makes free throw 2 of 2,1,69-75,,
1:38.0,,,69-75,,Turnover by T. Booker (bad pass; steal by J. Holiday)
1:27.0,Offensive foul by R. Anderson,,69-75,,
1:27.0,Turnover by R. Anderson (offensive foul),,69-75,,
1:09.0,Personal foul by J. Holiday (drawn by T. Booker),,69-75,,
1:09.0,O. Asik enters the game for A. Davis,,69-75,,
1:03.0,Violation by J. Holiday (kicked ball),,69-75,,
0:51.0,,,69-75,,T. Burke misses 2-pt shot from 7 ft
0:51.0,,,69-75,,Offensive rebound by D. Favors
0:51.0,,,69-77,2,D. Favors makes 2-pt shot at rim
0:45.0,Shooting foul by C. Johnson (drawn by R. Anderson),,69-77,,
0:45.0,R. Anderson makes free throw 1 of 2,1,70-77,,
0:45.0,R. Anderson makes free throw 2 of 2,1,71-77,,
0:31.0,,,71-77,,Turnover by G. Hayward (lost ball; steal by E. Gordon)
0:24.0,J. Holiday makes 2-pt shot from 1 ft (assist by E. Gordon),2,73-77,,
0:00.0,,,73-79,2,D. Favors makes 2-pt shot from 17 ft (assist by T. Burke)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,N. Cole makes 3-pt shot from 22 ft (assist by J. Holiday),3,76-79,,
11:23.0,,,76-79,,A. Burks misses 3-pt shot from 24 ft
11:22.0,,,76-79,,Offensive rebound by A. Burks
11:15.0,,,76-79,,T. Burke misses 3-pt shot from 24 ft
11:15.0,Defensive rebound by N. Cole,,76-79,,
11:08.0,N. Cole misses 2-pt shot from 2 ft (block by C. Johnson),,76-79,,
11:07.0,,,76-79,,Defensive rebound by T. Lyles
10:56.0,,,76-79,,A. Burks misses 2-pt shot from 19 ft
10:55.0,Defensive rebound by J. Holiday,,76-79,,
10:39.0,J. Holiday makes 2-pt shot from 15 ft,2,78-79,,
10:25.0,,,78-79,,Shooting foul by O. Asik (drawn by A. Burks)
10:25.0,New Orleans full timeout,,78-79,,
10:25.0,,,78-79,,R. Neto enters the game for T. Burke
10:25.0,T. Evans enters the game for J. Holiday,,78-79,,
10:25.0,,,78-80,1,A. Burks makes free throw 1 of 2
10:25.0,,,78-81,1,A. Burks makes free throw 2 of 2
10:10.0,N. Cole makes 2-pt shot from 22 ft,2,80-81,,
9:45.0,,,80-83,2,R. Neto makes 2-pt shot from 2 ft
9:35.0,Shooting foul by T. Lyles (drawn by R. Anderson),,80-83,,
9:35.0,R. Anderson makes free throw 1 of 2,1,81-83,,
9:35.0,,,81-83,,J. Withey enters the game for T. Lyles
9:35.0,R. Anderson makes free throw 2 of 2,1,82-83,,
9:15.0,,,82-85,2,T. Booker makes 2-pt shot from 2 ft
9:04.0,R. Anderson makes 2-pt shot from 2 ft,2,84-85,,
9:04.0,Shooting foul by J. Withey (drawn by R. Anderson),,84-85,,
9:04.0,R. Anderson makes free throw 1 of 1,1,85-85,,
8:52.0,,,85-85,,A. Burks misses 2-pt shot from 1 ft
8:51.0,Defensive rebound by O. Asik,,85-85,,
8:43.0,Turnover by T. Evans (back court),,85-85,,
8:43.0,,,85-85,,G. Hayward enters the game for C. Johnson
8:22.0,,,85-87,2,J. Withey makes 2-pt shot from 3 ft (assist by R. Neto)
8:08.0,Turnover by N. Cole (step out of bounds),,85-87,,
8:08.0,A. Davis enters the game for O. Asik,,85-87,,
7:52.0,,,85-87,,Turnover by G. Hayward (lost ball; steal by N. Cole)
7:45.0,A. Davis makes 2-pt shot at rim (assist by T. Evans),2,87-87,,
7:22.0,,,87-89,2,T. Booker makes 2-pt shot from 1 ft (assist by R. Neto)
6:59.0,D. Cunningham misses 3-pt shot from 23 ft (block by T. Booker),,87-89,,
6:59.0,,,87-89,,Defensive rebound by J. Withey
6:54.0,,,87-89,,Utah full timeout
6:54.0,,,87-89,,R. Hood enters the game for R. Neto
6:54.0,,,87-89,,D. Favors enters the game for J. Withey
6:54.0,J. Holiday enters the game for N. Cole,,87-89,,
6:47.0,,,87-89,,Turnover by G. Hayward (lost ball; steal by R. Anderson)
6:23.0,R. Anderson misses 2-pt shot from 16 ft,,87-89,,
6:23.0,,,87-89,,Defensive rebound by D. Favors
6:09.0,,,87-89,,G. Hayward misses 3-pt shot from 25 ft
6:07.0,Defensive rebound by A. Davis,,87-89,,
5:49.0,J. Holiday misses 3-pt shot from 23 ft,,87-89,,
5:48.0,,,87-89,,Defensive rebound by T. Booker
5:33.0,,,87-89,,A. Burks misses 3-pt shot from 23 ft
5:32.0,Defensive rebound by D. Cunningham,,87-89,,
5:26.0,T. Evans makes 2-pt shot from 1 ft,2,89-89,,
5:05.0,,,89-89,,D. Favors misses 2-pt shot from 5 ft
5:04.0,Defensive rebound by R. Anderson,,89-89,,
4:51.0,A. Davis makes 2-pt shot from 18 ft (assist by R. Anderson),2,91-89,,
4:27.0,,,91-89,,G. Hayward misses 3-pt shot from 23 ft
4:26.0,Defensive rebound by A. Davis,,91-89,,
4:19.0,Shooting foul by A. Burks (drawn by T. Evans),,91-89,,
4:19.0,T. Evans makes free throw 1 of 2,1,92-89,,
4:19.0,,,92-89,,T. Burke enters the game for A. Burks
4:19.0,,,92-89,,T. Lyles enters the game for T. Booker
4:19.0,A. Gee enters the game for D. Cunningham,,92-89,,
4:19.0,T. Evans makes free throw 2 of 2,1,93-89,,
4:09.0,,,93-89,,Turnover by T. Burke (bad pass; steal by R. Anderson)
3:50.0,T. Evans makes 3-pt shot from 24 ft (assist by A. Gee),3,96-89,,
3:22.0,,,96-89,,T. Burke misses 3-pt shot from 24 ft
3:22.0,,,96-89,,Offensive rebound by Team
3:22.0,,,96-89,,Turnover by Team (shot clock)
3:10.0,T. Evans misses 2-pt shot from 2 ft (block by D. Favors),,96-89,,
3:09.0,,,96-89,,Defensive rebound by R. Hood
3:00.0,,,96-89,,Turnover by T. Lyles (bad pass; steal by T. Evans)
2:39.0,R. Anderson misses 2-pt shot from 21 ft,,96-89,,
2:39.0,,,96-89,,Defensive rebound by D. Favors
2:19.0,,,96-91,2,G. Hayward makes 2-pt shot from 6 ft
2:10.0,New Orleans full timeout,,96-91,,
2:10.0,,,96-91,,T. Booker enters the game for T. Lyles
2:10.0,,,96-91,,A. Burks enters the game for T. Burke
2:10.0,E. Gordon enters the game for A. Gee,,96-91,,
2:04.0,J. Holiday makes 2-pt shot from 6 ft,2,98-91,,
2:04.0,Shooting foul by R. Hood (drawn by J. Holiday),,98-91,,
2:04.0,J. Holiday makes free throw 1 of 1,1,99-91,,
1:54.0,,,99-91,,T. Booker misses 2-pt shot from 3 ft
1:54.0,,,99-91,,Offensive rebound by Team
1:54.0,Personal foul by T. Evans (drawn by D. Favors),,99-91,,
1:54.0,A. Gee enters the game for E. Gordon,,99-91,,
1:48.0,Personal foul by A. Gee (drawn by G. Hayward),,99-91,,
1:48.0,,,99-92,1,G. Hayward makes free throw 1 of 2
1:48.0,E. Gordon enters the game for A. Gee,,99-92,,
1:48.0,,,99-92,,G. Hayward misses free throw 2 of 2
1:47.0,Defensive rebound by A. Davis,,99-92,,
1:35.0,J. Holiday makes 3-pt shot from 24 ft,3,102-92,,
1:20.0,,,102-92,,A. Burks misses 2-pt shot from 11 ft
1:20.0,Defensive rebound by A. Davis,,102-92,,
0:58.0,T. Evans misses 2-pt shot from 2 ft,,102-92,,
0:57.0,Offensive rebound by T. Evans,,102-92,,
0:39.0,Turnover by E. Gordon (lost ball; steal by T. Booker),,102-92,,
0:39.0,Personal foul by E. Gordon (drawn by T. Booker),,102-92,,
0:39.0,,,102-93,1,T. Booker makes free throw 1 of 2
0:39.0,,,102-94,1,T. Booker makes free throw 2 of 2
0:15.0,T. Evans makes 2-pt shot from 2 ft,2,104-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
