time,San Antonio,pts.away,score,pts.home,Oklahoma City
2:53.0,,,101-101,,K. Durant misses 2-pt shot from 14 ft
2:52.0,Defensive rebound by T. Parker,,101-101,,
2:49.0,,,101-101,,Oklahoma City full timeout
2:34.0,T. Parker makes 2-pt shot from 1 ft,2,103-101,,
2:11.0,,,103-103,2,D. Waiters makes 2-pt shot from 20 ft
1:49.0,L. Aldridge misses 2-pt shot from 12 ft (block by S. Ibaka),,103-103,,
1:48.0,,,103-103,,Defensive rebound by R. Westbrook
1:34.0,,,103-105,2,D. Waiters makes 2-pt shot from 14 ft
1:18.0,K. Leonard misses 2-pt shot from 13 ft,,103-105,,
1:17.0,,,103-105,,Defensive rebound by S. Adams
1:10.0,,,103-105,,Oklahoma City full timeout
0:59.0,,,103-105,,K. Durant misses 3-pt shot from 24 ft
0:58.0,,,103-105,,Offensive rebound by S. Ibaka
0:54.0,,,103-108,3,R. Westbrook makes 3-pt shot from 23 ft (assist by S. Ibaka)
0:42.0,K. Leonard makes 2-pt shot from 9 ft,2,105-108,,
0:42.0,Shooting foul by K. Durant (drawn by K. Leonard),,105-108,,
0:42.0,K. Leonard makes free throw 1 of 1,1,106-108,,
0:23.0,,,106-108,,R. Westbrook misses 2-pt shot from 14 ft
0:23.0,,,106-108,,Offensive rebound by S. Adams
0:23.0,,,106-108,,S. Adams misses 2-pt shot from 1 ft
0:21.0,Defensive rebound by K. Leonard,,106-108,,
0:21.0,San Antonio full timeout,,106-108,,
0:21.0,,,106-108,,A. Roberson enters the game for D. Waiters
0:21.0,San Antonio full timeout,,106-108,,
0:13.0,D. Green misses 3-pt shot from 24 ft (block by S. Adams),,106-108,,
0:13.0,,,106-108,,Defensive rebound by Team
0:13.0,,,106-108,,Oklahoma City full timeout
0:13.0,,,106-108,,D. Waiters enters the game for S. Adams
0:13.0,,,106-108,,A. Morrow enters the game for A. Roberson
0:13.0,M. Ginobili enters the game for T. Duncan,,106-108,,
0:12.0,Personal foul by K. Leonard (drawn by K. Durant),,106-108,,
0:12.0,,,106-109,1,K. Durant makes free throw 1 of 2
0:12.0,T. Duncan enters the game for M. Ginobili,,106-109,,
0:12.0,,,106-109,,S. Adams enters the game for A. Morrow
0:12.0,,,106-109,,A. Roberson enters the game for D. Waiters
0:12.0,,,106-110,1,K. Durant makes free throw 2 of 2
0:12.0,San Antonio full timeout,,106-110,,
0:08.0,L. Aldridge misses 3-pt shot from 22 ft,,106-110,,
0:03.0,Offensive rebound by T. Duncan,,106-110,,
0:03.0,T. Duncan misses 2-pt shot from 1 ft,,106-110,,
0:03.0,,,106-110,,Defensive rebound by S. Adams
0:03.0,Personal take foul by K. Leonard (drawn by R. Westbrook),,106-110,,
0:03.0,,,106-111,1,R. Westbrook makes free throw 1 of 2
0:03.0,,,106-112,1,R. Westbrook makes free throw 2 of 2
0:00.0,D. Green misses 3-pt shot from 42 ft,,106-112,,
0:00.0,Offensive rebound by Team,,106-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
