time,Memphis,pts.away,score,pts.home,Washington
3:21.0,,,16-23,2,M. Gortat makes 2-pt shot from 7 ft (assist by J. Wall)
2:59.0,Memphis full timeout,,16-23,,
2:59.0,,,16-23,,Washington full timeout
2:59.0,,,16-23,,R. Sessions enters the game for K. Oubre
2:59.0,,,16-23,,G. Neal enters the game for J. Wall
2:59.0,Z. Randolph enters the game for J. Green,,16-23,,
2:59.0,M. Chalmers enters the game for M. Conley,,16-23,,
2:51.0,M. Barnes misses 3-pt shot from 26 ft,,16-23,,
2:50.0,,,16-23,,Defensive rebound by J. Dudley
2:27.0,,,16-23,,G. Temple misses 2-pt shot from 8 ft
2:26.0,Defensive rebound by Z. Randolph,,16-23,,
2:13.0,M. Chalmers misses 2-pt shot from 2 ft,,16-23,,
2:12.0,,,16-23,,Defensive rebound by M. Gortat
2:06.0,,,16-23,,G. Temple misses 2-pt shot at rim (block by M. Barnes)
2:06.0,,,16-23,,Offensive rebound by Team
2:06.0,T. Allen enters the game for M. Barnes,,16-23,,
2:06.0,,,16-23,,K. Humphries enters the game for J. Dudley
2:06.0,J. Green enters the game for M. Gasol,,16-23,,
2:06.0,,,16-23,,Turnover by K. Humphries (bad pass; steal by T. Allen)
1:50.0,Z. Randolph misses 2-pt shot from 19 ft,,16-23,,
1:49.0,,,16-23,,Defensive rebound by M. Gortat
1:45.0,Personal foul by C. Lee (drawn by R. Sessions),,16-23,,
1:39.0,,,16-23,,R. Sessions misses 2-pt shot from 13 ft
1:35.0,Defensive rebound by M. Chalmers,,16-23,,
1:32.0,C. Lee misses 3-pt shot from 26 ft,,16-23,,
1:30.0,,,16-23,,Defensive rebound by G. Temple
1:23.0,,,16-25,2,M. Gortat makes 2-pt shot at rim (assist by G. Neal)
1:00.0,Z. Randolph makes 2-pt shot from 6 ft,2,18-25,,
0:44.0,,,18-25,,Turnover by M. Gortat (bad pass; steal by M. Chalmers)
0:39.0,,,18-25,,Personal foul by M. Gortat (drawn by Z. Randolph)
0:39.0,V. Carter enters the game for C. Lee,,18-25,,
0:39.0,,,18-25,,D. Blair enters the game for M. Gortat
0:25.0,V. Carter misses 2-pt shot from 1 ft,,18-25,,
0:23.0,,,18-25,,Defensive rebound by D. Blair
0:03.0,,,18-25,,R. Sessions misses 2-pt shot at rim (block by Z. Randolph)
0:03.0,,,18-25,,Offensive rebound by Team
0:02.0,,,18-25,,D. Blair misses 2-pt shot from 17 ft
0:01.0,Defensive rebound by V. Carter,,18-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,18-25,,Shooting foul by V. Carter (drawn by G. Neal)
11:38.0,,,18-26,1,G. Neal makes free throw 1 of 2
11:38.0,,,18-26,,G. Neal misses free throw 2 of 2
11:37.0,Defensive rebound by J. Green,,18-26,,
11:22.0,Turnover by V. Carter (bad pass),,18-26,,
11:08.0,,,18-29,3,K. Humphries makes 3-pt shot from 26 ft (assist by R. Sessions)
10:53.0,Turnover by T. Allen (bad pass; steal by D. Blair),,18-29,,
10:49.0,Shooting block foul by M. Chalmers (drawn by R. Sessions),,18-29,,
10:49.0,,,18-30,1,R. Sessions makes free throw 1 of 2
10:49.0,,,18-30,,R. Sessions misses free throw 2 of 2
10:48.0,,,18-30,,Offensive rebound by Team
10:48.0,Loose ball foul by V. Carter (drawn by K. Humphries),,18-30,,
10:34.0,,,18-30,,Shooting foul by M. Chalmers (drawn by R. Sessions)
10:34.0,,,18-31,1,R. Sessions makes free throw 1 of 2
10:34.0,,,18-32,1,R. Sessions makes free throw 2 of 2
10:20.0,V. Carter misses 3-pt shot from 24 ft,,18-32,,
10:19.0,,,18-32,,Defensive rebound by K. Humphries
10:11.0,Personal foul by M. Chalmers (drawn by K. Humphries),,18-32,,
10:11.0,Technical foul by Team,,18-32,,
10:11.0,,,18-32,,G. Neal misses technical free throw
10:11.0,,,18-32,,Offensive rebound by Team
10:11.0,,,18-33,1,K. Humphries makes free throw 1 of 2
10:11.0,M. Conley enters the game for M. Chalmers,,18-33,,
10:11.0,Technical foul by M. Chalmers (drawn by K. Humphries),,18-33,,
10:11.0,Technical foul by M. Chalmers (drawn by K. Humphries),,18-33,,
10:11.0,,,18-34,1,G. Neal makes technical free throw
10:11.0,,,18-35,1,G. Neal makes technical free throw
10:11.0,,,18-36,1,K. Humphries makes free throw 2 of 2
9:58.0,Z. Randolph makes 2-pt shot from 8 ft (assist by M. Conley),2,20-36,,
9:29.0,,,20-36,,Turnover by G. Neal (bad pass; steal by M. Conley)
9:24.0,M. Conley makes 2-pt shot from 2 ft,2,22-36,,
9:17.0,,,22-38,2,D. Blair makes 2-pt shot from 1 ft (assist by R. Sessions)
8:58.0,Shooting foul by D. Blair (drawn by Z. Randolph),,22-38,,
8:58.0,Official timeout,,22-38,,
8:58.0,,,22-38,,J. Wall enters the game for G. Neal
8:58.0,Z. Randolph makes free throw 1 of 2,1,23-38,,
8:58.0,Z. Randolph makes free throw 2 of 2,1,24-38,,
8:38.0,,,24-40,2,R. Sessions makes 2-pt shot from 7 ft (assist by J. Wall)
8:23.0,J. Green makes 2-pt shot from 2 ft (assist by M. Conley),2,26-40,,
8:06.0,,,26-40,,K. Humphries misses 2-pt shot from 5 ft (block by T. Allen)
8:06.0,,,26-40,,Offensive rebound by Team
8:06.0,,,26-40,,M. Gortat enters the game for D. Blair
8:03.0,,,26-40,,J. Wall misses 3-pt shot from 24 ft
8:02.0,Defensive rebound by M. Conley,,26-40,,
7:49.0,Shooting foul by K. Oubre (drawn by J. Green),,26-40,,
7:49.0,J. Green makes free throw 1 of 2,1,27-40,,
7:49.0,,,27-40,,J. Dudley enters the game for K. Humphries
7:49.0,J. Green makes free throw 2 of 2,1,28-40,,
7:39.0,,,28-43,3,K. Oubre makes 3-pt shot from 26 ft (assist by J. Wall)
7:23.0,V. Carter misses 3-pt shot from 28 ft,,28-43,,
7:23.0,,,28-43,,Defensive rebound by R. Sessions
7:14.0,,,28-45,2,R. Sessions makes 2-pt shot from 5 ft (assist by J. Dudley)
6:57.0,,,28-45,,Personal foul by R. Sessions (drawn by J. Green)
6:51.0,V. Carter misses 3-pt shot from 27 ft,,28-45,,
6:51.0,,,28-45,,Defensive rebound by R. Sessions
6:40.0,,,28-45,,Turnover by R. Sessions (bad pass; steal by V. Carter)
6:25.0,Shooting foul by K. Oubre (drawn by T. Allen),,28-45,,
6:25.0,T. Allen misses free throw 1 of 2,,28-45,,
6:25.0,Offensive rebound by Team,,28-45,,
6:25.0,M. Gasol enters the game for J. Green,,28-45,,
6:25.0,T. Allen misses free throw 2 of 2,,28-45,,
6:24.0,,,28-45,,Defensive rebound by K. Oubre
6:10.0,Personal foul by M. Gasol (drawn by J. Wall),,28-45,,
6:10.0,,,28-46,1,J. Wall makes free throw 1 of 2
6:10.0,,,28-47,1,J. Wall makes free throw 2 of 2
5:54.0,M. Gasol makes 2-pt shot from 13 ft,2,30-47,,
5:40.0,,,30-47,,J. Wall misses 3-pt shot from 26 ft
5:39.0,,,30-47,,Offensive rebound by K. Oubre
5:28.0,,,30-47,,Turnover by J. Wall (bad pass; steal by V. Carter)
5:28.0,,,30-47,,Clear path foul by K. Oubre
5:28.0,,,30-47,,Washington full timeout
5:28.0,,,30-47,,G. Neal enters the game for K. Oubre
5:28.0,,,30-47,,G. Temple enters the game for R. Sessions
5:28.0,V. Carter misses clear path free throw 1 of 2,,30-47,,
5:28.0,Offensive rebound by Team,,30-47,,
5:28.0,V. Carter makes clear path free throw 2 of 2,1,31-47,,
5:14.0,Turnover by T. Allen (bad pass),,31-47,,
5:00.0,,,31-49,2,M. Gortat makes 2-pt shot from 13 ft (assist by J. Wall)
4:43.0,,,31-49,,Personal foul by J. Dudley (drawn by Z. Randolph)
4:43.0,Z. Randolph makes free throw 1 of 2,1,32-49,,
4:43.0,J. Green enters the game for T. Allen,,32-49,,
4:43.0,Z. Randolph makes free throw 2 of 2,1,33-49,,
4:28.0,,,33-49,,J. Wall misses 2-pt shot from 20 ft
4:27.0,Defensive rebound by Z. Randolph,,33-49,,
4:10.0,V. Carter misses 3-pt shot from 23 ft,,33-49,,
4:09.0,,,33-49,,Defensive rebound by J. Wall
3:53.0,,,33-52,3,J. Wall makes 3-pt shot from 25 ft (assist by M. Gortat)
3:43.0,M. Conley makes 2-pt shot at rim,2,35-52,,
3:34.0,,,35-52,,J. Wall misses 3-pt shot from 27 ft
3:33.0,Defensive rebound by M. Gasol,,35-52,,
3:19.0,M. Gasol misses 2-pt shot from 15 ft,,35-52,,
3:18.0,Offensive rebound by Z. Randolph,,35-52,,
3:15.0,Z. Randolph misses 2-pt shot from 1 ft,,35-52,,
3:14.0,Offensive rebound by Z. Randolph,,35-52,,
3:13.0,Z. Randolph makes 2-pt shot at rim,2,37-52,,
2:59.0,,,37-54,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Dudley)
2:51.0,Memphis full timeout,,37-54,,
2:51.0,M. Barnes enters the game for Z. Randolph,,37-54,,
2:51.0,,,37-54,,K. Humphries enters the game for J. Dudley
2:42.0,M. Conley makes 2-pt shot from 21 ft,2,39-54,,
2:42.0,Loose ball foul by J. Green (drawn by G. Temple),,39-54,,
2:42.0,,,39-55,1,G. Temple makes free throw 1 of 2
2:42.0,,,39-55,,G. Temple misses free throw 2 of 2
2:40.0,Defensive rebound by J. Green,,39-55,,
2:16.0,J. Green makes 2-pt shot from 20 ft (assist by M. Conley),2,41-55,,
2:00.0,,,41-55,,G. Temple misses 3-pt shot from 23 ft
2:00.0,Defensive rebound by M. Gasol,,41-55,,
1:46.0,Shooting foul by G. Temple (drawn by M. Gasol),,41-55,,
1:46.0,M. Gasol makes free throw 1 of 2,1,42-55,,
1:46.0,,,42-55,,J. Dudley enters the game for K. Humphries
1:46.0,M. Gasol makes free throw 2 of 2,1,43-55,,
1:28.0,,,43-55,,J. Dudley misses 2-pt shot from 20 ft
1:27.0,Defensive rebound by V. Carter,,43-55,,
1:03.0,Turnover by Team (shot clock),,43-55,,
0:57.0,,,43-57,2,J. Wall makes 2-pt shot from 20 ft
0:44.0,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol),3,46-57,,
0:28.0,,,46-59,2,J. Dudley makes 2-pt shot from 19 ft (assist by G. Neal)
0:05.0,M. Barnes misses 3-pt shot from 23 ft,,46-59,,
0:04.0,Offensive rebound by J. Green,,46-59,,
0:02.0,J. Green makes 2-pt shot from 13 ft,2,48-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,48-59,,M. Gortat misses 2-pt shot from 14 ft
11:39.0,,,48-59,,Offensive rebound by G. Temple
11:38.0,,,48-61,2,G. Temple makes 2-pt shot from 1 ft
11:24.0,,,48-61,,Personal foul by J. Dudley (drawn by J. Green)
11:13.0,J. Green misses 2-pt shot from 20 ft,,48-61,,
11:12.0,,,48-61,,Defensive rebound by J. Dudley
11:03.0,,,48-61,,M. Gortat misses 2-pt shot at rim (block by M. Barnes)
11:02.0,Defensive rebound by M. Gasol,,48-61,,
10:50.0,Shooting foul by K. Oubre (drawn by M. Gasol),,48-61,,
10:50.0,M. Gasol makes free throw 1 of 2,1,49-61,,
10:50.0,M. Gasol misses free throw 2 of 2,,49-61,,
10:49.0,,,49-61,,Defensive rebound by M. Gortat
10:31.0,,,49-61,,Turnover by J. Wall (bad pass; steal by M. Barnes)
10:27.0,,,49-61,,Violation by J. Wall (def goaltending)
10:27.0,M. Barnes makes 2-pt shot from 1 ft,2,51-61,,
10:12.0,,,51-61,,Turnover by G. Temple (lost ball; steal by J. Green)
9:56.0,J. Green makes 2-pt shot from 8 ft,2,53-61,,
9:42.0,,,53-63,2,J. Wall makes 2-pt shot from 15 ft
9:17.0,M. Gasol misses 2-pt shot from 20 ft,,53-63,,
9:16.0,,,53-63,,Defensive rebound by M. Gortat
9:11.0,,,53-65,2,G. Temple makes 2-pt shot from 1 ft (assist by J. Wall)
8:52.0,Turnover by M. Barnes (bad pass),,53-65,,
8:52.0,,,53-65,,R. Sessions enters the game for K. Oubre
8:32.0,,,53-67,2,M. Gortat makes 2-pt shot from 18 ft (assist by R. Sessions)
8:13.0,Turnover by M. Barnes (bad pass),,53-67,,
7:55.0,,,53-69,2,J. Dudley makes 2-pt shot from 20 ft (assist by J. Wall)
7:55.0,Memphis full timeout,,53-69,,
7:55.0,Z. Randolph enters the game for M. Barnes,,53-69,,
7:44.0,,,53-69,,Personal foul by M. Gortat (drawn by M. Gasol)
7:44.0,,,53-69,,K. Humphries enters the game for J. Dudley
7:30.0,Turnover by Team (shot clock),,53-69,,
7:12.0,,,53-72,3,K. Humphries makes 3-pt shot from 26 ft (assist by J. Wall)
6:48.0,M. Conley misses 2-pt shot from 17 ft,,53-72,,
6:47.0,,,53-72,,Defensive rebound by G. Temple
6:30.0,,,53-72,,M. Gortat misses 2-pt shot from 7 ft
6:29.0,Defensive rebound by J. Green,,53-72,,
6:16.0,J. Green misses 2-pt shot from 18 ft,,53-72,,
6:15.0,,,53-72,,Defensive rebound by J. Wall
6:04.0,,,53-72,,K. Humphries misses 3-pt shot from 26 ft
6:03.0,Defensive rebound by J. Green,,53-72,,
6:00.0,Turnover by J. Green (bad pass),,53-72,,
6:00.0,J. Green enters the game for M. Gasol,,53-72,,
5:43.0,,,53-72,,M. Gortat misses 2-pt shot from 19 ft
5:42.0,Defensive rebound by M. Conley,,53-72,,
5:33.0,M. Conley misses 2-pt shot from 2 ft,,53-72,,
5:33.0,,,53-72,,Defensive rebound by Team
5:33.0,Loose ball foul by J. Green (drawn by M. Gortat),,53-72,,
5:19.0,,,53-72,,J. Wall misses 2-pt shot from 22 ft
5:18.0,Defensive rebound by J. Green,,53-72,,
5:13.0,M. Conley misses 2-pt shot from 2 ft,,53-72,,
5:11.0,,,53-72,,Defensive rebound by G. Temple
5:06.0,Violation by Z. Randolph (kicked ball),,53-72,,
4:49.0,,,53-72,,Turnover by Team (shot clock)
4:37.0,J. Green makes 2-pt shot at rim (assist by J. Green),2,55-72,,
4:16.0,,,55-74,2,G. Temple makes 2-pt shot at rim
3:59.0,Turnover by Z. Randolph (lost ball; steal by J. Wall),,55-74,,
3:57.0,Personal take foul by Z. Randolph (drawn by J. Wall),,55-74,,
3:57.0,T. Allen enters the game for M. Conley,,55-74,,
3:57.0,,,55-74,,G. Neal enters the game for J. Wall
3:34.0,,,55-77,3,G. Temple makes 3-pt shot from 25 ft
3:32.0,Memphis full timeout,,55-77,,
3:08.0,J. Green misses 3-pt shot from 35 ft,,55-77,,
3:07.0,Offensive rebound by Team,,55-77,,
3:07.0,,,55-77,,Loose ball foul by G. Neal (drawn by T. Allen)
2:58.0,Z. Randolph makes 2-pt shot from 5 ft (assist by J. Green),2,57-77,,
2:46.0,Personal foul by J. Green (drawn by K. Humphries),,57-77,,
2:34.0,,,57-77,,Turnover by M. Gortat (bad pass; steal by C. Lee)
2:30.0,T. Allen makes 2-pt shot from 1 ft (assist by C. Lee),2,59-77,,
2:17.0,,,59-79,2,G. Neal makes 2-pt shot at rim
2:03.0,T. Allen misses 2-pt shot from 11 ft,,59-79,,
2:02.0,,,59-79,,Defensive rebound by K. Humphries
2:02.0,Loose ball foul by T. Allen (drawn by K. Humphries),,59-79,,
2:02.0,,,59-79,,D. Blair enters the game for M. Gortat
1:52.0,,,59-79,,R. Sessions misses 2-pt shot from 2 ft
1:51.0,Defensive rebound by J. Green,,59-79,,
1:41.0,,,59-79,,Personal foul by D. Blair (drawn by Z. Randolph)
1:41.0,Z. Randolph makes free throw 1 of 2,1,60-79,,
1:41.0,Z. Randolph makes free throw 2 of 2,1,61-79,,
1:23.0,,,61-81,2,D. Blair makes 2-pt shot from 6 ft (assist by G. Temple)
1:03.0,Z. Randolph misses 2-pt shot from 15 ft,,61-81,,
1:02.0,,,61-81,,Defensive rebound by K. Humphries
0:47.0,,,61-81,,D. Blair misses 2-pt shot from 13 ft
0:46.0,Defensive rebound by T. Allen,,61-81,,
0:36.0,Shooting foul by G. Temple (drawn by J. Green),,61-81,,
0:36.0,J. Green makes free throw 1 of 2,1,62-81,,
0:36.0,M. Conley enters the game for C. Lee,,62-81,,
0:36.0,J. Green makes free throw 2 of 2,1,63-81,,
0:15.0,,,63-81,,G. Neal misses 2-pt shot from 6 ft (block by J. Green)
0:14.0,Defensive rebound by J. Green,,63-81,,
0:03.0,J. Green makes 2-pt shot at rim,2,65-81,,
0:00.0,,,65-81,,G. Temple misses 3-pt shot from 38 ft
0:00.0,,,65-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Z. Randolph makes 2-pt shot from 4 ft (assist by J. Green),2,67-81,,
11:32.0,,,67-81,,Turnover by G. Neal (traveling)
11:21.0,Shooting foul by G. Neal (drawn by T. Allen),,67-81,,
11:21.0,T. Allen misses free throw 1 of 2,,67-81,,
11:21.0,Offensive rebound by Team,,67-81,,
11:21.0,,,67-81,,J. Wall enters the game for G. Neal
11:21.0,T. Allen makes free throw 2 of 2,1,68-81,,
11:06.0,,,68-84,3,R. Sessions makes 3-pt shot from 25 ft (assist by J. Wall)
10:46.0,J. Green makes 2-pt shot from 16 ft (assist by T. Allen),2,70-84,,
10:28.0,,,70-84,,Turnover by K. Humphries (lost ball; steal by T. Allen)
10:23.0,J. Green misses 2-pt shot at rim (block by K. Humphries),,70-84,,
10:21.0,Offensive rebound by J. Green,,70-84,,
10:20.0,J. Green makes 2-pt shot from 2 ft,2,72-84,,
10:05.0,,,72-84,,Shooting foul by J. Green (drawn by R. Sessions)
10:05.0,,,72-85,1,R. Sessions makes free throw 1 of 2
10:05.0,,,72-85,,J. Dudley enters the game for K. Humphries
10:05.0,,,72-85,,M. Gortat enters the game for D. Blair
10:05.0,,,72-86,1,R. Sessions makes free throw 2 of 2
9:49.0,,,72-86,,Def 3 sec tech foul by M. Gortat
9:49.0,M. Conley makes technical free throw,1,73-86,,
9:49.0,M. Gasol enters the game for J. Green,,73-86,,
9:49.0,,,73-86,,K. Oubre enters the game for G. Temple
9:42.0,J. Green makes 2-pt shot from 1 ft,2,75-86,,
9:18.0,,,75-86,,M. Gortat misses 2-pt shot from 4 ft
9:17.0,Defensive rebound by Z. Randolph,,75-86,,
9:05.0,Z. Randolph misses 2-pt shot from 6 ft,,75-86,,
9:04.0,,,75-86,,Defensive rebound by J. Wall
8:58.0,,,75-86,,R. Sessions misses 2-pt shot from 4 ft
8:57.0,,,75-86,,Offensive rebound by K. Oubre
8:56.0,,,75-88,2,K. Oubre makes 2-pt shot from 1 ft
8:39.0,J. Green makes 2-pt shot from 11 ft,2,77-88,,
8:39.0,Shooting foul by M. Gortat (drawn by J. Green),,77-88,,
8:39.0,Official timeout,,77-88,,
8:39.0,J. Green misses free throw 1 of 1,,77-88,,
8:38.0,,,77-88,,Defensive rebound by Team
8:26.0,Personal block foul by T. Allen (drawn by J. Wall),,77-88,,
8:26.0,,,77-88,,G. Temple enters the game for K. Oubre
8:11.0,,,77-88,,J. Wall misses 3-pt shot from 25 ft
8:10.0,,,77-88,,Offensive rebound by M. Gortat
8:09.0,,,77-90,2,M. Gortat makes 2-pt shot from 6 ft
7:42.0,M. Conley makes 3-pt shot from 25 ft,3,80-90,,
7:29.0,,,80-90,,J. Wall misses 2-pt shot at rim
7:28.0,,,80-90,,Offensive rebound by M. Gortat
7:25.0,,,80-90,,R. Sessions misses 3-pt shot from 26 ft
7:24.0,Defensive rebound by T. Allen,,80-90,,
7:17.0,,,80-90,,Personal foul by J. Wall (drawn by T. Allen)
7:05.0,Turnover by T. Allen (bad pass; steal by J. Dudley),,80-90,,
6:53.0,,,80-90,,Turnover by G. Temple (bad pass; steal by J. Green)
6:44.0,Shooting foul by G. Temple (drawn by T. Allen),,80-90,,
6:44.0,T. Allen makes free throw 1 of 2,1,81-90,,
6:44.0,T. Allen misses free throw 2 of 2,,81-90,,
6:42.0,,,81-90,,Defensive rebound by Team
6:34.0,,,81-90,,J. Dudley misses 3-pt shot from 26 ft
6:32.0,,,81-90,,Offensive rebound by J. Dudley
6:25.0,,,81-90,,M. Gortat misses 2-pt shot from 16 ft
6:24.0,Defensive rebound by J. Green,,81-90,,
6:13.0,M. Conley makes 2-pt shot at rim,2,83-90,,
6:13.0,,,83-90,,Washington full timeout
6:13.0,M. Barnes enters the game for Z. Randolph,,83-90,,
5:56.0,,,83-93,3,G. Temple makes 3-pt shot from 23 ft (assist by J. Wall)
5:28.0,Shooting foul by M. Gortat (drawn by J. Green),,83-93,,
5:28.0,J. Green makes free throw 1 of 2,1,84-93,,
5:28.0,J. Green misses free throw 2 of 2,,84-93,,
5:28.0,,,84-93,,Defensive rebound by G. Temple
5:09.0,,,84-93,,J. Wall misses 2-pt shot from 8 ft (block by M. Gasol)
5:09.0,,,84-93,,Offensive rebound by Team
5:05.0,,,84-95,2,R. Sessions makes 2-pt shot from 14 ft (assist by M. Gortat)
4:52.0,M. Gasol misses 2-pt shot from 10 ft,,84-95,,
4:51.0,Offensive rebound by T. Allen,,84-95,,
4:51.0,Shooting foul by J. Dudley (drawn by T. Allen),,84-95,,
4:51.0,T. Allen misses free throw 1 of 2,,84-95,,
4:51.0,Offensive rebound by Team,,84-95,,
4:51.0,T. Allen makes free throw 2 of 2,1,85-95,,
4:36.0,Personal foul by T. Allen (drawn by G. Temple),,85-95,,
4:29.0,,,85-95,,R. Sessions misses 2-pt shot from 16 ft
4:28.0,,,85-95,,Offensive rebound by M. Gortat
4:08.0,,,85-95,,G. Temple misses 3-pt shot from 26 ft
4:07.0,Defensive rebound by M. Barnes,,85-95,,
3:56.0,M. Barnes misses 3-pt shot from 25 ft,,85-95,,
3:55.0,,,85-95,,Defensive rebound by R. Sessions
3:46.0,,,85-98,3,J. Wall makes 3-pt shot from 28 ft
3:46.0,Memphis full timeout,,85-98,,
3:46.0,C. Lee enters the game for T. Allen,,85-98,,
3:25.0,Shooting foul by M. Gortat (drawn by M. Gasol),,85-98,,
3:25.0,M. Gasol makes free throw 1 of 2,1,86-98,,
3:25.0,M. Gasol makes free throw 2 of 2,1,87-98,,
3:08.0,,,87-98,,J. Wall misses 3-pt shot from 24 ft
3:07.0,Defensive rebound by M. Conley,,87-98,,
2:57.0,C. Lee makes 3-pt shot from 24 ft (assist by J. Green),3,90-98,,
2:41.0,,,90-98,,Washington full timeout
2:34.0,,,90-100,2,R. Sessions makes 2-pt shot from 19 ft
2:06.0,Shooting foul by G. Temple (drawn by C. Lee),,90-100,,
2:06.0,C. Lee misses free throw 1 of 2,,90-100,,
2:06.0,Offensive rebound by Team,,90-100,,
2:06.0,C. Lee makes free throw 2 of 2,1,91-100,,
1:41.0,,,91-100,,J. Wall misses 2-pt shot from 20 ft
1:40.0,,,91-100,,Offensive rebound by R. Sessions
1:17.0,,,91-100,,Turnover by J. Wall (bad pass; steal by C. Lee)
1:12.0,M. Barnes misses 2-pt shot from 1 ft (block by J. Wall),,91-100,,
1:09.0,,,91-100,,Defensive rebound by J. Wall
0:51.0,Personal take foul by J. Green (drawn by J. Wall),,91-100,,
0:40.0,,,91-100,,J. Wall misses 2-pt shot from 2 ft
