time,Denver,pts.away,score,pts.home,Oklahoma City
3:05.0,W. Barton misses 3-pt shot from 24 ft,,22-21,,
3:04.0,,,22-21,,Defensive rebound by S. Adams
2:58.0,,,22-23,2,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook)
2:58.0,,,22-23,,Shooting foul by K. Faried (drawn by S. Ibaka)
2:58.0,,,22-23,,E. Kanter enters the game for S. Adams
2:58.0,D. Arthur enters the game for K. Faried,,22-23,,
2:58.0,,,22-24,1,S. Ibaka makes free throw 1 of 1
2:34.0,D. Arthur misses 2-pt shot from 18 ft,,22-24,,
2:33.0,Offensive rebound by J. Lauvergne,,22-24,,
2:33.0,J. Lauvergne misses 2-pt shot from 1 ft,,22-24,,
2:32.0,,,22-24,,Defensive rebound by R. Westbrook
2:27.0,,,22-26,2,S. Ibaka makes 2-pt shot from 2 ft (assist by R. Westbrook)
2:12.0,G. Harris misses 2-pt shot from 23 ft,,22-26,,
2:12.0,,,22-26,,Defensive rebound by E. Kanter
2:06.0,,,22-28,2,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:04.0,Denver full timeout,,22-28,,
2:04.0,,,22-28,,D. Augustin enters the game for R. Westbrook
2:04.0,,,22-28,,N. Collison enters the game for S. Ibaka
2:04.0,R. Foye enters the game for J. Lauvergne,,22-28,,
2:04.0,N. Jokic enters the game for J. Nelson,,22-28,,
1:47.0,R. Foye makes 2-pt shot at rim,2,24-28,,
1:27.0,,,24-28,,N. Collison misses 2-pt shot from 5 ft
1:26.0,,,24-28,,Offensive rebound by E. Kanter
1:25.0,,,24-30,2,E. Kanter makes 2-pt shot from 1 ft
1:09.0,W. Barton makes 2-pt shot from 1 ft,2,26-30,,
1:09.0,Shooting foul by K. Durant (drawn by R. Foye),,26-30,,
1:09.0,W. Barton makes free throw 1 of 1,1,27-30,,
0:49.0,,,27-30,,D. Waiters misses 2-pt shot from 1 ft
0:49.0,,,27-30,,Offensive rebound by D. Waiters
0:49.0,,,27-32,2,D. Waiters makes 2-pt shot from 1 ft
0:42.0,W. Barton misses 3-pt shot from 24 ft,,27-32,,
0:41.0,,,27-32,,Defensive rebound by K. Durant
0:22.0,,,27-32,,Turnover by K. Durant (bad pass; steal by D. Arthur)
0:18.0,G. Harris makes 2-pt shot from 1 ft (assist by W. Barton),2,29-32,,
0:18.0,Shooting foul by N. Collison (drawn by G. Harris),,29-32,,
0:18.0,G. Harris misses free throw 1 of 1,,29-32,,
0:14.0,Offensive rebound by D. Arthur,,29-32,,
0:03.0,W. Barton makes 2-pt shot from 9 ft,2,31-32,,
0:00.0,,,31-32,,K. Durant misses 3-pt shot from 31 ft
0:00.0,,,31-32,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,31-32,,Shooting foul by G. Harris (drawn by N. Collison)
11:38.0,,,31-32,,N. Collison misses free throw 1 of 2
11:38.0,,,31-32,,Offensive rebound by Team
11:38.0,J. Nelson enters the game for G. Harris,,31-32,,
11:38.0,,,31-32,,N. Collison misses free throw 2 of 2
11:37.0,Defensive rebound by N. Jokic,,31-32,,
11:18.0,N. Jokic misses 2-pt shot from 7 ft,,31-32,,
11:17.0,,,31-32,,Defensive rebound by E. Kanter
11:08.0,,,31-32,,D. Augustin misses 3-pt shot from 25 ft
11:07.0,Defensive rebound by J. Nelson,,31-32,,
10:57.0,,,31-32,,Personal foul by D. Waiters (drawn by W. Barton)
10:51.0,D. Arthur misses 2-pt shot from 15 ft,,31-32,,
10:50.0,,,31-32,,Defensive rebound by C. Payne
10:40.0,,,31-32,,Turnover by N. Collison (bad pass)
10:26.0,W. Barton makes 2-pt shot from 4 ft,2,33-32,,
10:16.0,,,33-32,,Offensive foul by C. Payne
10:16.0,,,33-32,,Turnover by C. Payne (offensive foul)
10:00.0,W. Barton makes 2-pt shot from 1 ft,2,35-32,,
9:35.0,,,35-34,2,E. Kanter makes 2-pt shot from 16 ft (assist by C. Payne)
9:25.0,N. Jokic misses 2-pt shot from 3 ft,,35-34,,
9:24.0,,,35-34,,Defensive rebound by E. Kanter
9:20.0,,,35-36,2,E. Kanter makes 2-pt shot from 1 ft (assist by C. Payne)
9:20.0,Shooting block foul by D. Arthur (drawn by E. Kanter),,35-36,,
9:20.0,,,35-36,,A. Roberson enters the game for D. Waiters
9:20.0,,,35-36,,S. Ibaka enters the game for N. Collison
9:20.0,,,35-37,1,E. Kanter makes free throw 1 of 1
8:56.0,N. Jokic makes 3-pt shot from 23 ft (assist by J. Nelson),3,38-37,,
8:33.0,,,38-39,2,S. Ibaka makes 2-pt shot from 7 ft (assist by D. Augustin)
8:16.0,R. Foye misses 3-pt shot from 23 ft,,38-39,,
8:16.0,Offensive rebound by Team,,38-39,,
8:16.0,,,38-39,,Loose ball foul by S. Ibaka (drawn by N. Jokic)
8:16.0,Official timeout,,38-39,,
8:16.0,,,38-39,,R. Westbrook enters the game for D. Augustin
8:05.0,J. Nelson misses 3-pt shot from 24 ft,,38-39,,
8:05.0,Offensive rebound by W. Barton,,38-39,,
7:45.0,D. Arthur makes 3-pt shot from 22 ft (assist by R. Foye),3,41-39,,
7:25.0,,,41-41,2,E. Kanter makes 2-pt shot from 3 ft
7:11.0,Turnover by R. Foye (bad pass; steal by A. Roberson),,41-41,,
7:07.0,,,41-43,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
6:55.0,Shooting foul by A. Roberson (drawn by W. Barton),,41-43,,
6:55.0,W. Barton makes free throw 1 of 2,1,42-43,,
6:55.0,,,42-43,,K. Durant enters the game for E. Kanter
6:55.0,W. Barton misses free throw 2 of 2,,42-43,,
6:53.0,,,42-43,,Defensive rebound by C. Payne
6:36.0,,,42-43,,S. Ibaka misses 2-pt shot from 15 ft
6:35.0,Defensive rebound by J. Nelson,,42-43,,
6:23.0,W. Barton makes 2-pt shot from 4 ft,2,44-43,,
6:11.0,,,44-43,,Turnover by R. Westbrook (dbl dribble)
5:56.0,,,44-43,,Personal foul by S. Ibaka (drawn by N. Jokic)
5:56.0,,,44-43,,Oklahoma City full timeout
5:56.0,,,44-43,,S. Adams enters the game for S. Ibaka
5:42.0,N. Jokic misses 2-pt shot from 11 ft,,44-43,,
5:41.0,Offensive rebound by D. Arthur,,44-43,,
5:30.0,Turnover by N. Jokic (3 sec),,44-43,,
5:16.0,,,44-43,,C. Payne misses 2-pt shot from 14 ft
5:15.0,,,44-43,,Offensive rebound by A. Roberson
5:15.0,,,44-43,,A. Roberson misses 2-pt shot from 2 ft
5:14.0,Defensive rebound by N. Jokic,,44-43,,
5:04.0,D. Arthur misses 3-pt shot from 24 ft,,44-43,,
5:03.0,,,44-43,,Defensive rebound by C. Payne
4:58.0,,,44-43,,K. Durant misses 3-pt shot from 25 ft
4:57.0,Defensive rebound by R. Foye,,44-43,,
4:48.0,W. Barton makes 2-pt shot from 20 ft,2,46-43,,
4:34.0,,,46-43,,Turnover by S. Adams (offensive goaltending)
4:28.0,J. Lauvergne enters the game for N. Jokic,,46-43,,
4:16.0,W. Barton misses 3-pt shot from 25 ft,,46-43,,
4:15.0,,,46-43,,Defensive rebound by R. Westbrook
4:10.0,Violation by R. Foye (kicked ball),,46-43,,
4:10.0,K. Faried enters the game for D. Arthur,,46-43,,
4:08.0,,,46-43,,K. Durant misses 2-pt shot from 13 ft
4:07.0,Defensive rebound by W. Barton,,46-43,,
3:58.0,,,46-43,,Personal block foul by C. Payne (drawn by J. Nelson)
3:58.0,J. Nelson makes free throw 1 of 2,1,47-43,,
3:58.0,,,47-43,,N. Collison enters the game for C. Payne
3:58.0,J. Nelson makes free throw 2 of 2,1,48-43,,
3:50.0,,,48-46,3,R. Westbrook makes 3-pt shot from 24 ft
3:34.0,K. Faried misses 2-pt shot from 4 ft,,48-46,,
3:33.0,,,48-46,,Defensive rebound by A. Roberson
3:32.0,,,48-46,,Turnover by A. Roberson (bad pass)
3:21.0,K. Faried makes 2-pt shot from 2 ft (assist by W. Barton),2,50-46,,
3:05.0,,,50-46,,K. Durant misses 2-pt shot from 5 ft
3:05.0,Defensive rebound by J. Nelson,,50-46,,
2:59.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by J. Nelson),2,52-46,,
2:59.0,,,52-46,,Oklahoma City full timeout
2:59.0,Denver full timeout,,52-46,,
2:42.0,,,52-49,3,A. Roberson makes 3-pt shot from 22 ft (assist by K. Durant)
2:17.0,J. Lauvergne makes 2-pt shot at rim (assist by J. Nelson),2,54-49,,
2:05.0,,,54-49,,N. Collison misses 2-pt shot at rim
2:05.0,Defensive rebound by R. Foye,,54-49,,
1:46.0,J. Nelson makes 3-pt shot from 23 ft (assist by R. Foye),3,57-49,,
1:30.0,,,57-51,2,K. Durant makes 2-pt shot from 5 ft (assist by R. Westbrook)
1:06.0,K. Faried makes 2-pt shot at rim (assist by R. Foye),2,59-51,,
0:54.0,,,59-51,,Offensive foul by S. Adams
0:54.0,,,59-51,,Turnover by S. Adams (offensive foul)
0:42.0,K. Faried misses 2-pt shot from 7 ft,,59-51,,
0:42.0,Offensive rebound by J. Lauvergne,,59-51,,
0:24.0,W. Barton makes 2-pt shot from 4 ft,2,61-51,,
0:07.0,Personal take foul by R. Foye (drawn by R. Westbrook),,61-51,,
0:00.0,,,61-53,2,R. Westbrook makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,61-53,,K. Durant misses 2-pt shot from 13 ft
11:50.0,Defensive rebound by K. Faried,,61-53,,
11:40.0,Turnover by G. Harris (step out of bounds),,61-53,,
11:28.0,,,61-53,,Turnover by A. Roberson (traveling)
11:03.0,K. Papanikolaou makes 3-pt shot from 25 ft,3,64-53,,
10:52.0,,,64-53,,R. Westbrook misses 2-pt shot from 3 ft
10:49.0,,,64-53,,Offensive rebound by Team
10:49.0,Personal foul by K. Faried (drawn by R. Westbrook),,64-53,,
10:38.0,,,64-55,2,S. Ibaka makes 2-pt shot from 3 ft (assist by K. Durant)
10:27.0,Shooting foul by S. Adams (drawn by K. Faried),,64-55,,
10:27.0,K. Faried makes free throw 1 of 2,1,65-55,,
10:27.0,K. Faried misses free throw 2 of 2,,65-55,,
10:27.0,,,65-55,,Defensive rebound by S. Ibaka
10:12.0,,,65-55,,K. Durant misses 2-pt shot from 13 ft
10:11.0,Defensive rebound by J. Nelson,,65-55,,
10:05.0,Turnover by J. Nelson (bad pass; steal by A. Roberson),,65-55,,
10:04.0,Personal take foul by J. Nelson (drawn by A. Roberson),,65-55,,
9:56.0,,,65-55,,S. Ibaka misses 3-pt shot from 22 ft
9:55.0,Defensive rebound by G. Harris,,65-55,,
9:49.0,G. Harris misses 2-pt shot from 1 ft (block by S. Ibaka),,65-55,,
9:46.0,,,65-55,,Defensive rebound by R. Westbrook
9:42.0,,,65-57,2,K. Durant makes 2-pt shot from 10 ft
9:15.0,K. Papanikolaou misses 3-pt shot from 24 ft,,65-57,,
9:14.0,,,65-57,,Defensive rebound by R. Westbrook
8:58.0,,,65-59,2,K. Durant makes 2-pt shot from 12 ft (assist by R. Westbrook)
8:42.0,G. Harris misses 3-pt shot from 25 ft,,65-59,,
8:41.0,Offensive rebound by K. Faried,,65-59,,
8:40.0,K. Faried makes 2-pt shot from 4 ft,2,67-59,,
8:28.0,,,67-61,2,R. Westbrook makes 2-pt shot from 1 ft
8:26.0,Denver full timeout,,67-61,,
8:07.0,K. Faried misses 2-pt shot from 11 ft,,67-61,,
8:06.0,,,67-61,,Defensive rebound by K. Durant
7:45.0,,,67-63,2,S. Ibaka makes 2-pt shot from 2 ft (assist by K. Durant)
7:24.0,G. Harris misses 2-pt shot from 14 ft,,67-63,,
7:24.0,,,67-63,,Defensive rebound by Team
7:24.0,,,67-63,,E. Kanter enters the game for S. Adams
7:06.0,,,67-63,,K. Durant misses 2-pt shot from 1 ft (block by K. Faried)
7:04.0,,,67-63,,Offensive rebound by A. Roberson
7:04.0,,,67-65,2,A. Roberson makes 2-pt shot from 1 ft
6:49.0,,,67-65,,Violation by A. Roberson (def goaltending)
6:49.0,J. Lauvergne makes 2-pt shot from 4 ft,2,69-65,,
6:39.0,,,69-68,3,R. Westbrook makes 3-pt shot from 25 ft
6:26.0,J. Lauvergne misses 3-pt shot from 24 ft,,69-68,,
6:25.0,Offensive rebound by Team,,69-68,,
6:25.0,W. Barton enters the game for K. Papanikolaou,,69-68,,
6:09.0,K. Faried makes 2-pt shot from 14 ft (assist by G. Harris),2,71-68,,
5:59.0,,,71-70,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
5:43.0,J. Nelson misses 3-pt shot from 23 ft,,71-70,,
5:43.0,,,71-70,,Defensive rebound by S. Ibaka
5:34.0,,,71-70,,A. Roberson misses 2-pt shot from 4 ft
5:33.0,,,71-70,,Offensive rebound by E. Kanter
5:33.0,,,71-70,,E. Kanter misses 2-pt shot from 1 ft
5:33.0,Defensive rebound by K. Faried,,71-70,,
5:25.0,J. Lauvergne makes 2-pt shot at rim (assist by J. Nelson),2,73-70,,
5:07.0,,,73-72,2,A. Roberson makes 2-pt shot at rim (assist by K. Durant)
5:07.0,,,73-72,,Shooting foul by W. Barton (drawn by A. Roberson)
5:07.0,,,73-73,1,A. Roberson makes free throw 1 of 1
4:45.0,J. Nelson misses 2-pt shot from 1 ft,,73-73,,
4:43.0,Offensive rebound by K. Faried,,73-73,,
4:43.0,K. Faried misses 2-pt shot from 1 ft,,73-73,,
4:42.0,Offensive rebound by J. Lauvergne,,73-73,,
4:34.0,K. Faried makes 2-pt shot from 4 ft (assist by W. Barton),2,75-73,,
4:20.0,,,75-75,2,R. Westbrook makes 2-pt shot from 8 ft
4:01.0,J. Lauvergne makes 2-pt shot from 1 ft,2,77-75,,
3:49.0,,,77-78,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
3:29.0,J. Nelson misses 2-pt shot from 12 ft,,77-78,,
3:29.0,Offensive rebound by J. Nelson,,77-78,,
3:17.0,G. Harris misses 2-pt shot from 6 ft,,77-78,,
3:17.0,Offensive rebound by K. Faried,,77-78,,
3:12.0,J. Lauvergne makes 2-pt shot from 16 ft (assist by K. Faried),2,79-78,,
3:02.0,,,79-78,,Oklahoma City full timeout
3:02.0,,,79-78,,N. Collison enters the game for S. Ibaka
3:02.0,,,79-78,,A. Morrow enters the game for A. Roberson
3:02.0,R. Foye enters the game for K. Faried,,79-78,,
3:02.0,N. Jokic enters the game for J. Lauvergne,,79-78,,
3:02.0,D. Arthur enters the game for J. Nelson,,79-78,,
2:53.0,,,79-80,2,A. Morrow makes 2-pt shot from 20 ft (assist by K. Durant)
2:33.0,G. Harris makes 3-pt shot from 24 ft (assist by N. Jokic),3,82-80,,
2:07.0,,,82-80,,R. Westbrook misses 3-pt shot from 26 ft
2:06.0,,,82-80,,Offensive rebound by K. Durant
2:05.0,,,82-80,,Turnover by K. Durant (lost ball; steal by G. Harris)
2:03.0,G. Harris makes 2-pt shot at rim,2,84-80,,
2:03.0,Shooting foul by A. Morrow (drawn by G. Harris),,84-80,,
2:03.0,G. Harris misses free throw 1 of 1,,84-80,,
2:02.0,,,84-80,,Defensive rebound by K. Durant
1:51.0,,,84-82,2,R. Westbrook makes 2-pt shot from 1 ft (assist by K. Durant)
1:40.0,G. Harris misses 3-pt shot from 24 ft,,84-82,,
1:40.0,,,84-82,,Defensive rebound by R. Westbrook
1:30.0,,,84-84,2,A. Morrow makes 2-pt shot from 19 ft (assist by K. Durant)
1:15.0,Turnover by N. Jokic (offensive foul),,84-84,,
1:15.0,Offensive charge foul by N. Jokic,,84-84,,
1:15.0,,,84-84,,C. Payne enters the game for R. Westbrook
1:03.0,,,84-84,,Shooting foul by N. Jokic (drawn by E. Kanter)
1:03.0,,,84-84,,E. Kanter misses free throw 1 of 2
1:03.0,,,84-84,,Offensive rebound by Team
1:03.0,,,84-85,1,E. Kanter makes free throw 2 of 2
0:55.0,Shooting foul by C. Payne (drawn by D. Arthur),,84-85,,
0:55.0,D. Arthur makes free throw 1 of 2,1,85-85,,
0:55.0,D. Arthur makes free throw 2 of 2,1,86-85,,
0:44.0,,,86-88,3,K. Durant makes 3-pt shot from 23 ft
0:33.0,N. Jokic makes 2-pt shot from 4 ft (assist by D. Arthur),2,88-88,,
0:23.0,,,88-91,3,C. Payne makes 3-pt shot from 23 ft (assist by K. Durant)
0:02.0,W. Barton misses 2-pt shot from 11 ft,,88-91,,
0:00.0,Offensive rebound by N. Jokic,,88-91,,
0:00.0,N. Jokic makes 2-pt shot from 2 ft,2,90-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Turnover by D. Arthur (bad pass; steal by E. Kanter),,90-91,,
11:27.0,,,90-94,3,C. Payne makes 3-pt shot from 23 ft (assist by A. Morrow)
11:02.0,R. Foye misses 3-pt shot from 24 ft,,90-94,,
11:00.0,,,90-94,,Defensive rebound by C. Payne
10:48.0,,,90-94,,A. Morrow misses 3-pt shot from 24 ft
10:46.0,,,90-94,,Offensive rebound by D. Waiters
10:35.0,,,90-94,,D. Waiters misses 2-pt shot from 19 ft
10:35.0,Defensive rebound by J. Nelson,,90-94,,
10:25.0,D. Arthur misses 2-pt shot from 17 ft,,90-94,,
10:24.0,,,90-94,,Defensive rebound by D. Waiters
10:18.0,,,90-94,,Offensive charge foul by N. Collison
10:18.0,,,90-94,,Turnover by N. Collison (offensive foul)
10:02.0,W. Barton makes 3-pt shot from 25 ft (assist by N. Jokic),3,93-94,,
9:40.0,,,93-94,,C. Payne misses 2-pt shot from 4 ft
9:40.0,Defensive rebound by W. Barton,,93-94,,
9:30.0,N. Jokic misses 2-pt shot from 4 ft,,93-94,,
9:30.0,Offensive rebound by Team,,93-94,,
9:24.0,J. Nelson makes 2-pt shot from 1 ft,2,95-94,,
9:24.0,,,95-94,,Oklahoma City full timeout
9:24.0,,,95-94,,A. Roberson enters the game for A. Morrow
9:09.0,,,95-94,,Shooting foul by N. Jokic (drawn by E. Kanter)
9:09.0,,,95-95,1,E. Kanter makes free throw 1 of 2
9:09.0,,,95-95,,S. Ibaka enters the game for N. Collison
9:09.0,,,95-95,,R. Westbrook enters the game for C. Payne
9:09.0,,,95-96,1,E. Kanter makes free throw 2 of 2
8:58.0,Turnover by J. Nelson (bad pass),,95-96,,
8:41.0,,,95-96,,S. Ibaka misses 2-pt shot from 19 ft
8:40.0,,,95-96,,Offensive rebound by A. Roberson
8:27.0,,,95-96,,Turnover by R. Westbrook (bad pass; steal by N. Jokic)
8:20.0,,,95-96,,Personal foul by D. Waiters (drawn by W. Barton)
8:12.0,R. Foye makes 2-pt shot from 1 ft,2,97-96,,
8:01.0,Personal foul by R. Foye (drawn by R. Westbrook),,97-96,,
8:01.0,,,97-96,,K. Durant enters the game for A. Roberson
7:50.0,,,97-96,,S. Ibaka misses 2-pt shot from 15 ft
7:49.0,,,97-96,,Offensive rebound by E. Kanter
7:49.0,,,97-98,2,E. Kanter makes 2-pt shot from 2 ft
7:29.0,W. Barton misses 2-pt shot from 1 ft,,97-98,,
7:28.0,,,97-98,,Defensive rebound by R. Westbrook
7:17.0,,,97-100,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
7:17.0,,,97-100,,Shooting foul by N. Jokic (drawn by E. Kanter)
7:17.0,Denver full timeout,,97-100,,
7:17.0,J. Lauvergne enters the game for N. Jokic,,97-100,,
7:17.0,,,97-101,1,E. Kanter makes free throw 1 of 1
6:57.0,R. Foye misses 2-pt shot from 22 ft,,97-101,,
6:56.0,,,97-101,,Defensive rebound by R. Westbrook
6:42.0,,,97-101,,K. Durant misses 2-pt shot from 17 ft
6:42.0,,,97-101,,Offensive rebound by Team
6:42.0,Loose ball foul by J. Lauvergne (drawn by E. Kanter),,97-101,,
6:38.0,,,97-101,,K. Durant misses 2-pt shot from 1 ft
6:38.0,,,97-101,,Offensive rebound by E. Kanter
6:38.0,,,97-101,,Shooting foul by J. Nelson (drawn by E. Kanter)
6:38.0,,,97-102,1,E. Kanter makes free throw 1 of 2
6:38.0,K. Faried enters the game for D. Arthur,,97-102,,
6:38.0,,,97-103,1,E. Kanter makes free throw 2 of 2
6:25.0,G. Harris enters the game for R. Foye,,97-103,,
6:16.0,J. Lauvergne makes 2-pt shot from 2 ft (assist by W. Barton),2,99-103,,
6:03.0,,,99-105,2,R. Westbrook makes 2-pt shot at rim
5:46.0,J. Lauvergne misses 2-pt shot from 22 ft,,99-105,,
5:45.0,,,99-105,,Defensive rebound by D. Waiters
5:29.0,,,99-105,,D. Waiters misses 3-pt shot from 22 ft
5:28.0,Defensive rebound by J. Nelson,,99-105,,
5:14.0,K. Faried misses 2-pt shot from 4 ft,,99-105,,
5:14.0,,,99-105,,Defensive rebound by R. Westbrook
5:09.0,,,99-107,2,S. Ibaka makes 2-pt shot at rim (assist by K. Durant)
5:09.0,Denver full timeout,,99-107,,
4:58.0,G. Harris makes 3-pt shot from 23 ft (assist by W. Barton),3,102-107,,
4:32.0,,,102-109,2,E. Kanter makes 2-pt shot at rim (assist by S. Ibaka)
4:12.0,J. Nelson makes 2-pt shot from 20 ft,2,104-109,,
3:50.0,,,104-109,,K. Durant misses 2-pt shot from 11 ft
3:49.0,Defensive rebound by W. Barton,,104-109,,
3:33.0,K. Faried misses 2-pt shot from 1 ft (block by E. Kanter),,104-109,,
3:32.0,Offensive rebound by K. Faried,,104-109,,
3:32.0,K. Faried makes 2-pt shot from 1 ft,2,106-109,,
3:14.0,,,106-111,2,K. Durant makes 2-pt shot from 3 ft
3:02.0,K. Faried makes 2-pt shot from 1 ft (assist by J. Nelson),2,108-111,,
3:02.0,,,108-111,,Oklahoma City full timeout
3:02.0,,,108-111,,S. Adams enters the game for E. Kanter
2:44.0,,,108-113,2,K. Durant makes 2-pt shot from 5 ft
2:28.0,W. Barton misses 3-pt shot from 25 ft,,108-113,,
2:26.0,,,108-113,,Defensive rebound by S. Ibaka
2:24.0,Personal foul by J. Nelson (drawn by R. Westbrook),,108-113,,
2:24.0,,,108-114,1,R. Westbrook makes free throw 1 of 2
2:24.0,,,108-115,1,R. Westbrook makes free throw 2 of 2
2:11.0,Turnover by K. Faried (bad pass; steal by D. Waiters),,108-115,,
2:06.0,,,108-117,2,D. Waiters makes 2-pt shot at rim
1:53.0,W. Barton misses 2-pt shot from 1 ft (block by K. Durant),,108-117,,
1:53.0,,,108-117,,Defensive rebound by Team
1:53.0,Technical foul by W. Barton,,108-117,,
1:53.0,,,108-118,1,K. Durant makes technical free throw
1:39.0,,,108-118,,S. Adams misses 2-pt shot at rim
1:38.0,Defensive rebound by K. Faried,,108-118,,
1:18.0,Shooting foul by S. Adams (drawn by G. Harris),,108-118,,
1:18.0,G. Harris makes free throw 1 of 2,1,109-118,,
1:18.0,G. Harris makes free throw 2 of 2,1,110-118,,
1:18.0,Personal take foul by W. Barton (drawn by S. Adams),,110-118,,
1:18.0,,,110-119,1,S. Adams makes free throw 1 of 2
1:18.0,,,110-120,1,S. Adams makes free throw 2 of 2
1:06.0,J. Nelson misses 2-pt shot from 21 ft,,110-120,,
1:05.0,,,110-120,,Defensive rebound by S. Adams
