time,Cleveland,pts.away,score,pts.home,New York
2:22.0,Defensive rebound by K. Love,,23-15,,
2:07.0,M. Williams makes 3-pt shot from 22 ft (assist by L. James),3,26-15,,
1:58.0,,,26-15,,New York full timeout
1:58.0,C. Frye enters the game for K. Love,,26-15,,
1:58.0,,,26-15,,A. Afflalo enters the game for K. Porzingis
1:58.0,,,26-15,,D. Williams enters the game for S. Vujacic
1:52.0,,,26-15,,J. Grant misses 3-pt shot from 24 ft
1:51.0,Defensive rebound by T. Thompson,,26-15,,
1:34.0,C. Frye misses 3-pt shot from 23 ft,,26-15,,
1:33.0,Offensive rebound by L. James,,26-15,,
1:29.0,L. James misses 2-pt shot from 3 ft,,26-15,,
1:28.0,Offensive rebound by C. Frye,,26-15,,
1:28.0,C. Frye makes 2-pt shot at rim,2,28-15,,
1:19.0,,,28-15,,D. Williams misses 3-pt shot from 24 ft
1:18.0,Defensive rebound by L. James,,28-15,,
1:10.0,J. Smith misses 3-pt shot from 23 ft,,28-15,,
1:09.0,Offensive rebound by Team,,28-15,,
1:09.0,I. Shumpert enters the game for J. Smith,,28-15,,
1:02.0,I. Shumpert misses 3-pt shot from 24 ft,,28-15,,
1:01.0,Offensive rebound by C. Frye,,28-15,,
1:00.0,C. Frye makes 2-pt shot from 1 ft,2,30-15,,
0:44.0,,,30-15,,C. Anthony misses 2-pt shot from 2 ft
0:43.0,,,30-15,,Offensive rebound by C. Anthony
0:41.0,,,30-15,,C. Anthony misses 2-pt shot from 1 ft (block by T. Thompson)
0:40.0,Defensive rebound by L. James,,30-15,,
0:34.0,C. Frye misses 3-pt shot from 24 ft,,30-15,,
0:32.0,Offensive rebound by T. Thompson,,30-15,,
0:09.0,L. James makes 2-pt shot from 20 ft,2,32-15,,
0:05.0,Personal foul by M. Williams,,32-15,,
0:05.0,R. Jefferson enters the game for L. James,,32-15,,
0:05.0,,,32-15,,K. Porzingis enters the game for C. Anthony
0:02.0,,,32-15,,J. Grant misses 2-pt shot from 11 ft
0:01.0,Defensive rebound by T. Thompson,,32-15,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,M. Williams misses 2-pt shot from 1 ft,,32-15,,
11:36.0,Offensive rebound by M. Williams,,32-15,,
11:31.0,Turnover by C. Frye (offensive foul),,32-15,,
11:31.0,Offensive foul by C. Frye,,32-15,,
11:18.0,,,32-15,,Turnover by K. Porzingis (lost ball; steal by I. Shumpert)
11:12.0,I. Shumpert makes 2-pt shot from 1 ft (assist by M. Williams),2,34-15,,
10:52.0,,,34-15,,Shooting foul by R. Jefferson (drawn by D. Williams)
10:52.0,,,34-15,,D. Williams misses free throw 1 of 2
10:52.0,,,34-15,,Offensive rebound by Team
10:52.0,M. Dellavedova enters the game for M. Williams,,34-15,,
10:52.0,,,34-16,1,D. Williams makes free throw 2 of 2
10:34.0,R. Jefferson misses 3-pt shot from 24 ft,,34-16,,
10:33.0,,,34-16,,Defensive rebound by A. Afflalo
10:14.0,,,34-16,,K. Seraphin misses 2-pt shot from 9 ft
10:13.0,Defensive rebound by I. Shumpert,,34-16,,
10:08.0,Turnover by I. Shumpert (bad pass),,34-16,,
9:47.0,,,34-16,,Shooting foul by C. Frye (drawn by J. Grant)
9:47.0,,,34-17,1,J. Grant makes free throw 1 of 2
9:47.0,,,34-18,1,J. Grant makes free throw 2 of 2
9:27.0,I. Shumpert misses 2-pt shot at rim,,34-18,,
9:26.0,Offensive rebound by T. Thompson,,34-18,,
9:25.0,Shooting foul by K. Seraphin (drawn by T. Thompson),,34-18,,
9:25.0,T. Thompson misses free throw 1 of 2,,34-18,,
9:25.0,Offensive rebound by Team,,34-18,,
9:25.0,T. Thompson makes free throw 2 of 2,1,35-18,,
9:04.0,,,35-20,2,A. Afflalo makes 2-pt shot from 18 ft (assist by D. Williams)
8:53.0,Turnover by M. Dellavedova (lost ball; steal by D. Williams),,35-20,,
8:50.0,,,35-20,,Turnover by D. Williams (lost ball; steal by C. Frye)
8:42.0,R. Jefferson makes 2-pt shot from 1 ft (assist by C. Frye),2,37-20,,
8:32.0,,,37-20,,Turnover by J. Grant (lost ball; steal by R. Jefferson)
8:27.0,Shooting foul by D. Williams (drawn by T. Thompson),,37-20,,
8:27.0,Official timeout,,37-20,,
8:27.0,,,37-20,,R. Lopez enters the game for J. Grant
8:27.0,,,37-20,,J. Calderon enters the game for K. Seraphin
8:27.0,T. Thompson makes free throw 1 of 2,1,38-20,,
8:27.0,T. Thompson misses free throw 2 of 2,,38-20,,
8:26.0,Offensive rebound by R. Jefferson,,38-20,,
8:24.0,,,38-20,,Personal foul by R. Lopez
8:22.0,Turnover by R. Jefferson (lost ball; steal by K. Porzingis),,38-20,,
8:13.0,Personal foul by T. Thompson,,38-20,,
8:06.0,,,38-20,,A. Afflalo misses 3-pt shot from 23 ft
8:05.0,Defensive rebound by C. Frye,,38-20,,
7:56.0,M. Dellavedova misses 2-pt shot from 5 ft,,38-20,,
7:55.0,,,38-20,,Defensive rebound by R. Lopez
7:44.0,,,38-20,,R. Lopez misses 2-pt shot from 7 ft
7:43.0,Defensive rebound by T. Thompson,,38-20,,
7:29.0,C. Frye makes 2-pt shot from 20 ft (assist by M. Dellavedova),2,40-20,,
7:04.0,,,40-22,2,D. Williams makes 2-pt shot from 2 ft (assist by J. Calderon)
7:04.0,,,40-22,,Shooting foul by R. Jefferson (drawn by D. Williams)
7:04.0,K. Love enters the game for C. Frye,,40-22,,
7:04.0,,,40-22,,D. Williams misses free throw 1 of 1
7:03.0,Defensive rebound by K. Love,,40-22,,
6:53.0,,,40-22,,Personal foul by J. Calderon
6:53.0,,,40-22,,C. Anthony enters the game for D. Williams
6:41.0,M. Dellavedova misses 3-pt shot from 24 ft,,40-22,,
6:40.0,,,40-22,,Defensive rebound by A. Afflalo
6:25.0,,,40-22,,Shooting foul by T. Thompson (drawn by K. Porzingis)
6:25.0,,,40-23,1,K. Porzingis makes free throw 1 of 2
6:25.0,L. James enters the game for R. Jefferson,,40-23,,
6:25.0,T. Mozgov enters the game for I. Shumpert,,40-23,,
6:25.0,J. Smith enters the game for T. Thompson,,40-23,,
6:25.0,,,40-23,,K. Porzingis misses free throw 2 of 2
6:24.0,Defensive rebound by M. Dellavedova,,40-23,,
6:02.0,K. Love makes 2-pt shot from 3 ft,2,42-23,,
5:43.0,,,42-23,,C. Anthony misses 2-pt shot from 16 ft
5:42.0,,,42-23,,Offensive rebound by R. Lopez
5:42.0,,,42-23,,R. Lopez misses 2-pt shot from 2 ft
5:41.0,,,42-23,,Offensive rebound by K. Porzingis
5:41.0,,,42-25,2,K. Porzingis makes 2-pt shot from 2 ft
5:22.0,K. Love makes 2-pt shot from 19 ft,2,44-25,,
5:05.0,,,44-25,,K. Porzingis misses 2-pt shot from 18 ft
5:04.0,Defensive rebound by L. James,,44-25,,
4:57.0,J. Smith makes 3-pt shot from 23 ft (assist by L. James),3,47-25,,
4:49.0,,,47-25,,New York full timeout
4:34.0,,,47-25,,C. Anthony misses 2-pt shot from 3 ft (block by L. James)
4:33.0,Defensive rebound by M. Dellavedova,,47-25,,
4:27.0,K. Love misses 3-pt shot from 25 ft,,47-25,,
4:26.0,,,47-25,,Defensive rebound by R. Lopez
4:14.0,,,47-27,2,J. Calderon makes 2-pt shot from 18 ft
3:53.0,Turnover by J. Smith (lost ball),,47-27,,
3:44.0,Violation by K. Love (kicked ball),,47-27,,
3:38.0,,,47-27,,A. Afflalo misses 2-pt shot from 19 ft
3:37.0,,,47-27,,Offensive rebound by Team
3:37.0,,,47-27,,Personal foul by C. Anthony
3:37.0,Personal foul by L. James,,47-27,,
3:37.0,Jump ball: R. Lopez vs. T. Mozgov (J. Calderon gains possession),,,,Jump ball: R. Lopez vs. T. Mozgov (J. Calderon gains possession)
3:26.0,,,47-27,,J. Calderon misses 3-pt shot from 25 ft
3:25.0,,,47-27,,Offensive rebound by C. Anthony
3:23.0,,,47-27,,C. Anthony misses 2-pt shot from 1 ft (block by T. Mozgov)
3:22.0,,,47-27,,Offensive rebound by J. Calderon
3:17.0,Personal foul by M. Dellavedova,,47-27,,
3:17.0,,,47-27,,C. Anthony misses free throw 1 of 2
3:17.0,,,47-27,,Offensive rebound by Team
3:17.0,,,47-28,1,C. Anthony makes free throw 2 of 2
3:10.0,M. Dellavedova makes 3-pt shot from 24 ft (assist by L. James),3,50-28,,
2:52.0,,,50-28,,Turnover by C. Anthony (traveling)
2:52.0,Cleveland full timeout,,50-28,,
2:52.0,,,50-28,,D. Williams enters the game for R. Lopez
2:52.0,I. Shumpert enters the game for M. Dellavedova,,50-28,,
2:37.0,L. James misses 2-pt shot from 22 ft,,50-28,,
2:36.0,,,50-28,,Defensive rebound by D. Williams
2:22.0,,,50-30,2,C. Anthony makes 2-pt shot from 1 ft
2:01.0,K. Love makes 2-pt shot from 3 ft (assist by J. Smith),2,52-30,,
1:35.0,,,52-30,,J. Calderon misses 2-pt shot from 18 ft
1:34.0,Defensive rebound by L. James,,52-30,,
1:14.0,J. Smith makes 2-pt shot from 3 ft,2,54-30,,
0:50.0,,,54-30,,Shooting foul by L. James (drawn by K. Porzingis)
0:50.0,,,54-31,1,K. Porzingis makes free throw 1 of 2
0:50.0,R. Jefferson enters the game for L. James,,54-31,,
0:50.0,,,54-32,1,K. Porzingis makes free throw 2 of 2
0:35.0,K. Love misses 2-pt shot from 5 ft,,54-32,,
0:33.0,,,54-32,,Defensive rebound by K. Porzingis
0:25.0,,,54-32,,K. Porzingis misses 3-pt shot from 24 ft
0:24.0,Defensive rebound by K. Love,,54-32,,
0:17.0,Cleveland full timeout,,54-32,,
0:17.0,,,54-32,,S. Vujacic enters the game for C. Anthony
0:17.0,,,54-32,,J. Grant enters the game for J. Calderon
0:17.0,M. Dellavedova enters the game for T. Mozgov,,54-32,,
0:17.0,L. James enters the game for I. Shumpert,,54-32,,
0:01.0,L. James misses 2-pt shot from 1 ft,,54-32,,
0:00.0,Offensive rebound by K. Love,,54-32,,
0:00.0,K. Love makes 2-pt shot from 2 ft,2,56-32,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,Shooting foul by R. Lopez (drawn by T. Mozgov),,56-32,,
11:44.0,T. Mozgov misses free throw 1 of 2,,56-32,,
11:44.0,Offensive rebound by Team,,56-32,,
11:44.0,T. Mozgov makes free throw 2 of 2,1,57-32,,
11:20.0,,,57-32,,K. Porzingis misses 2-pt shot from 14 ft
11:19.0,Defensive rebound by T. Mozgov,,57-32,,
11:16.0,Turnover by T. Mozgov (lost ball; steal by C. Anthony),,57-32,,
11:10.0,,,57-32,,K. Porzingis misses 2-pt shot from 12 ft
11:09.0,Defensive rebound by L. James,,57-32,,
11:01.0,K. Love misses 3-pt shot from 25 ft,,57-32,,
11:00.0,,,57-32,,Defensive rebound by S. Vujacic
10:50.0,,,57-34,2,R. Lopez makes 2-pt shot at rim (assist by J. Calderon)
10:31.0,J. Smith misses 3-pt shot from 25 ft,,57-34,,
10:30.0,,,57-34,,Defensive rebound by J. Calderon
10:20.0,,,57-36,2,R. Lopez makes 2-pt shot at rim (assist by J. Calderon)
9:58.0,,,57-36,,Personal foul by C. Anthony
9:45.0,J. Smith misses 3-pt shot from 24 ft,,57-36,,
9:44.0,,,57-36,,Defensive rebound by C. Anthony
9:33.0,,,57-36,,K. Porzingis misses 3-pt shot from 24 ft
9:32.0,Defensive rebound by J. Smith,,57-36,,
9:28.0,L. James makes 2-pt shot at rim (assist by J. Smith),2,59-36,,
9:12.0,,,59-39,3,C. Anthony makes 3-pt shot from 25 ft (assist by K. Porzingis)
8:56.0,K. Love misses 3-pt shot from 24 ft,,59-39,,
8:55.0,Offensive rebound by J. Smith,,59-39,,
8:52.0,J. Smith misses 3-pt shot from 26 ft,,59-39,,
8:51.0,Offensive rebound by T. Mozgov,,59-39,,
8:51.0,T. Mozgov misses 2-pt shot at rim,,59-39,,
8:50.0,Offensive rebound by L. James,,59-39,,
8:47.0,T. Mozgov misses 2-pt shot from 1 ft,,59-39,,
8:46.0,Offensive rebound by T. Mozgov,,59-39,,
8:45.0,Shooting foul by J. Calderon (drawn by T. Mozgov),,59-39,,
8:45.0,T. Mozgov makes free throw 1 of 2,1,60-39,,
8:45.0,T. Mozgov makes free throw 2 of 2,1,61-39,,
8:24.0,,,61-42,3,C. Anthony makes 3-pt shot from 23 ft (assist by J. Calderon)
8:08.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by L. James),3,64-42,,
7:52.0,,,64-44,2,J. Calderon makes 2-pt shot from 1 ft
7:43.0,M. Dellavedova makes 3-pt shot from 24 ft,3,67-44,,
7:42.0,,,67-44,,New York full timeout
7:26.0,,,67-46,2,S. Vujacic makes 2-pt shot from 20 ft (assist by J. Calderon)
7:07.0,L. James misses 2-pt shot from 20 ft,,67-46,,
7:06.0,,,67-46,,Defensive rebound by S. Vujacic
6:56.0,,,67-49,3,C. Anthony makes 3-pt shot from 24 ft
6:35.0,,,67-49,,Personal foul by J. Calderon
6:35.0,,,67-49,,L. Galloway enters the game for J. Calderon
6:25.0,K. Love makes 3-pt shot from 23 ft (assist by M. Dellavedova),3,70-49,,
6:17.0,Personal foul by J. Smith,,70-49,,
6:03.0,,,70-49,,K. Porzingis misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by L. James,,70-49,,
5:52.0,K. Love makes 2-pt shot from 1 ft (assist by L. James),2,72-49,,
5:33.0,,,72-51,2,L. Galloway makes 2-pt shot from 1 ft
5:28.0,J. Smith makes 2-pt shot at rim (assist by K. Love),2,74-51,,
5:09.0,Personal foul by J. Smith,,74-51,,
4:59.0,,,74-54,3,S. Vujacic makes 3-pt shot from 26 ft (assist by K. Porzingis)
4:40.0,Shooting foul by C. Anthony (drawn by K. Love),,74-54,,
4:40.0,K. Love misses free throw 1 of 2,,74-54,,
4:40.0,Offensive rebound by Team,,74-54,,
4:40.0,K. Love makes free throw 2 of 2,1,75-54,,
4:27.0,,,75-56,2,S. Vujacic makes 2-pt shot from 19 ft (assist by K. Porzingis)
4:08.0,L. James misses 2-pt shot from 17 ft,,75-56,,
4:07.0,,,75-56,,Defensive rebound by R. Lopez
3:56.0,,,75-59,3,L. Galloway makes 3-pt shot from 24 ft (assist by S. Vujacic)
3:55.0,Cleveland full timeout,,75-59,,
3:55.0,M. Williams enters the game for M. Dellavedova,,75-59,,
3:42.0,L. James makes 2-pt shot at rim,2,77-59,,
3:14.0,,,77-61,2,K. Porzingis makes 2-pt shot from 15 ft
2:58.0,K. Love makes 3-pt shot from 26 ft (assist by M. Williams),3,80-61,,
2:40.0,,,80-61,,L. Galloway misses 3-pt shot from 23 ft
2:39.0,Defensive rebound by K. Love,,80-61,,
2:29.0,Turnover by L. James (offensive foul),,80-61,,
2:29.0,Offensive foul by L. James,,80-61,,
2:29.0,C. Frye enters the game for T. Mozgov,,80-61,,
2:29.0,T. Thompson enters the game for K. Love,,80-61,,
2:18.0,,,80-64,3,C. Anthony makes 3-pt shot from 25 ft (assist by L. Galloway)
2:04.0,Shooting foul by S. Vujacic (drawn by T. Thompson),,80-64,,
2:04.0,T. Thompson makes free throw 1 of 2,1,81-64,,
2:04.0,I. Shumpert enters the game for J. Smith,,81-64,,
2:04.0,,,81-64,,A. Afflalo enters the game for S. Vujacic
2:04.0,,,81-64,,D. Williams enters the game for C. Anthony
2:04.0,T. Thompson makes free throw 2 of 2,1,82-64,,
1:50.0,,,82-64,,D. Williams misses 2-pt shot from 20 ft
1:49.0,,,82-64,,Offensive rebound by K. Porzingis
1:46.0,,,82-66,2,K. Porzingis makes 2-pt shot from 3 ft
1:25.0,L. James makes 3-pt shot from 25 ft,3,85-66,,
0:59.0,,,85-68,2,R. Lopez makes 2-pt shot from 19 ft (assist by D. Williams)
0:42.0,L. James makes 2-pt shot at rim,2,87-68,,
0:42.0,Shooting foul by R. Lopez (drawn by L. James),,87-68,,
0:42.0,L. James misses free throw 1 of 1,,87-68,,
0:41.0,,,87-68,,Defensive rebound by D. Williams
0:34.0,,,87-68,,Shooting foul by L. James (drawn by A. Afflalo)
0:34.0,,,87-69,1,A. Afflalo makes free throw 1 of 2
0:34.0,,,87-69,,L. Amundson enters the game for R. Lopez
0:34.0,,,87-69,,A. Afflalo misses free throw 2 of 2
0:33.0,,,87-69,,Offensive rebound by K. Porzingis
0:33.0,Personal foul by T. Thompson,,87-69,,
0:33.0,,,87-70,1,K. Porzingis makes free throw 1 of 2
0:33.0,,,87-70,,K. Porzingis misses free throw 2 of 2
0:32.0,Defensive rebound by C. Frye,,87-70,,
0:15.0,L. James makes 2-pt shot at rim,2,89-70,,
0:15.0,Technical foul by L. James,,89-70,,
0:15.0,,,89-70,,A. Afflalo misses technical free throw
0:15.0,,,89-70,,Offensive rebound by Team
0:15.0,R. Jefferson enters the game for L. James,,89-70,,
0:15.0,,,89-70,,C. Anthony enters the game for L. Amundson
0:02.0,,,89-70,,D. Williams misses 2-pt shot from 2 ft
0:01.0,,,89-70,,Offensive rebound by D. Williams
0:00.0,,,89-72,2,D. Williams makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,89-72,,Shooting foul by I. Shumpert (drawn by A. Afflalo)
11:47.0,,,89-72,,A. Afflalo misses free throw 1 of 2
11:47.0,,,89-72,,Offensive rebound by Team
11:47.0,,,89-72,,L. Amundson enters the game for K. Porzingis
11:47.0,,,89-72,,A. Afflalo misses free throw 2 of 2
11:46.0,Defensive rebound by R. Jefferson,,89-72,,
11:31.0,M. Williams misses 2-pt shot from 18 ft,,89-72,,
11:30.0,,,89-72,,Defensive rebound by D. Williams
11:22.0,,,89-72,,Turnover by L. Galloway (lost ball; steal by R. Jefferson)
11:18.0,M. Williams makes 2-pt shot from 1 ft (assist by I. Shumpert),2,91-72,,
11:04.0,,,91-72,,Shooting foul by T. Thompson (drawn by D. Williams)
11:04.0,,,91-73,1,D. Williams makes free throw 1 of 2
11:04.0,,,91-74,1,D. Williams makes free throw 2 of 2
10:50.0,C. Frye misses 2-pt shot from 12 ft,,91-74,,
10:49.0,,,91-74,,Defensive rebound by C. Anthony
10:43.0,,,91-74,,Offensive foul by L. Amundson
10:43.0,,,91-74,,Turnover by L. Amundson (offensive foul)
10:25.0,Jump ball: L. Amundson vs. T. Thompson (M. Williams gains possession),,,,Jump ball: L. Amundson vs. T. Thompson (M. Williams gains possession)
10:20.0,M. Williams misses 2-pt shot from 17 ft,,91-74,,
10:19.0,,,91-74,,Defensive rebound by C. Anthony
10:13.0,,,91-74,,C. Anthony misses 3-pt shot from 24 ft
10:12.0,Defensive rebound by M. Williams,,91-74,,
9:56.0,,,91-74,,Personal foul by L. Galloway
9:50.0,,,91-74,,Personal foul by L. Galloway
9:41.0,R. Jefferson misses 3-pt shot from 27 ft,,91-74,,
9:40.0,,,91-74,,Defensive rebound by L. Galloway
9:34.0,,,91-74,,Shooting foul by C. Frye (drawn by D. Williams)
9:34.0,,,91-75,1,D. Williams makes free throw 1 of 2
9:34.0,M. Dellavedova enters the game for M. Williams,,91-75,,
9:34.0,,,91-76,1,D. Williams makes free throw 2 of 2
9:20.0,C. Frye misses 3-pt shot from 26 ft,,91-76,,
9:19.0,,,91-76,,Defensive rebound by D. Williams
9:10.0,,,91-76,,D. Williams misses 2-pt shot at rim
9:09.0,,,91-76,,Offensive rebound by Team
9:06.0,,,91-78,2,C. Anthony makes 2-pt shot from 18 ft (assist by L. Galloway)
9:04.0,Cleveland full timeout,,91-78,,
9:04.0,K. Love enters the game for C. Frye,,91-78,,
8:40.0,Turnover by Team (shot clock),,91-78,,
8:25.0,,,91-78,,L. Galloway misses 2-pt shot from 15 ft
8:24.0,Defensive rebound by I. Shumpert,,91-78,,
8:10.0,M. Dellavedova misses 3-pt shot from 25 ft,,91-78,,
8:09.0,,,91-78,,Defensive rebound by A. Afflalo
7:47.0,,,91-80,2,C. Anthony makes 2-pt shot from 21 ft
7:28.0,Shooting foul by L. Galloway (drawn by T. Thompson),,91-80,,
7:28.0,T. Thompson makes free throw 1 of 2,1,92-80,,
7:28.0,L. James enters the game for R. Jefferson,,92-80,,
7:28.0,T. Thompson makes free throw 2 of 2,1,93-80,,
7:07.0,,,93-80,,C. Anthony misses 2-pt shot from 2 ft (block by L. James)
7:06.0,Defensive rebound by K. Love,,93-80,,
6:49.0,L. James misses 2-pt shot from 17 ft,,93-80,,
6:48.0,,,93-80,,Defensive rebound by C. Anthony
6:39.0,,,93-82,2,A. Afflalo makes 2-pt shot from 6 ft (assist by L. Galloway)
6:30.0,M. Dellavedova misses 2-pt shot from 1 ft,,93-82,,
6:29.0,,,93-82,,Defensive rebound by L. Amundson
6:22.0,,,93-82,,D. Williams misses 2-pt shot from 3 ft (block by I. Shumpert)
6:21.0,Defensive rebound by T. Thompson,,93-82,,
6:15.0,K. Love makes 3-pt shot from 22 ft (assist by T. Thompson),3,96-82,,
6:14.0,,,96-82,,New York full timeout
6:14.0,,,96-82,,K. Porzingis enters the game for L. Amundson
6:01.0,,,96-84,2,K. Porzingis makes 2-pt shot at rim (assist by L. Galloway)
5:46.0,L. James makes 2-pt shot from 1 ft,2,98-84,,
5:46.0,Shooting foul by A. Afflalo (drawn by L. James),,98-84,,
5:46.0,L. James makes free throw 1 of 1,1,99-84,,
5:32.0,,,99-87,3,C. Anthony makes 3-pt shot from 24 ft (assist by A. Afflalo)
5:04.0,L. James misses 2-pt shot from 16 ft,,99-87,,
5:03.0,,,99-87,,Defensive rebound by C. Anthony
4:52.0,,,99-87,,Shooting foul by M. Dellavedova (drawn by D. Williams)
4:52.0,,,99-88,1,D. Williams makes free throw 1 of 2
4:52.0,J. Smith enters the game for I. Shumpert,,99-88,,
4:52.0,,,99-89,1,D. Williams makes free throw 2 of 2
4:29.0,L. James misses 3-pt shot from 25 ft,,99-89,,
4:28.0,Offensive rebound by K. Love,,99-89,,
4:21.0,M. Dellavedova misses 3-pt shot from 26 ft,,99-89,,
4:20.0,,,99-89,,Defensive rebound by K. Porzingis
4:14.0,,,99-89,,C. Anthony misses 3-pt shot from 24 ft
4:13.0,Defensive rebound by J. Smith,,99-89,,
3:50.0,J. Smith misses 2-pt shot from 22 ft,,99-89,,
3:48.0,Offensive rebound by Team,,99-89,,
3:48.0,,,99-89,,Loose ball foul by K. Porzingis
3:48.0,K. Love makes free throw 1 of 2,1,100-89,,
3:48.0,K. Love makes free throw 2 of 2,1,101-89,,
3:37.0,Violation by M. Dellavedova (kicked ball),,101-89,,
3:24.0,,,101-89,,C. Anthony misses 2-pt shot from 21 ft
3:23.0,Defensive rebound by L. James,,101-89,,
