time,New Orleans,pts.away,score,pts.home,Golden State
4:25.0,,,16-15,3,L. Barbosa makes 3-pt shot from 24 ft (assist by D. Green)
4:18.0,New Orleans full timeout,,16-15,,
4:18.0,,,16-15,,S. Livingston enters the game for H. Barnes
4:11.0,,,16-15,,Personal foul by S. Curry
4:11.0,O. Johnson enters the game for T. Douglas,,16-15,,
3:59.0,J. Holiday makes 2-pt shot from 11 ft,2,18-15,,
3:43.0,,,18-17,2,S. Curry makes 2-pt shot from 1 ft
3:27.0,O. Johnson makes 2-pt shot from 18 ft (assist by J. Holiday),2,20-17,,
3:11.0,,,20-17,,Turnover by D. Green (traveling)
3:04.0,J. Holiday misses 3-pt shot from 24 ft,,20-17,,
3:03.0,Offensive rebound by A. Davis,,20-17,,
2:52.0,A. Davis misses 2-pt shot from 14 ft (block by D. Green),,20-17,,
2:51.0,,,20-17,,Defensive rebound by S. Livingston
2:43.0,,,20-20,3,S. Curry makes 3-pt shot from 23 ft (assist by M. Speights)
2:30.0,A. Davis makes 2-pt shot from 17 ft (assist by J. Holiday),2,22-20,,
2:17.0,,,22-22,2,D. Green makes 2-pt shot at rim (assist by S. Livingston)
1:56.0,A. Davis misses 2-pt shot from 6 ft,,22-22,,
1:55.0,,,22-22,,Defensive rebound by D. Green
1:48.0,,,22-24,2,S. Livingston makes 2-pt shot from 12 ft
1:32.0,J. Holiday misses 2-pt shot from 7 ft,,22-24,,
1:32.0,,,22-24,,Defensive rebound by D. Green
1:26.0,,,22-26,2,S. Curry makes 2-pt shot from 1 ft
1:16.0,A. Davis misses 2-pt shot from 5 ft (block by D. Green),,22-26,,
1:14.0,,,22-26,,Defensive rebound by M. Speights
1:10.0,,,22-26,,Turnover by M. Speights (lost ball; steal by O. Johnson)
0:55.0,L. Babbitt misses 3-pt shot from 22 ft,,22-26,,
0:54.0,,,22-26,,Defensive rebound by L. Barbosa
0:46.0,,,22-26,,M. Speights misses 2-pt shot from 3 ft
0:45.0,,,22-26,,Offensive rebound by M. Speights
0:44.0,,,22-26,,M. Speights misses 2-pt shot from 2 ft
0:43.0,,,22-26,,Offensive rebound by M. Speights
0:42.0,,,22-26,,M. Speights misses 2-pt shot from 1 ft
0:42.0,,,22-26,,Offensive rebound by M. Speights
0:41.0,,,22-26,,M. Speights misses 2-pt shot from 1 ft (block by A. Davis)
0:41.0,Defensive rebound by A. Davis,,22-26,,
0:41.0,,,22-26,,Personal foul by S. Livingston
0:41.0,R. Anderson enters the game for J. Holiday,,22-26,,
0:41.0,T. Douglas enters the game for A. Davis,,22-26,,
0:28.0,R. Anderson makes 2-pt shot from 14 ft (assist by T. Douglas),2,24-26,,
0:07.0,,,24-28,2,S. Curry makes 2-pt shot from 1 ft
0:00.0,T. Douglas misses 2-pt shot from 19 ft,,24-28,,
0:00.0,Offensive rebound by Team,,24-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,O. Johnson makes 3-pt shot from 22 ft (assist by T. Douglas),3,27-28,,
11:16.0,,,27-28,,B. Rush misses 2-pt shot from 18 ft
11:15.0,Defensive rebound by Team,,27-28,,
11:03.0,L. Babbitt misses 2-pt shot from 11 ft,,27-28,,
11:03.0,,,27-28,,Defensive rebound by B. Rush
10:48.0,Def 3 sec tech foul by O. Johnson,,27-28,,
10:48.0,,,27-28,,S. Livingston misses technical free throw
10:48.0,,,27-28,,Offensive rebound by Team
10:40.0,,,27-28,,Turnover by L. Barbosa (bad pass)
10:20.0,Turnover by T. Douglas (lost ball; steal by H. Barnes),,27-28,,
10:14.0,,,27-30,2,L. Barbosa makes 2-pt shot from 2 ft (assist by B. Rush)
10:04.0,T. Douglas misses 2-pt shot from 13 ft,,27-30,,
10:04.0,Offensive rebound by O. Johnson,,27-30,,
10:04.0,R. Anderson misses 2-pt shot from 1 ft,,27-30,,
9:59.0,,,27-30,,Defensive rebound by M. Speights
9:42.0,,,27-32,2,B. Rush makes 2-pt shot at rim
9:31.0,Shooting foul by M. Speights (drawn by R. Anderson),,27-32,,
9:31.0,R. Anderson misses free throw 1 of 2,,27-32,,
9:31.0,Offensive rebound by Team,,27-32,,
9:31.0,,,27-32,,A. Varejao enters the game for M. Speights
9:31.0,,,27-32,,K. Thompson enters the game for L. Barbosa
9:31.0,R. Anderson makes free throw 2 of 2,1,28-32,,
9:18.0,,,28-34,2,A. Varejao makes 2-pt shot from 7 ft
9:18.0,,,28-34,,Shooting foul by O. Johnson (drawn by A. Varejao)
9:18.0,K. Perkins enters the game for D. Cunningham,,28-34,,
9:18.0,,,28-35,1,A. Varejao makes free throw 1 of 1
9:04.0,K. Perkins makes 2-pt shot from 5 ft (assist by T. Douglas),2,30-35,,
8:49.0,,,30-37,2,A. Varejao makes 2-pt shot from 1 ft (assist by H. Barnes)
8:36.0,T. Douglas makes 2-pt shot from 1 ft,2,32-37,,
8:29.0,,,32-37,,Golden State full timeout
8:23.0,,,32-37,,Turnover by K. Thompson (lost ball; steal by L. Babbitt)
8:07.0,L. Babbitt makes 2-pt shot from 2 ft,2,34-37,,
8:07.0,Shooting foul by S. Livingston (drawn by L. Babbitt),,34-37,,
8:07.0,L. Babbitt misses free throw 1 of 1,,34-37,,
8:06.0,Offensive rebound by K. Perkins,,34-37,,
8:02.0,O. Johnson misses 2-pt shot from 1 ft,,34-37,,
8:01.0,,,34-37,,Defensive rebound by A. Varejao
7:56.0,,,34-40,3,B. Rush makes 3-pt shot from 24 ft (assist by S. Livingston)
7:40.0,Shooting foul by H. Barnes (drawn by R. Anderson),,34-40,,
7:40.0,R. Anderson makes free throw 1 of 2,1,35-40,,
7:40.0,R. Anderson makes free throw 2 of 2,1,36-40,,
7:29.0,,,36-40,,Turnover by K. Thompson (lost ball; steal by K. Perkins)
7:18.0,Shooting foul by S. Livingston (drawn by R. Anderson),,36-40,,
7:18.0,R. Anderson makes 2-pt shot from 1 ft (assist by T. Douglas),2,38-40,,
7:18.0,,,38-40,,S. Curry enters the game for S. Livingston
7:18.0,,,38-40,,D. Green enters the game for H. Barnes
7:18.0,A. Gee enters the game for O. Johnson,,38-40,,
7:18.0,R. Anderson misses free throw 1 of 1,,38-40,,
7:18.0,Offensive rebound by T. Douglas,,38-40,,
7:16.0,Shooting foul by D. Green (drawn by T. Douglas),,38-40,,
7:16.0,T. Douglas makes free throw 1 of 2,1,39-40,,
7:16.0,A. Davis enters the game for K. Perkins,,39-40,,
7:16.0,T. Douglas makes free throw 2 of 2,1,40-40,,
7:07.0,,,40-40,,S. Curry misses 3-pt shot from 26 ft
7:06.0,,,40-40,,Offensive rebound by D. Green
6:53.0,,,40-40,,Turnover by K. Thompson (bad pass)
6:38.0,Shooting foul by A. Varejao (drawn by A. Davis),,40-40,,
6:38.0,A. Davis makes free throw 1 of 2,1,41-40,,
6:38.0,A. Davis makes free throw 2 of 2,1,42-40,,
6:22.0,,,42-40,,K. Thompson misses 2-pt shot from 1 ft
6:20.0,,,42-40,,Offensive rebound by S. Curry
6:15.0,,,42-40,,Shooting foul by A. Gee (drawn by A. Varejao)
6:15.0,,,42-41,1,A. Varejao makes free throw 1 of 2
6:15.0,,,42-42,1,A. Varejao makes free throw 2 of 2
6:01.0,Turnover by A. Gee (lost ball; steal by S. Curry),,42-42,,
5:54.0,,,42-42,,B. Rush misses 3-pt shot from 23 ft
5:54.0,Defensive rebound by A. Davis,,42-42,,
5:44.0,A. Davis misses 2-pt shot from 12 ft,,42-42,,
5:43.0,,,42-42,,Defensive rebound by S. Curry
5:35.0,Official timeout,,42-42,,
5:35.0,,,42-42,,J. McAdoo enters the game for A. Varejao
5:35.0,,,42-42,,H. Barnes enters the game for B. Rush
5:35.0,J. Holiday enters the game for T. Douglas,,42-42,,
5:32.0,,,42-44,2,J. McAdoo makes 2-pt shot from 1 ft (assist by H. Barnes)
5:21.0,R. Anderson misses 3-pt shot from 26 ft,,42-44,,
5:20.0,,,42-44,,Defensive rebound by S. Curry
5:16.0,,,42-46,2,K. Thompson makes 2-pt shot from 3 ft (assist by S. Curry)
4:51.0,J. Holiday misses 3-pt shot from 27 ft,,42-46,,
4:51.0,,,42-46,,Defensive rebound by H. Barnes
4:45.0,,,42-46,,Shooting foul by A. Davis (drawn by H. Barnes)
4:45.0,,,42-47,1,H. Barnes makes free throw 1 of 2
4:45.0,,,42-48,1,H. Barnes makes free throw 2 of 2
4:37.0,New Orleans full timeout,,42-48,,
4:29.0,R. Anderson misses 3-pt shot from 25 ft,,42-48,,
4:28.0,,,42-48,,Defensive rebound by J. McAdoo
4:06.0,,,42-48,,D. Green misses 2-pt shot from 20 ft
4:05.0,Defensive rebound by A. Davis,,42-48,,
3:58.0,,,42-48,,Personal foul by J. McAdoo
3:58.0,A. Davis makes free throw 1 of 2,1,43-48,,
3:58.0,D. Cunningham enters the game for L. Babbitt,,43-48,,
3:58.0,T. Douglas enters the game for R. Anderson,,43-48,,
3:58.0,A. Davis makes free throw 2 of 2,1,44-48,,
3:38.0,,,44-50,2,J. McAdoo makes 2-pt shot at rim (assist by S. Curry)
3:29.0,Shooting foul by J. McAdoo (drawn by A. Davis),,44-50,,
3:29.0,A. Davis makes free throw 1 of 2,1,45-50,,
3:29.0,A. Davis makes free throw 2 of 2,1,46-50,,
3:17.0,,,46-50,,D. Green misses 2-pt shot from 1 ft (block by A. Davis)
3:15.0,Defensive rebound by T. Douglas,,46-50,,
3:09.0,D. Cunningham misses 3-pt shot from 23 ft,,46-50,,
3:08.0,,,46-50,,Defensive rebound by S. Curry
3:02.0,,,46-50,,D. Green misses 3-pt shot from 27 ft
3:01.0,Defensive rebound by J. Holiday,,46-50,,
2:46.0,A. Davis makes 2-pt shot from 12 ft,2,48-50,,
2:36.0,,,48-50,,S. Curry misses 3-pt shot from 29 ft
2:35.0,Defensive rebound by A. Davis,,48-50,,
2:19.0,D. Cunningham misses 2-pt shot from 7 ft,,48-50,,
2:18.0,,,48-50,,Defensive rebound by D. Green
2:03.0,,,48-52,2,K. Thompson makes 2-pt shot from 17 ft (assist by J. McAdoo)
1:44.0,,,48-52,,Def 3 sec tech foul by D. Green
1:44.0,A. Davis misses technical free throw,,48-52,,
1:44.0,Offensive rebound by Team,,48-52,,
1:30.0,J. Holiday misses 3-pt shot from 24 ft,,48-52,,
1:29.0,,,48-52,,Defensive rebound by J. McAdoo
1:17.0,,,48-54,2,S. Curry makes 2-pt shot from 2 ft
1:17.0,,,48-54,,Shooting foul by A. Davis (drawn by S. Curry)
1:17.0,L. Babbitt enters the game for D. Cunningham,,48-54,,
1:17.0,,,48-55,1,S. Curry makes free throw 1 of 1
1:03.0,Turnover by A. Davis (lost ball; steal by H. Barnes),,48-55,,
0:59.0,,,48-55,,H. Barnes misses 2-pt shot at rim
0:59.0,,,48-55,,Offensive rebound by J. McAdoo
0:59.0,,,48-57,2,J. McAdoo makes 2-pt shot at rim
0:52.0,T. Douglas misses 3-pt shot from 26 ft,,48-57,,
0:49.0,,,48-57,,Defensive rebound by D. Green
0:45.0,,,48-59,2,D. Green makes 2-pt shot from 2 ft
0:42.0,New Orleans full timeout,,48-59,,
0:42.0,R. Anderson enters the game for A. Davis,,48-59,,
0:35.0,J. Holiday makes 2-pt shot from 1 ft,2,50-59,,
0:20.0,,,50-59,,S. Curry misses 2-pt shot from 16 ft
0:19.0,Defensive rebound by L. Babbitt,,50-59,,
0:02.0,J. Holiday misses 2-pt shot from 7 ft,,50-59,,
0:00.0,,,50-59,,Defensive rebound by S. Curry
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,J. Holiday misses 2-pt shot from 2 ft,,50-59,,
11:37.0,Offensive rebound by A. Gee,,50-59,,
11:27.0,A. Davis misses 2-pt shot from 18 ft,,50-59,,
11:26.0,,,50-59,,Defensive rebound by D. Green
11:09.0,,,50-59,,H. Barnes misses 2-pt shot from 16 ft
11:08.0,Defensive rebound by A. Davis,,50-59,,
11:00.0,A. Davis misses 2-pt shot from 9 ft,,50-59,,
10:59.0,,,50-59,,Defensive rebound by A. Bogut
10:40.0,,,50-59,,Shooting foul by D. Cunningham (drawn by K. Thompson)
10:40.0,,,50-60,1,K. Thompson makes free throw 1 of 2
10:40.0,,,50-61,1,K. Thompson makes free throw 2 of 2
10:19.0,D. Cunningham misses 3-pt shot from 23 ft,,50-61,,
10:18.0,,,50-61,,Defensive rebound by A. Bogut
10:03.0,,,50-63,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Green)
9:55.0,New Orleans full timeout,,50-63,,
9:42.0,A. Gee misses 3-pt shot from 23 ft,,50-63,,
9:41.0,Offensive rebound by D. Cunningham,,50-63,,
9:33.0,T. Douglas misses 3-pt shot from 28 ft,,50-63,,
9:33.0,,,50-63,,Defensive rebound by H. Barnes
9:31.0,,,50-63,,Turnover by S. Curry (lost ball; steal by A. Gee)
9:14.0,Offensive charge foul by A. Davis,,50-63,,
9:14.0,Turnover by A. Davis (offensive foul),,50-63,,
9:14.0,R. Anderson enters the game for A. Gee,,50-63,,
8:51.0,,,50-65,2,K. Thompson makes 2-pt shot from 14 ft
8:40.0,J. Holiday misses 2-pt shot from 3 ft (block by K. Thompson),,50-65,,
8:40.0,Offensive rebound by Team,,50-65,,
8:36.0,Shooting foul by A. Bogut (drawn by J. Holiday),,50-65,,
8:36.0,J. Holiday makes free throw 1 of 2,1,51-65,,
8:36.0,J. Holiday makes free throw 2 of 2,1,52-65,,
8:21.0,,,52-65,,Shooting foul by T. Douglas (drawn by D. Green)
8:21.0,,,52-66,1,D. Green makes free throw 1 of 2
8:21.0,,,52-67,1,D. Green makes free throw 2 of 2
8:05.0,A. Davis misses 2-pt shot from 12 ft,,52-67,,
8:04.0,,,52-67,,Defensive rebound by D. Green
7:56.0,,,52-67,,Turnover by K. Thompson (step out of bounds)
7:47.0,J. Holiday misses 2-pt shot from 15 ft,,52-67,,
7:46.0,,,52-67,,Defensive rebound by A. Bogut
7:38.0,,,52-67,,D. Green misses 2-pt shot from 6 ft
7:37.0,Defensive rebound by A. Davis,,52-67,,
7:29.0,D. Cunningham misses 3-pt shot from 26 ft,,52-67,,
7:29.0,,,52-67,,Defensive rebound by D. Green
7:21.0,,,52-67,,S. Curry misses 3-pt shot from 27 ft
7:21.0,Defensive rebound by J. Holiday,,52-67,,
7:11.0,T. Douglas makes 3-pt shot from 24 ft (assist by A. Davis),3,55-67,,
6:41.0,,,55-70,3,A. Bogut makes 3-pt shot from 26 ft
6:17.0,A. Davis misses 2-pt shot from 9 ft,,55-70,,
6:17.0,Offensive rebound by D. Cunningham,,55-70,,
6:14.0,D. Cunningham misses 2-pt shot from 2 ft (block by A. Bogut),,55-70,,
6:13.0,,,55-70,,Defensive rebound by H. Barnes
6:05.0,,,55-73,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
6:05.0,New Orleans full timeout,,55-73,,
6:05.0,L. Babbitt enters the game for D. Cunningham,,55-73,,
6:05.0,O. Johnson enters the game for T. Douglas,,55-73,,
5:46.0,O. Johnson misses 2-pt shot from 12 ft,,55-73,,
5:46.0,,,55-73,,Defensive rebound by D. Green
5:33.0,,,55-75,2,S. Curry makes 2-pt shot from 1 ft (assist by A. Bogut)
5:24.0,J. Holiday misses 2-pt shot from 6 ft,,55-75,,
5:24.0,,,55-75,,Defensive rebound by Team
5:24.0,Loose ball foul by R. Anderson,,55-75,,
5:11.0,,,55-78,3,D. Green makes 3-pt shot from 26 ft (assist by A. Bogut)
5:00.0,,,55-78,,Personal foul by A. Bogut
5:00.0,,,55-78,,L. Barbosa enters the game for K. Thompson
4:55.0,,,55-78,,Personal foul by A. Bogut
4:40.0,Turnover by Team (shot clock),,55-78,,
4:15.0,,,55-80,2,L. Barbosa makes 2-pt shot from 16 ft
4:00.0,R. Anderson makes 2-pt shot from 8 ft,2,57-80,,
4:00.0,Shooting foul by L. Barbosa (drawn by R. Anderson),,57-80,,
4:00.0,,,57-80,,S. Livingston enters the game for H. Barnes
4:00.0,R. Anderson makes free throw 1 of 1,1,58-80,,
3:50.0,,,58-82,2,D. Green makes 2-pt shot from 4 ft
3:50.0,,,58-82,,Shooting foul by R. Anderson (drawn by D. Green)
3:50.0,,,58-83,1,D. Green makes free throw 1 of 1
3:34.0,A. Davis misses 2-pt shot from 1 ft,,58-83,,
3:33.0,Offensive rebound by A. Davis,,58-83,,
3:33.0,A. Davis misses 2-pt shot from 1 ft,,58-83,,
3:33.0,Offensive rebound by A. Davis,,58-83,,
3:33.0,,,58-83,,Personal foul by S. Livingston
3:33.0,A. Davis makes free throw 1 of 2,1,59-83,,
3:33.0,A. Davis makes free throw 2 of 2,1,60-83,,
3:18.0,,,60-83,,Turnover by A. Bogut (lost ball; steal by J. Holiday)
3:11.0,O. Johnson misses 3-pt shot from 22 ft,,60-83,,
3:11.0,,,60-83,,Defensive rebound by D. Green
3:05.0,,,60-83,,Shooting foul by J. Holiday (drawn by S. Curry)
3:05.0,,,60-84,1,S. Curry makes free throw 1 of 3
3:05.0,,,60-84,,S. Curry misses free throw 2 of 3
3:05.0,,,60-84,,Offensive rebound by Team
3:05.0,,,60-84,,A. Varejao enters the game for A. Bogut
3:05.0,,,60-85,1,S. Curry makes free throw 3 of 3
2:54.0,L. Babbitt misses 2-pt shot from 4 ft,,60-85,,
2:53.0,,,60-85,,Defensive rebound by A. Varejao
2:46.0,,,60-85,,S. Livingston misses 2-pt shot from 6 ft
2:44.0,Defensive rebound by L. Babbitt,,60-85,,
2:28.0,A. Davis misses 2-pt shot from 3 ft,,60-85,,
2:24.0,Offensive rebound by A. Davis,,60-85,,
2:24.0,A. Davis makes 2-pt shot from 1 ft,2,62-85,,
2:14.0,,,62-85,,Turnover by S. Livingston (lost ball; steal by A. Davis)
1:57.0,R. Anderson misses 2-pt shot from 19 ft,,62-85,,
1:57.0,,,62-85,,Defensive rebound by A. Varejao
1:45.0,,,62-88,3,S. Curry makes 3-pt shot from 25 ft
1:33.0,J. Holiday makes 3-pt shot from 25 ft,3,65-88,,
1:14.0,,,65-91,3,S. Curry makes 3-pt shot from 23 ft (assist by L. Barbosa)
1:02.0,Shooting foul by A. Varejao (drawn by A. Davis),,65-91,,
1:02.0,A. Davis makes free throw 1 of 2,1,66-91,,
1:02.0,A. Davis makes free throw 2 of 2,1,67-91,,
0:46.0,K. Perkins enters the game for A. Davis,,67-91,,
0:46.0,,,67-91,,Golden State full timeout
0:46.0,T. Douglas enters the game for J. Holiday,,67-91,,
0:40.0,,,67-91,,D. Green misses 3-pt shot from 27 ft
0:38.0,Defensive rebound by T. Douglas,,67-91,,
0:27.0,L. Babbitt misses 2-pt shot from 12 ft,,67-91,,
0:26.0,Offensive rebound by L. Babbitt,,67-91,,
0:25.0,L. Babbitt misses 2-pt shot from 2 ft,,67-91,,
0:24.0,Offensive rebound by R. Anderson,,67-91,,
0:24.0,R. Anderson makes 2-pt shot from 2 ft,2,69-91,,
0:04.0,,,69-94,3,S. Curry makes 3-pt shot from 32 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,69-94,,Shooting foul by T. Douglas (drawn by S. Livingston)
11:47.0,,,69-95,1,S. Livingston makes free throw 1 of 2
11:47.0,,,69-96,1,S. Livingston makes free throw 2 of 2
11:34.0,Shooting foul by M. Speights (drawn by T. Douglas),,69-96,,
11:34.0,T. Douglas makes free throw 1 of 2,1,70-96,,
11:34.0,T. Douglas makes free throw 2 of 2,1,71-96,,
11:19.0,,,71-98,2,M. Speights makes 2-pt shot from 17 ft (assist by S. Livingston)
11:00.0,K. Perkins misses 2-pt shot from 7 ft,,71-98,,
10:59.0,,,71-98,,Defensive rebound by L. Barbosa
10:47.0,,,71-100,2,M. Speights makes 2-pt shot from 16 ft (assist by H. Barnes)
10:20.0,T. Douglas makes 3-pt shot from 26 ft (assist by R. Anderson),3,74-100,,
10:01.0,,,74-102,2,M. Speights makes 2-pt shot from 18 ft (assist by S. Livingston)
9:45.0,L. Babbitt makes 2-pt shot from 7 ft (assist by O. Johnson),2,76-102,,
9:20.0,,,76-102,,L. Barbosa misses 2-pt shot from 17 ft
9:19.0,Defensive rebound by L. Babbitt,,76-102,,
9:11.0,,,76-102,,Def 3 sec tech foul by M. Speights
9:11.0,R. Anderson makes technical free throw,1,77-102,,
9:11.0,,,77-102,,I. Clark enters the game for S. Livingston
9:11.0,,,77-102,,K. Thompson enters the game for L. Barbosa
9:11.0,D. Cunningham enters the game for K. Perkins,,77-102,,
9:11.0,A. Gee enters the game for O. Johnson,,77-102,,
8:57.0,R. Anderson misses 2-pt shot from 18 ft,,77-102,,
8:56.0,,,77-102,,Defensive rebound by M. Speights
8:50.0,,,77-102,,Turnover by M. Speights (lost ball; steal by T. Douglas)
8:43.0,T. Douglas misses 3-pt shot from 25 ft,,77-102,,
8:42.0,,,77-102,,Defensive rebound by K. Thompson
8:33.0,,,77-105,3,K. Thompson makes 3-pt shot from 30 ft (assist by M. Speights)
8:07.0,T. Douglas misses 3-pt shot from 25 ft,,77-105,,
8:06.0,,,77-105,,Defensive rebound by M. Speights
8:02.0,,,77-105,,Shooting foul by L. Babbitt (drawn by M. Speights)
8:02.0,Official timeout,,77-105,,
8:02.0,,,77-105,,M. Speights misses free throw 1 of 2
8:02.0,,,77-105,,Offensive rebound by Team
8:02.0,,,77-106,1,M. Speights makes free throw 2 of 2
7:51.0,R. Anderson makes 2-pt shot at rim (assist by L. Babbitt),2,79-106,,
7:41.0,Personal foul by D. Cunningham,,79-106,,
7:41.0,,,79-106,,J. McAdoo enters the game for M. Speights
7:30.0,,,79-106,,H. Barnes misses 2-pt shot from 20 ft
7:30.0,Defensive rebound by R. Anderson,,79-106,,
7:24.0,Shooting foul by H. Barnes (drawn by A. Gee),,79-106,,
7:24.0,A. Gee makes free throw 1 of 2,1,80-106,,
7:24.0,A. Gee makes free throw 2 of 2,1,81-106,,
7:07.0,,,81-106,,I. Clark misses 2-pt shot from 2 ft (block by D. Cunningham)
7:07.0,,,81-106,,Offensive rebound by Team
7:06.0,Violation by D. Cunningham (def goaltending),,81-106,,
7:06.0,,,81-108,2,K. Thompson makes 2-pt shot from 1 ft (assist by I. Clark)
6:46.0,L. Babbitt misses 2-pt shot from 6 ft,,81-108,,
6:45.0,Offensive rebound by R. Anderson,,81-108,,
6:45.0,R. Anderson makes 2-pt shot from 1 ft,2,83-108,,
6:24.0,,,83-111,3,B. Rush makes 3-pt shot from 23 ft (assist by H. Barnes)
6:09.0,D. Cunningham makes 2-pt shot at rim (assist by T. Douglas),2,85-111,,
6:08.0,,,85-111,,Golden State full timeout
6:08.0,,,85-111,,L. Barbosa enters the game for K. Thompson
6:08.0,,,85-111,,M. Speights enters the game for H. Barnes
5:46.0,,,85-113,2,I. Clark makes 2-pt shot from 11 ft (assist by B. Rush)
5:19.0,L. Babbitt makes 3-pt shot from 25 ft (assist by R. Anderson),3,88-113,,
5:01.0,,,88-113,,Turnover by M. Speights (lost ball; steal by L. Babbitt)
4:52.0,A. Gee makes 2-pt shot at rim (assist by T. Douglas),2,90-113,,
4:40.0,,,90-113,,B. Rush misses 3-pt shot from 26 ft
4:40.0,Defensive rebound by T. Douglas,,90-113,,
4:32.0,Shooting foul by M. Speights (drawn by A. Gee),,90-113,,
4:32.0,A. Gee makes free throw 1 of 2,1,91-113,,
4:32.0,O. Johnson enters the game for D. Cunningham,,91-113,,
4:32.0,A. Gee makes free throw 2 of 2,1,92-113,,
