time,Memphis,pts.away,score,pts.home,Philadelphia
2:07.0,Defensive rebound by C. Lee,,23-18,,
2:04.0,Memphis full timeout,,23-18,,
2:04.0,J. Green enters the game for M. Gasol,,23-18,,
1:48.0,J. Green misses 2-pt shot from 13 ft,,23-18,,
1:47.0,Offensive rebound by Team,,23-18,,
1:47.0,,,23-18,,Loose ball foul by R. Holmes (drawn by Z. Randolph)
1:39.0,C. Lee misses 2-pt shot from 17 ft,,23-18,,
1:37.0,,,23-18,,Defensive rebound by J. Sampson
1:36.0,,,23-18,,Turnover by J. Sampson (lost ball; steal by M. Chalmers)
1:31.0,C. Lee makes 2-pt shot from 1 ft (assist by M. Chalmers),2,25-18,,
1:15.0,,,25-18,,Turnover by J. Sampson (lost ball; steal by T. Allen)
1:10.0,M. Chalmers makes 2-pt shot from 3 ft (assist by C. Lee),2,27-18,,
0:59.0,,,27-18,,Turnover by N. Noel (bad pass; steal by M. Chalmers)
0:55.0,J. Green makes 2-pt shot at rim (assist by M. Chalmers),2,29-18,,
0:38.0,,,29-21,3,H. Thompson makes 3-pt shot from 26 ft (assist by R. Holmes)
0:31.0,Offensive foul by J. Green,,29-21,,
0:31.0,Turnover by J. Green (offensive foul),,29-21,,
0:31.0,J. Green enters the game for C. Lee,,29-21,,
0:15.0,,,29-23,2,H. Thompson makes 2-pt shot from 9 ft (assist by T. McConnell)
0:01.0,J. Green makes 2-pt shot from 15 ft,2,31-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,31-26,3,H. Thompson makes 3-pt shot from 26 ft (assist by N. Noel)
11:20.0,Z. Randolph misses 2-pt shot from 4 ft (block by N. Noel),,31-26,,
11:18.0,,,31-26,,Defensive rebound by R. Holmes
11:08.0,,,31-28,2,T. McConnell makes 2-pt shot from 5 ft
10:56.0,M. Chalmers misses 2-pt shot from 3 ft,,31-28,,
10:54.0,Offensive rebound by J. Green,,31-28,,
10:54.0,J. Green makes 2-pt shot at rim,2,33-28,,
10:45.0,,,33-28,,N. Noel misses 2-pt shot from 22 ft
10:43.0,Defensive rebound by Z. Randolph,,33-28,,
10:30.0,Z. Randolph misses 2-pt shot from 4 ft,,33-28,,
10:28.0,Offensive rebound by Z. Randolph,,33-28,,
10:28.0,Z. Randolph makes 2-pt shot at rim,2,35-28,,
10:14.0,,,35-28,,R. Holmes misses 2-pt shot from 3 ft
10:13.0,,,35-28,,Offensive rebound by R. Holmes
10:12.0,,,35-28,,Shooting foul by J. Green (drawn by R. Holmes)
10:12.0,,,35-28,,R. Holmes misses free throw 1 of 2
10:12.0,,,35-28,,Offensive rebound by Team
10:12.0,,,35-28,,J. Okafor enters the game for T. McConnell
10:12.0,,,35-28,,R. Covington enters the game for N. Noel
10:12.0,,,35-28,,T. Wroten enters the game for J. Sampson
10:12.0,,,35-29,1,R. Holmes makes free throw 2 of 2
9:50.0,Shooting foul by R. Holmes (drawn by J. Green),,35-29,,
9:50.0,J. Green misses free throw 1 of 2,,35-29,,
9:50.0,Offensive rebound by Team,,35-29,,
9:50.0,,,35-29,,J. Grant enters the game for R. Holmes
9:50.0,J. Green makes free throw 2 of 2,1,36-29,,
9:39.0,,,36-29,,T. Wroten misses 2-pt shot from 1 ft
9:37.0,,,36-29,,Offensive rebound by T. Wroten
9:37.0,,,36-31,2,T. Wroten makes 2-pt shot at rim
9:26.0,Turnover by T. Allen (bad pass),,36-31,,
9:26.0,Memphis full timeout,,36-31,,
9:26.0,V. Carter enters the game for J. Green,,36-31,,
9:08.0,,,36-31,,J. Okafor misses 2-pt shot from 8 ft
9:06.0,Defensive rebound by Z. Randolph,,36-31,,
8:47.0,Shooting foul by J. Okafor (drawn by Z. Randolph),,36-31,,
8:47.0,Z. Randolph makes free throw 1 of 2,1,37-31,,
8:47.0,,,37-31,,I. Canaan enters the game for H. Thompson
8:47.0,Z. Randolph makes free throw 2 of 2,1,38-31,,
8:27.0,,,38-33,2,T. Wroten makes 2-pt shot at rim
8:16.0,Shooting foul by J. Grant (drawn by J. Green),,38-33,,
8:16.0,J. Green makes free throw 1 of 2,1,39-33,,
8:16.0,M. Conley enters the game for M. Chalmers,,39-33,,
8:16.0,J. Green makes free throw 2 of 2,1,40-33,,
8:14.0,,,40-33,,Turnover by R. Covington (lost ball)
8:14.0,M. Gasol enters the game for T. Allen,,40-33,,
8:00.0,M. Gasol misses 2-pt shot from 14 ft,,40-33,,
7:58.0,,,40-33,,Defensive rebound by R. Covington
7:51.0,,,40-33,,R. Covington misses 3-pt shot from 26 ft
7:49.0,Defensive rebound by M. Gasol,,40-33,,
7:41.0,Turnover by M. Gasol (bad pass; steal by R. Covington),,40-33,,
7:32.0,,,40-35,2,J. Okafor makes 2-pt shot from 2 ft (assist by T. Wroten)
7:32.0,,,40-35,,Shooting foul by V. Carter (drawn by J. Okafor)
7:32.0,,,40-36,1,J. Okafor makes free throw 1 of 1
7:19.0,M. Gasol misses 2-pt shot from 9 ft,,40-36,,
7:18.0,,,40-36,,Defensive rebound by R. Covington
7:08.0,,,40-38,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Covington)
6:55.0,Z. Randolph misses 2-pt shot from 15 ft,,40-38,,
6:53.0,,,40-38,,Defensive rebound by T. Wroten
6:46.0,,,40-38,,Shooting foul by M. Conley (drawn by T. Wroten)
6:46.0,,,40-38,,T. Wroten misses free throw 1 of 2
6:46.0,,,40-38,,Offensive rebound by Team
6:46.0,M. Barnes enters the game for Z. Randolph,,40-38,,
6:46.0,,,40-38,,T. Wroten misses free throw 2 of 2
6:44.0,Defensive rebound by M. Barnes,,40-38,,
6:32.0,V. Carter misses 2-pt shot from 7 ft,,40-38,,
6:30.0,,,40-38,,Defensive rebound by J. Grant
6:24.0,,,40-40,2,R. Covington makes 2-pt shot from 1 ft (assist by T. Wroten)
6:17.0,Memphis full timeout,,40-40,,
5:59.0,M. Conley misses 3-pt shot from 26 ft,,40-40,,
5:58.0,,,40-40,,Defensive rebound by J. Grant
5:49.0,,,40-40,,J. Okafor misses 2-pt shot from 16 ft
5:47.0,Defensive rebound by M. Barnes,,40-40,,
5:38.0,Turnover by M. Conley (bad pass; steal by I. Canaan),,40-40,,
5:38.0,Clear path foul by M. Barnes,,40-40,,
5:38.0,,,40-40,,I. Canaan misses clear path free throw 1 of 2
5:38.0,,,40-40,,Offensive rebound by Team
5:38.0,,,40-41,1,I. Canaan makes clear path free throw 2 of 2
5:24.0,,,40-41,,J. Okafor misses 2-pt shot from 14 ft
5:23.0,,,40-41,,Offensive rebound by R. Covington
5:20.0,,,40-41,,R. Covington misses 2-pt shot from 11 ft
5:19.0,,,40-41,,Offensive rebound by J. Grant
5:15.0,Shooting block foul by M. Gasol (drawn by T. Wroten),,40-41,,
5:15.0,,,40-42,1,T. Wroten makes free throw 1 of 2
5:15.0,C. Lee enters the game for J. Green,,40-42,,
5:15.0,,,40-42,,T. Wroten misses free throw 2 of 2
5:14.0,,,40-42,,Offensive rebound by R. Covington
5:13.0,Technical foul by M. Barnes,,40-42,,
5:13.0,,,40-42,,I. Canaan misses technical free throw
5:13.0,,,40-42,,Offensive rebound by Team
5:04.0,,,40-42,,Turnover by T. Wroten (bad pass; steal by M. Gasol)
4:50.0,V. Carter makes 2-pt shot from 14 ft (assist by M. Barnes),2,42-42,,
4:36.0,,,42-42,,Turnover by R. Covington (traveling)
4:29.0,C. Lee misses 2-pt shot from 17 ft,,42-42,,
4:28.0,,,42-42,,Defensive rebound by R. Covington
4:11.0,,,42-42,,T. Wroten misses 2-pt shot from 11 ft (block by M. Gasol)
4:10.0,,,42-42,,Offensive rebound by J. Grant
4:09.0,,,42-42,,Offensive foul by R. Covington
4:09.0,,,42-42,,Turnover by R. Covington (offensive foul)
4:09.0,,,42-42,,T. McConnell enters the game for T. Wroten
3:55.0,M. Conley makes 2-pt shot from 16 ft (assist by M. Gasol),2,44-42,,
3:42.0,,,44-42,,R. Covington misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by M. Barnes,,44-42,,
3:25.0,,,44-42,,Shooting block foul by T. McConnell (drawn by M. Gasol)
3:25.0,M. Gasol makes free throw 1 of 2,1,45-42,,
3:25.0,,,45-42,,N. Noel enters the game for R. Covington
3:25.0,,,45-42,,H. Thompson enters the game for J. Okafor
3:25.0,M. Gasol makes free throw 2 of 2,1,46-42,,
3:00.0,,,46-45,3,H. Thompson makes 3-pt shot from 25 ft (assist by T. McConnell)
2:45.0,Shooting foul by I. Canaan (drawn by C. Lee),,46-45,,
2:45.0,C. Lee makes free throw 1 of 2,1,47-45,,
2:45.0,,,47-45,,N. Stauskas enters the game for I. Canaan
2:45.0,C. Lee makes free throw 2 of 2,1,48-45,,
2:36.0,,,48-45,,H. Thompson misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by V. Carter,,48-45,,
2:24.0,V. Carter misses 3-pt shot from 24 ft,,48-45,,
2:22.0,,,48-45,,Defensive rebound by N. Noel
2:12.0,,,48-45,,Turnover by N. Stauskas (dbl dribble)
1:58.0,C. Lee misses 2-pt shot from 18 ft,,48-45,,
1:56.0,,,48-45,,Defensive rebound by N. Noel
1:39.0,,,48-45,,N. Stauskas misses 3-pt shot from 24 ft
1:37.0,Defensive rebound by M. Barnes,,48-45,,
1:21.0,C. Lee makes 2-pt shot from 2 ft (assist by M. Gasol),2,50-45,,
0:55.0,,,50-45,,T. McConnell misses 2-pt shot from 10 ft
0:54.0,,,50-45,,Offensive rebound by Team
0:54.0,,,50-45,,Turnover by Team (shot clock)
0:54.0,,,50-45,,J. Sampson enters the game for N. Stauskas
0:39.0,,,50-45,,Def 3 sec tech foul by H. Thompson
0:39.0,C. Lee makes technical free throw,1,51-45,,
0:33.0,C. Lee misses 2-pt shot from 17 ft,,51-45,,
0:32.0,,,51-45,,Defensive rebound by T. McConnell
0:27.0,,,51-45,,Turnover by T. McConnell (lost ball; steal by V. Carter)
0:23.0,M. Conley makes 2-pt shot at rim,2,53-45,,
0:03.0,,,53-45,,Shooting foul by V. Carter (drawn by J. Sampson)
0:03.0,,,53-46,1,J. Sampson makes free throw 1 of 2
0:03.0,,,53-47,1,J. Sampson makes free throw 2 of 2
0:00.0,V. Carter misses 3-pt shot from 34 ft,,53-47,,
0:00.0,Offensive rebound by Team,,53-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,53-47,,Turnover by Team (shot clock)
11:22.0,Turnover by C. Lee (lost ball; steal by R. Covington),,53-47,,
11:16.0,,,53-49,2,R. Covington makes 2-pt shot from 1 ft (assist by T. Wroten)
10:49.0,M. Conley misses 2-pt shot from 2 ft,,53-49,,
10:47.0,,,53-49,,Defensive rebound by J. Okafor
10:43.0,,,53-49,,Turnover by T. Wroten (bad pass; steal by M. Barnes)
10:41.0,,,53-49,,Personal foul by R. Covington (drawn by M. Barnes)
10:26.0,M. Barnes makes 3-pt shot from 25 ft (assist by C. Lee),3,56-49,,
10:04.0,,,56-49,,T. Wroten misses 3-pt shot from 25 ft
10:02.0,Defensive rebound by J. Green,,56-49,,
9:54.0,J. Green makes 2-pt shot from 16 ft,2,58-49,,
9:53.0,,,58-49,,Philadelphia full timeout
9:38.0,,,58-51,2,I. Canaan makes 2-pt shot from 8 ft
9:38.0,,,58-51,,Shooting foul by C. Lee (drawn by I. Canaan)
9:38.0,,,58-51,,I. Canaan misses free throw 1 of 1
9:38.0,Defensive rebound by M. Barnes,,58-51,,
9:27.0,,,58-51,,Personal foul by T. Wroten (drawn by J. Green)
9:21.0,M. Conley makes 2-pt shot from 13 ft,2,60-51,,
8:57.0,,,60-51,,T. Wroten misses 2-pt shot from 1 ft
8:57.0,Defensive rebound by Team,,60-51,,
8:46.0,M. Conley misses 3-pt shot from 25 ft,,60-51,,
8:44.0,Offensive rebound by M. Barnes,,60-51,,
8:40.0,Turnover by M. Barnes (bad pass; steal by I. Canaan),,60-51,,
8:30.0,Personal foul by M. Barnes (drawn by R. Covington),,60-51,,
8:19.0,,,60-53,2,J. Okafor makes 2-pt shot from 1 ft (assist by I. Canaan)
7:54.0,,,60-53,,Violation by J. Okafor (def goaltending)
7:54.0,M. Conley makes 2-pt shot from 9 ft,2,62-53,,
7:36.0,,,62-53,,Shooting foul by M. Gasol (drawn by T. Wroten)
7:36.0,,,62-53,,T. Wroten misses free throw 1 of 2
7:36.0,,,62-53,,Offensive rebound by Team
7:36.0,,,62-53,,N. Noel enters the game for J. Okafor
7:36.0,,,62-53,,T. Wroten misses free throw 2 of 2
7:35.0,Defensive rebound by M. Barnes,,62-53,,
7:14.0,M. Barnes makes 3-pt shot from 26 ft (assist by M. Conley),3,65-53,,
6:56.0,,,65-56,3,J. Grant makes 3-pt shot from 22 ft (assist by T. Wroten)
6:33.0,Shooting foul by R. Covington (drawn by M. Conley),,65-56,,
6:33.0,M. Conley makes free throw 1 of 2,1,66-56,,
6:33.0,Z. Randolph enters the game for J. Green,,66-56,,
6:33.0,,,66-56,,J. Okafor enters the game for J. Grant
6:33.0,M. Conley makes free throw 2 of 2,1,67-56,,
6:23.0,,,67-56,,Turnover by R. Covington (traveling)
6:23.0,M. Chalmers enters the game for C. Lee,,67-56,,
6:06.0,M. Gasol makes 2-pt shot from 8 ft (assist by Z. Randolph),2,69-56,,
5:54.0,,,69-56,,Turnover by J. Okafor (bad pass)
5:54.0,,,69-56,,H. Thompson enters the game for R. Covington
5:54.0,,,69-56,,T. McConnell enters the game for T. Wroten
5:40.0,M. Gasol misses 2-pt shot from 18 ft,,69-56,,
5:37.0,,,69-56,,Defensive rebound by T. McConnell
5:23.0,,,69-56,,N. Noel misses 2-pt shot from 12 ft
5:21.0,Defensive rebound by M. Chalmers,,69-56,,
5:17.0,M. Barnes makes 2-pt shot from 2 ft,2,71-56,,
5:16.0,,,71-56,,Philadelphia full timeout
5:01.0,,,71-56,,T. McConnell misses 3-pt shot from 26 ft
4:58.0,Defensive rebound by M. Gasol,,71-56,,
4:46.0,Turnover by M. Conley (bad pass),,71-56,,
4:35.0,,,71-56,,I. Canaan misses 3-pt shot from 26 ft
4:33.0,,,71-56,,Offensive rebound by J. Okafor
4:29.0,,,71-58,2,J. Okafor makes 2-pt shot from 5 ft
4:11.0,,,71-58,,Personal foul by J. Okafor (drawn by M. Gasol)
4:07.0,Turnover by M. Chalmers (lost ball),,71-58,,
3:47.0,,,71-61,3,H. Thompson makes 3-pt shot from 26 ft (assist by J. Okafor)
3:41.0,Memphis full timeout,,71-61,,
3:28.0,M. Conley makes 2-pt shot from 10 ft,2,73-61,,
3:07.0,,,73-61,,Turnover by J. Okafor (lost ball; steal by M. Gasol)
3:03.0,M. Conley misses 2-pt shot from 1 ft,,73-61,,
3:00.0,,,73-61,,Defensive rebound by I. Canaan
2:48.0,,,73-61,,Shooting foul by M. Conley (drawn by J. Okafor)
2:48.0,,,73-61,,J. Sampson enters the game for I. Canaan
2:48.0,,,73-62,1,J. Okafor makes free throw 1 of 2
2:48.0,,,73-62,,J. Okafor misses free throw 2 of 2
2:45.0,,,73-62,,Offensive rebound by J. Okafor
2:42.0,,,73-64,2,J. Okafor makes 2-pt shot from 1 ft
2:22.0,M. Chalmers misses 3-pt shot from 22 ft,,73-64,,
2:20.0,,,73-64,,Defensive rebound by N. Noel
2:14.0,,,73-64,,J. Sampson misses 2-pt shot from 3 ft
2:12.0,Defensive rebound by M. Gasol,,73-64,,
2:05.0,M. Chalmers misses 2-pt shot from 8 ft,,73-64,,
2:04.0,Offensive rebound by Team,,73-64,,
2:04.0,V. Carter enters the game for M. Gasol,,73-64,,
2:04.0,T. Allen enters the game for M. Barnes,,73-64,,
2:00.0,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Conley),2,75-64,,
1:36.0,,,75-66,2,J. Sampson makes 2-pt shot from 1 ft (assist by N. Noel)
1:21.0,Shooting foul by H. Thompson (drawn by T. Allen),,75-66,,
1:21.0,T. Allen misses free throw 1 of 2,,75-66,,
1:21.0,Offensive rebound by Team,,75-66,,
1:21.0,C. Lee enters the game for M. Conley,,75-66,,
1:21.0,T. Allen misses free throw 2 of 2,,75-66,,
1:21.0,,,75-66,,Defensive rebound by N. Noel
1:20.0,,,75-66,,R. Covington enters the game for J. Okafor
1:20.0,,,75-66,,Philadelphia full timeout
1:03.0,,,75-66,,H. Thompson misses 2-pt shot from 8 ft
1:02.0,Defensive rebound by T. Allen,,75-66,,
0:46.0,V. Carter misses 2-pt shot from 15 ft,,75-66,,
0:45.0,,,75-66,,Defensive rebound by N. Noel
0:36.0,,,75-66,,Turnover by R. Covington (dbl dribble)
0:22.0,V. Carter misses 3-pt shot from 26 ft,,75-66,,
0:20.0,,,75-66,,Defensive rebound by R. Covington
0:04.0,,,75-66,,Turnover by T. McConnell (lost ball; steal by M. Chalmers)
0:01.0,C. Lee makes 2-pt shot from 1 ft (assist by M. Chalmers),2,77-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,77-66,,Personal foul by T. Wroten (drawn by T. Allen)
11:44.0,V. Carter makes 3-pt shot from 26 ft (assist by M. Chalmers),3,80-66,,
11:44.0,,,80-66,,Philadelphia full timeout
11:32.0,Personal foul by M. Chalmers (drawn by T. Wroten),,80-66,,
11:23.0,,,80-66,,Turnover by T. Wroten (lost ball)
11:10.0,V. Carter makes 3-pt shot from 26 ft (assist by Z. Randolph),3,83-66,,
11:01.0,,,83-66,,Turnover by N. Noel (bad pass; steal by Z. Randolph)
10:55.0,T. Allen misses 2-pt shot from 1 ft,,83-66,,
10:53.0,Offensive rebound by Z. Randolph,,83-66,,
10:53.0,Z. Randolph makes 2-pt shot at rim,2,85-66,,
10:53.0,,,85-66,,Philadelphia full timeout
10:53.0,,,85-66,,J. Okafor enters the game for N. Noel
10:53.0,,,85-66,,I. Canaan enters the game for J. Sampson
10:37.0,,,85-69,3,I. Canaan makes 3-pt shot from 26 ft
10:19.0,T. Allen misses 2-pt shot from 7 ft,,85-69,,
10:18.0,Offensive rebound by Team,,85-69,,
10:07.0,Z. Randolph misses 2-pt shot from 4 ft,,85-69,,
10:05.0,Offensive rebound by T. Allen,,85-69,,
10:05.0,T. Allen misses 2-pt shot from 1 ft,,85-69,,
10:03.0,,,85-69,,Defensive rebound by J. Okafor
10:02.0,,,85-69,,Turnover by J. Okafor (bad pass; steal by C. Lee)
10:00.0,C. Lee makes 2-pt shot from 1 ft,2,87-69,,
9:39.0,,,87-69,,I. Canaan misses 3-pt shot from 26 ft
9:37.0,Defensive rebound by T. Allen,,87-69,,
9:22.0,Z. Randolph makes 2-pt shot from 1 ft (assist by V. Carter),2,89-69,,
9:10.0,,,89-71,2,J. Okafor makes 2-pt shot from 1 ft (assist by T. Wroten)
8:53.0,T. Allen misses 3-pt shot from 25 ft,,89-71,,
8:51.0,,,89-71,,Defensive rebound by Team
8:51.0,Loose ball foul by Z. Randolph (drawn by J. Okafor),,89-71,,
8:40.0,,,89-71,,Offensive foul by T. Wroten
8:40.0,,,89-71,,Turnover by T. Wroten (offensive foul)
8:40.0,M. Gasol enters the game for V. Carter,,89-71,,
8:40.0,,,89-71,,N. Noel enters the game for J. Grant
8:19.0,M. Gasol misses 2-pt shot from 19 ft,,89-71,,
8:18.0,,,89-71,,Defensive rebound by H. Thompson
8:05.0,,,89-71,,Turnover by J. Okafor (bad pass; steal by C. Lee)
7:52.0,T. Allen misses 2-pt shot from 10 ft,,89-71,,
7:51.0,,,89-71,,Defensive rebound by Team
7:30.0,,,89-73,2,I. Canaan makes 2-pt shot from 9 ft (assist by J. Okafor)
7:17.0,M. Chalmers misses 3-pt shot from 25 ft,,89-73,,
7:15.0,Offensive rebound by Z. Randolph,,89-73,,
7:15.0,Memphis full timeout,,89-73,,
7:15.0,M. Conley enters the game for T. Allen,,89-73,,
7:15.0,J. Green enters the game for Z. Randolph,,89-73,,
6:52.0,M. Gasol makes 2-pt shot from 16 ft (assist by M. Conley),2,91-73,,
6:30.0,,,91-75,2,J. Okafor makes 2-pt shot from 2 ft
6:11.0,M. Gasol misses 2-pt shot from 18 ft,,91-75,,
6:09.0,,,91-75,,Defensive rebound by N. Noel
6:01.0,,,91-77,2,H. Thompson makes 2-pt shot from 6 ft (assist by T. Wroten)
5:44.0,M. Chalmers misses 2-pt shot from 1 ft,,91-77,,
5:42.0,,,91-77,,Defensive rebound by T. Wroten
5:37.0,,,91-77,,T. Wroten misses 2-pt shot from 1 ft
5:36.0,Defensive rebound by M. Conley,,91-77,,
5:26.0,C. Lee misses 2-pt shot from 14 ft,,91-77,,
5:25.0,,,91-77,,Defensive rebound by N. Noel
5:12.0,,,91-77,,Shooting foul by M. Gasol (drawn by I. Canaan)
5:12.0,,,91-78,1,I. Canaan makes free throw 1 of 2
5:12.0,,,91-78,,R. Covington enters the game for T. Wroten
5:12.0,,,91-79,1,I. Canaan makes free throw 2 of 2
5:03.0,Shooting foul by J. Okafor (drawn by M. Conley),,91-79,,
5:03.0,M. Conley makes free throw 1 of 2,1,92-79,,
5:03.0,M. Barnes enters the game for M. Chalmers,,92-79,,
5:03.0,M. Conley makes free throw 2 of 2,1,93-79,,
4:44.0,,,93-79,,R. Covington misses 3-pt shot from 25 ft
4:42.0,Defensive rebound by M. Gasol,,93-79,,
4:23.0,Shooting foul by N. Noel (drawn by M. Gasol),,93-79,,
4:23.0,M. Gasol makes free throw 1 of 2,1,94-79,,
4:23.0,Z. Randolph enters the game for J. Green,,94-79,,
4:23.0,M. Gasol makes free throw 2 of 2,1,95-79,,
4:10.0,,,95-79,,Turnover by R. Covington (bad pass; steal by M. Barnes)
4:04.0,M. Gasol makes 2-pt shot at rim (assist by M. Barnes),2,97-79,,
3:54.0,,,97-81,2,I. Canaan makes 2-pt shot from 1 ft
3:36.0,,,97-81,,Personal foul by H. Thompson (drawn by C. Lee)
3:36.0,,,97-81,,J. Sampson enters the game for R. Covington
