time,Boston,pts.away,score,pts.home,Atlanta
4:05.0,Defensive rebound by A. Johnson,,30-43,,
3:49.0,I. Thomas misses 2-pt shot from 20 ft,,30-43,,
3:48.0,,,30-43,,Defensive rebound by P. Millsap
3:36.0,,,30-45,2,M. Scott makes 2-pt shot from 9 ft
3:25.0,I. Thomas misses 3-pt shot from 24 ft,,30-45,,
3:23.0,,,30-45,,Defensive rebound by K. Korver
3:16.0,,,30-45,,K. Korver misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by A. Johnson,,30-45,,
3:02.0,J. Crowder misses 2-pt shot from 9 ft,,30-45,,
3:00.0,,,30-45,,Defensive rebound by K. Bazemore
2:59.0,,,30-45,,Offensive charge foul by M. Scott
2:59.0,,,30-45,,Turnover by M. Scott (offensive foul)
2:59.0,Official timeout,,30-45,,
2:59.0,J. Sullinger enters the game for A. Johnson,,30-45,,
2:59.0,,,30-45,,A. Horford enters the game for K. Korver
2:59.0,,,30-45,,T. Sefolosha enters the game for M. Scott
2:44.0,J. Sullinger misses 2-pt shot from 9 ft,,30-45,,
2:43.0,,,30-45,,Defensive rebound by A. Horford
2:33.0,,,30-45,,A. Horford misses 2-pt shot from 20 ft
2:31.0,Defensive rebound by R. Hunter,,30-45,,
2:25.0,I. Thomas misses 2-pt shot from 1 ft,,30-45,,
2:24.0,,,30-45,,Defensive rebound by T. Sefolosha
2:18.0,,,30-47,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
1:55.0,J. Crowder misses 2-pt shot from 2 ft,,30-47,,
1:53.0,,,30-47,,Defensive rebound by A. Horford
1:50.0,,,30-47,,Shooting foul by I. Thomas (drawn by T. Sefolosha)
1:50.0,,,30-47,,T. Sefolosha misses free throw 1 of 2
1:50.0,,,30-47,,Offensive rebound by Team
1:50.0,E. Turner enters the game for R. Hunter,,30-47,,
1:50.0,K. Olynyk enters the game for J. Crowder,,30-47,,
1:50.0,,,30-48,1,T. Sefolosha makes free throw 2 of 2
1:37.0,J. Sullinger misses 2-pt shot from 1 ft (block by K. Bazemore),,30-48,,
1:36.0,Offensive rebound by Team,,30-48,,
1:31.0,J. Sullinger makes 2-pt shot from 8 ft (assist by E. Turner),2,32-48,,
1:05.0,,,32-48,,P. Millsap misses 3-pt shot from 24 ft
1:04.0,Defensive rebound by E. Turner,,32-48,,
0:57.0,J. Sullinger misses 2-pt shot from 1 ft,,32-48,,
0:55.0,,,32-48,,Defensive rebound by K. Bazemore
0:53.0,,,32-48,,K. Korver enters the game for T. Sefolosha
0:43.0,,,32-48,,Turnover by J. Teague (lost ball; steal by J. Sullinger)
0:36.0,Turnover by I. Thomas (lost ball; steal by K. Bazemore),,32-48,,
0:32.0,,,32-51,3,K. Bazemore makes 3-pt shot from 23 ft (assist by K. Korver)
0:07.0,I. Thomas misses 2-pt shot from 10 ft,,32-51,,
0:05.0,,,32-51,,Defensive rebound by K. Korver
0:04.0,,,32-51,,Turnover by K. Korver (lost ball; steal by A. Bradley)
0:04.0,Shooting foul by K. Korver (drawn by A. Bradley),,32-51,,
0:04.0,A. Bradley makes free throw 1 of 2,1,33-51,,
0:04.0,M. Smart enters the game for J. Sullinger,,33-51,,
0:04.0,J. Crowder enters the game for K. Olynyk,,33-51,,
0:04.0,A. Bradley makes free throw 2 of 2,1,34-51,,
0:04.0,,,34-51,,Atlanta full timeout
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,I. Thomas misses 3-pt shot from 26 ft,,34-51,,
11:34.0,,,34-51,,Defensive rebound by K. Bazemore
11:30.0,,,34-51,,Shooting foul by I. Thomas (drawn by J. Teague)
11:30.0,,,34-52,1,J. Teague makes free throw 1 of 2
11:30.0,,,34-52,,J. Teague misses free throw 2 of 2
11:28.0,Defensive rebound by J. Crowder,,34-52,,
11:19.0,A. Bradley misses 3-pt shot from 24 ft,,34-52,,
11:17.0,Offensive rebound by A. Bradley,,34-52,,
11:14.0,J. Sullinger makes 2-pt shot from 1 ft (assist by A. Bradley),2,36-52,,
11:13.0,Personal foul by J. Crowder,,36-52,,
11:08.0,Personal foul by E. Turner,,36-52,,
11:00.0,,,36-52,,A. Horford misses 2-pt shot from 6 ft
10:57.0,Defensive rebound by J. Crowder,,36-52,,
10:52.0,Shooting foul by A. Horford (drawn by E. Turner),,36-52,,
10:52.0,E. Turner makes free throw 1 of 2,1,37-52,,
10:52.0,E. Turner makes free throw 2 of 2,1,38-52,,
10:42.0,,,38-52,,K. Bazemore misses 3-pt shot from 25 ft
10:39.0,,,38-52,,Offensive rebound by A. Horford
10:26.0,,,38-52,,A. Horford misses 3-pt shot from 25 ft
10:25.0,Defensive rebound by J. Crowder,,38-52,,
10:22.0,,,38-52,,Personal foul by J. Teague
10:14.0,J. Sullinger misses 2-pt shot from 20 ft,,38-52,,
10:11.0,,,38-52,,Defensive rebound by K. Korver
10:11.0,Personal foul by J. Sullinger,,38-52,,
10:05.0,Personal foul by E. Turner,,38-52,,
10:05.0,,,38-53,1,J. Teague makes free throw 1 of 2
10:05.0,,,38-54,1,J. Teague makes free throw 2 of 2
9:52.0,J. Crowder misses 2-pt shot from 17 ft,,38-54,,
9:50.0,,,38-54,,Defensive rebound by K. Bazemore
9:45.0,,,38-54,,Turnover by A. Horford (lost ball; steal by I. Thomas)
9:41.0,A. Bradley makes 2-pt shot at rim (assist by I. Thomas),2,40-54,,
9:23.0,,,40-54,,K. Korver misses 3-pt shot from 24 ft
9:22.0,Defensive rebound by J. Crowder,,40-54,,
9:09.0,I. Thomas makes 3-pt shot from 24 ft (assist by J. Crowder),3,43-54,,
8:57.0,,,43-54,,P. Millsap misses 2-pt shot from 10 ft
8:55.0,Defensive rebound by J. Crowder,,43-54,,
8:51.0,E. Turner makes 2-pt shot from 1 ft (assist by I. Thomas),2,45-54,,
8:50.0,,,45-54,,Atlanta full timeout
8:35.0,,,45-54,,K. Korver misses 3-pt shot from 25 ft
8:33.0,,,45-54,,Offensive rebound by P. Millsap
8:26.0,,,45-56,2,K. Bazemore makes 2-pt shot from 1 ft (assist by P. Millsap)
8:08.0,E. Turner makes 2-pt shot from 1 ft (assist by J. Sullinger),2,47-56,,
7:52.0,,,47-58,2,J. Teague makes 2-pt shot at rim
7:29.0,Turnover by J. Crowder (bad pass),,47-58,,
7:12.0,,,47-58,,K. Korver misses 3-pt shot from 24 ft
7:10.0,Defensive rebound by J. Crowder,,47-58,,
7:02.0,I. Thomas makes 2-pt shot from 1 ft,2,49-58,,
6:43.0,Personal foul by J. Crowder,,49-58,,
6:43.0,,,49-59,1,K. Bazemore makes free throw 1 of 2
6:43.0,A. Johnson enters the game for J. Sullinger,,49-59,,
6:43.0,,,49-60,1,K. Bazemore makes free throw 2 of 2
6:29.0,E. Turner makes 2-pt shot from 15 ft,2,51-60,,
6:16.0,,,51-62,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
6:05.0,J. Crowder makes 2-pt shot from 2 ft (assist by I. Thomas),2,53-62,,
5:54.0,,,53-62,,J. Teague misses 2-pt shot from 18 ft
5:52.0,Defensive rebound by I. Thomas,,53-62,,
5:47.0,I. Thomas makes 3-pt shot from 24 ft,3,56-62,,
5:28.0,,,56-62,,P. Millsap misses 2-pt shot at rim (block by E. Turner)
5:26.0,,,56-62,,Offensive rebound by A. Horford
5:23.0,Personal foul by I. Thomas,,56-62,,
5:23.0,,,56-62,,K. Bazemore misses free throw 1 of 2
5:23.0,,,56-62,,Offensive rebound by Team
5:23.0,,,56-62,,M. Scott enters the game for A. Horford
5:23.0,,,56-62,,T. Sefolosha enters the game for K. Korver
5:23.0,K. Olynyk enters the game for J. Crowder,,56-62,,
5:23.0,,,56-63,1,K. Bazemore makes free throw 2 of 2
5:11.0,A. Bradley misses 3-pt shot from 24 ft,,56-63,,
5:10.0,,,56-63,,Defensive rebound by P. Millsap
5:02.0,,,56-63,,J. Teague misses 2-pt shot at rim (block by A. Johnson)
4:59.0,Defensive rebound by E. Turner,,56-63,,
4:54.0,A. Bradley makes 2-pt shot at rim (assist by E. Turner),2,58-63,,
4:31.0,,,58-66,3,M. Scott makes 3-pt shot from 24 ft (assist by T. Sefolosha)
4:14.0,I. Thomas misses 3-pt shot from 24 ft,,58-66,,
4:13.0,,,58-66,,Defensive rebound by M. Scott
4:05.0,,,58-68,2,P. Millsap makes 2-pt shot from 2 ft
4:05.0,,,58-68,,Shooting foul by A. Johnson (drawn by P. Millsap)
4:05.0,J. Jerebko enters the game for A. Bradley,,58-68,,
4:05.0,M. Smart enters the game for K. Olynyk,,58-68,,
4:05.0,,,58-68,,T. Hardaway enters the game for K. Bazemore
4:05.0,,,58-68,,D. Schroder enters the game for J. Teague
4:05.0,,,58-69,1,P. Millsap makes free throw 1 of 1
3:42.0,E. Turner misses 2-pt shot from 16 ft (block by P. Millsap),,58-69,,
3:40.0,Offensive rebound by E. Turner,,58-69,,
3:38.0,E. Turner misses 2-pt shot from 17 ft,,58-69,,
3:37.0,Offensive rebound by A. Johnson,,58-69,,
3:36.0,A. Johnson makes 2-pt shot from 1 ft,2,60-69,,
3:11.0,,,60-69,,D. Schroder misses 3-pt shot from 25 ft
3:09.0,Defensive rebound by A. Johnson,,60-69,,
2:52.0,I. Thomas misses 2-pt shot from 1 ft (block by P. Millsap),,60-69,,
2:52.0,Offensive rebound by Team,,60-69,,
2:52.0,Boston full timeout,,60-69,,
2:52.0,Technical foul by Team,,60-69,,
2:52.0,,,60-69,,T. Hardaway misses technical free throw
2:52.0,Offensive rebound by Team,,60-69,,
2:48.0,,,60-69,,Personal foul by M. Scott
2:38.0,E. Turner misses 2-pt shot from 19 ft,,60-69,,
2:34.0,,,60-69,,Defensive rebound by T. Sefolosha
2:09.0,,,60-69,,T. Sefolosha misses 3-pt shot from 24 ft
2:09.0,,,60-69,,Offensive rebound by Team
2:09.0,,,60-69,,Turnover by Team (shot clock)
1:54.0,J. Jerebko makes 2-pt shot from 1 ft (assist by M. Smart),2,62-69,,
1:41.0,,,62-69,,D. Schroder misses 2-pt shot from 1 ft (block by A. Johnson)
1:40.0,,,62-69,,Offensive rebound by Team
1:40.0,,,62-69,,A. Horford enters the game for P. Millsap
1:40.0,,,62-69,,K. Korver enters the game for T. Hardaway
1:30.0,,,62-69,,K. Korver misses 3-pt shot from 24 ft
1:27.0,Jump ball: A. Horford vs. A. Johnson,,,,Jump ball: A. Horford vs. A. Johnson
1:27.0,Defensive rebound by Team,,62-69,,
1:10.0,I. Thomas misses 2-pt shot from 20 ft,,62-69,,
1:09.0,,,62-69,,Defensive rebound by Team
1:09.0,Loose ball foul by A. Johnson,,62-69,,
1:09.0,,,62-70,1,A. Horford makes free throw 1 of 2
1:09.0,A. Bradley enters the game for I. Thomas,,62-70,,
1:09.0,,,62-70,,A. Horford misses free throw 2 of 2
1:08.0,Defensive rebound by J. Jerebko,,62-70,,
0:46.0,A. Bradley makes 3-pt shot from 25 ft (assist by J. Jerebko),3,65-70,,
0:31.0,,,65-70,,J. Teague enters the game for D. Schroder
0:31.0,,,65-70,,K. Bazemore enters the game for T. Sefolosha
0:23.0,,,65-72,2,J. Teague makes 2-pt shot from 14 ft (assist by A. Horford)
0:05.0,,,65-72,,Personal foul by J. Teague
0:05.0,,,65-72,,T. Sefolosha enters the game for J. Teague
0:05.0,J. Sullinger enters the game for A. Johnson,,65-72,,
0:01.0,J. Sullinger misses 2-pt shot from 2 ft,,65-72,,
0:00.0,Offensive rebound by Team,,65-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,65-72,,A. Horford misses 2-pt shot from 13 ft
11:36.0,,,65-72,,Offensive rebound by M. Scott
11:36.0,,,65-74,2,M. Scott makes 2-pt shot at rim
11:13.0,A. Johnson makes 2-pt shot from 6 ft (assist by J. Crowder),2,67-74,,
10:50.0,,,67-74,,T. Sefolosha misses 2-pt shot from 21 ft
10:48.0,Defensive rebound by A. Johnson,,67-74,,
10:44.0,M. Smart makes 2-pt shot from 2 ft (assist by A. Johnson),2,69-74,,
10:33.0,,,69-74,,M. Scott misses 3-pt shot from 24 ft
10:32.0,Defensive rebound by J. Jerebko,,69-74,,
10:23.0,A. Bradley misses 3-pt shot from 25 ft,,69-74,,
10:22.0,,,69-74,,Defensive rebound by T. Sefolosha
10:07.0,Personal foul by J. Jerebko,,69-74,,
10:07.0,,,69-74,,K. Bazemore enters the game for T. Sefolosha
10:07.0,J. Sullinger enters the game for A. Johnson,,69-74,,
10:04.0,Personal foul by A. Bradley,,69-74,,
9:58.0,,,69-74,,M. Scott misses 3-pt shot from 23 ft
9:56.0,,,69-74,,Offensive rebound by A. Horford
9:47.0,,,69-74,,M. Scott misses 2-pt shot from 10 ft
9:45.0,Defensive rebound by J. Sullinger,,69-74,,
9:29.0,J. Jerebko misses 2-pt shot from 2 ft,,69-74,,
9:27.0,,,69-74,,Defensive rebound by K. Korver
9:20.0,,,69-76,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
9:07.0,J. Crowder makes 2-pt shot from 1 ft (assist by J. Sullinger),2,71-76,,
8:52.0,,,71-76,,K. Korver misses 3-pt shot from 26 ft
8:48.0,,,71-76,,Offensive rebound by A. Horford
8:44.0,,,71-78,2,K. Bazemore makes 2-pt shot from 1 ft (assist by A. Horford)
8:32.0,M. Smart makes 3-pt shot from 25 ft (assist by J. Sullinger),3,74-78,,
8:24.0,Personal block foul by J. Jerebko,,74-78,,
8:24.0,Official timeout,,74-78,,
8:24.0,,,74-78,,P. Millsap enters the game for M. Scott
8:12.0,,,74-80,2,A. Horford makes 2-pt shot from 7 ft (assist by J. Teague)
7:54.0,M. Smart misses 3-pt shot from 25 ft,,74-80,,
