time,Memphis,pts.away,score,pts.home,Portland
7:32.0,M. Gasol misses 2-pt shot from 2 ft,,5-2,,
7:28.0,,,5-2,,Defensive rebound by A. Aminu
7:14.0,,,5-4,2,N. Vonleh makes 2-pt shot from 3 ft
6:51.0,M. Conley misses 2-pt shot from 4 ft,,5-4,,
6:49.0,,,5-4,,Defensive rebound by D. Lillard
6:43.0,,,5-4,,C. McCollum misses 2-pt shot from 2 ft
6:43.0,,,5-4,,Offensive rebound by A. Aminu
6:43.0,,,5-6,2,A. Aminu makes 2-pt shot at rim
6:20.0,M. Barnes misses 3-pt shot from 24 ft,,5-6,,
6:20.0,,,5-6,,Defensive rebound by D. Lillard
6:14.0,Personal foul by J. Green (drawn by D. Lillard),,5-6,,
6:05.0,,,5-6,,D. Lillard misses 3-pt shot from 24 ft
6:05.0,Defensive rebound by J. Green,,5-6,,
5:54.0,,,5-6,,Personal foul by D. Lillard (drawn by M. Barnes)
5:54.0,,,5-6,,Portland full timeout
5:54.0,Z. Randolph enters the game for J. Green,,5-6,,
5:54.0,,,5-6,,A. Crabbe enters the game for C. McCollum
5:54.0,,,5-6,,M. Leonard enters the game for N. Vonleh
5:42.0,M. Conley misses 3-pt shot from 23 ft,,5-6,,
5:41.0,,,5-6,,Defensive rebound by A. Crabbe
5:30.0,,,5-6,,Turnover by M. Leonard (bad pass; steal by C. Lee)
5:14.0,C. Lee misses 3-pt shot from 22 ft,,5-6,,
5:13.0,,,5-6,,Defensive rebound by M. Leonard
5:01.0,,,5-6,,M. Leonard misses 2-pt shot from 11 ft
5:00.0,Defensive rebound by C. Lee,,5-6,,
4:48.0,M. Gasol misses 2-pt shot from 11 ft,,5-6,,
4:47.0,,,5-6,,Defensive rebound by A. Crabbe
4:34.0,,,5-6,,Turnover by M. Plumlee (bad pass)
4:34.0,J. Green enters the game for M. Gasol,,5-6,,
4:34.0,,,5-6,,G. Henderson enters the game for A. Aminu
4:16.0,C. Lee misses 2-pt shot from 2 ft,,5-6,,
4:16.0,Offensive rebound by Z. Randolph,,5-6,,
4:16.0,Z. Randolph makes 2-pt shot at rim,2,7-6,,
3:51.0,,,7-6,,G. Henderson misses 3-pt shot from 23 ft
3:51.0,,,7-6,,Offensive rebound by Team
3:51.0,,,7-6,,Turnover by Team (shot clock)
3:51.0,,,7-6,,E. Davis enters the game for M. Plumlee
3:51.0,T. Allen enters the game for M. Barnes,,7-6,,
3:35.0,Z. Randolph makes 2-pt shot from 19 ft,2,9-6,,
3:20.0,,,9-6,,D. Lillard misses 2-pt shot from 12 ft
3:19.0,Defensive rebound by J. Green,,9-6,,
3:11.0,J. Green makes 2-pt shot from 3 ft,2,11-6,,
3:06.0,,,11-6,,Turnover by D. Lillard (bad pass)
3:06.0,Memphis full timeout,,11-6,,
3:06.0,,,11-6,,C. McCollum enters the game for D. Lillard
3:06.0,M. Chalmers enters the game for M. Conley,,11-6,,
2:47.0,Z. Randolph misses 2-pt shot from 6 ft,,11-6,,
2:46.0,,,11-6,,Defensive rebound by M. Leonard
2:34.0,,,11-6,,C. McCollum misses 3-pt shot from 24 ft
2:33.0,Defensive rebound by J. Green,,11-6,,
2:25.0,Z. Randolph makes 2-pt shot from 3 ft (assist by J. Green),2,13-6,,
2:03.0,,,13-8,2,A. Crabbe makes 2-pt shot from 11 ft (assist by C. McCollum)
1:45.0,J. Green makes 2-pt shot from 21 ft (assist by M. Chalmers),2,15-8,,
1:33.0,,,15-8,,Turnover by E. Davis (lost ball)
1:33.0,,,15-8,,M. Harkless enters the game for M. Leonard
1:10.0,J. Green misses 2-pt shot from 2 ft,,15-8,,
1:09.0,,,15-8,,Defensive rebound by E. Davis
0:59.0,,,15-10,2,G. Henderson makes 2-pt shot at rim (assist by C. McCollum)
0:46.0,C. Lee makes 2-pt shot from 2 ft (assist by Z. Randolph),2,17-10,,
0:30.0,,,17-12,2,G. Henderson makes 2-pt shot from 13 ft (assist by C. McCollum)
0:30.0,,,17-12,,Shooting foul by M. Chalmers (drawn by G. Henderson)
0:30.0,,,17-13,1,G. Henderson makes free throw 1 of 1
0:12.0,Z. Randolph misses 2-pt shot from 6 ft,,17-13,,
0:11.0,,,17-13,,Defensive rebound by C. McCollum
0:03.0,,,17-15,2,E. Davis makes 2-pt shot from 2 ft (assist by M. Harkless)
0:00.0,M. Chalmers misses 3-pt shot from 51 ft,,17-15,,
0:00.0,Offensive rebound by Team,,17-15,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,17-17,2,C. McCollum makes 2-pt shot from 4 ft
11:17.0,T. Allen makes 3-pt shot from 22 ft (assist by M. Chalmers),3,20-17,,
10:56.0,,,20-17,,G. Henderson misses 2-pt shot from 17 ft
10:55.0,Defensive rebound by M. Chalmers,,20-17,,
10:46.0,Z. Randolph makes 2-pt shot from 18 ft (assist by M. Chalmers),2,22-17,,
10:26.0,,,22-17,,M. Harkless misses 3-pt shot from 23 ft
10:26.0,Defensive rebound by C. Lee,,22-17,,
10:11.0,T. Allen misses 2-pt shot from 4 ft (block by E. Davis),,22-17,,
10:10.0,Offensive rebound by Z. Randolph,,22-17,,
10:10.0,Z. Randolph makes 2-pt shot at rim,2,24-17,,
9:46.0,,,24-17,,E. Davis misses 2-pt shot from 3 ft
9:46.0,Defensive rebound by Z. Randolph,,24-17,,
9:42.0,Turnover by T. Allen (offensive foul),,24-17,,
9:42.0,Offensive charge foul by T. Allen,,24-17,,
9:42.0,J. Green enters the game for J. Green,,24-17,,
9:24.0,,,24-17,,C. McCollum misses 3-pt shot from 26 ft
9:23.0,Defensive rebound by Z. Randolph,,24-17,,
9:08.0,M. Chalmers misses 2-pt shot from 2 ft (block by E. Davis),,24-17,,
9:05.0,,,24-17,,Defensive rebound by M. Harkless
9:00.0,Personal foul by T. Allen (drawn by G. Henderson),,24-17,,
8:58.0,,,24-17,,Offensive foul by E. Davis
8:58.0,,,24-17,,Turnover by E. Davis (offensive foul)
8:58.0,Official timeout,,24-17,,
8:58.0,M. Gasol enters the game for Z. Randolph,,24-17,,
8:58.0,,,24-17,,D. Lillard enters the game for A. Crabbe
8:58.0,,,24-17,,Violation by Team (delay of game)
8:44.0,C. Lee makes 2-pt shot from 2 ft (assist by M. Gasol),2,26-17,,
8:22.0,,,26-17,,Shooting foul by C. Lee (drawn by C. McCollum)
8:22.0,,,26-18,1,C. McCollum makes free throw 1 of 2
8:22.0,M. Barnes enters the game for C. Lee,,26-18,,
8:22.0,,,26-19,1,C. McCollum makes free throw 2 of 2
8:09.0,M. Chalmers makes 2-pt shot from 20 ft,2,28-19,,
7:47.0,Personal foul by M. Barnes (drawn by C. McCollum),,28-19,,
7:42.0,,,28-19,,Turnover by C. McCollum (bad pass; steal by M. Gasol)
7:34.0,Shooting foul by D. Lillard (drawn by M. Chalmers),,28-19,,
7:34.0,M. Chalmers makes free throw 1 of 2,1,29-19,,
7:34.0,,,29-19,,M. Plumlee enters the game for E. Davis
7:34.0,,,29-19,,A. Aminu enters the game for G. Henderson
7:34.0,M. Chalmers misses free throw 2 of 2,,29-19,,
7:32.0,,,29-19,,Defensive rebound by M. Harkless
7:14.0,Personal foul by M. Chalmers (drawn by M. Plumlee),,29-19,,
6:59.0,,,29-19,,A. Aminu misses 3-pt shot from 25 ft
6:58.0,Defensive rebound by J. Green,,29-19,,
6:39.0,T. Allen misses 2-pt shot from 5 ft,,29-19,,
6:38.0,Offensive rebound by J. Green,,29-19,,
6:38.0,J. Green misses 2-pt shot from 1 ft,,29-19,,
6:37.0,Offensive rebound by T. Allen,,29-19,,
6:28.0,T. Allen misses 2-pt shot from 22 ft,,29-19,,
6:27.0,,,29-19,,Defensive rebound by A. Aminu
6:11.0,,,29-19,,Shooting foul by M. Chalmers (drawn by D. Lillard)
6:11.0,,,29-20,1,D. Lillard makes free throw 1 of 3
6:11.0,,,29-21,1,D. Lillard makes free throw 2 of 3
6:11.0,M. Conley enters the game for M. Chalmers,,29-21,,
6:11.0,,,29-22,1,D. Lillard makes free throw 3 of 3
5:55.0,T. Allen misses 2-pt shot from 2 ft,,29-22,,
5:53.0,,,29-22,,Defensive rebound by D. Lillard
5:45.0,,,29-24,2,A. Aminu makes 2-pt shot from 1 ft (assist by M. Harkless)
5:45.0,Memphis full timeout,,29-24,,
5:45.0,Z. Randolph enters the game for J. Green,,29-24,,
5:45.0,J. Green enters the game for T. Allen,,29-24,,
5:45.0,,,29-24,,A. Crabbe enters the game for C. McCollum
5:31.0,M. Gasol misses 2-pt shot from 8 ft,,29-24,,
5:29.0,,,29-24,,Defensive rebound by A. Aminu
5:18.0,,,29-26,2,M. Plumlee makes 2-pt shot from 2 ft (assist by M. Harkless)
5:05.0,,,29-26,,Def 3 sec tech foul by M. Plumlee
5:05.0,M. Conley makes technical free throw,1,30-26,,
5:01.0,Shooting foul by A. Crabbe (drawn by M. Barnes),,30-26,,
5:01.0,M. Barnes makes free throw 1 of 2,1,31-26,,
5:01.0,M. Barnes makes free throw 2 of 2,1,32-26,,
4:45.0,,,32-26,,A. Aminu misses 3-pt shot from 24 ft
4:44.0,Defensive rebound by M. Gasol,,32-26,,
4:29.0,Z. Randolph makes 2-pt shot from 2 ft,2,34-26,,
4:18.0,,,34-26,,A. Crabbe misses 2-pt shot from 20 ft
4:17.0,Defensive rebound by Z. Randolph,,34-26,,
4:02.0,Turnover by M. Gasol (lost ball; steal by M. Plumlee),,34-26,,
3:46.0,,,34-26,,M. Plumlee misses 2-pt shot from 1 ft
3:46.0,,,34-26,,Offensive rebound by Team
3:46.0,Loose ball foul by M. Barnes (drawn by M. Plumlee),,34-26,,
3:46.0,,,34-27,1,M. Plumlee makes free throw 1 of 2
3:46.0,,,34-27,,M. Plumlee misses free throw 2 of 2
3:45.0,Defensive rebound by Z. Randolph,,34-27,,
3:34.0,M. Conley misses 2-pt shot from 8 ft,,34-27,,
3:34.0,,,34-27,,Defensive rebound by A. Crabbe
3:28.0,,,34-30,3,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard)
3:08.0,Turnover by M. Gasol (lost ball; steal by M. Plumlee),,34-30,,
3:02.0,,,34-30,,Turnover by D. Lillard (bad pass)
2:46.0,M. Conley makes 2-pt shot from 20 ft (assist by Z. Randolph),2,36-30,,
2:45.0,,,36-30,,Portland full timeout
2:45.0,,,36-30,,C. McCollum enters the game for M. Harkless
2:34.0,,,36-32,2,A. Crabbe makes 2-pt shot from 14 ft (assist by D. Lillard)
2:15.0,M. Gasol makes 2-pt shot from 19 ft (assist by M. Barnes),2,38-32,,
1:50.0,,,38-32,,D. Lillard misses 3-pt shot from 24 ft
1:49.0,Defensive rebound by Z. Randolph,,38-32,,
1:48.0,Turnover by Z. Randolph (lost ball),,38-32,,
1:34.0,,,38-32,,A. Aminu misses 2-pt shot from 13 ft
1:34.0,Defensive rebound by M. Gasol,,38-32,,
1:24.0,J. Green misses 2-pt shot from 1 ft,,38-32,,
1:24.0,,,38-32,,Defensive rebound by A. Aminu
1:16.0,,,38-32,,D. Lillard misses 3-pt shot from 23 ft
1:15.0,Defensive rebound by M. Barnes,,38-32,,
1:03.0,Turnover by Z. Randolph (lost ball),,38-32,,
0:48.0,,,38-32,,A. Crabbe misses 2-pt shot from 9 ft
0:47.0,Defensive rebound by M. Barnes,,38-32,,
0:33.0,Turnover by Z. Randolph (bad pass; steal by A. Crabbe),,38-32,,
0:26.0,,,38-34,2,C. McCollum makes 2-pt shot from 13 ft
0:25.0,Memphis full timeout,,38-34,,
0:25.0,,,38-34,,M. Harkless enters the game for D. Lillard
0:01.0,J. Green misses 2-pt shot from 4 ft,,38-34,,
0:01.0,Offensive rebound by Team,,38-34,,
0:01.0,Turnover by Team (shot clock),,38-34,,
0:01.0,,,38-34,,Portland full timeout
0:01.0,T. Allen enters the game for Z. Randolph,,38-34,,
0:01.0,,,38-34,,D. Lillard enters the game for M. Harkless
0:01.0,,,38-34,,P. Connaughton enters the game for M. Plumlee
0:01.0,,,38-34,,Turnover by P. Connaughton (bad pass; steal by M. Barnes)
0:00.0,M. Barnes misses 3-pt shot from 51 ft,,38-34,,
0:00.0,Offensive rebound by Team,,38-34,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,38-34,,C. McCollum misses 2-pt shot from 17 ft
11:40.0,Defensive rebound by J. Green,,38-34,,
11:25.0,Shooting foul by N. Vonleh (drawn by C. Lee),,38-34,,
11:25.0,C. Lee makes free throw 1 of 2,1,39-34,,
11:25.0,C. Lee makes free throw 2 of 2,1,40-34,,
11:11.0,Personal foul by M. Barnes (drawn by N. Vonleh),,40-34,,
11:04.0,,,40-37,3,D. Lillard makes 3-pt shot from 24 ft (assist by C. McCollum)
10:50.0,Turnover by M. Gasol (lost ball; steal by A. Aminu),,40-37,,
10:44.0,,,40-37,,C. McCollum misses 3-pt shot from 24 ft
10:43.0,,,40-37,,Offensive rebound by M. Plumlee
10:42.0,Personal foul by J. Green (drawn by M. Plumlee),,40-37,,
10:33.0,,,40-40,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
10:26.0,Memphis full timeout,,40-40,,
10:12.0,Turnover by J. Green (lost ball; steal by C. McCollum),,40-40,,
10:06.0,,,40-40,,D. Lillard misses 2-pt shot from 3 ft (block by J. Green)
10:05.0,,,40-40,,Offensive rebound by N. Vonleh
10:02.0,,,40-40,,Turnover by D. Lillard (bad pass; steal by C. Lee)
9:48.0,M. Conley misses 2-pt shot from 1 ft,,40-40,,
9:47.0,,,40-40,,Defensive rebound by N. Vonleh
9:30.0,,,40-40,,M. Plumlee misses 2-pt shot from 7 ft
9:29.0,Defensive rebound by M. Barnes,,40-40,,
9:14.0,M. Gasol misses 2-pt shot from 8 ft,,40-40,,
9:13.0,,,40-40,,Defensive rebound by A. Aminu
9:05.0,,,40-40,,C. McCollum misses 3-pt shot from 22 ft
9:05.0,,,40-40,,Offensive rebound by N. Vonleh
9:03.0,,,40-40,,N. Vonleh misses 2-pt shot at rim
9:02.0,Defensive rebound by M. Gasol,,40-40,,
8:51.0,C. Lee makes 2-pt shot from 18 ft,2,42-40,,
8:30.0,,,42-42,2,C. McCollum makes 2-pt shot from 20 ft
8:12.0,J. Green makes 2-pt shot from 18 ft,2,44-42,,
7:48.0,,,44-42,,Shooting foul by M. Gasol (drawn by M. Plumlee)
7:48.0,,,44-42,,M. Plumlee misses free throw 1 of 2
7:48.0,,,44-42,,Offensive rebound by Team
7:48.0,Z. Randolph enters the game for M. Gasol,,44-42,,
7:48.0,M. Chalmers enters the game for M. Conley,,44-42,,
7:48.0,,,44-42,,M. Plumlee misses free throw 2 of 2
7:48.0,Defensive rebound by Team,,44-42,,
7:30.0,Z. Randolph makes 2-pt shot from 17 ft (assist by C. Lee),2,46-42,,
7:12.0,,,46-42,,D. Lillard misses 3-pt shot from 24 ft
7:11.0,Defensive rebound by Z. Randolph,,46-42,,
7:00.0,Shooting foul by M. Plumlee (drawn by M. Barnes),,46-42,,
7:00.0,M. Barnes misses free throw 1 of 2,,46-42,,
7:00.0,Offensive rebound by Team,,46-42,,
7:00.0,M. Barnes makes free throw 2 of 2,1,47-42,,
6:46.0,,,47-42,,D. Lillard misses 3-pt shot from 24 ft
6:46.0,Defensive rebound by Team,,47-42,,
6:46.0,,,47-42,,Loose ball foul by N. Vonleh (drawn by J. Green)
6:33.0,Shooting foul by A. Aminu (drawn by J. Green),,47-42,,
6:33.0,J. Green misses free throw 1 of 2,,47-42,,
6:33.0,Offensive rebound by Team,,47-42,,
6:33.0,,,47-42,,M. Harkless enters the game for N. Vonleh
6:33.0,J. Green misses free throw 2 of 2,,47-42,,
6:31.0,,,47-42,,Defensive rebound by A. Aminu
6:20.0,,,47-42,,A. Aminu misses 2-pt shot from 6 ft
6:20.0,Defensive rebound by Z. Randolph,,47-42,,
6:06.0,Z. Randolph makes 2-pt shot from 21 ft (assist by M. Chalmers),2,49-42,,
6:03.0,,,49-42,,Portland full timeout
5:49.0,,,49-42,,Turnover by A. Aminu (bad pass; steal by M. Barnes)
5:42.0,M. Chalmers makes 3-pt shot from 24 ft (assist by C. Lee),3,52-42,,
5:28.0,,,52-44,2,D. Lillard makes 2-pt shot at rim
5:28.0,,,52-44,,Shooting foul by J. Green (drawn by D. Lillard)
5:28.0,,,52-45,1,D. Lillard makes free throw 1 of 1
5:11.0,J. Green misses 2-pt shot from 5 ft,,52-45,,
5:11.0,Offensive rebound by J. Green,,52-45,,
5:08.0,J. Green misses 2-pt shot from 2 ft,,52-45,,
5:07.0,,,52-45,,Defensive rebound by A. Aminu
5:02.0,,,52-45,,A. Crabbe enters the game for A. Aminu
5:02.0,T. Allen enters the game for J. Green,,52-45,,
5:01.0,,,52-45,,Turnover by A. Crabbe (bad pass; steal by M. Chalmers)
4:47.0,,,52-45,,Personal block foul by M. Plumlee (drawn by M. Chalmers)
4:47.0,M. Chalmers makes free throw 1 of 2,1,53-45,,
4:47.0,,,53-45,,G. Henderson enters the game for C. McCollum
4:47.0,,,53-45,,E. Davis enters the game for M. Plumlee
4:47.0,,,53-45,,Violation by D. Lillard (lane)
4:47.0,M. Chalmers misses free throw 2 of 2,,53-45,,
4:46.0,,,53-45,,Defensive rebound by A. Crabbe
4:24.0,,,53-45,,Shooting foul by M. Barnes (drawn by E. Davis)
4:24.0,,,53-45,,E. Davis misses free throw 1 of 2
4:24.0,,,53-45,,Offensive rebound by Team
4:24.0,,,53-45,,E. Davis misses free throw 2 of 2
4:23.0,Defensive rebound by M. Barnes,,53-45,,
4:05.0,Z. Randolph makes 2-pt shot from 20 ft (assist by T. Allen),2,55-45,,
3:57.0,,,55-45,,G. Henderson misses 2-pt shot from 4 ft
3:56.0,Defensive rebound by Z. Randolph,,55-45,,
3:37.0,T. Allen makes 2-pt shot from 21 ft (assist by C. Lee),2,57-45,,
3:24.0,,,57-47,2,G. Henderson makes 2-pt shot at rim (assist by D. Lillard)
3:04.0,Z. Randolph misses 2-pt shot from 18 ft,,57-47,,
3:04.0,Offensive rebound by T. Allen,,57-47,,
3:02.0,,,57-47,,Personal foul by G. Henderson (drawn by T. Allen)
3:02.0,T. Allen misses free throw 1 of 2,,57-47,,
3:02.0,Offensive rebound by Team,,57-47,,
3:02.0,T. Allen makes free throw 2 of 2,1,58-47,,
2:54.0,,,58-47,,Turnover by D. Lillard (bad pass)
2:54.0,,,58-47,,Technical foul by G. Henderson
2:54.0,C. Lee makes technical free throw,1,59-47,,
2:54.0,J. Green enters the game for M. Barnes,,59-47,,
2:38.0,Z. Randolph misses 2-pt shot from 5 ft,,59-47,,
2:37.0,,,59-47,,Defensive rebound by Team
2:28.0,,,59-49,2,D. Lillard makes 2-pt shot from 18 ft
2:12.0,Shooting foul by E. Davis (drawn by Z. Randolph),,59-49,,
2:12.0,Z. Randolph makes free throw 1 of 2,1,60-49,,
2:12.0,,,60-49,,C. McCollum enters the game for M. Harkless
2:12.0,Z. Randolph makes free throw 2 of 2,1,61-49,,
2:02.0,,,61-49,,C. McCollum misses 3-pt shot from 25 ft
2:00.0,Defensive rebound by Z. Randolph,,61-49,,
1:41.0,M. Chalmers misses 3-pt shot from 24 ft,,61-49,,
1:40.0,,,61-49,,Defensive rebound by A. Crabbe
1:36.0,,,61-49,,Turnover by D. Lillard (lost ball; steal by M. Chalmers)
1:31.0,M. Chalmers makes 2-pt shot from 9 ft,2,63-49,,
1:31.0,Shooting foul by D. Lillard (drawn by M. Chalmers),,63-49,,
1:31.0,M. Chalmers makes free throw 1 of 1,1,64-49,,
1:19.0,,,64-49,,A. Crabbe misses 3-pt shot from 24 ft
1:18.0,Defensive rebound by J. Green,,64-49,,
1:02.0,J. Green makes 2-pt shot at rim (assist by Z. Randolph),2,66-49,,
0:52.0,,,66-49,,Turnover by D. Lillard (bad pass; steal by T. Allen)
0:49.0,T. Allen makes 2-pt shot at rim,2,68-49,,
0:40.0,,,68-49,,Shooting foul by M. Chalmers (drawn by D. Lillard)
0:40.0,,,68-50,1,D. Lillard makes free throw 1 of 3
0:40.0,,,68-51,1,D. Lillard makes free throw 2 of 3
0:40.0,,,68-51,,A. Aminu enters the game for G. Henderson
0:40.0,,,68-52,1,D. Lillard makes free throw 3 of 3
0:27.0,Turnover by M. Chalmers (bad pass; steal by D. Lillard),,68-52,,
0:27.0,,,68-52,,Turnover by D. Lillard (bad pass)
0:27.0,,,68-52,,M. Harkless enters the game for D. Lillard
0:27.0,J. Green enters the game for T. Allen,,68-52,,
0:07.0,Z. Randolph misses 2-pt shot from 6 ft,,68-52,,
0:07.0,Offensive rebound by C. Lee,,68-52,,
0:01.0,C. Lee makes 2-pt shot from 18 ft,2,70-52,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,Violation by Team (delay of game),,70-52,,
11:41.0,C. Lee misses 2-pt shot from 18 ft,,70-52,,
11:41.0,Offensive rebound by J. Green,,70-52,,
11:41.0,Turnover by J. Green (step out of bounds),,70-52,,
11:30.0,,,70-54,2,C. McCollum makes 2-pt shot from 11 ft
11:13.0,J. Green makes 2-pt shot from 2 ft (assist by M. Chalmers),2,72-54,,
11:00.0,,,72-54,,Offensive charge foul by C. McCollum
11:00.0,,,72-54,,Turnover by C. McCollum (offensive foul)
10:54.0,M. Chalmers misses 2-pt shot from 2 ft (block by M. Harkless),,72-54,,
10:54.0,Offensive rebound by Team,,72-54,,
10:46.0,J. Green makes 2-pt shot from 20 ft (assist by M. Chalmers),2,74-54,,
10:43.0,Technical foul by Team,,74-54,,
10:43.0,,,74-54,,C. McCollum misses technical free throw
10:43.0,,,74-54,,Offensive rebound by Team
10:34.0,,,74-54,,Offensive charge foul by C. McCollum
10:34.0,,,74-54,,Turnover by C. McCollum (offensive foul)
10:34.0,M. Gasol enters the game for Z. Randolph,,74-54,,
10:16.0,Turnover by M. Gasol (lost ball; steal by M. Harkless),,74-54,,
10:12.0,,,74-56,2,M. Harkless makes 2-pt shot at rim
9:48.0,M. Chalmers misses 3-pt shot from 24 ft,,74-56,,
9:47.0,,,74-56,,Defensive rebound by A. Aminu
9:42.0,,,74-56,,Shooting foul by M. Gasol (drawn by M. Harkless)
9:42.0,,,74-56,,M. Harkless misses free throw 1 of 2
9:42.0,,,74-56,,Offensive rebound by Team
9:42.0,,,74-56,,M. Harkless misses free throw 2 of 2
9:41.0,,,74-56,,Offensive rebound by A. Aminu
9:37.0,,,74-56,,C. McCollum misses 3-pt shot from 24 ft
9:36.0,Defensive rebound by J. Green,,74-56,,
9:31.0,,,74-56,,Personal foul by C. McCollum (drawn by M. Chalmers)
9:31.0,Memphis full timeout,,74-56,,
9:14.0,M. Gasol misses 2-pt shot from 21 ft,,74-56,,
9:14.0,,,74-56,,Defensive rebound by A. Aminu
9:05.0,,,74-58,2,C. McCollum makes 2-pt shot from 3 ft
8:43.0,M. Gasol misses 2-pt shot from 19 ft,,74-58,,
8:43.0,,,74-58,,Defensive rebound by A. Aminu
8:36.0,,,74-60,2,A. Aminu makes 2-pt shot from 1 ft
8:36.0,,,74-60,,Shooting foul by J. Green (drawn by A. Aminu)
8:36.0,Z. Randolph enters the game for J. Green,,74-60,,
8:36.0,J. Green enters the game for C. Lee,,74-60,,
8:36.0,,,74-61,1,A. Aminu makes free throw 1 of 1
8:19.0,J. Green misses 2-pt shot from 4 ft,,74-61,,
8:18.0,Offensive rebound by Z. Randolph,,74-61,,
8:15.0,Z. Randolph misses 2-pt shot from 1 ft,,74-61,,
8:14.0,Offensive rebound by Z. Randolph,,74-61,,
8:10.0,J. Green misses 3-pt shot from 24 ft,,74-61,,
8:09.0,Offensive rebound by M. Gasol,,74-61,,
8:09.0,Shooting foul by A. Aminu (drawn by M. Gasol),,74-61,,
8:09.0,M. Gasol misses free throw 1 of 2,,74-61,,
8:09.0,Offensive rebound by Team,,74-61,,
8:09.0,M. Gasol makes free throw 2 of 2,1,75-61,,
7:58.0,,,75-61,,Shooting foul by M. Chalmers (drawn by C. McCollum)
7:58.0,,,75-61,,C. McCollum misses free throw 1 of 2
7:58.0,,,75-61,,Offensive rebound by Team
7:58.0,M. Conley enters the game for M. Chalmers,,75-61,,
7:58.0,,,75-62,1,C. McCollum makes free throw 2 of 2
7:48.0,Shooting foul by M. Leonard (drawn by Z. Randolph),,75-62,,
7:48.0,Z. Randolph makes free throw 1 of 2,1,76-62,,
7:48.0,,,76-62,,D. Lillard enters the game for M. Harkless
7:48.0,Z. Randolph makes free throw 2 of 2,1,77-62,,
7:24.0,,,77-65,3,A. Aminu makes 3-pt shot from 24 ft
7:03.0,M. Conley makes 3-pt shot from 24 ft (assist by M. Gasol),3,80-65,,
