time,LA Lakers,pts.away,score,pts.home,LA Clippers
5:41.0,Jump ball: R. Hibbert vs. C. Paul (J. Redick gains possession),,,,Jump ball: R. Hibbert vs. C. Paul (J. Redick gains possession)
5:41.0,Turnover by R. Hibbert (lost ball; steal by C. Paul),,12-17,,
5:36.0,,,12-19,2,W. Johnson makes 2-pt shot at rim (assist by J. Redick)
5:19.0,R. Hibbert misses 2-pt shot from 18 ft,,12-19,,
5:18.0,Offensive rebound by J. Randle,,12-19,,
5:06.0,J. Randle makes 2-pt shot from 5 ft (assist by D. Russell),2,14-19,,
4:51.0,,,14-19,,C. Paul misses 3-pt shot from 24 ft
4:50.0,Defensive rebound by D. Russell,,14-19,,
4:44.0,Shooting foul by C. Aldrich (drawn by J. Randle),,14-19,,
4:44.0,J. Randle makes free throw 1 of 2,1,15-19,,
4:44.0,,,15-19,,J. Crawford enters the game for L. Mbah a Moute
4:44.0,J. Randle makes free throw 2 of 2,1,16-19,,
4:23.0,,,16-21,2,C. Paul makes 2-pt shot from 13 ft
4:12.0,J. Clarkson makes 2-pt shot from 1 ft,2,18-21,,
4:12.0,Shooting foul by C. Aldrich (drawn by J. Clarkson),,18-21,,
4:12.0,L. Nance enters the game for J. Randle,,18-21,,
4:12.0,B. Bass enters the game for R. Hibbert,,18-21,,
4:12.0,,,18-21,,A. Rivers enters the game for J. Redick
4:12.0,J. Clarkson makes free throw 1 of 1,1,19-21,,
3:55.0,,,19-21,,Turnover by C. Paul (bad pass)
3:47.0,J. Clarkson makes 2-pt shot from 15 ft,2,21-21,,
3:34.0,,,21-21,,Shooting foul by B. Bass (drawn by C. Aldrich)
3:34.0,,,21-22,1,C. Aldrich makes free throw 1 of 2
3:34.0,N. Young enters the game for A. Brown,,21-22,,
3:34.0,,,21-23,1,C. Aldrich makes free throw 2 of 2
3:20.0,,,21-23,,Personal foul by A. Rivers (drawn by J. Clarkson)
3:20.0,J. Clarkson makes free throw 1 of 2,1,22-23,,
3:20.0,J. Clarkson makes free throw 2 of 2,1,23-23,,
3:06.0,,,23-25,2,J. Crawford makes 2-pt shot from 8 ft
2:53.0,Turnover by J. Clarkson (traveling),,23-25,,
2:53.0,LA Lakers full timeout,,23-25,,
2:53.0,,,23-25,,P. Prigioni enters the game for W. Johnson
2:53.0,,,23-25,,L. Stephenson enters the game for C. Paul
2:39.0,,,23-25,,J. Crawford misses 2-pt shot from 3 ft
2:39.0,,,23-25,,Offensive rebound by Team
2:39.0,Loose ball foul by L. Nance (drawn by C. Aldrich),,23-25,,
2:39.0,,,23-26,1,C. Aldrich makes free throw 1 of 2
2:39.0,,,23-26,,C. Aldrich misses free throw 2 of 2
2:36.0,Defensive rebound by L. Nance,,23-26,,
2:15.0,B. Bass makes 2-pt shot from 1 ft (assist by N. Young),2,25-26,,
1:52.0,,,25-26,,Turnover by P. Prigioni (bad pass; steal by B. Bass)
1:37.0,B. Bass misses 2-pt shot from 3 ft (block by L. Stephenson),,25-26,,
1:35.0,,,25-26,,Defensive rebound by C. Aldrich
1:30.0,,,25-28,2,L. Stephenson makes 2-pt shot from 1 ft (assist by J. Crawford)
1:15.0,D. Russell misses 2-pt shot from 5 ft,,25-28,,
1:14.0,,,25-28,,Defensive rebound by C. Aldrich
1:08.0,,,25-28,,Turnover by P. Prigioni (lost ball; steal by D. Russell)
1:03.0,L. Nance makes 2-pt shot at rim (assist by D. Russell),2,27-28,,
0:35.0,,,27-28,,Turnover by Team (shot clock)
0:23.0,D. Russell makes 2-pt shot from 17 ft,2,29-28,,
0:04.0,,,29-28,,J. Crawford misses 2-pt shot from 18 ft
0:02.0,Defensive rebound by N. Young,,29-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,29-30,2,A. Rivers makes 2-pt shot from 6 ft
11:33.0,B. Bass makes 2-pt shot at rim (assist by D. Russell),2,31-30,,
11:21.0,Violation by D. Russell (kicked ball),,31-30,,
11:21.0,,,31-30,,D. Jordan enters the game for C. Aldrich
11:10.0,,,31-30,,A. Rivers misses 2-pt shot from 16 ft
11:07.0,Defensive rebound by B. Bass,,31-30,,
10:51.0,L. Nance makes 2-pt shot from 18 ft (assist by N. Young),2,33-30,,
10:36.0,Personal foul by N. Young (drawn by J. Crawford),,33-30,,
10:28.0,,,33-32,2,A. Rivers makes 2-pt shot from 2 ft (assist by L. Stephenson)
10:11.0,N. Young misses 2-pt shot from 20 ft,,33-32,,
10:09.0,,,33-32,,Defensive rebound by L. Stephenson
10:05.0,,,33-32,,Shooting foul by L. Nance (drawn by L. Stephenson)
10:05.0,,,33-33,1,L. Stephenson makes free throw 1 of 2
10:05.0,,,33-34,1,L. Stephenson makes free throw 2 of 2
9:51.0,L. Williams makes 2-pt shot from 14 ft,2,35-34,,
9:28.0,,,35-36,2,J. Crawford makes 2-pt shot from 8 ft
9:12.0,D. Russell misses 2-pt shot from 9 ft (block by A. Rivers),,35-36,,
9:11.0,Offensive rebound by Team,,35-36,,
9:11.0,A. Brown enters the game for N. Young,,35-36,,
9:08.0,A. Brown misses 2-pt shot from 18 ft,,35-36,,
9:05.0,,,35-36,,Defensive rebound by J. Crawford
8:52.0,,,35-38,2,L. Stephenson makes 2-pt shot from 18 ft
8:40.0,Offensive foul by B. Bass,,35-38,,
8:40.0,Turnover by B. Bass (offensive foul),,35-38,,
8:40.0,Official timeout,,35-38,,
8:40.0,J. Randle enters the game for L. Nance,,35-38,,
8:24.0,,,35-38,,A. Rivers misses 3-pt shot from 27 ft
8:23.0,,,35-38,,Offensive rebound by P. Prigioni
8:18.0,,,35-38,,P. Prigioni misses 3-pt shot from 26 ft
8:17.0,,,35-38,,Offensive rebound by D. Jordan
8:02.0,,,35-41,3,A. Rivers makes 3-pt shot from 24 ft (assist by J. Crawford)
7:43.0,B. Bass misses 2-pt shot from 12 ft,,35-41,,
7:41.0,,,35-41,,Defensive rebound by L. Stephenson
7:27.0,,,35-43,2,J. Crawford makes 2-pt shot from 11 ft
7:17.0,Turnover by D. Russell (bad pass),,35-43,,
7:17.0,R. Hibbert enters the game for B. Bass,,35-43,,
7:06.0,,,35-43,,A. Rivers misses 2-pt shot from 2 ft (block by A. Brown)
7:04.0,Defensive rebound by A. Brown,,35-43,,
6:58.0,D. Russell makes 3-pt shot from 24 ft (assist by A. Brown),3,38-43,,
6:39.0,,,38-46,3,L. Stephenson makes 3-pt shot from 24 ft (assist by P. Prigioni)
6:21.0,R. Hibbert misses 2-pt shot from 10 ft,,38-46,,
6:18.0,,,38-46,,Defensive rebound by D. Jordan
6:05.0,,,38-46,,J. Crawford misses 2-pt shot from 21 ft
6:05.0,Defensive rebound by Team,,38-46,,
6:05.0,,,38-46,,Loose ball foul by L. Stephenson (drawn by J. Randle)
6:05.0,,,38-46,,C. Paul enters the game for P. Prigioni
6:05.0,,,38-46,,J. Redick enters the game for A. Rivers
6:05.0,J. Clarkson enters the game for D. Russell,,38-46,,
5:53.0,R. Hibbert misses 2-pt shot from 18 ft,,38-46,,
5:52.0,,,38-46,,Defensive rebound by L. Stephenson
5:39.0,,,38-46,,Turnover by L. Stephenson (bad pass; steal by L. Williams)
5:36.0,Shooting foul by L. Stephenson (drawn by A. Brown),,38-46,,
5:36.0,,,38-46,,LA Clippers full timeout
5:36.0,,,38-46,,W. Johnson enters the game for L. Stephenson
5:36.0,A. Brown makes free throw 1 of 2,1,39-46,,
5:36.0,A. Brown makes free throw 2 of 2,1,40-46,,
5:25.0,,,40-46,,J. Crawford misses 2-pt shot from 15 ft
5:24.0,Defensive rebound by J. Clarkson,,40-46,,
5:00.0,J. Randle misses 2-pt shot from 4 ft (block by W. Johnson),,40-46,,
4:58.0,,,40-46,,Defensive rebound by D. Jordan
4:53.0,,,40-46,,J. Crawford misses 2-pt shot from 9 ft
4:50.0,Defensive rebound by J. Clarkson,,40-46,,
4:44.0,J. Clarkson makes 2-pt shot from 18 ft,2,42-46,,
4:22.0,,,42-49,3,C. Paul makes 3-pt shot from 27 ft (assist by J. Redick)
4:15.0,,,42-49,,Personal foul by W. Johnson (drawn by J. Randle)
4:15.0,,,42-49,,L. Mbah a Moute enters the game for J. Crawford
3:58.0,J. Randle misses 2-pt shot from 4 ft,,42-49,,
3:57.0,,,42-49,,Defensive rebound by D. Jordan
3:51.0,,,42-49,,W. Johnson misses 3-pt shot from 25 ft
3:48.0,Defensive rebound by J. Randle,,42-49,,
3:42.0,Shooting foul by L. Mbah a Moute (drawn by L. Williams),,42-49,,
3:42.0,L. Williams makes free throw 1 of 2,1,43-49,,
3:42.0,L. Williams misses free throw 2 of 2,,43-49,,
3:40.0,,,43-49,,Defensive rebound by D. Jordan
3:33.0,Personal foul by J. Clarkson (drawn by C. Paul),,43-49,,
3:25.0,,,43-49,,C. Paul misses 2-pt shot from 16 ft
3:21.0,Defensive rebound by R. Hibbert,,43-49,,
3:15.0,L. Williams misses 2-pt shot from 3 ft,,43-49,,
3:15.0,Offensive rebound by L. Williams,,43-49,,
3:14.0,L. Williams misses 2-pt shot from 3 ft (block by D. Jordan),,43-49,,
3:12.0,Offensive rebound by J. Clarkson,,43-49,,
3:08.0,J. Clarkson misses 2-pt shot from 12 ft,,43-49,,
3:08.0,,,43-49,,Defensive rebound by Team
3:08.0,Loose ball foul by R. Hibbert (drawn by D. Jordan),,43-49,,
2:58.0,,,43-49,,C. Paul misses 3-pt shot from 27 ft
2:56.0,Defensive rebound by J. Randle,,43-49,,
2:42.0,R. Hibbert makes 2-pt shot from 8 ft (assist by J. Randle),2,45-49,,
2:25.0,,,45-49,,J. Redick misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by J. Randle,,45-49,,
2:16.0,J. Clarkson misses 2-pt shot at rim,,45-49,,
2:12.0,Offensive rebound by J. Clarkson,,45-49,,
2:10.0,Turnover by J. Clarkson (bad pass),,45-49,,
2:10.0,LA Lakers full timeout,,45-49,,
1:58.0,,,45-49,,J. Redick misses 2-pt shot from 19 ft
1:56.0,Defensive rebound by L. Williams,,45-49,,
1:40.0,R. Hibbert misses 2-pt shot from 4 ft,,45-49,,
1:38.0,,,45-49,,Defensive rebound by D. Jordan
1:29.0,,,45-49,,L. Mbah a Moute misses 2-pt shot from 16 ft
1:28.0,Defensive rebound by J. Randle,,45-49,,
1:21.0,J. Randle makes 2-pt shot from 2 ft (assist by L. Williams),2,47-49,,
1:00.0,,,47-51,2,C. Paul makes 2-pt shot from 18 ft
0:51.0,J. Clarkson misses 2-pt shot from 12 ft,,47-51,,
0:50.0,,,47-51,,Defensive rebound by D. Jordan
0:47.0,Personal foul by J. Clarkson (drawn by C. Paul),,47-51,,
0:47.0,,,47-52,1,C. Paul makes free throw 1 of 2
0:47.0,D. Russell enters the game for J. Clarkson,,47-52,,
0:47.0,,,47-52,,J. Ayres enters the game for D. Jordan
0:47.0,B. Bass enters the game for R. Hibbert,,47-52,,
0:47.0,,,47-53,1,C. Paul makes free throw 2 of 2
0:32.0,D. Russell misses 2-pt shot from 4 ft,,47-53,,
0:30.0,,,47-53,,Defensive rebound by C. Paul
0:28.0,,,47-53,,Shooting foul by L. Williams (drawn by W. Johnson)
0:28.0,,,47-54,1,W. Johnson makes free throw 1 of 2
0:28.0,,,47-54,,A. Rivers enters the game for J. Redick
0:28.0,,,47-54,,W. Johnson misses free throw 2 of 2
0:26.0,Defensive rebound by B. Bass,,47-54,,
0:09.0,L. Williams misses 2-pt shot from 3 ft (block by J. Ayres),,47-54,,
0:07.0,Offensive rebound by J. Randle,,47-54,,
0:06.0,J. Randle misses 2-pt shot from 2 ft (block by J. Ayres),,47-54,,
0:04.0,Offensive rebound by J. Randle,,47-54,,
0:04.0,J. Randle makes 2-pt shot from 2 ft,2,49-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,49-54,,J. Redick misses 3-pt shot from 26 ft
11:42.0,Defensive rebound by A. Brown,,49-54,,
11:27.0,Shooting foul by L. Mbah a Moute (drawn by R. Hibbert),,49-54,,
11:27.0,R. Hibbert misses free throw 1 of 2,,49-54,,
11:27.0,Offensive rebound by Team,,49-54,,
11:27.0,R. Hibbert misses free throw 2 of 2,,49-54,,
11:25.0,,,49-54,,Defensive rebound by D. Jordan
11:17.0,,,49-54,,Shooting foul by R. Hibbert (drawn by D. Jordan)
11:17.0,,,49-54,,D. Jordan misses free throw 1 of 2
11:17.0,,,49-54,,Offensive rebound by Team
11:17.0,,,49-54,,D. Jordan misses free throw 2 of 2
11:15.0,Defensive rebound by J. Randle,,49-54,,
11:01.0,J. Randle makes 2-pt shot from 17 ft (assist by R. Hibbert),2,51-54,,
10:40.0,,,51-54,,W. Johnson misses 3-pt shot from 26 ft
10:38.0,,,51-54,,Offensive rebound by D. Jordan
10:30.0,,,51-54,,W. Johnson misses 3-pt shot from 25 ft
10:29.0,Defensive rebound by A. Brown,,51-54,,
10:20.0,R. Hibbert makes 2-pt shot from 18 ft (assist by L. Williams),2,53-54,,
10:00.0,,,53-56,2,C. Paul makes 2-pt shot from 20 ft
9:34.0,J. Randle misses 2-pt shot from 1 ft (block by L. Mbah a Moute),,53-56,,
9:32.0,,,53-56,,Defensive rebound by W. Johnson
9:26.0,,,53-56,,C. Paul misses 2-pt shot from 1 ft
9:23.0,Defensive rebound by J. Clarkson,,53-56,,
9:14.0,J. Clarkson misses 2-pt shot from 20 ft,,53-56,,
9:13.0,Offensive rebound by R. Hibbert,,53-56,,
9:13.0,,,53-56,,Personal foul by J. Redick (drawn by R. Hibbert)
9:09.0,R. Hibbert misses 2-pt shot from 20 ft,,53-56,,
9:08.0,,,53-56,,Defensive rebound by D. Jordan
8:59.0,,,53-59,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
8:43.0,J. Clarkson makes 2-pt shot from 9 ft,2,55-59,,
8:24.0,,,55-59,,L. Mbah a Moute misses 2-pt shot from 4 ft (block by R. Hibbert)
8:24.0,Defensive rebound by Team,,55-59,,
8:08.0,A. Brown misses 3-pt shot from 26 ft,,55-59,,
8:06.0,,,55-59,,Defensive rebound by D. Jordan
7:59.0,,,55-59,,Turnover by C. Paul (lost ball; steal by J. Randle)
7:56.0,Shooting foul by C. Paul (drawn by J. Randle),,55-59,,
7:56.0,J. Randle makes free throw 1 of 2,1,56-59,,
7:56.0,J. Randle makes free throw 2 of 2,1,57-59,,
7:43.0,,,57-59,,D. Jordan misses 2-pt shot from 2 ft
7:40.0,Defensive rebound by J. Randle,,57-59,,
7:34.0,Shooting foul by D. Jordan (drawn by R. Hibbert),,57-59,,
7:34.0,R. Hibbert makes free throw 1 of 2,1,58-59,,
7:34.0,R. Hibbert makes free throw 2 of 2,1,59-59,,
7:15.0,,,59-59,,J. Redick misses 3-pt shot from 24 ft
7:14.0,Defensive rebound by J. Clarkson,,59-59,,
6:59.0,J. Clarkson misses 2-pt shot from 4 ft,,59-59,,
6:57.0,,,59-59,,Defensive rebound by W. Johnson
6:41.0,,,59-59,,J. Redick misses 2-pt shot from 16 ft
6:40.0,,,59-59,,Offensive rebound by D. Jordan
6:36.0,,,59-59,,C. Paul misses 3-pt shot from 26 ft
6:35.0,Defensive rebound by J. Randle,,59-59,,
6:22.0,J. Clarkson makes 2-pt shot from 2 ft (assist by R. Hibbert),2,61-59,,
6:01.0,,,61-59,,J. Redick misses 2-pt shot from 4 ft
6:00.0,Defensive rebound by J. Randle,,61-59,,
5:58.0,Turnover by J. Randle (bad pass; steal by W. Johnson),,61-59,,
5:52.0,,,61-59,,J. Redick misses 3-pt shot from 22 ft
5:48.0,Defensive rebound by L. Williams,,61-59,,
5:40.0,L. Williams makes 2-pt shot from 17 ft,2,63-59,,
5:40.0,,,63-59,,LA Clippers full timeout
5:40.0,,,63-59,,J. Crawford enters the game for L. Mbah a Moute
5:40.0,D. Russell enters the game for J. Clarkson,,63-59,,
5:29.0,,,63-59,,W. Johnson misses 2-pt shot from 2 ft (block by R. Hibbert)
5:27.0,Defensive rebound by R. Hibbert,,63-59,,
5:11.0,L. Williams misses 2-pt shot from 17 ft,,63-59,,
5:10.0,,,63-59,,Defensive rebound by D. Jordan
5:02.0,,,63-59,,Shooting foul by A. Brown (drawn by D. Jordan)
5:02.0,,,63-60,1,D. Jordan makes free throw 1 of 2
5:02.0,,,63-60,,A. Rivers enters the game for J. Redick
5:02.0,,,63-61,1,D. Jordan makes free throw 2 of 2
4:38.0,Turnover by Team (shot clock),,63-61,,
4:16.0,,,63-64,3,C. Paul makes 3-pt shot from 26 ft
4:04.0,Turnover by D. Russell (bad pass; steal by W. Johnson),,63-64,,
3:59.0,,,63-64,,W. Johnson misses 2-pt shot from 1 ft (block by L. Williams)
3:57.0,,,63-64,,Offensive rebound by A. Rivers
3:56.0,,,63-64,,A. Rivers misses 2-pt shot from 1 ft
3:54.0,Defensive rebound by R. Hibbert,,63-64,,
3:41.0,Offensive foul by J. Randle,,63-64,,
3:41.0,Turnover by J. Randle (offensive foul),,63-64,,
3:21.0,,,63-66,2,C. Paul makes 2-pt shot from 8 ft
2:53.0,Turnover by J. Randle (bad pass; steal by A. Rivers),,63-66,,
2:50.0,,,63-66,,Turnover by D. Jordan (bad pass; steal by L. Williams)
2:46.0,LA Lakers full timeout,,63-66,,
2:46.0,B. Bass enters the game for J. Randle,,63-66,,
2:46.0,L. Nance enters the game for R. Hibbert,,63-66,,
2:32.0,Turnover by B. Bass (lost ball; steal by A. Rivers),,63-66,,
2:28.0,,,63-68,2,A. Rivers makes 2-pt shot from 3 ft (assist by W. Johnson)
2:28.0,Shooting block foul by D. Russell (drawn by A. Rivers),,63-68,,
2:28.0,,,63-68,,A. Rivers misses free throw 1 of 1
2:27.0,Defensive rebound by B. Bass,,63-68,,
2:17.0,Turnover by L. Williams (bad pass; steal by D. Jordan),,63-68,,
2:12.0,,,63-70,2,A. Rivers makes 2-pt shot from 3 ft (assist by D. Jordan)
1:55.0,Turnover by L. Nance (bad pass),,63-70,,
1:40.0,,,63-72,2,A. Rivers makes 2-pt shot at rim (assist by J. Crawford)
1:26.0,B. Bass makes 2-pt shot from 16 ft (assist by D. Russell),2,65-72,,
1:12.0,,,65-72,,Shooting foul by D. Russell (drawn by J. Crawford)
1:12.0,,,65-73,1,J. Crawford makes free throw 1 of 2
1:12.0,,,65-73,,P. Prigioni enters the game for C. Paul
1:12.0,,,65-73,,L. Stephenson enters the game for W. Johnson
1:12.0,,,65-74,1,J. Crawford makes free throw 2 of 2
1:00.0,Shooting foul by A. Rivers (drawn by L. Williams),,65-74,,
1:00.0,L. Williams makes free throw 1 of 3,1,66-74,,
1:00.0,L. Williams makes free throw 2 of 3,1,67-74,,
1:00.0,L. Williams makes free throw 3 of 3,1,68-74,,
0:49.0,,,68-74,,Shooting foul by A. Brown (drawn by J. Crawford)
0:49.0,,,68-75,1,J. Crawford makes free throw 1 of 2
0:49.0,,,68-75,,C. Aldrich enters the game for D. Jordan
0:49.0,,,68-76,1,J. Crawford makes free throw 2 of 2
0:39.0,D. Russell makes 3-pt shot from 25 ft,3,71-76,,
0:29.0,,,71-78,2,L. Stephenson makes 2-pt shot from 12 ft
0:04.0,B. Bass misses 2-pt shot at rim (block by C. Aldrich),,71-78,,
0:03.0,,,71-78,,Defensive rebound by A. Rivers
0:00.0,,,71-78,,A. Rivers misses 3-pt shot from 32 ft
0:00.0,,,71-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,D. Russell misses 2-pt shot from 9 ft,,71-78,,
11:37.0,,,71-78,,Defensive rebound by C. Aldrich
11:20.0,,,71-80,2,A. Rivers makes 2-pt shot from 3 ft (assist by L. Stephenson)
11:06.0,,,71-80,,Personal foul by P. Prigioni (drawn by J. Clarkson)
10:54.0,N. Young makes 3-pt shot from 26 ft,3,74-80,,
10:40.0,,,74-82,2,A. Rivers makes 2-pt shot from 11 ft
10:31.0,Turnover by B. Bass (traveling),,74-82,,
10:19.0,,,74-84,2,C. Aldrich makes 2-pt shot from 6 ft (assist by A. Rivers)
9:59.0,D. Russell misses 3-pt shot from 25 ft,,74-84,,
9:58.0,,,74-84,,Defensive rebound by C. Aldrich
9:38.0,,,74-84,,J. Crawford misses 2-pt shot from 16 ft
9:37.0,Defensive rebound by D. Russell,,74-84,,
9:31.0,J. Clarkson misses 3-pt shot from 25 ft,,74-84,,
9:29.0,,,74-84,,Defensive rebound by P. Prigioni
9:08.0,,,74-87,3,J. Crawford makes 3-pt shot from 25 ft
9:07.0,LA Lakers full timeout,,74-87,,
9:07.0,J. Randle enters the game for L. Nance,,74-87,,
8:48.0,B. Bass makes 2-pt shot at rim (assist by J. Clarkson),2,76-87,,
8:26.0,,,76-90,3,L. Stephenson makes 3-pt shot from 22 ft (assist by C. Aldrich)
8:10.0,J. Clarkson makes 2-pt shot from 4 ft,2,78-90,,
7:51.0,,,78-90,,J. Crawford misses 3-pt shot from 26 ft
7:49.0,Defensive rebound by N. Young,,78-90,,
7:41.0,,,78-90,,Personal foul by A. Rivers (drawn by J. Clarkson)
7:31.0,N. Young misses 3-pt shot from 26 ft,,78-90,,
7:30.0,Offensive rebound by B. Bass,,78-90,,
7:18.0,D. Russell misses 2-pt shot from 3 ft,,78-90,,
7:15.0,Offensive rebound by J. Randle,,78-90,,
7:15.0,J. Randle makes 2-pt shot from 2 ft,2,80-90,,
6:56.0,,,80-90,,A. Rivers misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by B. Bass,,80-90,,
6:43.0,J. Randle makes 2-pt shot from 2 ft (assist by D. Russell),2,82-90,,
6:42.0,,,82-90,,LA Clippers full timeout
6:42.0,,,82-90,,C. Paul enters the game for C. Aldrich
6:42.0,,,82-90,,D. Jordan enters the game for P. Prigioni
6:32.0,,,82-92,2,J. Crawford makes 2-pt shot from 11 ft
6:16.0,Turnover by J. Randle (lost ball; steal by C. Paul),,82-92,,
6:10.0,,,82-94,2,L. Stephenson makes 2-pt shot at rim (assist by C. Paul)
5:50.0,N. Young misses 3-pt shot from 26 ft,,82-94,,
5:49.0,,,82-94,,Defensive rebound by D. Jordan
5:35.0,,,82-94,,J. Crawford misses 3-pt shot from 24 ft
5:33.0,Defensive rebound by J. Clarkson,,82-94,,
5:29.0,Turnover by J. Clarkson (lost ball; steal by L. Stephenson),,82-94,,
5:24.0,,,82-96,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
5:00.0,D. Russell misses 2-pt shot from 15 ft (block by A. Rivers),,82-96,,
4:58.0,Offensive rebound by B. Bass,,82-96,,
4:56.0,Shooting foul by D. Jordan (drawn by N. Young),,82-96,,
4:56.0,N. Young makes free throw 1 of 2,1,83-96,,
4:56.0,R. Hibbert enters the game for B. Bass,,83-96,,
4:56.0,L. Williams enters the game for D. Russell,,83-96,,
4:56.0,N. Young makes free throw 2 of 2,1,84-96,,
4:45.0,,,84-96,,Turnover by D. Jordan (lost ball; steal by R. Hibbert)
4:38.0,J. Randle misses 2-pt shot from 2 ft,,84-96,,
4:36.0,,,84-96,,Defensive rebound by D. Jordan
4:36.0,Personal foul by J. Randle (drawn by D. Jordan),,84-96,,
4:36.0,A. Brown enters the game for N. Young,,84-96,,
4:16.0,,,84-96,,L. Stephenson misses 2-pt shot from 15 ft
4:13.0,Defensive rebound by L. Williams,,84-96,,
4:03.0,,,84-96,,Personal foul by A. Rivers
3:47.0,J. Randle makes 2-pt shot from 2 ft,2,86-96,,
3:32.0,,,86-96,,C. Paul misses 2-pt shot from 18 ft
3:30.0,Defensive rebound by A. Brown,,86-96,,
3:20.0,J. Clarkson misses 2-pt shot from 4 ft,,86-96,,
3:19.0,,,86-96,,Defensive rebound by L. Stephenson
3:03.0,,,86-98,2,C. Paul makes 2-pt shot from 13 ft
3:03.0,LA Lakers full timeout,,86-98,,
