time,San Antonio,pts.away,score,pts.home,New Orleans
6:47.0,,,11-7,,Shooting foul by T. Duncan (drawn by O. Asik)
6:47.0,,,11-7,,I. Smith enters the game for J. Holiday
6:47.0,,,11-8,1,O. Asik makes free throw 1 of 2
6:47.0,Violation by D. Green (lane),,11-8,,
6:47.0,,,11-8,,O. Asik misses free throw 2 of 2
6:46.0,Defensive rebound by B. Diaw,,11-8,,
6:32.0,B. Diaw misses 2-pt shot from 14 ft,,11-8,,
6:30.0,Offensive rebound by B. Diaw,,11-8,,
6:23.0,T. Duncan misses 2-pt shot from 14 ft,,11-8,,
6:22.0,,,11-8,,Defensive rebound by A. Davis
6:08.0,,,11-10,2,A. Davis makes 2-pt shot from 16 ft (assist by I. Smith)
5:49.0,B. Diaw makes 2-pt shot from 1 ft,2,13-10,,
5:32.0,,,13-10,,Turnover by I. Smith (lost ball)
5:32.0,P. Mills enters the game for D. Green,,13-10,,
5:32.0,,,13-10,,A. Ajinca enters the game for O. Asik
5:32.0,D. West enters the game for T. Parker,,13-10,,
5:32.0,R. Butler enters the game for T. Duncan,,13-10,,
5:22.0,Turnover by P. Mills (bad pass; steal by A. Gee),,13-10,,
5:16.0,,,13-12,2,A. Gee makes 2-pt shot from 1 ft
5:02.0,Turnover by R. Butler (turnover),,13-12,,
4:54.0,,,13-14,2,A. Davis makes 2-pt shot from 19 ft
4:32.0,K. Leonard misses 2-pt shot from 2 ft,,13-14,,
4:32.0,,,13-14,,Defensive rebound by A. Gee
4:22.0,,,13-14,,A. Ajinca misses 2-pt shot from 20 ft
4:21.0,Defensive rebound by B. Diaw,,13-14,,
4:05.0,P. Mills misses 3-pt shot from 23 ft,,13-14,,
4:05.0,,,13-14,,Defensive rebound by A. Ajinca
3:54.0,,,13-14,,A. Davis misses 2-pt shot from 16 ft
3:53.0,Defensive rebound by D. West,,13-14,,
3:40.0,P. Mills misses 2-pt shot from 20 ft,,13-14,,
3:39.0,,,13-14,,Defensive rebound by A. Davis
3:30.0,,,13-14,,I. Smith misses 2-pt shot from 3 ft
3:29.0,Defensive rebound by P. Mills,,13-14,,
3:26.0,,,13-14,,Personal foul by I. Smith (drawn by P. Mills)
3:26.0,San Antonio full timeout,,13-14,,
3:16.0,K. Leonard makes 3-pt shot from 24 ft (assist by P. Mills),3,16-14,,
2:53.0,,,16-14,,A. Davis misses 2-pt shot from 17 ft
2:52.0,,,16-14,,Offensive rebound by Team
2:50.0,,,16-14,,Shooting foul by B. Diaw (drawn by A. Ajinca)
2:50.0,,,16-15,1,A. Ajinca makes free throw 1 of 2
2:50.0,,,16-15,,R. Anderson enters the game for A. Davis
2:50.0,,,16-15,,D. Cunningham enters the game for A. Gee
2:50.0,,,16-16,1,A. Ajinca makes free throw 2 of 2
2:39.0,Turnover by B. Diaw (lost ball; steal by E. Gordon),,16-16,,
2:35.0,Personal foul by P. Mills (drawn by E. Gordon),,16-16,,
2:35.0,,,16-17,1,E. Gordon makes free throw 1 of 2
2:35.0,D. Green enters the game for K. Leonard,,16-17,,
2:35.0,,,16-18,1,E. Gordon makes free throw 2 of 2
2:23.0,D. West makes 2-pt shot from 19 ft (assist by B. Diaw),2,18-18,,
2:10.0,,,18-18,,Offensive foul by I. Smith
2:10.0,,,18-18,,Turnover by I. Smith (offensive foul)
1:57.0,,,18-18,,Personal foul by A. Ajinca (drawn by D. West)
1:51.0,Turnover by P. Mills (turnover),,18-18,,
1:33.0,,,18-18,,Shooting foul by D. West (drawn by A. Ajinca)
1:33.0,,,18-19,1,A. Ajinca makes free throw 1 of 2
1:33.0,,,18-19,,T. Douglas enters the game for I. Smith
1:33.0,,,18-20,1,A. Ajinca makes free throw 2 of 2
1:19.0,R. Butler misses 2-pt shot from 18 ft,,18-20,,
1:18.0,,,18-20,,Defensive rebound by T. Douglas
1:06.0,,,18-20,,R. Anderson misses 3-pt shot from 26 ft
1:05.0,Defensive rebound by R. Butler,,18-20,,
0:44.0,D. Green misses 2-pt shot from 16 ft,,18-20,,
0:44.0,,,18-20,,Defensive rebound by D. Cunningham
0:38.0,Personal foul by R. Butler (drawn by E. Gordon),,18-20,,
0:38.0,,,18-21,1,E. Gordon makes free throw 1 of 2
0:38.0,,,18-22,1,E. Gordon makes free throw 2 of 2
0:31.0,P. Mills misses 3-pt shot from 24 ft,,18-22,,
0:29.0,,,18-22,,Defensive rebound by R. Anderson
0:11.0,,,18-22,,A. Ajinca misses 2-pt shot from 17 ft
0:10.0,Defensive rebound by B. Diaw,,18-22,,
0:00.0,R. Butler makes 2-pt shot from 19 ft (assist by P. Mills),2,20-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,20-25,3,R. Anderson makes 3-pt shot from 26 ft (assist by J. Holiday)
11:44.0,San Antonio full timeout,,20-25,,
11:21.0,D. Green misses 2-pt shot from 3 ft,,20-25,,
11:20.0,,,20-25,,Defensive rebound by T. Douglas
11:01.0,,,20-27,2,J. Holiday makes 2-pt shot from 22 ft (assist by A. Davis)
10:45.0,R. Butler misses 3-pt shot from 24 ft,,20-27,,
10:44.0,Offensive rebound by D. West,,20-27,,
10:39.0,L. Aldridge misses 2-pt shot from 20 ft,,20-27,,
10:39.0,,,20-27,,Defensive rebound by J. Holiday
10:31.0,,,20-27,,Shooting foul by D. West (drawn by J. Holiday)
10:31.0,,,20-28,1,J. Holiday makes free throw 1 of 2
10:31.0,K. Anderson enters the game for P. Mills,,20-28,,
10:31.0,T. Parker enters the game for D. West,,20-28,,
10:31.0,T. Duncan enters the game for R. Butler,,20-28,,
10:31.0,,,20-29,1,J. Holiday makes free throw 2 of 2
10:13.0,,,20-29,,Personal block foul by J. Holiday (drawn by D. Green)
10:04.0,L. Aldridge misses 2-pt shot from 4 ft,,20-29,,
10:02.0,,,20-29,,Defensive rebound by D. Cunningham
9:54.0,,,20-29,,D. Cunningham misses 3-pt shot from 23 ft
9:53.0,Defensive rebound by D. Green,,20-29,,
9:39.0,D. Green makes 3-pt shot from 25 ft (assist by K. Anderson),3,23-29,,
9:21.0,,,23-31,2,R. Anderson makes 2-pt shot at rim (assist by J. Holiday)
8:57.0,Shooting foul by J. Holiday (drawn by K. Anderson),,23-31,,
8:57.0,K. Anderson misses free throw 1 of 2,,23-31,,
8:57.0,Offensive rebound by Team,,23-31,,
8:57.0,K. Leonard enters the game for D. Green,,23-31,,
8:57.0,K. Anderson makes free throw 2 of 2,1,24-31,,
8:48.0,,,24-31,,T. Douglas misses 2-pt shot from 1 ft (block by K. Leonard)
8:47.0,Defensive rebound by L. Aldridge,,24-31,,
8:40.0,K. Anderson misses 2-pt shot from 2 ft,,24-31,,
8:37.0,Offensive rebound by L. Aldridge,,24-31,,
8:37.0,L. Aldridge makes 2-pt shot from 2 ft,2,26-31,,
8:28.0,,,26-33,2,D. Cunningham makes 2-pt shot from 2 ft (assist by J. Holiday)
8:07.0,T. Duncan misses 2-pt shot from 10 ft,,26-33,,
8:07.0,,,26-33,,Defensive rebound by A. Davis
8:00.0,,,26-33,,J. Holiday misses 3-pt shot from 25 ft
8:00.0,,,26-33,,Offensive rebound by T. Douglas
7:51.0,,,26-33,,T. Douglas misses 2-pt shot from 16 ft
7:50.0,Defensive rebound by K. Anderson,,26-33,,
7:40.0,K. Leonard misses 3-pt shot from 23 ft,,26-33,,
7:40.0,,,26-33,,Defensive rebound by A. Davis
7:30.0,,,26-33,,R. Anderson misses 2-pt shot from 17 ft
7:28.0,Defensive rebound by K. Leonard,,26-33,,
7:18.0,K. Leonard makes 2-pt shot from 5 ft,2,28-33,,
6:55.0,,,28-33,,J. Holiday misses 2-pt shot from 5 ft (block by K. Anderson)
6:52.0,Defensive rebound by K. Anderson,,28-33,,
6:46.0,K. Leonard misses 2-pt shot from 1 ft,,28-33,,
6:45.0,,,28-33,,Defensive rebound by T. Douglas
6:40.0,,,28-36,3,R. Anderson makes 3-pt shot from 25 ft (assist by T. Douglas)
6:11.0,,,28-36,,Personal foul by D. Cunningham (drawn by K. Leonard)
6:11.0,,,28-36,,I. Smith enters the game for T. Douglas
6:11.0,,,28-36,,E. Gordon enters the game for D. Cunningham
6:11.0,D. Green enters the game for K. Anderson,,28-36,,
5:58.0,T. Duncan misses 2-pt shot from 3 ft,,28-36,,
5:57.0,Offensive rebound by L. Aldridge,,28-36,,
5:57.0,L. Aldridge makes 2-pt shot from 1 ft,2,30-36,,
5:43.0,Official timeout,,30-36,,
5:43.0,,,30-36,,D. Cunningham enters the game for J. Holiday
5:29.0,,,30-36,,A. Davis misses 2-pt shot from 22 ft
5:29.0,Defensive rebound by D. Green,,30-36,,
5:17.0,K. Leonard misses 2-pt shot from 5 ft,,30-36,,
5:16.0,,,30-36,,Defensive rebound by A. Davis
5:03.0,,,30-39,3,R. Anderson makes 3-pt shot from 26 ft (assist by I. Smith)
4:47.0,D. Green misses 2-pt shot from 19 ft,,30-39,,
4:46.0,,,30-39,,Defensive rebound by A. Davis
4:34.0,,,30-39,,R. Anderson misses 2-pt shot from 15 ft
4:31.0,Defensive rebound by D. Green,,30-39,,
4:23.0,T. Duncan misses 2-pt shot from 2 ft,,30-39,,
4:23.0,,,30-39,,Defensive rebound by A. Davis
4:23.0,Personal foul by T. Duncan (drawn by A. Davis),,30-39,,
4:15.0,,,30-39,,Turnover by D. Cunningham (bad pass; steal by K. Leonard)
4:05.0,K. Leonard makes 2-pt shot from 15 ft (assist by T. Duncan),2,32-39,,
3:49.0,,,32-39,,D. Cunningham misses 2-pt shot from 8 ft
3:49.0,,,32-39,,Offensive rebound by Team
3:36.0,,,32-39,,A. Davis misses 2-pt shot at rim (block by T. Duncan)
3:36.0,Defensive rebound by T. Parker,,32-39,,
3:24.0,K. Leonard misses 2-pt shot from 11 ft,,32-39,,
3:23.0,,,32-39,,Defensive rebound by D. Cunningham
3:12.0,Personal foul by D. Green (drawn by A. Davis),,32-39,,
3:12.0,B. Diaw enters the game for T. Duncan,,32-39,,
3:00.0,,,32-42,3,R. Anderson makes 3-pt shot from 23 ft (assist by I. Smith)
2:39.0,Shooting foul by A. Davis (drawn by L. Aldridge),,32-42,,
2:39.0,,,32-42,,New Orleans full timeout
2:39.0,P. Mills enters the game for T. Parker,,32-42,,
2:39.0,L. Aldridge makes free throw 1 of 2,1,33-42,,
2:39.0,L. Aldridge makes free throw 2 of 2,1,34-42,,
2:25.0,,,34-44,2,I. Smith makes 2-pt shot from 2 ft
2:03.0,K. Leonard misses 2-pt shot from 11 ft,,34-44,,
2:02.0,,,34-44,,Defensive rebound by A. Davis
1:49.0,,,34-46,2,I. Smith makes 2-pt shot from 16 ft
1:31.0,D. Green makes 3-pt shot from 24 ft (assist by B. Diaw),3,37-46,,
1:13.0,,,37-48,2,I. Smith makes 2-pt shot from 2 ft
0:58.0,P. Mills makes 2-pt shot from 16 ft (assist by L. Aldridge),2,39-48,,
0:48.0,,,39-48,,A. Davis misses 2-pt shot from 13 ft
0:47.0,Defensive rebound by D. Green,,39-48,,
0:30.0,L. Aldridge makes 2-pt shot from 14 ft,2,41-48,,
0:06.0,,,41-48,,I. Smith misses 3-pt shot from 24 ft
0:05.0,Defensive rebound by L. Aldridge,,41-48,,
0:00.0,D. Green misses 3-pt shot from 25 ft,,41-48,,
0:00.0,Offensive rebound by Team,,41-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,41-48,,E. Gordon misses 2-pt shot from 1 ft (block by D. Green)
11:38.0,Defensive rebound by L. Aldridge,,41-48,,
11:30.0,K. Leonard misses 3-pt shot from 23 ft,,41-48,,
11:29.0,,,41-48,,Defensive rebound by O. Asik
11:17.0,,,41-48,,A. Davis misses 2-pt shot from 4 ft
11:16.0,Defensive rebound by K. Leonard,,41-48,,
11:00.0,L. Aldridge misses 2-pt shot from 11 ft,,41-48,,
11:00.0,,,41-48,,Defensive rebound by A. Davis
10:48.0,,,41-50,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
10:26.0,,,41-50,,Personal foul by O. Asik (drawn by T. Parker)
10:11.0,T. Parker makes 2-pt shot from 21 ft (assist by D. Green),2,43-50,,
9:56.0,,,43-50,,A. Davis misses 2-pt shot from 15 ft
9:55.0,Defensive rebound by T. Parker,,43-50,,
9:51.0,Shooting foul by J. Holiday (drawn by T. Parker),,43-50,,
9:51.0,T. Parker makes free throw 1 of 2,1,44-50,,
9:51.0,T. Parker makes free throw 2 of 2,1,45-50,,
9:40.0,,,45-52,2,A. Davis makes 2-pt shot from 7 ft (assist by J. Holiday)
9:24.0,T. Parker makes 2-pt shot from 4 ft (assist by D. Green),2,47-52,,
9:07.0,,,47-52,,J. Holiday misses 3-pt shot from 25 ft
9:06.0,,,47-52,,Offensive rebound by O. Asik
9:01.0,,,47-52,,E. Gordon misses 2-pt shot from 2 ft
9:01.0,Defensive rebound by L. Aldridge,,47-52,,
8:53.0,L. Aldridge makes 2-pt shot from 20 ft (assist by T. Parker),2,49-52,,
8:36.0,,,49-54,2,A. Davis makes 2-pt shot from 6 ft (assist by J. Holiday)
8:23.0,Shooting foul by O. Asik (drawn by T. Duncan),,49-54,,
8:23.0,T. Duncan makes free throw 1 of 2,1,50-54,,
8:23.0,T. Duncan makes free throw 2 of 2,1,51-54,,
8:08.0,,,51-56,2,A. Gee makes 2-pt shot from 1 ft (assist by J. Holiday)
7:55.0,T. Parker misses 2-pt shot from 20 ft,,51-56,,
7:54.0,,,51-56,,Defensive rebound by O. Asik
7:51.0,,,51-56,,Turnover by O. Asik (bad pass; steal by T. Parker)
7:40.0,L. Aldridge misses 2-pt shot from 17 ft,,51-56,,
7:39.0,,,51-56,,Defensive rebound by O. Asik
7:29.0,,,51-56,,Turnover by J. Holiday (back court)
7:29.0,,,51-56,,I. Smith enters the game for J. Holiday
7:18.0,T. Parker misses 2-pt shot from 2 ft,,51-56,,
7:17.0,,,51-56,,Defensive rebound by O. Asik
7:07.0,Personal foul by L. Aldridge (drawn by E. Gordon),,51-56,,
6:55.0,,,51-56,,A. Davis misses 2-pt shot from 5 ft
6:55.0,Defensive rebound by L. Aldridge,,51-56,,
6:48.0,L. Aldridge makes 2-pt shot from 1 ft (assist by T. Parker),2,53-56,,
6:36.0,,,53-58,2,I. Smith makes 2-pt shot from 2 ft
6:36.0,San Antonio full timeout,,53-58,,
6:36.0,,,53-58,,R. Anderson enters the game for O. Asik
6:36.0,B. Diaw enters the game for T. Duncan,,53-58,,
6:19.0,L. Aldridge makes 2-pt shot from 16 ft (assist by K. Leonard),2,55-58,,
6:03.0,Personal foul by K. Leonard (drawn by E. Gordon),,55-58,,
6:03.0,P. Mills enters the game for T. Parker,,55-58,,
5:54.0,,,55-60,2,E. Gordon makes 2-pt shot from 2 ft (assist by I. Smith)
5:36.0,P. Mills makes 3-pt shot from 26 ft (assist by L. Aldridge),3,58-60,,
5:25.0,,,58-62,2,I. Smith makes 2-pt shot from 1 ft (assist by A. Davis)
5:05.0,K. Leonard misses 2-pt shot from 10 ft,,58-62,,
5:02.0,Offensive rebound by L. Aldridge,,58-62,,
5:02.0,L. Aldridge misses 2-pt shot from 1 ft,,58-62,,
4:59.0,,,58-62,,Defensive rebound by A. Davis
4:58.0,,,58-64,2,A. Davis makes 2-pt shot from 2 ft (assist by I. Smith)
4:58.0,,,58-64,,Shooting foul by L. Aldridge (drawn by A. Davis)
4:58.0,,,58-65,1,A. Davis makes free throw 1 of 1
4:42.0,D. Green misses 2-pt shot from 16 ft,,58-65,,
4:41.0,,,58-65,,Defensive rebound by E. Gordon
4:33.0,,,58-65,,R. Anderson misses 3-pt shot from 24 ft
4:32.0,Defensive rebound by D. Green,,58-65,,
4:12.0,L. Aldridge misses 3-pt shot from 23 ft,,58-65,,
4:11.0,,,58-65,,Defensive rebound by I. Smith
3:59.0,,,58-65,,E. Gordon misses 3-pt shot from 24 ft
3:58.0,Defensive rebound by K. Leonard,,58-65,,
3:54.0,,,58-65,,Personal foul by A. Gee (drawn by K. Leonard)
3:40.0,P. Mills misses 2-pt shot from 17 ft,,58-65,,
3:40.0,,,58-65,,Defensive rebound by R. Anderson
3:30.0,,,58-67,2,R. Anderson makes 2-pt shot from 17 ft (assist by I. Smith)
3:18.0,,,58-67,,Personal foul by A. Gee (drawn by K. Leonard)
3:18.0,K. Leonard makes free throw 1 of 2,1,59-67,,
3:18.0,,,59-67,,D. Cunningham enters the game for A. Gee
3:18.0,D. West enters the game for L. Aldridge,,59-67,,
3:18.0,T. Parker enters the game for D. Green,,59-67,,
3:18.0,,,59-67,,A. Ajinca enters the game for A. Davis
3:18.0,K. Leonard misses free throw 2 of 2,,59-67,,
3:17.0,,,59-67,,Defensive rebound by A. Ajinca
3:08.0,,,59-69,2,A. Ajinca makes 2-pt shot at rim (assist by E. Gordon)
2:55.0,K. Leonard makes 2-pt shot from 2 ft,2,61-69,,
2:46.0,,,61-69,,Turnover by R. Anderson (bad pass; steal by P. Mills)
2:41.0,K. Leonard makes 2-pt shot at rim (assist by P. Mills),2,63-69,,
2:28.0,Personal foul by T. Parker (drawn by E. Gordon),,63-69,,
2:28.0,,,63-69,,New Orleans full timeout
2:20.0,,,63-69,,R. Anderson misses 3-pt shot from 25 ft
2:17.0,,,63-69,,Offensive rebound by D. Cunningham
2:17.0,,,63-69,,D. Cunningham misses 2-pt shot from 2 ft
2:15.0,Defensive rebound by K. Leonard,,63-69,,
2:11.0,,,63-69,,Personal foul by A. Ajinca (drawn by D. West)
2:11.0,D. West makes free throw 1 of 2,1,64-69,,
2:11.0,D. West misses free throw 2 of 2,,64-69,,
2:09.0,,,64-69,,Defensive rebound by R. Anderson
1:55.0,,,64-69,,E. Gordon misses 2-pt shot from 1 ft (block by D. West)
1:55.0,,,64-69,,Offensive rebound by Team
1:55.0,D. Green enters the game for K. Leonard,,64-69,,
1:44.0,,,64-69,,R. Anderson misses 2-pt shot from 16 ft
1:44.0,,,64-69,,Offensive rebound by D. Cunningham
1:40.0,Personal block foul by T. Parker (drawn by I. Smith),,64-69,,
1:40.0,,,64-70,1,I. Smith makes free throw 1 of 2
1:40.0,,,64-71,1,I. Smith makes free throw 2 of 2
1:28.0,P. Mills makes 3-pt shot from 25 ft (assist by D. Green),3,67-71,,
1:13.0,,,67-73,2,A. Ajinca makes 2-pt shot from 17 ft (assist by I. Smith)
0:58.0,,,67-73,,Violation by A. Ajinca (kicked ball)
0:51.0,D. West makes 2-pt shot from 1 ft (assist by B. Diaw),2,69-73,,
0:41.0,,,69-73,,T. Douglas enters the game for E. Gordon
0:35.0,,,69-75,2,R. Anderson makes 2-pt shot from 14 ft
0:28.0,B. Diaw makes 3-pt shot from 24 ft (assist by T. Parker),3,72-75,,
0:10.0,,,72-78,3,R. Anderson makes 3-pt shot from 24 ft (assist by I. Smith)
0:02.0,Shooting foul by A. Ajinca (drawn by T. Parker),,72-78,,
0:02.0,T. Parker makes free throw 1 of 2,1,73-78,,
0:02.0,T. Parker makes free throw 2 of 2,1,74-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,P. Mills makes 3-pt shot from 24 ft (assist by B. Diaw),3,77-78,,
11:30.0,,,77-81,3,R. Anderson makes 3-pt shot from 24 ft (assist by I. Smith)
11:15.0,D. Green misses 3-pt shot from 23 ft,,77-81,,
11:14.0,,,77-81,,Defensive rebound by I. Smith
11:09.0,,,77-81,,I. Smith misses 2-pt shot from 1 ft (block by P. Mills)
11:09.0,,,77-81,,Offensive rebound by Team
11:09.0,L. Aldridge enters the game for D. West,,77-81,,
11:09.0,K. Leonard enters the game for D. Green,,77-81,,
11:02.0,,,77-81,,R. Anderson misses 2-pt shot from 21 ft
11:01.0,Defensive rebound by T. Parker,,77-81,,
10:50.0,K. Leonard makes 3-pt shot from 25 ft (assist by T. Parker),3,80-81,,
10:34.0,,,80-83,2,D. Cunningham makes 2-pt shot from 1 ft
10:21.0,T. Parker makes 2-pt shot from 6 ft,2,82-83,,
10:06.0,,,82-85,2,I. Smith makes 2-pt shot from 7 ft
9:47.0,T. Parker misses 2-pt shot from 2 ft,,82-85,,
9:46.0,,,82-85,,Defensive rebound by A. Ajinca
9:32.0,,,82-85,,Turnover by R. Anderson (lost ball; steal by P. Mills)
9:32.0,Turnover by P. Mills (lost ball),,82-85,,
9:23.0,,,82-87,2,R. Anderson makes 2-pt shot from 4 ft (assist by I. Smith)
9:22.0,San Antonio full timeout,,82-87,,
9:22.0,R. McCallum enters the game for P. Mills,,82-87,,
9:22.0,,,82-87,,A. Davis enters the game for A. Ajinca
9:22.0,,,82-87,,J. Holiday enters the game for T. Douglas
9:02.0,L. Aldridge makes 2-pt shot from 3 ft,2,84-87,,
8:44.0,,,84-89,2,A. Davis makes 2-pt shot at rim (assist by I. Smith)
8:25.0,T. Parker misses 2-pt shot from 2 ft,,84-89,,
8:24.0,,,84-89,,Defensive rebound by A. Davis
8:15.0,,,84-89,,R. Anderson misses 3-pt shot from 23 ft
8:15.0,Defensive rebound by T. Parker,,84-89,,
8:06.0,L. Aldridge misses 2-pt shot from 18 ft,,84-89,,
8:05.0,,,84-89,,Defensive rebound by A. Davis
7:52.0,,,84-91,2,A. Davis makes 2-pt shot from 15 ft
7:32.0,L. Aldridge makes 2-pt shot from 8 ft,2,86-91,,
7:07.0,,,86-91,,D. Cunningham misses 3-pt shot from 22 ft
7:06.0,Defensive rebound by L. Aldridge,,86-91,,
7:00.0,T. Parker misses 2-pt shot from 2 ft (block by J. Holiday),,86-91,,
6:59.0,,,86-91,,Defensive rebound by R. Anderson
6:51.0,,,86-91,,R. Anderson misses 3-pt shot from 25 ft
6:50.0,Defensive rebound by R. McCallum,,86-91,,
6:36.0,,,86-91,,Personal foul by J. Holiday (drawn by T. Parker)
6:36.0,Technical foul by T. Parker,,86-91,,
6:36.0,,,86-92,1,A. Davis makes technical free throw
6:36.0,P. Mills enters the game for T. Parker,,86-92,,
6:22.0,K. Leonard misses 2-pt shot from 18 ft,,86-92,,
6:22.0,,,86-92,,Defensive rebound by R. Anderson
6:08.0,,,86-92,,A. Davis misses 2-pt shot at rim
6:07.0,Defensive rebound by R. McCallum,,86-92,,
6:00.0,K. Leonard misses 2-pt shot from 17 ft,,86-92,,
5:59.0,,,86-92,,Defensive rebound by J. Holiday
5:46.0,,,86-92,,A. Davis misses 2-pt shot from 2 ft
5:46.0,,,86-92,,Offensive rebound by A. Davis
5:46.0,Personal foul by R. McCallum (drawn by A. Davis),,86-92,,
5:46.0,Official timeout,,86-92,,
5:46.0,D. Green enters the game for B. Diaw,,86-92,,
5:46.0,T. Parker enters the game for R. McCallum,,86-92,,
5:34.0,,,86-92,,J. Holiday misses 2-pt shot from 3 ft (block by L. Aldridge)
5:32.0,Defensive rebound by D. Green,,86-92,,
5:24.0,,,86-92,,Personal foul by I. Smith (drawn by P. Mills)
5:24.0,,,86-92,,E. Gordon enters the game for D. Cunningham
5:13.0,L. Aldridge misses 2-pt shot from 14 ft (block by A. Davis),,86-92,,
5:12.0,,,86-92,,Defensive rebound by A. Davis
4:58.0,,,86-92,,J. Holiday misses 2-pt shot from 2 ft
4:57.0,,,86-92,,Offensive rebound by A. Davis
4:57.0,,,86-92,,A. Davis misses 2-pt shot from 1 ft
4:54.0,Defensive rebound by D. Green,,86-92,,
4:35.0,P. Mills misses 2-pt shot from 10 ft,,86-92,,
4:34.0,,,86-92,,Defensive rebound by I. Smith
4:12.0,,,86-95,3,I. Smith makes 3-pt shot from 25 ft (assist by A. Davis)
3:48.0,K. Leonard makes 2-pt shot from 14 ft,2,88-95,,
3:34.0,,,88-97,2,A. Davis makes 2-pt shot from 2 ft (assist by E. Gordon)
3:17.0,Turnover by D. Green (traveling),,88-97,,
2:59.0,,,88-100,3,E. Gordon makes 3-pt shot from 25 ft (assist by I. Smith)
2:59.0,San Antonio full timeout,,88-100,,
2:59.0,J. Simmons enters the game for K. Leonard,,88-100,,
2:59.0,B. Marjanovic enters the game for L. Aldridge,,88-100,,
2:59.0,R. McCallum enters the game for D. Green,,88-100,,
2:59.0,R. Butler enters the game for T. Parker,,88-100,,
2:59.0,K. Anderson enters the game for P. Mills,,88-100,,
2:33.0,R. Butler misses 2-pt shot from 5 ft,,88-100,,
2:30.0,,,88-100,,Defensive rebound by A. Davis
2:13.0,,,88-102,2,R. Anderson makes 2-pt shot from 16 ft (assist by I. Smith)
1:58.0,B. Marjanovic makes 2-pt shot from 13 ft,2,90-102,,
1:36.0,,,90-102,,A. Davis misses 3-pt shot from 23 ft
1:35.0,Defensive rebound by R. Butler,,90-102,,
1:31.0,Offensive foul by B. Marjanovic,,90-102,,
1:31.0,Turnover by B. Marjanovic (offensive foul),,90-102,,
1:31.0,,,90-102,,T. Douglas enters the game for J. Holiday
