time,Cleveland,pts.away,score,pts.home,Chicago
2:41.0,,,26-20,2,C. Felicio makes 2-pt shot from 1 ft (assist by D. Rose)
2:29.0,L. James makes 2-pt shot at rim (assist by K. Love),2,28-20,,
2:13.0,,,28-20,,J. Butler misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by K. Love,,28-20,,
2:05.0,C. Frye misses 3-pt shot from 24 ft,,28-20,,
2:04.0,,,28-20,,Defensive rebound by B. Portis
1:55.0,,,28-22,2,J. Butler makes 2-pt shot from 18 ft
1:36.0,K. Love makes 3-pt shot from 23 ft (assist by L. James),3,31-22,,
1:19.0,,,31-22,,D. Rose misses 2-pt shot from 13 ft
1:19.0,Defensive rebound by Team,,31-22,,
1:19.0,,,31-22,,Loose ball foul by B. Portis
1:19.0,,,31-22,,A. Brooks enters the game for D. Rose
1:19.0,,,31-22,,J. Holiday enters the game for M. Dunleavy
1:11.0,Turnover by J. Smith (lost ball),,31-22,,
0:52.0,,,31-24,2,B. Portis makes 2-pt shot from 6 ft (assist by J. Holiday)
0:41.0,Turnover by L. James (lost ball; steal by J. Butler),,31-24,,
0:31.0,,,31-24,,B. Portis misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by M. Dellavedova,,31-24,,
0:05.0,J. Smith misses 3-pt shot from 23 ft,,31-24,,
0:04.0,,,31-24,,Defensive rebound by C. Felicio
0:00.0,,,31-26,2,J. Holiday makes 2-pt shot from 1 ft (assist by C. Felicio)
0:00.0,,,31-26,,Shooting foul by J. Smith (drawn by J. Holiday)
0:00.0,,,31-26,,D. McDermott enters the game for J. Butler
0:00.0,,,31-27,1,J. Holiday makes free throw 1 of 1
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:34.0,,,31-27,,B. Portis misses 2-pt shot from 13 ft
11:32.0,,,31-27,,Offensive rebound by A. Brooks
11:27.0,,,31-29,2,D. McDermott makes 2-pt shot from 7 ft (assist by J. Holiday)
11:07.0,Turnover by T. Mozgov (3 sec),,31-29,,
10:53.0,,,31-29,,D. McDermott misses 2-pt shot from 8 ft
10:51.0,,,31-29,,Offensive rebound by Team
10:45.0,,,31-31,2,C. Felicio makes 2-pt shot from 2 ft (assist by A. Brooks)
10:31.0,K. Irving makes 2-pt shot from 2 ft,2,33-31,,
10:09.0,,,33-31,,B. Portis misses 2-pt shot from 20 ft
10:09.0,,,33-31,,Offensive rebound by Team
10:04.0,,,33-31,,D. McDermott misses 2-pt shot from 15 ft
10:03.0,,,33-31,,Offensive rebound by C. Felicio
9:55.0,,,33-31,,J. Holiday misses 2-pt shot from 19 ft
9:54.0,,,33-31,,Offensive rebound by Team
9:54.0,,,33-31,,N. Mirotic enters the game for B. Portis
9:47.0,,,33-31,,Turnover by D. McDermott (lost ball; steal by R. Jefferson)
9:42.0,Turnover by R. Jefferson (bad pass),,33-31,,
9:28.0,,,33-31,,Shooting foul by T. Mozgov (drawn by C. Felicio)
9:28.0,,,33-32,1,C. Felicio makes free throw 1 of 2
9:28.0,,,33-33,1,C. Felicio makes free throw 2 of 2
9:16.0,,,33-33,,Personal foul by D. McDermott
9:07.0,M. Dellavedova misses 3-pt shot from 25 ft,,33-33,,
9:06.0,,,33-33,,Defensive rebound by N. Mirotic
8:55.0,,,33-35,2,C. Felicio makes 2-pt shot at rim (assist by A. Brooks)
8:46.0,,,33-35,,Personal foul by J. Holiday
8:46.0,Cleveland full timeout,,33-35,,
8:38.0,K. Irving misses 2-pt shot from 7 ft (block by C. Felicio),,33-35,,
8:36.0,,,33-35,,Defensive rebound by C. Felicio
8:34.0,,,33-35,,Turnover by C. Felicio (lost ball; steal by K. Irving)
8:29.0,K. Irving misses 2-pt shot from 20 ft,,33-35,,
8:28.0,,,33-35,,Defensive rebound by N. Mirotic
8:17.0,,,33-35,,A. Brooks misses 2-pt shot from 11 ft
8:16.0,Defensive rebound by C. Frye,,33-35,,
8:10.0,,,33-35,,Personal foul by A. Brooks
8:10.0,T. Thompson enters the game for T. Mozgov,,33-35,,
8:01.0,C. Frye makes 3-pt shot from 24 ft (assist by M. Dellavedova),3,36-35,,
7:39.0,,,36-35,,N. Mirotic misses 3-pt shot from 24 ft
7:38.0,Defensive rebound by R. Jefferson,,36-35,,
7:28.0,K. Irving makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,38-35,,
7:11.0,,,38-37,2,A. Brooks makes 2-pt shot from 8 ft
6:56.0,C. Frye makes 3-pt shot from 24 ft (assist by K. Irving),3,41-37,,
6:43.0,,,41-37,,Turnover by C. Felicio (bad pass)
6:43.0,L. James enters the game for R. Jefferson,,41-37,,
6:43.0,,,41-37,,D. Rose enters the game for C. Felicio
6:43.0,,,41-37,,P. Gasol enters the game for A. Brooks
6:43.0,,,41-37,,J. Butler enters the game for J. Holiday
6:28.0,C. Frye misses 2-pt shot from 12 ft (block by N. Mirotic),,41-37,,
6:26.0,,,41-37,,Defensive rebound by P. Gasol
6:15.0,,,41-39,2,N. Mirotic makes 2-pt shot from 20 ft (assist by J. Butler)
6:04.0,K. Irving makes 2-pt shot from 1 ft,2,43-39,,
5:46.0,,,43-39,,Turnover by D. Rose (lost ball; steal by K. Irving)
5:43.0,L. James makes 2-pt shot at rim (assist by T. Thompson),2,45-39,,
5:42.0,,,45-39,,Chicago full timeout
5:42.0,,,45-39,,M. Dunleavy enters the game for D. McDermott
5:42.0,K. Love enters the game for C. Frye,,45-39,,
5:22.0,,,45-42,3,N. Mirotic makes 3-pt shot from 23 ft (assist by M. Dunleavy)
5:06.0,M. Dellavedova misses 3-pt shot from 23 ft,,45-42,,
5:06.0,Offensive rebound by Team,,45-42,,
5:06.0,J. Smith enters the game for M. Dellavedova,,45-42,,
4:57.0,K. Love misses 3-pt shot from 24 ft,,45-42,,
4:56.0,,,45-42,,Defensive rebound by P. Gasol
4:43.0,,,45-42,,J. Butler misses 2-pt shot from 21 ft
4:42.0,Defensive rebound by J. Smith,,45-42,,
4:29.0,K. Irving misses 2-pt shot from 18 ft (block by P. Gasol),,45-42,,
4:28.0,,,45-42,,Defensive rebound by N. Mirotic
4:28.0,Personal foul by K. Irving,,45-42,,
4:16.0,,,45-45,3,N. Mirotic makes 3-pt shot from 23 ft (assist by J. Butler)
3:56.0,T. Thompson misses 2-pt shot from 3 ft (block by M. Dunleavy),,45-45,,
3:54.0,,,45-45,,Defensive rebound by N. Mirotic
3:45.0,,,45-45,,N. Mirotic misses 3-pt shot from 25 ft
3:44.0,Defensive rebound by K. Love,,45-45,,
3:37.0,K. Irving makes 3-pt shot from 25 ft,3,48-45,,
3:20.0,,,48-45,,M. Dunleavy misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by K. Love,,48-45,,
3:06.0,K. Love misses 3-pt shot from 25 ft,,48-45,,
3:06.0,Offensive rebound by Team,,48-45,,
3:06.0,,,48-45,,Loose ball foul by M. Dunleavy
3:01.0,Turnover by K. Love (lost ball; steal by P. Gasol),,48-45,,
2:45.0,,,48-45,,P. Gasol misses 2-pt shot from 3 ft
2:43.0,,,48-45,,Offensive rebound by P. Gasol
2:43.0,,,48-47,2,P. Gasol makes 2-pt shot from 1 ft
2:42.0,Cleveland full timeout,,48-47,,
2:42.0,M. Dellavedova enters the game for K. Irving,,48-47,,
2:18.0,L. James misses 2-pt shot from 18 ft,,48-47,,
2:16.0,Offensive rebound by K. Love,,48-47,,
2:13.0,J. Smith misses 3-pt shot from 26 ft,,48-47,,
2:12.0,,,48-47,,Defensive rebound by P. Gasol
1:53.0,,,48-47,,N. Mirotic misses 2-pt shot from 2 ft
1:52.0,Defensive rebound by L. James,,48-47,,
1:45.0,L. James makes 2-pt shot from 2 ft,2,50-47,,
1:21.0,,,50-47,,D. Rose misses 2-pt shot from 6 ft
1:20.0,Defensive rebound by K. Love,,50-47,,
1:13.0,J. Smith makes 2-pt shot from 9 ft,2,52-47,,
1:13.0,Shooting foul by M. Dunleavy (drawn by J. Smith),,52-47,,
1:13.0,J. Smith misses free throw 1 of 1,,52-47,,
1:11.0,,,52-47,,Defensive rebound by P. Gasol
0:58.0,,,52-47,,D. Rose misses 2-pt shot from 12 ft
0:56.0,Defensive rebound by J. Smith,,52-47,,
0:42.0,J. Smith misses 3-pt shot from 25 ft,,52-47,,
0:41.0,,,52-47,,Defensive rebound by D. Rose
0:37.0,,,52-47,,Shooting foul by M. Dellavedova (drawn by J. Butler)
0:37.0,,,52-48,1,J. Butler makes free throw 1 of 2
0:37.0,,,52-48,,B. Portis enters the game for N. Mirotic
0:37.0,,,52-48,,J. Holiday enters the game for M. Dunleavy
0:37.0,,,52-49,1,J. Butler makes free throw 2 of 2
0:24.0,Shooting foul by J. Butler (drawn by L. James),,52-49,,
0:24.0,L. James makes free throw 1 of 2,1,53-49,,
0:24.0,,,53-49,,N. Mirotic enters the game for B. Portis
0:24.0,,,53-49,,D. McDermott enters the game for J. Holiday
0:24.0,R. Jefferson enters the game for K. Love,,53-49,,
0:24.0,L. James makes free throw 2 of 2,1,54-49,,
0:05.0,,,54-49,,D. Rose misses 2-pt shot from 3 ft (block by L. James)
0:03.0,,,54-49,,Offensive rebound by N. Mirotic
0:03.0,,,54-52,3,N. Mirotic makes 3-pt shot from 23 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,54-54,2,P. Gasol makes 2-pt shot from 9 ft
11:47.0,,,54-54,,Shooting foul by T. Thompson (drawn by P. Gasol)
11:47.0,,,54-55,1,P. Gasol makes free throw 1 of 1
11:30.0,T. Thompson misses 2-pt shot from 1 ft,,54-55,,
11:29.0,,,54-55,,Defensive rebound by M. Dunleavy
11:19.0,,,54-55,,Offensive foul by J. Butler
11:19.0,,,54-55,,Turnover by J. Butler (offensive foul)
10:57.0,L. James makes 3-pt shot from 24 ft (assist by J. Smith),3,57-55,,
10:38.0,,,57-57,2,N. Mirotic makes 2-pt shot from 20 ft (assist by P. Gasol)
10:16.0,K. Love misses 2-pt shot from 15 ft,,57-57,,
10:13.0,Offensive rebound by T. Thompson,,57-57,,
10:11.0,J. Smith makes 3-pt shot from 24 ft (assist by T. Thompson),3,60-57,,
9:59.0,,,60-57,,Turnover by P. Gasol (lost ball)
9:42.0,K. Irving misses 2-pt shot from 19 ft,,60-57,,
9:42.0,,,60-57,,Defensive rebound by N. Mirotic
9:42.0,Personal foul by T. Thompson,,60-57,,
9:27.0,,,60-57,,Turnover by P. Gasol (lost ball)
9:07.0,J. Smith makes 3-pt shot from 24 ft,3,63-57,,
8:54.0,,,63-57,,D. Rose misses 2-pt shot from 18 ft
8:53.0,,,63-57,,Offensive rebound by P. Gasol
8:36.0,,,63-57,,J. Butler misses 2-pt shot from 6 ft
8:36.0,,,63-57,,Offensive rebound by Team
8:36.0,Loose ball foul by K. Love,,63-57,,
8:30.0,,,63-57,,N. Mirotic misses 3-pt shot from 25 ft
8:29.0,Defensive rebound by T. Thompson,,63-57,,
8:24.0,Shooting foul by N. Mirotic (drawn by K. Love),,63-57,,
8:24.0,K. Love makes free throw 1 of 2,1,64-57,,
8:24.0,K. Love misses free throw 2 of 2,,64-57,,
8:23.0,,,64-57,,Defensive rebound by P. Gasol
8:03.0,,,64-57,,J. Butler misses 2-pt shot from 18 ft
8:02.0,Defensive rebound by T. Thompson,,64-57,,
7:43.0,K. Love makes 2-pt shot at rim (assist by L. James),2,66-57,,
7:43.0,Shooting foul by P. Gasol (drawn by K. Love),,66-57,,
7:43.0,,,66-57,,Chicago full timeout
7:43.0,,,66-57,,B. Portis enters the game for N. Mirotic
7:43.0,K. Love makes free throw 1 of 1,1,67-57,,
7:32.0,,,67-59,2,P. Gasol makes 2-pt shot from 2 ft
7:14.0,L. James makes 3-pt shot from 25 ft (assist by J. Smith),3,70-59,,
6:56.0,,,70-59,,J. Butler misses 2-pt shot from 19 ft
6:55.0,Defensive rebound by K. Love,,70-59,,
6:48.0,J. Smith misses 2-pt shot from 19 ft,,70-59,,
6:48.0,,,70-59,,Defensive rebound by Team
6:48.0,Loose ball foul by T. Thompson,,70-59,,
6:39.0,,,70-61,2,D. Rose makes 2-pt shot from 9 ft
6:26.0,K. Irving misses 2-pt shot from 21 ft,,70-61,,
6:25.0,,,70-61,,Defensive rebound by B. Portis
6:16.0,,,70-61,,Offensive foul by P. Gasol
6:16.0,,,70-61,,Turnover by P. Gasol (offensive foul)
6:08.0,Offensive foul by L. James,,70-61,,
6:08.0,Turnover by L. James (offensive foul),,70-61,,
5:58.0,,,70-63,2,D. Rose makes 2-pt shot from 14 ft
5:58.0,Cleveland full timeout,,70-63,,
5:35.0,K. Irving misses 2-pt shot from 10 ft,,70-63,,
5:33.0,,,70-63,,Defensive rebound by P. Gasol
5:28.0,,,70-63,,B. Portis misses 2-pt shot from 2 ft
5:27.0,,,70-63,,Offensive rebound by B. Portis
5:27.0,,,70-63,,B. Portis misses 2-pt shot from 2 ft
5:26.0,Defensive rebound by K. Love,,70-63,,
5:07.0,K. Love misses 2-pt shot from 13 ft,,70-63,,
5:07.0,Offensive rebound by T. Thompson,,70-63,,
5:07.0,Shooting foul by P. Gasol (drawn by T. Thompson),,70-63,,
5:07.0,T. Thompson misses free throw 1 of 2,,70-63,,
5:07.0,Offensive rebound by Team,,70-63,,
5:07.0,T. Thompson makes free throw 2 of 2,1,71-63,,
4:46.0,,,71-63,,M. Dunleavy misses 3-pt shot from 23 ft
4:44.0,Defensive rebound by L. James,,71-63,,
4:33.0,L. James misses 2-pt shot at rim,,71-63,,
4:32.0,Offensive rebound by L. James,,71-63,,
4:32.0,L. James makes 2-pt shot at rim,2,73-63,,
4:18.0,,,73-65,2,J. Butler makes 2-pt shot from 12 ft
3:54.0,K. Love misses 2-pt shot from 6 ft,,73-65,,
3:53.0,,,73-65,,Defensive rebound by P. Gasol
3:43.0,Personal foul by J. Smith,,73-65,,
3:43.0,,,73-66,1,P. Gasol makes free throw 1 of 2
3:43.0,M. Dellavedova enters the game for K. Irving,,73-66,,
3:43.0,,,73-66,,A. Brooks enters the game for D. Rose
3:43.0,,,73-66,,J. Holiday enters the game for M. Dunleavy
3:43.0,,,73-66,,P. Gasol misses free throw 2 of 2
3:42.0,Defensive rebound by T. Thompson,,73-66,,
3:21.0,J. Smith makes 3-pt shot from 25 ft (assist by M. Dellavedova),3,76-66,,
3:07.0,,,76-69,3,J. Butler makes 3-pt shot from 24 ft
2:48.0,K. Love misses 3-pt shot from 25 ft,,76-69,,
2:46.0,Offensive rebound by L. James,,76-69,,
2:46.0,,,76-69,,Personal foul by P. Gasol
2:46.0,C. Frye enters the game for K. Love,,76-69,,
2:46.0,,,76-69,,C. Felicio enters the game for P. Gasol
2:39.0,M. Dellavedova misses 2-pt shot from 12 ft,,76-69,,
2:39.0,Offensive rebound by Team,,76-69,,
2:39.0,,,76-69,,Loose ball foul by C. Felicio
2:39.0,T. Thompson misses free throw 1 of 2,,76-69,,
2:39.0,Offensive rebound by Team,,76-69,,
2:39.0,T. Thompson misses free throw 2 of 2,,76-69,,
2:35.0,,,76-69,,Defensive rebound by B. Portis
2:17.0,,,76-69,,J. Holiday misses 2-pt shot from 13 ft
2:16.0,,,76-69,,Offensive rebound by C. Felicio
2:16.0,,,76-71,2,C. Felicio makes 2-pt shot from 2 ft
1:58.0,Turnover by M. Dellavedova (lost ball; steal by A. Brooks),,76-71,,
1:54.0,,,76-74,3,A. Brooks makes 3-pt shot from 24 ft
1:32.0,J. Smith misses 3-pt shot from 24 ft,,76-74,,
1:30.0,,,76-74,,Defensive rebound by Team
1:21.0,Personal foul by C. Frye,,76-74,,
1:21.0,,,76-75,1,J. Butler makes free throw 1 of 2
1:21.0,T. Mozgov enters the game for T. Thompson,,76-75,,
1:21.0,,,76-76,1,J. Butler makes free throw 2 of 2
1:07.0,L. James makes 3-pt shot from 24 ft (assist by J. Smith),3,79-76,,
0:42.0,,,79-79,3,J. Butler makes 3-pt shot from 25 ft (assist by A. Brooks)
0:31.0,C. Frye misses 3-pt shot from 25 ft,,79-79,,
0:30.0,,,79-79,,Defensive rebound by J. Holiday
0:20.0,,,79-79,,J. Butler misses 2-pt shot from 1 ft (block by T. Mozgov)
0:18.0,Defensive rebound by J. Smith,,79-79,,
0:02.0,L. James makes 3-pt shot from 24 ft,3,82-79,,
0:00.0,,,82-79,,A. Brooks misses 3-pt shot from 70 ft
0:00.0,,,82-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,K. Irving misses 2-pt shot from 21 ft,,82-79,,
11:44.0,Offensive rebound by Team,,82-79,,
11:37.0,R. Jefferson misses 2-pt shot from 1 ft,,82-79,,
11:35.0,,,82-79,,Defensive rebound by D. McDermott
11:14.0,,,82-82,3,D. McDermott makes 3-pt shot from 25 ft (assist by J. Holiday)
10:47.0,Shooting foul by D. McDermott (drawn by T. Mozgov),,82-82,,
10:47.0,T. Mozgov makes free throw 1 of 2,1,83-82,,
10:47.0,T. Mozgov makes free throw 2 of 2,1,84-82,,
10:28.0,,,84-84,2,C. Felicio makes 2-pt shot at rim (assist by J. Holiday)
10:11.0,Turnover by K. Irving (lost ball; steal by J. Holiday),,84-84,,
10:09.0,Personal foul by C. Frye,,84-84,,
10:09.0,,,84-85,1,J. Holiday makes free throw 1 of 2
10:09.0,,,84-86,1,J. Holiday makes free throw 2 of 2
9:52.0,C. Frye misses 3-pt shot from 24 ft,,84-86,,
9:50.0,,,84-86,,Defensive rebound by D. McDermott
9:35.0,,,84-86,,Shooting foul by R. Jefferson (drawn by D. McDermott)
9:35.0,,,84-86,,D. McDermott misses free throw 1 of 2
9:35.0,,,84-86,,Offensive rebound by Team
9:35.0,,,84-87,1,D. McDermott makes free throw 2 of 2
9:13.0,Turnover by K. Irving (lost ball; steal by J. Holiday),,84-87,,
9:09.0,,,84-87,,Shooting foul by M. Dellavedova (drawn by J. Holiday)
9:09.0,Cleveland full timeout,,84-87,,
9:09.0,T. Thompson enters the game for C. Frye,,84-87,,
9:09.0,K. Love enters the game for T. Mozgov,,84-87,,
9:09.0,,,84-88,1,J. Holiday makes free throw 1 of 2
9:09.0,,,84-89,1,J. Holiday makes free throw 2 of 2
8:55.0,K. Irving misses 2-pt shot from 1 ft (block by C. Felicio),,84-89,,
8:53.0,,,84-89,,Defensive rebound by D. McDermott
8:36.0,,,84-89,,J. Holiday misses 3-pt shot from 25 ft
8:32.0,,,84-89,,Offensive rebound by B. Portis
8:24.0,,,84-91,2,A. Brooks makes 2-pt shot from 2 ft
7:58.0,K. Love misses 2-pt shot from 11 ft,,84-91,,
7:57.0,,,84-91,,Defensive rebound by J. Holiday
7:50.0,,,84-91,,Turnover by B. Portis (bad pass)
7:50.0,,,84-91,,J. Butler enters the game for D. McDermott
7:50.0,L. James enters the game for M. Dellavedova,,84-91,,
7:50.0,J. Smith enters the game for R. Jefferson,,84-91,,
7:26.0,Turnover by Team (shot clock),,84-91,,
7:05.0,,,84-93,2,C. Felicio makes 2-pt shot at rim (assist by J. Butler)
6:37.0,K. Love misses 2-pt shot from 18 ft,,84-93,,
6:36.0,,,84-93,,Defensive rebound by C. Felicio
6:27.0,,,84-95,2,A. Brooks makes 2-pt shot from 5 ft
6:25.0,Cleveland full timeout,,84-95,,
6:24.0,,,84-95,,D. Rose enters the game for A. Brooks
6:19.0,M. Dellavedova enters the game for T. Thompson,,84-95,,
6:10.0,J. Smith misses 3-pt shot from 25 ft,,84-95,,
6:09.0,,,84-95,,Defensive rebound by D. Rose
5:51.0,,,84-97,2,J. Butler makes 2-pt shot from 10 ft
5:35.0,Turnover by K. Irving (lost ball; steal by J. Butler),,84-97,,
5:17.0,,,84-97,,J. Butler misses 2-pt shot from 15 ft
5:16.0,Defensive rebound by M. Dellavedova,,84-97,,
5:05.0,Turnover by L. James (lost ball; steal by J. Butler),,84-97,,
4:59.0,,,84-97,,Turnover by J. Butler (lost ball; steal by M. Dellavedova)
4:54.0,Shooting foul by J. Butler (drawn by L. James),,84-97,,
4:54.0,L. James makes free throw 1 of 2,1,85-97,,
4:54.0,L. James misses free throw 2 of 2,,85-97,,
4:52.0,,,85-97,,Defensive rebound by B. Portis
4:39.0,,,85-97,,Turnover by D. Rose (lost ball; steal by J. Smith)
4:28.0,L. James misses 3-pt shot from 26 ft,,85-97,,
4:27.0,Offensive rebound by K. Love,,85-97,,
4:22.0,K. Irving misses 3-pt shot from 25 ft,,85-97,,
4:21.0,,,85-97,,Defensive rebound by B. Portis
4:03.0,,,85-97,,J. Holiday misses 3-pt shot from 24 ft
4:02.0,Defensive rebound by K. Love,,85-97,,
3:49.0,,,85-97,,Personal foul by C. Felicio
3:39.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by K. Irving),3,88-97,,
3:11.0,,,88-97,,J. Holiday misses 3-pt shot from 25 ft
3:10.0,,,88-97,,Offensive rebound by B. Portis
2:58.0,,,88-99,2,D. Rose makes 2-pt shot from 18 ft
2:33.0,L. James makes 2-pt shot from 16 ft (assist by K. Love),2,90-99,,
2:05.0,,,90-99,,D. Rose misses 3-pt shot from 26 ft
2:04.0,Defensive rebound by L. James,,90-99,,
1:57.0,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving),3,93-99,,
1:57.0,,,93-99,,Chicago full timeout
1:57.0,,,93-99,,M. Dunleavy enters the game for B. Portis
1:42.0,,,93-101,2,J. Butler makes 2-pt shot at rim
1:42.0,,,93-101,,Shooting foul by K. Love (drawn by J. Butler)
1:42.0,,,93-102,1,J. Butler makes free throw 1 of 1
1:31.0,J. Smith makes 3-pt shot from 24 ft (assist by K. Irving),3,96-102,,
1:15.0,,,96-104,2,C. Felicio makes 2-pt shot from 3 ft (assist by J. Butler)
1:15.0,Cleveland full timeout,,96-104,,
1:03.0,,,96-104,,Personal foul by C. Felicio
0:59.0,M. Dellavedova misses 3-pt shot from 25 ft,,96-104,,
0:59.0,Offensive rebound by Team,,96-104,,
0:58.0,K. Love makes 3-pt shot from 23 ft (assist by K. Irving),3,99-104,,
0:39.0,,,99-104,,Chicago full timeout
0:36.0,,,99-104,,J. Butler misses 3-pt shot from 22 ft
