time,Detroit,pts.away,score,pts.home,New York
2:10.0,Official timeout,,40-47,,
2:10.0,,,40-48,1,R. Lopez makes free throw 1 of 2
2:10.0,,,40-49,1,R. Lopez makes free throw 2 of 2
1:55.0,R. Jackson misses 3-pt shot from 25 ft,,40-49,,
1:54.0,,,40-49,,Defensive rebound by C. Anthony
1:31.0,,,40-49,,Shooting foul by M. Morris (drawn by C. Anthony)
1:31.0,,,40-49,,C. Anthony misses free throw 1 of 2
1:31.0,,,40-49,,Offensive rebound by Team
1:31.0,,,40-49,,L. Thomas enters the game for D. Williams
1:31.0,J. Harper enters the game for M. Morris,,40-49,,
1:31.0,,,40-50,1,C. Anthony makes free throw 2 of 2
1:19.0,A. Drummond makes 2-pt shot from 5 ft (assist by R. Jackson),2,42-50,,
1:01.0,,,42-50,,L. Thomas misses 2-pt shot from 19 ft
1:00.0,,,42-50,,Offensive rebound by R. Lopez
1:00.0,,,42-52,2,R. Lopez makes 2-pt shot from 1 ft
0:48.0,Turnover by R. Jackson (lost ball; steal by J. Calderon),,42-52,,
0:42.0,,,42-55,3,J. Calderon makes 3-pt shot from 25 ft (assist by A. Afflalo)
0:24.0,J. Harper misses 3-pt shot from 25 ft,,42-55,,
0:23.0,,,42-55,,Defensive rebound by J. Calderon
0:04.0,,,42-57,2,R. Lopez makes 2-pt shot from 8 ft (assist by J. Calderon)
0:00.0,R. Jackson misses 3-pt shot from 41 ft,,42-57,,
0:00.0,Offensive rebound by Team,,42-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,42-57,,A. Afflalo misses 3-pt shot from 26 ft
11:38.0,Defensive rebound by R. Jackson,,42-57,,
11:25.0,T. Harris makes 2-pt shot from 4 ft,2,44-57,,
11:09.0,,,44-57,,D. Williams misses 3-pt shot from 26 ft
11:08.0,Defensive rebound by A. Drummond,,44-57,,
10:45.0,R. Jackson misses 2-pt shot from 18 ft,,44-57,,
10:44.0,,,44-57,,Defensive rebound by D. Williams
10:35.0,Personal foul by M. Morris (drawn by R. Lopez),,44-57,,
10:35.0,J. Harper enters the game for M. Morris,,44-57,,
10:21.0,,,44-59,2,D. Williams makes 2-pt shot from 1 ft (assist by C. Anthony)
9:53.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson),2,46-59,,
9:40.0,,,46-59,,A. Afflalo misses 2-pt shot from 17 ft
9:39.0,Defensive rebound by A. Drummond,,46-59,,
9:27.0,T. Harris makes 2-pt shot from 1 ft,2,48-59,,
9:27.0,Shooting foul by D. Williams (drawn by T. Harris),,48-59,,
9:27.0,T. Harris misses free throw 1 of 1,,48-59,,
9:26.0,,,48-59,,Defensive rebound by A. Afflalo
9:15.0,,,48-59,,C. Anthony misses 2-pt shot from 9 ft
9:13.0,Defensive rebound by T. Harris,,48-59,,
9:07.0,R. Jackson makes 2-pt shot from 1 ft,2,50-59,,
9:06.0,,,50-59,,New York full timeout
8:53.0,,,50-59,,Shooting foul by R. Jackson (drawn by J. Calderon)
8:53.0,,,50-60,1,J. Calderon makes free throw 1 of 2
8:53.0,,,50-61,1,J. Calderon makes free throw 2 of 2
8:42.0,R. Jackson misses 3-pt shot from 25 ft,,50-61,,
8:41.0,,,50-61,,Defensive rebound by A. Afflalo
8:23.0,,,50-61,,Shooting foul by K. Caldwell-Pope (drawn by D. Williams)
8:23.0,,,50-62,1,D. Williams makes free throw 1 of 2
8:23.0,,,50-63,1,D. Williams makes free throw 2 of 2
8:10.0,T. Harris makes 2-pt shot from 1 ft,2,52-63,,
7:52.0,,,52-63,,Shooting foul by J. Harper (drawn by D. Williams)
7:52.0,,,52-65,2,D. Williams makes 2-pt shot from 1 ft
7:52.0,,,52-66,1,D. Williams makes free throw 1 of 1
7:31.0,A. Drummond misses 2-pt shot from 10 ft,,52-66,,
7:30.0,,,52-66,,Defensive rebound by R. Lopez
7:26.0,,,52-66,,Shooting foul by J. Harper (drawn by D. Williams)
7:26.0,,,52-67,1,D. Williams makes free throw 1 of 2
7:26.0,R. Bullock enters the game for J. Harper,,52-67,,
7:26.0,,,52-67,,D. Williams misses free throw 2 of 2
7:25.0,Defensive rebound by A. Drummond,,52-67,,
7:17.0,Shooting foul by J. Calderon (drawn by R. Jackson),,52-67,,
7:17.0,R. Jackson makes free throw 1 of 2,1,53-67,,
7:17.0,R. Jackson makes free throw 2 of 2,1,54-67,,
6:53.0,,,54-67,,C. Anthony misses 3-pt shot from 29 ft
6:52.0,Defensive rebound by R. Bullock,,54-67,,
6:46.0,R. Jackson misses 3-pt shot from 25 ft,,54-67,,
6:45.0,,,54-67,,Defensive rebound by D. Williams
6:36.0,,,54-67,,J. Calderon misses 3-pt shot from 26 ft
6:35.0,Defensive rebound by K. Caldwell-Pope,,54-67,,
6:22.0,R. Jackson misses 2-pt shot from 1 ft,,54-67,,
6:21.0,Offensive rebound by A. Drummond,,54-67,,
6:20.0,A. Drummond makes 2-pt shot at rim,2,56-67,,
5:54.0,,,56-67,,D. Williams misses 3-pt shot from 25 ft
5:53.0,Defensive rebound by T. Harris,,56-67,,
5:48.0,T. Harris makes 2-pt shot from 2 ft,2,58-67,,
5:48.0,Shooting foul by C. Anthony (drawn by T. Harris),,58-67,,
5:48.0,T. Harris makes free throw 1 of 1,1,59-67,,
5:30.0,,,59-70,3,C. Anthony makes 3-pt shot from 25 ft (assist by A. Afflalo)
5:18.0,R. Jackson misses 2-pt shot from 1 ft (block by R. Lopez),,59-70,,
5:17.0,Offensive rebound by Team,,59-70,,
5:17.0,,,59-70,,L. Thomas enters the game for D. Williams
5:06.0,R. Jackson misses 3-pt shot from 26 ft,,59-70,,
5:05.0,,,59-70,,Defensive rebound by L. Thomas
4:54.0,,,59-72,2,R. Lopez makes 2-pt shot at rim (assist by C. Anthony)
4:37.0,T. Harris misses 3-pt shot from 23 ft,,59-72,,
4:36.0,,,59-72,,Defensive rebound by C. Anthony
4:29.0,,,59-72,,Offensive foul by R. Lopez
4:29.0,,,59-72,,Turnover by R. Lopez (offensive foul)
4:16.0,R. Jackson misses 2-pt shot from 17 ft,,59-72,,
4:15.0,,,59-72,,Defensive rebound by C. Anthony
3:57.0,,,59-72,,Shooting foul by A. Drummond (drawn by R. Lopez)
3:57.0,,,59-74,2,R. Lopez makes 2-pt shot from 1 ft (assist by C. Anthony)
3:57.0,,,59-74,,L. Galloway enters the game for J. Calderon
3:57.0,,,59-75,1,R. Lopez makes free throw 1 of 1
3:43.0,,,59-75,,K. O'Quinn enters the game for R. Lopez
3:36.0,Shooting foul by K. O'Quinn (drawn by A. Drummond),,59-75,,
3:36.0,A. Drummond makes 2-pt shot at rim,2,61-75,,
3:36.0,S. Blake enters the game for R. Jackson,,61-75,,
3:36.0,A. Drummond makes free throw 1 of 1,1,62-75,,
3:18.0,,,62-75,,Turnover by C. Anthony (bad pass; steal by A. Drummond)
3:13.0,R. Bullock misses 3-pt shot from 24 ft,,62-75,,
3:12.0,,,62-75,,Defensive rebound by C. Anthony
3:04.0,,,62-75,,L. Thomas misses 3-pt shot from 24 ft
3:03.0,Defensive rebound by K. Caldwell-Pope,,62-75,,
2:54.0,,,62-75,,Personal foul by L. Thomas (drawn by K. Caldwell-Pope)
2:54.0,Detroit full timeout,,62-75,,
2:54.0,K. Caldwell-Pope makes free throw 1 of 2,1,63-75,,
2:54.0,K. Caldwell-Pope makes free throw 2 of 2,1,64-75,,
2:33.0,,,64-77,2,C. Anthony makes 2-pt shot from 7 ft
2:24.0,Offensive foul by A. Drummond,,64-77,,
2:24.0,Turnover by A. Drummond (offensive foul),,64-77,,
2:24.0,,,64-77,,J. Grant enters the game for A. Afflalo
2:04.0,,,64-79,2,C. Anthony makes 2-pt shot from 17 ft
1:50.0,T. Harris misses 2-pt shot from 2 ft (block by K. O'Quinn),,64-79,,
1:49.0,Offensive rebound by Team,,64-79,,
1:43.0,S. Blake makes 3-pt shot from 23 ft (assist by R. Bullock),3,67-79,,
1:21.0,,,67-79,,C. Anthony misses 2-pt shot from 21 ft
1:19.0,Defensive rebound by R. Bullock,,67-79,,
1:08.0,S. Blake makes 3-pt shot from 24 ft (assist by T. Harris),3,70-79,,
0:50.0,,,70-79,,J. Grant misses 2-pt shot from 2 ft
0:48.0,Defensive rebound by K. Caldwell-Pope,,70-79,,
0:44.0,S. Blake misses 3-pt shot from 24 ft,,70-79,,
0:42.0,,,70-79,,Defensive rebound by L. Thomas
0:28.0,,,70-79,,L. Galloway misses 3-pt shot from 24 ft
0:27.0,,,70-79,,Offensive rebound by K. O'Quinn
0:21.0,,,70-79,,J. Grant misses 2-pt shot from 8 ft
0:20.0,,,70-79,,Offensive rebound by K. O'Quinn
0:20.0,,,70-79,,K. O'Quinn misses 2-pt shot at rim
0:18.0,Defensive rebound by S. Blake,,70-79,,
0:03.0,T. Harris misses 2-pt shot from 2 ft,,70-79,,
0:02.0,,,70-79,,Defensive rebound by L. Galloway
0:00.0,,,70-79,,L. Galloway misses 3-pt shot from 50 ft
0:00.0,,,70-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,S. Blake misses 2-pt shot from 19 ft,,70-79,,
11:36.0,,,70-79,,Defensive rebound by L. Thomas
11:20.0,,,70-81,2,K. O'Quinn makes 2-pt shot from 17 ft (assist by J. Grant)
11:03.0,K. Caldwell-Pope makes 2-pt shot from 21 ft,2,72-81,,
10:47.0,,,72-81,,Turnover by K. O'Quinn (bad pass; steal by R. Bullock)
10:30.0,A. Baynes misses 2-pt shot from 2 ft (block by K. O'Quinn),,72-81,,
10:29.0,Offensive rebound by A. Baynes,,72-81,,
10:28.0,A. Baynes makes 2-pt shot at rim,2,74-81,,
10:06.0,,,74-81,,J. Grant misses 3-pt shot from 24 ft
10:05.0,Defensive rebound by S. Blake,,74-81,,
9:51.0,R. Bullock makes 3-pt shot from 23 ft (assist by S. Blake),3,77-81,,
9:34.0,Personal foul by R. Bullock (drawn by A. Afflalo),,77-81,,
9:21.0,,,77-83,2,K. O'Quinn makes 2-pt shot from 19 ft (assist by J. Grant)
9:02.0,K. Caldwell-Pope misses 2-pt shot from 2 ft,,77-83,,
9:01.0,,,77-83,,Defensive rebound by L. Thomas
8:58.0,Official timeout,,77-83,,
8:58.0,,,77-83,,C. Anthony enters the game for L. Thomas
8:58.0,T. Harris enters the game for K. Caldwell-Pope,,77-83,,
8:46.0,,,77-86,3,A. Afflalo makes 3-pt shot from 24 ft (assist by C. Anthony)
8:30.0,M. Morris misses 2-pt shot from 9 ft,,77-86,,
8:29.0,,,77-86,,Defensive rebound by J. Grant
8:19.0,Personal foul by S. Blake (drawn by J. Calderon),,77-86,,
8:19.0,A. Drummond enters the game for A. Baynes,,77-86,,
8:19.0,,,77-86,,R. Lopez enters the game for K. O'Quinn
8:12.0,,,77-88,2,A. Afflalo makes 2-pt shot from 18 ft (assist by J. Calderon)
7:52.0,M. Morris misses 3-pt shot from 23 ft,,77-88,,
7:51.0,,,77-88,,Defensive rebound by A. Afflalo
7:28.0,,,77-88,,A. Afflalo misses 2-pt shot from 16 ft
7:27.0,Defensive rebound by A. Drummond,,77-88,,
7:19.0,S. Blake makes 2-pt shot from 20 ft,2,79-88,,
7:05.0,,,79-90,2,C. Anthony makes 2-pt shot from 5 ft (assist by A. Afflalo)
6:50.0,Offensive foul by T. Harris,,79-90,,
6:50.0,Turnover by T. Harris (offensive foul),,79-90,,
6:50.0,,,79-90,,L. Thomas enters the game for J. Grant
6:50.0,K. Caldwell-Pope enters the game for S. Blake,,79-90,,
6:50.0,R. Jackson enters the game for R. Bullock,,79-90,,
6:33.0,,,79-92,2,R. Lopez makes 2-pt shot from 14 ft (assist by J. Calderon)
6:26.0,Detroit full timeout,,79-92,,
6:17.0,R. Jackson misses 2-pt shot from 10 ft,,79-92,,
6:16.0,,,79-92,,Defensive rebound by L. Thomas
5:55.0,,,79-94,2,R. Lopez makes 2-pt shot from 5 ft (assist by J. Calderon)
5:41.0,T. Harris misses 3-pt shot from 22 ft,,79-94,,
5:40.0,,,79-94,,Defensive rebound by A. Afflalo
5:29.0,,,79-94,,Turnover by A. Afflalo (bad pass; steal by K. Caldwell-Pope)
5:22.0,K. Caldwell-Pope makes 2-pt shot from 8 ft,2,81-94,,
4:58.0,,,81-94,,J. Calderon misses 2-pt shot from 22 ft
4:57.0,Defensive rebound by A. Drummond,,81-94,,
4:51.0,Offensive foul by R. Jackson,,81-94,,
4:51.0,Turnover by R. Jackson (offensive foul),,81-94,,
4:35.0,,,81-96,2,J. Calderon makes 2-pt shot from 1 ft (assist by R. Lopez)
4:16.0,M. Morris misses 3-pt shot from 26 ft,,81-96,,
4:15.0,,,81-96,,Defensive rebound by A. Afflalo
3:52.0,,,81-98,2,C. Anthony makes 2-pt shot at rim
3:34.0,R. Jackson misses 2-pt shot from 6 ft,,81-98,,
3:33.0,Offensive rebound by A. Drummond,,81-98,,
3:32.0,Shooting foul by R. Lopez (drawn by A. Drummond),,81-98,,
3:32.0,A. Drummond misses free throw 1 of 2,,81-98,,
3:32.0,Offensive rebound by Team,,81-98,,
3:32.0,S. Blake enters the game for R. Jackson,,81-98,,
3:32.0,A. Drummond misses free throw 2 of 2,,81-98,,
3:31.0,,,81-98,,Defensive rebound by R. Lopez
3:11.0,,,81-100,2,C. Anthony makes 2-pt shot from 11 ft
3:09.0,Detroit full timeout,,81-100,,
3:09.0,R. Bullock enters the game for T. Harris,,81-100,,
3:09.0,A. Baynes enters the game for M. Morris,,81-100,,
3:09.0,J. Harper enters the game for A. Drummond,,81-100,,
3:09.0,D. Hilliard enters the game for K. Caldwell-Pope,,81-100,,
3:00.0,D. Hilliard misses 2-pt shot from 18 ft,,81-100,,
2:59.0,,,81-100,,Defensive rebound by J. Calderon
2:40.0,,,81-102,2,C. Anthony makes 2-pt shot from 18 ft
2:16.0,D. Hilliard makes 2-pt shot from 2 ft,2,83-102,,
1:50.0,,,83-102,,C. Anthony misses 2-pt shot from 13 ft
1:49.0,,,83-102,,Offensive rebound by R. Lopez
1:49.0,,,83-102,,R. Lopez misses 2-pt shot from 2 ft
1:48.0,Defensive rebound by S. Blake,,83-102,,
1:34.0,A. Baynes makes 2-pt shot from 5 ft (assist by R. Bullock),2,85-102,,
1:12.0,,,85-102,,C. Anthony misses 2-pt shot from 20 ft
1:11.0,Defensive rebound by A. Baynes,,85-102,,
1:02.0,R. Bullock makes 2-pt shot from 12 ft,2,87-102,,
1:02.0,,,87-102,,New York full timeout
1:02.0,,,87-102,,D. Williams enters the game for C. Anthony
1:02.0,,,87-102,,L. Galloway enters the game for R. Lopez
1:02.0,,,87-102,,J. Grant enters the game for A. Afflalo
1:02.0,,,87-102,,K. O'Quinn enters the game for J. Calderon
1:02.0,,,87-102,,S. Vujacic enters the game for L. Thomas
0:42.0,,,87-102,,K. O'Quinn misses 2-pt shot from 10 ft
0:40.0,Defensive rebound by S. Blake,,87-102,,
0:30.0,R. Bullock misses 3-pt shot from 23 ft,,87-102,,
