time,Washington,pts.away,score,pts.home,Atlanta
0:24.0,B. Beal misses 2-pt shot at rim,,19-19,,
0:24.0,Offensive rebound by B. Beal,,19-19,,
0:24.0,B. Beal misses 2-pt shot at rim,,19-19,,
0:23.0,,,19-19,,Defensive rebound by A. Horford
0:04.0,,,19-19,,D. Schroder misses 2-pt shot from 1 ft
0:03.0,Defensive rebound by B. Beal,,19-19,,
0:00.0,J. Dudley misses 2-pt shot from 1 ft (block by T. Sefolosha),,19-19,,
0:00.0,Offensive rebound by Team,,19-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,G. Neal misses 2-pt shot from 20 ft,,19-19,,
11:38.0,,,19-19,,Defensive rebound by A. Horford
11:17.0,,,19-19,,Turnover by D. Schroder (bad pass; steal by R. Sessions)
11:17.0,Turnover by G. Neal (bad pass; steal by D. Schroder),,19-19,,
11:17.0,,,19-21,2,A. Horford makes 2-pt shot at rim (assist by M. Scott)
10:49.0,O. Porter misses 3-pt shot from 28 ft,,19-21,,
10:49.0,Offensive rebound by Team,,19-21,,
10:49.0,Turnover by Team (shot clock),,19-21,,
10:49.0,,,19-21,,J. Teague enters the game for T. Sefolosha
10:24.0,,,19-24,3,J. Teague makes 3-pt shot from 24 ft (assist by D. Schroder)
10:08.0,G. Neal misses 3-pt shot from 24 ft,,19-24,,
10:08.0,,,19-24,,Defensive rebound by J. Holiday
9:58.0,,,19-24,,D. Schroder misses 3-pt shot from 23 ft
9:57.0,Defensive rebound by Team,,19-24,,
9:57.0,,,19-24,,K. Korver enters the game for D. Schroder
9:57.0,J. Wall enters the game for G. Neal,,19-24,,
9:49.0,J. Wall misses 2-pt shot from 19 ft,,19-24,,
9:47.0,,,19-24,,Defensive rebound by A. Horford
9:39.0,,,19-24,,J. Teague misses 2-pt shot from 12 ft
9:36.0,Defensive rebound by R. Sessions,,19-24,,
9:32.0,O. Porter makes 2-pt shot at rim (assist by R. Sessions),2,21-24,,
9:15.0,,,21-24,,J. Holiday misses 2-pt shot from 1 ft (block by J. Dudley)
9:14.0,Defensive rebound by J. Dudley,,21-24,,
9:09.0,J. Wall makes 2-pt shot from 2 ft,2,23-24,,
9:09.0,Shooting foul by M. Scott (drawn by J. Wall),,23-24,,
9:09.0,J. Wall makes free throw 1 of 1,1,24-24,,
9:01.0,,,24-24,,Turnover by J. Teague (lost ball; steal by R. Sessions)
8:56.0,R. Sessions makes 2-pt shot at rim,2,26-24,,
8:46.0,,,26-24,,Shooting foul by N. Hilario (drawn by A. Horford)
8:46.0,Official timeout,,26-24,,
8:46.0,,,26-25,1,A. Horford makes free throw 1 of 2
8:46.0,,,26-26,1,A. Horford makes free throw 2 of 2
8:35.0,J. Dudley makes 2-pt shot from 18 ft (assist by J. Wall),2,28-26,,
8:29.0,,,28-28,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
8:13.0,J. Wall misses 3-pt shot from 24 ft,,28-28,,
8:12.0,Offensive rebound by R. Sessions,,28-28,,
8:01.0,Turnover by J. Wall (lost ball; steal by J. Teague),,28-28,,
7:55.0,,,28-30,2,M. Scott makes 2-pt shot at rim (assist by J. Teague)
7:42.0,Turnover by J. Dudley (bad pass),,28-30,,
7:42.0,,,28-30,,M. Muscala enters the game for A. Horford
7:42.0,,,28-30,,D. Schroder enters the game for J. Holiday
7:22.0,,,28-30,,J. Teague misses 2-pt shot from 20 ft
7:20.0,Defensive rebound by N. Hilario,,28-30,,
7:07.0,O. Porter misses 2-pt shot from 4 ft,,28-30,,
7:07.0,Offensive rebound by Team,,28-30,,
7:07.0,B. Beal enters the game for R. Sessions,,28-30,,
6:59.0,N. Hilario makes 2-pt shot at rim (assist by B. Beal),2,30-30,,
6:50.0,Personal foul by B. Beal (drawn by D. Schroder),,30-30,,
6:50.0,,,30-30,,P. Millsap enters the game for M. Scott
6:50.0,K. Humphries enters the game for J. Dudley,,30-30,,
6:43.0,,,30-30,,D. Schroder misses 2-pt shot from 4 ft
6:43.0,Defensive rebound by N. Hilario,,30-30,,
6:43.0,,,30-30,,Personal foul by D. Schroder (drawn by N. Hilario)
6:28.0,J. Wall makes 2-pt shot from 1 ft,2,32-30,,
6:22.0,,,32-30,,J. Teague misses 2-pt shot from 12 ft
6:21.0,,,32-30,,Offensive rebound by J. Teague
6:19.0,,,32-30,,J. Teague misses 2-pt shot at rim
6:18.0,Defensive rebound by N. Hilario,,32-30,,
6:15.0,Turnover by J. Wall (bad pass),,32-30,,
6:10.0,,,32-30,,Atlanta full timeout
6:10.0,Violation by Team (delay of game),,32-30,,
5:56.0,,,32-30,,P. Millsap misses 2-pt shot from 2 ft
5:55.0,Defensive rebound by N. Hilario,,32-30,,
5:33.0,K. Humphries misses 2-pt shot from 14 ft,,32-30,,
5:32.0,Offensive rebound by N. Hilario,,32-30,,
5:32.0,,,32-30,,Personal foul by J. Teague (drawn by N. Hilario)
5:32.0,,,32-30,,K. Bazemore enters the game for J. Teague
5:23.0,N. Hilario makes 2-pt shot at rim (assist by J. Wall),2,34-30,,
5:03.0,,,34-30,,Turnover by M. Muscala (bad pass; steal by J. Wall)
4:59.0,J. Wall misses 2-pt shot from 2 ft,,34-30,,
4:58.0,,,34-30,,Defensive rebound by M. Muscala
4:55.0,,,34-32,2,K. Bazemore makes 2-pt shot at rim (assist by K. Korver)
4:25.0,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall),2,36-32,,
4:11.0,,,36-32,,M. Muscala misses 2-pt shot from 18 ft
4:09.0,Defensive rebound by K. Humphries,,36-32,,
4:03.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,39-32,,
3:48.0,Personal foul by N. Hilario (drawn by D. Schroder),,39-32,,
3:48.0,,,39-32,,A. Horford enters the game for M. Muscala
3:48.0,M. Gortat enters the game for N. Hilario,,39-32,,
3:36.0,,,39-35,3,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder)
3:21.0,Turnover by B. Beal (bad pass),,39-35,,
3:21.0,,,39-35,,T. Sefolosha enters the game for K. Korver
3:12.0,,,39-35,,D. Schroder misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by K. Humphries,,39-35,,
3:01.0,J. Wall misses 2-pt shot from 19 ft,,39-35,,
3:00.0,,,39-35,,Defensive rebound by P. Millsap
2:43.0,,,39-35,,A. Horford misses 3-pt shot from 22 ft
2:41.0,Defensive rebound by M. Gortat,,39-35,,
2:39.0,Washington full timeout,,39-35,,
2:24.0,B. Beal misses 2-pt shot from 15 ft (block by A. Horford),,39-35,,
2:21.0,,,39-35,,Defensive rebound by K. Bazemore
2:15.0,,,39-35,,Turnover by D. Schroder (bad pass; steal by J. Wall)
2:11.0,O. Porter makes 2-pt shot at rim (assist by J. Wall),2,41-35,,
1:49.0,,,41-38,3,P. Millsap makes 3-pt shot from 23 ft (assist by A. Horford)
1:34.0,O. Porter makes 2-pt shot from 22 ft (assist by J. Wall),2,43-38,,
1:19.0,,,43-41,3,K. Bazemore makes 3-pt shot from 24 ft (assist by P. Millsap)
1:02.0,M. Gortat misses 2-pt shot from 2 ft (block by P. Millsap),,43-41,,
1:00.0,Offensive rebound by B. Beal,,43-41,,
0:55.0,Shooting foul by D. Schroder (drawn by K. Humphries),,43-41,,
0:55.0,K. Humphries makes free throw 1 of 2,1,44-41,,
0:55.0,,,44-41,,J. Teague enters the game for D. Schroder
0:55.0,G. Neal enters the game for B. Beal,,44-41,,
0:55.0,K. Humphries makes free throw 2 of 2,1,45-41,,
0:45.0,,,45-41,,Turnover by P. Millsap (bad pass)
0:31.0,O. Porter misses 2-pt shot from 19 ft,,45-41,,
0:30.0,,,45-41,,Defensive rebound by J. Teague
0:05.0,,,45-41,,P. Millsap misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by M. Gortat,,45-41,,
0:01.0,Turnover by M. Gortat (bad pass; steal by J. Teague),,45-41,,
0:01.0,,,45-41,,J. Teague misses 2-pt shot from 14 ft
0:00.0,,,45-41,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,47-41,,
11:26.0,,,47-43,2,A. Horford makes 2-pt shot from 3 ft (assist by K. Bazemore)
11:14.0,K. Humphries misses 3-pt shot from 23 ft,,47-43,,
11:12.0,,,47-43,,Defensive rebound by K. Korver
10:58.0,,,47-46,3,J. Teague makes 3-pt shot from 24 ft (assist by K. Korver)
10:43.0,K. Humphries misses 2-pt shot from 16 ft,,47-46,,
10:42.0,Offensive rebound by Team,,47-46,,
10:29.0,K. Humphries misses 2-pt shot from 14 ft,,47-46,,
10:28.0,Offensive rebound by O. Porter,,47-46,,
10:28.0,Shooting foul by K. Korver (drawn by O. Porter),,47-46,,
10:28.0,O. Porter makes free throw 1 of 2,1,48-46,,
10:28.0,O. Porter makes free throw 2 of 2,1,49-46,,
10:14.0,,,49-49,3,K. Bazemore makes 3-pt shot from 23 ft (assist by P. Millsap)
9:59.0,Turnover by B. Beal (discontinued dribble),,49-49,,
9:47.0,,,49-51,2,P. Millsap makes 2-pt shot from 7 ft (assist by K. Korver)
9:35.0,M. Gortat misses 2-pt shot from 15 ft,,49-51,,
9:34.0,,,49-51,,Defensive rebound by K. Bazemore
9:27.0,,,49-51,,A. Horford misses 2-pt shot from 18 ft
9:26.0,Defensive rebound by J. Wall,,49-51,,
9:21.0,Shooting foul by K. Korver (drawn by M. Gortat),,49-51,,
9:21.0,M. Gortat makes free throw 1 of 2,1,50-51,,
9:21.0,M. Gortat makes free throw 2 of 2,1,51-51,,
9:04.0,,,51-54,3,K. Bazemore makes 3-pt shot from 22 ft (assist by J. Teague)
8:54.0,B. Beal misses 3-pt shot from 25 ft,,51-54,,
8:53.0,,,51-54,,Defensive rebound by K. Bazemore
8:43.0,,,51-54,,J. Teague misses 3-pt shot from 25 ft
8:42.0,Defensive rebound by K. Humphries,,51-54,,
8:35.0,J. Wall makes 2-pt shot from 3 ft,2,53-54,,
8:15.0,,,53-56,2,K. Korver makes 2-pt shot from 21 ft (assist by P. Millsap)
8:01.0,,,53-56,,Personal foul by K. Korver (drawn by O. Porter)
7:51.0,M. Gortat misses 2-pt shot from 1 ft (block by P. Millsap),,53-56,,
7:49.0,,,53-56,,Defensive rebound by P. Millsap
7:44.0,,,53-56,,K. Bazemore misses 3-pt shot from 23 ft
7:42.0,Defensive rebound by M. Gortat,,53-56,,
7:35.0,K. Humphries makes 2-pt shot from 2 ft (assist by J. Wall),2,55-56,,
7:18.0,,,55-56,,J. Teague misses 2-pt shot from 1 ft
7:17.0,Defensive rebound by M. Gortat,,55-56,,
7:11.0,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall),3,58-56,,
6:53.0,,,58-56,,K. Bazemore misses 2-pt shot from 1 ft
6:51.0,Defensive rebound by B. Beal,,58-56,,
6:45.0,J. Wall misses 3-pt shot from 24 ft,,58-56,,
6:44.0,,,58-56,,Defensive rebound by K. Korver
6:24.0,,,58-58,2,A. Horford makes 2-pt shot from 3 ft (assist by K. Korver)
6:24.0,Washington full timeout,,58-58,,
6:24.0,,,58-58,,T. Sefolosha enters the game for K. Korver
6:24.0,,,58-58,,M. Muscala enters the game for A. Horford
6:24.0,,,58-58,,D. Schroder enters the game for J. Teague
6:02.0,Turnover by B. Beal (lost ball; steal by T. Sefolosha),,58-58,,
5:48.0,,,58-60,2,T. Sefolosha makes 2-pt shot at rim (assist by D. Schroder)
5:33.0,M. Gortat makes 2-pt shot from 13 ft,2,60-60,,
5:13.0,,,60-60,,Turnover by T. Sefolosha (bad pass; steal by O. Porter)
5:08.0,Shooting foul by D. Schroder (drawn by J. Wall),,60-60,,
5:08.0,J. Wall makes free throw 1 of 2,1,61-60,,
5:08.0,J. Wall makes free throw 2 of 2,1,62-60,,
4:50.0,,,62-62,2,K. Bazemore makes 2-pt shot from 16 ft (assist by D. Schroder)
4:33.0,K. Humphries makes 3-pt shot from 24 ft (assist by B. Beal),3,65-62,,
4:20.0,,,65-62,,Shooting foul by K. Humphries (drawn by P. Millsap)
4:20.0,,,65-63,1,P. Millsap makes free throw 1 of 2
4:20.0,G. Neal enters the game for B. Beal,,65-63,,
4:20.0,,,65-63,,J. Holiday enters the game for K. Bazemore
4:20.0,,,65-64,1,P. Millsap makes free throw 2 of 2
4:07.0,Offensive charge foul by G. Neal,,65-64,,
4:07.0,Turnover by G. Neal (offensive foul),,65-64,,
3:50.0,,,65-67,3,J. Holiday makes 3-pt shot from 24 ft (assist by M. Muscala)
3:37.0,K. Humphries misses 3-pt shot from 25 ft,,65-67,,
3:35.0,Offensive rebound by M. Gortat,,65-67,,
3:32.0,Turnover by M. Gortat (lost ball; steal by P. Millsap),,65-67,,
3:24.0,,,65-67,,D. Schroder misses 3-pt shot from 25 ft
3:22.0,,,65-67,,Offensive rebound by P. Millsap
3:22.0,,,65-67,,Shooting foul by O. Porter (drawn by P. Millsap)
3:22.0,,,65-68,1,P. Millsap makes free throw 1 of 2
3:22.0,N. Hilario enters the game for M. Gortat,,65-68,,
3:22.0,J. Dudley enters the game for K. Humphries,,65-68,,
3:22.0,,,65-69,1,P. Millsap makes free throw 2 of 2
3:02.0,J. Wall misses 2-pt shot from 18 ft,,65-69,,
3:00.0,,,65-69,,Defensive rebound by T. Sefolosha
2:47.0,,,65-69,,P. Millsap misses 2-pt shot from 1 ft
2:46.0,Defensive rebound by N. Hilario,,65-69,,
2:38.0,J. Wall makes 3-pt shot from 24 ft (assist by G. Neal),3,68-69,,
2:29.0,,,68-69,,Atlanta full timeout
2:29.0,R. Sessions enters the game for J. Wall,,68-69,,
2:15.0,,,68-71,2,T. Sefolosha makes 2-pt shot at rim
1:57.0,N. Hilario makes 2-pt shot at rim,2,70-71,,
1:40.0,,,70-73,2,M. Muscala makes 2-pt shot from 21 ft (assist by J. Holiday)
1:19.0,O. Porter makes 3-pt shot from 24 ft (assist by G. Neal),3,73-73,,
0:56.0,,,73-75,2,D. Schroder makes 2-pt shot at rim (assist by P. Millsap)
0:47.0,,,73-75,,Violation by D. Schroder (kicked ball)
0:47.0,,,73-75,,A. Horford enters the game for M. Muscala
0:47.0,,,73-75,,M. Scott enters the game for P. Millsap
0:43.0,G. Neal makes 3-pt shot from 24 ft (assist by N. Hilario),3,76-75,,
0:38.0,Personal foul by R. Sessions (drawn by D. Schroder),,76-75,,
0:20.0,,,76-75,,Turnover by A. Horford (lost ball; steal by N. Hilario)
0:15.0,Shooting foul by J. Holiday (drawn by O. Porter),,76-75,,
0:15.0,O. Porter makes free throw 1 of 2,1,77-75,,
0:15.0,,,77-75,,K. Korver enters the game for T. Sefolosha
0:15.0,O. Porter makes free throw 2 of 2,1,78-75,,
0:03.0,,,78-75,,D. Schroder misses 2-pt shot at rim
0:01.0,Defensive rebound by N. Hilario,,78-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,78-77,2,A. Horford makes 2-pt shot at rim (assist by K. Korver)
11:26.0,N. Hilario misses 2-pt shot from 2 ft,,78-77,,
11:25.0,,,78-77,,Defensive rebound by M. Scott
11:18.0,,,78-77,,J. Holiday misses 3-pt shot from 23 ft
11:15.0,,,78-77,,Offensive rebound by J. Holiday
11:11.0,,,78-77,,J. Holiday misses 3-pt shot from 23 ft
11:10.0,,,78-77,,Offensive rebound by M. Scott
10:56.0,,,78-77,,J. Teague misses 3-pt shot from 23 ft
10:54.0,,,78-77,,Offensive rebound by J. Holiday
10:51.0,,,78-77,,A. Horford misses 2-pt shot from 14 ft
10:51.0,,,78-77,,Offensive rebound by M. Scott
10:51.0,,,78-77,,Shooting foul by N. Hilario (drawn by M. Scott)
10:51.0,,,78-78,1,M. Scott makes free throw 1 of 2
10:51.0,,,78-79,1,M. Scott makes free throw 2 of 2
10:34.0,B. Beal makes 2-pt shot at rim (assist by N. Hilario),2,80-79,,
10:18.0,,,80-79,,Turnover by A. Horford (lost ball; steal by N. Hilario)
10:06.0,J. Dudley misses 3-pt shot from 25 ft,,80-79,,
10:05.0,,,80-79,,Defensive rebound by A. Horford
9:58.0,,,80-82,3,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague)
9:52.0,Turnover by R. Sessions (bad pass),,80-82,,
9:42.0,,,80-84,2,M. Scott makes 2-pt shot from 2 ft
9:42.0,Washington full timeout,,80-84,,
9:42.0,J. Wall enters the game for R. Sessions,,80-84,,
9:32.0,J. Wall misses 3-pt shot from 24 ft,,80-84,,
9:31.0,,,80-84,,Defensive rebound by J. Teague
9:20.0,,,80-84,,A. Horford misses 3-pt shot from 24 ft
9:19.0,Defensive rebound by N. Hilario,,80-84,,
9:03.0,B. Beal makes 2-pt shot from 18 ft,2,82-84,,
8:35.0,,,82-84,,J. Teague misses 2-pt shot from 11 ft (block by J. Wall)
8:35.0,Defensive rebound by N. Hilario,,82-84,,
8:35.0,Offensive charge foul by J. Wall,,82-84,,
8:35.0,Turnover by J. Wall (offensive foul),,82-84,,
8:35.0,,,82-84,,M. Muscala enters the game for A. Horford
8:24.0,,,82-86,2,M. Scott makes 2-pt shot from 1 ft (assist by J. Teague)
8:08.0,G. Neal misses 3-pt shot from 23 ft,,82-86,,
8:06.0,,,82-86,,Defensive rebound by M. Muscala
7:58.0,,,82-86,,Turnover by M. Scott (bad pass; steal by N. Hilario)
7:53.0,Turnover by B. Beal (lost ball; steal by J. Holiday),,82-86,,
7:47.0,,,82-86,,Turnover by J. Teague (bad pass; steal by G. Neal)
7:41.0,G. Neal makes 3-pt shot from 24 ft,3,85-86,,
7:25.0,,,85-88,2,J. Teague makes 2-pt shot from 1 ft (assist by M. Scott)
7:09.0,B. Beal makes 2-pt shot from 1 ft,2,87-88,,
7:09.0,Shooting foul by K. Korver (drawn by B. Beal),,87-88,,
7:09.0,,,87-88,,T. Sefolosha enters the game for K. Korver
7:09.0,,,87-88,,P. Millsap enters the game for J. Holiday
7:09.0,,,87-88,,K. Bazemore enters the game for M. Scott
7:09.0,B. Beal makes free throw 1 of 1,1,88-88,,
6:54.0,,,88-88,,T. Sefolosha misses 2-pt shot from 20 ft
6:53.0,Defensive rebound by G. Neal,,88-88,,
6:49.0,Shooting foul by T. Sefolosha (drawn by J. Wall),,88-88,,
6:49.0,J. Wall makes free throw 1 of 2,1,89-88,,
6:49.0,K. Humphries enters the game for J. Dudley,,89-88,,
6:49.0,J. Wall makes free throw 2 of 2,1,90-88,,
6:35.0,,,90-88,,Shooting foul by N. Hilario (drawn by T. Sefolosha)
6:35.0,,,90-89,1,T. Sefolosha makes free throw 1 of 2
6:35.0,,,90-89,,D. Schroder enters the game for J. Teague
6:35.0,O. Porter enters the game for G. Neal,,90-89,,
6:35.0,,,90-90,1,T. Sefolosha makes free throw 2 of 2
6:24.0,N. Hilario makes 2-pt shot from 1 ft (assist by B. Beal),2,92-90,,
6:24.0,Shooting foul by M. Muscala (drawn by N. Hilario),,92-90,,
6:24.0,N. Hilario misses free throw 1 of 1,,92-90,,
6:23.0,,,92-90,,Defensive rebound by P. Millsap
6:09.0,,,92-93,3,M. Muscala makes 3-pt shot from 24 ft (assist by D. Schroder)
5:54.0,Turnover by N. Hilario (bad pass; steal by D. Schroder),,92-93,,
5:40.0,,,92-93,,P. Millsap misses 3-pt shot from 24 ft
5:39.0,,,92-93,,Offensive rebound by Team
5:39.0,Official timeout,,92-93,,
5:37.0,,,92-93,,Turnover by D. Schroder (lost ball)
5:35.0,Turnover by J. Wall (bad pass; steal by K. Bazemore),,92-93,,
5:32.0,,,92-95,2,D. Schroder makes 2-pt shot at rim (assist by K. Bazemore)
5:07.0,B. Beal makes 2-pt shot from 1 ft (assist by N. Hilario),2,94-95,,
4:39.0,,,94-95,,D. Schroder misses 3-pt shot from 23 ft
4:38.0,Defensive rebound by O. Porter,,94-95,,
4:34.0,J. Wall misses 2-pt shot from 2 ft,,94-95,,
4:32.0,,,94-95,,Defensive rebound by T. Sefolosha
4:25.0,,,94-97,2,T. Sefolosha makes 2-pt shot at rim (assist by D. Schroder)
4:05.0,Turnover by J. Wall (bad pass; steal by K. Bazemore),,94-97,,
4:02.0,,,94-99,2,K. Bazemore makes 2-pt shot at rim
4:02.0,,,94-99,,Shooting foul by B. Beal (drawn by K. Bazemore)
4:02.0,,,94-99,,J. Teague enters the game for M. Muscala
4:02.0,,,94-99,,A. Horford enters the game for D. Schroder
4:02.0,,,94-99,,K. Korver enters the game for T. Sefolosha
4:02.0,M. Gortat enters the game for N. Hilario,,94-99,,
4:02.0,,,94-100,1,K. Bazemore makes free throw 1 of 1
3:42.0,K. Humphries misses 3-pt shot from 24 ft,,94-100,,
3:40.0,,,94-100,,Defensive rebound by J. Teague
3:35.0,,,94-103,3,K. Bazemore makes 3-pt shot from 25 ft (assist by J. Teague)
3:35.0,Washington full timeout,,94-103,,
