time,Toronto,pts.away,score,pts.home,Oklahoma City
1:06.0,,,13-21,,Defensive rebound by E. Kanter
0:56.0,,,13-21,,K. Durant misses 2-pt shot from 16 ft
0:55.0,Defensive rebound by C. Joseph,,13-21,,
0:38.0,,,13-21,,K. Singler enters the game for K. Durant
0:38.0,,,13-21,,D. Augustin enters the game for R. Westbrook
0:38.0,Turnover by B. Biyombo (lost ball; steal by N. Collison),,13-21,,
0:38.0,Jump ball: B. Biyombo vs. N. Collison (K. Singler gains possession),,,,Jump ball: B. Biyombo vs. N. Collison (K. Singler gains possession)
0:28.0,,,13-23,2,E. Kanter makes 2-pt shot from 14 ft (assist by D. Waiters)
0:05.0,T. Ross misses 3-pt shot from 24 ft,,13-23,,
0:05.0,,,13-23,,Defensive rebound by E. Kanter
0:01.0,,,13-23,,Turnover by D. Augustin (lost ball; steal by P. Patterson)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,Personal foul by B. Biyombo (drawn by E. Kanter),,13-23,,
11:45.0,,,13-25,2,E. Kanter makes 2-pt shot from 15 ft (assist by D. Augustin)
11:27.0,B. Biyombo misses 2-pt shot from 3 ft,,13-25,,
11:27.0,,,13-25,,Defensive rebound by D. Waiters
11:19.0,,,13-25,,E. Kanter misses 2-pt shot from 2 ft (block by B. Biyombo)
11:18.0,,,13-25,,Offensive rebound by D. Waiters
11:11.0,,,13-25,,D. Waiters misses 2-pt shot at rim
11:09.0,,,13-25,,Offensive rebound by N. Collison
11:09.0,,,13-25,,N. Collison misses 2-pt shot from 1 ft
11:09.0,Defensive rebound by D. DeRozan,,13-25,,
11:01.0,T. Ross makes 3-pt shot from 23 ft (assist by D. DeRozan),3,16-25,,
10:48.0,,,16-25,,Offensive foul by D. Augustin
10:48.0,,,16-25,,Turnover by D. Augustin (offensive foul)
10:27.0,C. Joseph misses 2-pt shot from 8 ft,,16-25,,
10:26.0,Offensive rebound by C. Joseph,,16-25,,
10:22.0,Turnover by T. Ross (bad pass),,16-25,,
10:11.0,,,16-25,,Turnover by E. Kanter (lost ball)
9:59.0,D. DeRozan misses 2-pt shot from 9 ft,,16-25,,
9:58.0,,,16-25,,Defensive rebound by N. Collison
9:48.0,Violation by T. Ross (kicked ball),,16-25,,
9:35.0,,,16-25,,E. Kanter misses 2-pt shot from 4 ft
9:35.0,Defensive rebound by D. DeRozan,,16-25,,
9:16.0,C. Joseph misses 2-pt shot from 7 ft,,16-25,,
9:16.0,Offensive rebound by Team,,16-25,,
9:16.0,,,16-25,,Loose ball foul by N. Collison (drawn by B. Biyombo)
8:56.0,Shooting foul by K. Singler (drawn by B. Biyombo),,16-25,,
8:56.0,Official timeout,,16-25,,
8:56.0,B. Biyombo makes free throw 1 of 2,1,17-25,,
8:56.0,B. Biyombo misses free throw 2 of 2,,17-25,,
8:56.0,,,17-25,,Defensive rebound by D. Waiters
8:35.0,,,17-25,,Turnover by K. Singler (back court)
8:35.0,,,17-25,,S. Ibaka enters the game for N. Collison
8:25.0,Turnover by D. DeRozan (lost ball; steal by D. Waiters),,17-25,,
8:14.0,,,17-27,2,E. Kanter makes 2-pt shot from 15 ft (assist by D. Augustin)
7:59.0,T. Ross misses 2-pt shot from 18 ft,,17-27,,
7:58.0,,,17-27,,Defensive rebound by E. Kanter
7:44.0,,,17-27,,Turnover by D. Augustin (lost ball; steal by D. DeRozan)
7:34.0,B. Biyombo makes 2-pt shot at rim (assist by C. Joseph),2,19-27,,
7:14.0,,,19-27,,Turnover by S. Ibaka (bad pass; steal by C. Joseph)
7:04.0,Shooting foul by K. Singler (drawn by D. DeRozan),,19-27,,
7:04.0,D. DeRozan makes free throw 1 of 2,1,20-27,,
7:04.0,K. Lowry enters the game for T. Ross,,20-27,,
7:04.0,D. DeRozan makes free throw 2 of 2,1,21-27,,
6:55.0,,,21-27,,Turnover by D. Augustin (bad pass; steal by K. Lowry)
6:49.0,Shooting foul by K. Singler (drawn by D. DeRozan),,21-27,,
6:49.0,D. DeRozan makes free throw 1 of 2,1,22-27,,
6:49.0,,,22-27,,R. Westbrook enters the game for D. Augustin
6:49.0,,,22-27,,K. Durant enters the game for K. Singler
6:49.0,D. Carroll enters the game for C. Joseph,,22-27,,
6:49.0,D. DeRozan makes free throw 2 of 2,1,23-27,,
6:34.0,,,23-29,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
6:25.0,Turnover by K. Lowry (bad pass; steal by K. Durant),,23-29,,
6:12.0,,,23-29,,D. Waiters misses 2-pt shot from 15 ft
6:12.0,,,23-29,,Offensive rebound by E. Kanter
6:11.0,,,23-31,2,E. Kanter makes 2-pt shot from 1 ft
5:49.0,D. DeRozan makes 2-pt shot from 3 ft,2,25-31,,
5:32.0,,,25-33,2,K. Durant makes 2-pt shot from 9 ft
5:12.0,Shooting foul by D. Waiters (drawn by D. DeRozan),,25-33,,
5:12.0,,,25-33,,Oklahoma City full timeout
5:12.0,,,25-33,,S. Adams enters the game for E. Kanter
5:12.0,,,25-33,,A. Roberson enters the game for D. Waiters
5:12.0,L. Scola enters the game for B. Biyombo,,25-33,,
5:12.0,J. Valanciunas enters the game for P. Patterson,,25-33,,
5:12.0,D. DeRozan makes free throw 1 of 2,1,26-33,,
5:12.0,D. DeRozan makes free throw 2 of 2,1,27-33,,
4:59.0,,,27-33,,R. Westbrook misses 2-pt shot from 4 ft
4:59.0,Defensive rebound by L. Scola,,27-33,,
4:50.0,K. Lowry makes 3-pt shot from 24 ft,3,30-33,,
4:29.0,,,30-33,,S. Ibaka misses 2-pt shot from 6 ft
4:28.0,,,30-33,,Offensive rebound by S. Adams
4:28.0,,,30-35,2,S. Adams makes 2-pt shot from 2 ft
4:11.0,D. DeRozan misses 2-pt shot from 3 ft,,30-35,,
4:09.0,Offensive rebound by J. Valanciunas,,30-35,,
4:09.0,J. Valanciunas makes 2-pt shot from 1 ft,2,32-35,,
3:57.0,Personal foul by D. DeRozan (drawn by S. Adams),,32-35,,
3:49.0,,,32-35,,R. Westbrook misses 3-pt shot from 24 ft
3:48.0,,,32-35,,Offensive rebound by S. Adams
3:42.0,,,32-35,,A. Roberson misses 3-pt shot from 22 ft
3:41.0,,,32-35,,Offensive rebound by S. Ibaka
3:35.0,Personal foul by K. Lowry (drawn by S. Ibaka),,32-35,,
3:20.0,,,32-35,,Turnover by R. Westbrook (bad pass; steal by D. Carroll)
3:14.0,Offensive foul by J. Valanciunas,,32-35,,
3:14.0,Turnover by J. Valanciunas (offensive foul),,32-35,,
3:02.0,,,32-35,,K. Durant misses 2-pt shot from 14 ft
3:01.0,Defensive rebound by J. Valanciunas,,32-35,,
2:41.0,J. Valanciunas misses 2-pt shot from 5 ft,,32-35,,
2:40.0,,,32-35,,Defensive rebound by S. Ibaka
2:36.0,,,32-35,,Shooting foul by J. Valanciunas (drawn by A. Roberson)
2:36.0,Toronto full timeout,,32-35,,
2:36.0,C. Joseph enters the game for D. DeRozan,,32-35,,
2:36.0,,,32-36,1,A. Roberson makes free throw 1 of 2
2:36.0,,,32-37,1,A. Roberson makes free throw 2 of 2
2:26.0,,,32-37,,Personal foul by R. Westbrook (drawn by K. Lowry)
2:26.0,K. Lowry makes free throw 1 of 2,1,33-37,,
2:26.0,K. Lowry makes free throw 2 of 2,1,34-37,,
2:16.0,,,34-37,,Turnover by S. Adams (bad pass; steal by D. Carroll)
2:08.0,D. Carroll misses 2-pt shot from 3 ft (block by S. Ibaka),,34-37,,
2:07.0,,,34-37,,Defensive rebound by R. Westbrook
2:04.0,,,34-39,2,K. Durant makes 2-pt shot from 1 ft (assist by R. Westbrook)
1:43.0,K. Lowry misses 3-pt shot from 24 ft,,34-39,,
1:43.0,,,34-39,,Defensive rebound by K. Durant
1:39.0,,,34-39,,Turnover by K. Durant (bad pass; steal by D. Carroll)
1:34.0,D. Carroll makes 2-pt shot from 3 ft (assist by L. Scola),2,36-39,,
1:21.0,,,36-39,,R. Westbrook misses 3-pt shot from 25 ft
1:20.0,Defensive rebound by J. Valanciunas,,36-39,,
1:08.0,K. Lowry misses 3-pt shot from 25 ft,,36-39,,
1:08.0,,,36-39,,Defensive rebound by S. Ibaka
1:03.0,,,36-39,,R. Westbrook misses 2-pt shot at rim
1:00.0,Defensive rebound by L. Scola,,36-39,,
0:42.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by C. Joseph),2,38-39,,
0:27.0,,,38-39,,S. Adams misses 2-pt shot from 17 ft
0:27.0,Defensive rebound by L. Scola,,38-39,,
0:03.0,C. Joseph makes 2-pt shot from 5 ft,2,40-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,40-39,,K. Durant misses 2-pt shot from 3 ft
11:48.0,Defensive rebound by D. Carroll,,40-39,,
11:22.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by D. DeRozan),2,42-39,,
11:04.0,Personal foul by D. Carroll (drawn by S. Ibaka),,42-39,,
10:59.0,,,42-42,3,R. Westbrook makes 3-pt shot from 23 ft (assist by S. Adams)
10:44.0,Turnover by K. Lowry (bad pass; steal by R. Westbrook),,42-42,,
10:38.0,,,42-44,2,R. Westbrook makes 2-pt shot from 1 ft
10:22.0,D. DeRozan misses 2-pt shot from 2 ft,,42-44,,
10:21.0,,,42-44,,Defensive rebound by K. Durant
10:19.0,Personal foul by D. Carroll (drawn by K. Durant),,42-44,,
10:09.0,,,42-46,2,S. Ibaka makes 2-pt shot from 5 ft (assist by R. Westbrook)
9:54.0,,,42-46,,Personal foul by A. Roberson (drawn by D. DeRozan)
9:45.0,Shooting foul by A. Roberson (drawn by D. DeRozan),,42-46,,
9:45.0,D. DeRozan makes free throw 1 of 2,1,43-46,,
9:45.0,D. DeRozan makes free throw 2 of 2,1,44-46,,
9:30.0,,,44-48,2,K. Durant makes 2-pt shot from 16 ft
9:06.0,D. Carroll misses 2-pt shot from 1 ft (block by S. Adams),,44-48,,
9:05.0,,,44-48,,Defensive rebound by A. Roberson
8:57.0,,,44-50,2,S. Ibaka makes 2-pt shot from 17 ft (assist by R. Westbrook)
8:50.0,Toronto full timeout,,44-50,,
8:35.0,D. DeRozan makes 2-pt shot from 15 ft,2,46-50,,
8:21.0,,,46-50,,S. Ibaka misses 2-pt shot from 4 ft
8:20.0,Defensive rebound by L. Scola,,46-50,,
8:11.0,L. Scola misses 2-pt shot from 2 ft (block by K. Durant),,46-50,,
8:10.0,,,46-50,,Defensive rebound by K. Durant
8:07.0,,,46-50,,Turnover by R. Westbrook (lost ball)
7:53.0,Turnover by K. Lowry (traveling),,46-50,,
7:42.0,,,46-52,2,R. Westbrook makes 2-pt shot from 13 ft
7:22.0,J. Valanciunas makes 2-pt shot from 2 ft,2,48-52,,
7:22.0,Shooting foul by S. Ibaka (drawn by J. Valanciunas),,48-52,,
7:22.0,J. Valanciunas makes free throw 1 of 1,1,49-52,,
7:14.0,,,49-52,,Oklahoma City full timeout
7:08.0,,,49-54,2,K. Durant makes 2-pt shot from 17 ft (assist by R. Westbrook)
6:46.0,D. DeRozan makes 2-pt shot from 13 ft,2,51-54,,
6:33.0,Personal foul by K. Lowry (drawn by R. Westbrook),,51-54,,
6:25.0,,,51-54,,A. Roberson misses 3-pt shot from 22 ft
6:24.0,,,51-54,,Offensive rebound by S. Adams
6:24.0,,,51-56,2,S. Adams makes 2-pt shot at rim
6:06.0,D. DeRozan misses 2-pt shot from 15 ft,,51-56,,
6:05.0,,,51-56,,Defensive rebound by K. Durant
5:56.0,,,51-59,3,A. Roberson makes 3-pt shot from 22 ft (assist by R. Westbrook)
5:32.0,Shooting foul by S. Ibaka (drawn by D. DeRozan),,51-59,,
5:32.0,D. DeRozan makes free throw 1 of 2,1,52-59,,
5:32.0,P. Patterson enters the game for L. Scola,,52-59,,
5:32.0,D. DeRozan makes free throw 2 of 2,1,53-59,,
5:13.0,,,53-59,,Shooting foul by J. Valanciunas (drawn by R. Westbrook)
5:13.0,Violation by Team (delay of game),,53-59,,
5:13.0,,,53-60,1,R. Westbrook makes free throw 1 of 2
5:13.0,,,53-61,1,R. Westbrook makes free throw 2 of 2
4:54.0,K. Lowry makes 3-pt shot from 24 ft (assist by J. Valanciunas),3,56-61,,
4:44.0,,,56-63,2,R. Westbrook makes 2-pt shot from 16 ft
4:28.0,Shooting foul by S. Ibaka (drawn by K. Lowry),,56-63,,
4:28.0,K. Lowry makes free throw 1 of 2,1,57-63,,
4:28.0,,,57-63,,N. Collison enters the game for S. Ibaka
4:28.0,K. Lowry makes free throw 2 of 2,1,58-63,,
4:18.0,,,58-66,3,R. Westbrook makes 3-pt shot from 24 ft
3:59.0,D. DeRozan makes 2-pt shot from 8 ft,2,60-66,,
3:47.0,,,60-66,,Turnover by R. Westbrook (bad pass; steal by P. Patterson)
3:43.0,D. Carroll makes 2-pt shot at rim (assist by D. DeRozan),2,62-66,,
3:14.0,,,62-69,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
2:56.0,D. Carroll misses 2-pt shot from 4 ft (block by K. Durant),,62-69,,
2:56.0,Offensive rebound by J. Valanciunas,,62-69,,
2:54.0,J. Valanciunas misses 2-pt shot from 4 ft,,62-69,,
2:52.0,Offensive rebound by J. Valanciunas,,62-69,,
2:52.0,Toronto full timeout,,62-69,,
2:52.0,C. Joseph enters the game for D. DeRozan,,62-69,,
2:48.0,D. Carroll makes 2-pt shot from 1 ft (assist by P. Patterson),2,64-69,,
2:48.0,Shooting foul by K. Durant (drawn by D. Carroll),,64-69,,
2:48.0,D. Carroll makes free throw 1 of 1,1,65-69,,
2:38.0,,,65-71,2,R. Westbrook makes 2-pt shot from 19 ft
2:21.0,P. Patterson misses 2-pt shot from 9 ft,,65-71,,
2:21.0,,,65-71,,Defensive rebound by Team
2:21.0,Loose ball foul by D. Carroll (drawn by K. Durant),,65-71,,
2:21.0,,,65-71,,D. Augustin enters the game for R. Westbrook
2:21.0,,,65-72,1,K. Durant makes free throw 1 of 2
2:21.0,,,65-73,1,K. Durant makes free throw 2 of 2
2:10.0,K. Lowry misses 3-pt shot from 24 ft,,65-73,,
2:08.0,Offensive rebound by J. Valanciunas,,65-73,,
2:08.0,J. Valanciunas makes 2-pt shot at rim,2,67-73,,
1:55.0,,,67-73,,K. Durant misses 2-pt shot from 10 ft
1:54.0,Defensive rebound by J. Valanciunas,,67-73,,
1:45.0,P. Patterson makes 2-pt shot from 1 ft,2,69-73,,
1:33.0,,,69-73,,K. Durant misses 3-pt shot from 25 ft
1:32.0,Defensive rebound by K. Lowry,,69-73,,
1:30.0,,,69-73,,Personal foul by S. Adams (drawn by D. Carroll)
1:30.0,D. Carroll makes free throw 1 of 2,1,70-73,,
1:30.0,,,70-73,,D. Waiters enters the game for A. Roberson
1:30.0,,,70-73,,E. Kanter enters the game for S. Adams
1:30.0,B. Biyombo enters the game for J. Valanciunas,,70-73,,
1:30.0,D. Carroll makes free throw 2 of 2,1,71-73,,
1:16.0,,,71-76,3,D. Waiters makes 3-pt shot from 22 ft (assist by K. Durant)
1:00.0,Turnover by D. Carroll (bad pass; steal by D. Waiters),,71-76,,
0:55.0,,,71-76,,D. Waiters misses 3-pt shot from 22 ft
0:54.0,Defensive rebound by B. Biyombo,,71-76,,
0:41.0,K. Lowry makes 2-pt shot from 1 ft,2,73-76,,
0:29.0,,,73-78,2,K. Durant makes 2-pt shot from 1 ft
0:09.0,Shooting foul by E. Kanter (drawn by K. Lowry),,73-78,,
0:09.0,K. Lowry misses free throw 1 of 2,,73-78,,
0:09.0,Offensive rebound by Team,,73-78,,
0:09.0,K. Lowry misses free throw 2 of 2,,73-78,,
0:09.0,,,73-78,,Defensive rebound by K. Durant
0:00.0,,,73-81,3,E. Kanter makes 3-pt shot from 24 ft (assist by K. Durant)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,C. Joseph misses 2-pt shot from 7 ft,,73-81,,
11:47.0,Offensive rebound by B. Biyombo,,73-81,,
11:35.0,C. Joseph makes 2-pt shot from 1 ft,2,75-81,,
11:12.0,,,75-83,2,N. Collison makes 2-pt shot from 5 ft (assist by D. Augustin)
10:56.0,P. Patterson makes 3-pt shot from 24 ft (assist by C. Joseph),3,78-83,,
10:37.0,,,78-83,,Turnover by D. Waiters (bad pass; steal by C. Joseph)
10:35.0,Turnover by C. Joseph (lost ball; steal by N. Collison),,78-83,,
10:25.0,,,78-83,,A. Morrow misses 3-pt shot from 25 ft
10:24.0,,,78-83,,Offensive rebound by N. Collison
10:20.0,,,78-83,,A. Morrow misses 2-pt shot from 6 ft
10:19.0,Defensive rebound by T. Ross,,78-83,,
10:06.0,D. DeRozan misses 2-pt shot from 10 ft,,78-83,,
10:06.0,,,78-83,,Defensive rebound by D. Waiters
9:59.0,,,78-85,2,D. Waiters makes 2-pt shot from 1 ft
9:41.0,P. Patterson makes 2-pt shot from 1 ft,2,80-85,,
9:18.0,,,80-85,,E. Kanter misses 2-pt shot from 16 ft
9:18.0,Defensive rebound by P. Patterson,,80-85,,
9:06.0,T. Ross misses 3-pt shot from 22 ft,,80-85,,
9:06.0,Offensive rebound by B. Biyombo,,80-85,,
8:42.0,D. DeRozan misses 2-pt shot from 15 ft,,80-85,,
8:42.0,,,80-85,,Defensive rebound by E. Kanter
8:30.0,,,80-87,2,D. Waiters makes 2-pt shot from 15 ft (assist by E. Kanter)
8:23.0,Toronto full timeout,,80-87,,
8:23.0,,,80-87,,S. Ibaka enters the game for N. Collison
8:14.0,,,80-87,,Personal foul by D. Waiters (drawn by D. DeRozan)
8:02.0,B. Biyombo makes 2-pt shot from 3 ft (assist by P. Patterson),2,82-87,,
7:40.0,,,82-87,,A. Morrow misses 3-pt shot from 24 ft
7:40.0,Defensive rebound by P. Patterson,,82-87,,
7:29.0,,,82-87,,Personal foul by D. Augustin (drawn by C. Joseph)
7:29.0,C. Joseph misses free throw 1 of 2,,82-87,,
7:29.0,Offensive rebound by Team,,82-87,,
7:29.0,,,82-87,,R. Westbrook enters the game for D. Augustin
7:29.0,,,82-87,,K. Durant enters the game for A. Morrow
7:29.0,C. Joseph makes free throw 2 of 2,1,83-87,,
7:19.0,,,83-87,,R. Westbrook misses 2-pt shot from 2 ft (block by P. Patterson)
7:18.0,,,83-87,,Offensive rebound by D. Waiters
7:07.0,,,83-87,,R. Westbrook misses 2-pt shot from 2 ft
7:04.0,Defensive rebound by C. Joseph,,83-87,,
6:59.0,Turnover by D. DeRozan (bad pass; steal by K. Durant),,83-87,,
6:51.0,,,83-87,,R. Westbrook misses 2-pt shot from 2 ft
6:49.0,,,83-87,,Offensive rebound by E. Kanter
6:49.0,,,83-87,,E. Kanter misses 2-pt shot from 2 ft
6:49.0,Defensive rebound by T. Ross,,83-87,,
6:37.0,Offensive foul by B. Biyombo,,83-87,,
6:37.0,Turnover by B. Biyombo (offensive foul),,83-87,,
6:37.0,Technical foul by B. Biyombo,,83-87,,
6:37.0,,,83-88,1,K. Durant makes technical free throw
6:37.0,,,83-88,,S. Adams enters the game for E. Kanter
6:37.0,D. Carroll enters the game for T. Ross,,83-88,,
6:23.0,,,83-91,3,R. Westbrook makes 3-pt shot from 25 ft (assist by K. Durant)
6:06.0,,,83-91,,Personal foul by R. Westbrook (drawn by D. Carroll)
5:51.0,B. Biyombo misses 2-pt shot from 8 ft,,83-91,,
5:51.0,,,83-91,,Defensive rebound by R. Westbrook
5:38.0,,,83-91,,S. Ibaka misses 2-pt shot from 17 ft
5:38.0,Defensive rebound by Team,,83-91,,
5:38.0,Official timeout,,83-91,,
5:38.0,K. Lowry enters the game for B. Biyombo,,83-91,,
5:38.0,J. Valanciunas enters the game for P. Patterson,,83-91,,
5:29.0,D. DeRozan makes 2-pt shot from 1 ft,2,85-91,,
5:29.0,Shooting foul by S. Adams (drawn by D. DeRozan),,85-91,,
5:29.0,D. DeRozan misses free throw 1 of 1,,85-91,,
5:28.0,,,85-91,,Defensive rebound by R. Westbrook
5:13.0,,,85-93,2,K. Durant makes 2-pt shot from 16 ft (assist by R. Westbrook)
4:55.0,D. DeRozan misses 2-pt shot from 5 ft,,85-93,,
4:54.0,Offensive rebound by J. Valanciunas,,85-93,,
4:53.0,J. Valanciunas misses 2-pt shot from 4 ft,,85-93,,
4:51.0,Offensive rebound by D. DeRozan,,85-93,,
4:35.0,C. Joseph makes 2-pt shot from 1 ft,2,87-93,,
4:16.0,,,87-93,,R. Westbrook misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by K. Lowry,,87-93,,
4:05.0,K. Lowry misses 2-pt shot from 1 ft,,87-93,,
4:05.0,,,87-93,,Defensive rebound by Team
4:05.0,Technical foul by K. Lowry,,87-93,,
4:05.0,,,87-93,,A. Roberson enters the game for S. Adams
4:05.0,,,87-94,1,K. Durant makes technical free throw
3:51.0,,,87-94,,Turnover by R. Westbrook (lost ball; steal by C. Joseph)
