time,Cleveland,pts.away,score,pts.home,Golden State
3:55.0,Offensive rebound by K. Love,,71-79,,
3:55.0,K. Love misses 2-pt shot from 1 ft,,71-79,,
3:54.0,,,71-79,,Defensive rebound by S. Curry
3:48.0,,,71-81,2,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala)
3:26.0,L. James makes 2-pt shot at rim,2,73-81,,
3:09.0,,,73-81,,K. Thompson misses 2-pt shot from 2 ft (block by L. James)
3:08.0,,,73-81,,Offensive rebound by S. Curry
3:03.0,,,73-81,,S. Curry misses 2-pt shot from 2 ft
3:03.0,Defensive rebound by K. Love,,73-81,,
2:55.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,75-81,,
2:36.0,,,75-81,,Offensive foul by S. Livingston
2:36.0,,,75-81,,Turnover by S. Livingston (offensive foul)
2:36.0,Cleveland full timeout,,75-81,,
2:36.0,J. Smith enters the game for K. Irving,,75-81,,
2:15.0,L. James misses 2-pt shot from 1 ft,,75-81,,
2:14.0,Offensive rebound by K. Love,,75-81,,
2:14.0,K. Love makes 2-pt shot from 1 ft,2,77-81,,
1:51.0,,,77-81,,D. Green misses 2-pt shot from 1 ft (block by K. Love)
1:50.0,Defensive rebound by I. Shumpert,,77-81,,
1:33.0,Shooting foul by S. Livingston (drawn by L. James),,77-81,,
1:33.0,L. James misses free throw 1 of 2,,77-81,,
1:33.0,Offensive rebound by Team,,77-81,,
1:33.0,L. James misses free throw 2 of 2,,77-81,,
1:32.0,,,77-81,,Defensive rebound by A. Iguodala
1:19.0,,,77-83,2,S. Curry makes 2-pt shot from 1 ft
1:08.0,J. Smith makes 3-pt shot from 26 ft (assist by K. Love),3,80-83,,
0:58.0,,,80-85,2,S. Curry makes 2-pt shot from 2 ft
0:58.0,Cleveland full timeout,,80-85,,
0:50.0,L. James misses 2-pt shot from 3 ft,,80-85,,
0:48.0,,,80-85,,Defensive rebound by S. Curry
0:29.0,,,80-85,,S. Curry misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by K. Love,,80-85,,
0:20.0,Shooting foul by D. Green (drawn by L. James),,80-85,,
0:20.0,L. James makes free throw 1 of 2,1,81-85,,
0:20.0,T. Thompson enters the game for K. Love,,81-85,,
0:20.0,,,81-85,,Golden State full timeout
0:20.0,L. James misses free throw 2 of 2,,81-85,,
0:20.0,,,81-85,,Defensive rebound by Team
0:20.0,Loose ball foul by M. Dellavedova (drawn by A. Iguodala),,81-85,,
0:20.0,,,81-85,,A. Iguodala misses free throw 1 of 2
0:20.0,,,81-85,,Offensive rebound by Team
0:20.0,K. Love enters the game for I. Shumpert,,81-85,,
0:20.0,,,81-85,,A. Iguodala misses free throw 2 of 2
0:19.0,Defensive rebound by K. Love,,81-85,,
0:19.0,Cleveland full timeout,,81-85,,
0:13.0,L. James misses 3-pt shot from 28 ft,,81-85,,
0:13.0,,,81-85,,Defensive rebound by Team
0:13.0,Loose ball foul by T. Thompson (drawn by A. Iguodala),,81-85,,
0:13.0,,,81-86,1,A. Iguodala makes free throw 1 of 2
0:13.0,,,81-87,1,A. Iguodala makes free throw 2 of 2
0:08.0,Shooting foul by S. Livingston (drawn by J. Smith),,81-87,,
0:08.0,J. Smith misses free throw 1 of 3,,81-87,,
0:08.0,Offensive rebound by Team,,81-87,,
0:08.0,J. Smith makes free throw 2 of 3,1,82-87,,
0:08.0,J. Smith makes free throw 3 of 3,1,83-87,,
0:08.0,Personal foul by M. Dellavedova (drawn by D. Green),,83-87,,
0:08.0,,,83-88,1,D. Green makes free throw 1 of 2
0:08.0,,,83-89,1,D. Green makes free throw 2 of 2
0:08.0,Cleveland full timeout,,83-89,,
0:05.0,J. Smith misses 3-pt shot from 25 ft,,83-89,,
0:05.0,,,83-89,,Defensive rebound by D. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
