time,Washington,pts.away,score,pts.home,Atlanta
10:28.0,Offensive rebound by Team,,29-33,,
10:28.0,N. Hilario misses free throw 2 of 2,,29-33,,
10:27.0,,,29-33,,Defensive rebound by T. Sefolosha
10:07.0,,,29-33,,D. Schroder misses 2-pt shot from 2 ft (block by G. Temple)
10:05.0,Defensive rebound by J. Dudley,,29-33,,
10:01.0,R. Sessions makes 2-pt shot from 18 ft,2,31-33,,
9:38.0,,,31-35,2,T. Sefolosha makes 2-pt shot from 4 ft (assist by A. Horford)
9:28.0,N. Hilario makes 2-pt shot at rim (assist by J. Dudley),2,33-35,,
9:14.0,,,33-37,2,T. Hardaway makes 2-pt shot from 1 ft (assist by A. Horford)
9:03.0,J. Dudley makes 2-pt shot from 17 ft (assist by N. Hilario),2,35-37,,
8:48.0,,,35-37,,T. Hardaway misses 3-pt shot from 24 ft
8:47.0,Defensive rebound by N. Hilario,,35-37,,
8:41.0,R. Sessions misses 2-pt shot from 9 ft,,35-37,,
8:39.0,,,35-37,,Defensive rebound by T. Sefolosha
8:27.0,,,35-39,2,M. Scott makes 2-pt shot from 9 ft
8:03.0,B. Beal makes 2-pt shot from 11 ft,2,37-39,,
7:58.0,,,37-39,,Atlanta full timeout
7:58.0,,,37-39,,K. Bazemore enters the game for A. Horford
7:58.0,,,37-39,,P. Millsap enters the game for T. Sefolosha
7:38.0,,,37-39,,P. Millsap misses 3-pt shot from 24 ft
7:36.0,Defensive rebound by R. Sessions,,37-39,,
7:19.0,G. Temple makes 2-pt shot from 16 ft (assist by R. Sessions),2,39-39,,
7:05.0,,,39-41,2,M. Scott makes 2-pt shot from 15 ft (assist by D. Schroder)
6:50.0,Shooting foul by T. Hardaway (drawn by J. Dudley),,39-41,,
6:50.0,J. Dudley misses free throw 1 of 2,,39-41,,
6:50.0,Offensive rebound by Team,,39-41,,
6:50.0,,,39-41,,J. Teague enters the game for D. Schroder
6:50.0,J. Wall enters the game for B. Beal,,39-41,,
6:50.0,J. Dudley makes free throw 2 of 2,1,40-41,,
6:32.0,,,40-41,,Shooting foul by J. Dudley (drawn by K. Bazemore)
6:32.0,,,40-43,2,K. Bazemore makes 2-pt shot from 1 ft (assist by J. Teague)
6:32.0,,,40-43,,K. Korver enters the game for T. Hardaway
6:32.0,O. Porter enters the game for R. Sessions,,40-43,,
6:32.0,,,40-44,1,K. Bazemore makes free throw 1 of 1
6:18.0,O. Porter makes 2-pt shot from 1 ft (assist by G. Temple),2,42-44,,
6:06.0,,,42-44,,M. Scott misses 3-pt shot from 24 ft
6:05.0,Defensive rebound by N. Hilario,,42-44,,
5:58.0,O. Porter misses 2-pt shot from 19 ft,,42-44,,
5:56.0,,,42-44,,Defensive rebound by P. Millsap
5:43.0,,,42-46,2,P. Millsap makes 2-pt shot at rim (assist by K. Bazemore)
5:28.0,J. Dudley makes 2-pt shot from 1 ft (assist by J. Wall),2,44-46,,
5:16.0,,,44-46,,K. Korver misses 3-pt shot from 23 ft
5:14.0,Defensive rebound by J. Dudley,,44-46,,
5:07.0,J. Dudley misses 3-pt shot from 24 ft,,44-46,,
5:05.0,Offensive rebound by O. Porter,,44-46,,
5:05.0,O. Porter makes 2-pt shot at rim,2,46-46,,
5:05.0,,,46-46,,Atlanta full timeout
5:05.0,Official timeout,,46-46,,
5:05.0,M. Gortat enters the game for J. Dudley,,46-46,,
5:05.0,M. Morris enters the game for N. Hilario,,46-46,,
4:51.0,,,46-46,,Shooting foul by G. Temple (drawn by P. Millsap)
4:51.0,,,46-47,1,P. Millsap makes free throw 1 of 2
4:51.0,,,46-48,1,P. Millsap makes free throw 2 of 2
4:31.0,Shooting foul by P. Millsap (drawn by M. Gortat),,46-48,,
4:31.0,M. Gortat makes free throw 1 of 2,1,47-48,,
4:31.0,,,47-48,,A. Horford enters the game for M. Scott
4:31.0,M. Gortat makes free throw 2 of 2,1,48-48,,
4:13.0,,,48-48,,J. Teague misses 2-pt shot at rim
4:11.0,Defensive rebound by J. Wall,,48-48,,
4:07.0,J. Wall misses 2-pt shot from 1 ft,,48-48,,
4:06.0,Offensive rebound by O. Porter,,48-48,,
3:57.0,Turnover by J. Wall (lost ball; steal by P. Millsap),,48-48,,
3:43.0,,,48-48,,K. Bazemore misses 3-pt shot from 24 ft
3:41.0,Defensive rebound by O. Porter,,48-48,,
3:31.0,M. Morris misses 3-pt shot from 24 ft,,48-48,,
3:29.0,Offensive rebound by G. Temple,,48-48,,
3:23.0,J. Wall makes 3-pt shot from 23 ft (assist by O. Porter),3,51-48,,
3:10.0,,,51-50,2,J. Teague makes 2-pt shot at rim
3:00.0,O. Porter misses 3-pt shot from 22 ft,,51-50,,
2:58.0,,,51-50,,Defensive rebound by A. Horford
2:53.0,,,51-53,3,J. Teague makes 3-pt shot from 23 ft (assist by K. Korver)
2:43.0,Washington full timeout,,51-53,,
2:43.0,,,51-53,,T. Sefolosha enters the game for K. Korver
2:43.0,B. Beal enters the game for G. Temple,,51-53,,
2:35.0,Shooting foul by K. Bazemore (drawn by O. Porter),,51-53,,
2:35.0,O. Porter makes free throw 1 of 2,1,52-53,,
2:35.0,O. Porter makes free throw 2 of 2,1,53-53,,
2:21.0,,,53-53,,K. Bazemore misses 2-pt shot from 9 ft (block by O. Porter)
2:19.0,Defensive rebound by M. Morris,,53-53,,
2:12.0,J. Wall misses 2-pt shot from 17 ft,,53-53,,
2:10.0,,,53-53,,Defensive rebound by T. Sefolosha
1:50.0,,,53-56,3,A. Horford makes 3-pt shot from 24 ft (assist by J. Teague)
1:29.0,B. Beal makes 3-pt shot from 24 ft,3,56-56,,
1:09.0,,,56-59,3,J. Teague makes 3-pt shot from 24 ft (assist by A. Horford)
0:51.0,M. Morris makes 2-pt shot from 17 ft (assist by J. Wall),2,58-59,,
0:44.0,,,58-59,,J. Teague misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by M. Morris,,58-59,,
0:35.0,J. Wall makes 3-pt shot from 25 ft,3,61-59,,
0:29.0,,,61-59,,Turnover by J. Teague (lost ball; steal by M. Gortat)
0:24.0,Turnover by J. Wall (lost ball; steal by J. Teague),,61-59,,
0:04.0,Personal take foul by B. Beal,,61-59,,
0:04.0,J. Dudley enters the game for M. Morris,,61-59,,
0:04.0,,,61-59,,K. Korver enters the game for T. Sefolosha
0:04.0,,,61-59,,M. Scott enters the game for P. Millsap
0:04.0,G. Temple enters the game for B. Beal,,61-59,,
0:03.0,,,61-59,,Turnover by K. Bazemore (lost ball; steal by O. Porter)
0:01.0,J. Wall misses 2-pt shot from 1 ft (block by K. Bazemore),,61-59,,
0:00.0,Offensive rebound by Team,,61-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,61-59,,Offensive charge foul by P. Millsap
11:46.0,,,61-59,,Turnover by P. Millsap (offensive foul)
11:35.0,Turnover by M. Gortat (lost ball; steal by A. Horford),,61-59,,
11:25.0,,,61-59,,J. Teague misses 3-pt shot from 25 ft
11:23.0,Defensive rebound by J. Wall,,61-59,,
11:15.0,Shooting foul by J. Teague (drawn by J. Wall),,61-59,,
11:15.0,J. Wall makes free throw 1 of 2,1,62-59,,
11:15.0,J. Wall makes free throw 2 of 2,1,63-59,,
10:58.0,,,63-59,,A. Horford misses 3-pt shot from 24 ft
10:56.0,,,63-59,,Offensive rebound by J. Teague
10:48.0,,,63-59,,P. Millsap misses 2-pt shot from 10 ft
10:47.0,Defensive rebound by M. Gortat,,63-59,,
10:41.0,M. Morris misses 2-pt shot from 11 ft,,63-59,,
10:38.0,,,63-59,,Defensive rebound by P. Millsap
10:19.0,,,63-59,,Turnover by A. Horford (lost ball; steal by M. Morris)
10:12.0,J. Wall makes 2-pt shot from 15 ft,2,65-59,,
9:55.0,,,65-59,,Turnover by K. Bazemore (lost ball; steal by M. Morris)
9:47.0,M. Morris makes 3-pt shot from 24 ft (assist by J. Wall),3,68-59,,
9:46.0,,,68-59,,Atlanta full timeout
9:46.0,,,68-59,,T. Sefolosha enters the game for K. Korver
9:46.0,,,68-59,,T. Hardaway enters the game for K. Bazemore
9:32.0,,,68-62,3,T. Sefolosha makes 3-pt shot from 23 ft (assist by A. Horford)
9:07.0,M. Morris misses 2-pt shot from 7 ft,,68-62,,
9:06.0,Offensive rebound by M. Gortat,,68-62,,
9:03.0,J. Wall misses 3-pt shot from 24 ft,,68-62,,
9:01.0,,,68-62,,Defensive rebound by T. Hardaway
8:50.0,,,68-62,,T. Sefolosha misses 2-pt shot from 20 ft
8:48.0,Defensive rebound by M. Gortat,,68-62,,
8:39.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,71-62,,
8:18.0,,,71-64,2,J. Teague makes 2-pt shot from 14 ft
8:12.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,74-64,,
7:54.0,,,74-67,3,J. Teague makes 3-pt shot from 24 ft
7:27.0,Offensive charge foul by J. Wall,,74-67,,
7:27.0,Turnover by J. Wall (offensive foul),,74-67,,
7:11.0,,,74-70,3,T. Hardaway makes 3-pt shot from 24 ft (assist by A. Horford)
6:54.0,Shooting foul by P. Millsap (drawn by M. Morris),,74-70,,
6:54.0,M. Morris misses free throw 1 of 2,,74-70,,
6:54.0,Offensive rebound by Team,,74-70,,
6:54.0,,,74-70,,M. Scott enters the game for P. Millsap
6:54.0,M. Morris makes free throw 2 of 2,1,75-70,,
6:42.0,,,75-70,,A. Horford misses 2-pt shot from 20 ft
6:40.0,Defensive rebound by M. Morris,,75-70,,
6:35.0,Offensive foul by M. Gortat,,75-70,,
6:35.0,Turnover by M. Gortat (offensive foul),,75-70,,
6:23.0,,,75-72,2,J. Teague makes 2-pt shot from 9 ft
6:02.0,B. Beal makes 3-pt shot from 25 ft,3,78-72,,
5:50.0,,,78-72,,Turnover by T. Hardaway (lost ball; steal by J. Wall)
5:26.0,B. Beal misses 2-pt shot from 16 ft,,78-72,,
5:24.0,,,78-72,,Defensive rebound by T. Hardaway
5:11.0,,,78-72,,Shooting foul by O. Porter (drawn by J. Teague)
5:11.0,,,78-73,1,J. Teague makes free throw 1 of 2
5:11.0,,,78-74,1,J. Teague makes free throw 2 of 2
5:00.0,J. Wall makes 2-pt shot from 17 ft,2,80-74,,
4:51.0,Personal foul by M. Morris,,80-74,,
4:51.0,,,80-74,,D. Schroder enters the game for J. Teague
4:36.0,,,80-74,,A. Horford misses 2-pt shot from 18 ft
4:35.0,Defensive rebound by M. Morris,,80-74,,
4:22.0,Turnover by M. Morris (lost ball; steal by A. Horford),,80-74,,
4:07.0,,,80-76,2,A. Horford makes 2-pt shot from 2 ft
3:48.0,M. Morris makes 2-pt shot at rim (assist by J. Wall),2,82-76,,
3:31.0,,,82-79,3,A. Horford makes 3-pt shot from 24 ft (assist by M. Scott)
3:08.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,85-79,,
2:54.0,,,85-79,,D. Schroder misses 3-pt shot from 23 ft
2:52.0,Defensive rebound by B. Beal,,85-79,,
2:43.0,B. Beal misses 2-pt shot from 13 ft,,85-79,,
2:43.0,Offensive rebound by Team,,85-79,,
2:43.0,,,85-79,,Loose ball foul by M. Scott
2:43.0,Washington full timeout,,85-79,,
2:43.0,G. Temple enters the game for M. Morris,,85-79,,
2:43.0,J. Dudley enters the game for B. Beal,,85-79,,
2:31.0,Turnover by J. Wall (lost ball),,85-79,,
2:20.0,,,85-81,2,A. Horford makes 2-pt shot from 19 ft (assist by T. Sefolosha)
1:53.0,J. Wall makes 2-pt shot from 17 ft,2,87-81,,
1:40.0,,,87-81,,A. Horford misses 3-pt shot from 24 ft
1:39.0,Defensive rebound by J. Dudley,,87-81,,
1:29.0,J. Wall makes 2-pt shot from 16 ft,2,89-81,,
1:13.0,,,89-81,,D. Schroder misses 2-pt shot from 1 ft
1:12.0,Defensive rebound by M. Gortat,,89-81,,
1:12.0,,,89-81,,Personal foul by D. Schroder
1:12.0,N. Hilario enters the game for M. Gortat,,89-81,,
1:00.0,G. Temple misses 3-pt shot from 22 ft,,89-81,,
0:59.0,,,89-81,,Defensive rebound by A. Horford
0:48.0,,,89-81,,Turnover by D. Schroder (lost ball; steal by G. Temple)
0:40.0,O. Porter misses 3-pt shot from 25 ft,,89-81,,
0:39.0,,,89-81,,Defensive rebound by A. Horford
0:32.0,,,89-84,3,T. Hardaway makes 3-pt shot from 24 ft (assist by A. Horford)
0:17.0,J. Wall misses 2-pt shot at rim,,89-84,,
0:16.0,,,89-84,,Defensive rebound by T. Hardaway
0:07.0,Personal take foul by G. Temple,,89-84,,
0:07.0,R. Sessions enters the game for J. Wall,,89-84,,
0:07.0,,,89-84,,K. Korver enters the game for T. Sefolosha
0:02.0,,,89-86,2,D. Schroder makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,B. Beal misses 2-pt shot from 11 ft (block by M. Scott),,89-86,,
11:41.0,,,89-86,,Defensive rebound by A. Horford
11:29.0,,,89-86,,Turnover by D. Schroder (lost ball; steal by R. Sessions)
11:22.0,R. Sessions misses 2-pt shot at rim,,89-86,,
11:20.0,,,89-86,,Defensive rebound by T. Hardaway
11:02.0,,,89-86,,M. Scott misses 2-pt shot at rim
10:59.0,Defensive rebound by J. Dudley,,89-86,,
10:52.0,G. Temple makes 3-pt shot from 23 ft (assist by N. Hilario),3,92-86,,
10:28.0,,,92-86,,D. Schroder misses 2-pt shot from 18 ft
10:26.0,Defensive rebound by N. Hilario,,92-86,,
10:14.0,B. Beal misses 2-pt shot at rim,,92-86,,
10:13.0,,,92-86,,Defensive rebound by T. Sefolosha
10:04.0,,,92-86,,A. Horford misses 2-pt shot from 15 ft
10:02.0,Defensive rebound by B. Beal,,92-86,,
9:49.0,N. Hilario makes 2-pt shot from 18 ft (assist by R. Sessions),2,94-86,,
9:27.0,,,94-88,2,A. Horford makes 2-pt shot from 17 ft (assist by M. Scott)
9:12.0,B. Beal makes 2-pt shot at rim (assist by J. Dudley),2,96-88,,
9:11.0,,,96-88,,Atlanta full timeout
9:11.0,,,96-88,,K. Korver enters the game for A. Horford
9:11.0,,,96-88,,P. Millsap enters the game for T. Hardaway
8:50.0,,,96-90,2,D. Schroder makes 2-pt shot at rim
8:30.0,N. Hilario misses 2-pt shot from 12 ft,,96-90,,
8:29.0,,,96-90,,Defensive rebound by T. Sefolosha
8:20.0,,,96-90,,P. Millsap misses 2-pt shot from 20 ft
8:18.0,Defensive rebound by R. Sessions,,96-90,,
8:11.0,,,96-90,,K. Bazemore enters the game for T. Sefolosha
8:01.0,Turnover by R. Sessions (lost ball),,96-90,,
7:49.0,,,96-90,,Turnover by D. Schroder (traveling)
7:44.0,G. Temple misses 3-pt shot from 25 ft,,96-90,,
7:44.0,Offensive rebound by Team,,96-90,,
7:44.0,,,96-90,,Loose ball foul by M. Scott
7:44.0,,,96-90,,J. Teague enters the game for D. Schroder
7:34.0,B. Beal makes 2-pt shot from 8 ft (assist by R. Sessions),2,98-90,,
7:14.0,Personal foul by N. Hilario,,98-90,,
7:14.0,J. Wall enters the game for R. Sessions,,98-90,,
7:00.0,,,98-90,,K. Bazemore misses 3-pt shot from 24 ft
6:59.0,Defensive rebound by G. Temple,,98-90,,
6:41.0,J. Dudley misses 2-pt shot from 2 ft,,98-90,,
6:40.0,,,98-90,,Defensive rebound by J. Teague
6:36.0,,,98-90,,Shooting foul by G. Temple (drawn by J. Teague)
6:36.0,,,98-90,,J. Teague misses free throw 1 of 2
6:36.0,,,98-90,,Offensive rebound by Team
6:36.0,,,98-91,1,J. Teague makes free throw 2 of 2
6:21.0,G. Temple misses 3-pt shot from 23 ft,,98-91,,
6:20.0,,,98-91,,Defensive rebound by M. Scott
6:10.0,O. Porter enters the game for B. Beal,,98-91,,
5:58.0,,,98-91,,J. Teague misses 3-pt shot from 24 ft
5:58.0,,,98-91,,Offensive rebound by Team
5:58.0,Official timeout,,98-91,,
5:58.0,,,98-91,,A. Horford enters the game for M. Scott
5:58.0,M. Morris enters the game for J. Dudley,,98-91,,
5:41.0,,,98-93,2,P. Millsap makes 2-pt shot from 11 ft
5:21.0,,,98-93,,Violation by A. Horford (def goaltending)
5:21.0,O. Porter makes 2-pt shot from 1 ft (assist by N. Hilario),2,100-93,,
5:09.0,,,100-93,,Turnover by P. Millsap (lost ball; steal by M. Morris)
4:56.0,O. Porter misses 2-pt shot from 1 ft (block by P. Millsap),,100-93,,
4:52.0,Offensive rebound by O. Porter,,100-93,,
4:52.0,O. Porter makes 2-pt shot at rim,2,102-93,,
4:40.0,,,102-93,,K. Bazemore misses 3-pt shot from 24 ft
4:38.0,Defensive rebound by N. Hilario,,102-93,,
4:27.0,J. Wall misses 2-pt shot from 15 ft,,102-93,,
4:26.0,,,102-93,,Defensive rebound by A. Horford
4:11.0,,,102-93,,Shooting foul by G. Temple (drawn by K. Bazemore)
4:11.0,,,102-93,,K. Bazemore misses free throw 1 of 2
4:11.0,,,102-93,,Offensive rebound by Team
4:11.0,M. Gortat enters the game for N. Hilario,,102-93,,
4:11.0,B. Beal enters the game for G. Temple,,102-93,,
4:11.0,,,102-93,,T. Sefolosha enters the game for K. Korver
4:11.0,,,102-94,1,K. Bazemore makes free throw 2 of 2
3:50.0,M. Morris misses 2-pt shot from 18 ft,,102-94,,
3:48.0,,,102-94,,Defensive rebound by T. Sefolosha
3:40.0,,,102-94,,J. Teague misses 3-pt shot from 24 ft
3:38.0,Defensive rebound by Team,,102-94,,
3:38.0,,,102-94,,T. Hardaway enters the game for K. Bazemore
3:21.0,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall),3,105-94,,
3:11.0,,,105-94,,M. Scott enters the game for P. Millsap
3:10.0,,,105-94,,Turnover by T. Sefolosha (lost ball; steal by O. Porter)
3:04.0,J. Wall makes 2-pt shot from 2 ft (assist by O. Porter),2,107-94,,
3:04.0,,,107-94,,Atlanta full timeout
2:50.0,,,107-96,2,T. Hardaway makes 2-pt shot from 7 ft (assist by T. Sefolosha)
2:30.0,M. Morris makes 2-pt shot from 17 ft (assist by J. Wall),2,109-96,,
2:08.0,,,109-98,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
1:43.0,M. Morris misses 2-pt shot from 18 ft,,109-98,,
1:43.0,Offensive rebound by Team,,109-98,,
1:43.0,,,109-98,,Loose ball foul by T. Hardaway
1:28.0,Shooting foul by A. Horford (drawn by J. Wall),,109-98,,
1:28.0,J. Wall makes free throw 1 of 2,1,110-98,,
1:28.0,J. Wall makes free throw 2 of 2,1,111-98,,
1:27.0,Personal foul by J. Wall,,111-98,,
1:21.0,,,111-98,,Turnover by J. Teague (lost ball; steal by J. Wall)
1:01.0,J. Wall makes 3-pt shot from 25 ft,3,114-98,,
0:53.0,,,114-100,2,M. Scott makes 2-pt shot from 1 ft (assist by J. Teague)
0:39.0,Shooting foul by T. Sefolosha (drawn by M. Gortat),,114-100,,
0:39.0,M. Gortat makes free throw 1 of 2,1,115-100,,
0:39.0,,,115-100,,M. Muscala enters the game for A. Horford
0:39.0,,,115-100,,K. Humphries enters the game for T. Sefolosha
0:39.0,R. Sessions enters the game for J. Wall,,115-100,,
0:39.0,K. Oubre enters the game for B. Beal,,115-100,,
