time,Golden State,pts.away,score,pts.home,Phoenix
3:33.0,,,33-17,3,M. Teletovic makes 3-pt shot from 25 ft (assist by T. Warren)
3:16.0,D. Green makes 3-pt shot from 23 ft (assist by A. Iguodala),3,36-17,,
3:02.0,,,36-17,,P. Tucker misses 2-pt shot from 16 ft
3:01.0,Defensive rebound by D. Green,,36-17,,
2:56.0,Turnover by D. Green (bad pass; steal by E. Bledsoe),,36-17,,
2:53.0,,,36-19,2,E. Bledsoe makes 2-pt shot from 1 ft
2:42.0,Offensive foul by S. Curry,,36-19,,
2:42.0,Turnover by S. Curry (offensive foul),,36-19,,
2:42.0,Golden State full timeout,,36-19,,
2:42.0,S. Livingston enters the game for K. Thompson,,36-19,,
2:27.0,,,36-19,,P. Tucker misses 2-pt shot from 3 ft
2:25.0,Defensive rebound by F. Ezeli,,36-19,,
2:12.0,F. Ezeli misses 2-pt shot from 4 ft,,36-19,,
2:11.0,,,36-19,,Defensive rebound by E. Bledsoe
2:05.0,,,36-19,,Turnover by E. Bledsoe (lost ball)
1:57.0,Shooting foul by E. Bledsoe (drawn by F. Ezeli),,36-19,,
1:57.0,F. Ezeli misses free throw 1 of 2,,36-19,,
1:57.0,Offensive rebound by Team,,36-19,,
1:57.0,,,36-19,,D. Booker enters the game for E. Bledsoe
1:57.0,,,36-19,,B. Knight enters the game for P. Tucker
1:57.0,F. Ezeli misses free throw 2 of 2,,36-19,,
1:56.0,Offensive rebound by S. Curry,,36-19,,
1:52.0,S. Curry makes 3-pt shot from 24 ft,3,39-19,,
1:34.0,,,39-21,2,R. Price makes 2-pt shot at rim
1:22.0,F. Ezeli misses 2-pt shot from 7 ft,,39-21,,
1:19.0,,,39-21,,Defensive rebound by M. Teletovic
1:10.0,,,39-23,2,R. Price makes 2-pt shot from 1 ft
1:03.0,S. Curry misses 3-pt shot from 25 ft,,39-23,,
1:01.0,Offensive rebound by A. Iguodala,,39-23,,
0:49.0,F. Ezeli makes 2-pt shot from 3 ft (assist by D. Green),2,41-23,,
0:44.0,,,41-25,2,T. Warren makes 2-pt shot from 3 ft (assist by B. Knight)
0:35.0,S. Curry makes 3-pt shot from 24 ft,3,44-25,,
0:24.0,Violation by D. Green (def goaltending),,44-25,,
0:24.0,,,44-27,2,M. Teletovic makes 2-pt shot from 2 ft (assist by R. Price)
0:04.0,S. Curry misses 2-pt shot from 1 ft,,44-27,,
0:02.0,Offensive rebound by F. Ezeli,,44-27,,
0:02.0,F. Ezeli misses 2-pt shot from 2 ft,,44-27,,
0:01.0,Offensive rebound by F. Ezeli,,44-27,,
0:00.0,F. Ezeli misses 2-pt shot from 1 ft,,44-27,,
0:00.0,Offensive rebound by Team,,44-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,44-27,,T. Warren misses 2-pt shot from 8 ft
11:44.0,Defensive rebound by A. Iguodala,,44-27,,
11:30.0,H. Barnes misses 2-pt shot from 2 ft (block by M. Teletovic),,44-27,,
11:27.0,,,44-27,,Defensive rebound by Team
11:13.0,,,44-27,,B. Knight misses 2-pt shot from 2 ft
11:11.0,,,44-27,,Offensive rebound by T. Warren
11:08.0,,,44-30,3,M. Teletovic makes 3-pt shot from 24 ft (assist by R. Price)
10:59.0,Turnover by L. Barbosa (lost ball),,44-30,,
10:42.0,Personal foul by S. Livingston (drawn by B. Knight),,44-30,,
10:38.0,Personal foul by B. Rush (drawn by M. Teletovic),,44-30,,
10:23.0,,,44-32,2,B. Knight makes 2-pt shot from 2 ft
10:06.0,A. Iguodala makes 2-pt shot at rim,2,46-32,,
10:05.0,,,46-32,,Phoenix full timeout
9:47.0,,,46-32,,R. Price misses 3-pt shot from 24 ft
9:46.0,Defensive rebound by Team,,46-32,,
9:33.0,L. Barbosa makes 3-pt shot from 24 ft,3,49-32,,
9:25.0,,,49-34,2,D. Booker makes 2-pt shot at rim
9:25.0,,,49-34,,Shooting foul by B. Rush (drawn by D. Booker)
9:25.0,,,49-34,,D. Booker misses free throw 1 of 1
9:23.0,Defensive rebound by H. Barnes,,49-34,,
9:10.0,Shooting foul by R. Price (drawn by H. Barnes),,49-34,,
9:10.0,H. Barnes misses free throw 1 of 2,,49-34,,
9:10.0,Offensive rebound by Team,,49-34,,
9:10.0,,,49-34,,E. Bledsoe enters the game for R. Price
9:10.0,H. Barnes makes free throw 2 of 2,1,50-34,,
9:06.0,Personal foul by L. Barbosa (drawn by E. Bledsoe),,50-34,,
8:58.0,,,50-37,3,E. Bledsoe makes 3-pt shot from 24 ft
8:43.0,H. Barnes makes 2-pt shot at rim (assist by S. Livingston),2,52-37,,
8:24.0,,,52-39,2,T. Warren makes 2-pt shot from 3 ft (assist by E. Bledsoe)
8:12.0,S. Livingston misses 2-pt shot from 17 ft,,52-39,,
8:09.0,,,52-39,,Defensive rebound by T. Warren
7:57.0,,,52-41,2,B. Knight makes 2-pt shot from 3 ft
7:57.0,,,52-41,,Shooting foul by S. Livingston (drawn by B. Knight)
7:57.0,Golden State full timeout,,52-41,,
7:57.0,K. Thompson enters the game for B. Rush,,52-41,,
7:57.0,,,52-41,,B. Knight misses free throw 1 of 1
7:56.0,Defensive rebound by H. Barnes,,52-41,,
7:41.0,A. Iguodala makes 3-pt shot from 22 ft (assist by L. Barbosa),3,55-41,,
7:27.0,,,55-43,2,B. Knight makes 2-pt shot from 5 ft
7:05.0,L. Barbosa misses 2-pt shot from 21 ft,,55-43,,
7:03.0,,,55-43,,Defensive rebound by T. Warren
6:47.0,,,55-43,,M. Teletovic misses 2-pt shot from 17 ft
6:44.0,Defensive rebound by S. Livingston,,55-43,,
6:39.0,S. Curry enters the game for L. Barbosa,,55-43,,
6:39.0,D. Green enters the game for A. Iguodala,,55-43,,
6:36.0,K. Thompson misses 3-pt shot from 24 ft,,55-43,,
6:33.0,Offensive rebound by H. Barnes,,55-43,,
6:33.0,H. Barnes makes 2-pt shot at rim,2,57-43,,
6:18.0,,,57-43,,M. Teletovic misses 3-pt shot from 27 ft
6:16.0,Defensive rebound by H. Barnes,,57-43,,
6:07.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,60-43,,
5:58.0,,,60-43,,Phoenix full timeout
5:46.0,,,60-45,2,E. Bledsoe makes 2-pt shot from 10 ft
5:27.0,Turnover by S. Curry (bad pass; steal by T. Warren),,60-45,,
5:23.0,,,60-47,2,B. Knight makes 2-pt shot from 13 ft (assist by T. Warren)
5:10.0,,,60-47,,Personal foul by T. Warren (drawn by S. Curry)
5:06.0,K. Thompson makes 2-pt shot from 20 ft (assist by S. Curry),2,62-47,,
4:52.0,,,62-47,,B. Knight misses 2-pt shot from 16 ft
4:50.0,Defensive rebound by H. Barnes,,62-47,,
4:42.0,Turnover by H. Barnes (lost ball; steal by D. Booker),,62-47,,
4:37.0,,,62-49,2,T. Warren makes 2-pt shot at rim (assist by E. Bledsoe)
4:18.0,H. Barnes makes 2-pt shot from 5 ft,2,64-49,,
4:07.0,,,64-51,2,B. Knight makes 2-pt shot from 5 ft
3:59.0,,,64-51,,Personal foul by D. Booker (drawn by D. Green)
3:59.0,,,64-51,,J. Leuer enters the game for M. Teletovic
3:59.0,I. Clark enters the game for S. Livingston,,64-51,,
3:49.0,I. Clark makes 3-pt shot from 23 ft (assist by D. Green),3,67-51,,
3:37.0,,,67-51,,Turnover by J. Leuer (bad pass; steal by S. Curry)
3:36.0,,,67-51,,Personal take foul by B. Knight (drawn by S. Curry)
3:21.0,,,67-51,,Personal foul by D. Booker (drawn by H. Barnes)
3:21.0,H. Barnes misses free throw 1 of 2,,67-51,,
3:21.0,Offensive rebound by Team,,67-51,,
3:21.0,H. Barnes misses free throw 2 of 2,,67-51,,
3:20.0,,,67-51,,Defensive rebound by J. Leuer
3:16.0,,,67-53,2,E. Bledsoe makes 2-pt shot from 2 ft
3:16.0,,,67-53,,Shooting foul by K. Thompson (drawn by E. Bledsoe)
3:16.0,A. Iguodala enters the game for H. Barnes,,67-53,,
3:16.0,,,67-53,,E. Bledsoe misses free throw 1 of 1
3:14.0,Defensive rebound by D. Green,,67-53,,
2:52.0,Turnover by Team (shot clock),,67-53,,
2:52.0,Official timeout,,67-53,,
2:52.0,H. Barnes enters the game for I. Clark,,67-53,,
2:44.0,,,67-53,,Turnover by T. Warren (traveling)
2:31.0,Turnover by S. Curry (lost ball; steal by J. Leuer),,67-53,,
2:26.0,,,67-55,2,T. Warren makes 2-pt shot at rim (assist by E. Bledsoe)
2:19.0,Turnover by S. Curry (lost ball),,67-55,,
2:05.0,,,67-57,2,B. Knight makes 2-pt shot from 3 ft (assist by J. Leuer)
1:54.0,,,67-57,,Personal foul by B. Knight (drawn by D. Green)
1:54.0,D. Green misses free throw 1 of 2,,67-57,,
1:54.0,Offensive rebound by Team,,67-57,,
1:54.0,D. Green misses free throw 2 of 2,,67-57,,
1:54.0,,,67-57,,Defensive rebound by J. Leuer
1:46.0,,,67-57,,Turnover by J. Leuer (bad pass)
1:33.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,70-57,,
1:07.0,,,70-57,,B. Knight misses 3-pt shot from 25 ft
1:05.0,Defensive rebound by A. Iguodala,,70-57,,
1:02.0,Turnover by A. Iguodala (bad pass; steal by E. Bledsoe),,70-57,,
1:00.0,,,70-57,,Turnover by E. Bledsoe (bad pass)
0:55.0,S. Curry makes 2-pt shot from 2 ft,2,72-57,,
0:45.0,,,72-57,,J. Leuer misses 3-pt shot from 25 ft
0:43.0,,,72-57,,Offensive rebound by T. Warren
0:41.0,,,72-57,,B. Knight misses 3-pt shot from 22 ft
0:39.0,Defensive rebound by S. Curry,,72-57,,
0:35.0,S. Curry makes 3-pt shot from 26 ft,3,75-57,,
0:08.0,,,75-57,,D. Booker misses 3-pt shot from 23 ft
0:06.0,Defensive rebound by H. Barnes,,75-57,,
0:00.0,S. Curry misses 3-pt shot from 25 ft,,75-57,,
0:00.0,Offensive rebound by Team,,75-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,75-57,,Turnover by P. Tucker (lost ball; steal by H. Barnes)
11:34.0,Offensive foul by K. Thompson,,75-57,,
11:34.0,Turnover by K. Thompson (offensive foul),,75-57,,
11:24.0,,,75-57,,B. Knight misses 3-pt shot from 24 ft
11:18.0,,,75-57,,Offensive rebound by J. Leuer
11:17.0,,,75-57,,E. Bledsoe misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by D. Green,,75-57,,
10:55.0,H. Barnes misses 3-pt shot from 24 ft,,75-57,,
10:53.0,,,75-57,,Defensive rebound by J. Leuer
10:46.0,,,75-57,,M. Morris misses 2-pt shot from 16 ft
10:44.0,Defensive rebound by K. Thompson,,75-57,,
10:37.0,K. Thompson misses 3-pt shot from 24 ft,,75-57,,
10:35.0,,,75-57,,Defensive rebound by M. Morris
10:27.0,,,75-59,2,B. Knight makes 2-pt shot from 9 ft
10:19.0,Shooting foul by B. Knight (drawn by S. Curry),,75-59,,
10:19.0,S. Curry makes free throw 1 of 2,1,76-59,,
10:19.0,S. Curry makes free throw 2 of 2,1,77-59,,
10:01.0,,,77-59,,B. Knight misses 3-pt shot from 23 ft
9:58.0,Defensive rebound by H. Barnes,,77-59,,
9:54.0,S. Curry misses 3-pt shot from 26 ft,,77-59,,
9:52.0,,,77-59,,Defensive rebound by M. Morris
9:48.0,,,77-61,2,E. Bledsoe makes 2-pt shot from 17 ft
9:27.0,A. Bogut misses 2-pt shot from 7 ft,,77-61,,
9:22.0,,,77-61,,Defensive rebound by P. Tucker
9:06.0,,,77-63,2,M. Morris makes 2-pt shot from 11 ft (assist by B. Knight)
9:03.0,Golden State full timeout,,77-63,,
9:03.0,A. Iguodala enters the game for H. Barnes,,77-63,,
8:55.0,Offensive foul by A. Bogut,,77-63,,
8:55.0,Turnover by A. Bogut (offensive foul),,77-63,,
8:37.0,,,77-63,,M. Morris misses 2-pt shot from 14 ft
8:35.0,,,77-63,,Offensive rebound by J. Leuer
8:31.0,,,77-66,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by M. Morris)
8:25.0,,,77-66,,Technical foul by M. Morris
8:25.0,S. Curry makes technical free throw,1,78-66,,
8:16.0,A. Iguodala misses 2-pt shot from 21 ft,,78-66,,
8:15.0,Offensive rebound by Team,,78-66,,
7:57.0,Turnover by S. Curry (bad pass; steal by M. Morris),,78-66,,
7:55.0,,,78-66,,Shooting foul by K. Thompson (drawn by M. Morris)
7:55.0,,,78-66,,M. Morris misses free throw 1 of 2
7:55.0,,,78-66,,Offensive rebound by Team
7:55.0,L. Barbosa enters the game for K. Thompson,,78-66,,
7:55.0,,,78-67,1,M. Morris makes free throw 2 of 2
7:43.0,,,78-67,,Personal foul by J. Leuer (drawn by S. Curry)
7:34.0,Turnover by A. Iguodala (bad pass; steal by J. Leuer),,78-67,,
7:28.0,,,78-67,,M. Morris misses 2-pt shot from 2 ft (block by A. Bogut)
7:26.0,Defensive rebound by S. Curry,,78-67,,
7:15.0,A. Iguodala makes 2-pt shot at rim (assist by A. Bogut),2,80-67,,
6:58.0,,,80-67,,J. Leuer misses 2-pt shot from 3 ft (block by A. Bogut)
6:58.0,,,80-67,,Offensive rebound by Team
6:53.0,,,80-67,,J. Leuer misses 3-pt shot from 24 ft
6:51.0,Defensive rebound by D. Green,,80-67,,
6:47.0,L. Barbosa makes 2-pt shot at rim (assist by D. Green),2,82-67,,
6:34.0,,,82-70,3,M. Morris makes 3-pt shot from 25 ft (assist by B. Knight)
6:20.0,S. Curry makes 2-pt shot from 2 ft (assist by D. Green),2,84-70,,
6:20.0,Shooting foul by J. Leuer (drawn by S. Curry),,84-70,,
6:20.0,,,84-70,,T. Warren enters the game for P. Tucker
6:20.0,S. Curry makes free throw 1 of 1,1,85-70,,
6:10.0,Personal foul by A. Bogut (drawn by J. Leuer),,85-70,,
6:03.0,,,85-70,,M. Morris misses 2-pt shot from 3 ft (block by L. Barbosa)
6:00.0,Defensive rebound by L. Barbosa,,85-70,,
5:53.0,S. Curry misses 3-pt shot from 23 ft,,85-70,,
5:51.0,,,85-70,,Defensive rebound by B. Knight
5:44.0,,,85-70,,B. Knight misses 2-pt shot from 6 ft
5:41.0,Defensive rebound by A. Bogut,,85-70,,
5:35.0,S. Curry misses 2-pt shot from 1 ft,,85-70,,
5:33.0,Offensive rebound by A. Iguodala,,85-70,,
5:31.0,S. Curry makes 3-pt shot from 24 ft (assist by A. Iguodala),3,88-70,,
5:29.0,,,88-70,,Phoenix full timeout
5:29.0,,,88-70,,D. Booker enters the game for B. Knight
5:29.0,,,88-70,,M. Teletovic enters the game for J. Leuer
5:29.0,F. Ezeli enters the game for A. Bogut,,88-70,,
5:16.0,,,88-72,2,T. Warren makes 2-pt shot at rim (assist by E. Bledsoe)
5:05.0,Offensive foul by F. Ezeli,,88-72,,
5:05.0,Turnover by F. Ezeli (offensive foul),,88-72,,
4:49.0,,,88-74,2,T. Warren makes 2-pt shot from 2 ft (assist by M. Teletovic)
4:36.0,L. Barbosa makes 3-pt shot from 23 ft (assist by F. Ezeli),3,91-74,,
4:16.0,,,91-77,3,T. Warren makes 3-pt shot from 22 ft (assist by E. Bledsoe)
4:03.0,F. Ezeli makes 2-pt shot from 5 ft (assist by L. Barbosa),2,93-77,,
3:54.0,,,93-77,,Offensive foul by M. Morris
3:54.0,,,93-77,,Turnover by M. Morris (offensive foul)
3:42.0,Turnover by S. Curry (bad pass),,93-77,,
3:26.0,B. Rush enters the game for D. Green,,93-77,,
3:20.0,,,93-77,,M. Morris misses 2-pt shot from 4 ft (block by F. Ezeli)
3:17.0,Defensive rebound by L. Barbosa,,93-77,,
3:14.0,A. Iguodala makes 2-pt shot at rim,2,95-77,,
2:56.0,,,95-77,,M. Teletovic misses 2-pt shot from 5 ft
2:51.0,Defensive rebound by A. Iguodala,,95-77,,
2:29.0,S. Curry misses 3-pt shot from 22 ft,,95-77,,
2:27.0,Offensive rebound by F. Ezeli,,95-77,,
2:24.0,S. Curry makes 3-pt shot from 25 ft (assist by F. Ezeli),3,98-77,,
2:09.0,,,98-77,,E. Bledsoe misses 2-pt shot from 2 ft (block by F. Ezeli)
2:07.0,Defensive rebound by F. Ezeli,,98-77,,
2:07.0,,,98-77,,Personal take foul by M. Teletovic (drawn by S. Curry)
2:07.0,,,98-77,,R. Price enters the game for E. Bledsoe
2:07.0,S. Livingston enters the game for L. Barbosa,,98-77,,
2:07.0,,,98-77,,A. Len enters the game for M. Morris
1:59.0,,,98-77,,Personal foul by D. Booker (drawn by S. Livingston)
1:59.0,S. Livingston makes free throw 1 of 2,1,99-77,,
1:59.0,S. Livingston makes free throw 2 of 2,1,100-77,,
1:44.0,,,100-77,,D. Booker misses 2-pt shot from 19 ft
1:42.0,Defensive rebound by S. Curry,,100-77,,
1:37.0,,,100-77,,Personal foul by R. Price (drawn by S. Curry)
1:37.0,S. Curry makes free throw 1 of 2,1,101-77,,
1:37.0,S. Curry makes free throw 2 of 2,1,102-77,,
1:26.0,,,102-77,,R. Price misses 3-pt shot from 25 ft
1:24.0,Defensive rebound by B. Rush,,102-77,,
1:16.0,F. Ezeli misses 2-pt shot from 6 ft (block by M. Teletovic),,102-77,,
1:14.0,,,102-77,,Defensive rebound by M. Teletovic
1:11.0,,,102-77,,Turnover by T. Warren (bad pass; steal by B. Rush)
1:11.0,,,102-77,,Personal foul by R. Price (drawn by B. Rush)
1:11.0,B. Rush misses free throw 1 of 2,,102-77,,
1:11.0,Offensive rebound by Team,,102-77,,
1:11.0,B. Rush makes free throw 2 of 2,1,103-77,,
1:03.0,,,103-79,2,T. Warren makes 2-pt shot from 19 ft (assist by R. Price)
0:56.0,S. Curry misses 3-pt shot from 25 ft,,103-79,,
0:54.0,,,103-79,,Defensive rebound by A. Len
0:46.0,,,103-79,,M. Teletovic misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by S. Curry,,103-79,,
0:37.0,,,103-79,,Violation by A. Len (kicked ball)
0:24.0,A. Iguodala misses 3-pt shot from 25 ft,,103-79,,
0:22.0,Offensive rebound by B. Rush,,103-79,,
0:22.0,Turnover by B. Rush (bad pass),,103-79,,
0:04.0,,,103-79,,Shooting foul by S. Curry (drawn by T. Warren)
0:04.0,,,103-80,1,T. Warren makes free throw 1 of 2
0:04.0,,,103-81,1,T. Warren makes free throw 2 of 2
0:00.0,S. Curry misses 3-pt shot from 43 ft,,103-81,,
0:00.0,Offensive rebound by Team,,103-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,I. Clark misses 2-pt shot from 3 ft,,103-81,,
11:38.0,Offensive rebound by F. Ezeli,,103-81,,
11:24.0,L. Barbosa makes 3-pt shot from 25 ft (assist by S. Livingston),3,106-81,,
11:02.0,,,106-81,,Shooting foul by I. Clark (drawn by M. Teletovic)
11:02.0,,,106-82,1,M. Teletovic makes free throw 1 of 2
11:02.0,,,106-83,1,M. Teletovic makes free throw 2 of 2
10:51.0,Turnover by L. Barbosa (bad pass; steal by M. Teletovic),,106-83,,
10:47.0,,,106-85,2,A. Goodwin makes 2-pt shot from 1 ft
10:39.0,L. Barbosa makes 2-pt shot from 2 ft (assist by I. Clark),2,108-85,,
10:22.0,,,108-85,,M. Teletovic misses 2-pt shot from 1 ft
10:20.0,Defensive rebound by F. Ezeli,,108-85,,
10:13.0,L. Barbosa makes 3-pt shot from 24 ft (assist by S. Livingston),3,111-85,,
9:59.0,,,111-88,3,B. Knight makes 3-pt shot from 24 ft
9:34.0,S. Livingston misses 2-pt shot from 19 ft,,111-88,,
9:32.0,,,111-88,,Defensive rebound by T. Warren
9:25.0,,,111-88,,M. Teletovic misses 3-pt shot from 25 ft
9:23.0,Defensive rebound by I. Clark,,111-88,,
9:15.0,Turnover by I. Clark (bad pass),,111-88,,
9:15.0,Golden State full timeout,,111-88,,
9:15.0,,,111-88,,E. Bledsoe enters the game for M. Teletovic
9:15.0,D. Green enters the game for F. Ezeli,,111-88,,
9:15.0,K. Thompson enters the game for B. Rush,,111-88,,
9:05.0,,,111-91,3,T. Warren makes 3-pt shot from 22 ft (assist by B. Knight)
8:51.0,K. Thompson misses 3-pt shot from 24 ft,,111-91,,
8:49.0,,,111-91,,Defensive rebound by A. Goodwin
8:45.0,,,111-93,2,A. Goodwin makes 2-pt shot from 4 ft
8:30.0,I. Clark misses 2-pt shot from 5 ft,,111-93,,
8:28.0,,,111-93,,Defensive rebound by S. Weems
8:23.0,,,111-93,,B. Knight misses 2-pt shot from 5 ft
8:22.0,Defensive rebound by D. Green,,111-93,,
8:15.0,Shooting foul by A. Goodwin (drawn by D. Green),,111-93,,
8:15.0,D. Green makes free throw 1 of 2,1,112-93,,
8:15.0,D. Green makes free throw 2 of 2,1,113-93,,
7:59.0,,,113-93,,S. Weems misses 2-pt shot from 11 ft (block by D. Green)
7:57.0,,,113-93,,Offensive rebound by Team
7:48.0,,,113-93,,T. Warren misses 3-pt shot from 24 ft
7:46.0,Defensive rebound by I. Clark,,113-93,,
7:33.0,Turnover by L. Barbosa (bad pass),,113-93,,
7:24.0,,,113-93,,Shooting foul by D. Green (drawn by B. Knight)
7:24.0,,,113-94,1,B. Knight makes free throw 1 of 2
7:24.0,,,113-95,1,B. Knight makes free throw 2 of 2
7:16.0,Shooting foul by S. Weems (drawn by D. Green),,113-95,,
7:16.0,D. Green makes free throw 1 of 2,1,114-95,,
7:16.0,D. Green makes free throw 2 of 2,1,115-95,,
7:07.0,,,115-97,2,T. Warren makes 2-pt shot from 8 ft
6:55.0,Turnover by D. Green (bad pass; steal by B. Knight),,115-97,,
6:55.0,Loose ball foul by D. Green (drawn by B. Knight),,115-97,,
6:34.0,,,115-97,,A. Goodwin misses 2-pt shot from 5 ft (block by K. Thompson)
6:33.0,Defensive rebound by L. Barbosa,,115-97,,
6:20.0,D. Green makes 2-pt shot from 2 ft,2,117-97,,
6:06.0,,,117-99,2,B. Knight makes 2-pt shot at rim
5:50.0,L. Barbosa makes 2-pt shot at rim (assist by D. Green),2,119-99,,
5:38.0,,,119-99,,A. Goodwin misses 2-pt shot from 19 ft
5:36.0,Defensive rebound by S. Livingston,,119-99,,
5:17.0,Shooting foul by A. Goodwin (drawn by S. Livingston),,119-99,,
5:17.0,Official timeout,,119-99,,
5:17.0,,,119-99,,D. Booker enters the game for S. Weems
5:17.0,S. Livingston makes free throw 1 of 2,1,120-99,,
