time,Atlanta,pts.away,score,pts.home,Boston
0:17.0,,,20-37,2,T. Rozier makes 2-pt shot from 20 ft (assist by J. Jerebko)
0:00.0,D. Schroder misses 3-pt shot from 25 ft,,20-37,,
0:00.0,Offensive rebound by Team,,20-37,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Turnover by D. Schroder (lost ball; steal by T. Rozier),,20-37,,
11:41.0,,,20-39,2,R. Hunter makes 2-pt shot from 1 ft
11:22.0,K. Korver makes 3-pt shot from 23 ft (assist by A. Horford),3,23-39,,
11:01.0,,,23-39,,M. Smart misses 3-pt shot from 24 ft
11:00.0,Defensive rebound by T. Sefolosha,,23-39,,
10:51.0,D. Schroder misses 2-pt shot from 2 ft,,23-39,,
10:50.0,,,23-39,,Defensive rebound by J. Sullinger
10:35.0,,,23-39,,J. Sullinger misses 2-pt shot from 2 ft
10:34.0,,,23-39,,Offensive rebound by Team
10:34.0,,,23-39,,E. Turner enters the game for R. Hunter
10:26.0,,,23-39,,Turnover by T. Rozier (back court)
10:08.0,A. Horford misses 3-pt shot from 25 ft,,23-39,,
10:07.0,,,23-39,,Defensive rebound by T. Rozier
9:54.0,,,23-39,,J. Jerebko misses 2-pt shot from 18 ft
9:54.0,Defensive rebound by A. Horford,,23-39,,
9:53.0,,,23-39,,Personal foul by J. Jerebko
9:53.0,,,23-39,,A. Johnson enters the game for J. Sullinger
9:39.0,D. Schroder makes 2-pt shot from 3 ft,2,25-39,,
9:17.0,,,25-39,,Shooting foul by K. Korver (drawn by M. Smart)
9:17.0,,,25-39,,M. Smart misses free throw 1 of 2
9:17.0,,,25-39,,Offensive rebound by Team
9:17.0,,,25-40,1,M. Smart makes free throw 2 of 2
9:00.0,A. Horford makes 2-pt shot from 5 ft,2,27-40,,
8:44.0,,,27-42,2,M. Smart makes 2-pt shot from 20 ft (assist by A. Johnson)
8:19.0,Turnover by D. Schroder (lost ball; steal by E. Turner),,27-42,,
8:18.0,Personal foul by D. Schroder,,27-42,,
8:18.0,Official timeout,,27-42,,
8:18.0,K. Bazemore enters the game for K. Korver,,27-42,,
8:18.0,J. Teague enters the game for T. Sefolosha,,27-42,,
8:03.0,,,27-44,2,J. Jerebko makes 2-pt shot from 5 ft (assist by E. Turner)
7:56.0,D. Schroder makes 2-pt shot from 2 ft,2,29-44,,
7:42.0,,,29-47,3,T. Rozier makes 3-pt shot from 23 ft (assist by M. Smart)
7:28.0,D. Schroder misses 2-pt shot from 16 ft,,29-47,,
7:27.0,Offensive rebound by M. Scott,,29-47,,
7:19.0,J. Teague misses 2-pt shot from 3 ft (block by A. Johnson),,29-47,,
7:18.0,,,29-47,,Defensive rebound by M. Smart
6:58.0,,,29-49,2,E. Turner makes 2-pt shot from 14 ft
6:41.0,A. Horford makes 2-pt shot from 7 ft,2,31-49,,
6:27.0,,,31-49,,E. Turner misses 2-pt shot from 14 ft
6:26.0,Defensive rebound by J. Teague,,31-49,,
6:21.0,Shooting foul by T. Rozier (drawn by J. Teague),,31-49,,
6:21.0,J. Teague makes free throw 1 of 2,1,32-49,,
6:21.0,P. Millsap enters the game for A. Horford,,32-49,,
6:21.0,,,32-49,,J. Crowder enters the game for J. Jerebko
6:21.0,,,32-49,,I. Thomas enters the game for M. Smart
6:21.0,J. Teague makes free throw 2 of 2,1,33-49,,
6:04.0,,,33-49,,J. Crowder misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by D. Schroder,,33-49,,
5:54.0,K. Bazemore makes 2-pt shot at rim (assist by M. Scott),2,35-49,,
5:54.0,,,35-49,,Boston full timeout
5:33.0,,,35-49,,I. Thomas misses 3-pt shot from 29 ft
5:32.0,Defensive rebound by Team,,35-49,,
5:11.0,D. Schroder misses 3-pt shot from 25 ft,,35-49,,
5:10.0,,,35-49,,Defensive rebound by T. Rozier
4:55.0,,,35-49,,J. Crowder misses 2-pt shot from 8 ft
4:54.0,Defensive rebound by P. Millsap,,35-49,,
4:38.0,J. Teague makes 2-pt shot from 1 ft,2,37-49,,
4:26.0,,,37-49,,E. Turner misses 3-pt shot from 23 ft
4:24.0,Defensive rebound by P. Millsap,,37-49,,
4:18.0,Turnover by K. Bazemore (lost ball; steal by J. Crowder),,37-49,,
4:02.0,,,37-51,2,E. Turner makes 2-pt shot from 2 ft
3:46.0,D. Schroder makes 2-pt shot from 17 ft (assist by K. Bazemore),2,39-51,,
3:25.0,,,39-51,,T. Rozier misses 3-pt shot from 26 ft
3:23.0,,,39-51,,Offensive rebound by Team
3:23.0,Loose ball foul by K. Bazemore,,39-51,,
3:23.0,,,39-51,,J. Jerebko enters the game for T. Rozier
3:23.0,K. Korver enters the game for M. Scott,,39-51,,
3:23.0,A. Horford enters the game for D. Schroder,,39-51,,
3:19.0,,,39-51,,E. Turner misses 2-pt shot from 15 ft
3:18.0,Defensive rebound by K. Bazemore,,39-51,,
2:57.0,A. Horford misses 3-pt shot from 26 ft,,39-51,,
2:55.0,,,39-51,,Defensive rebound by J. Jerebko
2:49.0,,,39-51,,Turnover by I. Thomas (lost ball; steal by A. Horford)
2:43.0,K. Bazemore misses 3-pt shot from 25 ft,,39-51,,
2:42.0,Offensive rebound by A. Horford,,39-51,,
2:35.0,K. Korver makes 2-pt shot from 15 ft (assist by A. Horford),2,41-51,,
2:22.0,,,41-51,,I. Thomas misses 2-pt shot from 2 ft (block by A. Horford)
2:20.0,Defensive rebound by J. Teague,,41-51,,
2:17.0,Turnover by J. Teague (lost ball; steal by J. Crowder),,41-51,,
2:08.0,,,41-53,2,I. Thomas makes 2-pt shot from 2 ft
2:08.0,,,41-53,,Shooting foul by P. Millsap (drawn by I. Thomas)
2:08.0,Atlanta full timeout,,41-53,,
2:08.0,,,41-53,,M. Smart enters the game for E. Turner
2:08.0,,,41-54,1,I. Thomas makes free throw 1 of 1
1:54.0,K. Bazemore makes 2-pt shot from 1 ft (assist by K. Korver),2,43-54,,
1:35.0,,,43-54,,M. Smart misses 2-pt shot from 20 ft
1:34.0,,,43-54,,Offensive rebound by J. Crowder
1:30.0,,,43-54,,J. Crowder misses 2-pt shot from 17 ft
1:29.0,Defensive rebound by A. Horford,,43-54,,
1:23.0,J. Teague makes 2-pt shot from 3 ft,2,45-54,,
1:12.0,,,45-54,,J. Jerebko misses 2-pt shot from 3 ft
1:11.0,Defensive rebound by A. Horford,,45-54,,
1:05.0,K. Korver misses 3-pt shot from 24 ft,,45-54,,
1:04.0,,,45-54,,Defensive rebound by J. Jerebko
0:50.0,Personal foul by J. Teague,,45-54,,
0:50.0,,,45-55,1,A. Johnson makes free throw 1 of 2
0:50.0,,,45-55,,E. Turner enters the game for J. Crowder
0:50.0,,,45-55,,A. Johnson misses free throw 2 of 2
0:50.0,,,45-55,,Offensive rebound by J. Jerebko
0:31.0,,,45-55,,E. Turner misses 2-pt shot from 10 ft
0:30.0,Defensive rebound by P. Millsap,,45-55,,
0:08.0,J. Teague misses 2-pt shot from 18 ft,,45-55,,
0:07.0,,,45-55,,Defensive rebound by I. Thomas
0:02.0,,,45-57,2,A. Johnson makes 2-pt shot at rim (assist by I. Thomas)
0:00.0,K. Bazemore misses 3-pt shot from 28 ft,,45-57,,
0:00.0,Offensive rebound by Team,,45-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Turnover by A. Horford (lost ball; steal by E. Turner),,45-57,,
11:40.0,Violation by A. Horford (def goaltending),,45-57,,
11:40.0,,,45-59,2,E. Turner makes 2-pt shot from 2 ft
11:25.0,J. Teague misses 2-pt shot from 10 ft,,45-59,,
11:24.0,,,45-59,,Defensive rebound by J. Crowder
11:10.0,,,45-62,3,I. Thomas makes 3-pt shot from 25 ft (assist by E. Turner)
10:51.0,K. Bazemore misses 2-pt shot from 2 ft (block by A. Johnson),,45-62,,
10:50.0,,,45-62,,Defensive rebound by A. Johnson
10:43.0,,,45-64,2,A. Johnson makes 2-pt shot from 1 ft (assist by E. Turner)
10:43.0,Atlanta full timeout,,45-64,,
10:30.0,J. Teague makes 2-pt shot from 5 ft,2,47-64,,
10:16.0,,,47-64,,J. Crowder misses 2-pt shot from 12 ft
10:15.0,Defensive rebound by A. Horford,,47-64,,
10:07.0,K. Korver misses 3-pt shot from 25 ft,,47-64,,
10:06.0,,,47-64,,Defensive rebound by A. Johnson
9:50.0,,,47-64,,Turnover by E. Turner (lost ball; steal by P. Millsap)
9:49.0,,,47-64,,Personal foul by E. Turner
9:44.0,,,47-64,,Personal foul by I. Thomas
9:30.0,K. Bazemore makes 3-pt shot from 23 ft (assist by A. Horford),3,50-64,,
9:14.0,,,50-64,,E. Turner misses 3-pt shot from 25 ft
9:13.0,Defensive rebound by P. Millsap,,50-64,,
9:05.0,J. Teague makes 2-pt shot from 3 ft,2,52-64,,
8:42.0,,,52-64,,Turnover by A. Johnson (lost ball)
8:29.0,K. Bazemore misses 3-pt shot from 26 ft,,52-64,,
8:28.0,Offensive rebound by A. Horford,,52-64,,
8:24.0,K. Korver makes 3-pt shot from 25 ft (assist by A. Horford),3,55-64,,
8:01.0,,,55-64,,I. Thomas misses 3-pt shot from 25 ft
8:00.0,Defensive rebound by P. Millsap,,55-64,,
7:49.0,K. Bazemore makes 2-pt shot from 2 ft,2,57-64,,
7:49.0,,,57-64,,Boston full timeout
7:49.0,,,57-64,,M. Smart enters the game for E. Turner
7:30.0,,,57-64,,J. Crowder misses 3-pt shot from 25 ft
7:28.0,,,57-64,,Offensive rebound by Team
7:25.0,,,57-64,,Shooting foul by J. Teague (drawn by I. Thomas)
7:25.0,,,57-65,1,I. Thomas makes free throw 1 of 2
7:25.0,,,57-66,1,I. Thomas makes free throw 2 of 2
7:16.0,A. Horford makes 2-pt shot from 2 ft (assist by J. Teague),2,59-66,,
6:57.0,,,59-66,,I. Thomas misses 2-pt shot from 2 ft (block by A. Horford)
6:56.0,,,59-66,,Offensive rebound by A. Johnson
6:54.0,,,59-68,2,A. Johnson makes 2-pt shot from 2 ft
6:32.0,J. Teague misses 3-pt shot from 25 ft,,59-68,,
6:31.0,,,59-68,,Defensive rebound by M. Smart
6:20.0,Personal foul by P. Millsap,,59-68,,
6:20.0,,,59-68,,J. Crowder misses free throw 1 of 2
6:20.0,,,59-68,,Offensive rebound by Team
6:20.0,M. Scott enters the game for P. Millsap,,59-68,,
6:20.0,,,59-68,,J. Crowder misses free throw 2 of 2
6:20.0,Defensive rebound by K. Bazemore,,59-68,,
5:56.0,K. Bazemore misses 3-pt shot from 25 ft,,59-68,,
5:55.0,,,59-68,,Defensive rebound by J. Crowder
5:37.0,,,59-70,2,I. Thomas makes 2-pt shot from 2 ft (assist by J. Jerebko)
5:22.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,61-70,,
5:12.0,,,61-73,3,I. Thomas makes 3-pt shot from 26 ft (assist by M. Smart)
4:58.0,Shooting foul by M. Smart (drawn by J. Teague),,61-73,,
4:58.0,J. Teague makes free throw 1 of 3,1,62-73,,
4:58.0,J. Teague makes free throw 2 of 3,1,63-73,,
4:58.0,D. Schroder enters the game for K. Korver,,63-73,,
4:58.0,,,63-73,,J. Sullinger enters the game for J. Jerebko
4:58.0,,,63-73,,R. Hunter enters the game for A. Johnson
4:58.0,J. Teague makes free throw 3 of 3,1,64-73,,
4:45.0,,,64-75,2,I. Thomas makes 2-pt shot from 22 ft (assist by M. Smart)
4:32.0,K. Bazemore makes 2-pt shot from 2 ft,2,66-75,,
4:32.0,Shooting foul by R. Hunter (drawn by K. Bazemore),,66-75,,
4:32.0,T. Sefolosha enters the game for J. Teague,,66-75,,
4:32.0,P. Millsap enters the game for A. Horford,,66-75,,
4:32.0,K. Bazemore makes free throw 1 of 1,1,67-75,,
4:21.0,,,67-75,,Turnover by R. Hunter (step out of bounds)
4:05.0,P. Millsap misses 2-pt shot from 2 ft,,67-75,,
4:04.0,,,67-75,,Defensive rebound by M. Smart
3:58.0,,,67-75,,I. Thomas misses 3-pt shot from 26 ft
3:57.0,Defensive rebound by T. Sefolosha,,67-75,,
3:50.0,,,67-75,,Flagrant foul type 1 by J. Sullinger
3:50.0,D. Schroder misses flagrant free throw 1 of 2,,67-75,,
3:50.0,Offensive rebound by Team,,67-75,,
3:50.0,,,67-75,,T. Rozier enters the game for R. Hunter
3:50.0,D. Schroder makes flagrant free throw 2 of 2,1,68-75,,
3:42.0,M. Scott makes 3-pt shot from 24 ft (assist by D. Schroder),3,71-75,,
3:30.0,Flagrant foul type 1 by P. Millsap,,71-75,,
3:30.0,,,71-76,1,J. Sullinger makes flagrant free throw 1 of 2
3:30.0,,,71-77,1,J. Sullinger makes flagrant free throw 2 of 2
3:30.0,,,71-77,,Turnover by M. Smart (lost ball; steal by T. Sefolosha)
3:21.0,P. Millsap misses 3-pt shot from 25 ft,,71-77,,
3:20.0,,,71-77,,Defensive rebound by J. Crowder
3:03.0,,,71-77,,J. Crowder misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by T. Sefolosha,,71-77,,
2:42.0,P. Millsap makes 2-pt shot from 2 ft (assist by K. Bazemore),2,73-77,,
2:23.0,,,73-77,,I. Thomas misses 2-pt shot from 2 ft
2:22.0,,,73-77,,Offensive rebound by I. Thomas
2:05.0,,,73-77,,T. Rozier misses 2-pt shot from 18 ft
2:04.0,Defensive rebound by K. Bazemore,,73-77,,
1:54.0,D. Schroder makes 2-pt shot from 18 ft,2,75-77,,
1:35.0,,,75-77,,I. Thomas misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by K. Bazemore,,75-77,,
1:21.0,Shooting foul by J. Sullinger (drawn by D. Schroder),,75-77,,
1:21.0,D. Schroder makes 2-pt shot from 2 ft,2,77-77,,
1:21.0,,,77-77,,J. Jerebko enters the game for J. Crowder
1:21.0,,,77-77,,E. Turner enters the game for I. Thomas
1:21.0,,,77-77,,A. Johnson enters the game for J. Sullinger
1:21.0,K. Korver enters the game for K. Bazemore,,77-77,,
1:21.0,D. Schroder makes free throw 1 of 1,1,78-77,,
1:04.0,Personal foul by K. Korver,,78-77,,
1:04.0,K. Hinrich enters the game for K. Korver,,78-77,,
0:52.0,,,78-77,,E. Turner misses 2-pt shot from 16 ft
0:51.0,Defensive rebound by M. Scott,,78-77,,
0:33.0,M. Scott misses 3-pt shot from 25 ft,,78-77,,
0:33.0,Offensive rebound by P. Millsap,,78-77,,
0:26.0,P. Millsap misses 2-pt shot from 4 ft,,78-77,,
0:25.0,,,78-77,,Defensive rebound by T. Rozier
0:04.0,,,78-77,,E. Turner misses 2-pt shot from 18 ft
0:02.0,,,78-77,,Offensive rebound by J. Jerebko
0:00.0,,,78-79,2,J. Jerebko makes 2-pt shot from 4 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,78-81,2,A. Johnson makes 2-pt shot from 6 ft (assist by M. Smart)
11:31.0,T. Sefolosha misses 3-pt shot from 25 ft,,78-81,,
11:30.0,,,78-81,,Defensive rebound by A. Johnson
11:16.0,,,78-81,,Turnover by M. Smart (lost ball; steal by A. Horford)
11:10.0,A. Horford misses 2-pt shot from 16 ft,,78-81,,
11:08.0,Offensive rebound by P. Millsap,,78-81,,
11:05.0,D. Schroder misses 3-pt shot from 25 ft,,78-81,,
11:04.0,Offensive rebound by Team,,78-81,,
11:04.0,,,78-81,,Loose ball foul by J. Jerebko
11:04.0,K. Korver enters the game for K. Hinrich,,78-81,,
10:57.0,D. Schroder makes 2-pt shot from 2 ft,2,80-81,,
10:31.0,,,80-81,,A. Johnson misses 2-pt shot from 2 ft (block by T. Sefolosha)
10:30.0,Defensive rebound by P. Millsap,,80-81,,
10:24.0,K. Korver misses 3-pt shot from 25 ft,,80-81,,
10:24.0,,,80-81,,Defensive rebound by A. Johnson
10:08.0,,,80-84,3,M. Smart makes 3-pt shot from 25 ft
9:53.0,K. Korver makes 3-pt shot from 25 ft (assist by D. Schroder),3,83-84,,
9:34.0,,,83-84,,Turnover by E. Turner (lost ball; steal by T. Sefolosha)
9:29.0,D. Schroder makes 2-pt shot from 2 ft (assist by K. Korver),2,85-84,,
9:13.0,Personal foul by D. Schroder,,85-84,,
9:13.0,,,85-84,,Boston full timeout
9:13.0,,,85-84,,I. Thomas enters the game for T. Rozier
9:13.0,K. Bazemore enters the game for K. Korver,,85-84,,
9:07.0,,,85-86,2,J. Jerebko makes 2-pt shot from 2 ft
8:51.0,Turnover by T. Sefolosha (lost ball; steal by E. Turner),,85-86,,
8:48.0,,,85-86,,J. Jerebko misses 2-pt shot from 2 ft (block by A. Horford)
8:47.0,,,85-86,,Offensive rebound by Team
8:47.0,M. Scott enters the game for P. Millsap,,85-86,,
8:47.0,K. Korver enters the game for T. Sefolosha,,85-86,,
8:44.0,,,85-86,,Turnover by M. Smart (lost ball; steal by K. Bazemore)
8:44.0,Turnover by K. Korver (bad pass),,85-86,,
8:36.0,Flagrant foul type 1 by D. Schroder,,85-86,,
8:36.0,,,85-87,1,I. Thomas makes flagrant free throw 1 of 2
8:36.0,,,85-87,,I. Thomas misses flagrant free throw 2 of 2
8:36.0,,,85-87,,Offensive rebound by Team
8:36.0,J. Teague enters the game for D. Schroder,,85-87,,
8:26.0,,,85-89,2,A. Johnson makes 2-pt shot from 1 ft (assist by E. Turner)
8:16.0,K. Korver makes 3-pt shot from 25 ft (assist by J. Teague),3,88-89,,
8:16.0,Shooting foul by E. Turner (drawn by K. Korver),,88-89,,
8:16.0,,,88-89,,J. Crowder enters the game for J. Jerebko
8:16.0,Turnover by M. Scott (lane violation.),,88-89,,
8:05.0,,,88-91,2,A. Johnson makes 2-pt shot from 2 ft (assist by M. Smart)
7:55.0,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague),3,91-91,,
7:36.0,,,91-94,3,M. Smart makes 3-pt shot from 24 ft (assist by E. Turner)
7:25.0,M. Scott makes 3-pt shot from 24 ft (assist by J. Teague),3,94-94,,
6:58.0,,,94-96,2,I. Thomas makes 2-pt shot from 1 ft (assist by E. Turner)
6:50.0,J. Teague makes 2-pt shot from 2 ft,2,96-96,,
6:36.0,,,96-98,2,E. Turner makes 2-pt shot from 16 ft
6:36.0,,,96-98,,Shooting foul by K. Korver (drawn by E. Turner)
6:36.0,P. Millsap enters the game for A. Horford,,96-98,,
6:36.0,,,96-98,,J. Jerebko enters the game for A. Johnson
6:36.0,D. Schroder enters the game for K. Korver,,96-98,,
6:36.0,,,96-99,1,E. Turner makes free throw 1 of 1
6:13.0,J. Teague makes 2-pt shot from 2 ft,2,98-99,,
5:56.0,,,98-99,,Shooting foul by M. Scott (drawn by I. Thomas)
5:56.0,Official timeout,,98-99,,
5:56.0,,,98-100,1,I. Thomas makes free throw 1 of 2
5:56.0,,,98-101,1,I. Thomas makes free throw 2 of 2
5:45.0,P. Millsap misses 2-pt shot at rim,,98-101,,
5:44.0,,,98-101,,Defensive rebound by E. Turner
5:39.0,,,98-103,2,E. Turner makes 2-pt shot from 3 ft
5:39.0,,,98-103,,Shooting foul by P. Millsap (drawn by E. Turner)
5:39.0,A. Horford enters the game for M. Scott,,98-103,,
5:39.0,K. Korver enters the game for D. Schroder,,98-103,,
5:39.0,,,98-104,1,E. Turner makes free throw 1 of 1
5:31.0,J. Teague misses 2-pt shot from 2 ft (block by E. Turner),,98-104,,
5:30.0,,,98-104,,Defensive rebound by I. Thomas
5:06.0,,,98-104,,Turnover by Team (shot clock)
4:56.0,J. Teague misses 2-pt shot from 2 ft,,98-104,,
4:55.0,,,98-104,,Defensive rebound by J. Jerebko
4:33.0,,,98-104,,J. Crowder misses 3-pt shot from 24 ft
4:31.0,Defensive rebound by A. Horford,,98-104,,
