time,Chicago,pts.away,score,pts.home,Cleveland
8:14.0,,,4-9,2,K. Irving makes 2-pt shot at rim
8:02.0,P. Gasol makes 2-pt shot from 19 ft (assist by T. Snell),2,6-9,,
7:47.0,,,6-9,,L. James misses 3-pt shot from 26 ft
7:46.0,,,6-9,,Offensive rebound by K. Irving
7:42.0,,,6-12,3,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving)
7:31.0,D. Rose misses 2-pt shot from 12 ft,,6-12,,
7:29.0,Offensive rebound by Team,,6-12,,
7:21.0,J. Butler makes 2-pt shot from 10 ft (assist by P. Gasol),2,8-12,,
6:59.0,,,8-12,,T. Mozgov misses 2-pt shot at rim (block by P. Gasol)
6:58.0,,,8-12,,Offensive rebound by T. Mozgov
6:57.0,,,8-14,2,T. Mozgov makes 2-pt shot from 16 ft
6:42.0,,,8-14,,Personal foul by K. Love (drawn by T. Gibson)
6:42.0,,,8-14,,J. Jones enters the game for K. Love
6:34.0,J. Butler makes 2-pt shot from 8 ft (assist by P. Gasol),2,10-14,,
6:12.0,,,10-14,,L. James misses 2-pt shot from 17 ft
6:12.0,Defensive rebound by T. Snell,,10-14,,
6:00.0,T. Gibson misses 2-pt shot from 3 ft,,10-14,,
6:00.0,Offensive rebound by T. Gibson,,10-14,,
5:55.0,T. Gibson misses 2-pt shot from 2 ft (block by J. Jones),,10-14,,
5:54.0,,,10-14,,Defensive rebound by J. Smith
5:48.0,,,10-14,,J. Smith misses 3-pt shot from 24 ft
5:48.0,Defensive rebound by D. Rose,,10-14,,
5:38.0,D. Rose misses 2-pt shot from 2 ft (block by J. Smith),,10-14,,
5:37.0,,,10-14,,Defensive rebound by L. James
5:34.0,,,10-14,,L. James misses 2-pt shot from 3 ft (block by T. Snell)
5:33.0,Defensive rebound by J. Butler,,10-14,,
5:29.0,,,10-14,,Personal foul by K. Irving (drawn by J. Butler)
5:29.0,,,10-14,,M. Dellavedova enters the game for T. Mozgov
5:29.0,,,10-14,,T. Thompson enters the game for K. Irving
5:18.0,J. Butler makes 2-pt shot from 15 ft (assist by P. Gasol),2,12-14,,
5:07.0,,,12-14,,L. James misses 2-pt shot from 2 ft
5:05.0,,,12-14,,Offensive rebound by L. James
5:05.0,,,12-14,,L. James misses 2-pt shot from 2 ft
5:04.0,,,12-14,,Offensive rebound by T. Thompson
5:04.0,,,12-14,,T. Thompson misses 2-pt shot at rim
5:03.0,,,12-14,,Offensive rebound by L. James
5:03.0,,,12-14,,L. James misses 2-pt shot from 1 ft
5:03.0,Defensive rebound by T. Snell,,12-14,,
4:55.0,A. Brooks enters the game for D. Rose,,12-14,,
4:55.0,N. Mirotic enters the game for T. Gibson,,12-14,,
4:55.0,,,12-14,,I. Shumpert enters the game for L. James
4:43.0,J. Butler misses 2-pt shot from 19 ft,,12-14,,
4:42.0,,,12-14,,Defensive rebound by T. Thompson
4:32.0,,,12-14,,M. Dellavedova misses 2-pt shot from 3 ft
4:30.0,Defensive rebound by N. Mirotic,,12-14,,
4:09.0,Turnover by Team (shot clock),,12-14,,
4:09.0,E. Moore enters the game for J. Butler,,12-14,,
3:54.0,,,12-14,,I. Shumpert misses 3-pt shot from 24 ft
3:53.0,Defensive rebound by E. Moore,,12-14,,
3:36.0,A. Brooks misses 2-pt shot from 16 ft,,12-14,,
3:35.0,Offensive rebound by A. Brooks,,12-14,,
3:31.0,E. Moore misses 3-pt shot from 24 ft,,12-14,,
3:31.0,Offensive rebound by P. Gasol,,12-14,,
3:19.0,N. Mirotic makes 2-pt shot from 18 ft (assist by A. Brooks),2,14-14,,
3:06.0,,,14-14,,J. Smith misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by P. Gasol,,14-14,,
2:58.0,,,14-14,,Personal foul by J. Jones (drawn by N. Mirotic)
2:58.0,Chicago full timeout,,14-14,,
2:58.0,,,14-14,,K. Love enters the game for J. Smith
2:58.0,,,14-14,,M. Williams enters the game for J. Jones
2:44.0,P. Gasol misses 2-pt shot from 11 ft,,14-14,,
2:43.0,,,14-14,,Defensive rebound by I. Shumpert
2:32.0,,,14-14,,M. Williams misses 2-pt shot from 14 ft
2:32.0,Defensive rebound by Team,,14-14,,
2:32.0,,,14-14,,Loose ball foul by T. Thompson (drawn by P. Gasol)
2:32.0,D. McDermott enters the game for T. Snell,,14-14,,
2:16.0,A. Brooks misses 3-pt shot from 24 ft,,14-14,,
2:15.0,,,14-14,,Defensive rebound by M. Williams
2:14.0,Personal foul by D. McDermott (drawn by M. Williams),,14-14,,
2:03.0,,,14-14,,K. Love misses 3-pt shot from 24 ft
2:03.0,Defensive rebound by Team,,14-14,,
1:39.0,P. Gasol makes 2-pt shot from 7 ft,2,16-14,,
1:34.0,,,16-14,,Offensive foul by I. Shumpert
1:34.0,,,16-14,,Turnover by I. Shumpert (offensive foul)
1:15.0,N. Mirotic makes 3-pt shot from 25 ft (assist by P. Gasol),3,19-14,,
1:00.0,,,19-14,,M. Dellavedova misses 2-pt shot from 9 ft
1:00.0,Defensive rebound by N. Mirotic,,19-14,,
0:47.0,N. Mirotic misses 3-pt shot from 24 ft,,19-14,,
0:47.0,,,19-14,,Defensive rebound by I. Shumpert
0:34.0,,,19-14,,T. Thompson misses 2-pt shot from 7 ft
0:33.0,,,19-14,,Offensive rebound by Team
0:33.0,Loose ball foul by D. McDermott (drawn by I. Shumpert),,19-14,,
0:33.0,,,19-14,,K. Irving enters the game for M. Dellavedova
0:33.0,J. Butler enters the game for E. Moore,,19-14,,
0:25.0,,,19-14,,K. Irving misses 2-pt shot from 7 ft
0:24.0,Defensive rebound by P. Gasol,,19-14,,
0:04.0,A. Brooks misses 2-pt shot from 5 ft,,19-14,,
0:01.0,Offensive rebound by P. Gasol,,19-14,,
0:01.0,P. Gasol makes 2-pt shot at rim,2,21-14,,
0:00.0,,,21-14,,K. Irving misses 3-pt shot from 31 ft
0:00.0,,,21-14,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,21-16,2,K. Irving makes 2-pt shot from 4 ft (assist by L. James)
11:27.0,Shooting foul by T. Thompson (drawn by D. Rose),,21-16,,
11:27.0,D. Rose makes free throw 1 of 2,1,22-16,,
11:27.0,,,22-16,,J. Smith enters the game for T. Thompson
11:27.0,D. Rose makes free throw 2 of 2,1,23-16,,
11:12.0,,,23-16,,K. Irving misses 2-pt shot from 17 ft
11:11.0,,,23-16,,Offensive rebound by I. Shumpert
10:59.0,,,23-18,2,K. Love makes 2-pt shot from 4 ft (assist by L. James)
10:45.0,Turnover by B. Portis (bad pass; steal by K. Love),,23-18,,
10:38.0,,,23-20,2,K. Love makes 2-pt shot from 2 ft (assist by L. James)
10:38.0,Chicago full timeout,,23-20,,
10:38.0,T. Gibson enters the game for B. Portis,,23-20,,
10:16.0,N. Mirotic misses 2-pt shot from 21 ft,,23-20,,
10:15.0,,,23-20,,Defensive rebound by L. James
9:51.0,,,23-22,2,K. Love makes 2-pt shot from 17 ft (assist by K. Irving)
9:38.0,T. Gibson makes 2-pt shot from 1 ft,2,25-22,,
9:38.0,Shooting foul by J. Smith (drawn by T. Gibson),,25-22,,
9:38.0,T. Gibson makes free throw 1 of 1,1,26-22,,
9:25.0,,,26-22,,K. Love misses 2-pt shot from 6 ft
9:22.0,Defensive rebound by N. Mirotic,,26-22,,
9:13.0,D. Rose misses 2-pt shot from 3 ft,,26-22,,
9:12.0,Offensive rebound by T. Gibson,,26-22,,
9:11.0,T. Gibson misses 2-pt shot from 1 ft (block by K. Irving),,26-22,,
9:11.0,,,26-22,,Defensive rebound by Team
9:11.0,Jump ball: T. Gibson vs. K. Irving (L. James gains possession),,,,Jump ball: T. Gibson vs. K. Irving (L. James gains possession)
8:56.0,,,26-22,,I. Shumpert misses 3-pt shot from 23 ft
8:56.0,Defensive rebound by D. Rose,,26-22,,
8:48.0,D. Rose misses 2-pt shot from 2 ft,,26-22,,
8:46.0,,,26-22,,Defensive rebound by L. James
8:39.0,,,26-22,,K. Irving misses 2-pt shot from 12 ft
8:38.0,Defensive rebound by D. McDermott,,26-22,,
8:29.0,D. Rose misses 2-pt shot from 6 ft,,26-22,,
8:27.0,Offensive rebound by T. Gibson,,26-22,,
8:27.0,T. Gibson makes 2-pt shot from 1 ft,2,28-22,,
8:27.0,,,28-22,,Cleveland full timeout
8:27.0,,,28-22,,M. Dellavedova enters the game for K. Love
8:27.0,,,28-22,,T. Mozgov enters the game for K. Irving
8:14.0,,,28-24,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
7:59.0,J. Butler misses 2-pt shot from 13 ft,,28-24,,
7:58.0,,,28-24,,Defensive rebound by L. James
7:45.0,,,28-24,,T. Mozgov misses 2-pt shot at rim
7:45.0,Defensive rebound by T. Gibson,,28-24,,
7:39.0,D. Rose misses 2-pt shot from 1 ft (block by T. Mozgov),,28-24,,
7:36.0,,,28-24,,Defensive rebound by M. Dellavedova
7:32.0,,,28-26,2,J. Smith makes 2-pt shot at rim (assist by L. James)
7:07.0,T. Gibson makes 2-pt shot from 2 ft (assist by N. Mirotic),2,30-26,,
6:55.0,,,30-26,,T. Mozgov misses 2-pt shot from 15 ft
6:54.0,Defensive rebound by N. Mirotic,,30-26,,
6:39.0,D. Rose makes 2-pt shot from 9 ft,2,32-26,,
6:17.0,,,32-26,,J. Smith misses 3-pt shot from 23 ft
6:17.0,,,32-26,,Offensive rebound by T. Mozgov
6:00.0,,,32-26,,T. Mozgov misses 2-pt shot at rim (block by T. Gibson)
5:59.0,Defensive rebound by J. Butler,,32-26,,
5:59.0,,,32-26,,Personal foul by M. Dellavedova (drawn by J. Butler)
5:59.0,,,32-26,,J. Jones enters the game for I. Shumpert
5:44.0,D. McDermott makes 3-pt shot from 25 ft (assist by D. Rose),3,35-26,,
5:23.0,,,35-28,2,L. James makes 2-pt shot from 5 ft
5:00.0,J. Butler makes 2-pt shot from 17 ft,2,37-28,,
4:45.0,,,37-28,,L. James misses 3-pt shot from 25 ft
4:44.0,Defensive rebound by D. McDermott,,37-28,,
4:37.0,D. Rose misses 2-pt shot from 23 ft,,37-28,,
4:36.0,,,37-28,,Defensive rebound by J. Smith
4:20.0,,,37-30,2,L. James makes 2-pt shot at rim
3:56.0,T. Gibson misses 2-pt shot from 8 ft,,37-30,,
3:56.0,,,37-30,,Defensive rebound by L. James
3:44.0,,,37-32,2,J. Smith makes 2-pt shot from 21 ft
3:27.0,D. Rose misses 2-pt shot from 1 ft,,37-32,,
3:25.0,Offensive rebound by T. Gibson,,37-32,,
3:21.0,N. Mirotic misses 2-pt shot from 21 ft,,37-32,,
3:21.0,,,37-32,,Defensive rebound by J. Smith
3:13.0,,,37-34,2,J. Smith makes 2-pt shot from 2 ft
3:13.0,Chicago full timeout,,37-34,,
3:13.0,P. Gasol enters the game for T. Gibson,,37-34,,
3:13.0,B. Portis enters the game for N. Mirotic,,37-34,,
3:13.0,T. Snell enters the game for D. McDermott,,37-34,,
3:13.0,,,37-34,,K. Love enters the game for J. Jones
2:58.0,J. Butler makes 2-pt shot at rim (assist by P. Gasol),2,39-34,,
2:45.0,,,39-34,,Shooting foul by B. Portis (drawn by L. James)
2:45.0,Official timeout,,39-34,,
2:45.0,,,39-34,,K. Irving enters the game for M. Dellavedova
2:45.0,,,39-34,,L. James misses free throw 1 of 2
2:45.0,,,39-34,,Offensive rebound by Team
2:45.0,,,39-34,,L. James misses free throw 2 of 2
2:44.0,Defensive rebound by B. Portis,,39-34,,
2:22.0,P. Gasol makes 2-pt shot from 18 ft (assist by T. Snell),2,41-34,,
2:06.0,,,41-34,,K. Love misses 3-pt shot from 24 ft
2:06.0,Defensive rebound by J. Butler,,41-34,,
1:45.0,J. Butler misses 2-pt shot from 12 ft,,41-34,,
1:44.0,,,41-34,,Defensive rebound by J. Smith
1:34.0,,,41-37,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
1:13.0,B. Portis misses 2-pt shot from 20 ft,,41-37,,
1:12.0,,,41-37,,Defensive rebound by J. Smith
1:05.0,,,41-39,2,L. James makes 2-pt shot at rim
1:05.0,,,41-39,,Shooting foul by T. Snell (drawn by L. James)
1:05.0,,,41-39,,L. James misses free throw 1 of 1
1:04.0,Defensive rebound by J. Butler,,41-39,,
0:44.0,J. Butler makes 3-pt shot from 24 ft (assist by P. Gasol),3,44-39,,
0:26.0,,,44-39,,L. James misses 3-pt shot from 25 ft
0:25.0,Defensive rebound by P. Gasol,,44-39,,
0:02.0,B. Portis misses 2-pt shot from 9 ft,,44-39,,
0:01.0,,,44-39,,Defensive rebound by T. Mozgov
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Personal foul by T. Gibson (drawn by K. Love),,44-39,,
11:36.0,,,44-39,,L. James misses 2-pt shot from 15 ft
11:35.0,Defensive rebound by P. Gasol,,44-39,,
11:29.0,,,44-39,,Personal foul by L. James (drawn by T. Snell)
11:21.0,P. Gasol makes 3-pt shot from 24 ft (assist by T. Snell),3,47-39,,
10:58.0,,,47-39,,K. Irving misses 2-pt shot from 8 ft
10:56.0,,,47-39,,Offensive rebound by Team
10:36.0,,,47-41,2,L. James makes 2-pt shot at rim
10:20.0,D. Rose makes 2-pt shot at rim,2,49-41,,
9:54.0,,,49-41,,K. Irving misses 3-pt shot from 26 ft
9:53.0,Defensive rebound by T. Snell,,49-41,,
9:47.0,D. Rose misses 2-pt shot from 1 ft,,49-41,,
9:46.0,Offensive rebound by D. Rose,,49-41,,
9:45.0,D. Rose misses 2-pt shot from 4 ft,,49-41,,
9:43.0,,,49-41,,Defensive rebound by T. Mozgov
9:38.0,,,49-43,2,K. Irving makes 2-pt shot at rim
9:24.0,P. Gasol misses 2-pt shot from 18 ft,,49-43,,
9:23.0,,,49-43,,Defensive rebound by K. Love
9:10.0,,,49-45,2,T. Mozgov makes 2-pt shot from 16 ft (assist by K. Love)
8:59.0,T. Snell misses 3-pt shot from 23 ft,,49-45,,
8:59.0,,,49-45,,Defensive rebound by L. James
8:49.0,,,49-45,,L. James misses 2-pt shot from 2 ft
8:49.0,,,49-45,,Offensive rebound by K. Love
8:49.0,,,49-45,,Shooting foul by J. Butler (drawn by K. Love)
8:49.0,,,49-45,,K. Love misses free throw 1 of 2
8:49.0,,,49-45,,Offensive rebound by Team
8:49.0,,,49-45,,K. Love misses free throw 2 of 2
8:48.0,Defensive rebound by P. Gasol,,49-45,,
8:27.0,T. Gibson makes 2-pt shot from 8 ft,2,51-45,,
8:09.0,,,51-47,2,K. Love makes 2-pt shot from 7 ft (assist by L. James)
8:01.0,,,51-47,,T. Thompson enters the game for T. Mozgov
7:52.0,D. Rose misses 3-pt shot from 25 ft,,51-47,,
7:52.0,,,51-47,,Defensive rebound by K. Love
7:37.0,,,51-47,,L. James misses 2-pt shot from 1 ft
7:35.0,Defensive rebound by T. Gibson,,51-47,,
7:30.0,P. Gasol makes 2-pt shot at rim (assist by T. Gibson),2,53-47,,
7:30.0,,,53-47,,Cleveland full timeout
7:30.0,,,53-47,,T. Mozgov enters the game for K. Love
7:22.0,Def 3 sec tech foul by P. Gasol,,53-47,,
7:22.0,,,53-48,1,K. Irving makes technical free throw
7:15.0,,,53-48,,K. Irving misses 2-pt shot from 2 ft
7:10.0,,,53-48,,Offensive rebound by T. Mozgov
7:10.0,,,53-48,,T. Mozgov misses 2-pt shot from 2 ft
7:08.0,Defensive rebound by T. Gibson,,53-48,,
6:51.0,D. Rose makes 2-pt shot at rim,2,55-48,,
6:27.0,,,55-48,,L. James misses 2-pt shot from 21 ft
6:27.0,,,55-48,,Offensive rebound by T. Thompson
6:21.0,Personal foul by J. Butler (drawn by T. Thompson),,55-48,,
6:10.0,,,55-48,,Shooting foul by T. Gibson (drawn by T. Mozgov)
6:10.0,,,55-48,,T. Mozgov misses free throw 1 of 2
6:10.0,,,55-48,,Offensive rebound by Team
6:10.0,,,55-48,,T. Mozgov misses free throw 2 of 2
6:09.0,Defensive rebound by P. Gasol,,55-48,,
5:45.0,P. Gasol makes 2-pt shot from 9 ft,2,57-48,,
5:24.0,,,57-48,,J. Smith misses 2-pt shot from 16 ft
5:24.0,,,57-48,,Offensive rebound by T. Mozgov
5:20.0,,,57-48,,L. James misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by Team,,57-48,,
5:20.0,,,57-48,,Personal foul by L. James (drawn by D. Rose)
5:20.0,N. Mirotic enters the game for T. Gibson,,57-48,,
5:20.0,,,57-48,,I. Shumpert enters the game for L. James
5:20.0,,,57-48,,K. Love enters the game for T. Mozgov
5:02.0,P. Gasol misses 2-pt shot from 3 ft,,57-48,,
5:00.0,,,57-48,,Defensive rebound by J. Smith
4:49.0,,,57-50,2,K. Love makes 2-pt shot from 6 ft
4:34.0,P. Gasol makes 2-pt shot from 18 ft (assist by D. Rose),2,59-50,,
4:23.0,,,59-52,2,K. Irving makes 2-pt shot from 1 ft
4:06.0,D. Rose misses 2-pt shot from 13 ft,,59-52,,
4:05.0,,,59-52,,Defensive rebound by J. Smith
3:55.0,,,59-52,,K. Irving misses 2-pt shot from 8 ft
3:55.0,,,59-52,,Offensive rebound by T. Thompson
3:55.0,Personal foul by P. Gasol (drawn by T. Thompson),,59-52,,
3:55.0,,,59-52,,T. Thompson misses free throw 1 of 2
3:55.0,,,59-52,,Offensive rebound by Team
3:55.0,,,59-52,,M. Dellavedova enters the game for K. Irving
3:55.0,A. Brooks enters the game for D. Rose,,59-52,,
3:55.0,D. McDermott enters the game for J. Butler,,59-52,,
3:55.0,,,59-52,,T. Thompson misses free throw 2 of 2
3:54.0,Defensive rebound by P. Gasol,,59-52,,
3:41.0,Shooting foul by T. Thompson (drawn by N. Mirotic),,59-52,,
3:41.0,N. Mirotic makes free throw 1 of 3,1,60-52,,
3:41.0,N. Mirotic makes free throw 2 of 3,1,61-52,,
3:41.0,N. Mirotic misses free throw 3 of 3,,61-52,,
3:40.0,,,61-52,,Defensive rebound by Team
3:27.0,,,61-54,2,J. Smith makes 2-pt shot from 6 ft (assist by M. Dellavedova)
3:05.0,D. McDermott misses 3-pt shot from 28 ft,,61-54,,
3:05.0,Offensive rebound by N. Mirotic,,61-54,,
2:56.0,N. Mirotic makes 3-pt shot from 24 ft (assist by D. McDermott),3,64-54,,
2:49.0,Personal foul by N. Mirotic (drawn by K. Love),,64-54,,
2:49.0,Chicago full timeout,,64-54,,
2:49.0,,,64-54,,K. Love misses free throw 1 of 2
2:49.0,,,64-54,,Offensive rebound by Team
2:49.0,,,64-55,1,K. Love makes free throw 2 of 2
2:24.0,P. Gasol makes 2-pt shot from 13 ft,2,66-55,,
2:05.0,,,66-55,,J. Smith misses 2-pt shot from 8 ft
2:05.0,Defensive rebound by A. Brooks,,66-55,,
1:59.0,,,66-55,,Personal foul by J. Smith (drawn by A. Brooks)
1:59.0,,,66-55,,L. James enters the game for J. Smith
1:59.0,J. Butler enters the game for T. Snell,,66-55,,
1:45.0,N. Mirotic makes 2-pt shot at rim (assist by A. Brooks),2,68-55,,
1:32.0,,,68-55,,K. Love misses 2-pt shot from 18 ft
1:31.0,Defensive rebound by N. Mirotic,,68-55,,
1:21.0,A. Brooks misses 2-pt shot from 9 ft,,68-55,,
1:21.0,Offensive rebound by Team,,68-55,,
1:21.0,,,68-55,,Loose ball foul by M. Dellavedova (drawn by N. Mirotic)
1:21.0,N. Mirotic makes free throw 1 of 2,1,69-55,,
1:21.0,N. Mirotic makes free throw 2 of 2,1,70-55,,
1:04.0,,,70-55,,I. Shumpert misses 2-pt shot from 16 ft
1:03.0,Defensive rebound by A. Brooks,,70-55,,
0:47.0,J. Butler makes 2-pt shot from 19 ft,2,72-55,,
0:32.0,,,72-55,,L. James misses 2-pt shot at rim
0:31.0,Defensive rebound by A. Brooks,,72-55,,
0:26.0,Turnover by A. Brooks (traveling),,72-55,,
0:02.0,,,72-58,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by I. Shumpert)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,N. Mirotic makes 3-pt shot from 25 ft (assist by D. McDermott),3,75-58,,
11:39.0,Violation by Team (delay of game),,75-58,,
11:23.0,,,75-60,2,I. Shumpert makes 2-pt shot from 1 ft (assist by L. James)
11:13.0,Shooting foul by I. Shumpert (drawn by J. Butler),,75-60,,
11:13.0,J. Butler makes free throw 1 of 2,1,76-60,,
11:13.0,J. Butler makes free throw 2 of 2,1,77-60,,
10:53.0,,,77-60,,K. Irving misses 2-pt shot at rim
10:53.0,,,77-60,,Offensive rebound by T. Thompson
10:53.0,,,77-60,,Shooting foul by N. Mirotic (drawn by T. Thompson)
10:53.0,,,77-60,,T. Thompson misses free throw 1 of 2
10:53.0,,,77-60,,Offensive rebound by Team
10:53.0,,,77-61,1,T. Thompson makes free throw 2 of 2
10:32.0,Turnover by D. McDermott (lost ball),,77-61,,
10:10.0,,,77-63,2,L. James makes 2-pt shot at rim (assist by K. Irving)
9:44.0,N. Mirotic misses 3-pt shot from 26 ft,,77-63,,
9:44.0,,,77-63,,Defensive rebound by L. James
9:31.0,,,77-63,,L. James misses 3-pt shot from 26 ft
9:31.0,Defensive rebound by D. McDermott,,77-63,,
9:15.0,B. Portis makes 2-pt shot at rim (assist by J. Butler),2,79-63,,
8:55.0,,,79-63,,I. Shumpert misses 3-pt shot from 24 ft
8:54.0,,,79-63,,Offensive rebound by K. Irving
8:37.0,,,79-65,2,L. James makes 2-pt shot at rim
8:12.0,J. Butler misses 3-pt shot from 27 ft,,79-65,,
8:12.0,Offensive rebound by B. Portis,,79-65,,
8:09.0,Turnover by B. Portis (lost ball; steal by K. Irving),,79-65,,
8:06.0,,,79-65,,Shooting foul by A. Brooks (drawn by L. James)
8:06.0,Official timeout,,79-65,,
8:06.0,,,79-65,,M. Dellavedova enters the game for K. Love
8:06.0,,,79-65,,J. Smith enters the game for K. Irving
8:06.0,D. Rose enters the game for A. Brooks,,79-65,,
8:06.0,,,79-66,1,L. James makes free throw 1 of 2
8:06.0,,,79-67,1,L. James makes free throw 2 of 2
7:45.0,J. Butler misses 2-pt shot from 10 ft,,79-67,,
7:45.0,,,79-67,,Defensive rebound by L. James
7:37.0,,,79-67,,J. Smith misses 3-pt shot from 25 ft
7:37.0,,,79-67,,Offensive rebound by Team
7:37.0,Personal foul by B. Portis (drawn by T. Thompson),,79-67,,
7:37.0,T. Gibson enters the game for B. Portis,,79-67,,
7:21.0,,,79-67,,Offensive foul by T. Thompson
7:21.0,,,79-67,,Turnover by T. Thompson (offensive foul)
7:07.0,J. Butler misses 2-pt shot from 18 ft,,79-67,,
7:04.0,,,79-67,,Defensive rebound by L. James
6:53.0,Personal foul by D. McDermott (drawn by J. Smith),,79-67,,
6:46.0,,,79-67,,Turnover by L. James (bad pass; steal by N. Mirotic)
6:31.0,D. Rose misses 2-pt shot from 14 ft,,79-67,,
6:31.0,,,79-67,,Defensive rebound by J. Smith
6:15.0,,,79-67,,I. Shumpert misses 2-pt shot from 13 ft
6:14.0,Defensive rebound by D. McDermott,,79-67,,
5:59.0,T. Gibson misses 2-pt shot from 16 ft,,79-67,,
5:58.0,,,79-67,,Defensive rebound by J. Smith
5:50.0,,,79-69,2,L. James makes 2-pt shot from 1 ft (assist by J. Smith)
5:50.0,Chicago full timeout,,79-69,,
5:50.0,,,79-69,,K. Irving enters the game for I. Shumpert
5:50.0,P. Gasol enters the game for N. Mirotic,,79-69,,
5:31.0,P. Gasol makes 2-pt shot from 15 ft (assist by D. McDermott),2,81-69,,
5:07.0,,,81-69,,M. Dellavedova misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by J. Butler,,81-69,,
4:49.0,P. Gasol makes 2-pt shot from 16 ft (assist by D. Rose),2,83-69,,
4:35.0,,,83-69,,K. Irving misses 2-pt shot from 5 ft
4:34.0,,,83-69,,Offensive rebound by L. James
4:33.0,,,83-71,2,L. James makes 2-pt shot from 1 ft
4:18.0,D. Rose misses 2-pt shot from 18 ft,,83-71,,
4:17.0,,,83-71,,Defensive rebound by J. Smith
4:17.0,Personal foul by T. Gibson (drawn by J. Smith),,83-71,,
4:17.0,,,83-71,,J. Smith misses free throw 1 of 2
4:17.0,,,83-71,,Offensive rebound by Team
4:17.0,,,83-71,,K. Love enters the game for T. Thompson
4:17.0,,,83-71,,J. Smith misses free throw 2 of 2
4:15.0,Defensive rebound by Team,,83-71,,
4:15.0,Jump ball: M. Dellavedova vs. T. Gibson (D. McDermott gains possession),,,,Jump ball: M. Dellavedova vs. T. Gibson (D. McDermott gains possession)
3:57.0,D. Rose makes 2-pt shot from 11 ft,2,85-71,,
3:48.0,,,85-73,2,J. Smith makes 2-pt shot from 2 ft
3:28.0,J. Butler misses 2-pt shot from 17 ft,,85-73,,
3:28.0,Offensive rebound by T. Gibson,,85-73,,
3:13.0,Turnover by D. Rose (bad pass; steal by L. James),,85-73,,
3:10.0,,,85-75,2,L. James makes 2-pt shot from 1 ft
3:10.0,,,85-75,,Shooting foul by D. McDermott (drawn by L. James)
3:10.0,T. Snell enters the game for D. McDermott,,85-75,,
3:10.0,,,85-76,1,L. James makes free throw 1 of 1
2:55.0,Shooting foul by K. Love (drawn by T. Gibson),,85-76,,
2:55.0,,,85-76,,Cleveland full timeout
2:55.0,T. Gibson misses free throw 1 of 2,,85-76,,
2:55.0,Offensive rebound by Team,,85-76,,
2:55.0,T. Gibson makes free throw 2 of 2,1,86-76,,
2:37.0,,,86-76,,J. Smith misses 2-pt shot from 3 ft (block by T. Gibson)
2:36.0,,,86-76,,Offensive rebound by J. Smith
