time,Denver,pts.away,score,pts.home,LA Lakers
5:05.0,Offensive rebound by N. Jokic,,11-19,,
5:05.0,Shooting foul by R. Hibbert (drawn by D. Arthur),,11-19,,
5:05.0,D. Arthur makes free throw 1 of 2,1,12-19,,
5:05.0,,,12-19,,B. Bass enters the game for R. Hibbert
5:05.0,D. Arthur makes free throw 2 of 2,1,13-19,,
4:48.0,,,13-21,2,K. Bryant makes 2-pt shot from 1 ft
4:36.0,J. Sampson makes 2-pt shot from 6 ft (assist by D. Arthur),2,15-21,,
4:20.0,,,15-21,,K. Bryant misses 2-pt shot from 14 ft
4:20.0,Defensive rebound by Team,,15-21,,
4:07.0,D. Arthur misses 3-pt shot from 24 ft,,15-21,,
4:05.0,Offensive rebound by G. Harris,,15-21,,
4:05.0,G. Harris makes 2-pt shot from 1 ft,2,17-21,,
3:42.0,,,17-23,2,K. Bryant makes 2-pt shot from 10 ft (assist by J. Randle)
3:24.0,N. Jokic misses 2-pt shot from 16 ft,,17-23,,
3:22.0,,,17-23,,Defensive rebound by K. Bryant
3:13.0,,,17-23,,J. Clarkson misses 3-pt shot from 24 ft
3:12.0,Defensive rebound by N. Jokic,,17-23,,
3:09.0,J. Nurkic enters the game for N. Jokic,,17-23,,
3:09.0,,,17-23,,L. Nance enters the game for K. Bryant
2:56.0,E. Mudiay makes 2-pt shot at rim,2,19-23,,
2:31.0,,,19-25,2,J. Randle makes 2-pt shot from 1 ft
2:22.0,G. Harris makes 3-pt shot from 23 ft (assist by E. Mudiay),3,22-25,,
1:58.0,,,22-25,,J. Clarkson misses 2-pt shot from 6 ft (block by J. Sampson)
1:55.0,Defensive rebound by J. Sampson,,22-25,,
1:49.0,Turnover by D. Arthur (lost ball; steal by L. Williams),,22-25,,
1:43.0,,,22-25,,Turnover by B. Bass (lost ball; steal by G. Harris)
1:36.0,Offensive charge foul by G. Harris,,22-25,,
1:36.0,Turnover by G. Harris (offensive foul),,22-25,,
1:36.0,,,22-25,,LA Lakers full timeout
1:36.0,,,22-25,,M. Huertas enters the game for J. Clarkson
1:36.0,W. Barton enters the game for D. Arthur,,22-25,,
1:36.0,J. Lauvergne enters the game for G. Harris,,22-25,,
1:36.0,D. Augustin enters the game for E. Mudiay,,22-25,,
1:28.0,,,22-25,,Shooting foul by W. Barton (drawn by L. Williams)
1:28.0,,,22-26,1,L. Williams makes free throw 1 of 3
1:28.0,,,22-27,1,L. Williams makes free throw 2 of 3
1:28.0,,,22-28,1,L. Williams makes free throw 3 of 3
1:09.0,W. Barton misses 2-pt shot from 3 ft,,22-28,,
1:05.0,,,22-28,,Defensive rebound by J. Randle
0:59.0,,,22-31,3,L. Williams makes 3-pt shot from 25 ft (assist by M. Huertas)
0:49.0,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Augustin),2,24-31,,
0:34.0,,,24-31,,L. Nance misses 3-pt shot from 23 ft
0:31.0,Defensive rebound by Team,,24-31,,
0:08.0,J. Lauvergne misses 3-pt shot from 24 ft,,24-31,,
0:07.0,Offensive rebound by J. Nurkic,,24-31,,
0:07.0,J. Nurkic misses 2-pt shot from 10 ft,,24-31,,
0:05.0,,,24-31,,Defensive rebound by L. Nance
0:01.0,,,24-31,,L. Williams misses 2-pt shot from 14 ft
0:00.0,,,24-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,D. Augustin misses 3-pt shot from 24 ft,,24-31,,
11:39.0,Offensive rebound by A. Toupane,,24-31,,
11:35.0,Turnover by J. Nurkic (lost ball; steal by L. Nance),,24-31,,
11:30.0,,,24-33,2,L. Williams makes 2-pt shot from 9 ft
11:11.0,J. Nurkic makes 2-pt shot from 5 ft,2,26-33,,
11:04.0,Loose ball foul by J. Nurkic,,26-33,,
10:53.0,,,26-33,,L. Nance misses 2-pt shot at rim
10:50.0,Defensive rebound by J. Lauvergne,,26-33,,
10:44.0,A. Toupane misses 3-pt shot from 23 ft,,26-33,,
10:43.0,Offensive rebound by J. Lauvergne,,26-33,,
10:40.0,Shooting foul by L. Nance (drawn by J. Lauvergne),,26-33,,
10:40.0,J. Lauvergne makes 2-pt shot from 1 ft,2,28-33,,
10:40.0,J. Lauvergne makes free throw 1 of 1,1,29-33,,
10:26.0,,,29-33,,Turnover by B. Bass (lost ball; steal by D. Augustin)
10:10.0,D. Augustin misses 2-pt shot from 4 ft (block by B. Bass),,29-33,,
10:10.0,Offensive rebound by Team,,29-33,,
10:03.0,J. Lauvergne misses 2-pt shot from 18 ft,,29-33,,
10:02.0,,,29-33,,Defensive rebound by M. World Peace
9:43.0,,,29-33,,B. Bass misses 2-pt shot from 6 ft (block by J. Nurkic)
9:41.0,Defensive rebound by J. Nurkic,,29-33,,
9:37.0,W. Barton makes 2-pt shot from 1 ft,2,31-33,,
9:25.0,,,31-33,,M. Huertas misses 2-pt shot from 13 ft
9:24.0,,,31-33,,Offensive rebound by L. Williams
9:20.0,,,31-33,,Shooting foul by A. Toupane (drawn by B. Bass)
9:20.0,,,31-34,1,B. Bass makes free throw 1 of 2
9:20.0,,,31-35,1,B. Bass makes free throw 2 of 2
9:01.0,J. Nurkic makes 2-pt shot from 8 ft (assist by D. Augustin),2,33-35,,
8:41.0,,,33-35,,Shooting foul by J. Lauvergne (drawn by B. Bass)
8:41.0,Official timeout,,33-35,,
8:41.0,,,33-35,,D. Russell enters the game for L. Williams
8:41.0,,,33-36,1,B. Bass makes free throw 1 of 2
8:41.0,,,33-37,1,B. Bass makes free throw 2 of 2
8:21.0,J. Nurkic misses 2-pt shot from 5 ft,,33-37,,
8:17.0,,,33-37,,Defensive rebound by L. Nance
8:01.0,,,33-39,2,D. Russell makes 2-pt shot from 1 ft (assist by M. Huertas)
7:45.0,Shooting foul by M. Huertas (drawn by D. Augustin),,33-39,,
7:45.0,D. Augustin misses free throw 1 of 2,,33-39,,
7:45.0,Offensive rebound by Team,,33-39,,
7:45.0,D. Augustin misses free throw 2 of 2,,33-39,,
7:44.0,Offensive rebound by J. Nurkic,,33-39,,
7:39.0,J. Nurkic makes 2-pt shot at rim,2,35-39,,
7:27.0,,,35-39,,B. Bass misses 2-pt shot from 16 ft
7:26.0,,,35-39,,Offensive rebound by L. Nance
7:23.0,,,35-39,,L. Nance misses 2-pt shot from 1 ft
7:19.0,Defensive rebound by J. Lauvergne,,35-39,,
7:14.0,D. Augustin makes 3-pt shot from 25 ft,3,38-39,,
7:13.0,,,38-39,,LA Lakers full timeout
7:13.0,,,38-39,,R. Hibbert enters the game for B. Bass
7:06.0,,,38-39,,Turnover by D. Russell (lost ball)
7:02.0,,,38-39,,Violation by D. Russell (kicked ball)
6:52.0,W. Barton makes 2-pt shot from 16 ft (assist by J. Nurkic),2,40-39,,
6:36.0,,,40-39,,M. World Peace misses 3-pt shot from 25 ft
6:35.0,,,40-39,,Offensive rebound by R. Hibbert
6:24.0,,,40-39,,R. Hibbert misses 2-pt shot from 16 ft
6:23.0,Defensive rebound by W. Barton,,40-39,,
6:16.0,W. Barton misses 2-pt shot from 13 ft,,40-39,,
6:13.0,,,40-39,,Defensive rebound by D. Russell
6:13.0,,,40-39,,J. Clarkson enters the game for M. Huertas
6:13.0,,,40-39,,K. Bryant enters the game for M. World Peace
6:10.0,Personal foul by A. Toupane,,40-39,,
5:56.0,,,40-39,,D. Russell misses 2-pt shot from 15 ft
5:51.0,Defensive rebound by J. Lauvergne,,40-39,,
5:36.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by W. Barton),2,42-39,,
5:24.0,,,42-39,,K. Bryant misses 2-pt shot from 7 ft
5:22.0,Defensive rebound by J. Lauvergne,,42-39,,
5:18.0,J. Lauvergne misses 2-pt shot from 1 ft,,42-39,,
5:17.0,Offensive rebound by J. Lauvergne,,42-39,,
5:15.0,J. Lauvergne misses 2-pt shot from 1 ft (block by L. Nance),,42-39,,
5:14.0,,,42-39,,Defensive rebound by K. Bryant
5:08.0,,,42-39,,D. Russell misses 2-pt shot at rim (block by A. Toupane)
5:07.0,Defensive rebound by W. Barton,,42-39,,
4:52.0,D. Augustin makes 3-pt shot from 22 ft (assist by W. Barton),3,45-39,,
4:34.0,,,45-39,,L. Nance misses 2-pt shot from 18 ft
4:32.0,Defensive rebound by W. Barton,,45-39,,
4:19.0,W. Barton makes 2-pt shot from 8 ft,2,47-39,,
4:14.0,,,47-39,,LA Lakers full timeout
4:14.0,,,47-39,,J. Randle enters the game for L. Nance
4:14.0,N. Jokic enters the game for J. Nurkic,,47-39,,
4:13.0,,,47-39,,Offensive foul by D. Russell
4:13.0,,,47-39,,Turnover by D. Russell (offensive foul)
3:55.0,D. Augustin makes 3-pt shot from 23 ft (assist by N. Jokic),3,50-39,,
3:37.0,,,50-41,2,J. Clarkson makes 2-pt shot from 10 ft
3:30.0,,,50-41,,Personal foul by J. Clarkson
3:30.0,D. Arthur enters the game for J. Lauvergne,,50-41,,
3:14.0,A. Toupane makes 3-pt shot from 22 ft (assist by N. Jokic),3,53-41,,
3:10.0,,,53-41,,LA Lakers full timeout
3:10.0,,,53-41,,L. Williams enters the game for D. Russell
3:02.0,Personal foul by N. Jokic,,53-41,,
3:02.0,,,53-42,1,R. Hibbert makes free throw 1 of 2
3:02.0,,,53-42,,R. Hibbert misses free throw 2 of 2
3:01.0,Defensive rebound by N. Jokic,,53-42,,
2:53.0,,,53-42,,Personal foul by K. Bryant
2:42.0,W. Barton misses 2-pt shot from 9 ft,,53-42,,
2:39.0,,,53-42,,Defensive rebound by J. Randle
2:31.0,,,53-45,3,K. Bryant makes 3-pt shot from 24 ft (assist by L. Williams)
2:16.0,N. Jokic makes 2-pt shot from 1 ft (assist by D. Augustin),2,55-45,,
2:00.0,,,55-45,,Turnover by L. Williams (back court)
1:48.0,W. Barton makes 2-pt shot at rim (assist by D. Augustin),2,57-45,,
1:34.0,,,57-45,,Shooting foul by W. Barton (drawn by L. Williams)
1:34.0,,,57-46,1,L. Williams makes free throw 1 of 2
1:34.0,,,57-46,,L. Williams misses free throw 2 of 2
1:32.0,Defensive rebound by A. Toupane,,57-46,,
1:24.0,D. Augustin misses 3-pt shot from 24 ft,,57-46,,
1:22.0,,,57-46,,Defensive rebound by J. Clarkson
1:05.0,,,57-46,,K. Bryant misses 2-pt shot from 8 ft
1:03.0,Defensive rebound by D. Arthur,,57-46,,
0:57.0,,,57-46,,Personal foul by K. Bryant
0:57.0,W. Barton makes free throw 1 of 2,1,58-46,,
0:57.0,J. Nurkic enters the game for N. Jokic,,58-46,,
0:57.0,W. Barton misses free throw 2 of 2,,58-46,,
0:56.0,,,58-46,,Defensive rebound by J. Randle
0:43.0,,,58-46,,R. Hibbert misses 2-pt shot from 1 ft (block by D. Arthur)
0:43.0,,,58-46,,Offensive rebound by Team
0:35.0,,,58-46,,J. Randle misses 2-pt shot from 16 ft
0:34.0,Defensive rebound by W. Barton,,58-46,,
0:11.0,D. Arthur misses 2-pt shot from 6 ft,,58-46,,
0:07.0,,,58-46,,Defensive rebound by R. Hibbert
0:01.0,,,58-46,,J. Clarkson misses 3-pt shot from 24 ft
0:00.0,,,58-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,G. Harris makes 2-pt shot from 2 ft (assist by N. Jokic),2,60-46,,
11:25.0,,,60-46,,R. Hibbert misses 2-pt shot from 12 ft
11:21.0,Defensive rebound by E. Mudiay,,60-46,,
11:19.0,Shooting foul by R. Hibbert (drawn by J. Sampson),,60-46,,
11:19.0,J. Sampson makes free throw 1 of 2,1,61-46,,
11:19.0,J. Sampson makes free throw 2 of 2,1,62-46,,
11:05.0,,,62-46,,L. Williams misses 3-pt shot from 25 ft
11:03.0,Defensive rebound by N. Jokic,,62-46,,
10:48.0,D. Arthur misses 2-pt shot from 2 ft,,62-46,,
10:48.0,Offensive rebound by Team,,62-46,,
10:42.0,Shooting foul by R. Hibbert (drawn by E. Mudiay),,62-46,,
10:42.0,E. Mudiay makes free throw 1 of 2,1,63-46,,
10:42.0,E. Mudiay makes free throw 2 of 2,1,64-46,,
10:26.0,,,64-46,,J. Randle misses 2-pt shot from 19 ft
10:25.0,Defensive rebound by E. Mudiay,,64-46,,
10:18.0,D. Arthur misses 2-pt shot from 1 ft (block by J. Randle),,64-46,,
10:11.0,,,64-46,,Defensive rebound by R. Hibbert
10:06.0,,,64-48,2,J. Randle makes 2-pt shot from 4 ft (assist by L. Williams)
9:52.0,D. Arthur misses 2-pt shot from 16 ft,,64-48,,
9:51.0,,,64-48,,Defensive rebound by K. Bryant
9:44.0,,,64-48,,L. Williams misses 2-pt shot from 11 ft
9:41.0,Defensive rebound by N. Jokic,,64-48,,
9:36.0,E. Mudiay misses 2-pt shot from 20 ft,,64-48,,
9:32.0,,,64-48,,Defensive rebound by J. Clarkson
9:26.0,,,64-48,,Turnover by K. Bryant (lost ball; steal by E. Mudiay)
9:10.0,G. Harris misses 2-pt shot at rim,,64-48,,
9:09.0,Offensive rebound by J. Sampson,,64-48,,
9:09.0,J. Sampson misses 2-pt shot from 1 ft,,64-48,,
9:07.0,Offensive rebound by J. Sampson,,64-48,,
9:07.0,J. Sampson misses 2-pt shot from 1 ft,,64-48,,
9:05.0,Offensive rebound by Team,,64-48,,
8:54.0,D. Arthur misses 2-pt shot from 15 ft,,64-48,,
8:52.0,,,64-48,,Defensive rebound by J. Clarkson
8:43.0,,,64-50,2,J. Clarkson makes 2-pt shot from 8 ft
8:32.0,G. Harris makes 2-pt shot at rim (assist by D. Arthur),2,66-50,,
8:32.0,Shooting foul by J. Randle (drawn by G. Harris),,66-50,,
8:32.0,G. Harris misses free throw 1 of 1,,66-50,,
8:31.0,Offensive rebound by G. Harris,,66-50,,
8:28.0,G. Harris makes 2-pt shot from 9 ft,2,68-50,,
8:27.0,,,68-50,,LA Lakers full timeout
8:07.0,,,68-53,3,K. Bryant makes 3-pt shot from 23 ft (assist by L. Williams)
7:49.0,N. Jokic misses 2-pt shot from 1 ft,,68-53,,
7:46.0,,,68-53,,Defensive rebound by K. Bryant
7:41.0,,,68-53,,L. Williams misses 2-pt shot from 7 ft (block by J. Sampson)
7:39.0,Defensive rebound by D. Arthur,,68-53,,
7:25.0,J. Sampson makes 2-pt shot from 1 ft (assist by E. Mudiay),2,70-53,,
7:11.0,,,70-56,3,K. Bryant makes 3-pt shot from 24 ft (assist by J. Randle)
6:58.0,N. Jokic makes 2-pt shot from 1 ft (assist by E. Mudiay),2,72-56,,
6:47.0,,,72-56,,K. Bryant misses 3-pt shot from 26 ft
6:45.0,Defensive rebound by N. Jokic,,72-56,,
6:38.0,G. Harris misses 3-pt shot from 26 ft,,72-56,,
6:35.0,,,72-56,,Defensive rebound by J. Randle
6:28.0,,,72-56,,Turnover by J. Randle (traveling)
6:06.0,J. Sampson misses 2-pt shot from 5 ft,,72-56,,
5:57.0,Offensive rebound by N. Jokic,,72-56,,
5:57.0,N. Jokic makes 2-pt shot from 1 ft,2,74-56,,
5:43.0,,,74-58,2,J. Randle makes 2-pt shot from 14 ft (assist by R. Hibbert)
5:36.0,Turnover by E. Mudiay (traveling),,74-58,,
5:36.0,,,74-58,,B. Bass enters the game for R. Hibbert
5:36.0,,,74-58,,M. Huertas enters the game for J. Clarkson
5:26.0,,,74-58,,Turnover by B. Bass (lost ball)
5:10.0,E. Mudiay misses 2-pt shot from 14 ft,,74-58,,
5:07.0,,,74-58,,Defensive rebound by B. Bass
4:50.0,,,74-61,3,K. Bryant makes 3-pt shot from 26 ft (assist by J. Randle)
4:49.0,Denver full timeout,,74-61,,
4:25.0,J. Sampson misses 2-pt shot from 7 ft,,74-61,,
4:23.0,,,74-61,,Defensive rebound by J. Randle
4:13.0,,,74-61,,K. Bryant misses 3-pt shot from 26 ft
4:11.0,Defensive rebound by G. Harris,,74-61,,
4:03.0,E. Mudiay makes 2-pt shot at rim (assist by G. Harris),2,76-61,,
3:50.0,,,76-63,2,K. Bryant makes 2-pt shot from 16 ft (assist by J. Randle)
3:29.0,G. Harris misses 2-pt shot from 8 ft,,76-63,,
3:25.0,,,76-63,,Defensive rebound by J. Randle
3:21.0,,,76-63,,K. Bryant misses 3-pt shot from 27 ft
3:19.0,Defensive rebound by N. Jokic,,76-63,,
3:11.0,N. Jokic misses 3-pt shot from 24 ft,,76-63,,
3:10.0,,,76-63,,Defensive rebound by J. Randle
2:55.0,Personal foul by D. Arthur,,76-63,,
2:55.0,,,76-63,,L. Nance enters the game for J. Randle
2:55.0,,,76-63,,M. World Peace enters the game for K. Bryant
2:49.0,,,76-65,2,L. Nance makes 2-pt shot at rim (assist by B. Bass)
2:35.0,J. Sampson makes 3-pt shot from 24 ft (assist by G. Harris),3,79-65,,
2:26.0,,,79-67,2,L. Williams makes 2-pt shot from 8 ft
2:26.0,,,79-67,,Shooting foul by N. Jokic (drawn by L. Williams)
2:26.0,J. Lauvergne enters the game for D. Arthur,,79-67,,
2:26.0,J. Nurkic enters the game for N. Jokic,,79-67,,
2:26.0,,,79-67,,L. Williams misses free throw 1 of 1
2:25.0,Defensive rebound by J. Nurkic,,79-67,,
2:15.0,E. Mudiay misses 3-pt shot from 25 ft,,79-67,,
2:12.0,,,79-67,,Defensive rebound by M. World Peace
2:02.0,,,79-69,2,M. World Peace makes 2-pt shot from 2 ft (assist by B. Bass)
2:02.0,,,79-69,,Shooting foul by J. Sampson (drawn by M. World Peace)
2:02.0,W. Barton enters the game for J. Sampson,,79-69,,
2:02.0,,,79-70,1,M. World Peace makes free throw 1 of 1
1:38.0,G. Harris misses 3-pt shot from 26 ft,,79-70,,
1:37.0,Offensive rebound by J. Lauvergne,,79-70,,
1:32.0,J. Lauvergne makes 2-pt shot from 6 ft,2,81-70,,
1:15.0,,,81-73,3,L. Williams makes 3-pt shot from 24 ft (assist by B. Bass)
1:15.0,Denver full timeout,,81-73,,
1:15.0,D. Augustin enters the game for E. Mudiay,,81-73,,
0:57.0,Turnover by W. Barton (lost ball; steal by M. World Peace),,81-73,,
0:42.0,,,81-75,2,M. Huertas makes 2-pt shot from 11 ft
0:28.0,Shooting foul by B. Bass (drawn by D. Augustin),,81-75,,
0:28.0,D. Augustin makes free throw 1 of 2,1,82-75,,
0:28.0,A. Toupane enters the game for G. Harris,,82-75,,
0:28.0,D. Augustin makes free throw 2 of 2,1,83-75,,
0:12.0,Personal foul by D. Augustin,,83-75,,
0:10.0,,,83-77,2,L. Nance makes 2-pt shot at rim (assist by M. Huertas)
0:05.0,W. Barton misses 3-pt shot from 27 ft,,83-77,,
0:00.0,Offensive rebound by Team,,83-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Personal foul by D. Augustin,,83-77,,
11:40.0,,,83-79,2,B. Bass makes 2-pt shot from 12 ft (assist by M. Huertas)
11:20.0,A. Toupane makes 2-pt shot from 1 ft (assist by D. Augustin),2,85-79,,
11:05.0,,,85-79,,M. World Peace misses 2-pt shot from 5 ft
11:00.0,,,85-79,,Offensive rebound by B. Bass
11:00.0,,,85-79,,M. World Peace misses 2-pt shot from 1 ft
11:00.0,,,85-79,,Offensive rebound by M. World Peace
11:00.0,,,85-79,,Shooting foul by J. Lauvergne (drawn by M. World Peace)
11:00.0,,,85-80,1,M. World Peace makes free throw 1 of 2
11:00.0,,,85-81,1,M. World Peace makes free throw 2 of 2
10:44.0,J. Nurkic misses 2-pt shot from 7 ft,,85-81,,
10:37.0,Offensive rebound by J. Lauvergne,,85-81,,
10:37.0,J. Lauvergne misses 2-pt shot at rim,,85-81,,
10:35.0,,,85-81,,Defensive rebound by B. Bass
10:31.0,,,85-81,,M. World Peace misses 3-pt shot from 25 ft
10:28.0,Defensive rebound by J. Lauvergne,,85-81,,
10:28.0,,,85-81,,Personal foul by L. Nance
10:24.0,Turnover by J. Nurkic (lost ball; steal by M. World Peace),,85-81,,
10:23.0,Personal take foul by J. Lauvergne,,85-81,,
10:23.0,Denver full timeout,,85-81,,
10:06.0,,,85-81,,J. Clarkson misses 2-pt shot from 14 ft
10:05.0,,,85-81,,Offensive rebound by Team
9:52.0,,,85-81,,Turnover by M. Huertas (lost ball; steal by J. Nurkic)
9:44.0,W. Barton makes 3-pt shot from 25 ft (assist by D. Augustin),3,88-81,,
9:26.0,,,88-83,2,M. World Peace makes 2-pt shot from 21 ft (assist by M. Huertas)
9:08.0,J. Nurkic makes 2-pt shot from 1 ft (assist by W. Barton),2,90-83,,
9:08.0,Shooting foul by L. Nance (drawn by J. Nurkic),,90-83,,
9:08.0,J. Nurkic makes free throw 1 of 1,1,91-83,,
8:45.0,,,91-83,,J. Clarkson misses 2-pt shot from 1 ft
8:45.0,Defensive rebound by Team,,91-83,,
8:19.0,D. Augustin makes 3-pt shot from 23 ft,3,94-83,,
8:19.0,,,94-83,,LA Lakers full timeout
8:19.0,,,94-83,,J. Randle enters the game for M. World Peace
8:04.0,,,94-83,,M. Huertas misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by W. Barton,,94-83,,
7:50.0,W. Barton makes 2-pt shot from 1 ft (assist by D. Augustin),2,96-83,,
7:35.0,,,96-83,,J. Randle misses 2-pt shot from 18 ft
7:34.0,Defensive rebound by D. Augustin,,96-83,,
7:21.0,W. Barton misses 3-pt shot from 24 ft,,96-83,,
7:20.0,,,96-83,,Defensive rebound by J. Randle
7:01.0,,,96-85,2,J. Clarkson makes 2-pt shot from 2 ft
6:42.0,J. Nurkic makes 2-pt shot from 5 ft (assist by W. Barton),2,98-85,,
6:29.0,,,98-85,,B. Bass misses 2-pt shot from 14 ft
6:27.0,Defensive rebound by D. Augustin,,98-85,,
6:18.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by J. Nurkic),2,100-85,,
6:17.0,,,100-85,,LA Lakers full timeout
6:17.0,,,100-85,,L. Williams enters the game for L. Nance
6:17.0,,,100-85,,K. Bryant enters the game for M. Huertas
6:04.0,,,100-85,,Turnover by J. Randle (3 sec)
5:54.0,W. Barton makes 2-pt shot at rim (assist by J. Nurkic),2,102-85,,
5:37.0,,,102-85,,J. Clarkson misses 2-pt shot from 2 ft (block by J. Nurkic)
5:35.0,,,102-85,,Offensive rebound by B. Bass
5:35.0,,,102-85,,Shooting foul by J. Nurkic (drawn by B. Bass)
5:35.0,,,102-86,1,B. Bass makes free throw 1 of 2
5:35.0,,,102-87,1,B. Bass makes free throw 2 of 2
5:22.0,A. Toupane makes 3-pt shot from 24 ft (assist by J. Nurkic),3,105-87,,
5:15.0,Personal foul by A. Toupane,,105-87,,
5:15.0,,,105-87,,K. Bryant misses free throw 1 of 2
5:15.0,,,105-87,,Offensive rebound by Team
5:15.0,,,105-88,1,K. Bryant makes free throw 2 of 2
5:07.0,,,105-88,,Personal foul by J. Clarkson
5:01.0,D. Augustin makes 3-pt shot from 25 ft (assist by J. Nurkic),3,108-88,,
4:36.0,,,108-88,,K. Bryant misses 3-pt shot from 24 ft
4:36.0,Defensive rebound by Team,,108-88,,
4:21.0,A. Toupane misses 3-pt shot from 23 ft,,108-88,,
4:20.0,,,108-88,,Defensive rebound by J. Randle
4:12.0,,,108-90,2,J. Randle makes 2-pt shot from 2 ft
3:56.0,J. Nurkic makes 2-pt shot at rim (assist by D. Augustin),2,110-90,,
3:56.0,Shooting foul by J. Randle (drawn by J. Nurkic),,110-90,,
3:56.0,J. Nurkic misses free throw 1 of 1,,110-90,,
3:55.0,,,110-90,,Defensive rebound by J. Randle
