time,Milwaukee,pts.away,score,pts.home,Miami
4:54.0,J. Parker makes 2-pt shot from 18 ft (assist by J. Bayless),2,15-12,,
4:39.0,,,15-14,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
4:25.0,M. Carter-Williams makes 2-pt shot at rim,2,17-14,,
4:04.0,,,17-14,,J. Richardson misses 3-pt shot from 24 ft
4:03.0,Defensive rebound by J. Bayless,,17-14,,
3:47.0,J. Henson misses 2-pt shot from 10 ft,,17-14,,
3:46.0,,,17-14,,Defensive rebound by D. Wade
3:35.0,,,17-14,,Shooting foul by J. Henson (drawn by H. Whiteside)
3:35.0,,,17-15,1,H. Whiteside makes free throw 1 of 2
3:35.0,,,17-15,,J. Winslow enters the game for D. Wade
3:35.0,,,17-15,,C. Bosh enters the game for L. Deng
3:35.0,R. Vaughn enters the game for M. Carter-Williams,,17-15,,
3:35.0,,,17-16,1,H. Whiteside makes free throw 2 of 2
3:20.0,K. Middleton misses 2-pt shot from 18 ft,,17-16,,
3:19.0,,,17-16,,Defensive rebound by H. Whiteside
3:11.0,,,17-16,,C. Bosh misses 2-pt shot from 19 ft
3:10.0,Defensive rebound by J. Bayless,,17-16,,
3:01.0,K. Middleton misses 2-pt shot from 2 ft (block by H. Whiteside),,17-16,,
3:00.0,Offensive rebound by J. Henson,,17-16,,
2:59.0,Turnover by J. Henson (lost ball; steal by J. Richardson),,17-16,,
2:55.0,,,17-16,,G. Green misses 2-pt shot from 18 ft
2:55.0,Defensive rebound by Team,,17-16,,
2:55.0,J. O'Bryant enters the game for J. Parker,,17-16,,
2:34.0,J. Bayless makes 2-pt shot from 19 ft,2,19-16,,
2:25.0,Personal foul by J. O'Bryant (drawn by G. Green),,19-16,,
2:08.0,,,19-16,,J. Richardson misses 2-pt shot from 1 ft (block by J. Henson)
2:07.0,Defensive rebound by K. Middleton,,19-16,,
2:01.0,J. Bayless misses 3-pt shot from 25 ft,,19-16,,
2:00.0,,,19-16,,Defensive rebound by H. Whiteside
1:39.0,,,19-16,,C. Bosh misses 2-pt shot from 16 ft
1:38.0,,,19-16,,Offensive rebound by H. Whiteside
1:36.0,,,19-18,2,H. Whiteside makes 2-pt shot from 2 ft
1:23.0,K. Middleton misses 2-pt shot from 13 ft,,19-18,,
1:22.0,,,19-18,,Defensive rebound by H. Whiteside
1:07.0,,,19-18,,G. Green misses 2-pt shot from 13 ft
1:06.0,,,19-18,,Offensive rebound by Team
1:06.0,G. Monroe enters the game for J. Henson,,19-18,,
1:04.0,,,19-18,,Turnover by G. Green (lost ball; steal by J. Bayless)
0:56.0,Turnover by J. Bayless (bad pass),,19-18,,
0:38.0,,,19-18,,J. Richardson misses 3-pt shot from 23 ft
0:37.0,Defensive rebound by J. O'Bryant,,19-18,,
0:30.0,K. Middleton misses 3-pt shot from 24 ft,,19-18,,
0:29.0,,,19-18,,Defensive rebound by J. Winslow
0:05.0,,,19-18,,Turnover by Team (shot clock)
0:00.0,J. Bayless misses 3-pt shot from 24 ft,,19-18,,
0:00.0,Offensive rebound by Team,,19-18,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by J. O'Bryant (dbl dribble),,19-18,,
11:31.0,,,19-18,,A. Stoudemire misses 2-pt shot from 4 ft
11:30.0,Defensive rebound by G. Antetokounmpo,,19-18,,
11:14.0,G. Antetokounmpo misses 2-pt shot from 11 ft,,19-18,,
11:13.0,Offensive rebound by G. Antetokounmpo,,19-18,,
11:11.0,G. Antetokounmpo misses 2-pt shot at rim,,19-18,,
11:10.0,Offensive rebound by J. O'Bryant,,19-18,,
11:09.0,J. O'Bryant makes 2-pt shot at rim,2,21-18,,
10:56.0,Personal foul by J. Bayless (drawn by C. Bosh),,21-18,,
10:51.0,Personal foul by R. Vaughn (drawn by G. Green),,21-18,,
10:40.0,,,21-20,2,A. Stoudemire makes 2-pt shot from 11 ft
10:26.0,Turnover by G. Monroe (lost ball),,21-20,,
10:10.0,,,21-22,2,A. Stoudemire makes 2-pt shot from 1 ft
9:50.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,21-22,,
9:49.0,,,21-22,,Defensive rebound by J. Winslow
9:38.0,,,21-22,,G. Green misses 3-pt shot from 25 ft
9:37.0,Defensive rebound by J. O'Bryant,,21-22,,
9:31.0,,,21-22,,Personal foul by A. Stoudemire (drawn by G. Monroe)
9:25.0,J. Bayless makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,24-22,,
8:55.0,,,24-22,,A. Stoudemire misses 2-pt shot from 17 ft
8:54.0,Defensive rebound by J. O'Bryant,,24-22,,
8:50.0,Shooting foul by A. Stoudemire (drawn by G. Antetokounmpo),,24-22,,
8:50.0,Official timeout,,24-22,,
8:50.0,G. Antetokounmpo makes free throw 1 of 2,1,25-22,,
8:50.0,G. Antetokounmpo makes free throw 2 of 2,1,26-22,,
8:41.0,,,26-22,,Shooting foul by G. Antetokounmpo (drawn by C. Bosh)
8:41.0,,,26-23,1,C. Bosh makes free throw 1 of 2
8:41.0,,,26-23,,T. Johnson enters the game for J. Richardson
8:41.0,,,26-24,1,C. Bosh makes free throw 2 of 2
8:18.0,Turnover by G. Monroe (lost ball),,26-24,,
8:10.0,,,26-24,,G. Green misses 2-pt shot from 19 ft
8:09.0,Defensive rebound by G. Monroe,,26-24,,
7:54.0,J. Bayless makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,29-24,,
7:33.0,,,29-26,2,C. Bosh makes 2-pt shot from 6 ft
7:16.0,G. Monroe makes 2-pt shot from 8 ft (assist by J. O'Bryant),2,31-26,,
6:48.0,,,31-28,2,A. Stoudemire makes 2-pt shot from 4 ft
6:29.0,G. Monroe misses 2-pt shot from 7 ft,,31-28,,
6:28.0,,,31-28,,Defensive rebound by T. Johnson
6:12.0,,,31-30,2,C. Bosh makes 2-pt shot at rim
5:55.0,G. Monroe misses 2-pt shot from 14 ft,,31-30,,
5:54.0,Offensive rebound by J. Bayless,,31-30,,
5:45.0,R. Vaughn misses 2-pt shot from 16 ft,,31-30,,
5:44.0,,,31-30,,Defensive rebound by J. Winslow
5:40.0,,,31-32,2,J. Winslow makes 2-pt shot at rim (assist by G. Green)
5:40.0,Milwaukee full timeout,,31-32,,
5:40.0,,,31-32,,D. Wade enters the game for C. Bosh
5:40.0,,,31-32,,L. Deng enters the game for G. Green
5:40.0,,,31-32,,H. Whiteside enters the game for A. Stoudemire
5:40.0,J. Henson enters the game for G. Monroe,,31-32,,
5:40.0,J. Parker enters the game for R. Vaughn,,31-32,,
5:40.0,M. Carter-Williams enters the game for J. O'Bryant,,31-32,,
5:27.0,M. Carter-Williams misses 2-pt shot from 10 ft,,31-32,,
5:26.0,Offensive rebound by M. Carter-Williams,,31-32,,
5:25.0,M. Carter-Williams makes 2-pt shot at rim,2,33-32,,
5:08.0,,,33-32,,D. Wade misses 2-pt shot from 16 ft
5:07.0,Defensive rebound by G. Antetokounmpo,,33-32,,
5:01.0,G. Antetokounmpo makes 2-pt shot at rim,2,35-32,,
4:38.0,,,35-32,,L. Deng misses 2-pt shot from 15 ft
4:37.0,,,35-32,,Offensive rebound by H. Whiteside
4:36.0,,,35-32,,Shooting foul by J. Henson (drawn by H. Whiteside)
4:36.0,,,35-32,,H. Whiteside misses free throw 1 of 2
4:36.0,,,35-32,,Offensive rebound by Team
4:36.0,K. Middleton enters the game for J. Bayless,,35-32,,
4:36.0,,,35-33,1,H. Whiteside makes free throw 2 of 2
4:16.0,J. Parker makes 2-pt shot from 6 ft,2,37-33,,
3:55.0,,,37-33,,Turnover by T. Johnson (step out of bounds)
3:44.0,,,37-33,,Def 3 sec tech foul by H. Whiteside
3:44.0,K. Middleton makes technical free throw,1,38-33,,
3:41.0,Turnover by J. Parker (bad pass; steal by T. Johnson),,38-33,,
3:38.0,,,38-33,,Turnover by T. Johnson (lost ball; steal by K. Middleton)
3:33.0,K. Middleton makes 2-pt shot at rim,2,40-33,,
3:29.0,,,40-33,,Miami full timeout
3:29.0,,,40-33,,C. Bosh enters the game for J. Winslow
3:21.0,,,40-33,,Turnover by T. Johnson (lost ball; steal by M. Carter-Williams)
3:19.0,Turnover by J. Henson (lost ball),,40-33,,
2:56.0,,,40-33,,L. Deng misses 3-pt shot from 24 ft
2:55.0,,,40-33,,Offensive rebound by D. Wade
2:53.0,,,40-35,2,D. Wade makes 2-pt shot at rim
2:38.0,K. Middleton makes 2-pt shot from 11 ft,2,42-35,,
2:22.0,Personal foul by J. Henson (drawn by H. Whiteside),,42-35,,
2:22.0,,,42-35,,H. Whiteside misses free throw 1 of 2
2:22.0,,,42-35,,Offensive rebound by Team
2:22.0,G. Monroe enters the game for J. Henson,,42-35,,
2:22.0,,,42-35,,H. Whiteside misses free throw 2 of 2
2:21.0,,,42-35,,Offensive rebound by C. Bosh
2:20.0,Personal foul by G. Antetokounmpo (drawn by C. Bosh),,42-35,,
2:20.0,,,42-36,1,C. Bosh makes free throw 1 of 2
2:20.0,,,42-37,1,C. Bosh makes free throw 2 of 2
2:12.0,,,42-37,,Personal foul by T. Johnson (drawn by M. Carter-Williams)
2:12.0,,,42-37,,J. Richardson enters the game for T. Johnson
2:05.0,Shooting foul by J. Richardson (drawn by M. Carter-Williams),,42-37,,
2:05.0,M. Carter-Williams misses free throw 1 of 2,,42-37,,
2:05.0,Offensive rebound by Team,,42-37,,
2:05.0,J. Bayless enters the game for G. Antetokounmpo,,42-37,,
2:05.0,M. Carter-Williams makes free throw 2 of 2,1,43-37,,
1:58.0,,,43-37,,Turnover by D. Wade (discontinued dribble)
1:43.0,K. Middleton makes 2-pt shot from 16 ft,2,45-37,,
1:33.0,,,45-37,,Shooting foul by J. Parker (drawn by C. Bosh)
1:33.0,,,45-38,1,C. Bosh makes free throw 1 of 2
1:33.0,,,45-39,1,C. Bosh makes free throw 2 of 2
1:17.0,J. Parker makes 2-pt shot from 15 ft (assist by K. Middleton),2,47-39,,
1:03.0,,,47-39,,Offensive foul by C. Bosh
1:03.0,,,47-39,,Turnover by C. Bosh (offensive foul)
0:53.0,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton),2,49-39,,
0:48.0,,,49-39,,Miami full timeout
0:48.0,,,49-39,,G. Green enters the game for J. Richardson
0:33.0,,,49-39,,L. Deng misses 2-pt shot from 19 ft
0:32.0,Defensive rebound by G. Monroe,,49-39,,
0:13.0,G. Monroe misses 2-pt shot from 8 ft,,49-39,,
0:11.0,,,49-39,,Defensive rebound by C. Bosh
0:04.0,,,49-39,,D. Wade misses 2-pt shot from 2 ft (block by G. Monroe)
0:03.0,,,49-39,,Offensive rebound by Team
0:02.0,,,49-39,,G. Green misses 3-pt shot from 23 ft
0:00.0,,,49-39,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,K. Middleton makes 2-pt shot from 15 ft,2,51-39,,
11:21.0,,,51-41,2,C. Bosh makes 2-pt shot from 12 ft
11:03.0,K. Middleton misses 2-pt shot from 18 ft,,51-41,,
11:02.0,,,51-41,,Defensive rebound by T. Johnson
10:53.0,,,51-43,2,H. Whiteside makes 2-pt shot at rim (assist by L. Deng)
10:34.0,J. Parker misses 2-pt shot from 9 ft,,51-43,,
10:33.0,,,51-43,,Defensive rebound by T. Johnson
10:22.0,,,51-43,,D. Wade misses 2-pt shot from 11 ft
10:21.0,Defensive rebound by M. Carter-Williams,,51-43,,
10:16.0,Turnover by M. Carter-Williams (bad pass; steal by C. Bosh),,51-43,,
9:59.0,,,51-43,,C. Bosh misses 2-pt shot from 3 ft
9:58.0,Defensive rebound by G. Monroe,,51-43,,
9:56.0,Turnover by G. Antetokounmpo (dbl dribble),,51-43,,
9:46.0,,,51-43,,Shooting foul by M. Carter-Williams (drawn by T. Johnson)
9:46.0,Violation by G. Antetokounmpo (lane),,51-43,,
9:46.0,,,51-44,1,T. Johnson makes free throw 1 of 2
9:46.0,,,51-45,1,T. Johnson makes free throw 2 of 2
9:20.0,G. Monroe makes 2-pt shot from 1 ft,2,53-45,,
9:08.0,,,53-45,,D. Wade misses 3-pt shot from 22 ft
9:06.0,Defensive rebound by G. Monroe,,53-45,,
8:55.0,G. Monroe makes 2-pt shot from 5 ft,2,55-45,,
8:41.0,Jump ball: C. Bosh vs. M. Carter-Williams (K. Middleton gains possession),,,,Jump ball: C. Bosh vs. M. Carter-Williams (K. Middleton gains possession)
8:41.0,,,55-45,,Turnover by C. Bosh (lost ball; steal by M. Carter-Williams)
8:38.0,Shooting foul by D. Wade (drawn by K. Middleton),,55-45,,
8:38.0,K. Middleton makes free throw 1 of 2,1,56-45,,
8:38.0,K. Middleton makes free throw 2 of 2,1,57-45,,
8:21.0,,,57-47,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
8:03.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,59-47,,
7:52.0,,,59-47,,T. Johnson misses 2-pt shot at rim (block by G. Antetokounmpo)
7:51.0,Defensive rebound by G. Antetokounmpo,,59-47,,
7:49.0,Turnover by G. Antetokounmpo (bad pass),,59-47,,
7:35.0,,,59-47,,Turnover by D. Wade (bad pass)
7:26.0,G. Monroe misses 2-pt shot from 4 ft,,59-47,,
7:25.0,,,59-47,,Defensive rebound by H. Whiteside
7:07.0,,,59-47,,Turnover by C. Bosh (bad pass)
6:49.0,K. Middleton misses 2-pt shot from 2 ft,,59-47,,
6:48.0,,,59-47,,Defensive rebound by H. Whiteside
6:34.0,,,59-47,,T. Johnson misses 3-pt shot from 25 ft
6:33.0,Defensive rebound by G. Monroe,,59-47,,
6:18.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by J. Parker),2,61-47,,
6:18.0,,,61-47,,Miami full timeout
6:18.0,J. Henson enters the game for G. Monroe,,61-47,,
6:18.0,,,61-47,,G. Green enters the game for H. Whiteside
6:01.0,,,61-47,,C. Bosh misses 2-pt shot from 2 ft
5:59.0,,,61-47,,Offensive rebound by C. Bosh
5:57.0,,,61-47,,C. Bosh misses 2-pt shot from 1 ft (block by J. Henson)
5:57.0,Defensive rebound by K. Middleton,,61-47,,
5:50.0,J. Henson makes 2-pt shot at rim (assist by K. Middleton),2,63-47,,
5:23.0,,,63-47,,C. Bosh misses 2-pt shot from 17 ft
5:22.0,Defensive rebound by Team,,63-47,,
5:09.0,J. Henson makes 2-pt shot at rim (assist by K. Middleton),2,65-47,,
5:09.0,Shooting foul by C. Bosh (drawn by J. Henson),,65-47,,
5:09.0,J. Henson makes free throw 1 of 1,1,66-47,,
4:55.0,,,66-47,,Turnover by D. Wade (lost ball)
4:55.0,,,66-47,,J. Richardson enters the game for D. Wade
4:44.0,,,66-47,,Shooting block foul by L. Deng (drawn by G. Antetokounmpo)
4:44.0,,,66-47,,Technical foul by D. Wade
4:44.0,K. Middleton makes technical free throw,1,67-47,,
4:44.0,G. Antetokounmpo makes free throw 1 of 2,1,68-47,,
4:44.0,,,68-47,,J. Winslow enters the game for L. Deng
4:44.0,G. Antetokounmpo makes free throw 2 of 2,1,69-47,,
4:22.0,,,69-49,2,C. Bosh makes 2-pt shot from 3 ft
3:55.0,J. Henson makes 2-pt shot from 11 ft (assist by G. Antetokounmpo),2,71-49,,
3:34.0,,,71-52,3,C. Bosh makes 3-pt shot from 25 ft
3:22.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Richardson),,71-52,,
3:16.0,,,71-52,,G. Green misses 2-pt shot from 3 ft
3:15.0,,,71-52,,Offensive rebound by J. Richardson
2:58.0,,,71-52,,T. Johnson misses 2-pt shot from 21 ft
2:57.0,Defensive rebound by M. Carter-Williams,,71-52,,
2:42.0,K. Middleton misses 3-pt shot from 24 ft,,71-52,,
2:41.0,,,71-52,,Defensive rebound by Team
2:41.0,Milwaukee full timeout,,71-52,,
2:41.0,J. Bayless enters the game for G. Antetokounmpo,,71-52,,
2:24.0,,,71-55,3,G. Green makes 3-pt shot from 24 ft (assist by C. Bosh)
2:00.0,K. Middleton misses 2-pt shot from 17 ft,,71-55,,
1:59.0,,,71-55,,Defensive rebound by J. Richardson
1:47.0,,,71-55,,G. Green misses 3-pt shot from 24 ft
1:46.0,Defensive rebound by K. Middleton,,71-55,,
1:27.0,J. Parker makes 2-pt shot from 16 ft,2,73-55,,
1:07.0,,,73-55,,J. Richardson misses 3-pt shot from 24 ft
1:06.0,Defensive rebound by J. Parker,,73-55,,
0:53.0,Turnover by J. Parker (traveling),,73-55,,
0:53.0,,,73-55,,L. Deng enters the game for G. Green
0:53.0,J. O'Bryant enters the game for M. Carter-Williams,,73-55,,
0:39.0,,,73-55,,Shooting foul by J. Bayless (drawn by L. Deng)
0:39.0,,,73-56,1,L. Deng makes free throw 1 of 2
0:39.0,,,73-57,1,L. Deng makes free throw 2 of 2
0:20.0,J. Henson makes 2-pt shot from 9 ft (assist by K. Middleton),2,75-57,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,75-57,,J. Winslow misses 3-pt shot from 22 ft
11:35.0,Defensive rebound by K. Middleton,,75-57,,
11:13.0,J. O'Bryant makes 2-pt shot from 19 ft (assist by J. Bayless),2,77-57,,
10:56.0,Personal foul by J. Henson (drawn by H. Whiteside),,77-57,,
10:56.0,G. Monroe enters the game for J. Henson,,77-57,,
10:40.0,,,77-57,,J. Winslow misses 3-pt shot from 23 ft
10:39.0,,,77-57,,Offensive rebound by H. Whiteside
10:33.0,,,77-59,2,H. Whiteside makes 2-pt shot from 1 ft
10:20.0,,,77-59,,Personal foul by H. Whiteside (drawn by G. Monroe)
10:19.0,Offensive foul by J. Bayless,,77-59,,
10:19.0,Turnover by J. Bayless (offensive foul),,77-59,,
10:19.0,J. Parker enters the game for J. O'Bryant,,77-59,,
10:01.0,,,77-59,,Turnover by H. Whiteside (traveling)
9:48.0,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton),2,79-59,,
9:31.0,,,79-59,,J. Richardson misses 3-pt shot from 24 ft
9:30.0,Defensive rebound by K. Middleton,,79-59,,
9:19.0,J. Parker misses 2-pt shot from 6 ft,,79-59,,
9:18.0,,,79-59,,Defensive rebound by Team
9:18.0,Loose ball foul by G. Monroe (drawn by L. Deng),,79-59,,
9:01.0,,,79-61,2,H. Whiteside makes 2-pt shot at rim (assist by J. Winslow)
8:47.0,K. Middleton misses 2-pt shot from 16 ft,,79-61,,
8:46.0,,,79-61,,Defensive rebound by H. Whiteside
8:36.0,,,79-61,,J. Richardson misses 3-pt shot from 23 ft
8:35.0,Defensive rebound by G. Monroe,,79-61,,
8:26.0,Turnover by Team (5 sec),,79-61,,
8:26.0,Official timeout,,79-61,,
8:14.0,,,79-63,2,L. Deng makes 2-pt shot from 1 ft (assist by T. Johnson)
7:53.0,J. Bayless makes 3-pt shot from 24 ft (assist by K. Middleton),3,82-63,,
7:28.0,,,82-63,,J. Richardson misses 2-pt shot from 11 ft
7:27.0,,,82-63,,Offensive rebound by H. Whiteside
7:27.0,,,82-63,,Shooting foul by K. Middleton (drawn by H. Whiteside)
7:27.0,,,82-64,1,H. Whiteside makes free throw 1 of 2
7:27.0,,,82-65,1,H. Whiteside makes free throw 2 of 2
7:09.0,K. Middleton makes 2-pt shot from 16 ft (assist by J. Bayless),2,84-65,,
6:49.0,,,84-67,2,L. Deng makes 2-pt shot from 1 ft
6:28.0,J. Parker misses 2-pt shot from 6 ft (block by H. Whiteside),,84-67,,
6:27.0,Offensive rebound by Team,,84-67,,
6:22.0,K. Middleton makes 2-pt shot from 19 ft (assist by G. Antetokounmpo),2,86-67,,
6:06.0,,,86-67,,Turnover by L. Deng (lost ball; steal by K. Middleton)
6:04.0,,,86-67,,Clear path foul by J. Richardson
6:04.0,,,86-67,,C. Bosh enters the game for J. Winslow
6:04.0,J. Parker makes clear path free throw 1 of 2,1,87-67,,
6:04.0,J. Parker misses clear path free throw 2 of 2,,87-67,,
6:04.0,Offensive rebound by Team,,87-67,,
5:56.0,Turnover by J. Bayless (bad pass; steal by T. Johnson),,87-67,,
5:40.0,,,87-67,,T. Johnson misses 3-pt shot from 24 ft
5:39.0,Defensive rebound by G. Monroe,,87-67,,
5:22.0,G. Antetokounmpo makes 2-pt shot from 8 ft,2,89-67,,
5:08.0,Def 3 sec tech foul by G. Antetokounmpo,,89-67,,
5:08.0,,,89-67,,Miami full timeout
5:08.0,,,89-68,1,C. Bosh makes technical free throw
4:54.0,,,89-68,,Turnover by Team (shot clock)
4:54.0,R. Vaughn enters the game for K. Middleton,,89-68,,
4:29.0,G. Monroe misses 2-pt shot from 2 ft,,89-68,,
4:28.0,,,89-68,,Defensive rebound by H. Whiteside
4:18.0,,,89-70,2,C. Bosh makes 2-pt shot from 7 ft (assist by L. Deng)
3:57.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,89-70,,
3:57.0,Offensive rebound by G. Monroe,,89-70,,
3:56.0,Shooting foul by C. Bosh (drawn by G. Monroe),,89-70,,
3:56.0,G. Monroe makes free throw 1 of 2,1,90-70,,
3:56.0,J. O'Bryant enters the game for G. Antetokounmpo,,90-70,,
3:56.0,G. Monroe makes free throw 2 of 2,1,91-70,,
3:39.0,,,91-73,3,L. Deng makes 3-pt shot from 25 ft (assist by H. Whiteside)
3:12.0,R. Vaughn misses 3-pt shot from 24 ft,,91-73,,
3:11.0,,,91-73,,Defensive rebound by C. Bosh
3:02.0,,,91-73,,T. Johnson misses 3-pt shot from 24 ft
3:01.0,Defensive rebound by J. O'Bryant,,91-73,,
2:58.0,Turnover by J. O'Bryant (lost ball; steal by J. Richardson),,91-73,,
2:55.0,,,91-75,2,H. Whiteside makes 2-pt shot from 2 ft (assist by C. Bosh)
2:55.0,,,91-75,,Shooting foul by R. Vaughn (drawn by H. Whiteside)
2:55.0,Milwaukee full timeout,,91-75,,
2:55.0,,,91-75,,J. Winslow enters the game for C. Bosh
2:55.0,M. Plumlee enters the game for G. Monroe,,91-75,,
2:55.0,,,91-76,1,H. Whiteside makes free throw 1 of 1
2:36.0,J. Bayless misses 3-pt shot from 24 ft,,91-76,,
2:35.0,,,91-76,,Defensive rebound by T. Johnson
2:09.0,,,91-76,,J. Winslow misses 3-pt shot from 24 ft
2:08.0,Defensive rebound by R. Vaughn,,91-76,,
1:46.0,Turnover by Team (shot clock),,91-76,,
1:46.0,T. Ennis enters the game for R. Vaughn,,91-76,,
1:33.0,Personal foul by T. Ennis (drawn by T. Johnson),,91-76,,
1:33.0,,,91-76,,T. Johnson misses free throw 1 of 2
1:33.0,,,91-76,,Offensive rebound by Team
1:33.0,C. Copeland enters the game for J. Parker,,91-76,,
1:33.0,,,91-77,1,T. Johnson makes free throw 2 of 2
1:19.0,T. Ennis misses 2-pt shot from 17 ft,,91-77,,
1:18.0,,,91-77,,Defensive rebound by H. Whiteside
1:06.0,,,91-77,,J. Winslow misses 2-pt shot from 16 ft
1:05.0,,,91-77,,Offensive rebound by H. Whiteside
1:04.0,,,91-77,,Shooting foul by M. Plumlee (drawn by H. Whiteside)
1:04.0,,,91-78,1,H. Whiteside makes free throw 1 of 2
1:04.0,,,91-78,,H. Whiteside misses free throw 2 of 2
1:03.0,Defensive rebound by J. O'Bryant,,91-78,,
0:44.0,C. Copeland misses 3-pt shot from 24 ft,,91-78,,
0:43.0,,,91-78,,Defensive rebound by H. Whiteside
0:35.0,,,91-78,,Shooting foul by T. Ennis (drawn by J. Richardson)
0:35.0,,,91-78,,J. Richardson misses free throw 1 of 2
0:35.0,,,91-78,,Offensive rebound by Team
0:35.0,,,91-79,1,J. Richardson makes free throw 2 of 2
0:11.0,T. Ennis misses 2-pt shot from 9 ft,,91-79,,
