time,Portland,pts.away,score,pts.home,Golden State
6:05.0,D. Lillard misses 2-pt shot from 19 ft,,20-10,,
6:05.0,,,20-10,,Defensive rebound by S. Curry
5:56.0,,,20-10,,D. Green misses 3-pt shot from 29 ft
5:56.0,Defensive rebound by C. McCollum,,20-10,,
5:47.0,Shooting foul by D. Green (drawn by C. McCollum),,20-10,,
5:47.0,C. McCollum misses free throw 1 of 2,,20-10,,
5:47.0,Offensive rebound by Team,,20-10,,
5:47.0,,,20-10,,A. Iguodala enters the game for H. Barnes
5:47.0,C. McCollum misses free throw 2 of 2,,20-10,,
5:46.0,,,20-10,,Defensive rebound by D. Green
5:36.0,Personal foul by M. Plumlee,,20-10,,
5:29.0,,,20-12,2,S. Curry makes 2-pt shot from 18 ft
5:11.0,M. Harkless misses 2-pt shot from 10 ft,,20-12,,
5:10.0,,,20-12,,Defensive rebound by A. Bogut
5:04.0,,,20-14,2,L. Barbosa makes 2-pt shot from 2 ft
4:50.0,M. Harkless misses 3-pt shot from 24 ft,,20-14,,
4:49.0,Offensive rebound by A. Aminu,,20-14,,
4:49.0,A. Aminu misses 2-pt shot from 2 ft,,20-14,,
4:47.0,,,20-14,,Defensive rebound by A. Iguodala
4:40.0,,,20-14,,S. Curry misses 3-pt shot from 33 ft
4:37.0,,,20-14,,Offensive rebound by L. Barbosa
4:34.0,,,20-17,3,S. Curry makes 3-pt shot from 23 ft (assist by A. Bogut)
4:34.0,Portland full timeout,,20-17,,
4:34.0,G. Henderson enters the game for A. Aminu,,20-17,,
4:34.0,A. Crabbe enters the game for M. Harkless,,20-17,,
4:17.0,G. Henderson misses 3-pt shot from 23 ft,,20-17,,
4:17.0,,,20-17,,Defensive rebound by Team
4:08.0,Personal foul by A. Crabbe,,20-17,,
4:02.0,,,20-19,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
3:45.0,D. Lillard misses 2-pt shot from 13 ft,,20-19,,
3:45.0,,,20-19,,Defensive rebound by D. Green
3:40.0,,,20-19,,Shooting foul by C. McCollum (drawn by A. Iguodala)
3:40.0,,,20-20,1,A. Iguodala makes free throw 1 of 2
3:40.0,E. Davis enters the game for M. Plumlee,,20-20,,
3:40.0,B. Roberts enters the game for C. McCollum,,20-20,,
3:40.0,,,20-20,,F. Ezeli enters the game for A. Bogut
3:40.0,,,20-21,1,A. Iguodala makes free throw 2 of 2
3:25.0,D. Lillard makes 3-pt shot from 25 ft,3,23-21,,
3:16.0,,,23-21,,Turnover by S. Curry (back court)
3:05.0,Turnover by D. Lillard (lost ball; steal by S. Curry),,23-21,,
3:01.0,Personal foul by B. Roberts,,23-21,,
3:01.0,,,23-22,1,L. Barbosa makes free throw 1 of 2
3:01.0,,,23-23,1,L. Barbosa makes free throw 2 of 2
2:40.0,G. Henderson misses 2-pt shot from 12 ft,,23-23,,
2:40.0,,,23-23,,Defensive rebound by D. Green
2:35.0,,,23-23,,S. Curry misses 3-pt shot from 28 ft
2:34.0,Defensive rebound by A. Crabbe,,23-23,,
2:17.0,B. Roberts misses 3-pt shot from 27 ft,,23-23,,
2:17.0,,,23-23,,Defensive rebound by F. Ezeli
2:08.0,,,23-23,,Turnover by F. Ezeli (offensive goaltending)
1:58.0,D. Lillard misses 3-pt shot from 28 ft,,23-23,,
1:57.0,,,23-23,,Defensive rebound by F. Ezeli
1:45.0,,,23-25,2,F. Ezeli makes 2-pt shot from 7 ft (assist by S. Curry)
1:28.0,Shooting foul by L. Barbosa (drawn by B. Roberts),,23-25,,
1:28.0,B. Roberts makes free throw 1 of 2,1,24-25,,
1:28.0,,,24-25,,S. Livingston enters the game for S. Curry
1:28.0,B. Roberts makes free throw 2 of 2,1,25-25,,
1:12.0,,,25-27,2,L. Barbosa makes 2-pt shot from 2 ft (assist by A. Iguodala)
0:58.0,,,25-27,,Personal foul by S. Livingston
0:58.0,D. Lillard makes free throw 1 of 2,1,26-27,,
0:58.0,D. Lillard makes free throw 2 of 2,1,27-27,,
0:45.0,,,27-27,,S. Livingston misses 2-pt shot from 17 ft
0:44.0,Defensive rebound by D. Lillard,,27-27,,
0:38.0,A. Crabbe makes 3-pt shot from 26 ft (assist by D. Lillard),3,30-27,,
0:29.0,,,30-27,,D. Green misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by E. Davis,,30-27,,
0:07.0,G. Henderson misses 2-pt shot from 13 ft (block by A. Iguodala),,30-27,,
0:06.0,Offensive rebound by B. Roberts,,30-27,,
0:05.0,Turnover by Team (shot clock),,30-27,,
0:05.0,,,30-27,,K. Thompson enters the game for F. Ezeli
0:05.0,M. Harkless enters the game for D. Lillard,,30-27,,
0:05.0,,,30-27,,S. Curry enters the game for S. Livingston
0:02.0,,,30-27,,Turnover by D. Green (lost ball; steal by M. Harkless)
0:00.0,E. Davis misses 3-pt shot from 50 ft,,30-27,,
0:00.0,Offensive rebound by Team,,30-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,B. Roberts misses 3-pt shot from 26 ft,,30-27,,
11:41.0,,,30-27,,Defensive rebound by H. Barnes
11:34.0,,,30-27,,K. Thompson misses 3-pt shot from 25 ft
11:33.0,Defensive rebound by G. Henderson,,30-27,,
11:25.0,,,30-27,,Personal foul by M. Speights
11:25.0,E. Davis makes free throw 1 of 2,1,31-27,,
11:25.0,E. Davis makes free throw 2 of 2,1,32-27,,
11:11.0,,,32-27,,M. Speights misses 2-pt shot from 7 ft (block by E. Davis)
11:10.0,Defensive rebound by G. Henderson,,32-27,,
11:05.0,A. Crabbe misses 3-pt shot from 23 ft,,32-27,,
11:03.0,,,32-27,,Defensive rebound by M. Speights
10:49.0,,,32-27,,H. Barnes misses 2-pt shot from 11 ft
10:48.0,Defensive rebound by E. Davis,,32-27,,
10:31.0,,,32-27,,Shooting block foul by M. Speights (drawn by G. Henderson)
10:31.0,G. Henderson misses free throw 1 of 2,,32-27,,
10:31.0,Offensive rebound by Team,,32-27,,
10:31.0,M. Harkless enters the game for B. Roberts,,32-27,,
10:31.0,G. Henderson makes free throw 2 of 2,1,33-27,,
10:16.0,,,33-27,,M. Speights misses 3-pt shot from 26 ft
10:15.0,Defensive rebound by E. Davis,,33-27,,
10:05.0,M. Harkless makes 2-pt shot from 1 ft (assist by C. McCollum),2,35-27,,
10:05.0,,,35-27,,Golden State full timeout
9:52.0,,,35-29,2,S. Livingston makes 2-pt shot from 17 ft
9:35.0,C. McCollum makes 2-pt shot from 18 ft,2,37-29,,
9:25.0,,,37-31,2,S. Livingston makes 2-pt shot from 8 ft
9:15.0,C. McCollum makes 2-pt shot from 19 ft,2,39-31,,
8:58.0,,,39-31,,M. Speights misses 2-pt shot from 2 ft
8:56.0,Defensive rebound by Team,,39-31,,
8:56.0,,,39-31,,D. Green enters the game for M. Speights
8:36.0,M. Harkless misses 2-pt shot from 3 ft,,39-31,,
8:35.0,,,39-31,,Defensive rebound by D. Green
8:25.0,,,39-33,2,H. Barnes makes 2-pt shot from 2 ft (assist by D. Green)
8:25.0,,,39-33,,Shooting foul by M. Harkless (drawn by H. Barnes)
8:25.0,,,39-33,,H. Barnes misses free throw 1 of 1
8:24.0,Defensive rebound by E. Davis,,39-33,,
8:07.0,E. Davis misses 2-pt shot from 7 ft (block by D. Green),,39-33,,
8:07.0,,,39-33,,Defensive rebound by Team
7:56.0,,,39-33,,Turnover by D. Green (lost ball)
7:40.0,Shooting foul by H. Barnes (drawn by E. Davis),,39-33,,
7:40.0,E. Davis makes free throw 1 of 2,1,40-33,,
7:40.0,,,40-33,,S. Curry enters the game for A. Iguodala
7:40.0,E. Davis makes free throw 2 of 2,1,41-33,,
7:30.0,,,41-35,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
7:16.0,M. Harkless misses 2-pt shot from 3 ft,,41-35,,
7:15.0,,,41-35,,Defensive rebound by H. Barnes
7:01.0,,,41-38,3,K. Thompson makes 3-pt shot from 29 ft (assist by D. Green)
7:01.0,Portland full timeout,,41-38,,
7:01.0,D. Lillard enters the game for A. Crabbe,,41-38,,
7:01.0,A. Aminu enters the game for G. Henderson,,41-38,,
6:46.0,C. McCollum misses 2-pt shot from 12 ft,,41-38,,
6:43.0,Offensive rebound by M. Harkless,,41-38,,
6:35.0,A. Aminu makes 3-pt shot from 25 ft (assist by D. Lillard),3,44-38,,
6:21.0,,,44-38,,S. Curry misses 2-pt shot from 23 ft
6:20.0,Defensive rebound by C. McCollum,,44-38,,
6:09.0,Shooting foul by D. Green (drawn by A. Aminu),,44-38,,
6:09.0,A. Aminu makes free throw 1 of 2,1,45-38,,
6:09.0,A. Aminu makes free throw 2 of 2,1,46-38,,
5:58.0,,,46-38,,Turnover by S. Curry (bad pass)
5:35.0,A. Aminu makes 3-pt shot from 28 ft (assist by C. McCollum),3,49-38,,
5:25.0,,,49-38,,Shooting foul by M. Harkless (drawn by D. Green)
5:25.0,,,49-39,1,D. Green makes free throw 1 of 2
5:25.0,,,49-39,,D. Green misses free throw 2 of 2
5:23.0,Defensive rebound by M. Harkless,,49-39,,
5:15.0,Turnover by E. Davis (lost ball; steal by S. Livingston),,49-39,,
5:09.0,,,49-39,,S. Livingston misses 2-pt shot from 14 ft
5:09.0,Defensive rebound by A. Aminu,,49-39,,
4:57.0,Turnover by D. Lillard (lost ball; steal by D. Green),,49-39,,
4:54.0,,,49-39,,Turnover by D. Green (lost ball; steal by M. Harkless)
4:42.0,D. Lillard misses 3-pt shot from 24 ft,,49-39,,
4:42.0,,,49-39,,Defensive rebound by D. Green
4:34.0,,,49-39,,Shooting foul by E. Davis (drawn by D. Green)
4:34.0,,,49-39,,D. Green misses free throw 1 of 2
4:34.0,,,49-39,,Offensive rebound by Team
4:34.0,,,49-39,,A. Bogut enters the game for H. Barnes
4:34.0,M. Plumlee enters the game for E. Davis,,49-39,,
4:34.0,,,49-40,1,D. Green makes free throw 2 of 2
4:20.0,M. Harkless misses 3-pt shot from 23 ft,,49-40,,
4:20.0,,,49-40,,Defensive rebound by K. Thompson
4:05.0,,,49-42,2,S. Curry makes 2-pt shot from 1 ft (assist by A. Bogut)
3:59.0,,,49-42,,Personal foul by A. Bogut
3:59.0,D. Lillard makes free throw 1 of 2,1,50-42,,
3:59.0,,,50-42,,H. Barnes enters the game for S. Livingston
3:59.0,,,50-42,,F. Ezeli enters the game for A. Bogut
3:59.0,D. Lillard makes free throw 2 of 2,1,51-42,,
3:48.0,,,51-45,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
3:42.0,Offensive foul by M. Harkless,,51-45,,
3:42.0,Turnover by M. Harkless (offensive foul),,51-45,,
3:42.0,A. Crabbe enters the game for M. Harkless,,51-45,,
3:31.0,,,51-47,2,K. Thompson makes 2-pt shot from 18 ft (assist by S. Curry)
3:31.0,Portland full timeout,,51-47,,
3:21.0,D. Lillard makes 2-pt shot from 21 ft,2,53-47,,
3:08.0,,,53-47,,Offensive foul by D. Green
3:08.0,,,53-47,,Turnover by D. Green (offensive foul)
3:08.0,,,53-47,,Technical foul by D. Green
3:08.0,D. Lillard makes technical free throw,1,54-47,,
3:08.0,,,54-47,,A. Iguodala enters the game for D. Green
2:55.0,D. Lillard makes 2-pt shot from 1 ft (assist by M. Plumlee),2,56-47,,
2:44.0,,,56-47,,S. Curry misses 3-pt shot from 25 ft
2:44.0,Defensive rebound by A. Aminu,,56-47,,
2:32.0,D. Lillard misses 2-pt shot from 22 ft,,56-47,,
2:31.0,,,56-47,,Defensive rebound by Team
2:31.0,Official timeout,,56-47,,
2:19.0,,,56-47,,Shooting foul by M. Plumlee (drawn by H. Barnes)
2:19.0,,,56-48,1,H. Barnes makes free throw 1 of 2
2:19.0,,,56-49,1,H. Barnes makes free throw 2 of 2
2:06.0,A. Crabbe makes 3-pt shot from 26 ft (assist by D. Lillard),3,59-49,,
1:54.0,,,59-51,2,K. Thompson makes 2-pt shot from 4 ft
1:47.0,C. McCollum misses 2-pt shot from 15 ft,,59-51,,
1:46.0,,,59-51,,Defensive rebound by H. Barnes
1:33.0,,,59-54,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
1:11.0,D. Lillard misses 2-pt shot from 11 ft,,59-54,,
1:11.0,,,59-54,,Defensive rebound by F. Ezeli
0:56.0,Personal foul by D. Lillard,,59-54,,
0:56.0,,,59-55,1,F. Ezeli makes free throw 1 of 2
0:56.0,,,59-56,1,F. Ezeli makes free throw 2 of 2
0:40.0,M. Plumlee makes 2-pt shot from 2 ft (assist by C. McCollum),2,61-56,,
0:34.0,,,61-56,,Shooting foul by A. Aminu (drawn by F. Ezeli)
0:34.0,,,61-57,1,F. Ezeli makes free throw 1 of 2
0:34.0,,,61-57,,L. Barbosa enters the game for K. Thompson
0:34.0,,,61-58,1,F. Ezeli makes free throw 2 of 2
0:20.0,Shooting foul by H. Barnes (drawn by D. Lillard),,61-58,,
0:20.0,D. Lillard makes free throw 1 of 2,1,62-58,,
0:20.0,B. Roberts enters the game for C. McCollum,,62-58,,
0:20.0,,,62-58,,Golden State full timeout
0:20.0,E. Davis enters the game for M. Plumlee,,62-58,,
0:20.0,,,62-58,,K. Thompson enters the game for L. Barbosa
0:20.0,D. Lillard makes free throw 2 of 2,1,63-58,,
0:02.0,,,63-58,,Turnover by K. Thompson (lost ball; steal by D. Lillard)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,Turnover by D. Lillard (bad pass),,63-58,,
11:33.0,Personal foul by C. McCollum,,63-58,,
11:18.0,,,63-58,,F. Ezeli misses 2-pt shot from 2 ft (block by M. Plumlee)
11:17.0,,,63-58,,Offensive rebound by H. Barnes
11:16.0,,,63-60,2,H. Barnes makes 2-pt shot from 2 ft
11:03.0,M. Harkless makes 3-pt shot from 26 ft (assist by C. McCollum),3,66-60,,
10:51.0,,,66-60,,D. Green misses 3-pt shot from 26 ft
10:51.0,Defensive rebound by A. Aminu,,66-60,,
10:39.0,C. McCollum misses 2-pt shot from 17 ft,,66-60,,
10:38.0,,,66-60,,Defensive rebound by Team
10:38.0,Loose ball foul by M. Plumlee,,66-60,,
10:25.0,,,66-60,,K. Thompson misses 3-pt shot from 25 ft
10:24.0,Defensive rebound by A. Aminu,,66-60,,
10:13.0,D. Lillard misses 2-pt shot from 14 ft,,66-60,,
10:12.0,Offensive rebound by M. Plumlee,,66-60,,
10:09.0,M. Plumlee misses 2-pt shot from 2 ft,,66-60,,
10:07.0,,,66-60,,Defensive rebound by S. Curry
10:03.0,,,66-62,2,S. Curry makes 2-pt shot from 22 ft
9:50.0,C. McCollum misses 2-pt shot from 19 ft,,66-62,,
9:49.0,Offensive rebound by C. McCollum,,66-62,,
9:46.0,C. McCollum makes 2-pt shot from 16 ft,2,68-62,,
9:34.0,,,68-62,,S. Curry misses 3-pt shot from 26 ft
9:33.0,,,68-62,,Offensive rebound by D. Green
9:29.0,,,68-62,,K. Thompson misses 2-pt shot from 15 ft
9:29.0,Defensive rebound by D. Lillard,,68-62,,
9:20.0,M. Plumlee misses 2-pt shot from 4 ft (block by F. Ezeli),,68-62,,
9:18.0,Offensive rebound by Team,,68-62,,
9:13.0,D. Lillard misses 3-pt shot from 28 ft,,68-62,,
9:12.0,,,68-62,,Defensive rebound by D. Green
9:02.0,,,68-62,,Turnover by F. Ezeli (lost ball; steal by C. McCollum)
8:56.0,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard),2,70-62,,
8:35.0,,,70-64,2,F. Ezeli makes 2-pt shot from 6 ft (assist by D. Green)
8:35.0,,,70-64,,Shooting foul by A. Aminu (drawn by F. Ezeli)
8:35.0,,,70-64,,F. Ezeli misses free throw 1 of 1
8:33.0,,,70-64,,Offensive rebound by H. Barnes
8:29.0,,,70-67,3,D. Green makes 3-pt shot from 27 ft (assist by S. Curry)
8:10.0,Shooting foul by H. Barnes (drawn by A. Aminu),,70-67,,
8:10.0,A. Aminu misses free throw 1 of 2,,70-67,,
8:10.0,Offensive rebound by Team,,70-67,,
8:10.0,A. Aminu makes free throw 2 of 2,1,71-67,,
7:56.0,,,71-69,2,K. Thompson makes 2-pt shot from 9 ft (assist by S. Curry)
7:46.0,M. Plumlee misses 2-pt shot from 13 ft,,71-69,,
7:45.0,Offensive rebound by C. McCollum,,71-69,,
7:39.0,M. Harkless misses 3-pt shot from 24 ft,,71-69,,
7:39.0,Offensive rebound by C. McCollum,,71-69,,
7:36.0,C. McCollum makes 2-pt shot from 1 ft,2,73-69,,
7:16.0,,,73-71,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
7:16.0,,,73-71,,Shooting foul by M. Harkless (drawn by K. Thompson)
7:16.0,A. Crabbe enters the game for M. Harkless,,73-71,,
7:16.0,,,73-72,1,K. Thompson makes free throw 1 of 1
7:07.0,Turnover by D. Lillard (back court),,73-72,,
7:00.0,,,73-75,3,S. Curry makes 3-pt shot from 25 ft
6:59.0,Portland full timeout,,73-75,,
6:42.0,C. McCollum misses 2-pt shot from 12 ft,,73-75,,
6:41.0,,,73-75,,Defensive rebound by F. Ezeli
6:21.0,,,73-75,,F. Ezeli misses 2-pt shot at rim
6:21.0,Defensive rebound by A. Aminu,,73-75,,
6:06.0,A. Aminu makes 2-pt shot from 22 ft (assist by D. Lillard),2,75-75,,
5:59.0,,,75-75,,S. Curry misses 3-pt shot from 27 ft
5:57.0,Defensive rebound by M. Plumlee,,75-75,,
5:45.0,D. Lillard misses 3-pt shot from 26 ft,,75-75,,
5:44.0,,,75-75,,Defensive rebound by S. Curry
5:36.0,,,75-75,,D. Green misses 3-pt shot from 26 ft
5:36.0,Defensive rebound by D. Lillard,,75-75,,
5:28.0,A. Crabbe makes 3-pt shot from 25 ft (assist by D. Lillard),3,78-75,,
5:18.0,,,78-75,,Golden State full timeout
5:18.0,,,78-75,,A. Iguodala enters the game for H. Barnes
5:18.0,,,78-75,,A. Varejao enters the game for F. Ezeli
5:06.0,,,78-77,2,K. Thompson makes 2-pt shot from 20 ft (assist by A. Varejao)
4:46.0,A. Aminu makes 3-pt shot from 23 ft (assist by C. McCollum),3,81-77,,
4:33.0,,,81-80,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
4:12.0,Turnover by M. Plumlee (lost ball; steal by A. Iguodala),,81-80,,
4:07.0,,,81-80,,K. Thompson misses 3-pt shot from 33 ft
4:06.0,Defensive rebound by A. Aminu,,81-80,,
3:52.0,A. Crabbe makes 3-pt shot from 26 ft (assist by M. Plumlee),3,84-80,,
3:40.0,,,84-83,3,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala)
3:17.0,C. McCollum misses 2-pt shot from 2 ft,,84-83,,
3:17.0,,,84-83,,Defensive rebound by D. Green
3:12.0,,,84-83,,Turnover by S. Curry (lost ball; steal by A. Crabbe)
3:06.0,A. Crabbe makes 2-pt shot from 2 ft,2,86-83,,
2:39.0,,,86-85,2,A. Varejao makes 2-pt shot from 2 ft (assist by K. Thompson)
2:23.0,A. Aminu misses 2-pt shot from 6 ft,,86-85,,
2:22.0,Offensive rebound by M. Plumlee,,86-85,,
2:22.0,,,86-85,,Personal foul by A. Varejao
2:22.0,,,86-85,,S. Livingston enters the game for S. Curry
2:22.0,G. Henderson enters the game for A. Aminu,,86-85,,
2:22.0,Offensive foul by C. McCollum,,86-85,,
2:22.0,Turnover by C. McCollum (offensive foul),,86-85,,
2:22.0,B. Roberts enters the game for C. McCollum,,86-85,,
2:22.0,E. Davis enters the game for M. Plumlee,,86-85,,
2:14.0,,,86-85,,Turnover by S. Livingston (bad pass)
2:08.0,D. Lillard makes 2-pt shot from 4 ft,2,88-85,,
1:59.0,,,88-85,,Shooting foul by A. Crabbe (drawn by D. Green)
1:59.0,,,88-86,1,D. Green makes free throw 1 of 2
1:59.0,,,88-87,1,D. Green makes free throw 2 of 2
1:39.0,B. Roberts makes 2-pt shot from 13 ft (assist by E. Davis),2,90-87,,
1:23.0,,,90-90,3,K. Thompson makes 3-pt shot from 25 ft (assist by A. Varejao)
1:01.0,D. Lillard misses 2-pt shot from 12 ft,,90-90,,
1:00.0,,,90-90,,Defensive rebound by D. Green
0:55.0,,,90-90,,Turnover by S. Livingston (lost ball; steal by A. Crabbe)
0:51.0,Turnover by A. Crabbe (bad pass),,90-90,,
0:51.0,,,90-90,,H. Barnes enters the game for D. Green
0:32.0,,,90-90,,A. Iguodala misses 2-pt shot from 15 ft
0:32.0,Defensive rebound by A. Crabbe,,90-90,,
0:16.0,Shooting foul by S. Livingston (drawn by B. Roberts),,90-90,,
0:16.0,B. Roberts misses free throw 1 of 2,,90-90,,
0:16.0,Offensive rebound by Team,,90-90,,
0:16.0,,,90-90,,S. Curry enters the game for A. Varejao
0:16.0,A. Aminu enters the game for D. Lillard,,90-90,,
0:16.0,B. Roberts makes free throw 2 of 2,1,91-90,,
0:05.0,,,91-93,3,S. Curry makes 3-pt shot from 27 ft
0:02.0,A. Crabbe misses 3-pt shot from 56 ft,,91-93,,
0:00.0,Offensive rebound by Team,,91-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,91-95,2,S. Livingston makes 2-pt shot from 15 ft
11:10.0,A. Crabbe makes 3-pt shot from 24 ft (assist by E. Davis),3,94-95,,
11:01.0,,,94-95,,Turnover by S. Livingston (lost ball; steal by A. Aminu)
11:01.0,,,94-95,,Personal foul by M. Speights
10:45.0,C. McCollum makes 2-pt shot from 1 ft,2,96-95,,
10:23.0,,,96-95,,M. Speights misses 2-pt shot from 19 ft
10:22.0,Defensive rebound by G. Henderson,,96-95,,
10:12.0,E. Davis misses 2-pt shot from 6 ft,,96-95,,
10:12.0,,,96-95,,Defensive rebound by M. Speights
10:06.0,,,96-95,,Shooting foul by G. Henderson (drawn by L. Barbosa)
10:06.0,,,96-96,1,L. Barbosa makes free throw 1 of 2
10:06.0,,,96-97,1,L. Barbosa makes free throw 2 of 2
9:58.0,,,96-97,,Personal foul by L. Barbosa
9:51.0,C. McCollum misses 2-pt shot from 20 ft,,96-97,,
9:51.0,,,96-97,,Defensive rebound by M. Speights
9:42.0,,,96-97,,M. Speights misses 2-pt shot from 4 ft (block by E. Davis)
9:41.0,Defensive rebound by E. Davis,,96-97,,
9:29.0,A. Aminu misses 3-pt shot from 27 ft,,96-97,,
9:28.0,,,96-97,,Defensive rebound by A. Iguodala
9:22.0,,,96-97,,L. Barbosa misses 3-pt shot from 26 ft
9:21.0,Defensive rebound by C. McCollum,,96-97,,
9:04.0,A. Aminu misses 3-pt shot from 23 ft,,96-97,,
9:04.0,,,96-97,,Defensive rebound by A. Iguodala
8:56.0,,,96-99,2,M. Speights makes 2-pt shot from 2 ft (assist by A. Iguodala)
8:32.0,C. McCollum makes 2-pt shot from 15 ft,2,98-99,,
8:19.0,,,98-102,3,M. Speights makes 3-pt shot from 27 ft (assist by S. Livingston)
8:19.0,Portland full timeout,,98-102,,
8:19.0,,,98-102,,S. Curry enters the game for L. Barbosa
8:19.0,D. Lillard enters the game for G. Henderson,,98-102,,
8:04.0,Shooting foul by M. Speights (drawn by E. Davis),,98-102,,
8:04.0,E. Davis misses free throw 1 of 2,,98-102,,
8:04.0,Offensive rebound by Team,,98-102,,
8:04.0,E. Davis makes free throw 2 of 2,1,99-102,,
7:55.0,,,99-102,,Turnover by S. Livingston (offensive goaltending)
7:41.0,C. McCollum misses 2-pt shot from 5 ft,,99-102,,
7:41.0,,,99-102,,Defensive rebound by M. Speights
7:29.0,,,99-104,2,S. Livingston makes 2-pt shot from 15 ft
7:04.0,C. McCollum misses 2-pt shot from 22 ft,,99-104,,
7:04.0,,,99-104,,Defensive rebound by S. Livingston
6:54.0,,,99-106,2,S. Curry makes 2-pt shot from 3 ft (assist by H. Barnes)
6:54.0,Portland full timeout,,99-106,,
6:54.0,M. Plumlee enters the game for E. Davis,,99-106,,
6:54.0,,,99-106,,K. Thompson enters the game for S. Livingston
6:54.0,,,99-106,,D. Green enters the game for A. Iguodala
6:42.0,D. Lillard makes 2-pt shot from 3 ft,2,101-106,,
6:23.0,,,101-106,,Turnover by S. Curry (lost ball; steal by D. Lillard)
