time,New Orleans,pts.away,score,pts.home,Golden State
9:01.0,,,79-100,1,M. Speights makes free throw 2 of 2
8:43.0,Turnover by A. Davis (lost ball; steal by D. Green),,79-100,,
8:37.0,,,79-100,,D. Green misses 2-pt shot from 3 ft
8:37.0,,,79-100,,Offensive rebound by D. Green
8:37.0,,,79-100,,D. Green misses 2-pt shot from 3 ft
8:37.0,,,79-100,,Offensive rebound by D. Green
8:37.0,,,79-100,,D. Green misses 2-pt shot from 3 ft
8:37.0,Defensive rebound by Team,,79-100,,
8:37.0,,,79-100,,Loose ball foul by S. Livingston (drawn by I. Smith)
8:37.0,Official timeout,,79-100,,
8:37.0,E. Gordon enters the game for N. Robinson,,79-100,,
8:37.0,,,79-100,,K. Thompson enters the game for A. Iguodala
8:37.0,,,79-100,,F. Ezeli enters the game for L. Barbosa
8:37.0,,,79-100,,S. Curry enters the game for M. Speights
8:22.0,,,79-100,,Personal foul by D. Green (drawn by A. Davis)
8:10.0,A. Davis makes 2-pt shot from 16 ft (assist by I. Smith),2,81-100,,
7:56.0,,,81-100,,Offensive foul by K. Thompson
7:56.0,,,81-100,,Turnover by K. Thompson (offensive foul)
7:43.0,,,81-100,,Personal foul by D. Green (drawn by I. Smith)
7:34.0,A. Davis makes 2-pt shot from 16 ft (assist by E. Gordon),2,83-100,,
7:16.0,,,83-100,,D. Green misses 3-pt shot from 24 ft
7:16.0,Defensive rebound by Team,,83-100,,
6:56.0,A. Davis misses 2-pt shot from 12 ft,,83-100,,
6:55.0,,,83-100,,Defensive rebound by Team
6:47.0,,,83-100,,S. Livingston misses 2-pt shot from 12 ft
6:46.0,Defensive rebound by A. Gee,,83-100,,
6:38.0,A. Ajinca misses 2-pt shot from 3 ft,,83-100,,
6:38.0,,,83-100,,Defensive rebound by S. Curry
6:31.0,,,83-100,,K. Thompson misses 3-pt shot from 25 ft
6:31.0,Defensive rebound by Team,,83-100,,
6:16.0,Turnover by I. Smith (lost ball; steal by S. Curry),,83-100,,
6:16.0,Loose ball foul by I. Smith (drawn by S. Curry),,83-100,,
6:07.0,,,83-100,,Offensive foul by F. Ezeli
6:07.0,,,83-100,,Turnover by F. Ezeli (offensive foul)
6:01.0,Turnover by A. Davis (offensive foul),,83-100,,
6:01.0,Offensive foul by A. Davis,,83-100,,
5:42.0,,,83-100,,S. Livingston misses 3-pt shot from 24 ft
5:41.0,Defensive rebound by E. Gordon,,83-100,,
5:34.0,Turnover by E. Gordon (bad pass; steal by F. Ezeli),,83-100,,
5:21.0,,,83-100,,S. Curry misses 2-pt shot from 12 ft
5:21.0,Defensive rebound by A. Davis,,83-100,,
5:12.0,E. Gordon misses 3-pt shot from 27 ft,,83-100,,
5:11.0,,,83-100,,Defensive rebound by D. Green
5:02.0,,,83-102,2,F. Ezeli makes 2-pt shot at rim (assist by S. Livingston)
4:38.0,A. Davis makes 2-pt shot from 22 ft,2,85-102,,
4:27.0,Personal foul by E. Gordon (drawn by D. Green),,85-102,,
4:27.0,,,85-102,,Golden State full timeout
4:27.0,,,85-102,,H. Barnes enters the game for S. Livingston
4:27.0,R. Anderson enters the game for A. Davis,,85-102,,
4:27.0,K. Perkins enters the game for E. Gordon,,85-102,,
4:27.0,N. Robinson enters the game for A. Ajinca,,85-102,,
4:20.0,,,85-102,,Turnover by K. Thompson (lost ball; steal by A. Gee)
4:15.0,A. Gee makes 2-pt shot from 1 ft,2,87-102,,
3:55.0,,,87-102,,H. Barnes misses 3-pt shot from 22 ft
3:54.0,,,87-102,,Offensive rebound by D. Green
3:48.0,,,87-102,,K. Thompson misses 2-pt shot from 16 ft
3:47.0,,,87-102,,Offensive rebound by H. Barnes
3:38.0,,,87-102,,K. Thompson misses 2-pt shot from 11 ft
3:38.0,Defensive rebound by A. Gee,,87-102,,
3:17.0,R. Anderson misses 2-pt shot from 9 ft,,87-102,,
3:17.0,,,87-102,,Defensive rebound by Team
3:17.0,Loose ball foul by R. Anderson (drawn by D. Green),,87-102,,
3:01.0,,,87-104,2,F. Ezeli makes 2-pt shot at rim (assist by H. Barnes)
2:43.0,K. Perkins makes 2-pt shot from 4 ft (assist by N. Robinson),2,89-104,,
2:30.0,,,89-104,,S. Curry misses 2-pt shot at rim
2:29.0,Defensive rebound by Team,,89-104,,
2:29.0,New Orleans full timeout,,89-104,,
2:10.0,Turnover by R. Anderson (lost ball; steal by H. Barnes),,89-104,,
1:58.0,,,89-104,,D. Green misses 2-pt shot from 18 ft
1:57.0,Defensive rebound by R. Anderson,,89-104,,
1:54.0,A. Gee makes 2-pt shot at rim (assist by R. Anderson),2,91-104,,
1:40.0,,,91-104,,F. Ezeli misses 2-pt shot from 16 ft
1:40.0,,,91-104,,Offensive rebound by Team
1:40.0,,,91-104,,S. Livingston enters the game for H. Barnes
1:40.0,,,91-104,,L. Barbosa enters the game for D. Green
1:40.0,,,91-104,,J. McAdoo enters the game for K. Thompson
1:40.0,,,91-104,,B. Rush enters the game for S. Curry
1:40.0,,,91-104,,M. Speights enters the game for F. Ezeli
1:40.0,A. Ajinca enters the game for K. Perkins,,91-104,,
1:31.0,,,91-106,2,S. Livingston makes 2-pt shot from 15 ft
1:23.0,Turnover by A. Gee (bad pass; steal by J. McAdoo),,91-106,,
1:20.0,,,91-106,,Offensive foul by J. McAdoo
1:20.0,,,91-106,,Turnover by J. McAdoo (offensive foul)
1:04.0,R. Anderson misses 3-pt shot from 29 ft,,91-106,,
1:03.0,Offensive rebound by A. Ajinca,,91-106,,
0:53.0,A. Ajinca misses 2-pt shot from 8 ft,,91-106,,
0:52.0,Offensive rebound by R. Anderson,,91-106,,
0:52.0,Shooting foul by J. McAdoo (drawn by R. Anderson),,91-106,,
0:52.0,R. Anderson makes free throw 1 of 2,1,92-106,,
0:52.0,R. Anderson makes free throw 2 of 2,1,93-106,,
0:44.0,,,93-106,,Shooting foul by N. Robinson (drawn by J. McAdoo)
0:44.0,,,93-107,1,J. McAdoo makes free throw 1 of 2
0:44.0,,,93-108,1,J. McAdoo makes free throw 2 of 2
0:27.0,A. Ajinca makes 2-pt shot from 7 ft (assist by A. Gee),2,95-108,,
0:17.0,,,95-111,3,M. Speights makes 3-pt shot from 25 ft (assist by L. Barbosa)
0:05.0,I. Smith misses 3-pt shot from 25 ft,,95-111,,
0:04.0,,,95-111,,Defensive rebound by L. Barbosa
0:00.0,End of 4th quarter,,,,End of 4th quarter
