time,Phoenix,pts.away,score,pts.home,Denver
6:50.0,,,7-7,,E. Mudiay misses 2-pt shot from 1 ft
6:49.0,,,7-7,,Offensive rebound by K. Faried
6:49.0,,,7-9,2,K. Faried makes 2-pt shot from 1 ft
6:31.0,Turnover by B. Knight (lost ball; steal by J. Sampson),,7-9,,
6:31.0,,,7-9,,Denver full timeout
6:08.0,,,7-9,,K. Faried misses 2-pt shot from 17 ft
6:07.0,Defensive rebound by A. Len,,7-9,,
5:54.0,D. Booker misses 2-pt shot from 18 ft,,7-9,,
5:53.0,Offensive rebound by T. Chandler,,7-9,,
5:47.0,P. Tucker misses 3-pt shot from 23 ft,,7-9,,
5:46.0,,,7-9,,Defensive rebound by G. Harris
5:41.0,,,7-9,,G. Harris misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by A. Len,,7-9,,
5:30.0,T. Chandler makes 2-pt shot at rim (assist by B. Knight),2,9-9,,
5:07.0,,,9-9,,J. Sampson misses 3-pt shot from 25 ft
5:06.0,Defensive rebound by A. Len,,9-9,,
4:58.0,B. Knight misses 2-pt shot from 2 ft,,9-9,,
4:58.0,,,9-9,,Defensive rebound by N. Jokic
4:46.0,,,9-9,,J. Sampson misses 2-pt shot from 16 ft
4:44.0,,,9-9,,Offensive rebound by G. Harris
4:39.0,,,9-12,3,E. Mudiay makes 3-pt shot from 25 ft (assist by G. Harris)
4:22.0,T. Chandler misses 2-pt shot from 13 ft,,9-12,,
4:22.0,,,9-12,,Defensive rebound by N. Jokic
4:03.0,,,9-12,,K. Faried misses 2-pt shot from 2 ft
4:03.0,,,9-12,,Offensive rebound by N. Jokic
4:03.0,,,9-12,,N. Jokic misses 2-pt shot from 1 ft
3:59.0,Defensive rebound by T. Chandler,,9-12,,
3:51.0,Shooting foul by K. Faried (drawn by T. Chandler),,9-12,,
3:51.0,T. Chandler makes free throw 1 of 2,1,10-12,,
3:51.0,A. Goodwin enters the game for P. Tucker,,10-12,,
3:51.0,,,10-12,,W. Barton enters the game for J. Sampson
3:51.0,,,10-12,,D. Arthur enters the game for K. Faried
3:51.0,T. Chandler makes free throw 2 of 2,1,11-12,,
3:38.0,,,11-15,3,E. Mudiay makes 3-pt shot from 24 ft (assist by D. Arthur)
3:23.0,Turnover by B. Knight (lost ball; steal by N. Jokic),,11-15,,
3:18.0,,,11-15,,E. Mudiay misses 2-pt shot from 1 ft
3:18.0,,,11-15,,Offensive rebound by D. Arthur
3:18.0,,,11-17,2,D. Arthur makes 2-pt shot from 1 ft
3:18.0,Phoenix full timeout,,11-17,,
3:18.0,M. Teletovic enters the game for T. Chandler,,11-17,,
3:18.0,,,11-17,,J. Lauvergne enters the game for N. Jokic
3:18.0,,,11-17,,D. Augustin enters the game for E. Mudiay
2:57.0,B. Knight misses 3-pt shot from 26 ft,,11-17,,
2:56.0,,,11-17,,Defensive rebound by D. Arthur
2:35.0,,,11-17,,Shooting foul by A. Len (drawn by D. Augustin)
2:35.0,,,11-17,,D. Augustin misses free throw 1 of 2
2:35.0,,,11-17,,Offensive rebound by Team
2:35.0,,,11-18,1,D. Augustin makes free throw 2 of 2
2:22.0,D. Booker misses 2-pt shot from 8 ft,,11-18,,
2:20.0,Offensive rebound by A. Len,,11-18,,
2:20.0,A. Len misses 2-pt shot from 2 ft,,11-18,,
2:19.0,Offensive rebound by A. Len,,11-18,,
2:19.0,A. Len misses 2-pt shot from 2 ft,,11-18,,
2:18.0,,,11-18,,Defensive rebound by D. Arthur
2:13.0,,,11-18,,Shooting foul by A. Len (drawn by W. Barton)
2:13.0,,,11-19,1,W. Barton makes free throw 1 of 2
2:13.0,R. Price enters the game for B. Knight,,11-19,,
2:13.0,J. Leuer enters the game for A. Len,,11-19,,
2:13.0,,,11-19,,W. Barton misses free throw 2 of 2
2:12.0,Defensive rebound by J. Leuer,,11-19,,
1:51.0,M. Teletovic misses 3-pt shot from 27 ft,,11-19,,
1:49.0,,,11-19,,Defensive rebound by D. Augustin
1:47.0,,,11-19,,Loose ball foul by D. Augustin
1:47.0,,,11-19,,Turnover by D. Augustin (offensive foul)
1:47.0,A. Goodwin makes free throw 1 of 2,1,12-19,,
1:47.0,A. Goodwin makes free throw 2 of 2,1,13-19,,
1:31.0,,,13-19,,D. Arthur misses 2-pt shot from 21 ft
1:30.0,Defensive rebound by J. Leuer,,13-19,,
1:22.0,,,13-19,,Technical foul by J. Lauvergne
1:22.0,D. Booker makes technical free throw,1,14-19,,
1:12.0,J. Leuer misses 2-pt shot from 2 ft (block by J. Lauvergne),,14-19,,
1:10.0,,,14-19,,Defensive rebound by D. Augustin
0:59.0,,,14-22,3,D. Arthur makes 3-pt shot from 26 ft (assist by D. Augustin)
0:42.0,,,14-22,,Personal foul by D. Augustin
0:42.0,D. Booker makes free throw 1 of 2,1,15-22,,
0:42.0,D. Booker makes free throw 2 of 2,1,16-22,,
0:32.0,,,16-25,3,G. Harris makes 3-pt shot from 23 ft (assist by D. Augustin)
0:10.0,D. Booker misses 2-pt shot from 5 ft,,16-25,,
0:09.0,Offensive rebound by J. Leuer,,16-25,,
0:08.0,Shooting foul by J. Lauvergne (drawn by J. Leuer),,16-25,,
0:08.0,J. Leuer makes free throw 1 of 2,1,17-25,,
0:08.0,P. Tucker enters the game for M. Teletovic,,17-25,,
0:08.0,P. Pressey enters the game for D. Booker,,17-25,,
0:08.0,J. Leuer makes free throw 2 of 2,1,18-25,,
0:00.0,Personal foul by P. Pressey,,18-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,18-25,,A. Toupane misses 2-pt shot from 9 ft
11:44.0,,,18-25,,Offensive rebound by A. Toupane
11:41.0,,,18-25,,A. Toupane misses 2-pt shot from 1 ft
11:40.0,Defensive rebound by J. Leuer,,18-25,,
11:25.0,J. Leuer makes 2-pt shot from 21 ft (assist by B. Knight),2,20-25,,
11:13.0,,,20-25,,D. Augustin misses 3-pt shot from 25 ft
11:12.0,Defensive rebound by B. Knight,,20-25,,
11:03.0,B. Knight misses 2-pt shot from 1 ft,,20-25,,
11:02.0,,,20-25,,Defensive rebound by D. Augustin
10:58.0,,,20-25,,W. Barton misses 3-pt shot from 23 ft
10:56.0,Defensive rebound by A. Goodwin,,20-25,,
10:44.0,J. Leuer makes 2-pt shot from 1 ft (assist by M. Teletovic),2,22-25,,
10:31.0,,,22-27,2,J. Lauvergne makes 2-pt shot at rim (assist by D. Augustin)
10:03.0,A. Goodwin misses 2-pt shot from 1 ft,,22-27,,
10:03.0,,,22-27,,Defensive rebound by D. Augustin
9:51.0,,,22-27,,A. Toupane misses 3-pt shot from 23 ft
9:51.0,Defensive rebound by M. Teletovic,,22-27,,
9:45.0,J. Leuer makes 2-pt shot from 1 ft (assist by R. Price),2,24-27,,
9:44.0,,,24-27,,Denver full timeout
9:27.0,,,24-30,3,A. Toupane makes 3-pt shot from 23 ft (assist by D. Augustin)
9:05.0,M. Teletovic misses 2-pt shot from 17 ft,,24-30,,
9:04.0,Offensive rebound by J. Leuer,,24-30,,
9:00.0,J. Leuer makes 2-pt shot from 12 ft,2,26-30,,
8:41.0,,,26-32,2,D. Arthur makes 2-pt shot from 17 ft (assist by A. Toupane)
8:28.0,Turnover by A. Goodwin (lost ball; steal by J. Lauvergne),,26-32,,
8:25.0,,,26-34,2,W. Barton makes 2-pt shot from 1 ft
8:25.0,,,26-34,,Shooting foul by A. Goodwin (drawn by W. Barton)
8:25.0,,,26-35,1,W. Barton makes free throw 1 of 1
8:13.0,,,26-35,,Personal foul by A. Toupane
8:13.0,D. Booker enters the game for B. Knight,,26-35,,
8:05.0,J. Leuer makes 2-pt shot from 17 ft (assist by D. Booker),2,28-35,,
7:46.0,Personal foul by A. Goodwin,,28-35,,
7:42.0,,,28-35,,D. Augustin misses 3-pt shot from 24 ft
7:42.0,Defensive rebound by Team,,28-35,,
7:42.0,,,28-35,,Loose ball foul by J. Lauvergne
7:29.0,R. Price makes 2-pt shot from 1 ft,2,30-35,,
7:08.0,,,30-35,,Turnover by J. Lauvergne (bad pass)
7:08.0,,,30-35,,N. Jokic enters the game for J. Lauvergne
7:08.0,,,30-35,,E. Mudiay enters the game for A. Toupane
6:59.0,D. Booker misses 2-pt shot from 3 ft,,30-35,,
6:58.0,,,30-35,,Defensive rebound by W. Barton
6:56.0,Personal foul by R. Price,,30-35,,
6:37.0,,,30-37,2,W. Barton makes 2-pt shot at rim (assist by D. Augustin)
6:29.0,D. Booker makes 2-pt shot from 17 ft,2,32-37,,
6:14.0,,,32-40,3,D. Arthur makes 3-pt shot from 24 ft (assist by N. Jokic)
5:58.0,A. Goodwin misses 2-pt shot from 22 ft,,32-40,,
5:58.0,,,32-40,,Defensive rebound by Team
5:58.0,Loose ball foul by M. Teletovic,,32-40,,
5:58.0,Official timeout,,32-40,,
5:58.0,A. Len enters the game for M. Teletovic,,32-40,,
5:38.0,,,32-42,2,W. Barton makes 2-pt shot from 1 ft
5:24.0,A. Len misses 2-pt shot from 4 ft,,32-42,,
5:23.0,,,32-42,,Defensive rebound by W. Barton
5:17.0,,,32-44,2,W. Barton makes 2-pt shot from 1 ft
5:06.0,A. Len makes 2-pt shot from 18 ft (assist by R. Price),2,34-44,,
4:57.0,Personal foul by A. Goodwin,,34-44,,
4:57.0,,,34-45,1,N. Jokic makes free throw 1 of 2
4:57.0,P. Tucker enters the game for A. Goodwin,,34-45,,
4:57.0,B. Knight enters the game for J. Leuer,,34-45,,
4:57.0,,,34-46,1,N. Jokic makes free throw 2 of 2
4:51.0,,,34-46,,Violation by W. Barton (kicked ball)
4:46.0,,,34-46,,Personal block foul by N. Jokic
4:36.0,R. Price misses 3-pt shot from 25 ft,,34-46,,
4:36.0,Offensive rebound by R. Price,,34-46,,
4:31.0,B. Knight misses 3-pt shot from 23 ft,,34-46,,
4:30.0,,,34-46,,Defensive rebound by W. Barton
4:27.0,Personal block foul by R. Price,,34-46,,
4:27.0,,,34-47,1,W. Barton makes free throw 1 of 2
4:27.0,,,34-47,,G. Harris enters the game for D. Augustin
4:27.0,,,34-47,,J. Nurkic enters the game for N. Jokic
4:27.0,T. Chandler enters the game for R. Price,,34-47,,
4:27.0,,,34-48,1,W. Barton makes free throw 2 of 2
4:10.0,B. Knight makes 3-pt shot from 25 ft (assist by A. Len),3,37-48,,
3:55.0,,,37-48,,E. Mudiay misses 3-pt shot from 24 ft
3:54.0,,,37-48,,Offensive rebound by D. Arthur
3:53.0,,,37-48,,Shooting foul by D. Booker (drawn by D. Arthur)
3:53.0,,,37-49,1,D. Arthur makes free throw 1 of 2
3:53.0,,,37-49,,D. Arthur misses free throw 2 of 2
3:51.0,Defensive rebound by A. Len,,37-49,,
3:40.0,,,37-49,,Personal foul by D. Arthur
3:34.0,P. Tucker misses 3-pt shot from 23 ft (block by W. Barton),,37-49,,
3:33.0,Offensive rebound by P. Tucker,,37-49,,
3:31.0,Turnover by P. Tucker (lost ball; steal by J. Nurkic),,37-49,,
3:25.0,,,37-49,,W. Barton misses 2-pt shot from 1 ft
3:23.0,Defensive rebound by A. Len,,37-49,,
3:15.0,Shooting foul by D. Arthur (drawn by T. Chandler),,37-49,,
3:15.0,T. Chandler misses free throw 1 of 2,,37-49,,
3:15.0,Offensive rebound by Team,,37-49,,
3:15.0,,,37-49,,J. Lauvergne enters the game for D. Arthur
3:15.0,T. Chandler makes free throw 2 of 2,1,38-49,,
2:49.0,,,38-49,,E. Mudiay misses 3-pt shot from 24 ft
2:48.0,Defensive rebound by A. Len,,38-49,,
2:43.0,Turnover by B. Knight (lost ball; steal by J. Nurkic),,38-49,,
2:38.0,,,38-51,2,G. Harris makes 2-pt shot at rim (assist by E. Mudiay)
2:30.0,P. Tucker misses 3-pt shot from 22 ft,,38-51,,
2:29.0,,,38-51,,Defensive rebound by E. Mudiay
2:16.0,,,38-53,2,J. Nurkic makes 2-pt shot from 2 ft (assist by E. Mudiay)
2:03.0,Offensive foul by D. Booker,,38-53,,
2:03.0,Turnover by D. Booker (offensive foul),,38-53,,
2:03.0,Phoenix full timeout,,38-53,,
2:03.0,R. Price enters the game for P. Tucker,,38-53,,
1:52.0,,,38-53,,Turnover by J. Lauvergne (bad pass)
1:39.0,A. Len misses 2-pt shot from 2 ft (block by J. Nurkic),,38-53,,
1:38.0,,,38-53,,Defensive rebound by J. Nurkic
1:31.0,,,38-53,,W. Barton misses 2-pt shot from 1 ft
1:30.0,Defensive rebound by T. Chandler,,38-53,,
1:19.0,B. Knight misses 2-pt shot from 11 ft,,38-53,,
1:18.0,,,38-53,,Defensive rebound by J. Nurkic
1:13.0,,,38-53,,Offensive foul by J. Nurkic
1:13.0,,,38-53,,Turnover by J. Nurkic (offensive foul)
1:03.0,D. Booker makes 2-pt shot from 1 ft,2,40-53,,
1:03.0,Shooting foul by J. Lauvergne (drawn by D. Booker),,40-53,,
1:03.0,D. Booker makes free throw 1 of 1,1,41-53,,
0:46.0,,,41-53,,W. Barton misses 2-pt shot from 12 ft
0:45.0,Defensive rebound by R. Price,,41-53,,
0:35.0,D. Booker misses 3-pt shot from 24 ft (block by E. Mudiay),,41-53,,
0:34.0,,,41-53,,Defensive rebound by G. Harris
0:33.0,,,41-53,,G. Harris misses 2-pt shot from 2 ft
0:32.0,,,41-53,,Offensive rebound by J. Nurkic
0:32.0,,,41-53,,J. Nurkic misses 2-pt shot from 1 ft
0:31.0,Jump ball: T. Chandler vs. J. Nurkic (J. Lauvergne gains possession),,,,Jump ball: T. Chandler vs. J. Nurkic (J. Lauvergne gains possession)
0:31.0,,,41-53,,Offensive rebound by Team
0:18.0,,,41-55,2,E. Mudiay makes 2-pt shot from 1 ft
0:01.0,D. Booker misses 2-pt shot from 18 ft,,41-55,,
0:00.0,Offensive rebound by Team,,41-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,41-55,,K. Faried misses 2-pt shot from 5 ft
11:36.0,Defensive rebound by T. Chandler,,41-55,,
11:24.0,Turnover by T. Chandler (lost ball; steal by N. Jokic),,41-55,,
11:07.0,,,41-55,,K. Faried misses 2-pt shot from 9 ft
11:06.0,Defensive rebound by T. Chandler,,41-55,,
10:57.0,,,41-55,,Personal take foul by N. Jokic
10:45.0,P. Tucker misses 3-pt shot from 24 ft,,41-55,,
10:44.0,,,41-55,,Defensive rebound by G. Harris
10:36.0,,,41-55,,G. Harris misses 2-pt shot from 18 ft
10:36.0,Defensive rebound by T. Chandler,,41-55,,
10:30.0,,,41-55,,Personal foul by G. Harris
10:24.0,A. Len misses 2-pt shot from 1 ft (block by J. Sampson),,41-55,,
10:21.0,,,41-55,,Defensive rebound by N. Jokic
10:19.0,,,41-55,,E. Mudiay misses 2-pt shot from 2 ft (block by D. Booker)
10:18.0,Defensive rebound by T. Chandler,,41-55,,
10:15.0,Shooting foul by G. Harris (drawn by P. Tucker),,41-55,,
10:15.0,P. Tucker misses free throw 1 of 2,,41-55,,
10:15.0,Offensive rebound by Team,,41-55,,
10:15.0,P. Tucker makes free throw 2 of 2,1,42-55,,
10:04.0,,,42-57,2,E. Mudiay makes 2-pt shot from 20 ft (assist by G. Harris)
9:51.0,R. Price makes 3-pt shot from 26 ft (assist by D. Booker),3,45-57,,
9:35.0,,,45-59,2,K. Faried makes 2-pt shot from 1 ft (assist by E. Mudiay)
9:11.0,D. Booker makes 2-pt shot from 10 ft,2,47-59,,
9:05.0,,,47-62,3,G. Harris makes 3-pt shot from 23 ft (assist by K. Faried)
8:54.0,Phoenix full timeout,,47-62,,
8:49.0,D. Booker makes 2-pt shot from 18 ft (assist by R. Price),2,49-62,,
8:37.0,,,49-64,2,E. Mudiay makes 2-pt shot from 16 ft
8:22.0,D. Booker makes 2-pt shot from 16 ft (assist by R. Price),2,51-64,,
8:05.0,,,51-66,2,E. Mudiay makes 2-pt shot from 8 ft
7:50.0,R. Price makes 3-pt shot from 24 ft (assist by P. Tucker),3,54-66,,
7:50.0,,,54-66,,Denver full timeout
7:50.0,,,54-66,,Technical foul by K. Faried
7:50.0,D. Booker makes technical free throw,1,55-66,,
7:40.0,Personal foul by A. Len,,55-66,,
7:31.0,,,55-66,,Denver full timeout
7:25.0,,,55-66,,Turnover by Team (shot clock)
7:14.0,A. Len misses 2-pt shot at rim (block by K. Faried),,55-66,,
7:12.0,Offensive rebound by P. Tucker,,55-66,,
7:07.0,R. Price misses 3-pt shot from 25 ft,,55-66,,
7:04.0,Offensive rebound by P. Tucker,,55-66,,
7:04.0,P. Tucker misses 2-pt shot from 1 ft,,55-66,,
7:04.0,Offensive rebound by A. Len,,55-66,,
7:04.0,A. Len misses 2-pt shot from 1 ft,,55-66,,
7:04.0,Offensive rebound by P. Tucker,,55-66,,
6:53.0,D. Booker makes 2-pt shot from 2 ft,2,57-66,,
6:48.0,,,57-69,3,N. Jokic makes 3-pt shot from 26 ft (assist by E. Mudiay)
6:24.0,P. Tucker misses 2-pt shot from 2 ft (block by J. Sampson),,57-69,,
6:23.0,Offensive rebound by T. Chandler,,57-69,,
6:22.0,Shooting foul by J. Sampson (drawn by T. Chandler),,57-69,,
6:22.0,T. Chandler misses free throw 1 of 2,,57-69,,
6:22.0,Offensive rebound by Team,,57-69,,
6:22.0,T. Chandler misses free throw 2 of 2,,57-69,,
6:20.0,,,57-69,,Defensive rebound by N. Jokic
6:10.0,,,57-69,,K. Faried misses 2-pt shot from 1 ft (block by A. Len)
6:08.0,,,57-69,,Offensive rebound by K. Faried
5:59.0,,,57-69,,N. Jokic misses 3-pt shot from 24 ft
5:57.0,Defensive rebound by A. Len,,57-69,,
5:55.0,,,57-69,,Personal foul by G. Harris
5:55.0,D. Booker makes free throw 1 of 2,1,58-69,,
5:55.0,D. Booker makes free throw 2 of 2,1,59-69,,
5:34.0,,,59-69,,Turnover by K. Faried (lost ball; steal by P. Tucker)
5:31.0,Shooting foul by E. Mudiay (drawn by D. Booker),,59-69,,
5:31.0,D. Booker misses free throw 1 of 2,,59-69,,
5:31.0,Offensive rebound by Team,,59-69,,
5:31.0,,,59-69,,D. Augustin enters the game for J. Sampson
5:31.0,,,59-69,,W. Barton enters the game for K. Faried
5:31.0,,,59-69,,J. Lauvergne enters the game for N. Jokic
5:31.0,,,59-69,,D. Arthur enters the game for E. Mudiay
5:31.0,M. Teletovic enters the game for P. Tucker,,59-69,,
5:31.0,B. Knight enters the game for T. Chandler,,59-69,,
5:31.0,D. Booker makes free throw 2 of 2,1,60-69,,
5:09.0,,,60-69,,D. Augustin misses 3-pt shot from 23 ft
5:08.0,Defensive rebound by D. Booker,,60-69,,
5:03.0,D. Booker makes 2-pt shot from 2 ft,2,62-69,,
4:52.0,,,62-69,,D. Arthur misses 2-pt shot from 15 ft
4:50.0,Defensive rebound by A. Len,,62-69,,
4:40.0,B. Knight makes 3-pt shot from 25 ft,3,65-69,,
4:40.0,,,65-69,,Denver full timeout
4:26.0,,,65-69,,W. Barton misses 2-pt shot from 18 ft
4:25.0,Defensive rebound by D. Booker,,65-69,,
4:22.0,,,65-69,,Shooting block foul by D. Augustin (drawn by D. Booker)
4:22.0,D. Booker makes free throw 1 of 2,1,66-69,,
4:22.0,D. Booker makes free throw 2 of 2,1,67-69,,
4:04.0,,,67-69,,J. Lauvergne misses 2-pt shot from 6 ft (block by M. Teletovic)
4:03.0,Defensive rebound by M. Teletovic,,67-69,,
3:54.0,M. Teletovic makes 3-pt shot from 24 ft (assist by B. Knight),3,70-69,,
3:42.0,,,70-69,,Shooting foul by M. Teletovic (drawn by J. Lauvergne)
3:42.0,,,70-70,1,J. Lauvergne makes free throw 1 of 2
3:42.0,,,70-71,1,J. Lauvergne makes free throw 2 of 2
3:30.0,,,70-71,,Personal foul by G. Harris
3:30.0,M. Teletovic makes free throw 1 of 2,1,71-71,,
3:30.0,,,71-71,,A. Toupane enters the game for G. Harris
3:30.0,M. Teletovic makes free throw 2 of 2,1,72-71,,
3:07.0,,,72-74,3,A. Toupane makes 3-pt shot from 24 ft (assist by W. Barton)
2:56.0,B. Knight misses 3-pt shot from 25 ft,,72-74,,
2:54.0,,,72-74,,Defensive rebound by D. Augustin
2:40.0,,,72-76,2,J. Lauvergne makes 2-pt shot from 21 ft (assist by W. Barton)
2:14.0,,,72-76,,Personal foul by A. Toupane
2:14.0,B. Knight makes free throw 1 of 2,1,73-76,,
2:14.0,J. Leuer enters the game for A. Len,,73-76,,
2:14.0,B. Knight makes free throw 2 of 2,1,74-76,,
1:53.0,Personal foul by B. Knight,,74-76,,
1:40.0,,,74-76,,J. Lauvergne misses 2-pt shot from 5 ft
1:38.0,Defensive rebound by J. Leuer,,74-76,,
1:16.0,D. Booker misses 3-pt shot from 25 ft,,74-76,,
1:16.0,,,74-76,,Defensive rebound by J. Lauvergne
1:06.0,,,74-76,,Turnover by D. Augustin (offensive foul)
1:06.0,,,74-76,,Offensive foul by D. Augustin
0:47.0,M. Teletovic misses 2-pt shot from 8 ft,,74-76,,
0:47.0,,,74-76,,Defensive rebound by J. Lauvergne
0:40.0,,,74-79,3,W. Barton makes 3-pt shot from 25 ft
0:35.0,D. Booker misses 2-pt shot from 5 ft,,74-79,,
0:34.0,,,74-79,,Defensive rebound by W. Barton
0:28.0,,,74-82,3,D. Augustin makes 3-pt shot from 23 ft (assist by W. Barton)
0:03.0,D. Booker misses 2-pt shot from 11 ft,,74-82,,
0:02.0,,,74-82,,Defensive rebound by W. Barton
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Turnover by T. Chandler (lost ball; steal by W. Barton),,74-82,,
11:42.0,,,74-84,2,W. Barton makes 2-pt shot at rim
11:21.0,,,74-84,,Personal foul by E. Mudiay
11:13.0,D. Booker makes 2-pt shot from 3 ft (assist by B. Knight),2,76-84,,
10:58.0,,,76-84,,E. Mudiay misses 3-pt shot from 25 ft
10:57.0,,,76-84,,Offensive rebound by A. Toupane
10:47.0,,,76-84,,J. Lauvergne misses 2-pt shot from 22 ft
10:46.0,Defensive rebound by T. Chandler,,76-84,,
10:30.0,Turnover by T. Chandler (3 sec),,76-84,,
10:08.0,,,76-84,,E. Mudiay misses 2-pt shot from 8 ft (block by B. Knight)
10:07.0,Defensive rebound by D. Booker,,76-84,,
10:01.0,A. Goodwin makes 2-pt shot at rim (assist by D. Booker),2,78-84,,
9:48.0,,,78-84,,D. Arthur misses 3-pt shot from 24 ft
9:48.0,Defensive rebound by B. Knight,,78-84,,
9:37.0,A. Len misses 2-pt shot from 3 ft (block by D. Arthur),,78-84,,
9:36.0,,,78-84,,Defensive rebound by W. Barton
9:32.0,,,78-84,,Shooting foul by D. Booker (drawn by A. Toupane)
9:32.0,,,78-85,1,A. Toupane makes free throw 1 of 2
9:32.0,J. Leuer enters the game for T. Chandler,,78-85,,
9:32.0,R. Price enters the game for B. Knight,,78-85,,
9:32.0,,,78-85,,N. Jokic enters the game for J. Lauvergne
9:32.0,,,78-86,1,A. Toupane makes free throw 2 of 2
9:21.0,Turnover by A. Len (3 sec),,78-86,,
9:11.0,,,78-86,,Shooting foul by R. Price (drawn by N. Jokic)
9:11.0,,,78-87,1,N. Jokic makes free throw 1 of 2
9:11.0,,,78-88,1,N. Jokic makes free throw 2 of 2
8:59.0,Official timeout,,78-88,,
8:59.0,M. Teletovic enters the game for A. Len,,78-88,,
8:51.0,M. Teletovic misses 3-pt shot from 25 ft,,78-88,,
8:50.0,,,78-88,,Defensive rebound by W. Barton
8:43.0,,,78-88,,W. Barton misses 2-pt shot from 16 ft
8:42.0,Defensive rebound by A. Goodwin,,78-88,,
8:37.0,,,78-88,,Technical foul by W. Barton
8:37.0,Technical foul by M. Teletovic,,78-88,,
