time,Boston,pts.away,score,pts.home,New Orleans
9:06.0,J. Sullinger enters the game for J. Jerebko,,27-32,,
9:06.0,,,27-32,,R. Anderson misses free throw 2 of 2
9:05.0,Defensive rebound by J. Sullinger,,27-32,,
8:50.0,K. Olynyk makes 2-pt shot from 6 ft,2,29-32,,
8:41.0,,,29-32,,R. Anderson misses 3-pt shot from 25 ft
8:40.0,Defensive rebound by J. Sullinger,,29-32,,
8:29.0,Official timeout,,29-32,,
8:25.0,K. Olynyk misses 3-pt shot from 24 ft,,29-32,,
8:24.0,,,29-32,,Defensive rebound by D. Cunningham
8:07.0,,,29-34,2,J. Holiday makes 2-pt shot from 16 ft
7:52.0,I. Thomas makes 2-pt shot from 14 ft (assist by K. Olynyk),2,31-34,,
7:37.0,A. Bradley enters the game for E. Turner,,31-34,,
7:36.0,,,31-34,,Turnover by N. Cole (step out of bounds)
7:28.0,I. Thomas misses 2-pt shot from 9 ft (block by N. Cole),,31-34,,
7:28.0,,,31-34,,Defensive rebound by N. Cole
7:27.0,Loose ball foul by I. Thomas (drawn by N. Cole),,31-34,,
7:06.0,,,31-34,,R. Anderson misses 2-pt shot from 10 ft
7:05.0,Defensive rebound by J. Young,,31-34,,
6:48.0,K. Olynyk makes 2-pt shot from 7 ft,2,33-34,,
6:35.0,,,33-34,,A. Davis misses 2-pt shot from 18 ft
6:34.0,Defensive rebound by J. Young,,33-34,,
6:30.0,,,33-34,,Personal foul by J. Holiday (drawn by I. Thomas)
6:30.0,,,33-34,,T. Evans enters the game for N. Cole
6:26.0,Turnover by J. Sullinger (3 sec),,33-34,,
6:10.0,,,33-36,2,J. Holiday makes 2-pt shot from 10 ft
5:58.0,K. Olynyk makes 3-pt shot from 24 ft (assist by A. Bradley),3,36-36,,
5:45.0,,,36-38,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
5:29.0,K. Olynyk misses 3-pt shot from 25 ft,,36-38,,
5:26.0,Offensive rebound by J. Sullinger,,36-38,,
5:15.0,K. Olynyk makes 2-pt shot from 2 ft,2,38-38,,
5:00.0,,,38-40,2,R. Anderson makes 2-pt shot from 1 ft (assist by J. Holiday)
4:38.0,I. Thomas makes 2-pt shot from 18 ft,2,40-40,,
4:31.0,,,40-40,,Shooting foul by J. Sullinger (drawn by D. Cunningham)
4:31.0,,,40-40,,New Orleans full timeout
4:31.0,J. Crowder enters the game for K. Olynyk,,40-40,,
4:31.0,A. Johnson enters the game for J. Young,,40-40,,
4:31.0,,,40-40,,E. Gordon enters the game for J. Holiday
4:31.0,,,40-41,1,D. Cunningham makes free throw 1 of 2
4:31.0,,,40-42,1,D. Cunningham makes free throw 2 of 2
4:18.0,A. Bradley misses 2-pt shot from 12 ft,,40-42,,
4:17.0,,,40-42,,Defensive rebound by D. Cunningham
4:03.0,,,40-42,,A. Davis misses 2-pt shot from 17 ft
4:03.0,Defensive rebound by J. Sullinger,,40-42,,
3:53.0,I. Thomas makes 2-pt shot from 12 ft,2,42-42,,
3:37.0,,,42-42,,Turnover by T. Evans (lost ball; steal by J. Sullinger)
3:28.0,J. Sullinger misses 2-pt shot from 1 ft,,42-42,,
3:27.0,,,42-42,,Defensive rebound by A. Davis
3:20.0,,,42-42,,Turnover by T. Evans (bad pass)
3:09.0,I. Thomas makes 3-pt shot from 24 ft (assist by J. Sullinger),3,45-42,,
2:52.0,,,45-42,,Turnover by T. Evans (lost ball; steal by A. Bradley)
2:37.0,A. Johnson makes 2-pt shot from 5 ft,2,47-42,,
2:18.0,,,47-44,2,R. Anderson makes 2-pt shot from 6 ft
2:01.0,J. Crowder makes 2-pt shot from 1 ft (assist by A. Johnson),2,49-44,,
1:40.0,,,49-44,,T. Evans misses 2-pt shot from 3 ft
1:39.0,,,49-44,,Offensive rebound by T. Evans
1:38.0,,,49-44,,T. Evans misses 2-pt shot from 2 ft
1:37.0,Defensive rebound by J. Sullinger,,49-44,,
1:36.0,,,49-44,,Technical foul by T. Evans
1:36.0,Boston full timeout,,49-44,,
1:36.0,,,49-44,,N. Cole enters the game for D. Cunningham
1:36.0,A. Bradley makes technical free throw,1,50-44,,
1:29.0,I. Thomas makes 3-pt shot from 25 ft (assist by A. Bradley),3,53-44,,
1:06.0,,,53-44,,R. Anderson misses 2-pt shot from 19 ft
1:05.0,Defensive rebound by A. Bradley,,53-44,,
0:51.0,Offensive foul by A. Bradley,,53-44,,
0:51.0,Turnover by A. Bradley (offensive foul),,53-44,,
0:35.0,Personal foul by J. Crowder (drawn by A. Davis),,53-44,,
0:26.0,,,53-44,,N. Cole misses 3-pt shot from 23 ft
0:25.0,Defensive rebound by A. Johnson,,53-44,,
0:04.0,Turnover by A. Johnson (lost ball; steal by N. Cole),,53-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Turnover by I. Thomas (bad pass; steal by T. Evans),,53-44,,
11:41.0,,,53-46,2,A. Gee makes 2-pt shot from 16 ft (assist by T. Evans)
11:41.0,,,53-46,,Shooting foul by J. Sullinger (drawn by A. Gee)
11:41.0,,,53-47,1,A. Gee makes free throw 1 of 1
11:30.0,Turnover by J. Crowder (traveling),,53-47,,
11:22.0,Personal foul by A. Johnson (drawn by A. Davis),,53-47,,
11:14.0,,,53-47,,T. Evans misses 2-pt shot from 20 ft
11:13.0,Defensive rebound by J. Sullinger,,53-47,,
11:05.0,,,53-47,,Personal block foul by T. Evans (drawn by J. Crowder)
10:52.0,J. Sullinger makes 2-pt shot from 22 ft (assist by I. Thomas),2,55-47,,
10:28.0,,,55-47,,A. Davis misses 2-pt shot from 2 ft
10:28.0,,,55-47,,Offensive rebound by O. Asik
10:28.0,,,55-47,,Shooting foul by A. Johnson (drawn by O. Asik)
10:28.0,,,55-48,1,O. Asik makes free throw 1 of 2
10:28.0,,,55-49,1,O. Asik makes free throw 2 of 2
10:14.0,A. Bradley makes 3-pt shot from 24 ft (assist by I. Thomas),3,58-49,,
10:14.0,Shooting foul by E. Gordon (drawn by A. Bradley),,58-49,,
10:14.0,A. Bradley makes free throw 1 of 1,1,59-49,,
10:00.0,,,59-49,,Turnover by T. Evans (bad pass)
9:43.0,A. Bradley misses 2-pt shot from 1 ft,,59-49,,
9:42.0,,,59-49,,Defensive rebound by A. Davis
9:31.0,,,59-49,,A. Davis misses 2-pt shot from 4 ft
9:30.0,Defensive rebound by J. Sullinger,,59-49,,
9:26.0,I. Thomas misses 2-pt shot from 2 ft (block by E. Gordon),,59-49,,
9:25.0,Offensive rebound by A. Johnson,,59-49,,
9:24.0,A. Johnson makes 2-pt shot from 3 ft,2,61-49,,
9:16.0,,,61-49,,New Orleans full timeout
9:16.0,,,61-49,,J. Holiday enters the game for E. Gordon
9:16.0,,,61-49,,N. Cole enters the game for T. Evans
9:05.0,,,61-49,,A. Davis misses 2-pt shot from 20 ft
9:04.0,Defensive rebound by J. Sullinger,,61-49,,
8:46.0,A. Johnson misses 2-pt shot from 20 ft,,61-49,,
8:45.0,,,61-49,,Defensive rebound by A. Gee
8:28.0,,,61-49,,J. Holiday misses 2-pt shot from 13 ft
8:28.0,Defensive rebound by A. Johnson,,61-49,,
8:15.0,A. Bradley makes 3-pt shot from 22 ft (assist by J. Sullinger),3,64-49,,
8:00.0,,,64-49,,Shooting foul by A. Bradley (drawn by J. Holiday)
8:00.0,,,64-50,1,J. Holiday makes free throw 1 of 2
8:00.0,,,64-50,,A. Ajinca enters the game for A. Gee
8:00.0,,,64-50,,R. Anderson enters the game for A. Davis
8:00.0,,,64-50,,D. Cunningham enters the game for O. Asik
8:00.0,,,64-51,1,J. Holiday makes free throw 2 of 2
7:44.0,A. Bradley misses 3-pt shot from 24 ft,,64-51,,
7:43.0,,,64-51,,Defensive rebound by R. Anderson
7:34.0,,,64-51,,N. Cole misses 2-pt shot from 2 ft
7:34.0,Defensive rebound by J. Crowder,,64-51,,
7:28.0,I. Thomas makes 3-pt shot from 24 ft,3,67-51,,
7:07.0,,,67-51,,D. Cunningham misses 2-pt shot from 2 ft (block by A. Johnson)
7:05.0,Defensive rebound by J. Sullinger,,67-51,,
7:01.0,A. Bradley misses 3-pt shot from 24 ft,,67-51,,
7:01.0,,,67-51,,Defensive rebound by Team
6:43.0,,,67-51,,R. Anderson misses 2-pt shot from 5 ft
6:42.0,Defensive rebound by J. Sullinger,,67-51,,
6:34.0,J. Crowder makes 3-pt shot from 23 ft (assist by I. Thomas),3,70-51,,
6:25.0,,,70-51,,New Orleans full timeout
6:10.0,,,70-53,2,N. Cole makes 2-pt shot from 17 ft
5:56.0,Shooting foul by D. Cunningham (drawn by J. Crowder),,70-53,,
5:56.0,J. Crowder makes free throw 1 of 3,1,71-53,,
5:56.0,J. Crowder makes free throw 2 of 3,1,72-53,,
5:56.0,J. Crowder makes free throw 3 of 3,1,73-53,,
5:43.0,,,73-53,,N. Cole misses 2-pt shot from 20 ft
5:41.0,Defensive rebound by I. Thomas,,73-53,,
5:30.0,Offensive charge foul by J. Sullinger,,73-53,,
5:30.0,Turnover by J. Sullinger (offensive foul),,73-53,,
5:05.0,,,73-53,,N. Cole misses 3-pt shot from 24 ft
5:04.0,Defensive rebound by J. Sullinger,,73-53,,
4:59.0,I. Thomas misses 2-pt shot from 2 ft,,73-53,,
4:57.0,,,73-53,,Defensive rebound by D. Cunningham
4:46.0,,,73-55,2,A. Ajinca makes 2-pt shot from 5 ft (assist by R. Anderson)
4:33.0,,,73-55,,Personal foul by N. Cole (drawn by I. Thomas)
4:33.0,K. Olynyk enters the game for J. Sullinger,,73-55,,
4:23.0,A. Johnson makes 2-pt shot from 3 ft (assist by I. Thomas),2,75-55,,
4:14.0,,,75-55,,J. Holiday misses 2-pt shot from 2 ft (block by A. Johnson)
4:13.0,,,75-55,,Offensive rebound by A. Ajinca
4:12.0,,,75-57,2,A. Ajinca makes 2-pt shot at rim
3:55.0,Boston full timeout,,75-57,,
3:55.0,,,75-57,,I. Smith enters the game for J. Holiday
3:48.0,K. Olynyk misses 2-pt shot from 4 ft,,75-57,,
3:47.0,,,75-57,,Defensive rebound by A. Ajinca
3:35.0,,,75-57,,N. Cole misses 2-pt shot from 17 ft
3:34.0,Defensive rebound by A. Johnson,,75-57,,
3:21.0,J. Crowder misses 2-pt shot from 22 ft,,75-57,,
3:20.0,,,75-57,,Defensive rebound by D. Cunningham
3:04.0,,,75-57,,R. Anderson misses 2-pt shot from 4 ft (block by K. Olynyk)
3:04.0,,,75-57,,Offensive rebound by R. Anderson
3:04.0,,,75-57,,R. Anderson misses 2-pt shot from 4 ft
3:04.0,,,75-57,,Offensive rebound by R. Anderson
3:04.0,,,75-57,,Shooting foul by K. Olynyk (drawn by R. Anderson)
3:04.0,,,75-58,1,R. Anderson makes free throw 1 of 2
3:04.0,J. Young enters the game for J. Crowder,,75-58,,
3:04.0,E. Turner enters the game for I. Thomas,,75-58,,
3:04.0,,,75-59,1,R. Anderson makes free throw 2 of 2
2:50.0,J. Young misses 3-pt shot from 25 ft,,75-59,,
2:48.0,,,75-59,,Defensive rebound by R. Anderson
2:36.0,,,75-61,2,A. Ajinca makes 2-pt shot from 4 ft (assist by I. Smith)
2:23.0,A. Bradley misses 2-pt shot from 21 ft,,75-61,,
2:21.0,Offensive rebound by A. Johnson,,75-61,,
2:13.0,,,75-61,,Shooting block foul by A. Ajinca (drawn by J. Young)
2:13.0,J. Young misses free throw 1 of 2,,75-61,,
2:13.0,Offensive rebound by Team,,75-61,,
2:13.0,,,75-61,,A. Davis enters the game for A. Ajinca
2:13.0,J. Young misses free throw 2 of 2,,75-61,,
2:11.0,Offensive rebound by K. Olynyk,,75-61,,
2:09.0,Turnover by K. Olynyk (lost ball; steal by D. Cunningham),,75-61,,
1:52.0,,,75-64,3,D. Cunningham makes 3-pt shot from 24 ft (assist by I. Smith)
1:46.0,,,75-64,,Personal foul by N. Cole (drawn by A. Johnson)
1:46.0,A. Johnson misses free throw 1 of 2,,75-64,,
1:46.0,Offensive rebound by Team,,75-64,,
1:46.0,A. Johnson misses free throw 2 of 2,,75-64,,
1:44.0,,,75-64,,Defensive rebound by R. Anderson
1:36.0,,,75-64,,Turnover by I. Smith (bad pass; steal by K. Olynyk)
1:16.0,K. Olynyk makes 2-pt shot from 1 ft (assist by A. Bradley),2,77-64,,
1:06.0,Personal foul by K. Olynyk (drawn by I. Smith),,77-64,,
1:06.0,,,77-64,,I. Smith misses free throw 1 of 2
1:06.0,,,77-64,,Offensive rebound by Team
1:06.0,J. Jerebko enters the game for A. Johnson,,77-64,,
1:06.0,,,77-65,1,I. Smith makes free throw 2 of 2
0:49.0,Shooting foul by N. Cole (drawn by E. Turner),,77-65,,
0:49.0,E. Turner makes free throw 1 of 2,1,78-65,,
0:49.0,E. Turner makes free throw 2 of 2,1,79-65,,
0:35.0,,,79-65,,N. Cole misses 3-pt shot from 24 ft
0:34.0,,,79-65,,Offensive rebound by Team
0:29.0,,,79-67,2,A. Davis makes 2-pt shot from 9 ft (assist by R. Anderson)
0:23.0,J. Young makes 2-pt shot from 1 ft,2,81-67,,
0:04.0,,,81-67,,A. Davis misses 2-pt shot at rim
0:02.0,,,81-67,,Offensive rebound by N. Cole
0:01.0,,,81-67,,N. Cole misses 3-pt shot from 26 ft
0:00.0,,,81-67,,Offensive rebound by A. Davis
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,81-69,2,A. Davis makes 2-pt shot from 11 ft (assist by D. Cunningham)
11:32.0,Jump ball: N. Cole vs. E. Turner (J. Young gains possession),,,,Jump ball: N. Cole vs. E. Turner (J. Young gains possession)
11:22.0,E. Turner misses 2-pt shot from 11 ft,,81-69,,
11:21.0,,,81-69,,Defensive rebound by I. Smith
11:17.0,Personal foul by J. Jerebko (drawn by A. Davis),,81-69,,
11:17.0,J. Sullinger enters the game for J. Jerebko,,81-69,,
11:07.0,,,81-71,2,D. Cunningham makes 2-pt shot from 2 ft (assist by I. Smith)
10:40.0,J. Crowder makes 3-pt shot from 27 ft (assist by E. Turner),3,84-71,,
10:16.0,,,84-73,2,A. Davis makes 2-pt shot from 2 ft (assist by D. Cunningham)
10:01.0,J. Sullinger misses 2-pt shot from 8 ft,,84-73,,
10:00.0,,,84-73,,Defensive rebound by I. Smith
9:50.0,,,84-73,,Turnover by I. Smith (bad pass; steal by J. Young)
9:44.0,E. Turner makes 2-pt shot at rim (assist by J. Young),2,86-73,,
9:34.0,,,86-73,,A. Davis misses 2-pt shot from 14 ft
9:33.0,,,86-73,,Offensive rebound by R. Anderson
9:33.0,,,86-73,,R. Anderson misses 2-pt shot from 1 ft
9:32.0,Defensive rebound by J. Young,,86-73,,
9:17.0,J. Sullinger misses 2-pt shot from 1 ft (block by A. Davis),,86-73,,
9:16.0,Offensive rebound by J. Sullinger,,86-73,,
9:15.0,J. Sullinger misses 2-pt shot from 2 ft (block by A. Davis),,86-73,,
9:14.0,Offensive rebound by J. Sullinger,,86-73,,
9:13.0,J. Sullinger makes 2-pt shot from 1 ft,2,88-73,,
8:56.0,,,88-73,,Turnover by N. Cole (lost ball; steal by E. Turner)
8:51.0,Shooting foul by A. Davis (drawn by K. Olynyk),,88-73,,
8:51.0,Official timeout,,88-73,,
8:51.0,K. Olynyk makes free throw 1 of 3,1,89-73,,
8:51.0,K. Olynyk makes free throw 2 of 3,1,90-73,,
8:51.0,K. Olynyk makes free throw 3 of 3,1,91-73,,
8:28.0,,,91-75,2,I. Smith makes 2-pt shot from 14 ft
8:09.0,J. Young makes 2-pt shot from 3 ft,2,93-75,,
7:49.0,,,93-77,2,N. Cole makes 2-pt shot from 16 ft
7:29.0,Shooting foul by N. Cole (drawn by E. Turner),,93-77,,
7:29.0,E. Turner makes free throw 1 of 2,1,94-77,,
7:29.0,,,94-77,,J. Holiday enters the game for N. Cole
7:29.0,E. Turner makes free throw 2 of 2,1,95-77,,
7:13.0,,,95-77,,J. Holiday misses 2-pt shot from 1 ft
7:12.0,,,95-77,,Offensive rebound by R. Anderson
7:12.0,,,95-77,,R. Anderson misses 2-pt shot from 2 ft
7:11.0,Defensive rebound by K. Olynyk,,95-77,,
6:54.0,J. Crowder makes 2-pt shot from 1 ft (assist by E. Turner),2,97-77,,
6:42.0,,,97-77,,A. Davis misses 2-pt shot from 10 ft
6:41.0,Defensive rebound by E. Turner,,97-77,,
6:37.0,Turnover by E. Turner (bad pass; steal by J. Holiday),,97-77,,
6:32.0,,,97-77,,Turnover by J. Holiday (bad pass; steal by E. Turner)
6:25.0,,,97-77,,Personal foul by R. Anderson (drawn by K. Olynyk)
6:16.0,Turnover by J. Sullinger (3 sec),,97-77,,
5:55.0,,,97-79,2,R. Anderson makes 2-pt shot from 22 ft (assist by J. Holiday)
5:26.0,J. Sullinger misses 2-pt shot from 18 ft,,97-79,,
5:26.0,,,97-79,,Defensive rebound by I. Smith
5:15.0,,,97-79,,A. Davis misses 3-pt shot from 24 ft
5:14.0,Defensive rebound by J. Sullinger,,97-79,,
4:56.0,K. Olynyk makes 2-pt shot from 10 ft,2,99-79,,
4:47.0,,,99-79,,Shooting foul by J. Young (drawn by J. Holiday)
4:47.0,,,99-79,,New Orleans full timeout
4:47.0,I. Thomas enters the game for J. Young,,99-79,,
4:47.0,,,99-79,,A. Ajinca enters the game for R. Anderson
4:47.0,,,99-80,1,J. Holiday makes free throw 1 of 2
4:47.0,,,99-81,1,J. Holiday makes free throw 2 of 2
4:27.0,K. Olynyk makes 3-pt shot from 24 ft (assist by E. Turner),3,102-81,,
4:16.0,,,102-81,,I. Smith misses 2-pt shot from 5 ft
4:15.0,Defensive rebound by J. Sullinger,,102-81,,
3:59.0,Turnover by K. Olynyk (lost ball; steal by A. Davis),,102-81,,
3:58.0,Personal foul by I. Thomas (drawn by A. Davis),,102-81,,
3:58.0,,,102-81,,L. Babbitt enters the game for D. Cunningham
3:58.0,,,102-81,,N. Cole enters the game for J. Holiday
3:48.0,,,102-81,,A. Davis misses 2-pt shot from 1 ft
3:47.0,,,102-81,,Offensive rebound by A. Ajinca
3:47.0,,,102-83,2,A. Ajinca makes 2-pt shot from 1 ft
3:33.0,J. Crowder misses 3-pt shot from 22 ft,,102-83,,
3:32.0,,,102-83,,Defensive rebound by A. Ajinca
3:14.0,,,102-83,,N. Cole misses 2-pt shot from 15 ft
3:14.0,,,102-83,,Offensive rebound by A. Davis
3:14.0,,,102-85,2,A. Davis makes 2-pt shot at rim
2:58.0,I. Thomas misses 2-pt shot from 12 ft,,102-85,,
