time,LA Lakers,pts.away,score,pts.home,Houston
0:43.0,,,48-55,,J. Harden misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by R. Kelly,,48-55,,
0:30.0,Shooting foul by T. Ariza (drawn by J. Randle),,48-55,,
0:30.0,J. Randle makes free throw 1 of 2,1,49-55,,
0:30.0,J. Randle makes free throw 2 of 2,1,50-55,,
0:10.0,,,50-55,,P. Beverley misses 2-pt shot from 6 ft
0:09.0,,,50-55,,Offensive rebound by D. Howard
0:09.0,,,50-55,,D. Howard misses 2-pt shot at rim
0:08.0,Defensive rebound by R. Kelly,,50-55,,
0:04.0,J. Randle makes 2-pt shot at rim (assist by J. Clarkson),2,52-55,,
0:04.0,Shooting foul by J. Harden (drawn by J. Randle),,52-55,,
0:04.0,J. Randle makes free throw 1 of 1,1,53-55,,
0:01.0,,,53-55,,J. Harden misses 2-pt shot from 12 ft (block by R. Hibbert)
0:00.0,,,53-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,K. Bryant misses 2-pt shot from 11 ft,,53-55,,
11:43.0,Offensive rebound by D. Russell,,53-55,,
11:32.0,J. Clarkson misses 3-pt shot from 24 ft,,53-55,,
11:31.0,,,53-55,,Defensive rebound by D. Howard
11:25.0,,,53-58,3,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden)
11:06.0,J. Clarkson misses 2-pt shot from 1 ft,,53-58,,
11:05.0,Offensive rebound by J. Clarkson,,53-58,,
11:05.0,J. Clarkson makes 2-pt shot from 1 ft,2,55-58,,
10:45.0,,,55-58,,Shooting foul by R. Hibbert (drawn by D. Motiejunas)
10:45.0,,,55-59,1,D. Motiejunas makes free throw 1 of 2
10:45.0,,,55-60,1,D. Motiejunas makes free throw 2 of 2
10:21.0,R. Hibbert misses 2-pt shot from 20 ft,,55-60,,
10:21.0,Offensive rebound by Team,,55-60,,
10:21.0,Turnover by Team (shot clock),,55-60,,
10:12.0,,,55-60,,Turnover by J. Harden (lost ball; steal by J. Randle)
10:06.0,J. Randle makes 2-pt shot at rim,2,57-60,,
9:54.0,,,57-60,,D. Howard misses 2-pt shot from 6 ft
9:53.0,Defensive rebound by J. Randle,,57-60,,
9:49.0,Turnover by J. Randle (lost ball; steal by T. Ariza),,57-60,,
9:46.0,,,57-62,2,T. Ariza makes 2-pt shot at rim
9:38.0,Turnover by K. Bryant (bad pass),,57-62,,
9:29.0,,,57-62,,J. Harden misses 2-pt shot from 19 ft
9:28.0,Defensive rebound by D. Russell,,57-62,,
9:22.0,J. Randle misses 2-pt shot from 2 ft (block by D. Howard),,57-62,,
9:21.0,,,57-62,,Defensive rebound by P. Beverley
9:17.0,,,57-64,2,T. Ariza makes 2-pt shot at rim (assist by P. Beverley)
9:06.0,J. Clarkson makes 2-pt shot from 11 ft (assist by D. Russell),2,59-64,,
8:52.0,,,59-66,2,D. Motiejunas makes 2-pt shot from 7 ft
8:44.0,,,59-66,,Personal foul by D. Howard
8:37.0,J. Clarkson misses 2-pt shot from 16 ft,,59-66,,
8:36.0,,,59-66,,Defensive rebound by T. Ariza
8:22.0,,,59-66,,T. Ariza misses 2-pt shot from 15 ft
8:21.0,Defensive rebound by D. Russell,,59-66,,
8:08.0,D. Russell makes 3-pt shot from 24 ft (assist by J. Randle),3,62-66,,
7:46.0,,,62-68,2,P. Beverley makes 2-pt shot from 2 ft (assist by J. Harden)
7:30.0,Turnover by D. Russell (lost ball; steal by P. Beverley),,62-68,,
7:26.0,,,62-70,2,J. Harden makes 2-pt shot from 2 ft
7:21.0,Turnover by K. Bryant (step out of bounds),,62-70,,
7:11.0,,,62-70,,T. Ariza misses 2-pt shot from 6 ft (block by R. Hibbert)
7:10.0,,,62-70,,Offensive rebound by T. Ariza
7:09.0,,,62-72,2,T. Ariza makes 2-pt shot from 2 ft
6:55.0,K. Bryant misses 3-pt shot from 24 ft,,62-72,,
6:54.0,,,62-72,,Defensive rebound by T. Ariza
6:51.0,,,62-72,,Turnover by T. Ariza (lost ball; steal by D. Russell)
6:46.0,J. Clarkson makes 2-pt shot from 1 ft (assist by D. Russell),2,64-72,,
6:23.0,,,64-74,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
6:03.0,R. Hibbert misses 2-pt shot at rim (block by D. Howard),,64-74,,
6:02.0,,,64-74,,Defensive rebound by T. Ariza
5:56.0,,,64-76,2,J. Harden makes 2-pt shot from 6 ft
5:56.0,LA Lakers full timeout,,64-76,,
5:56.0,M. Huertas enters the game for J. Clarkson,,64-76,,
5:40.0,Turnover by R. Hibbert (lost ball; steal by J. Harden),,64-76,,
5:36.0,,,64-76,,Turnover by J. Harden (lost ball; steal by D. Russell)
5:24.0,K. Bryant misses 3-pt shot from 24 ft,,64-76,,
5:23.0,,,64-76,,Defensive rebound by D. Howard
5:17.0,,,64-76,,P. Beverley misses 3-pt shot from 25 ft
5:16.0,Defensive rebound by K. Bryant,,64-76,,
5:08.0,K. Bryant makes 2-pt shot at rim,2,66-76,,
4:40.0,,,66-76,,Turnover by Team (shot clock)
4:31.0,K. Bryant makes 3-pt shot from 29 ft,3,69-76,,
4:17.0,,,69-76,,J. Harden misses 3-pt shot from 25 ft
4:17.0,Defensive rebound by J. Randle,,69-76,,
4:06.0,K. Bryant misses 2-pt shot from 10 ft,,69-76,,
4:05.0,,,69-76,,Defensive rebound by P. Beverley
3:50.0,,,69-76,,D. Motiejunas misses 3-pt shot from 25 ft
3:50.0,Defensive rebound by M. Huertas,,69-76,,
3:43.0,K. Bryant makes 2-pt shot from 2 ft (assist by M. Huertas),2,71-76,,
3:43.0,,,71-76,,Houston full timeout
3:43.0,,,71-76,,J. Smith enters the game for D. Motiejunas
3:43.0,,,71-76,,C. Capela enters the game for D. Howard
3:43.0,,,71-76,,J. Terry enters the game for P. Beverley
3:25.0,,,71-76,,J. Smith misses 3-pt shot from 24 ft
3:25.0,Defensive rebound by D. Russell,,71-76,,
3:05.0,K. Bryant makes 2-pt shot from 22 ft,2,73-76,,
2:44.0,,,73-79,3,J. Terry makes 3-pt shot from 26 ft (assist by J. Harden)
2:22.0,K. Bryant misses 3-pt shot from 25 ft,,73-79,,
2:20.0,,,73-79,,Defensive rebound by Team
2:08.0,,,73-81,2,C. Capela makes 2-pt shot at rim (assist by T. Ariza)
2:08.0,,,73-81,,Shooting foul by J. Randle (drawn by C. Capela)
2:08.0,T. Black enters the game for R. Hibbert,,73-81,,
2:08.0,,,73-82,1,C. Capela makes free throw 1 of 1
1:49.0,K. Bryant misses 2-pt shot from 2 ft,,73-82,,
1:48.0,,,73-82,,Defensive rebound by J. Smith
1:41.0,,,73-82,,T. Ariza misses 3-pt shot from 25 ft
1:41.0,Defensive rebound by D. Russell,,73-82,,
1:35.0,T. Black makes 2-pt shot at rim (assist by D. Russell),2,75-82,,
1:23.0,,,75-82,,Shooting foul by T. Black (drawn by J. Harden)
1:23.0,,,75-83,1,J. Harden makes free throw 1 of 2
1:23.0,L. Nance enters the game for J. Randle,,75-83,,
1:23.0,,,75-83,,J. Harden misses free throw 2 of 2
1:23.0,Defensive rebound by L. Nance,,75-83,,
1:10.0,K. Bryant makes 2-pt shot from 9 ft (assist by M. Huertas),2,77-83,,
0:57.0,,,77-83,,Shooting foul by K. Bryant (drawn by J. Harden)
0:57.0,,,77-84,1,J. Harden makes free throw 1 of 2
0:57.0,,,77-85,1,J. Harden makes free throw 2 of 2
0:44.0,Shooting foul by J. Smith (drawn by T. Black),,77-85,,
0:44.0,T. Black misses free throw 1 of 2,,77-85,,
0:44.0,Offensive rebound by Team,,77-85,,
0:44.0,T. Black misses free throw 2 of 2,,77-85,,
0:44.0,,,77-85,,Defensive rebound by T. Ariza
0:25.0,,,77-85,,C. Capela misses 2-pt shot from 5 ft
0:24.0,,,77-85,,Offensive rebound by J. Harden
0:22.0,,,77-88,3,J. Terry makes 3-pt shot from 23 ft (assist by J. Harden)
0:03.0,K. Bryant makes 3-pt shot from 27 ft,3,80-88,,
0:00.0,,,80-88,,J. Harden misses 3-pt shot from 39 ft
0:00.0,,,80-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Personal foul by M. World Peace,,80-88,,
11:32.0,,,80-88,,J. Terry misses 3-pt shot from 23 ft
11:31.0,,,80-88,,Offensive rebound by C. Capela
11:22.0,,,80-88,,J. Terry misses 3-pt shot from 23 ft
11:21.0,Defensive rebound by J. Clarkson,,80-88,,
11:06.0,J. Clarkson makes 3-pt shot from 23 ft (assist by M. Huertas),3,83-88,,
10:52.0,,,83-88,,J. Harden misses 2-pt shot from 16 ft
10:51.0,Defensive rebound by M. Huertas,,83-88,,
10:42.0,T. Black misses 2-pt shot from 1 ft (block by C. Capela),,83-88,,
10:41.0,Offensive rebound by J. Clarkson,,83-88,,
10:35.0,M. World Peace makes 3-pt shot from 24 ft (assist by J. Clarkson),3,86-88,,
10:22.0,,,86-90,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Harden)
10:05.0,M. Huertas misses 2-pt shot from 14 ft,,86-90,,
10:04.0,Offensive rebound by L. Nance,,86-90,,
10:04.0,L. Nance makes 2-pt shot at rim,2,88-90,,
9:46.0,,,88-90,,Shooting foul by T. Black (drawn by J. Harden)
9:46.0,,,88-92,2,J. Harden makes 2-pt shot at rim
9:46.0,,,88-92,,D. Howard enters the game for C. Capela
9:46.0,,,88-93,1,J. Harden makes free throw 1 of 1
9:29.0,J. Clarkson makes 3-pt shot from 25 ft (assist by L. Nance),3,91-93,,
9:23.0,,,91-93,,Houston full timeout
9:23.0,,,91-93,,T. Ariza enters the game for C. Brewer
9:07.0,,,91-95,2,J. Harden makes 2-pt shot from 10 ft
8:47.0,J. Clarkson misses 3-pt shot from 24 ft,,91-95,,
8:47.0,,,91-95,,Defensive rebound by D. Howard
8:27.0,,,91-97,2,J. Terry makes 2-pt shot from 5 ft (assist by J. Harden)
8:12.0,M. World Peace makes 2-pt shot from 10 ft,2,93-97,,
7:54.0,,,93-97,,J. Terry misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by J. Clarkson,,93-97,,
7:49.0,Turnover by J. Clarkson (lost ball; steal by J. Terry),,93-97,,
7:43.0,,,93-99,2,J. Harden makes 2-pt shot at rim (assist by J. Terry)
7:24.0,M. Huertas misses 2-pt shot from 15 ft,,93-99,,
7:23.0,,,93-99,,Defensive rebound by J. Smith
7:17.0,,,93-102,3,J. Harden makes 3-pt shot from 27 ft
7:15.0,LA Lakers full timeout,,93-102,,
7:04.0,M. Huertas makes 3-pt shot from 24 ft,3,96-102,,
6:41.0,,,96-105,3,J. Harden makes 3-pt shot from 26 ft
6:19.0,M. Huertas misses 2-pt shot from 15 ft,,96-105,,
6:18.0,,,96-105,,Defensive rebound by J. Harden
6:04.0,,,96-108,3,J. Harden makes 3-pt shot from 25 ft
5:48.0,Turnover by J. Clarkson (lost ball; steal by J. Smith),,96-108,,
5:43.0,,,96-108,,J. Harden misses 2-pt shot from 9 ft
5:42.0,Defensive rebound by T. Black,,96-108,,
5:29.0,M. Huertas makes 2-pt shot from 9 ft,2,98-108,,
5:08.0,,,98-111,3,T. Ariza makes 3-pt shot from 22 ft (assist by D. Howard)
5:07.0,LA Lakers full timeout,,98-111,,
5:07.0,Official timeout,,98-111,,
5:07.0,K. Bryant enters the game for L. Nance,,98-111,,
5:07.0,D. Russell enters the game for M. World Peace,,98-111,,
5:07.0,,,98-111,,D. Motiejunas enters the game for J. Smith
5:07.0,J. Randle enters the game for M. Huertas,,98-111,,
5:07.0,,,98-111,,P. Beverley enters the game for J. Terry
4:52.0,J. Clarkson makes 3-pt shot from 25 ft (assist by K. Bryant),3,101-111,,
4:30.0,,,101-114,3,P. Beverley makes 3-pt shot from 25 ft (assist by J. Harden)
4:21.0,D. Russell makes 3-pt shot from 25 ft,3,104-114,,
4:08.0,,,104-114,,J. Harden misses 3-pt shot from 25 ft
4:07.0,,,104-114,,Offensive rebound by P. Beverley
4:02.0,,,104-117,3,T. Ariza makes 3-pt shot from 24 ft (assist by P. Beverley)
3:46.0,Shooting foul by T. Ariza (drawn by K. Bryant),,104-117,,
3:46.0,K. Bryant makes free throw 1 of 3,1,105-117,,
3:46.0,K. Bryant makes free throw 2 of 3,1,106-117,,
3:46.0,K. Bryant makes free throw 3 of 3,1,107-117,,
3:31.0,,,107-120,3,P. Beverley makes 3-pt shot from 24 ft (assist by T. Ariza)
3:18.0,K. Bryant misses 3-pt shot from 25 ft,,107-120,,
3:16.0,,,107-120,,Defensive rebound by P. Beverley
3:15.0,,,107-120,,Turnover by P. Beverley (lost ball; steal by K. Bryant)
3:14.0,,,107-120,,Personal foul by P. Beverley
3:14.0,K. Bryant makes free throw 1 of 3,1,108-120,,
3:14.0,K. Bryant makes free throw 2 of 3,1,109-120,,
3:14.0,K. Bryant makes free throw 3 of 3,1,110-120,,
3:01.0,,,110-120,,J. Harden misses 3-pt shot from 27 ft
3:00.0,,,110-120,,Offensive rebound by D. Motiejunas
2:59.0,,,110-120,,Turnover by D. Motiejunas (lost ball; steal by K. Bryant)
2:53.0,K. Bryant misses 3-pt shot from 25 ft,,110-120,,
2:52.0,,,110-120,,Defensive rebound by P. Beverley
2:48.0,,,110-120,,Shooting foul by D. Russell (drawn by J. Harden)
2:48.0,,,110-120,,Houston full timeout
2:48.0,,,110-121,1,J. Harden makes free throw 1 of 2
2:48.0,,,110-121,,J. Harden misses free throw 2 of 2
2:44.0,,,110-121,,Offensive rebound by D. Motiejunas
2:44.0,,,110-121,,D. Motiejunas misses 2-pt shot from 1 ft
2:42.0,Defensive rebound by T. Black,,110-121,,
2:34.0,,,110-121,,Personal block foul by D. Howard
2:25.0,D. Russell misses 2-pt shot from 13 ft (block by T. Ariza),,110-121,,
2:24.0,,,110-121,,Defensive rebound by T. Ariza
2:21.0,,,110-123,2,T. Ariza makes 2-pt shot at rim
