time,Miami,pts.away,score,pts.home,Brooklyn
5:04.0,,,41-42,,Turnover by J. Johnson (lost ball; steal by U. Haslem)
4:58.0,G. Green makes 3-pt shot from 26 ft,3,44-42,,
4:58.0,,,44-42,,Brooklyn full timeout
4:58.0,,,44-42,,J. Jack enters the game for A. Bargnani
4:58.0,,,44-42,,B. Lopez enters the game for D. Sloan
4:58.0,,,44-42,,T. Young enters the game for M. Brown
4:58.0,H. Whiteside enters the game for C. Bosh,,44-42,,
4:58.0,L. Deng enters the game for J. Winslow,,44-42,,
4:58.0,D. Wade enters the game for U. Haslem,,44-42,,
4:46.0,,,44-44,2,B. Lopez makes 2-pt shot from 6 ft (assist by T. Young)
4:30.0,G. Green misses 2-pt shot from 10 ft,,44-44,,
4:29.0,,,44-44,,Defensive rebound by W. Ellington
4:09.0,,,44-44,,T. Young misses 2-pt shot from 19 ft
4:07.0,Defensive rebound by G. Dragic,,44-44,,
4:02.0,G. Dragic misses 2-pt shot from 1 ft (block by T. Young),,44-44,,
4:00.0,,,44-44,,Defensive rebound by J. Johnson
3:50.0,Personal foul by H. Whiteside (drawn by B. Lopez),,44-44,,
3:41.0,,,44-46,2,B. Lopez makes 2-pt shot from 3 ft (assist by T. Young)
3:18.0,Shooting foul by B. Lopez (drawn by H. Whiteside),,44-46,,
3:18.0,H. Whiteside makes free throw 1 of 2,1,45-46,,
3:18.0,H. Whiteside makes free throw 2 of 2,1,46-46,,
3:04.0,,,46-46,,W. Ellington misses 2-pt shot from 19 ft
3:02.0,Defensive rebound by D. Wade,,46-46,,
2:55.0,Turnover by D. Wade (lost ball; steal by J. Jack),,46-46,,
2:45.0,,,46-46,,J. Johnson misses 2-pt shot from 5 ft (block by D. Wade)
2:44.0,Defensive rebound by H. Whiteside,,46-46,,
2:35.0,,,46-46,,Personal foul by J. Johnson (drawn by G. Green)
2:35.0,,,46-46,,B. Bogdanovic enters the game for J. Johnson
2:35.0,J. Winslow enters the game for G. Green,,46-46,,
2:19.0,H. Whiteside makes 2-pt shot from 7 ft,2,48-46,,
2:02.0,,,48-46,,B. Lopez misses 2-pt shot from 8 ft
2:01.0,Defensive rebound by J. Winslow,,48-46,,
1:55.0,Shooting foul by B. Lopez (drawn by L. Deng),,48-46,,
1:55.0,L. Deng makes free throw 1 of 2,1,49-46,,
1:55.0,,,49-46,,T. Robinson enters the game for B. Lopez
1:55.0,L. Deng misses free throw 2 of 2,,49-46,,
1:54.0,,,49-46,,Defensive rebound by T. Young
1:42.0,,,49-46,,Shooting foul by J. Winslow (drawn by T. Robinson)
1:42.0,,,49-47,1,T. Robinson makes free throw 1 of 2
1:42.0,,,49-47,,T. Robinson misses free throw 2 of 2
1:41.0,Defensive rebound by D. Wade,,49-47,,
1:27.0,G. Dragic misses 3-pt shot from 24 ft,,49-47,,
1:26.0,,,49-47,,Defensive rebound by B. Bogdanovic
1:16.0,,,49-47,,Turnover by J. Jack (bad pass; steal by G. Dragic)
1:12.0,Shooting foul by T. Robinson (drawn by G. Dragic),,49-47,,
1:12.0,G. Dragic makes free throw 1 of 2,1,50-47,,
1:12.0,G. Dragic makes free throw 2 of 2,1,51-47,,
0:52.0,,,51-47,,T. Young misses 2-pt shot from 7 ft
0:50.0,,,51-47,,Offensive rebound by T. Robinson
0:37.0,,,51-49,2,T. Young makes 2-pt shot from 3 ft (assist by J. Jack)
0:31.0,Miami full timeout,,51-49,,
0:31.0,C. Bosh enters the game for H. Whiteside,,51-49,,
0:31.0,G. Green enters the game for J. Winslow,,51-49,,
0:19.0,C. Bosh makes 2-pt shot from 2 ft (assist by G. Dragic),2,53-49,,
0:06.0,Personal foul by G. Dragic (drawn by J. Jack),,53-49,,
0:06.0,,,53-49,,J. Jack misses free throw 1 of 2
0:06.0,,,53-49,,Offensive rebound by Team
0:06.0,,,53-49,,M. Brown enters the game for W. Ellington
0:06.0,,,53-50,1,J. Jack makes free throw 2 of 2
0:01.0,G. Dragic makes 2-pt shot from 2 ft,2,55-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Shooting foul by T. Young (drawn by H. Whiteside),,55-50,,
11:49.0,H. Whiteside makes free throw 1 of 2,1,56-50,,
11:49.0,H. Whiteside misses free throw 2 of 2,,56-50,,
11:49.0,,,56-50,,Defensive rebound by Team
11:39.0,,,56-50,,J. Jack misses 2-pt shot from 6 ft
11:37.0,Defensive rebound by H. Whiteside,,56-50,,
11:15.0,C. Bosh misses 2-pt shot from 18 ft,,56-50,,
11:14.0,Offensive rebound by D. Wade,,56-50,,
11:13.0,D. Wade makes 2-pt shot from 10 ft,2,58-50,,
10:58.0,Personal foul by H. Whiteside (drawn by B. Lopez),,58-50,,
10:47.0,,,58-52,2,T. Young makes 2-pt shot from 6 ft (assist by J. Jack)
10:34.0,G. Dragic misses 2-pt shot from 6 ft,,58-52,,
10:33.0,Offensive rebound by H. Whiteside,,58-52,,
10:32.0,H. Whiteside makes 2-pt shot at rim,2,60-52,,
10:12.0,,,60-52,,T. Young misses 2-pt shot from 9 ft
10:10.0,Defensive rebound by H. Whiteside,,60-52,,
10:00.0,H. Whiteside makes 2-pt shot from 2 ft (assist by G. Dragic),2,62-52,,
9:53.0,,,62-52,,Brooklyn full timeout
9:37.0,,,62-52,,J. Johnson misses 2-pt shot from 20 ft
9:36.0,Defensive rebound by C. Bosh,,62-52,,
9:29.0,C. Bosh misses 3-pt shot from 23 ft,,62-52,,
9:28.0,,,62-52,,Defensive rebound by B. Lopez
9:19.0,,,62-54,2,B. Lopez makes 2-pt shot from 2 ft (assist by J. Johnson)
8:53.0,H. Whiteside misses 2-pt shot from 14 ft,,62-54,,
8:52.0,,,62-54,,Defensive rebound by T. Young
8:37.0,,,62-56,2,B. Lopez makes 2-pt shot from 17 ft (assist by J. Johnson)
8:27.0,,,62-56,,Violation by B. Bogdanovic (kicked ball)
8:17.0,Turnover by H. Whiteside (3 sec),,62-56,,
8:05.0,,,62-56,,Turnover by J. Johnson (lost ball)
7:52.0,H. Whiteside makes 2-pt shot from 3 ft (assist by D. Wade),2,64-56,,
7:36.0,,,64-58,2,J. Jack makes 2-pt shot from 18 ft
7:20.0,H. Whiteside misses 2-pt shot from 2 ft,,64-58,,
7:20.0,Offensive rebound by H. Whiteside,,64-58,,
7:18.0,H. Whiteside makes 2-pt shot from 3 ft,2,66-58,,
7:04.0,,,66-58,,B. Lopez misses 2-pt shot from 19 ft
7:03.0,Defensive rebound by D. Wade,,66-58,,
6:58.0,,,66-58,,Personal foul by B. Bogdanovic (drawn by D. Wade)
6:58.0,,,66-58,,A. Bargnani enters the game for T. Young
6:58.0,,,66-58,,W. Ellington enters the game for J. Johnson
6:48.0,G. Dragic makes 3-pt shot from 24 ft (assist by D. Wade),3,69-58,,
6:38.0,,,69-60,2,A. Bargnani makes 2-pt shot from 16 ft (assist by J. Jack)
6:21.0,L. Deng misses 3-pt shot from 22 ft,,69-60,,
6:20.0,,,69-60,,Defensive rebound by B. Bogdanovic
6:08.0,,,69-62,2,A. Bargnani makes 2-pt shot from 8 ft (assist by J. Jack)
6:08.0,Miami full timeout,,69-62,,
6:08.0,J. Winslow enters the game for C. Bosh,,69-62,,
5:53.0,D. Wade makes 2-pt shot from 1 ft,2,71-62,,
5:32.0,,,71-62,,Turnover by J. Jack (lost ball)
5:14.0,D. Wade makes 2-pt shot from 18 ft,2,73-62,,
4:56.0,,,73-62,,W. Ellington misses 3-pt shot from 25 ft
4:55.0,Defensive rebound by G. Dragic,,73-62,,
4:43.0,G. Dragic misses 3-pt shot from 24 ft,,73-62,,
4:42.0,,,73-62,,Defensive rebound by B. Bogdanovic
4:26.0,,,73-64,2,B. Lopez makes 2-pt shot from 2 ft (assist by J. Jack)
4:13.0,Shooting foul by B. Bogdanovic (drawn by H. Whiteside),,73-64,,
4:13.0,H. Whiteside misses free throw 1 of 2,,73-64,,
4:13.0,Offensive rebound by Team,,73-64,,
4:13.0,,,73-64,,W. Reed enters the game for B. Lopez
4:13.0,H. Whiteside makes free throw 2 of 2,1,74-64,,
3:55.0,,,74-66,2,W. Ellington makes 2-pt shot from 20 ft (assist by J. Jack)
3:38.0,D. Wade misses 2-pt shot from 2 ft (block by W. Reed),,74-66,,
3:36.0,,,74-66,,Defensive rebound by J. Jack
3:28.0,,,74-69,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Jack)
3:12.0,Turnover by H. Whiteside (traveling),,74-69,,
3:12.0,G. Green enters the game for D. Wade,,74-69,,
2:46.0,,,74-69,,A. Bargnani misses 2-pt shot from 22 ft
2:45.0,Defensive rebound by L. Deng,,74-69,,
2:38.0,Shooting foul by W. Ellington (drawn by H. Whiteside),,74-69,,
2:38.0,H. Whiteside makes free throw 1 of 2,1,75-69,,
2:38.0,H. Whiteside makes free throw 2 of 2,1,76-69,,
2:26.0,,,76-71,2,J. Jack makes 2-pt shot from 18 ft
2:14.0,Turnover by L. Deng (bad pass; steal by W. Ellington),,76-71,,
1:59.0,,,76-71,,B. Bogdanovic misses 3-pt shot from 23 ft
1:58.0,,,76-71,,Offensive rebound by A. Bargnani
1:56.0,,,76-73,2,A. Bargnani makes 2-pt shot from 8 ft
1:35.0,J. Winslow makes 3-pt shot from 23 ft (assist by L. Deng),3,79-73,,
1:22.0,,,79-73,,W. Ellington misses 3-pt shot from 24 ft
1:20.0,Defensive rebound by H. Whiteside,,79-73,,
1:07.0,G. Green makes 2-pt shot from 17 ft,2,81-73,,
0:54.0,,,81-76,3,J. Jack makes 3-pt shot from 24 ft
0:34.0,L. Deng misses 2-pt shot from 3 ft (block by W. Reed),,81-76,,
0:34.0,Offensive rebound by Team,,81-76,,
0:34.0,C. Bosh enters the game for H. Whiteside,,81-76,,
0:34.0,B. Udrih enters the game for G. Dragic,,81-76,,
0:34.0,U. Haslem enters the game for L. Deng,,81-76,,
0:34.0,G. Green misses 3-pt shot from 25 ft,,81-76,,
0:31.0,,,81-76,,Defensive rebound by W. Ellington
0:25.0,,,81-76,,W. Ellington misses 2-pt shot from 21 ft
0:23.0,,,81-76,,Offensive rebound by W. Reed
0:22.0,,,81-78,2,W. Reed makes 2-pt shot from 2 ft
0:04.0,G. Green makes 3-pt shot from 24 ft (assist by U. Haslem),3,84-78,,
0:00.0,,,84-78,,J. Jack misses 3-pt shot from 29 ft
0:00.0,,,84-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,84-78,,A. Bargnani misses 2-pt shot from 22 ft
11:34.0,Defensive rebound by J. Winslow,,84-78,,
11:20.0,G. Green misses 3-pt shot from 24 ft,,84-78,,
11:18.0,,,84-78,,Defensive rebound by A. Bargnani
10:59.0,,,84-78,,B. Bogdanovic misses 3-pt shot from 27 ft
10:58.0,,,84-78,,Offensive rebound by D. Sloan
10:53.0,,,84-78,,W. Ellington misses 3-pt shot from 24 ft
10:52.0,Defensive rebound by C. Bosh,,84-78,,
10:42.0,C. Bosh misses 3-pt shot from 24 ft,,84-78,,
10:41.0,,,84-78,,Defensive rebound by W. Reed
10:26.0,,,84-78,,W. Reed misses 2-pt shot from 7 ft
10:24.0,Defensive rebound by U. Haslem,,84-78,,
10:09.0,Turnover by C. Bosh (traveling),,84-78,,
9:58.0,,,84-78,,W. Ellington misses 2-pt shot from 18 ft
9:57.0,Defensive rebound by C. Bosh,,84-78,,
9:44.0,G. Green misses 2-pt shot from 18 ft,,84-78,,
9:43.0,,,84-78,,Defensive rebound by W. Reed
9:29.0,,,84-80,2,D. Sloan makes 2-pt shot from 1 ft (assist by W. Reed)
9:18.0,,,84-80,,Violation by D. Sloan (kicked ball)
9:04.0,G. Green misses 2-pt shot from 5 ft,,84-80,,
9:03.0,,,84-80,,Defensive rebound by B. Bogdanovic
8:51.0,Personal foul by U. Haslem (drawn by B. Bogdanovic),,84-80,,
8:51.0,Official timeout,,84-80,,
8:51.0,,,84-80,,Violation by Team (delay of game)
8:39.0,,,84-80,,B. Bogdanovic misses 2-pt shot from 6 ft
8:38.0,Defensive rebound by C. Bosh,,84-80,,
8:16.0,U. Haslem misses 3-pt shot from 22 ft,,84-80,,
8:14.0,,,84-80,,Defensive rebound by W. Reed
8:06.0,,,84-82,2,A. Bargnani makes 2-pt shot from 2 ft (assist by D. Sloan)
8:06.0,,,84-82,,Shooting foul by U. Haslem (drawn by A. Bargnani)
8:06.0,,,84-82,,J. Johnson enters the game for W. Ellington
8:06.0,,,84-82,,T. Young enters the game for W. Reed
8:06.0,,,84-82,,A. Bargnani misses free throw 1 of 1
8:05.0,Defensive rebound by U. Haslem,,84-82,,
7:42.0,B. Udrih makes 2-pt shot from 17 ft (assist by C. Bosh),2,86-82,,
7:31.0,,,86-84,2,D. Sloan makes 2-pt shot from 6 ft
7:31.0,,,86-84,,Shooting foul by B. Udrih (drawn by D. Sloan)
7:31.0,L. Deng enters the game for U. Haslem,,86-84,,
7:31.0,,,86-85,1,D. Sloan makes free throw 1 of 1
7:12.0,Shooting foul by A. Bargnani (drawn by C. Bosh),,86-85,,
7:12.0,C. Bosh makes free throw 1 of 2,1,87-85,,
7:12.0,C. Bosh misses free throw 2 of 2,,87-85,,
7:11.0,,,87-85,,Defensive rebound by T. Young
6:50.0,,,87-85,,T. Young misses 2-pt shot from 10 ft
6:49.0,,,87-85,,Offensive rebound by A. Bargnani
6:48.0,,,87-85,,A. Bargnani misses 2-pt shot from 1 ft
6:47.0,Defensive rebound by L. Deng,,87-85,,
6:41.0,Offensive charge foul by G. Green,,87-85,,
6:41.0,Turnover by G. Green (offensive foul),,87-85,,
6:41.0,,,87-85,,Brooklyn full timeout
6:41.0,,,87-85,,J. Jack enters the game for B. Bogdanovic
6:41.0,,,87-85,,B. Lopez enters the game for A. Bargnani
6:41.0,,,87-85,,W. Ellington enters the game for D. Sloan
6:28.0,,,87-85,,J. Johnson misses 2-pt shot from 8 ft
6:27.0,Defensive rebound by C. Bosh,,87-85,,
6:12.0,Shooting foul by B. Lopez (drawn by C. Bosh),,87-85,,
6:12.0,C. Bosh makes free throw 1 of 2,1,88-85,,
6:12.0,G. Dragic enters the game for B. Udrih,,88-85,,
6:12.0,D. Wade enters the game for G. Green,,88-85,,
6:12.0,C. Bosh makes free throw 2 of 2,1,89-85,,
5:59.0,,,89-87,2,T. Young makes 2-pt shot from 5 ft (assist by J. Jack)
5:37.0,D. Wade makes 2-pt shot from 11 ft,2,91-87,,
5:12.0,,,91-87,,Turnover by T. Young (lost ball; steal by L. Deng)
4:59.0,D. Wade makes 2-pt shot from 11 ft,2,93-87,,
4:45.0,,,93-87,,B. Lopez misses 2-pt shot from 7 ft (block by D. Wade)
4:43.0,Defensive rebound by L. Deng,,93-87,,
4:41.0,G. Dragic makes 2-pt shot from 3 ft (assist by L. Deng),2,95-87,,
4:41.0,,,95-87,,Brooklyn full timeout
4:41.0,,,95-87,,B. Bogdanovic enters the game for W. Ellington
4:41.0,H. Whiteside enters the game for C. Bosh,,95-87,,
4:31.0,,,95-87,,J. Jack misses 2-pt shot from 16 ft (block by G. Dragic)
4:29.0,,,95-87,,Offensive rebound by B. Bogdanovic
4:22.0,,,95-87,,Turnover by B. Bogdanovic (lost ball; steal by G. Dragic)
4:10.0,D. Wade makes 2-pt shot from 18 ft,2,97-87,,
3:45.0,,,97-87,,T. Young misses 2-pt shot from 17 ft
3:44.0,Defensive rebound by G. Dragic,,97-87,,
3:29.0,D. Wade misses 2-pt shot from 18 ft,,97-87,,
3:29.0,,,97-87,,Defensive rebound by Team
3:23.0,Personal foul by H. Whiteside (drawn by B. Lopez),,97-87,,
3:12.0,,,97-90,3,J. Johnson makes 3-pt shot from 25 ft (assist by J. Jack)
2:53.0,Turnover by D. Wade (step out of bounds),,97-90,,
2:53.0,Miami full timeout,,97-90,,
2:48.0,,,97-90,,Shooting foul by H. Whiteside (drawn by B. Lopez)
2:48.0,,,97-90,,B. Lopez misses free throw 1 of 2
2:48.0,,,97-90,,Offensive rebound by Team
2:48.0,,,97-91,1,B. Lopez makes free throw 2 of 2
2:24.0,G. Dragic makes 2-pt shot from 17 ft,2,99-91,,
2:08.0,Personal foul by G. Dragic (drawn by J. Jack),,99-91,,
2:08.0,,,99-92,1,J. Jack makes free throw 1 of 2
2:08.0,,,99-93,1,J. Jack makes free throw 2 of 2
1:53.0,D. Wade makes 2-pt shot from 19 ft (assist by G. Dragic),2,101-93,,
1:42.0,,,101-95,2,B. Lopez makes 2-pt shot from 17 ft (assist by J. Jack)
1:26.0,G. Dragic misses 2-pt shot from 19 ft,,101-95,,
1:25.0,,,101-95,,Defensive rebound by B. Lopez
1:17.0,,,101-95,,T. Young misses 2-pt shot from 1 ft (block by D. Wade)
1:16.0,,,101-95,,Offensive rebound by B. Lopez
1:15.0,C. Bosh enters the game for H. Whiteside,,101-95,,
1:14.0,Jump ball: G. Dragic vs. B. Lopez,,,,Jump ball: G. Dragic vs. B. Lopez
1:12.0,Violation by D. Wade (kicked ball),,101-95,,
1:12.0,,,101-95,,A. Bargnani enters the game for T. Young
1:01.0,,,101-95,,Shooting foul by G. Dragic (drawn by J. Jack)
1:01.0,,,101-96,1,J. Jack makes free throw 1 of 3
1:01.0,,,101-97,1,J. Jack makes free throw 2 of 3
1:01.0,,,101-97,,T. Young enters the game for A. Bargnani
1:01.0,,,101-98,1,J. Jack makes free throw 3 of 3
0:44.0,D. Wade makes 2-pt shot from 9 ft,2,103-98,,
0:37.0,,,103-98,,T. Young misses 2-pt shot from 2 ft
0:36.0,Defensive rebound by D. Wade,,103-98,,
0:13.0,G. Dragic misses 3-pt shot from 25 ft,,103-98,,
0:12.0,,,103-98,,Defensive rebound by Team
0:12.0,,,103-98,,Brooklyn full timeout
0:12.0,,,103-98,,A. Bargnani enters the game for T. Young
0:08.0,,,103-98,,J. Jack misses 3-pt shot from 23 ft
0:07.0,Defensive rebound by J. Winslow,,103-98,,
0:07.0,,,103-98,,Personal foul by B. Bogdanovic (drawn by J. Winslow)
0:07.0,,,103-98,,W. Reed enters the game for B. Lopez
0:05.0,,,103-98,,Personal foul by J. Jack (drawn by G. Dragic)
0:05.0,G. Dragic misses free throw 1 of 2,,103-98,,
0:05.0,Offensive rebound by Team,,103-98,,
0:05.0,,,103-98,,B. Lopez enters the game for W. Reed
0:05.0,G. Dragic makes free throw 2 of 2,1,104-98,,
0:05.0,,,104-98,,Brooklyn full timeout
0:05.0,,,104-98,,T. Young enters the game for B. Bogdanovic
0:03.0,,,104-98,,J. Jack misses 3-pt shot from 26 ft
