time,Phoenix,pts.away,score,pts.home,LA Clippers
5:43.0,,,6-18,1,J. Redick makes free throw 1 of 2
5:43.0,,,6-18,,J. Crawford enters the game for L. Mbah a Moute
5:43.0,,,6-19,1,J. Redick makes free throw 2 of 2
5:22.0,A. Len misses 2-pt shot from 2 ft,,6-19,,
5:22.0,Offensive rebound by A. Len,,6-19,,
5:22.0,Shooting foul by D. Jordan (drawn by A. Len),,6-19,,
5:22.0,A. Len misses free throw 1 of 2,,6-19,,
5:22.0,Offensive rebound by Team,,6-19,,
5:22.0,A. Len makes free throw 2 of 2,1,7-19,,
5:09.0,,,7-19,,C. Paul misses 2-pt shot from 16 ft
5:08.0,Defensive rebound by M. Teletovic,,7-19,,
4:56.0,Turnover by M. Teletovic (lost ball; steal by C. Paul),,7-19,,
4:44.0,,,7-21,2,C. Paul makes 2-pt shot from 19 ft
4:38.0,Phoenix full timeout,,7-21,,
4:38.0,,,7-21,,J. Green enters the game for J. Redick
4:38.0,P. Pressey enters the game for A. Len,,7-21,,
4:38.0,J. Leuer enters the game for R. Price,,7-21,,
4:32.0,,,7-21,,Personal foul by C. Paul
4:25.0,M. Teletovic makes 3-pt shot from 26 ft (assist by P. Pressey),3,10-21,,
4:06.0,,,10-23,2,J. Green makes 2-pt shot from 5 ft
4:06.0,,,10-23,,Shooting foul by J. Leuer (drawn by J. Green)
4:06.0,,,10-23,,J. Green misses free throw 1 of 1
4:05.0,Defensive rebound by J. Leuer,,10-23,,
3:55.0,M. Teletovic misses 3-pt shot from 26 ft,,10-23,,
3:54.0,,,10-23,,Defensive rebound by W. Johnson
3:38.0,Def 3 sec tech foul by J. Leuer,,10-23,,
3:38.0,,,10-24,1,C. Paul makes technical free throw
3:35.0,,,10-24,,Shooting foul by P. Pressey (drawn by C. Paul)
3:35.0,,,10-25,1,C. Paul makes free throw 1 of 2
3:35.0,,,10-26,1,C. Paul makes free throw 2 of 2
3:26.0,J. Leuer makes 2-pt shot from 12 ft (assist by P. Pressey),2,12-26,,
3:10.0,Violation by P. Pressey (kicked ball),,12-26,,
3:06.0,,,12-28,2,J. Green makes 2-pt shot from 22 ft (assist by C. Paul)
2:48.0,J. Leuer misses 3-pt shot from 26 ft,,12-28,,
2:47.0,,,12-28,,Defensive rebound by W. Johnson
2:39.0,,,12-30,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
2:28.0,D. Booker makes 3-pt shot from 24 ft (assist by J. Leuer),3,15-30,,
2:22.0,,,15-32,2,W. Johnson makes 2-pt shot from 3 ft (assist by C. Paul)
2:10.0,J. Leuer misses 2-pt shot from 16 ft,,15-32,,
2:09.0,,,15-32,,Defensive rebound by W. Johnson
2:01.0,,,15-32,,Shooting foul by J. Leuer (drawn by D. Jordan)
2:01.0,,,15-32,,D. Jordan misses free throw 1 of 2
2:01.0,,,15-32,,Offensive rebound by Team
2:01.0,,,15-32,,P. Prigioni enters the game for C. Paul
2:01.0,,,15-32,,D. Jordan misses free throw 2 of 2
2:00.0,Defensive rebound by M. Teletovic,,15-32,,
1:33.0,D. Booker misses 3-pt shot from 27 ft,,15-32,,
1:31.0,,,15-32,,Defensive rebound by W. Johnson
1:23.0,,,15-32,,J. Crawford misses 2-pt shot from 15 ft
1:22.0,,,15-32,,Offensive rebound by P. Prigioni
1:13.0,,,15-32,,Shooting foul by M. Teletovic (drawn by J. Green)
1:13.0,,,15-33,1,J. Green makes free throw 1 of 2
1:13.0,,,15-34,1,J. Green makes free throw 2 of 2
1:03.0,P. Pressey misses 3-pt shot from 26 ft,,15-34,,
1:02.0,,,15-34,,Defensive rebound by J. Green
0:57.0,,,15-34,,J. Green misses 2-pt shot from 4 ft (block by J. Leuer)
0:57.0,,,15-34,,Offensive rebound by Team
0:57.0,,,15-34,,C. Aldrich enters the game for D. Jordan
0:51.0,,,15-34,,Turnover by P. Prigioni (bad pass)
0:41.0,P. Pressey misses 2-pt shot from 19 ft,,15-34,,
0:40.0,,,15-34,,Defensive rebound by W. Johnson
0:30.0,,,15-34,,J. Crawford misses 3-pt shot from 27 ft
0:28.0,Defensive rebound by M. Teletovic,,15-34,,
0:08.0,D. Booker makes 2-pt shot from 11 ft (assist by P. Pressey),2,17-34,,
0:02.0,,,17-34,,J. Green misses 2-pt shot from 4 ft
0:01.0,,,17-34,,Offensive rebound by C. Aldrich
0:01.0,,,17-36,2,C. Aldrich makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,17-36,,Personal foul by C. Aldrich
11:41.0,A. Goodwin misses 2-pt shot from 3 ft (block by C. Aldrich),,17-36,,
11:38.0,Offensive rebound by A. Len,,17-36,,
11:38.0,A. Len makes 2-pt shot from 1 ft,2,19-36,,
11:22.0,,,19-36,,C. Aldrich misses 2-pt shot from 3 ft
11:20.0,Defensive rebound by P. Tucker,,19-36,,
11:11.0,P. Pressey misses 2-pt shot from 20 ft,,19-36,,
11:10.0,,,19-36,,Defensive rebound by J. Green
11:05.0,,,19-36,,J. Green misses 2-pt shot from 6 ft
11:03.0,Defensive rebound by P. Pressey,,19-36,,
11:00.0,,,19-36,,Clear path foul by J. Crawford
11:00.0,A. Goodwin makes clear path free throw 1 of 2,1,20-36,,
11:00.0,A. Goodwin makes clear path free throw 2 of 2,1,21-36,,
10:57.0,Shooting foul by C. Aldrich (drawn by A. Len),,21-36,,
10:57.0,A. Len misses free throw 1 of 2,,21-36,,
10:57.0,Offensive rebound by Team,,21-36,,
10:57.0,A. Len makes free throw 2 of 2,1,22-36,,
10:43.0,,,22-36,,Turnover by C. Aldrich (traveling)
10:22.0,A. Goodwin misses 2-pt shot from 5 ft,,22-36,,
10:22.0,Offensive rebound by A. Len,,22-36,,
10:22.0,Turnover by P. Tucker (dbl dribble),,22-36,,
9:57.0,,,22-36,,C. Aldrich misses 2-pt shot from 5 ft
9:56.0,Defensive rebound by A. Len,,22-36,,
9:47.0,P. Pressey makes 2-pt shot from 2 ft,2,24-36,,
9:33.0,,,24-36,,Turnover by J. Crawford (bad pass)
9:24.0,A. Len makes 2-pt shot from 21 ft (assist by P. Pressey),2,26-36,,
9:00.0,,,26-36,,Turnover by C. Aldrich (lost ball; steal by P. Pressey)
8:56.0,A. Goodwin makes 2-pt shot from 2 ft (assist by S. Weems),2,28-36,,
8:56.0,,,28-36,,LA Clippers full timeout
8:56.0,,,28-36,,A. Stepheson enters the game for C. Aldrich
8:34.0,,,28-36,,Shooting foul by A. Goodwin (drawn by P. Prigioni)
8:34.0,,,28-36,,P. Prigioni misses free throw 1 of 2
8:34.0,,,28-36,,Offensive rebound by Team
8:34.0,,,28-37,1,P. Prigioni makes free throw 2 of 2
8:25.0,,,28-37,,Personal foul by A. Stepheson
8:25.0,,,28-37,,J. Redick enters the game for W. Johnson
8:12.0,A. Len makes 2-pt shot at rim (assist by P. Pressey),2,30-37,,
8:02.0,,,30-37,,J. Redick misses 2-pt shot from 18 ft
8:00.0,Defensive rebound by Team,,30-37,,
8:00.0,,,30-37,,Loose ball foul by A. Stepheson
8:00.0,A. Goodwin makes free throw 1 of 2,1,31-37,,
8:00.0,,,31-37,,D. Jordan enters the game for A. Stepheson
8:00.0,,,31-37,,C. Paul enters the game for P. Prigioni
8:00.0,A. Goodwin misses free throw 2 of 2,,31-37,,
7:59.0,Offensive rebound by A. Len,,31-37,,
7:47.0,A. Len misses 2-pt shot from 15 ft,,31-37,,
7:46.0,,,31-37,,Defensive rebound by Team
7:30.0,,,31-37,,Offensive foul by C. Paul
7:30.0,,,31-37,,Turnover by C. Paul (offensive foul)
7:30.0,,,31-37,,P. Pierce enters the game for J. Green
7:19.0,A. Goodwin makes 2-pt shot from 20 ft,2,33-37,,
7:01.0,,,33-37,,Turnover by D. Jordan (lost ball; steal by A. Len)
6:58.0,Turnover by P. Tucker (lost ball),,33-37,,
6:58.0,,,33-37,,L. Mbah a Moute enters the game for J. Crawford
6:48.0,Personal foul by S. Weems,,33-37,,
6:37.0,,,33-39,2,J. Redick makes 2-pt shot at rim (assist by D. Jordan)
6:17.0,P. Tucker makes 2-pt shot from 19 ft (assist by P. Pressey),2,35-39,,
6:06.0,,,35-41,2,J. Redick makes 2-pt shot from 19 ft (assist by C. Paul)
5:52.0,P. Tucker misses 2-pt shot from 7 ft,,35-41,,
5:49.0,,,35-41,,Defensive rebound by L. Mbah a Moute
5:38.0,,,35-43,2,C. Paul makes 2-pt shot from 12 ft
5:17.0,A. Goodwin makes 2-pt shot from 20 ft (assist by P. Pressey),2,37-43,,
5:12.0,,,37-43,,Shooting foul by S. Weems (drawn by J. Redick)
5:12.0,Official timeout,,37-43,,
5:12.0,R. Price enters the game for S. Weems,,37-43,,
5:12.0,,,37-44,1,J. Redick makes free throw 1 of 2
5:12.0,,,37-45,1,J. Redick makes free throw 2 of 2
4:55.0,Turnover by A. Goodwin (bad pass),,37-45,,
4:52.0,,,37-45,,Turnover by P. Pierce (bad pass)
4:36.0,A. Len misses 2-pt shot from 8 ft,,37-45,,
4:34.0,,,37-45,,Defensive rebound by D. Jordan
4:20.0,,,37-47,2,P. Pierce makes 2-pt shot from 19 ft (assist by C. Paul)
3:58.0,Turnover by P. Tucker (lost ball),,37-47,,
3:45.0,,,37-47,,P. Pierce misses 2-pt shot from 19 ft
3:44.0,Defensive rebound by P. Tucker,,37-47,,
3:33.0,R. Price misses 3-pt shot from 27 ft,,37-47,,
3:32.0,,,37-47,,Defensive rebound by P. Pierce
3:24.0,,,37-49,2,C. Paul makes 2-pt shot from 1 ft
3:21.0,Phoenix full timeout,,37-49,,
3:21.0,M. Teletovic enters the game for P. Tucker,,37-49,,
3:21.0,D. Booker enters the game for P. Pressey,,37-49,,
3:00.0,A. Goodwin makes 3-pt shot from 26 ft (assist by A. Len),3,40-49,,
2:37.0,,,40-49,,J. Redick misses 2-pt shot from 20 ft
2:35.0,,,40-49,,Offensive rebound by J. Redick
2:34.0,,,40-51,2,J. Redick makes 2-pt shot from 9 ft
2:07.0,A. Goodwin misses 3-pt shot from 24 ft,,40-51,,
2:06.0,Offensive rebound by Team,,40-51,,
2:06.0,Turnover by Team (shot clock),,40-51,,
1:55.0,,,40-53,2,D. Jordan makes 2-pt shot from 2 ft
1:55.0,,,40-53,,Shooting foul by A. Len (drawn by D. Jordan)
1:55.0,,,40-54,1,D. Jordan makes free throw 1 of 1
1:42.0,M. Teletovic makes 2-pt shot from 7 ft (assist by R. Price),2,42-54,,
1:21.0,,,42-54,,C. Paul misses 2-pt shot from 15 ft
1:20.0,,,42-54,,Offensive rebound by Team
1:20.0,Loose ball foul by A. Len,,42-54,,
1:20.0,,,42-55,1,D. Jordan makes free throw 1 of 2
1:20.0,K. Humphries enters the game for A. Len,,42-55,,
1:20.0,,,42-55,,D. Jordan misses free throw 2 of 2
1:19.0,Defensive rebound by K. Humphries,,42-55,,
1:00.0,K. Humphries misses 2-pt shot from 20 ft,,42-55,,
0:59.0,,,42-55,,Defensive rebound by P. Pierce
0:59.0,Personal foul by R. Price,,42-55,,
0:59.0,,,42-56,1,P. Pierce makes free throw 1 of 2
0:59.0,,,42-56,,J. Crawford enters the game for L. Mbah a Moute
0:59.0,,,42-56,,P. Pierce misses free throw 2 of 2
0:58.0,Defensive rebound by A. Goodwin,,42-56,,
0:46.0,K. Humphries misses 2-pt shot from 2 ft,,42-56,,
0:43.0,,,42-56,,Defensive rebound by D. Jordan
0:42.0,,,42-56,,Offensive charge foul by P. Pierce
0:42.0,,,42-56,,Turnover by P. Pierce (offensive foul)
0:33.0,D. Booker misses 2-pt shot from 19 ft,,42-56,,
0:31.0,,,42-56,,Defensive rebound by P. Pierce
0:29.0,,,42-56,,J. Redick misses 2-pt shot from 3 ft (block by R. Price)
0:28.0,Defensive rebound by R. Price,,42-56,,
0:08.0,Turnover by R. Price (lost ball; steal by P. Pierce),,42-56,,
0:02.0,,,42-59,3,J. Redick makes 3-pt shot from 29 ft
0:01.0,R. Price misses 3-pt shot from 53 ft,,42-59,,
0:00.0,Offensive rebound by Team,,42-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,D. Booker misses 2-pt shot from 15 ft,,42-59,,
11:43.0,Offensive rebound by P. Tucker,,42-59,,
11:37.0,D. Booker misses 2-pt shot from 3 ft (block by D. Jordan),,42-59,,
11:36.0,,,42-59,,Defensive rebound by P. Pierce
11:24.0,,,42-59,,Shooting foul by D. Booker (drawn by D. Jordan)
11:24.0,,,42-59,,D. Jordan misses free throw 1 of 2
11:24.0,,,42-59,,Offensive rebound by Team
11:24.0,,,42-59,,D. Jordan misses free throw 2 of 2
11:23.0,Defensive rebound by P. Tucker,,42-59,,
11:02.0,M. Teletovic misses 3-pt shot from 27 ft,,42-59,,
10:59.0,,,42-59,,Defensive rebound by D. Jordan
10:47.0,,,42-59,,P. Pierce misses 2-pt shot from 14 ft
10:46.0,Defensive rebound by M. Teletovic,,42-59,,
10:40.0,Shooting foul by L. Mbah a Moute (drawn by M. Teletovic),,42-59,,
10:40.0,M. Teletovic makes free throw 1 of 2,1,43-59,,
10:40.0,M. Teletovic makes free throw 2 of 2,1,44-59,,
10:20.0,,,44-61,2,D. Jordan makes 2-pt shot from 3 ft
10:07.0,M. Teletovic makes 3-pt shot from 25 ft (assist by D. Booker),3,47-61,,
9:44.0,,,47-61,,Shooting foul by A. Len (drawn by D. Jordan)
9:44.0,,,47-62,1,D. Jordan makes free throw 1 of 2
9:44.0,,,47-63,1,D. Jordan makes free throw 2 of 2
9:33.0,,,47-63,,Personal foul by C. Paul
9:27.0,A. Len misses 2-pt shot from 14 ft,,47-63,,
9:25.0,,,47-63,,Defensive rebound by C. Paul
9:20.0,,,47-65,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
9:05.0,Offensive foul by D. Booker,,47-65,,
9:05.0,Turnover by D. Booker (offensive foul),,47-65,,
8:44.0,,,47-67,2,D. Jordan makes 2-pt shot from 6 ft
8:36.0,Phoenix full timeout,,47-67,,
8:24.0,A. Len makes 2-pt shot at rim,2,49-67,,
8:24.0,Shooting foul by D. Jordan (drawn by A. Len),,49-67,,
8:24.0,A. Len makes free throw 1 of 1,1,50-67,,
8:12.0,,,50-67,,Offensive foul by D. Jordan
8:12.0,,,50-67,,Turnover by D. Jordan (offensive foul)
7:57.0,A. Len misses 2-pt shot from 16 ft,,50-67,,
7:55.0,,,50-67,,Defensive rebound by D. Jordan
7:44.0,,,50-69,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
7:38.0,M. Teletovic makes 3-pt shot from 26 ft (assist by R. Price),3,53-69,,
7:22.0,,,53-72,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
7:08.0,A. Len makes 2-pt shot from 17 ft (assist by P. Tucker),2,55-72,,
6:49.0,,,55-74,2,C. Paul makes 2-pt shot from 13 ft
6:30.0,A. Len misses 2-pt shot from 16 ft (block by D. Jordan),,55-74,,
6:28.0,,,55-74,,Defensive rebound by J. Redick
6:20.0,,,55-77,3,P. Pierce makes 3-pt shot from 25 ft (assist by C. Paul)
6:18.0,Phoenix full timeout,,55-77,,
6:18.0,A. Goodwin enters the game for D. Booker,,55-77,,
6:18.0,P. Pressey enters the game for R. Price,,55-77,,
6:18.0,,,55-77,,W. Johnson enters the game for P. Pierce
6:10.0,,,55-77,,Personal foul by D. Jordan
5:53.0,A. Goodwin misses 2-pt shot from 3 ft,,55-77,,
5:50.0,,,55-77,,Defensive rebound by D. Jordan
5:46.0,,,55-77,,J. Redick misses 3-pt shot from 25 ft
5:44.0,Defensive rebound by P. Tucker,,55-77,,
5:35.0,P. Tucker misses 3-pt shot from 27 ft,,55-77,,
5:34.0,,,55-77,,Defensive rebound by D. Jordan
5:27.0,,,55-80,3,C. Paul makes 3-pt shot from 26 ft (assist by J. Redick)
5:08.0,Turnover by P. Tucker (lost ball; steal by W. Johnson),,55-80,,
4:58.0,,,55-80,,Shooting foul by A. Len (drawn by D. Jordan)
4:58.0,,,55-81,1,D. Jordan makes free throw 1 of 2
4:58.0,J. Leuer enters the game for M. Teletovic,,55-81,,
4:58.0,K. Humphries enters the game for A. Len,,55-81,,
4:58.0,,,55-81,,D. Jordan misses free throw 2 of 2
4:56.0,Defensive rebound by K. Humphries,,55-81,,
4:45.0,K. Humphries makes 2-pt shot from 17 ft (assist by P. Pressey),2,57-81,,
4:32.0,,,57-81,,C. Paul misses 2-pt shot from 15 ft
4:30.0,,,57-81,,Offensive rebound by D. Jordan
4:30.0,,,57-81,,D. Jordan misses 2-pt shot from 2 ft
4:29.0,,,57-81,,Offensive rebound by D. Jordan
4:29.0,,,57-81,,D. Jordan misses 2-pt shot from 2 ft
4:27.0,Defensive rebound by K. Humphries,,57-81,,
4:21.0,K. Humphries makes 2-pt shot from 17 ft (assist by P. Pressey),2,59-81,,
4:21.0,,,59-81,,LA Clippers full timeout
4:21.0,,,59-81,,C. Aldrich enters the game for D. Jordan
4:21.0,D. Booker enters the game for P. Tucker,,59-81,,
4:03.0,,,59-83,2,L. Mbah a Moute makes 2-pt shot at rim (assist by C. Paul)
3:57.0,Turnover by P. Pressey (lost ball),,59-83,,
3:57.0,,,59-83,,J. Crawford enters the game for L. Mbah a Moute
3:46.0,,,59-83,,W. Johnson misses 3-pt shot from 26 ft
3:44.0,Defensive rebound by K. Humphries,,59-83,,
3:33.0,A. Goodwin misses 2-pt shot from 17 ft,,59-83,,
3:31.0,,,59-83,,Defensive rebound by C. Aldrich
3:16.0,,,59-83,,J. Crawford misses 2-pt shot from 1 ft
3:14.0,,,59-83,,Offensive rebound by C. Aldrich
3:14.0,,,59-85,2,C. Aldrich makes 2-pt shot from 1 ft
3:10.0,D. Booker misses 2-pt shot from 2 ft (block by W. Johnson),,59-85,,
3:10.0,Offensive rebound by Team,,59-85,,
3:10.0,,,59-85,,P. Prigioni enters the game for C. Paul
3:10.0,,,59-85,,Violation by Team (jump ball)
3:05.0,J. Leuer misses 2-pt shot from 12 ft,,59-85,,
3:02.0,,,59-85,,Defensive rebound by P. Prigioni
2:44.0,,,59-85,,J. Redick misses 2-pt shot from 5 ft
2:41.0,Defensive rebound by J. Leuer,,59-85,,
2:35.0,Turnover by A. Goodwin (lost ball; steal by J. Redick),,59-85,,
2:34.0,Personal foul by P. Pressey,,59-85,,
2:34.0,,,59-85,,J. Green enters the game for J. Redick
2:16.0,,,59-85,,Turnover by P. Prigioni (lost ball; steal by K. Humphries)
2:09.0,Turnover by P. Pressey (lost ball; steal by C. Aldrich),,59-85,,
2:03.0,,,59-85,,P. Prigioni misses 2-pt shot from 1 ft
2:03.0,,,59-85,,Offensive rebound by W. Johnson
2:03.0,,,59-87,2,W. Johnson makes 2-pt shot from 2 ft
2:03.0,,,59-87,,Shooting foul by D. Booker (drawn by W. Johnson)
2:03.0,,,59-88,1,W. Johnson makes free throw 1 of 1
1:39.0,P. Pressey makes 2-pt shot from 2 ft,2,61-88,,
1:21.0,,,61-88,,J. Green misses 3-pt shot from 26 ft
1:20.0,Defensive rebound by J. Leuer,,61-88,,
1:09.0,Shooting foul by W. Johnson (drawn by K. Humphries),,61-88,,
1:09.0,K. Humphries misses free throw 1 of 2,,61-88,,
1:09.0,Offensive rebound by Team,,61-88,,
1:09.0,K. Humphries misses free throw 2 of 2,,61-88,,
1:08.0,,,61-88,,Defensive rebound by J. Green
0:47.0,,,61-88,,Shooting foul by D. Booker (drawn by J. Green)
0:47.0,,,61-88,,J. Green misses free throw 1 of 2
0:47.0,,,61-88,,Offensive rebound by Team
0:47.0,,,61-88,,J. Green misses free throw 2 of 2
0:46.0,Defensive rebound by K. Humphries,,61-88,,
0:31.0,A. Goodwin misses 2-pt shot from 16 ft,,61-88,,
0:29.0,,,61-88,,Defensive rebound by P. Prigioni
0:12.0,,,61-88,,Shooting foul by J. Leuer (drawn by J. Crawford)
0:12.0,,,61-89,1,J. Crawford makes free throw 1 of 2
0:12.0,,,61-90,1,J. Crawford makes free throw 2 of 2
0:02.0,J. Leuer misses 2-pt shot from 3 ft (block by C. Aldrich),,61-90,,
0:02.0,,,61-90,,Defensive rebound by J. Green
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,61-92,2,C. Aldrich makes 2-pt shot from 1 ft (assist by W. Johnson)
11:27.0,A. Goodwin misses 2-pt shot from 2 ft (block by C. Aldrich),,61-92,,
11:26.0,Offensive rebound by M. Teletovic,,61-92,,
11:21.0,A. Goodwin misses 3-pt shot from 23 ft,,61-92,,
11:20.0,Offensive rebound by S. Weems,,61-92,,
11:14.0,A. Goodwin makes 2-pt shot from 1 ft (assist by M. Teletovic),2,63-92,,
11:14.0,,,63-92,,Away from play foul by W. Johnson
11:14.0,A. Len makes free throw 1 of 1,1,64-92,,
10:59.0,,,64-94,2,P. Prigioni makes 2-pt shot from 13 ft
10:42.0,Jump ball: A. Goodwin vs. W. Johnson (J. Crawford gains possession),,,,Jump ball: A. Goodwin vs. W. Johnson (J. Crawford gains possession)
10:42.0,Turnover by S. Weems (lost ball; steal by W. Johnson),,64-94,,
10:32.0,,,64-94,,J. Crawford misses 3-pt shot from 26 ft
10:28.0,,,64-94,,Offensive rebound by C. Aldrich
10:28.0,,,64-94,,Turnover by C. Aldrich (lost ball; steal by A. Goodwin)
10:28.0,Shooting foul by J. Green (drawn by A. Goodwin),,64-94,,
10:28.0,A. Goodwin makes free throw 1 of 2,1,65-94,,
10:28.0,,,65-94,,C. Wilcox enters the game for J. Crawford
10:28.0,A. Goodwin makes free throw 2 of 2,1,66-94,,
10:08.0,,,66-97,3,W. Johnson makes 3-pt shot from 24 ft
10:00.0,Turnover by A. Goodwin (lost ball; steal by C. Wilcox),,66-97,,
9:54.0,,,66-97,,Turnover by C. Aldrich (traveling)
9:38.0,A. Len misses 2-pt shot from 4 ft,,66-97,,
9:37.0,,,66-97,,Defensive rebound by C. Aldrich
9:25.0,,,66-99,2,C. Wilcox makes 2-pt shot from 13 ft (assist by C. Aldrich)
9:17.0,P. Pressey misses 2-pt shot from 5 ft,,66-99,,
9:14.0,,,66-99,,Defensive rebound by C. Aldrich
9:03.0,,,66-101,2,C. Aldrich makes 2-pt shot from 2 ft (assist by P. Prigioni)
9:02.0,Phoenix full timeout,,66-101,,
9:02.0,R. Price enters the game for A. Len,,66-101,,
9:02.0,J. Leuer enters the game for P. Pressey,,66-101,,
8:49.0,Shooting foul by P. Prigioni (drawn by A. Goodwin),,66-101,,
8:49.0,A. Goodwin makes free throw 1 of 2,1,67-101,,
8:49.0,A. Goodwin makes free throw 2 of 2,1,68-101,,
8:28.0,,,68-104,3,J. Green makes 3-pt shot from 27 ft (assist by W. Johnson)
8:08.0,R. Price makes 2-pt shot from 10 ft,2,70-104,,
7:45.0,,,70-107,3,W. Johnson makes 3-pt shot from 25 ft (assist by J. Green)
7:30.0,R. Price misses 2-pt shot from 16 ft,,70-107,,
7:27.0,,,70-107,,Defensive rebound by C. Aldrich
7:12.0,,,70-107,,Turnover by P. Prigioni (lost ball; steal by R. Price)
7:09.0,R. Price makes 2-pt shot from 1 ft,2,72-107,,
6:55.0,,,72-107,,W. Johnson misses 3-pt shot from 26 ft
6:54.0,Defensive rebound by M. Teletovic,,72-107,,
6:43.0,A. Goodwin misses 3-pt shot from 26 ft,,72-107,,
6:42.0,,,72-107,,Defensive rebound by J. Green
6:28.0,,,72-110,3,C. Wilcox makes 3-pt shot from 25 ft (assist by J. Green)
