time,Utah,pts.away,score,pts.home,Phoenix
8:56.0,G. Hayward enters the game for C. Johnson,,23-28,,
8:56.0,R. Neto misses free throw 1 of 2,,23-28,,
8:56.0,Offensive rebound by Team,,23-28,,
8:56.0,R. Neto makes free throw 2 of 2,1,24-28,,
8:51.0,,,24-28,,Turnover by A. Len (lost ball; steal by R. Neto)
8:51.0,Turnover by R. Neto (bad pass),,24-28,,
8:37.0,,,24-28,,J. Jenkins misses 3-pt shot from 25 ft
8:36.0,Defensive rebound by R. Neto,,24-28,,
8:18.0,R. Gobert makes 2-pt shot at rim (assist by T. Booker),2,26-28,,
7:59.0,,,26-28,,Shooting foul by R. Neto (drawn by J. Jenkins)
7:59.0,,,26-29,1,J. Jenkins makes free throw 1 of 2
7:59.0,C. Johnson enters the game for R. Neto,,26-29,,
7:59.0,S. Mack enters the game for R. Hood,,26-29,,
7:59.0,,,26-30,1,J. Jenkins makes free throw 2 of 2
7:53.0,,,26-30,,Violation by Team (delay of game)
7:53.0,,,26-30,,T. Chandler enters the game for J. Jenkins
7:36.0,C. Johnson makes 3-pt shot from 24 ft (assist by S. Mack),3,29-30,,
7:19.0,,,29-30,,A. Len misses 2-pt shot from 2 ft
7:18.0,,,29-30,,Offensive rebound by T. Chandler
7:16.0,,,29-30,,Offensive foul by M. Teletovic
7:16.0,,,29-30,,Turnover by M. Teletovic (offensive foul)
6:59.0,Shooting foul by A. Len (drawn by G. Hayward),,29-30,,
6:59.0,G. Hayward makes free throw 1 of 2,1,30-30,,
6:59.0,G. Hayward makes free throw 2 of 2,1,31-30,,
6:43.0,,,31-30,,D. Booker misses 2-pt shot from 10 ft (block by S. Mack)
6:43.0,Defensive rebound by S. Mack,,31-30,,
6:39.0,R. Gobert makes 2-pt shot from 1 ft (assist by G. Hayward),2,33-30,,
6:39.0,,,33-30,,Phoenix full timeout
6:39.0,,,33-30,,R. Price enters the game for M. Teletovic
6:21.0,,,33-30,,R. Price misses 3-pt shot from 25 ft
6:20.0,Defensive rebound by R. Gobert,,33-30,,
6:07.0,Turnover by G. Hayward (lost ball; steal by D. Booker),,33-30,,
6:00.0,,,33-30,,P. Tucker misses 3-pt shot from 23 ft
5:58.0,Defensive rebound by C. Johnson,,33-30,,
5:46.0,R. Gobert misses 2-pt shot from 3 ft,,33-30,,
5:44.0,Offensive rebound by T. Booker,,33-30,,
5:44.0,T. Booker makes 2-pt shot at rim,2,35-30,,
5:20.0,,,35-30,,D. Booker misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by R. Gobert,,35-30,,
5:10.0,T. Booker misses 2-pt shot from 7 ft,,35-30,,
5:08.0,,,35-30,,Defensive rebound by T. Chandler
4:58.0,,,35-30,,A. Len misses 2-pt shot from 17 ft (block by T. Booker)
4:56.0,Defensive rebound by S. Mack,,35-30,,
4:52.0,T. Booker misses 2-pt shot at rim,,35-30,,
4:51.0,,,35-30,,Defensive rebound by P. Tucker
4:33.0,Personal foul by T. Booker,,35-30,,
4:33.0,R. Hood enters the game for R. Gobert,,35-30,,
4:33.0,T. Lyles enters the game for C. Johnson,,35-30,,
4:33.0,D. Favors enters the game for T. Booker,,35-30,,
4:27.0,,,35-30,,D. Booker misses 2-pt shot from 17 ft (block by R. Hood)
4:26.0,Defensive rebound by G. Hayward,,35-30,,
4:19.0,Turnover by T. Lyles (step out of bounds),,35-30,,
4:05.0,,,35-30,,Turnover by D. Booker (bad pass)
3:51.0,D. Favors makes 2-pt shot from 12 ft (assist by S. Mack),2,37-30,,
3:32.0,,,37-30,,R. Price misses 3-pt shot from 23 ft
3:32.0,Defensive rebound by T. Lyles,,37-30,,
3:29.0,Turnover by T. Lyles (traveling),,37-30,,
3:08.0,,,37-30,,A. Len misses 2-pt shot from 1 ft
3:07.0,Defensive rebound by D. Favors,,37-30,,
2:55.0,D. Favors makes 2-pt shot from 15 ft (assist by G. Hayward),2,39-30,,
2:48.0,,,39-30,,Phoenix full timeout
2:48.0,Utah full timeout,,39-30,,
2:48.0,,,39-30,,M. Teletovic enters the game for R. Price
2:36.0,,,39-30,,A. Len misses 2-pt shot from 14 ft
2:36.0,Defensive rebound by Team,,39-30,,
2:14.0,S. Mack misses 2-pt shot from 17 ft,,39-30,,
2:13.0,,,39-30,,Defensive rebound by T. Chandler
2:07.0,,,39-30,,Turnover by D. Booker (bad pass)
1:46.0,G. Hayward makes 2-pt shot from 8 ft,2,41-30,,
1:34.0,,,41-30,,Offensive foul by M. Teletovic
1:34.0,,,41-30,,Turnover by M. Teletovic (offensive foul)
1:17.0,R. Hood makes 3-pt shot from 24 ft (assist by G. Hayward),3,44-30,,
0:59.0,,,44-32,2,D. Booker makes 2-pt shot from 13 ft
0:56.0,T. Lyles makes 2-pt shot at rim (assist by G. Hayward),2,46-32,,
0:41.0,,,46-32,,D. Booker misses 2-pt shot from 17 ft
0:40.0,,,46-32,,Offensive rebound by A. Len
0:39.0,,,46-32,,Shooting foul by R. Hood (drawn by A. Len)
0:39.0,,,46-32,,A. Len misses free throw 1 of 2
0:39.0,,,46-32,,Offensive rebound by Team
0:39.0,,,46-33,1,A. Len makes free throw 2 of 2
0:33.0,D. Favors misses 2-pt shot from 4 ft,,46-33,,
0:32.0,,,46-33,,Defensive rebound by Team
0:12.0,,,46-33,,Turnover by D. Booker (lost ball; steal by D. Favors)
0:01.0,Utah full timeout,,46-33,,
0:01.0,R. Gobert enters the game for D. Favors,,46-33,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,46-33,,Turnover by R. Price (lost ball; steal by R. Gobert)
11:28.0,G. Hayward misses 3-pt shot from 23 ft,,46-33,,
11:27.0,,,46-33,,Defensive rebound by T. Chandler
11:19.0,,,46-35,2,R. Price makes 2-pt shot from 19 ft
10:53.0,R. Hood misses 3-pt shot from 24 ft,,46-35,,
10:53.0,,,46-35,,Defensive rebound by P. Tucker
10:47.0,,,46-38,3,D. Booker makes 3-pt shot from 24 ft
10:24.0,D. Favors misses 2-pt shot from 15 ft,,46-38,,
10:23.0,,,46-38,,Defensive rebound by T. Chandler
10:13.0,,,46-38,,Turnover by A. Len (lost ball; steal by R. Hood)
10:07.0,R. Hood makes 3-pt shot from 24 ft (assist by S. Mack),3,49-38,,
9:51.0,,,49-41,3,P. Tucker makes 3-pt shot from 24 ft (assist by D. Booker)
9:34.0,Offensive foul by R. Gobert,,49-41,,
9:34.0,Turnover by R. Gobert (offensive foul),,49-41,,
9:16.0,,,49-41,,D. Booker misses 3-pt shot from 25 ft
9:16.0,Defensive rebound by G. Hayward,,49-41,,
9:10.0,Turnover by S. Mack (lost ball; steal by P. Tucker),,49-41,,
9:05.0,,,49-41,,P. Tucker misses 2-pt shot from 1 ft (block by G. Hayward)
9:04.0,Defensive rebound by S. Mack,,49-41,,
8:59.0,D. Favors makes 2-pt shot from 1 ft (assist by R. Hood),2,51-41,,
8:59.0,Shooting foul by T. Chandler (drawn by D. Favors),,51-41,,
8:59.0,T. Lyles enters the game for R. Gobert,,51-41,,
8:59.0,D. Favors misses free throw 1 of 1,,51-41,,
8:58.0,,,51-41,,Defensive rebound by T. Chandler
8:41.0,,,51-41,,A. Len misses 2-pt shot from 7 ft
8:39.0,,,51-41,,Offensive rebound by A. Len
8:39.0,,,51-41,,A. Len misses 2-pt shot from 3 ft
8:37.0,,,51-41,,Offensive rebound by T. Chandler
8:37.0,,,51-43,2,T. Chandler makes 2-pt shot from 1 ft
8:37.0,,,51-43,,Shooting foul by D. Favors (drawn by T. Chandler)
8:37.0,,,51-43,,T. Chandler misses free throw 1 of 1
8:36.0,Defensive rebound by G. Hayward,,51-43,,
8:25.0,S. Mack makes 2-pt shot from 4 ft,2,53-43,,
8:08.0,,,53-46,3,P. Tucker makes 3-pt shot from 22 ft (assist by D. Booker)
7:43.0,T. Lyles misses 2-pt shot from 17 ft,,53-46,,
7:41.0,,,53-46,,Defensive rebound by T. Chandler
7:29.0,,,53-49,3,P. Tucker makes 3-pt shot from 24 ft
7:24.0,Utah full timeout,,53-49,,
7:16.0,G. Hayward misses 2-pt shot from 19 ft,,53-49,,
7:16.0,Offensive rebound by Team,,53-49,,
7:16.0,,,53-49,,Loose ball foul by R. Price
7:07.0,,,53-49,,Personal foul by D. Booker
6:54.0,T. Lyles makes 3-pt shot from 24 ft (assist by D. Favors),3,56-49,,
6:39.0,Personal foul by G. Hayward,,56-49,,
6:25.0,,,56-51,2,D. Booker makes 2-pt shot from 10 ft
6:08.0,D. Favors makes 2-pt shot from 3 ft (assist by R. Hood),2,58-51,,
6:08.0,Shooting foul by R. Price (drawn by D. Favors),,58-51,,
6:08.0,J. Ingles enters the game for G. Hayward,,58-51,,
6:08.0,D. Favors makes free throw 1 of 1,1,59-51,,
5:56.0,,,59-53,2,T. Chandler makes 2-pt shot at rim (assist by D. Booker)
5:36.0,J. Ingles misses 3-pt shot from 24 ft,,59-53,,
5:36.0,,,59-53,,Defensive rebound by T. Chandler
5:19.0,,,59-53,,P. Tucker misses 3-pt shot from 22 ft
5:19.0,Defensive rebound by S. Mack,,59-53,,
5:11.0,,,59-53,,Personal foul by D. Booker
5:11.0,S. Mack makes free throw 1 of 2,1,60-53,,
5:11.0,S. Mack makes free throw 2 of 2,1,61-53,,
4:49.0,,,61-53,,A. Len misses 2-pt shot from 19 ft
4:47.0,,,61-53,,Offensive rebound by T. Chandler
4:47.0,,,61-53,,T. Chandler misses 2-pt shot from 2 ft
4:47.0,Defensive rebound by Team,,61-53,,
4:31.0,D. Favors makes 2-pt shot at rim (assist by R. Hood),2,63-53,,
4:15.0,,,63-53,,Turnover by R. Price (bad pass)
4:01.0,R. Hood makes 3-pt shot from 25 ft (assist by D. Favors),3,66-53,,
4:01.0,,,66-53,,Phoenix full timeout
4:01.0,,,66-53,,M. Teletovic enters the game for A. Len
4:01.0,,,66-53,,A. Goodwin enters the game for R. Price
3:53.0,Personal foul by R. Hood,,66-53,,
3:49.0,,,66-55,2,T. Chandler makes 2-pt shot at rim (assist by D. Booker)
3:28.0,T. Lyles makes 2-pt shot from 7 ft,2,68-55,,
3:06.0,,,68-57,2,T. Chandler makes 2-pt shot at rim (assist by A. Goodwin)
2:56.0,Shooting foul by M. Teletovic (drawn by T. Lyles),,68-57,,
2:56.0,T. Lyles makes free throw 1 of 2,1,69-57,,
2:56.0,R. Gobert enters the game for R. Hood,,69-57,,
2:56.0,C. Johnson enters the game for D. Favors,,69-57,,
2:56.0,T. Lyles misses free throw 2 of 2,,69-57,,
2:55.0,,,69-57,,Defensive rebound by P. Tucker
2:36.0,,,69-57,,Turnover by A. Goodwin (lost ball)
2:26.0,T. Lyles misses 3-pt shot from 24 ft,,69-57,,
2:26.0,,,69-57,,Defensive rebound by T. Chandler
2:17.0,,,69-57,,D. Booker misses 2-pt shot from 7 ft (block by S. Mack)
2:17.0,,,69-57,,Offensive rebound by Team
2:14.0,,,69-59,2,M. Teletovic makes 2-pt shot from 19 ft (assist by P. Tucker)
1:55.0,R. Gobert misses 2-pt shot from 4 ft,,69-59,,
1:55.0,,,69-59,,Defensive rebound by P. Tucker
1:38.0,,,69-59,,M. Teletovic misses 3-pt shot from 24 ft
1:37.0,,,69-59,,Offensive rebound by P. Tucker
1:36.0,,,69-59,,Shooting foul by T. Lyles (drawn by P. Tucker)
1:36.0,,,69-61,2,P. Tucker makes 2-pt shot from 2 ft
1:36.0,T. Booker enters the game for T. Lyles,,69-61,,
1:36.0,G. Hayward enters the game for J. Ingles,,69-61,,
1:36.0,,,69-61,,A. Len enters the game for T. Chandler
1:36.0,,,69-62,1,P. Tucker makes free throw 1 of 1
1:19.0,S. Mack misses 3-pt shot from 25 ft,,69-62,,
1:19.0,,,69-62,,Defensive rebound by P. Tucker
1:08.0,,,69-62,,A. Goodwin misses 2-pt shot from 18 ft
1:07.0,Defensive rebound by T. Booker,,69-62,,
0:53.0,,,69-62,,Personal foul by A. Goodwin
0:53.0,S. Mack misses free throw 1 of 2,,69-62,,
0:53.0,Offensive rebound by Team,,69-62,,
0:53.0,S. Mack makes free throw 2 of 2,1,70-62,,
0:34.0,,,70-62,,Turnover by P. Tucker (bad pass)
0:29.0,G. Hayward makes 2-pt shot from 18 ft,2,72-62,,
0:06.0,,,72-64,2,M. Teletovic makes 2-pt shot from 16 ft (assist by D. Booker)
0:00.0,S. Mack makes 2-pt shot from 1 ft,2,74-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,G. Hayward makes 2-pt shot from 8 ft,2,76-64,,
11:40.0,,,76-64,,Shooting block foul by J. Jenkins (drawn by G. Hayward)
11:40.0,G. Hayward makes free throw 1 of 1,1,77-64,,
11:19.0,,,77-64,,M. Teletovic misses 3-pt shot from 24 ft
11:19.0,Defensive rebound by R. Gobert,,77-64,,
11:03.0,Shooting foul by A. Len (drawn by R. Gobert),,77-64,,
11:03.0,R. Gobert makes free throw 1 of 2,1,78-64,,
11:03.0,,,78-64,,R. Price enters the game for J. Jenkins
11:03.0,R. Gobert makes free throw 2 of 2,1,79-64,,
10:44.0,,,79-66,2,M. Teletovic makes 2-pt shot from 8 ft
10:25.0,G. Hayward misses 2-pt shot from 4 ft,,79-66,,
10:23.0,,,79-66,,Defensive rebound by A. Len
10:16.0,,,79-68,2,A. Goodwin makes 2-pt shot from 1 ft
10:08.0,,,79-68,,Personal foul by R. Price
9:54.0,G. Hayward makes 2-pt shot from 9 ft (assist by T. Booker),2,81-68,,
9:39.0,,,81-68,,Turnover by A. Goodwin (lost ball; steal by R. Gobert)
9:33.0,G. Hayward misses 3-pt shot from 24 ft,,81-68,,
9:33.0,Offensive rebound by T. Booker,,81-68,,
9:28.0,C. Johnson misses 3-pt shot from 24 ft,,81-68,,
9:28.0,,,81-68,,Defensive rebound by M. Teletovic
9:11.0,,,81-68,,A. Goodwin misses 3-pt shot from 25 ft
9:11.0,Defensive rebound by T. Booker,,81-68,,
9:05.0,C. Johnson makes 2-pt shot at rim (assist by G. Hayward),2,83-68,,
9:04.0,,,83-68,,Phoenix full timeout
9:04.0,,,83-68,,D. Booker enters the game for A. Len
9:04.0,,,83-68,,P. Tucker enters the game for A. Goodwin
9:04.0,,,83-68,,T. Chandler enters the game for C. Budinger
8:50.0,,,83-70,2,T. Chandler makes 2-pt shot from 1 ft (assist by P. Tucker)
8:50.0,,,83-70,,Shooting foul by R. Gobert (drawn by T. Chandler)
8:50.0,,,83-70,,T. Chandler misses free throw 1 of 1
8:49.0,,,83-70,,Offensive rebound by P. Tucker
8:24.0,,,83-70,,P. Tucker misses 3-pt shot from 24 ft
8:24.0,,,83-70,,Offensive rebound by M. Teletovic
8:17.0,,,83-70,,D. Booker misses 3-pt shot from 23 ft
8:16.0,Defensive rebound by C. Johnson,,83-70,,
8:02.0,G. Hayward makes 2-pt shot from 7 ft,2,85-70,,
7:59.0,,,85-70,,Turnover by R. Price (bad pass)
7:59.0,R. Hood enters the game for G. Hayward,,85-70,,
7:50.0,,,85-70,,Personal foul by R. Price
7:50.0,D. Favors enters the game for R. Gobert,,85-70,,
7:41.0,R. Hood misses 2-pt shot from 9 ft,,85-70,,
7:39.0,,,85-70,,Defensive rebound by D. Booker
7:32.0,,,85-70,,M. Teletovic misses 3-pt shot from 22 ft
7:32.0,Defensive rebound by Team,,85-70,,
7:09.0,D. Favors makes 2-pt shot from 17 ft (assist by R. Neto),2,87-70,,
6:44.0,,,87-72,2,T. Chandler makes 2-pt shot from 2 ft (assist by D. Booker)
6:27.0,Turnover by R. Hood (lost ball; steal by M. Teletovic),,87-72,,
6:16.0,,,87-74,2,M. Teletovic makes 2-pt shot at rim
6:16.0,Utah full timeout,,87-74,,
6:16.0,S. Mack enters the game for C. Johnson,,87-74,,
6:16.0,G. Hayward enters the game for R. Neto,,87-74,,
6:08.0,Turnover by R. Hood (lost ball; steal by T. Chandler),,87-74,,
6:04.0,,,87-74,,D. Booker misses 2-pt shot from 1 ft (block by R. Hood)
6:03.0,Defensive rebound by R. Hood,,87-74,,
5:57.0,T. Booker makes 2-pt shot from 6 ft (assist by R. Hood),2,89-74,,
5:41.0,,,89-74,,M. Teletovic misses 3-pt shot from 24 ft (block by T. Booker)
5:41.0,Defensive rebound by D. Favors,,89-74,,
5:25.0,R. Hood misses 2-pt shot from 20 ft,,89-74,,
5:24.0,,,89-74,,Defensive rebound by T. Chandler
5:14.0,,,89-74,,Turnover by T. Chandler (lost ball; steal by D. Favors)
5:05.0,S. Mack makes 2-pt shot from 12 ft,2,91-74,,
4:41.0,,,91-76,2,M. Teletovic makes 2-pt shot from 15 ft
4:23.0,Turnover by D. Favors (lost ball; steal by D. Booker),,91-76,,
4:23.0,Personal foul by G. Hayward,,91-76,,
4:23.0,T. Lyles enters the game for D. Favors,,91-76,,
4:23.0,R. Gobert enters the game for T. Booker,,91-76,,
4:02.0,,,91-78,2,P. Tucker makes 2-pt shot from 2 ft
3:52.0,Offensive foul by G. Hayward,,91-78,,
3:52.0,Turnover by G. Hayward (offensive foul),,91-78,,
3:42.0,,,91-78,,Shooting foul by R. Hood (drawn by T. Chandler)
3:42.0,,,91-78,,T. Chandler misses free throw 1 of 2
3:42.0,,,91-78,,Offensive rebound by Team
3:42.0,,,91-79,1,T. Chandler makes free throw 2 of 2
3:27.0,G. Hayward misses 2-pt shot from 1 ft,,91-79,,
3:27.0,Offensive rebound by R. Gobert,,91-79,,
3:18.0,S. Mack misses 2-pt shot from 10 ft,,91-79,,
3:18.0,Offensive rebound by S. Mack,,91-79,,
2:59.0,R. Hood makes 3-pt shot from 24 ft,3,94-79,,
2:48.0,,,94-79,,Turnover by M. Teletovic (lost ball; steal by R. Hood)
2:45.0,G. Hayward makes 2-pt shot at rim (assist by R. Hood),2,96-79,,
2:45.0,,,96-79,,Phoenix full timeout
2:45.0,Official timeout,,96-79,,
2:25.0,,,96-79,,P. Tucker misses 2-pt shot from 15 ft (block by R. Gobert)
2:24.0,,,96-79,,Offensive rebound by P. Tucker
2:20.0,,,96-79,,P. Tucker misses 2-pt shot from 20 ft
2:20.0,,,96-79,,Offensive rebound by Team
2:20.0,,,96-79,,Turnover by Team (shot clock)
2:04.0,R. Hood makes 3-pt shot from 24 ft (assist by S. Mack),3,99-79,,
1:45.0,,,99-82,3,D. Booker makes 3-pt shot from 24 ft
1:25.0,R. Gobert makes 2-pt shot at rim (assist by T. Lyles),2,101-82,,
1:23.0,Personal take foul by S. Mack,,101-82,,
1:23.0,C. Johnson enters the game for G. Hayward,,101-82,,
1:23.0,J. Ingles enters the game for R. Gobert,,101-82,,
1:23.0,R. Neto enters the game for R. Hood,,101-82,,
1:23.0,J. Withey enters the game for S. Mack,,101-82,,
1:23.0,,,101-82,,C. Budinger enters the game for P. Tucker
1:23.0,,,101-82,,A. Goodwin enters the game for T. Chandler
