time,Houston,pts.away,score,pts.home,Golden State
7:17.0,Personal foul by D. Howard,,68-90,,
7:07.0,,,68-92,2,M. Speights makes 2-pt shot from 2 ft (assist by A. Iguodala)
6:49.0,T. Ariza misses 3-pt shot from 24 ft,,68-92,,
6:49.0,Offensive rebound by Team,,68-92,,
6:49.0,,,68-92,,Loose ball foul by M. Speights
6:49.0,D. Howard misses free throw 1 of 2,,68-92,,
6:49.0,Offensive rebound by Team,,68-92,,
6:49.0,D. Howard misses free throw 2 of 2,,68-92,,
6:48.0,,,68-92,,Defensive rebound by M. Speights
6:35.0,,,68-92,,M. Speights misses 2-pt shot from 19 ft
6:34.0,,,68-92,,Offensive rebound by H. Barnes
6:29.0,,,68-94,2,H. Barnes makes 2-pt shot at rim (assist by A. Iguodala)
6:15.0,Turnover by J. Harden (lost ball),,68-94,,
6:04.0,Personal foul by D. Howard,,68-94,,
6:04.0,,,68-94,,S. Livingston enters the game for A. Iguodala
6:04.0,K. McDaniels enters the game for D. Howard,,68-94,,
6:04.0,C. Capela enters the game for J. Harden,,68-94,,
5:54.0,,,68-97,3,K. Thompson makes 3-pt shot from 23 ft (assist by M. Speights)
5:43.0,,,68-97,,Personal foul by D. Green
5:43.0,,,68-97,,Technical foul by D. Green
5:43.0,J. Terry makes technical free throw,1,69-97,,
5:43.0,D. Motiejunas misses free throw 1 of 2,,69-97,,
5:43.0,Offensive rebound by Team,,69-97,,
5:43.0,C. Brewer enters the game for J. Terry,,69-97,,
5:43.0,A. Goudelock enters the game for T. Ariza,,69-97,,
5:43.0,D. Motiejunas makes free throw 2 of 2,1,70-97,,
5:37.0,Personal foul by D. Motiejunas,,70-97,,
5:30.0,,,70-97,,M. Speights misses 2-pt shot from 2 ft
5:29.0,Defensive rebound by D. Motiejunas,,70-97,,
5:28.0,Offensive foul by D. Motiejunas,,70-97,,
5:28.0,Turnover by D. Motiejunas (offensive foul),,70-97,,
5:20.0,,,70-99,2,S. Livingston makes 2-pt shot from 13 ft
4:59.0,A. Goudelock misses 3-pt shot from 27 ft,,70-99,,
4:59.0,Offensive rebound by C. Capela,,70-99,,
4:54.0,K. McDaniels misses 2-pt shot from 18 ft,,70-99,,
4:53.0,,,70-99,,Defensive rebound by D. Green
4:42.0,,,70-99,,K. Thompson misses 3-pt shot from 29 ft
4:41.0,Defensive rebound by C. Capela,,70-99,,
4:31.0,Turnover by D. Motiejunas (lost ball),,70-99,,
4:31.0,,,70-99,,A. Varejao enters the game for M. Speights
4:16.0,,,70-99,,D. Green misses 2-pt shot from 15 ft
4:16.0,Defensive rebound by C. Brewer,,70-99,,
4:08.0,Turnover by C. Brewer (lost ball; steal by H. Barnes),,70-99,,
4:01.0,,,70-99,,H. Barnes misses 2-pt shot from 4 ft (block by K. McDaniels)
3:59.0,Defensive rebound by C. Capela,,70-99,,
3:50.0,D. Motiejunas makes 2-pt shot from 8 ft (assist by C. Brewer),2,72-99,,
3:33.0,,,72-99,,S. Livingston misses 2-pt shot from 18 ft
3:33.0,Defensive rebound by K. McDaniels,,72-99,,
3:21.0,Shooting foul by D. Green (drawn by D. Motiejunas),,72-99,,
3:21.0,D. Motiejunas makes free throw 1 of 2,1,73-99,,
3:21.0,,,73-99,,Golden State full timeout
3:21.0,,,73-99,,B. Rush enters the game for D. Green
3:21.0,D. Motiejunas makes free throw 2 of 2,1,74-99,,
3:07.0,,,74-99,,H. Barnes misses 2-pt shot from 16 ft
3:05.0,Defensive rebound by C. Capela,,74-99,,
2:58.0,Turnover by A. Goudelock (traveling),,74-99,,
2:41.0,,,74-99,,S. Livingston misses 2-pt shot from 15 ft
2:40.0,,,74-99,,Offensive rebound by A. Varejao
2:29.0,,,74-99,,B. Rush misses 3-pt shot from 24 ft
2:28.0,,,74-99,,Offensive rebound by H. Barnes
2:19.0,,,74-99,,K. Thompson misses 2-pt shot from 19 ft
2:18.0,,,74-99,,Offensive rebound by K. Thompson
2:16.0,,,74-99,,Shooting foul by C. Capela (drawn by K. Thompson)
2:16.0,,,74-100,1,K. Thompson makes free throw 1 of 2
2:16.0,,,74-100,,I. Clark enters the game for S. Livingston
2:16.0,,,74-100,,M. Speights enters the game for H. Barnes
2:16.0,,,74-101,1,K. Thompson makes free throw 2 of 2
2:08.0,K. McDaniels misses 3-pt shot from 26 ft,,74-101,,
2:08.0,Offensive rebound by C. Capela,,74-101,,
2:04.0,C. Capela misses 2-pt shot from 4 ft,,74-101,,
2:04.0,Offensive rebound by C. Capela,,74-101,,
1:58.0,C. Capela misses 2-pt shot from 5 ft,,74-101,,
1:57.0,,,74-101,,Defensive rebound by K. Thompson
1:53.0,,,74-101,,B. Rush misses 3-pt shot from 27 ft
1:51.0,Defensive rebound by Team,,74-101,,
1:51.0,,,74-101,,L. Barbosa enters the game for K. Thompson
1:43.0,A. Goudelock makes 2-pt shot from 14 ft,2,76-101,,
1:20.0,,,76-101,,I. Clark misses 2-pt shot from 3 ft (block by C. Capela)
1:19.0,Defensive rebound by K. McDaniels,,76-101,,
1:13.0,K. McDaniels misses 2-pt shot from 6 ft,,76-101,,
1:13.0,,,76-101,,Defensive rebound by M. Speights
0:54.0,,,76-101,,M. Speights misses 3-pt shot from 31 ft
0:54.0,Defensive rebound by A. Goudelock,,76-101,,
0:49.0,Turnover by A. Goudelock (lost ball; steal by I. Clark),,76-101,,
0:29.0,,,76-104,3,I. Clark makes 3-pt shot from 27 ft
0:22.0,K. McDaniels makes 2-pt shot at rim (assist by C. Brewer),2,78-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
