time,Charlotte,pts.away,score,pts.home,Miami
0:39.0,Charlotte full timeout,,92-100,,
0:36.0,J. Lin makes 2-pt shot at rim,2,94-100,,
0:34.0,Personal foul by N. Batum (drawn by D. Wade),,94-100,,
0:34.0,,,94-101,1,D. Wade makes free throw 1 of 2
0:34.0,,,94-102,1,D. Wade makes free throw 2 of 2
0:34.0,Charlotte full timeout,,94-102,,
0:30.0,N. Batum misses 3-pt shot from 24 ft,,94-102,,
0:29.0,,,94-102,,Defensive rebound by C. Bosh
0:29.0,Personal foul by C. Zeller (drawn by C. Bosh),,94-102,,
0:29.0,,,94-103,1,C. Bosh makes free throw 1 of 2
0:29.0,,,94-104,1,C. Bosh makes free throw 2 of 2
0:23.0,K. Walker misses 2-pt shot from 1 ft (block by C. Bosh),,94-104,,
0:22.0,,,94-104,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
